actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
366,PT09M45.00S,2022-04-21T00:38:16.4Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,62,70,2022-04-21T00:38:16Z,3660000,,,0,,J. Tatum Free Throw 2 of 2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
367,PT09M19.00S,2022-04-21T00:38:44.4Z,3,REGULAR,2pt,Jump Shot,[],201142,78.0059132720105,65.68627450980392,1610612751,62,70,2022-04-21T00:38:48Z,3670000,78.0,154.0,1,right,MISS K. Durant 17' floating Shot,[201142],1610612751.0,BKN,floating,,,Durant,K. Durant,,,,,17.3,Missed,,,,,,,,,,,,,,,,,,,
368,PT09M18.00S,2022-04-21T00:38:45.6Z,3,REGULAR,rebound,offensive,[],202681,,,1610612751,62,70,2022-04-21T00:38:45Z,3680000,,,0,,K. Irving REBOUND (Off:2 Def:3),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,367.0,5.0,3.0,2.0,,,,,,,,,
369,PT09M13.00S,2022-04-21T00:38:50.4Z,3,REGULAR,turnover,lost ball,[],201142,,,1610612751,62,70,2022-04-21T00:38:57Z,3690000,,,0,,K. Durant lost ball TURNOVER (3 TO),"[201142, 1627759]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,3.0,,,,,,,,,,,Brown,1627759.0,
370,PT09M13.00S,2022-04-21T00:38:50.4Z,3,REGULAR,steal,,[],1627759,,,1610612738,62,70,2022-04-21T00:38:51Z,3700000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT09M11.00S,2022-04-21T00:38:53.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,6.389618922470433,52.69607843137255,1610612738,64,70,2022-04-21T00:39:02Z,3710000,-13.0,8.0,1,left,J. Brown running Layup (9 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,1.55,Made,9.0,,,,,,,,,,,,,,,,,,
372,PT09M11.00S,2022-04-21T00:38:57.9Z,3,REGULAR,foul,personal,['1freethrow'],202681,,,1610612738,64,70,2022-04-21T00:39:02Z,3720000,,,0,,K. Irving shooting personal FOUL (1 PF) (Brown 1 FT),"[202681, 1627759]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,,,,,,,204059.0,,,,,,1.0,0.0,Brown,1627759.0,,,,,
374,PT09M11.00S,2022-04-21T00:39:25.0Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1627759,,,1610612738,65,70,2022-04-21T00:39:25Z,3740000,,,0,,J. Brown Free Throw 1 of 1 (10 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
376,PT08M52.00S,2022-04-21T00:39:53.6Z,3,REGULAR,foul,personal,[],201143,,,1610612751,65,70,2022-04-21T00:40:17Z,3760000,,,0,,A. Horford personal FOUL (2 PF),"[201143, 203083]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,2715.0,,,,,,2.0,0.0,Drummond,203083.0,,,,,
378,PT08M44.00S,2022-04-21T00:40:41.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203083,91.80354796320631,50.98039215686274,1610612751,65,72,2022-04-21T00:40:56Z,3780000,5.0,25.0,1,right,A. Drummond driving Layup (5 PTS),[203083],1610612751.0,BKN,driving,,,Drummond,A. Drummond,,,,,2.5,Made,5.0,,,,,,,,,,,,,,,,,,
379,PT08M44.00S,2022-04-21T00:40:48.1Z,3,REGULAR,foul,personal,['1freethrow'],201143,,,1610612751,65,72,2022-04-21T00:40:52Z,3790000,,,0,,A. Horford shooting personal FOUL (3 PF) (Drummond 1 FT),"[201143, 203083]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,204059.0,,,,,,3.0,0.0,Drummond,203083.0,,,,,
381,PT08M44.00S,2022-04-21T00:41:04.7Z,3,REGULAR,freethrow,1 of 1,[],203083,,,1610612751,65,72,2022-04-21T00:41:09Z,3810000,,,0,,MISS A. Drummond Free Throw 1 of 1,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,Missed,,,,,,,,,,,,,,,,,,,
382,PT08M44.00S,2022-04-21T00:41:04.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,65,72,2022-04-21T00:41:09Z,3820000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,381.0,4.0,3.0,1.0,,,,,,,,,
383,PT08M39.00S,2022-04-21T00:41:18.0Z,3,REGULAR,foul,personal,[],203552,,,1610612738,65,72,2022-04-21T00:41:30Z,3830000,,,0,,S. Curry personal FOUL (3 PF),"[203552, 1627759]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,2715.0,,,,,,3.0,0.0,Brown,1627759.0,,,,,
385,PT08M33.00S,2022-04-21T00:41:35.3Z,3,REGULAR,2pt,Jump Shot,[],1627759,20.97568988173456,65.93137254901961,1610612738,65,72,2022-04-21T00:41:42Z,3850000,-80.0,145.0,1,left,MISS J. Brown 16' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,16.52,Missed,,,,,,,,,,,,,,,,,,,
386,PT08M29.00S,2022-04-21T00:41:39.3Z,3,REGULAR,rebound,defensive,[],202681,,,1610612751,65,72,2022-04-21T00:41:42Z,3860000,,,0,,K. Irving REBOUND (Off:2 Def:4),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,385.0,6.0,4.0,2.0,,,,,,,,,
387,PT08M20.00S,2022-04-21T00:41:48.4Z,3,REGULAR,turnover,bad pass,[],201142,,,1610612751,65,72,2022-04-21T00:41:51Z,3870000,,,0,,K. Durant bad pass TURNOVER (4 TO),"[201142, 201143]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,4.0,,,,,,,,,,,Horford,201143.0,
388,PT08M20.00S,2022-04-21T00:41:48.4Z,3,REGULAR,steal,,[],201143,,,1610612738,65,72,2022-04-21T00:42:45Z,3880000,,,0,,A. Horford STEAL (2 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT08M12.00S,2022-04-21T00:41:56.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201143,5.732588699080158,95.83333333333334,1610612738,68,72,2022-04-21T00:42:00Z,3890000,-229.0,1.0,1,left,A. Horford 3PT  (16 PTS) (J. Tatum 6 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,22.92,Made,16.0,J. Tatum,1628369.0,6.0,,,,,,,,,,,,,,,
391,PT08M09.00S,2022-04-21T00:42:04.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,68,72,2022-04-21T00:42:04Z,3910000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M51.00S,2022-04-21T00:45:59.4Z,3,REGULAR,2pt,Jump Shot,[],201142,79.45137976346912,21.323529411764707,1610612751,68,72,2022-04-21T00:46:27Z,3920000,-143.0,141.0,1,right,MISS K. Durant 20' Jump Shot,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,20.09,Missed,,,,,,,,,,,,,,,,,,,
393,PT07M48.00S,2022-04-21T00:46:02.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,68,72,2022-04-21T00:46:27Z,3930000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,392.0,,,,,,,,,,,,
394,PT07M48.00S,2022-04-21T00:46:07.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,68,72,2022-04-21T00:46:07Z,3940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT07M41.00S,2022-04-21T00:46:24.5Z,3,REGULAR,turnover,bad pass,[],201142,,,1610612751,68,72,2022-04-21T00:46:30Z,3950000,,,0,,K. Durant bad pass TURNOVER (5 TO),"[201142, 1627759]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,5.0,,,,,,,,,,,Brown,1627759.0,
396,PT07M41.00S,2022-04-21T00:46:24.5Z,3,REGULAR,steal,,[],1627759,,,1610612738,68,72,2022-04-21T00:46:26Z,3960000,,,0,,J. Brown STEAL (3 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M38.00S,2022-04-21T00:46:28.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,6.783837056504599,48.77450980392157,1610612738,70,72,2022-04-21T00:46:35Z,3970000,6.0,11.0,1,left,J. Tatum running DUNK (11 PTS) (J. Brown 4 AST),"[1628369, 1627759]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,1.28,Made,11.0,J. Brown,1627759.0,4.0,,,,,,,,,,,,,,,
399,PT07M21.00S,2022-04-21T00:46:43.7Z,3,REGULAR,3pt,Jump Shot,[],203552,91.67214191852825,95.83333333333334,1610612751,70,75,2022-04-21T00:46:48Z,3990000,229.0,26.0,1,right,S. Curry 3PT  (14 PTS) (A. Drummond 2 AST),"[203552, 203083]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,23.06,Made,14.0,A. Drummond,203083.0,2.0,,,,,,,,,,,,,,,
401,PT07M01.00S,2022-04-21T00:47:07.5Z,3,REGULAR,2pt,Jump Shot,[],1627759,22.026938239159,63.48039215686274,1610612738,70,75,2022-04-21T00:47:46Z,4010000,-67.0,155.0,1,left,MISS J. Brown 16' pullup Shot - blocked,"[1627759, 202681]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,16.87,Missed,,,,,,,,,,,,,,,Irving,202681.0,,,
402,PT07M01.00S,2022-04-21T00:47:07.5Z,3,REGULAR,block,,[],202681,,,1610612738,70,75,2022-04-21T00:47:14Z,4020000,,,0,,K. Irving BLOCK (1 BLK),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT07M00.00S,2022-04-21T00:47:08.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,70,75,2022-04-21T00:47:46Z,4030000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,401.0,,,,,,,,,,,,
403,PT07M00.00S,2022-04-21T00:47:43.3Z,3,REGULAR,jumpball,recovered,[],1628971,,,1610612751,70,75,2022-04-21T00:47:43Z,4040000,,,0,,Jump Ball K. Irving vs. J. Brown: Tip to B. Brown,"[1628971, 202681, 1627759]",1610612751.0,BKN,heldball,B. Brown,1628971.0,Brown,B. Brown,Irving,202681.0,Brown,1627759.0,,,,,,,,,,,,,,,,,,,,,
407,PT07M00.00S,2022-04-21T00:47:44.3Z,3,REGULAR,foul,personal,[],1628369,,,1610612751,70,75,2022-04-21T00:47:50Z,4070000,,,0,,J. Tatum personal FOUL (2 PF),"[1628369, 1628971]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,204059.0,,,,,,2.0,0.0,Brown,1628971.0,,,,,
409,PT06M54.00S,2022-04-21T00:48:04.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612751,70,75,2022-04-21T00:48:09Z,4090000,,,0,,J. Tatum personal FOUL (3 PF) (Durant 2 FT),"[1628369, 201142]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,1627962.0,,,,,,3.0,0.0,Durant,201142.0,,,,,
411,PT06M54.00S,2022-04-21T00:48:25.6Z,3,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,70,76,2022-04-21T00:48:25Z,4110000,,,0,,K. Durant Free Throw 1 of 2 (16 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
412,PT06M54.00S,2022-04-21T00:48:41.2Z,3,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,70,77,2022-04-21T00:48:41Z,4120000,,,0,,K. Durant Free Throw 2 of 2 (17 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
413,PT06M47.00S,2022-04-21T00:48:54.7Z,3,REGULAR,foul,personal,[],203552,,,1610612738,70,77,2022-04-21T00:49:00Z,4130000,,,0,,S. Curry personal FOUL (4 PF),"[203552, 1627759]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,204059.0,,,,,,4.0,0.0,Brown,1627759.0,,,,,
415,PT06M47.00S,2022-04-21T00:49:07.0Z,3,REGULAR,substitution,out,[],203552,,,1610612738,70,77,2022-04-21T00:49:15Z,4150000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M47.00S,2022-04-21T00:49:07.0Z,3,REGULAR,substitution,in,[],201988,,,1610612738,70,77,2022-04-21T00:49:15Z,4160000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M39.00S,2022-04-21T00:49:32.1Z,3,REGULAR,turnover,out-of-bounds,[],1628464,,,1610612738,70,77,2022-04-21T00:49:38Z,4170000,,,0,,D. Theis lost ball out-of-bounds TURNOVER (2 TO),[1628464],1610612738.0,BOS,lost ball,,,Theis,D. Theis,,,,,,,,,,,1627962.0,2.0,,,,,,,,,,,,,
418,PT06M33.00S,2022-04-21T00:49:55.4Z,3,REGULAR,foul,offensive,[],203083,,,1610612751,70,77,2022-04-21T00:50:09Z,4180000,,,0,,A. Drummond offensive FOUL (3 PF),"[203083, 203935]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,2715.0,,,,,,3.0,0.0,Smart,203935.0,,,,,
420,PT06M33.00S,2022-04-21T00:49:55.4Z,3,REGULAR,turnover,offensive foul,[],203083,,,1610612751,70,77,2022-04-21T00:49:55Z,4200000,,,0,,A. Drummond offensive foul TURNOVER (2 TO),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,2715.0,2.0,,,,,,,,,,,,,
421,PT06M21.00S,2022-04-21T00:50:25.9Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,70,77,2022-04-21T00:50:29Z,4210000,,,0,,J. Tatum lost ball TURNOVER (3 TO),"[1628369, 203083]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,3.0,,,,,,,,,,,Drummond,203083.0,
422,PT06M21.00S,2022-04-21T00:50:25.9Z,3,REGULAR,steal,,[],203083,,,1610612751,70,77,2022-04-21T00:50:27Z,4220000,,,0,,A. Drummond STEAL (3 STL),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT06M04.00S,2022-04-21T00:50:42.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,82.21090670170827,36.029411764705884,1610612751,70,77,2022-04-21T00:51:11Z,4230000,-70.0,115.0,1,right,MISS K. Durant 13' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,13.43,Missed,,,,,,,,,,,,,,,,,,,
424,PT06M01.00S,2022-04-21T00:50:45.8Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,70,77,2022-04-21T00:50:49Z,4240000,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,423.0,5.0,4.0,1.0,,,,,,,,,
425,PT05M52.00S,2022-04-21T00:50:54.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628464,9.411957950065702,42.15686274509804,1610612738,72,77,2022-04-21T00:51:42Z,4250000,39.0,36.0,1,left,D. Theis pullup bank Jump Shot (13 PTS) (J. Brown 5 AST),"[1628464, 1627759]",1610612738.0,BOS,pullup bank,,,Theis,D. Theis,,,,,5.32,Made,13.0,J. Brown,1627759.0,5.0,,,,,,,,,,,,,,,
427,PT05M39.00S,2022-04-21T00:51:07.4Z,3,REGULAR,2pt,Jump Shot,[],202681,71.30420499342969,59.068627450980394,1610612751,72,77,2022-04-21T00:51:10Z,4270000,45.0,217.0,1,right,MISS K. Irving 22' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,22.19,Missed,,,,,,,,,,,,,,,,,,,
428,PT05M37.00S,2022-04-21T00:51:09.4Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,72,77,2022-04-21T00:51:10Z,4280000,,,0,,D. Theis REBOUND (Off:0 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,427.0,5.0,5.0,0.0,,,,,,,,,
429,PT05M24.00S,2022-04-21T00:51:25.1Z,3,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,72,77,2022-04-21T00:51:33Z,4290000,,,0,,J. Brown lost ball out-of-bounds TURNOVER (4 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,,,,,,,204059.0,4.0,,,,,,,,,,,,,
430,PT05M24.00S,2022-04-21T00:51:30.6Z,3,REGULAR,substitution,out,[],1627759,,,1610612751,72,77,2022-04-21T00:51:45Z,4300000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M24.00S,2022-04-21T00:51:30.6Z,3,REGULAR,substitution,out,[],1628464,,,1610612751,72,77,2022-04-21T00:51:45Z,4310000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT05M24.00S,2022-04-21T00:51:30.6Z,3,REGULAR,substitution,out,[],203083,,,1610612751,72,77,2022-04-21T00:51:45Z,4320000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M24.00S,2022-04-21T00:51:30.6Z,3,REGULAR,substitution,in,[],1629684,,,1610612751,72,77,2022-04-21T00:51:45Z,4330000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT05M24.00S,2022-04-21T00:51:30.6Z,3,REGULAR,substitution,in,[],1628401,,,1610612751,72,77,2022-04-21T00:51:45Z,4340000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT05M24.00S,2022-04-21T00:51:30.6Z,3,REGULAR,substitution,in,[],1629651,,,1610612751,72,77,2022-04-21T00:51:45Z,4350000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M03.00S,2022-04-21T00:52:09.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201142,78.26872536136662,32.1078431372549,1610612751,72,77,2022-04-21T00:52:12Z,4360000,-89.0,152.0,1,right,MISS K. Durant 17' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,17.62,Missed,,,,,,,,,,,,,,,,,,,
437,PT05M00.00S,2022-04-21T00:52:12.1Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,72,77,2022-04-21T00:52:12Z,4370000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,436.0,2.0,1.0,1.0,,,,,,,,,
438,PT04M52.00S,2022-04-21T00:52:19.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.178055190538765,58.08823529411765,1610612738,72,77,2022-04-21T00:52:23Z,4380000,-40.0,15.0,1,left,MISS J. Tatum alley-oop Layup,[1628369],1610612738.0,BOS,alley-oop,,,Tatum,J. Tatum,,,,,4.31,Missed,,,,,,,,,,,,,,,,,,,
439,PT04M51.00S,2022-04-21T00:52:20.9Z,3,REGULAR,rebound,defensive,[],201988,,,1610612751,72,77,2022-04-21T00:52:23Z,4390000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,438.0,1.0,1.0,0.0,,,,,,,,,
440,PT04M44.00S,2022-04-21T00:52:27.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,92.46057818659659,47.794117647058826,1610612751,72,79,2022-04-21T00:52:31Z,4400000,-11.0,18.0,1,right,N. Claxton alley-oop DUNK (3 PTS) (B. Brown 3 AST),"[1629651, 1628971]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,2.14,Made,3.0,B. Brown,1628971.0,3.0,,,,,,,,,,,,,,,
442,PT04M32.00S,2022-04-21T00:52:43.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201142,,,1610612738,72,79,2022-04-21T00:52:47Z,4420000,,,0,,K. Durant personal FOUL (3 PF) (Tatum 2 FT),"[201142, 1628369]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,2715.0,,,,,,3.0,0.0,Tatum,1628369.0,,,,,
444,PT04M32.00S,2022-04-21T00:53:08.4Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,73,79,2022-04-21T00:53:30Z,4440000,,,0,,J. Tatum Free Throw 1 of 2 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
445,PT04M32.00S,2022-04-21T00:53:08.4Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,73,79,2022-04-21T00:53:30Z,4450000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
446,PT04M31.00S,2022-04-21T00:53:09.4Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,73,79,2022-04-21T00:53:30Z,4460000,,,0,,G. Williams REBOUND (Off:2 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,445.0,3.0,1.0,2.0,,,,,,,,,
447,PT04M30.00S,2022-04-21T00:53:26.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629684,5.995400788436268,48.28431372549019,1610612738,75,79,2022-04-21T00:53:35Z,4470000,9.0,4.0,1,left,G. Williams putback Layup (15 PTS),[1629684],1610612738.0,BOS,putback,,,Williams,G. Williams,,,,,0.94,Made,15.0,,,,,,,,,,,,,,,,,,
448,PT04M17.00S,2022-04-21T00:53:39.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612751,75,79,2022-04-21T00:53:53Z,4480000,,,0,,A. Horford shooting personal FOUL (4 PF) (Durant 2 FT),"[201143, 201142]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,1627962.0,,,,,,4.0,0.0,Durant,201142.0,,,,,
450,PT04M17.00S,2022-04-21T00:53:59.6Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612751,75,79,2022-04-21T00:54:04Z,4500000,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,,,,2715.0,,,,,,,,,,,,,,
451,PT04M17.00S,2022-04-21T00:54:07.2Z,3,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,75,79,2022-04-21T00:54:33Z,4510000,,,0,,MISS K. Durant Free Throw 1 of 2,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Missed,,,,,,,,,,,,,,,,,,,
452,PT04M17.00S,2022-04-21T00:54:07.2Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,75,79,2022-04-21T00:54:33Z,4520000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,451.0,,,,,,,,,,,,
453,PT04M17.00S,2022-04-21T00:54:11.0Z,3,REGULAR,substitution,out,[],201143,,,1610612751,75,79,2022-04-21T00:54:14Z,4530000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M17.00S,2022-04-21T00:54:11.0Z,3,REGULAR,substitution,in,[],1628464,,,1610612751,75,79,2022-04-21T00:54:14Z,4540000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT04M17.00S,2022-04-21T00:54:07.2Z,3,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,75,79,2022-04-21T00:54:33Z,4550000,,,0,,MISS K. Durant Free Throw 2 of 2,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Missed,,,,,,,,,,,,,,,,,,,
456,PT04M17.00S,2022-04-21T00:54:07.2Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,75,79,2022-04-21T00:54:33Z,4560000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,455.0,1.0,1.0,0.0,,,,,,,,,
457,PT04M08.00S,2022-04-21T00:54:40.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629651,,,1610612738,75,79,2022-04-21T00:55:01Z,4570000,,,0,,N. Claxton personal FOUL (3 PF) (Williams 2 FT),"[1629651, 1629684]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,2715.0,,,,,,3.0,0.0,Williams,1629684.0,,,,,
459,PT04M08.00S,2022-04-21T00:55:02.4Z,3,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,76,79,2022-04-21T00:55:02Z,4590000,,,0,,G. Williams Free Throw 1 of 2 (16 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
460,PT04M08.00S,2022-04-21T00:55:15.4Z,3,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,77,79,2022-04-21T00:55:15Z,4600000,,,0,,G. Williams Free Throw 2 of 2 (17 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
461,PT03M52.00S,2022-04-21T00:55:33.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202681,84.83902759526939,53.67647058823529,1610612751,77,79,2022-04-21T00:55:50Z,4610000,18.0,90.0,1,right,MISS K. Irving 9' driving Layup - blocked,"[202681, 1629684]",1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,9.19,Missed,,,,,,,,,,,,,,,Williams,1629684.0,,,
