actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
373,PT07M18.00S,2022-06-14T02:37:54.2Z,3,REGULAR,steal,,[],202691,,,1610612744,53,52,2022-06-14T02:37:56Z,3660000,,,0,,K. Thompson STEAL (1 STL),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
374,PT07M15.00S,2022-06-14T02:37:59.4Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612744,53,52,2022-06-14T02:38:12Z,3670000,,,0,,M. Smart shooting personal FOUL (3 PF) (Thompson 2 FT),"[203935, 202691]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,1146.0,,,,,,3.0,0.0,Thompson,202691.0,,,,
376,PT07M15.00S,2022-06-14T02:38:37.2Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",202691,,,1610612744,54,52,2022-06-14T02:38:37Z,3690000,,,0,,K. Thompson Free Throw 1 of 2 (8 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
377,PT07M15.00S,2022-06-14T02:38:55.0Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",202691,,,1610612744,55,52,2022-06-14T02:38:55Z,3700000,,,0,,K. Thompson Free Throw 2 of 2 (9 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
378,PT07M10.00S,2022-06-14T02:39:07.5Z,3,REGULAR,foul,personal,[],203952,,,1610612738,55,52,2022-06-14T02:39:14Z,3710000,,,0,,A. Wiggins personal FOUL (1 PF),"[203952, 1628369]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,1830.0,,,,,,1.0,0.0,Tatum,1628369.0,,,,
380,PT06M55.00S,2022-06-14T02:39:36.2Z,3,REGULAR,3pt,Jump Shot,[],203935,32.53942181340342,49.26470588235294,1610612738,55,55,2022-06-14T02:39:38Z,3730000,4.0,253.0,1,left,M. Smart 25' 3PT  (10 PTS) (J. Brown 4 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.34,Made,10.0,J. Brown,1627759.0,4.0,,,,,,,,,,,,,,
382,PT06M39.00S,2022-06-14T02:39:51.2Z,3,REGULAR,3pt,Jump Shot,[],203952,75.24638633377135,9.068627450980392,1610612744,55,55,2022-06-14T02:39:53Z,3750000,-205.0,180.0,1,right,MISS A. Wiggins 27' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,27.27,Missed,,,,,,,,,,,,,,,,,,
383,PT06M36.00S,2022-06-14T02:39:54.6Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,55,55,2022-06-14T02:39:54Z,3760000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,382.0,4.0,2.0,2.0,,,,,,,,
384,PT06M28.00S,2022-06-14T02:40:02.7Z,3,REGULAR,3pt,Jump Shot,[],201143,32.40801576872536,47.794117647058826,1610612738,55,58,2022-06-14T02:40:05Z,3770000,11.0,252.0,1,left,A. Horford 25' 3PT  (9 PTS) (J. Tatum 2 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,25.23,Made,9.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,
386,PT06M27.00S,2022-06-14T02:40:10.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,55,58,2022-06-14T02:40:13Z,3790000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M27.00S,2022-06-14T02:41:30.8Z,3,REGULAR,substitution,out,[],203110,,,1610612744,55,58,2022-06-14T02:43:43Z,3800000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M27.00S,2022-06-14T02:41:30.8Z,3,REGULAR,substitution,in,[],1627780,,,1610612744,55,58,2022-06-14T02:43:43Z,3810000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M06.00S,2022-06-14T02:44:17.9Z,3,REGULAR,2pt,Jump Shot,[],201939,90.09526938239159,66.66666666666666,1610612744,57,58,2022-06-14T02:44:20Z,3820000,83.0,41.0,1,right,S. Curry 9' driving floating Jump Shot (12 PTS) (K. Looney 1 AST),"[201939, 1626172]",1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,9.27,Made,12.0,K. Looney,1626172.0,1.0,,,,,,,,,,,,,,
391,PT05M49.00S,2022-06-14T02:44:34.7Z,3,REGULAR,3pt,Jump Shot,[],203935,22.683968462549277,87.5,1610612738,57,58,2022-06-14T02:44:37Z,3840000,-188.0,161.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.69,Missed,,,,,,,,,,,,,,,,,,
392,PT05M46.00S,2022-06-14T02:44:38.1Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,57,58,2022-06-14T02:44:38Z,3850000,,,0,,R. Williams III REBOUND (Off:3 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,391.0,5.0,2.0,3.0,,,,,,,,
393,PT05M43.00S,2022-06-14T02:44:41.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203935,12.040078843626807,97.05882352941177,1610612738,57,61,2022-06-14T02:44:44Z,3860000,-235.0,61.0,1,left,M. Smart 24' 3PT  (13 PTS) (J. Tatum 3 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.3,Made,13.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,
395,PT05M30.00S,2022-06-14T02:44:54.2Z,3,REGULAR,3pt,Jump Shot,[],203952,71.56701708278581,82.84313725490196,1610612744,57,61,2022-06-14T02:44:56Z,3880000,164.0,215.0,1,right,MISS A. Wiggins 27' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,27.04,Missed,,,,,,,,,,,,,,,,,,
396,PT05M27.00S,2022-06-14T02:44:57.2Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,57,61,2022-06-14T02:45:05Z,3890000,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,395.0,1.0,0.0,1.0,,,,,,,,
397,PT05M25.00S,2022-06-14T02:44:58.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626172,94.40999984741211,50.0,1610612744,59,61,2022-06-14T02:46:06Z,3900000,0.0,0.0,1,right,K. Looney tip Layup (2 PTS),[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
398,PT05M14.00S,2022-06-14T02:45:10.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,12.434296977660972,47.794117647058826,1610612738,59,61,2022-06-14T02:45:13Z,3910000,11.0,64.0,1,left,MISS J. Tatum 6' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,6.53,Missed,,,,,,,,,,,,,,,,,,
399,PT05M12.00S,2022-06-14T02:45:12.0Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,59,61,2022-06-14T02:45:47Z,3920000,,,0,,J. Brown REBOUND (Off:2 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,398.0,6.0,4.0,2.0,,,,,,,,
400,PT05M10.00S,2022-06-14T02:45:14.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627759,5.590000152587891,50.0,1610612738,59,63,2022-06-14T02:46:37Z,3930000,0.0,0.0,1,left,J. Brown tip Layup (10 PTS),[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,0.0,Made,10.0,,,,,,,,,,,,,,,,,
401,PT04M58.00S,2022-06-14T02:45:25.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,91.14651773981603,57.59803921568627,1610612744,61,63,2022-06-14T02:45:27Z,3940000,38.0,31.0,1,right,G. Payton II Layup (9 PTS) (S. Curry 3 AST),"[1627780, 201939]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,4.89,Made,9.0,S. Curry,201939.0,3.0,,,,,,,,,,,,,,
404,PT04M55.00S,2022-06-14T02:45:39.1Z,3,REGULAR,substitution,out,[],201143,,,1610612738,61,63,2022-06-14T02:45:42Z,3970000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
405,PT04M55.00S,2022-06-14T02:45:39.1Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,61,63,2022-06-14T02:45:42Z,3980000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
406,PT04M53.00S,2022-06-14T02:45:54.6Z,3,REGULAR,turnover,bad pass,[],1629684,,,1610612738,61,63,2022-06-14T02:45:56Z,3990000,,,0,,G. Williams bad pass TURNOVER (1 TO),"[1629684, 1627780]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,1.0,,,,,,,,,Payton II,1627780.0,,
407,PT04M53.00S,2022-06-14T02:45:54.6Z,3,REGULAR,steal,,[],1627780,,,1610612744,61,63,2022-06-14T02:45:57Z,4000000,,,0,,G. Payton II STEAL (2 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M49.00S,2022-06-14T02:45:58.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201939,62.76281208935611,27.941176470588236,1610612744,61,63,2022-06-14T02:48:08Z,4010000,-110.0,298.0,1,right,MISS S. Curry 31' running pullup 3PT,[201939],1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,31.73,Missed,,,,,,,,,,,,,,,,,,
409,PT04M47.00S,2022-06-14T02:46:00.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,61,63,2022-06-14T02:46:21Z,4020000,,,0,,J. Tatum REBOUND (Off:0 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,408.0,10.0,10.0,0.0,,,,,,,,
410,PT04M37.00S,2022-06-14T02:46:12.2Z,3,REGULAR,foul,offensive,[],1629684,,,1610612738,61,63,2022-06-14T02:46:15Z,4030000,,,0,,G. Williams offensive FOUL (2 PF),"[1629684, 1627780]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,1830.0,,,,,,2.0,0.0,Payton II,1627780.0,,,,
412,PT04M37.00S,2022-06-14T02:46:12.2Z,3,REGULAR,turnover,offensive foul,[],1629684,,,1610612738,61,63,2022-06-14T02:46:12Z,4050000,,,0,,G. Williams offensive foul TURNOVER (2 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,1830.0,2.0,,,,,,,,,,,,
413,PT04M20.00S,2022-06-14T02:46:46.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627780,91.01511169513797,3.9215686274509802,1610612744,61,63,2022-06-14T02:46:49Z,4060000,-230.0,32.0,1,right,MISS G. Payton II 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,23.26,Missed,,,,,,,,,,,,,,,,,,
414,PT04M18.00S,2022-06-14T02:46:48.9Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,61,63,2022-06-14T02:47:05Z,4070000,,,0,,R. Williams III REBOUND (Off:3 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,413.0,6.0,3.0,3.0,,,,,,,,
415,PT04M09.00S,2022-06-14T02:46:59.8Z,3,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,61,63,2022-06-14T02:47:01Z,4080000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (3 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,,,,,,,1146.0,3.0,,,,,,,,,,,,
416,PT03M58.00S,2022-06-14T02:47:15.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201939,64.73390275952694,19.607843137254903,1610612744,61,63,2022-06-14T02:47:17Z,4090000,-152.0,279.0,1,right,MISS S. Curry 31' pullup 3PT - blocked,"[201939, 1629684]",1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,31.77,Missed,,,,,,,,,,,,,,,,,Williams,1629684.0
417,PT03M58.00S,2022-06-14T02:47:15.4Z,3,REGULAR,block,,[],1629684,,,1610612744,61,63,2022-06-14T02:47:18Z,4100000,,,0,,G. Williams BLOCK (2 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
418,PT03M55.00S,2022-06-14T02:47:18.9Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,61,63,2022-06-14T02:47:18Z,4110000,,,0,,R. Williams III REBOUND (Off:3 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,416.0,7.0,4.0,3.0,,,,,,,,
419,PT03M55.00S,2022-06-14T02:47:21.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629684,7.5722733245729295,54.41176470588235,1610612738,61,65,2022-06-14T02:47:24Z,4120000,-22.0,19.0,1,left,G. Williams running Layup (2 PTS) (R. Williams III 2 AST),"[1629684, 1629057]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,2.89,Made,2.0,R. Williams III,1629057.0,2.0,,,,,,,,,,,,,,
421,PT03M55.00S,2022-06-14T02:47:25.7Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626172,,,1610612738,61,65,2022-06-14T02:47:30Z,4140000,,,0,,K. Looney shooting personal FOUL (4 PF) (Williams 1 FT),"[1626172, 1629684]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,,,,,,,1146.0,,,,,,4.0,0.0,Williams,1629684.0,,,,
423,PT03M55.00S,2022-06-14T02:47:56.9Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1629684,,,1610612738,61,66,2022-06-14T02:47:56Z,4160000,,,0,,G. Williams Free Throw 1 of 1 (3 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
424,PT03M36.00S,2022-06-14T02:48:19.3Z,3,REGULAR,3pt,Jump Shot,[],202691,67.62483574244416,26.47058823529412,1610612744,64,66,2022-06-14T02:48:21Z,4170000,-118.0,252.0,1,right,K. Thompson 27' 3PT  (12 PTS) (K. Looney 2 AST),"[202691, 1626172]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,27.79,Made,12.0,K. Looney,1626172.0,2.0,,,,,,,,,,,,,,
426,PT03M14.00S,2022-06-14T02:48:40.1Z,3,REGULAR,3pt,Jump Shot,[],1628369,18.74178712220762,92.64705882352942,1610612738,64,66,2022-06-14T02:48:42Z,4190000,-213.0,124.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,
427,PT03M12.00S,2022-06-14T02:48:42.8Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,64,66,2022-06-14T02:48:42Z,4200000,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,426.0,2.0,1.0,1.0,,,,,,,,
428,PT03M07.00S,2022-06-14T02:48:50.0Z,3,REGULAR,turnover,out-of-bounds,[],202691,,,1610612744,64,66,2022-06-14T02:48:51Z,4210000,,,0,,K. Thompson bad pass out-of-bounds TURNOVER (1 TO),[202691],1610612744.0,GSW,bad pass,,,Thompson,K. Thompson,,,,,,,,,,,1146.0,1.0,,,,,,,,,,,,
429,PT03M07.00S,2022-06-14T02:48:56.5Z,3,REGULAR,substitution,out,[],1626172,,,1610612738,64,66,2022-06-14T02:49:03Z,4220000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
430,PT03M07.00S,2022-06-14T02:48:56.5Z,3,REGULAR,substitution,in,[],203110,,,1610612738,64,66,2022-06-14T02:49:03Z,4230000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
431,PT02M44.00S,2022-06-14T02:49:40.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,10.988830486202366,39.705882352941174,1610612738,64,68,2022-06-14T02:49:43Z,4240000,51.0,51.0,1,left,M. Smart 7' driving Layup (15 PTS) (J. Tatum 4 AST),"[203935, 1628369]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,7.23,Made,15.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,,,
433,PT02M31.00S,2022-06-14T02:49:52.9Z,3,REGULAR,3pt,Jump Shot,[],202691,62.36859395532195,46.32352941176471,1610612744,67,68,2022-06-14T02:49:55Z,4260000,-18.0,301.0,1,right,K. Thompson 30' 3PT  (15 PTS) (S. Curry 4 AST),"[202691, 201939]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,30.18,Made,15.0,S. Curry,201939.0,4.0,,,,,,,,,,,,,,
435,PT02M05.00S,2022-06-14T02:50:19.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,6.915243101182654,49.754901960784316,1610612738,67,70,2022-06-14T02:50:21Z,4280000,1.0,13.0,1,left,R. Williams III DUNK (10 PTS) (G. Williams 1 AST),"[1629057, 1629684]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,1.26,Made,10.0,G. Williams,1629684.0,1.0,,,,,,,,,,,,,,
437,PT01M57.00S,2022-06-14T02:50:27.5Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],201939,73.80091984231275,56.372549019607845,1610612744,67,70,2022-06-14T02:52:59Z,4300000,32.0,194.0,1,right,MISS S. Curry 19' pullup Shot,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,19.64,Missed,,,,,,,,,,,,,,,,,,
438,PT01M54.00S,2022-06-14T02:50:30.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,67,70,2022-06-14T02:52:59Z,4310000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,437.0,,,,,,,,,,,
440,PT01M54.00S,2022-06-14T02:50:37.8Z,3,REGULAR,substitution,out,[],203952,,,1610612738,67,70,2022-06-14T02:50:43Z,4330000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
441,PT01M54.00S,2022-06-14T02:50:37.8Z,3,REGULAR,substitution,in,[],1629673,,,1610612738,67,70,2022-06-14T02:50:43Z,4340000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
442,PT01M38.00S,2022-06-14T02:51:08.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202691,,,1610612738,67,70,2022-06-14T02:51:17Z,4350000,,,0,,K. Thompson personal FOUL (4 PF) (Smart 2 FT),"[202691, 203935]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,1146.0,,,,,,4.0,0.0,Smart,203935.0,,,,
444,PT01M38.00S,2022-06-14T02:51:40.5Z,3,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,67,70,2022-06-14T02:51:40Z,4370000,,,0,,MISS M. Smart Free Throw 1 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Missed,,,,,,,,,,,,,,,,,,
445,PT01M38.00S,2022-06-14T02:51:40.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,67,70,2022-06-14T02:51:40Z,4380000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,444.0,,,,,,,,,,,
446,PT01M38.00S,2022-06-14T02:51:42.6Z,3,REGULAR,substitution,out,[],202691,,,1610612738,67,70,2022-06-14T02:51:47Z,4390000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
447,PT01M38.00S,2022-06-14T02:51:42.6Z,3,REGULAR,substitution,in,[],203952,,,1610612738,67,70,2022-06-14T02:51:47Z,4400000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
448,PT01M38.00S,2022-06-14T02:52:06.1Z,3,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,67,71,2022-06-14T02:52:06Z,4410000,,,0,,M. Smart Free Throw 2 of 2 (16 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
449,PT01M25.00S,2022-06-14T02:52:23.0Z,3,REGULAR,foul,personal,[],1628369,,,1610612744,67,71,2022-06-14T02:52:25Z,4420000,,,0,,J. Tatum personal FOUL (2 PF),"[1628369, 201939]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,201639.0,,,,,,2.0,0.0,Curry,201939.0,,,,
451,PT01M20.00S,2022-06-14T02:52:49.7Z,3,REGULAR,3pt,Jump Shot,[],1629673,86.28449408672799,3.1862745098039214,1610612744,70,71,2022-06-14T02:52:52Z,4440000,-234.0,76.0,1,right,J. Poole 24' 3PT  (6 PTS) (S. Curry 5 AST),"[1629673, 201939]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,24.63,Made,6.0,S. Curry,201939.0,5.0,,,,,,,,,,,,,,
453,PT00M59.60S,2022-06-14T02:53:10.5Z,3,REGULAR,2pt,Jump Shot,[],1628369,5.863994743758213,72.30392156862744,1610612738,70,71,2022-06-14T02:53:13Z,4460000,-112.0,3.0,1,left,MISS J. Tatum 11' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,11.15,Missed,,,,,,,,,,,,,,,,,,
454,PT00M56.60S,2022-06-14T02:53:14.5Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,70,71,2022-06-14T02:53:14Z,4470000,,,0,,D. Green REBOUND (Off:1 Def:6),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,453.0,7.0,6.0,1.0,,,,,,,,
455,PT00M54.40S,2022-06-14T02:53:17.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627780,90.62089356110381,53.92156862745098,1610612744,72,71,2022-06-14T02:53:25Z,4480000,20.0,36.0,1,right,G. Payton II running Layup (11 PTS) (D. Green 5 AST),"[1627780, 203110]",1610612744.0,GSW,running,,,Payton II,G. Payton II,,,,,4.07,Made,11.0,D. Green,203110.0,5.0,,,,,,,,,,,,,,
457,PT00M41.80S,2022-06-14T02:53:35.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.389618922470433,56.61764705882353,1610612738,72,73,2022-06-14T02:53:39Z,4500000,-33.0,8.0,1,left,J. Brown driving Layup (12 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,3.4,Made,12.0,,,,,,,,,,,,,,,,,
458,PT00M41.80S,2022-06-14T02:53:41.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203110,,,1610612738,72,73,2022-06-14T02:53:47Z,4510000,,,0,,D. Green shooting personal FOUL (3 PF) (Brown 1 FT),"[203110, 1627759]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,201639.0,,,,,,3.0,0.0,Brown,1627759.0,,,,
460,PT00M41.80S,2022-06-14T02:53:55.1Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,72,73,2022-06-14T02:54:43Z,4530000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
461,PT00M41.80S,2022-06-14T02:53:55.1Z,3,REGULAR,substitution,in,[],201143,,,1610612738,72,73,2022-06-14T02:54:43Z,4540000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
462,PT00M41.80S,2022-06-14T02:54:05.7Z,3,REGULAR,substitution,out,[],203935,,,1610612738,72,73,2022-06-14T02:54:43Z,4550000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
463,PT00M41.80S,2022-06-14T02:54:05.7Z,3,REGULAR,substitution,in,[],1628401,,,1610612738,72,73,2022-06-14T02:54:43Z,4560000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
464,PT00M41.80S,2022-06-14T02:54:25.3Z,3,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,72,74,2022-06-14T02:54:25Z,4570000,,,0,,J. Brown Free Throw 1 of 1 (13 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
465,PT00M29.80S,2022-06-14T02:54:38.8Z,3,REGULAR,3pt,Jump Shot,[],1629673,65.78515111695138,39.46078431372549,1610612744,72,74,2022-06-14T02:54:41Z,4580000,-53.0,269.0,1,right,MISS J. Poole 27' step back 3PT,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,27.42,Missed,,,,,,,,,,,,,,,,,,
466,PT00M27.60S,2022-06-14T02:54:41.0Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,72,74,2022-06-14T02:54:50Z,4590000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,465.0,3.0,3.0,0.0,,,,,,,,
467,PT00M05.80S,2022-06-14T02:55:02.8Z,3,REGULAR,3pt,Jump Shot,[],1627759,32.276609724047304,43.627450980392155,1610612738,72,74,2022-06-14T02:55:07Z,4600000,32.0,251.0,1,left,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,
468,PT00M03.50S,2022-06-14T02:55:05.1Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,72,74,2022-06-14T02:55:35Z,4610000,,,0,,A. Wiggins REBOUND (Off:1 Def:7),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,467.0,8.0,7.0,1.0,,,,,,,,
