actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
481,PT00M56.30S,2022-06-17T02:52:15.9Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",202691,87.79977003942182,9.091605392156863,1610612744,62,74,2022-06-17T02:52:24Z,4550000,-205.0,62.0,1,right,MISS K. Thompson 21' turnaround Shot,[202691],1610612744.0,GSW,turnaround,,,Thompson,K. Thompson,,,,,,,,,,Missed,,21.38,,,,,,,,,,,,
482,PT00M52.70S,2022-06-17T02:52:19.5Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,62,74,2022-06-17T02:52:24Z,4560000,,,0,,A. Horford REBOUND (Off:2 Def:9),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,481.0,11.0,9.0,2.0,,,,,
483,PT00M44.10S,2022-06-17T02:52:29.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201143,7.752956636005257,46.10523897058824,1610612738,64,74,2022-06-17T02:55:16Z,4570000,19.0,20.0,1,left,A. Horford Layup (15 PTS) (J. Tatum 7 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,Made,15.0,2.82,J. Tatum,1628369.0,7.0,,,,,,,,,
485,PT00M44.10S,2022-06-17T02:52:32.0Z,3,REGULAR,foul,personal,['1freethrow'],1629673,,,1610612738,64,74,2022-06-17T02:52:49Z,4590000,,,0,,J. Poole shooting personal FOUL (1 PF) (Horford 1 FT),"[1629673, 201143]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,2714.0,1.0,0.0,Horford,201143.0,,,,,,,,,,,,,,,
487,PT00M44.10S,2022-06-17T02:52:58.9Z,3,REGULAR,freethrow,1 of 1,[],201143,,,1610612738,65,74,2022-06-17T02:52:58Z,4610000,,,0,,A. Horford Free Throw 1 of 1 (16 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,Made,16.0,,,,,,,,,,,,,
488,PT00M28.40S,2022-06-17T02:53:18.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,91.67214191852825,64.4607843137255,1610612744,65,74,2022-06-17T02:53:25Z,4620000,72.0,26.0,1,right,MISS J. Poole 7' driving Layup - blocked,"[1629673, 201143]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,,,,,,Missed,,7.68,,,,,,,,,,,Horford,201143.0
489,PT00M28.40S,2022-06-17T02:53:18.3Z,3,REGULAR,block,,[],201143,,,1610612744,65,74,2022-06-17T02:53:20Z,4630000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
490,PT00M28.40S,2022-06-17T02:53:18.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,65,74,2022-06-17T02:53:25Z,4640000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,488.0,,,,,,,,
493,PT00M28.40S,2022-06-17T02:53:46.3Z,3,REGULAR,substitution,in,[],1629057,,,1610612744,65,74,2022-06-17T02:53:56Z,4670000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
496,PT00M28.40S,2022-06-17T02:53:46.3Z,3,REGULAR,substitution,out,[],1628369,,,1610612744,65,74,2022-06-17T02:54:21Z,4675000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
494,PT00M24.60S,2022-06-17T02:54:06.7Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203110,72.35545335085413,63.970588235294116,1610612744,65,76,2022-06-17T02:56:06Z,4680000,70.0,207.0,1,right,D. Green 21' Jump Shot (10 PTS) (J. Poole 2 AST),"[203110, 1629673]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,Made,10.0,21.89,J. Poole,1629673.0,2.0,,,,,,,,,
497,PT00M05.10S,2022-06-17T02:54:32.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201939,,,1610612738,65,76,2022-06-17T02:54:39Z,4700000,,,0,,S. Curry shooting personal FOUL (3 PF) (Brown 2 FT),"[201939, 1627759]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,101284.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
499,PT00M05.10S,2022-06-17T02:54:55.6Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,65,76,2022-06-17T02:54:55Z,4720000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,,,,,,,,,,
500,PT00M05.10S,2022-06-17T02:54:55.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,65,76,2022-06-17T02:54:55Z,4730000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,499.0,,,,,,,,
501,PT00M05.10S,2022-06-17T02:54:58.4Z,3,REGULAR,substitution,out,[],201143,,,1610612738,65,76,2022-06-17T02:55:20Z,4740000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
502,PT00M05.10S,2022-06-17T02:54:58.4Z,3,REGULAR,substitution,out,[],203952,,,1610612738,65,76,2022-06-17T02:55:20Z,4750000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
503,PT00M05.10S,2022-06-17T02:54:58.4Z,3,REGULAR,substitution,in,[],1628401,,,1610612738,65,76,2022-06-17T02:55:20Z,4760000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
504,PT00M05.10S,2022-06-17T02:54:58.4Z,3,REGULAR,substitution,in,[],203490,,,1610612738,65,76,2022-06-17T02:55:20Z,4770000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
505,PT00M05.10S,2022-06-17T02:55:28.5Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,66,76,2022-06-17T02:55:28Z,4780000,,,0,,J. Brown Free Throw 2 of 2 (24 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,24.0,,,,,,,,,,,,,
506,PT00M00.00S,2022-06-17T02:55:40.3Z,3,REGULAR,3pt,Jump Shot,[],1629673,72.16245072273325,79.18964460784314,1610612744,66,76,2022-06-17T02:58:16Z,4790000,146.0,209.0,1,right,MISS J. Poole 25' running pullup 3PT,[1629673],1610612744.0,GSW,running pullup,,,Poole,J. Poole,,,,,,,,,,Missed,,25.51,,,,,,,,,,,,
507,PT00M00.00S,2022-06-17T02:55:40.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,66,76,2022-06-17T02:58:10Z,4800000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,506.0,,,,,,,,
508,PT00M00.00S,2022-06-17T02:55:43.5Z,3,REGULAR,period,end,[],0,,,1610612744,66,76,2022-06-17T02:55:43Z,4810000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2022-06-17T02:58:46.6Z,4,REGULAR,substitution,out,['startperiod'],201939,,,1610612744,66,76,2022-06-17T02:59:19Z,4820000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2022-06-17T02:58:46.6Z,4,REGULAR,substitution,out,['startperiod'],203490,,,1610612744,66,76,2022-06-17T02:59:19Z,4830000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2022-06-17T02:58:46.6Z,4,REGULAR,substitution,in,['startperiod'],1627780,,,1610612744,66,76,2022-06-17T02:59:19Z,4840000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2022-06-17T02:58:46.6Z,4,REGULAR,substitution,in,['startperiod'],203952,,,1610612744,66,76,2022-06-17T02:59:19Z,4850000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2022-06-17T02:59:33.3Z,4,REGULAR,period,start,[],0,,,1610612738,66,76,2022-06-17T02:59:33Z,4860000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT11M47.00S,2022-06-17T02:59:46.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,9.986859395532194,39.330575980392155,1610612738,66,76,2022-06-17T02:59:58Z,4870000,53.0,41.0,1,left,MISS M. Smart 6' driving Layup - blocked,"[203935, 203110]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,,,Missed,,6.75,,,,,,,,,,,Green,203110.0
515,PT11M47.00S,2022-06-17T02:59:46.6Z,4,REGULAR,block,,[],203110,,,1610612738,66,76,2022-06-17T02:59:54Z,4880000,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
516,PT11M46.00S,2022-06-17T02:59:47.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,66,76,2022-06-17T02:59:58Z,4890000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,514.0,,,,,,,,
518,PT11M41.00S,2022-06-17T03:00:14.5Z,4,REGULAR,turnover,bad pass,[],1629684,,,1610612738,66,76,2022-06-17T03:00:37Z,4910000,,,0,,G. Williams bad pass TURNOVER (1 TO),"[1629684, 203952]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,1.0,Wiggins,203952.0,,
519,PT11M41.00S,2022-06-17T03:00:14.5Z,4,REGULAR,steal,,[],203952,,,1610612744,66,76,2022-06-17T03:00:18Z,4920000,,,0,,A. Wiggins STEAL (4 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
520,PT11M40.00S,2022-06-17T03:00:18.9Z,4,REGULAR,foul,personal,[],1627759,,,1610612744,66,76,2022-06-17T03:00:22Z,4930000,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 203952]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,2714.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,,,,,,,
522,PT11M19.00S,2022-06-17T03:00:51.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629673,86.67871222076215,42.40196078431372,1610612744,66,76,2022-06-17T03:02:56Z,4950000,-38.0,73.0,1,right,MISS J. Poole 8' driving finger roll Layup,[1629673],1610612744.0,GSW,driving finger roll,,,Poole,J. Poole,,,,,,,,,,Missed,,8.2,,,,,,,,,,,,
523,PT11M17.00S,2022-06-17T03:00:53.6Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,66,76,2022-06-17T03:00:56Z,4960000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,522.0,1.0,1.0,0.0,,,,,
524,PT11M09.00S,2022-06-17T03:01:01.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,17.69053876478318,38.23529411764706,1610612738,66,76,2022-06-17T03:01:08Z,4970000,59.0,114.0,1,left,MISS J. Brown 12' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,,,,Missed,,12.81,,,,,,,,,,,,
525,PT11M08.00S,2022-06-17T03:01:02.9Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,66,76,2022-06-17T03:01:08Z,4980000,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,524.0,6.0,5.0,1.0,,,,,
526,PT11M08.00S,2022-06-17T03:01:04.8Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627759,5.590000152587891,50.0,1610612738,66,76,2022-06-17T03:01:15Z,4990000,0.0,0.0,1,left,MISS J. Brown tip Layup,[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,,,,,,Missed,,0.0,,,,,,,,,,,,
527,PT11M06.00S,2022-06-17T03:01:06.8Z,4,REGULAR,rebound,defensive,[],203110,,,1610612744,66,76,2022-06-17T03:01:15Z,5000000,,,0,,D. Green REBOUND (Off:3 Def:7),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,526.0,10.0,7.0,3.0,,,,,
528,PT10M54.00S,2022-06-17T03:01:16.1Z,4,REGULAR,3pt,Jump Shot,[],202691,79.97700394218134,92.15686274509804,1610612744,66,76,2022-06-17T03:03:58Z,5010000,211.0,136.0,1,right,MISS K. Thompson 25' pullup 3PT,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,,,,,,Missed,,25.07,,,,,,,,,,,,
529,PT10M52.00S,2022-06-17T03:01:18.1Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,66,76,2022-06-17T03:01:34Z,5020000,,,0,,M. Smart REBOUND (Off:0 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,528.0,5.0,5.0,0.0,,,,,
530,PT10M38.00S,2022-06-17T03:01:33.3Z,4,REGULAR,turnover,bad pass,[],203935,,,1610612738,66,76,2022-06-17T03:01:36Z,5030000,,,0,,M. Smart bad pass TURNOVER (3 TO),"[203935, 202691]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,3.0,Thompson,202691.0,,
531,PT10M38.00S,2022-06-17T03:01:33.3Z,4,REGULAR,steal,,[],202691,,,1610612744,66,76,2022-06-17T03:01:34Z,5040000,,,0,,K. Thompson STEAL (1 STL),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
532,PT10M33.00S,2022-06-17T03:01:38.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627780,94.30026281208936,47.30392156862745,1610612744,66,78,2022-06-17T03:01:46Z,5050000,-13.0,1.0,1,right,G. Payton II running DUNK (6 PTS) (A. Wiggins 4 AST),"[1627780, 203952]",1610612744.0,GSW,running,,,Payton II,G. Payton II,,,,,,,,,,Made,6.0,1.35,A. Wiggins,203952.0,4.0,,,,,,,,,
534,PT10M11.00S,2022-06-17T03:02:00.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,8.409986859395532,56.885723039215684,1610612738,68,78,2022-06-17T03:02:08Z,5070000,-34.0,27.0,1,left,M. Smart driving Layup (7 PTS) (J. Brown 3 AST),"[203935, 1627759]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,,,Made,7.0,4.35,J. Brown,1627759.0,3.0,,,,,,,,,
537,PT09M45.00S,2022-06-17T03:02:26.8Z,4,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612744,68,78,2022-06-17T03:02:37Z,5100000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Poole 2 FT),"[1629057, 1629673]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,2714.0,2.0,0.0,Poole,1629673.0,,,,,,,,,,,,,,,
539,PT09M45.00S,2022-06-17T03:03:06.8Z,4,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,68,79,2022-06-17T03:03:06Z,5120000,,,0,,J. Poole Free Throw 1 of 2 (12 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
540,PT09M45.00S,2022-06-17T03:03:07.7Z,4,REGULAR,substitution,out,[],1628401,,,1610612744,68,79,2022-06-17T03:03:18Z,5130000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
541,PT09M45.00S,2022-06-17T03:03:07.7Z,4,REGULAR,substitution,out,[],1629684,,,1610612744,68,79,2022-06-17T03:03:18Z,5140000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
542,PT09M45.00S,2022-06-17T03:03:07.7Z,4,REGULAR,substitution,in,[],1628369,,,1610612744,68,79,2022-06-17T03:03:18Z,5150000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
543,PT09M45.00S,2022-06-17T03:03:07.7Z,4,REGULAR,substitution,in,[],201143,,,1610612744,68,79,2022-06-17T03:03:18Z,5160000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
544,PT09M45.00S,2022-06-17T03:03:27.4Z,4,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,68,80,2022-06-17T03:03:27Z,5170000,,,0,,J. Poole Free Throw 2 of 2 (13 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
545,PT09M37.00S,2022-06-17T03:03:38.2Z,4,REGULAR,foul,personal,[],1629673,,,1610612738,68,80,2022-06-17T03:03:47Z,5180000,,,0,,J. Poole personal FOUL (2 PF),"[1629673, 203935]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,2534.0,2.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
547,PT09M37.00S,2022-06-17T03:03:47.1Z,4,REGULAR,substitution,out,[],1627780,,,1610612738,68,80,2022-06-17T03:03:49Z,5200000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
548,PT09M37.00S,2022-06-17T03:03:47.1Z,4,REGULAR,substitution,in,[],1626172,,,1610612738,68,80,2022-06-17T03:03:49Z,5210000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
549,PT09M26.00S,2022-06-17T03:04:08.6Z,4,REGULAR,3pt,Jump Shot,[],1627759,30.831143232588698,23.03921568627451,1610612738,68,80,2022-06-17T03:04:19Z,5220000,135.0,237.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,27.29,,,,,,,,,,,,
550,PT09M24.00S,2022-06-17T03:04:10.6Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,68,80,2022-06-17T03:04:19Z,5230000,,,0,,R. Williams III REBOUND (Off:3 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,549.0,5.0,2.0,3.0,,,,,
551,PT09M24.00S,2022-06-17T03:04:13.9Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,5.590000152587891,50.0,1610612738,68,80,2022-06-17T03:04:24Z,5240000,0.0,0.0,1,left,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,,,,,,Missed,,0.0,,,,,,,,,,,,
552,PT09M20.00S,2022-06-17T03:04:17.9Z,4,REGULAR,rebound,defensive,[],203110,,,1610612744,68,80,2022-06-17T03:04:24Z,5250000,,,0,,D. Green REBOUND (Off:3 Def:8),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,551.0,11.0,8.0,3.0,,,,,
553,PT09M02.00S,2022-06-17T03:04:33.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,94.03745072273325,48.28431372549019,1610612744,68,82,2022-06-17T03:04:40Z,5260000,-9.0,4.0,1,right,J. Poole driving reverse Layup (15 PTS),[1629673],1610612744.0,GSW,driving reverse,,,Poole,J. Poole,,,,,,,,,,Made,15.0,0.93,,,,,,,,,,,,
554,PT08M47.00S,2022-06-17T03:04:48.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,8.360709592641262,49.50980392156863,1610612738,70,82,2022-06-17T03:04:54Z,5270000,2.0,26.0,1,left,J. Tatum cutting DUNK (13 PTS) (R. Williams III 2 AST),"[1628369, 1629057]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,,,,,,Made,13.0,2.62,R. Williams III,1629057.0,2.0,,,,,,,,,
556,PT08M22.00S,2022-06-17T03:05:12.0Z,4,REGULAR,3pt,Jump Shot,[],1629673,66.17936925098554,30.14705882352941,1610612744,70,82,2022-06-17T03:06:47Z,5290000,-99.0,265.0,1,right,MISS J. Poole 28' pullup 3PT - blocked,"[1629673, 1629057]",1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,,,,,,Missed,,28.34,,,,,,,,,,,Williams III,1629057.0
557,PT08M22.00S,2022-06-17T03:05:12.0Z,4,REGULAR,block,,[],1629057,,,1610612744,70,82,2022-06-17T03:05:14Z,5300000,,,0,,R. Williams III BLOCK (5 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
558,PT08M20.00S,2022-06-17T03:05:14.0Z,4,REGULAR,rebound,offensive,[],1629673,,,1610612744,70,82,2022-06-17T03:05:16Z,5310000,,,0,,J. Poole REBOUND (Off:1 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,556.0,3.0,2.0,1.0,,,,,
559,PT08M17.00S,2022-06-17T03:05:17.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203110,92.72339027595268,3.431372549019608,1610612744,70,82,2022-06-17T03:05:23Z,5320000,-233.0,16.0,1,right,MISS D. Green 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,Missed,,23.33,,,,,,,,,,,,
560,PT08M15.00S,2022-06-17T03:05:19.5Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,70,82,2022-06-17T03:05:23Z,5330000,,,0,,A. Horford REBOUND (Off:2 Def:10),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,559.0,12.0,10.0,2.0,,,,,
561,PT08M13.00S,2022-06-17T03:05:23.3Z,4,REGULAR,foul,personal,[],1629673,,,1610612738,70,82,2022-06-17T03:05:32Z,5340000,,,0,,J. Poole take personal FOUL (3 PF),"[1629673, 1627759]",1610612744.0,GSW,take,,,Poole,J. Poole,,,,,2714.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
563,PT08M13.00S,2022-06-17T03:05:32.3Z,4,REGULAR,substitution,out,[],1629673,,,1610612738,70,82,2022-06-17T03:05:39Z,5360000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
564,PT08M13.00S,2022-06-17T03:05:32.3Z,4,REGULAR,substitution,in,[],201939,,,1610612738,70,82,2022-06-17T03:05:39Z,5370000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
565,PT08M02.00S,2022-06-17T03:05:58.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,12.434296977660972,43.38235294117647,1610612738,70,82,2022-06-17T03:08:08Z,5380000,33.0,64.0,1,left,MISS J. Tatum 7' driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,Missed,,7.24,,,,,,,,,,,,
566,PT07M59.00S,2022-06-17T03:06:01.5Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,70,82,2022-06-17T03:06:07Z,5390000,,,0,,R. Williams III REBOUND (Off:4 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,565.0,6.0,2.0,4.0,,,,,
567,PT07M59.00S,2022-06-17T03:06:00.9Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629057,5.590000152587891,50.0,1610612738,70,82,2022-06-17T03:06:14Z,5400000,0.0,0.0,1,left,MISS R. Williams III tip DUNK,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,,,,,,Missed,,0.0,,,,,,,,,,,,
568,PT07M57.00S,2022-06-17T03:06:02.9Z,4,REGULAR,rebound,defensive,[],201939,,,1610612744,70,82,2022-06-17T03:06:14Z,5410000,,,0,,S. Curry REBOUND (Off:0 Def:6),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,567.0,6.0,6.0,0.0,,,,,
569,PT07M45.00S,2022-06-17T03:06:14.4Z,4,REGULAR,3pt,Jump Shot,[],202691,93.51182654402102,97.30392156862744,1610612744,70,82,2022-06-17T03:06:23Z,5420000,237.0,8.0,1,right,MISS K. Thompson 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,Missed,,23.67,,,,,,,,,,,,
570,PT07M43.00S,2022-06-17T03:06:16.4Z,4,REGULAR,rebound,offensive,[],1626172,,,1610612744,70,82,2022-06-17T03:06:23Z,5430000,,,0,,K. Looney REBOUND (Off:6 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,569.0,7.0,1.0,6.0,,,,,
571,PT07M40.00S,2022-06-17T03:06:20.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201939,69.85873850197109,25.735294117647058,1610612744,70,82,2022-06-17T03:06:28Z,5440000,-121.0,231.0,1,right,MISS S. Curry 26' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,,,,Missed,,26.07,,,,,,,,,,,,
572,PT07M38.00S,2022-06-17T03:06:22.3Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,70,82,2022-06-17T03:06:28Z,5450000,,,0,,J. Brown REBOUND (Off:1 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,571.0,7.0,6.0,1.0,,,,,
573,PT07M31.00S,2022-06-17T03:06:38.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201143,11.514454664914586,37.745098039215684,1610612738,70,82,2022-06-17T03:06:51Z,5460000,61.0,56.0,1,left,MISS A. Horford 8' driving Layup - blocked,"[201143, 203110]",1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,,,,,,Missed,,8.28,,,,,,,,,,,Green,203110.0
