actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
26,PT09M57.00S,2022-04-17T19:44:19.1Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,6,4,2022-04-17T19:44:22Z,260000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
27,PT09M45.00S,2022-04-17T19:44:33.6Z,1,REGULAR,turnover,out-of-bounds,[],202681,,,1610612751,6,4,2022-04-17T19:44:40Z,270000,,,0,,K. Irving lost ball out-of-bounds TURNOVER (1 TO),[202681],1610612751.0,BKN,lost ball,,,Irving,K. Irving,,,,,,,,,,,1179.0,,,,,,,,,1.0,,,,,
28,PT09M37.00S,2022-04-17T19:44:42.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,88.38699080157687,88.97058823529412,1610612738,6,4,2022-04-17T19:44:51Z,280000,195.0,57.0,1,right,MISS J. Brown 20' Jump Shot,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,20.3,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M34.00S,2022-04-17T19:44:45.6Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612738,6,4,2022-04-17T19:44:45Z,290000,,,0,,D. Theis REBOUND (Off:1 Def:0),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,28.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
30,PT09M32.00S,2022-04-17T19:44:47.9Z,1,REGULAR,turnover,lost ball,[],1628369,,,1610612738,6,4,2022-04-17T19:44:54Z,300000,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 202681]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,1.0,Irving,202681.0,,,
31,PT09M32.00S,2022-04-17T19:44:47.9Z,1,REGULAR,steal,,[],202681,,,1610612751,6,4,2022-04-17T19:44:50Z,310000,,,0,,K. Irving STEAL (1 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M29.00S,2022-04-17T19:44:53.6Z,1,REGULAR,foul,personal,[],1628464,,,1610612751,6,4,2022-04-17T19:45:07Z,320000,,,0,,D. Theis personal FOUL (1 PF),"[1628464, 201142]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,1179.0,1.0,0.0,Durant,201142.0,,,,,,,,,,
34,PT09M19.00S,2022-04-17T19:45:23.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203552,19.530223390275953,20.34313725490196,1610612751,6,6,2022-04-17T19:45:27Z,340000,148.0,131.0,1,left,S. Curry 19' pullup Jump Shot (4 PTS),[203552],1610612751.0,BKN,pullup,,,Curry,S. Curry,,,,,19.79,Made,,,,,,,,,,4.0,,,,,,,,,
35,PT09M10.00S,2022-04-17T19:45:35.6Z,1,REGULAR,foul,personal,[],202681,,,1610612738,6,6,2022-04-17T19:45:47Z,350000,,,0,,K. Irving personal FOUL (1 PF),"[202681, 203935]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,2534.0,1.0,0.0,Smart,203935.0,,,,,,,,,,
37,PT09M03.00S,2022-04-17T19:45:56.0Z,1,REGULAR,2pt,Jump Shot,[],1627759,76.5604467805519,34.068627450980394,1610612738,6,6,2022-04-17T19:46:16Z,370000,-80.0,168.0,1,right,MISS J. Brown 18' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,18.58,Missed,,,,,,,,,,,,,,,,,,,
38,PT09M02.00S,2022-04-17T19:45:57.0Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612738,6,6,2022-04-17T19:49:11Z,380000,,,0,,D. Theis REBOUND (Off:2 Def:0),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,37.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
62,PT09M02.00S,2022-04-17T19:46:02.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628464,93.38042049934296,54.41176470588235,1610612738,6,6,2022-04-17T19:49:15Z,395000,22.0,10.0,1,right,MISS D. Theis tip Layup,[1628464],1610612738.0,BOS,tip,,,Theis,D. Theis,,,,,2.41,Missed,,,,,,,,,,,,,,,,,,,
63,PT09M01.00S,2022-04-17T19:46:03.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,6,6,2022-04-17T19:49:15Z,402500,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,
41,PT09M01.00S,2022-04-17T19:46:09.0Z,1,REGULAR,foul,personal,[],203552,,,1610612738,6,6,2022-04-17T19:46:12Z,410000,,,0,,S. Curry loose ball personal FOUL (2 PF),"[203552, 1628464]",1610612751.0,BKN,loose ball,,,Curry,S. Curry,,,,,,,,,,,202058.0,2.0,0.0,Theis,1628464.0,,,,,,,,,,
43,PT08M54.00S,2022-04-17T19:46:24.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,92.46057818659659,57.59803921568627,1610612738,6,6,2022-04-17T19:48:54Z,430000,38.0,18.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,4.22,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M51.00S,2022-04-17T19:46:27.8Z,1,REGULAR,rebound,defensive,[],203083,,,1610612751,6,6,2022-04-17T19:46:36Z,440000,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
45,PT08M45.00S,2022-04-17T19:46:36.8Z,1,REGULAR,foul,offensive,[],1628971,,,1610612751,6,6,2022-04-17T19:47:04Z,450000,,,0,,B. Brown offensive FOUL (2 PF),"[1628971, 203935]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,202058.0,2.0,0.0,Smart,203935.0,,,,,,,,,,
47,PT08M45.00S,2022-04-17T19:46:36.8Z,1,REGULAR,turnover,offensive foul,[],1628971,,,1610612751,6,6,2022-04-17T19:46:36Z,470000,,,0,,B. Brown offensive foul TURNOVER (1 TO),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,202058.0,,,,,,,,,1.0,,,,,
48,PT08M33.00S,2022-04-17T19:47:04.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628464,65.65374507227332,42.8921568627451,1610612738,6,6,2022-04-17T19:47:09Z,480000,-36.0,270.0,1,right,MISS D. Theis 27' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,27.27,Missed,,,,,,,,,,,,,,,,,,,
49,PT08M31.00S,2022-04-17T19:47:06.2Z,1,REGULAR,rebound,defensive,[],203083,,,1610612751,6,6,2022-04-17T19:47:09Z,490000,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
50,PT08M15.00S,2022-04-17T19:47:22.9Z,1,REGULAR,turnover,lost ball,[],201142,,,1610612751,6,6,2022-04-17T19:47:27Z,500000,,,0,,K. Durant lost ball TURNOVER (2 TO),"[201142, 1628464]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,2.0,Theis,1628464.0,,,
51,PT08M15.00S,2022-04-17T19:47:22.9Z,1,REGULAR,steal,,[],1628464,,,1610612738,6,6,2022-04-17T19:47:24Z,510000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M11.00S,2022-04-17T19:47:27.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203935,74.98357424441524,85.04901960784314,1610612738,9,6,2022-04-17T19:47:36Z,520000,175.0,183.0,1,right,M. Smart 25' 3PT running (3 PTS) (J. Tatum 1 AST),"[203935, 1628369]",1610612738.0,BOS,running,,,Smart,M. Smart,,,,,25.31,Made,,,,,,,,,,3.0,J. Tatum,1628369.0,1.0,,,,,,
54,PT07M52.00S,2022-04-17T19:47:48.3Z,1,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612751,9,6,2022-04-17T19:47:55Z,540000,,,0,,D. Theis shooting personal FOUL (2 PF) (Drummond 2 FT),"[1628464, 203083]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,202058.0,2.0,0.0,Drummond,203083.0,,,,,,,,,,
56,PT07M52.00S,2022-04-17T19:48:13.5Z,1,REGULAR,freethrow,1 of 2,[],203083,,,1610612751,9,7,2022-04-17T19:48:13Z,560000,,,0,,A. Drummond Free Throw 1 of 2 (3 PTS),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
57,PT07M52.00S,2022-04-17T19:48:14.9Z,1,REGULAR,substitution,out,[],1628464,,,1610612751,9,7,2022-04-17T19:48:18Z,570000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M52.00S,2022-04-17T19:48:14.9Z,1,REGULAR,substitution,in,[],1629684,,,1610612751,9,7,2022-04-17T19:48:18Z,580000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M52.00S,2022-04-17T19:48:33.1Z,1,REGULAR,freethrow,2 of 2,[],203083,,,1610612751,9,8,2022-04-17T19:48:33Z,590000,,,0,,A. Drummond Free Throw 2 of 2 (4 PTS),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
60,PT07M40.00S,2022-04-17T19:48:48.5Z,1,REGULAR,3pt,Jump Shot,[],1629684,65.65374507227332,41.17647058823529,1610612738,9,8,2022-04-17T19:49:23Z,600000,-44.0,270.0,1,right,MISS G. Williams 27' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,27.4,Missed,,,,,,,,,,,,,,,,,,,
61,PT07M37.00S,2022-04-17T19:48:51.0Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,9,8,2022-04-17T19:48:51Z,610000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
64,PT07M32.00S,2022-04-17T19:48:59.9Z,1,REGULAR,foul,personal,[],1628369,,,1610612751,9,8,2022-04-17T19:49:02Z,620000,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 201142]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,202058.0,1.0,0.0,Durant,201142.0,,,,,,,,,,
66,PT07M23.00S,2022-04-17T19:49:20.1Z,1,REGULAR,2pt,Jump Shot,[],202681,21.76412614980289,32.35294117647059,1610612751,9,8,2022-04-17T19:49:26Z,640000,88.0,152.0,1,left,MISS K. Irving 17' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,17.58,Missed,,,,,,,,,,,,,,,,,,,
67,PT07M21.00S,2022-04-17T19:49:22.1Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,9,8,2022-04-17T19:49:26Z,650000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
68,PT07M16.00S,2022-04-17T19:49:29.3Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612738,9,8,2022-04-17T19:49:42Z,660000,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 203083]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,1.0,Drummond,203083.0,,,
69,PT07M16.00S,2022-04-17T19:49:29.3Z,1,REGULAR,steal,,[],203083,,,1610612751,9,8,2022-04-17T19:49:32Z,670000,,,0,,A. Drummond STEAL (1 STL),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M15.00S,2022-04-17T19:49:36.2Z,1,REGULAR,foul,personal,[],1627759,,,1610612751,9,8,2022-04-17T19:49:48Z,680000,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 203083]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,2534.0,1.0,0.0,Drummond,203083.0,,,,,,,,,,
72,PT06M57.00S,2022-04-17T19:50:04.5Z,1,REGULAR,2pt,Layup,['fromturnover'],201142,22.552562417871222,33.33333333333333,1610612751,9,8,2022-04-17T19:50:16Z,700000,83.0,159.0,1,left,MISS K. Durant 17' driving Layup - blocked,"[201142, 1629684]",1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,17.99,Missed,,,,,,,,,,,,,,,,,Williams,1629684.0,
73,PT06M57.00S,2022-04-17T19:50:04.5Z,1,REGULAR,block,,[],1629684,,,1610612751,9,8,2022-04-17T19:50:06Z,710000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M55.00S,2022-04-17T19:50:06.5Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,9,8,2022-04-17T19:50:16Z,720000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
75,PT06M53.00S,2022-04-17T19:50:08.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629684,93.38042049934296,51.71568627450981,1610612738,11,8,2022-04-17T19:50:23Z,730000,9.0,10.0,1,right,G. Williams running Layup (2 PTS) (M. Smart 2 AST),"[1629684, 203935]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,1.3,Made,,,,,,,,,,2.0,M. Smart,203935.0,2.0,,,,,,
77,PT06M47.00S,2022-04-17T19:50:14.3Z,1,REGULAR,2pt,Jump Shot,[],201142,11.383048620236531,31.61764705882353,1610612751,11,10,2022-04-17T19:50:36Z,750000,92.0,55.0,1,left,K. Durant 10' pullup bank Jump Shot (2 PTS) (S. Curry 2 AST),"[201142, 203552]",1610612751.0,BKN,pullup bank,,,Durant,K. Durant,,,,,10.68,Made,,,,,,,,,,2.0,S. Curry,203552.0,2.0,,,,,,
79,PT06M25.00S,2022-04-17T19:50:37.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203083,,,1610612738,11,10,2022-04-17T19:50:48Z,770000,,,0,,A. Drummond shooting personal FOUL (1 PF) (Tatum 2 FT),"[203083, 1628369]",1610612751.0,BKN,shooting,,,Drummond,A. Drummond,,,,,,,,,,,2534.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,
81,PT06M25.00S,2022-04-17T19:50:51.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,11,10,2022-04-17T19:50:51Z,790000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M25.00S,2022-04-17T19:54:28.1Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,12,10,2022-04-17T19:54:28Z,800000,,,0,,J. Tatum Free Throw 1 of 2 (2 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
83,PT06M25.00S,2022-04-17T19:54:41.1Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,13,10,2022-04-17T19:54:41Z,810000,,,0,,J. Tatum Free Throw 2 of 2 (3 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
84,PT06M12.00S,2022-04-17T19:54:58.8Z,1,REGULAR,turnover,lost ball,[],1628971,,,1610612751,13,10,2022-04-17T19:55:03Z,820000,,,0,,B. Brown lost ball TURNOVER (2 TO),"[1628971, 1628369]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,2.0,Tatum,1628369.0,,,
85,PT06M12.00S,2022-04-17T19:54:58.8Z,1,REGULAR,steal,,[],1628369,,,1610612738,13,10,2022-04-17T19:55:00Z,830000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M10.00S,2022-04-17T19:55:01.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201143,92.72339027595268,49.01960784313725,1610612738,15,10,2022-04-17T19:55:08Z,840000,-5.0,16.0,1,right,A. Horford running alley-oop DUNK (5 PTS) (J. Tatum 2 AST),"[201143, 1628369]",1610612738.0,BOS,running alley-oop,,,Horford,A. Horford,,,,,1.66,Made,,,,,,,,,,5.0,J. Tatum,1628369.0,2.0,,,,,,
88,PT05M51.00S,2022-04-17T19:55:20.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612751,15,10,2022-04-17T19:55:28Z,860000,,,0,,M. Smart shooting personal FOUL (1 PF) (Irving 2 FT),"[203935, 202681]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,2534.0,1.0,0.0,Irving,202681.0,,,,,,,,,,
90,PT05M51.00S,2022-04-17T19:55:52.4Z,1,REGULAR,freethrow,1 of 2,[],202681,,,1610612751,15,11,2022-04-17T19:55:52Z,880000,,,0,,K. Irving Free Throw 1 of 2 (1 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
91,PT05M51.00S,2022-04-17T19:55:53.8Z,1,REGULAR,substitution,out,[],1628369,,,1610612751,15,11,2022-04-17T19:56:00Z,890000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M51.00S,2022-04-17T19:55:53.8Z,1,REGULAR,substitution,in,[],1628401,,,1610612751,15,11,2022-04-17T19:56:00Z,900000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M51.00S,2022-04-17T19:56:22.5Z,1,REGULAR,freethrow,2 of 2,[],202681,,,1610612751,15,12,2022-04-17T19:56:22Z,910000,,,0,,K. Irving Free Throw 2 of 2 (2 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Made,,,,,,,,,,2.0,,,,,,,,,
94,PT05M45.00S,2022-04-17T19:56:34.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201142,,,1610612738,15,12,2022-04-17T19:56:40Z,920000,,,0,,K. Durant personal FOUL (1 PF) (Williams 2 FT),"[201142, 1629684]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,1179.0,1.0,0.0,Williams,1629684.0,,,,,,,,,,
96,PT05M45.00S,2022-04-17T19:56:57.5Z,1,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,15,12,2022-04-17T19:56:57Z,940000,,,0,,MISS G. Williams Free Throw 1 of 2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
97,PT05M45.00S,2022-04-17T19:56:57.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,15,12,2022-04-17T19:56:57Z,950000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,,
98,PT05M45.00S,2022-04-17T19:57:13.0Z,1,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,16,12,2022-04-17T19:57:13Z,960000,,,0,,G. Williams Free Throw 2 of 2 (3 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
99,PT05M30.00S,2022-04-17T19:57:29.1Z,1,REGULAR,turnover,bad pass,[],202681,,,1610612751,16,12,2022-04-17T19:58:05Z,970000,,,0,,K. Irving bad pass TURNOVER (2 TO),"[202681, 1628401]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,2.0,White,1628401.0,,,
