actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
531,PT02M29.00S,2022-05-07T21:33:25.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201572,13.87976346911958,57.35294117647059,1610612749,73,64,2022-05-07T22:56:45Z,5170000,-37.0,78.0,1,left,MISS B. Lopez 8' Hook,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,8.62,Missed,,,,,,,,,,,,,,,,,,,
532,PT02M27.00S,2022-05-07T21:33:27.0Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,73,64,2022-05-07T22:56:45Z,5180000,,,0,,R. Williams III REBOUND (Off:3 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,531.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
533,PT02M12.00S,2022-05-07T21:33:39.1Z,3,REGULAR,3pt,Jump Shot,[],1628401,66.70499342969777,32.59803921568628,1610612738,73,64,2022-05-07T21:33:52Z,5190000,-87.0,260.0,1,right,MISS D. White 27' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,27.46,Missed,,,,,,,,,,,,,,,,,,,
534,PT02M09.00S,2022-05-07T21:33:42.1Z,3,REGULAR,rebound,defensive,[],201950,,,1610612749,73,64,2022-05-07T21:33:52Z,5200000,,,0,,J. Holiday REBOUND (Off:0 Def:4),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,533.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
535,PT02M03.00S,2022-05-07T21:33:48.1Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],201950,21.369908015768726,44.85294117647059,1610612749,75,64,2022-05-07T21:34:00Z,5210000,26.0,148.0,1,left,J. Holiday 15' running Jump Shot (18 PTS),[201950],1610612749.0,MIL,running,,,Holiday,J. Holiday,,,,,15.06,Made,,,,,,,18.0,,,,,,,,,,,,
536,PT01M48.00S,2022-05-07T21:34:04.1Z,3,REGULAR,3pt,Jump Shot,[],1628369,68.41327201051249,28.676470588235293,1610612738,75,64,2022-05-07T21:34:11Z,5220000,-107.0,244.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,,
537,PT01M44.00S,2022-05-07T21:34:08.1Z,3,REGULAR,rebound,defensive,[],201572,,,1610612749,75,64,2022-05-07T21:34:11Z,5230000,,,0,,B. Lopez REBOUND (Off:2 Def:7),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,536.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
538,PT01M36.00S,2022-05-07T21:34:18.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,7.966491458607096,50.98039215686274,1610612749,75,64,2022-05-07T21:49:19Z,5240000,-5.0,22.0,1,left,MISS P. Connaughton reverse Layup - blocked,"[1626192, 1629057]",1610612749.0,MIL,reverse,,,Connaughton,P. Connaughton,,,,,2.29,Missed,,,,,Williams III,1629057.0,,,,,,,,,,,,,
539,PT01M36.00S,2022-05-07T21:34:18.4Z,3,REGULAR,block,,[],1629057,,,1610612749,75,64,2022-05-07T21:34:27Z,5250000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT01M35.00S,2022-05-07T21:34:19.4Z,3,REGULAR,rebound,offensive,[],201950,,,1610612749,75,64,2022-05-07T21:50:38Z,5260000,,,0,,J. Holiday REBOUND (Off:1 Def:4),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,538.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
631,PT01M34.00S,2022-05-07T21:34:32.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201950,7.670827858081481,52.450980392156865,1610612749,75,64,2022-05-07T22:03:39Z,5262500,-12.0,20.0,1,left,MISS J. Holiday reverse Layup,[201950],1610612749.0,MIL,reverse,,,Holiday,J. Holiday,,,,,2.31,Missed,,,,,,,,,,,,,,,,,,,
632,PT01M33.00S,2022-05-07T21:34:33.6Z,3,REGULAR,rebound,offensive,[],201572,,,1610612749,75,64,2022-05-07T23:00:31Z,5263750,,,0,,B. Lopez REBOUND (Off:3 Def:7),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,631.0,10.0,7.0,3.0,,,,,,,,,,,,,,,
564,PT01M33.00S,2022-05-07T21:34:47.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201572,7.35873850197109,47.32689950980392,1610612749,77,64,2022-05-07T22:03:57Z,5265000,13.0,17.0,1,left,B. Lopez tip DUNK (13 PTS),[201572],1610612749.0,MIL,tip,,,Lopez,B. Lopez,,,,,2.14,Made,,,,,,,13.0,,,,,,,,,,,,
541,PT01M13.00S,2022-05-07T21:34:52.1Z,3,REGULAR,2pt,Layup,[],1628369,91.27792378449409,29.411764705882355,1610612738,77,66,2022-05-07T21:42:31Z,5270000,-103.0,29.0,1,right,J. Tatum 10' driving Layup (8 PTS) (R. Williams III 4 AST),"[1628369, 1629057]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,10.7,Made,,,,,,,8.0,R. Williams III,1629057.0,4.0,,,,,,,,,
542,PT00M55.70S,2022-05-07T21:34:56.8Z,3,REGULAR,2pt,Jump Shot,[],201950,20.45006570302234,67.64705882352942,1610612749,77,66,2022-05-07T21:35:11Z,5280000,-88.0,140.0,1,left,MISS J. Holiday 16' Jump Shot,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,16.52,Missed,,,,,,,,,,,,,,,,,,,
543,PT00M55.70S,2022-05-07T21:34:56.8Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,77,66,2022-05-07T21:35:11Z,5290000,,,0,,A. Horford REBOUND (Off:2 Def:9),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,542.0,11.0,9.0,2.0,,,,,,,,,,,,,,,
544,PT00M49.00S,2022-05-07T21:35:03.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.40932982917214,49.50980392156863,1610612738,77,66,2022-05-07T21:35:17Z,5300000,-2.0,28.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.84,Missed,,,,,,,,,,,,,,,,,,,
545,PT00M46.40S,2022-05-07T21:35:06.1Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,77,66,2022-05-07T21:35:06Z,5310000,,,0,,B. Portis REBOUND (Off:1 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,544.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
546,PT00M40.80S,2022-05-07T21:35:14.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201950,8.886333771353483,95.09803921568627,1610612749,80,66,2022-05-07T21:35:21Z,5320000,-225.0,31.0,1,left,J. Holiday 3PT running (21 PTS) (G. Allen 3 AST),"[201950, 1628960]",1610612749.0,MIL,running,,,Holiday,J. Holiday,,,,,22.76,Made,,,,,,,21.0,G. Allen,1628960.0,3.0,,,,,,,,,
548,PT00M29.20S,2022-05-07T21:35:32.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626192,,,1610612738,80,66,2022-05-07T21:35:55Z,5340000,,,0,,P. Connaughton shooting personal FOUL (3 PF) (White 2 FT),"[1626192, 1628401]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,2003.0,3.0,0.0,White,1628401.0,,,,
550,PT00M29.20S,2022-05-07T21:35:56.8Z,3,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,80,67,2022-05-07T21:36:47Z,5360000,,,0,,D. White Free Throw 1 of 2 (11 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,,,,,,,11.0,,,,,,,,,,,,
553,PT00M29.20S,2022-05-07T21:35:57.6Z,3,REGULAR,substitution,out,[],201572,,,1610612738,80,67,2022-05-07T21:36:19Z,5370000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT00M29.20S,2022-05-07T21:35:57.6Z,3,REGULAR,substitution,in,[],1628975,,,1610612738,80,67,2022-05-07T21:36:19Z,5390000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT00M29.20S,2022-05-07T21:35:57.6Z,3,REGULAR,substitution,in,[],203935,,,1610612738,80,67,2022-05-07T21:36:19Z,5400000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT00M29.20S,2022-05-07T21:35:57.6Z,3,REGULAR,substitution,out,[],1630202,,,1610612738,80,67,2022-05-07T22:02:02Z,5405000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT00M29.20S,2022-05-07T21:35:56.8Z,3,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,80,67,2022-05-07T21:36:47Z,5410000,,,0,,MISS D. White Free Throw 2 of 2,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Missed,,,,,,,,,,,,,,,,,,,
558,PT00M26.40S,2022-05-07T21:35:59.6Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,80,67,2022-05-07T21:36:47Z,5420000,,,0,,B. Portis REBOUND (Off:1 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,557.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
560,PT00M05.40S,2022-05-07T21:36:43.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628975,17.559132720105126,45.83333333333333,1610612749,80,67,2022-05-07T21:36:50Z,5430000,21.0,113.0,1,left,MISS J. Carter 11' Jump Shot,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,11.45,Missed,,,,,,,,,,,,,,,,,,,
561,PT00M02.00S,2022-05-07T21:36:47.2Z,3,REGULAR,rebound,offensive,[],1626171,,,1610612749,80,67,2022-05-07T21:36:50Z,5440000,,,0,,B. Portis REBOUND (Off:2 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,560.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
562,PT00M00.00S,2022-05-07T21:36:50.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201950,30.042706964520367,18.137254901960784,1610612749,80,67,2022-05-07T21:37:21Z,5450000,159.0,230.0,1,left,MISS J. Holiday 27' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,27.97,Missed,,,,,,,,,,,,,,,,,,,
563,PT00M00.00S,2022-05-07T21:36:50.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,80,67,2022-05-07T21:37:21Z,5460000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,562.0,,,,,,,,,,,,,,,,,,
565,PT00M00.00S,2022-05-07T21:38:02.7Z,3,REGULAR,period,end,[],0,,,1610612749,80,67,2022-05-07T21:38:47Z,5480000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT12M00.00S,2022-05-07T21:39:55.0Z,4,REGULAR,substitution,out,['startperiod'],1626171,,,1610612749,80,67,2022-05-07T21:40:43Z,5490000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT12M00.00S,2022-05-07T21:39:55.0Z,4,REGULAR,substitution,out,['startperiod'],1628975,,,1610612749,80,67,2022-05-07T21:40:43Z,5500000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT12M00.00S,2022-05-07T21:39:55.0Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612749,80,67,2022-05-07T21:40:43Z,5510000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT12M00.00S,2022-05-07T21:39:55.0Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612749,80,67,2022-05-07T21:40:43Z,5520000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT12M00.00S,2022-05-07T21:39:55.0Z,4,REGULAR,substitution,in,['startperiod'],203507,,,1610612749,80,67,2022-05-07T21:40:43Z,5530000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT12M00.00S,2022-05-07T21:39:55.0Z,4,REGULAR,substitution,in,['startperiod'],201572,,,1610612749,80,67,2022-05-07T21:40:43Z,5540000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT12M00.00S,2022-05-07T21:39:55.0Z,4,REGULAR,substitution,in,['startperiod'],1630202,,,1610612749,80,67,2022-05-07T21:40:43Z,5550000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT12M00.00S,2022-05-07T21:39:55.0Z,4,REGULAR,substitution,in,['startperiod'],1629684,,,1610612749,80,67,2022-05-07T21:40:43Z,5560000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT12M00.00S,2022-05-07T21:39:55.0Z,4,REGULAR,substitution,out,['startperiod'],1629057,,,1610612749,80,67,2022-05-07T22:04:48Z,5565000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT12M00.00S,2022-05-07T21:39:55.0Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612749,80,67,2022-05-07T22:04:48Z,5567500,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT12M00.00S,2022-05-07T21:40:45.3Z,4,REGULAR,period,start,[],0,,,1610612749,80,67,2022-05-07T21:40:45Z,5570000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT11M42.00S,2022-05-07T21:41:02.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203507,8.623521681997373,50.73529411764706,1610612749,80,67,2022-05-07T21:41:08Z,5580000,-4.0,29.0,1,left,MISS G. Antetokounmpo cutting Layup - blocked,"[203507, 201143]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,2.88,Missed,,,,,Horford,201143.0,,,,,,,,,,,,,
576,PT11M42.00S,2022-05-07T21:41:02.1Z,4,REGULAR,block,,[],201143,,,1610612749,80,67,2022-05-07T21:41:05Z,5590000,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT11M39.00S,2022-05-07T21:41:05.1Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,80,67,2022-05-07T21:41:08Z,5600000,,,0,,A. Horford REBOUND (Off:2 Def:10),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,575.0,12.0,10.0,2.0,,,,,,,,,,,,,,,
578,PT11M33.00S,2022-05-07T21:41:11.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,89.43823915900131,55.14705882352941,1610612738,80,69,2022-05-07T21:41:18Z,5610000,26.0,47.0,1,right,J. Brown driving finger roll Layup (14 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,5.34,Made,,,,,,,14.0,,,,,,,,,,,,
580,PT11M23.00S,2022-05-07T21:41:21.2Z,4,REGULAR,3pt,Jump Shot,[],201950,28.991458607095925,77.20588235294117,1610612749,80,69,2022-05-07T21:41:27Z,5630000,-136.0,220.0,1,left,MISS J. Holiday 25' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,,
581,PT11M22.00S,2022-05-07T21:41:22.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,80,69,2022-05-07T21:41:27Z,5640000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,580.0,,,,,,,,,,,,,,,,,,
582,PT11M09.00S,2022-05-07T21:41:42.4Z,4,REGULAR,3pt,Jump Shot,[],201143,78.40013140604468,4.901960784313726,1610612738,80,72,2022-05-07T21:41:51Z,5650000,-225.0,151.0,1,right,A. Horford 27' 3PT  (13 PTS) (P. Pritchard 3 AST),"[201143, 1630202]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,27.11,Made,,,,,,,13.0,P. Pritchard,1630202.0,3.0,,,,,,,,,
584,PT10M55.00S,2022-05-07T21:42:02.0Z,4,REGULAR,foul,personal,[],201143,,,1610612749,80,72,2022-05-07T21:42:09Z,5670000,,,0,,A. Horford personal FOUL (4 PF),"[201143, 201950]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,2882.0,4.0,0.0,Holiday,201950.0,,,,
586,PT10M48.00S,2022-05-07T21:42:26.8Z,4,REGULAR,3pt,Jump Shot,[],1626192,31.09395532194481,69.36274509803921,1610612749,83,72,2022-05-07T21:42:36Z,5690000,-97.0,240.0,1,left,P. Connaughton 25' 3PT  (8 PTS) (G. Antetokounmpo 7 AST),"[1626192, 203507]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,25.86,Made,,,,,,,8.0,G. Antetokounmpo,203507.0,7.0,,,,,,,,,
588,PT10M30.00S,2022-05-07T21:42:44.1Z,4,REGULAR,2pt,Jump Shot,[],1630202,78.53153745072274,46.81372549019608,1610612738,83,72,2022-05-07T21:42:49Z,5710000,-16.0,149.0,1,right,MISS P. Pritchard 15' pullup Shot,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,15.01,Missed,,,,,,,,,,,,,,,,,,,
589,PT10M26.00S,2022-05-07T21:42:47.6Z,4,REGULAR,rebound,defensive,[],201950,,,1610612749,83,72,2022-05-07T21:42:47Z,5720000,,,0,,J. Holiday REBOUND (Off:1 Def:5),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,588.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
590,PT10M22.00S,2022-05-07T21:42:52.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,16.507884362680684,42.8921568627451,1610612749,83,72,2022-05-07T21:43:01Z,5730000,36.0,103.0,1,left,MISS B. Lopez 10' turnaround Shot,[201572],1610612749.0,MIL,turnaround,,,Lopez,B. Lopez,,,,,10.87,Missed,,,,,,,,,,,,,,,,,,,
591,PT10M20.00S,2022-05-07T21:42:54.3Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,83,72,2022-05-07T21:43:01Z,5740000,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,590.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
592,PT10M06.00S,2022-05-07T21:43:11.4Z,4,REGULAR,foul,personal,['2freethrow'],201572,,,1610612738,83,72,2022-05-07T21:43:31Z,5750000,,,0,,B. Lopez shooting personal FOUL (5 PF) (Brown 2 FT),"[201572, 1627759]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,2882.0,5.0,0.0,Brown,1627759.0,,,,
594,PT10M06.00S,2022-05-07T21:43:37.7Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,83,72,2022-05-07T22:04:58Z,5770000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
595,PT10M06.00S,2022-05-07T21:43:37.7Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,83,72,2022-05-07T22:04:58Z,5780000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,594.0,,,,,,,,,,,,,,,,,,
596,PT10M06.00S,2022-05-07T21:43:39.3Z,4,REGULAR,substitution,out,[],201572,,,1610612738,83,72,2022-05-07T21:43:43Z,5790000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT10M06.00S,2022-05-07T21:43:39.3Z,4,REGULAR,substitution,in,[],1626171,,,1610612738,83,72,2022-05-07T21:43:43Z,5800000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT10M06.00S,2022-05-07T21:43:37.7Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,83,73,2022-05-07T22:04:58Z,5810000,,,0,,J. Brown Free Throw 2 of 2 (15 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,15.0,,,,,,,,,,,,
599,PT10M01.00S,2022-05-07T21:44:08.6Z,4,REGULAR,foul,personal,[],1627759,,,1610612749,83,73,2022-05-07T21:44:14Z,5820000,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 201950]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,2003.0,3.0,0.0,Holiday,201950.0,,,,
601,PT09M48.00S,2022-05-07T21:44:37.8Z,4,REGULAR,3pt,Jump Shot,[],203507,32.276609724047304,29.166666666666668,1610612749,86,73,2022-05-07T21:44:42Z,5840000,104.0,251.0,1,left,G. Antetokounmpo 27' 3PT  (34 PTS) (G. Allen 4 AST),"[203507, 1628960]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,27.17,Made,,,,,,,34.0,G. Allen,1628960.0,4.0,,,,,,,,,
603,PT09M32.00S,2022-05-07T21:44:53.8Z,4,REGULAR,3pt,Jump Shot,[],1628401,66.3107752956636,59.55882352941176,1610612738,86,76,2022-05-07T21:45:00Z,5860000,48.0,264.0,1,right,D. White 26' 3PT pullup (14 PTS) (A. Horford 3 AST),"[1628401, 201143]",1610612738.0,BOS,pullup,,,White,D. White,,,,,26.85,Made,,,,,,,14.0,A. Horford,201143.0,3.0,,,,,,,,,
605,PT09M15.00S,2022-05-07T21:45:11.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201950,10.33180026281209,58.82352941176471,1610612749,86,76,2022-05-07T21:45:17Z,5880000,-44.0,45.0,1,left,MISS J. Holiday 6' driving finger roll Layup,[201950],1610612749.0,MIL,driving finger roll,,,Holiday,J. Holiday,,,,,6.27,Missed,,,,,,,,,,,,,,,,,,,
606,PT09M10.00S,2022-05-07T21:45:16.1Z,4,REGULAR,rebound,offensive,[],1626171,,,1610612749,86,76,2022-05-07T21:45:16Z,5890000,,,0,,B. Portis REBOUND (Off:3 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,605.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
607,PT09M10.00S,2022-05-07T21:45:16.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626171,5.590000152587891,50.0,1610612749,88,76,2022-05-07T21:45:16Z,5900000,0.0,0.0,1,left,B. Portis tip Layup (9 PTS),[1626171],1610612749.0,MIL,tip,,,Portis,B. Portis,,,,,0.0,Made,,,,,,,9.0,,,,,,,,,,,,
608,PT09M02.00S,2022-05-07T21:45:23.9Z,4,REGULAR,3pt,Jump Shot,[],1627759,69.33311432325887,77.69607843137256,1610612738,88,79,2022-05-07T21:45:29Z,5910000,138.0,236.0,1,right,J. Brown 27' 3PT  (18 PTS) (A. Horford 4 AST),"[1627759, 201143]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.35,Made,,,,,,,18.0,A. Horford,201143.0,4.0,,,,,,,,,
610,PT08M51.00S,2022-05-07T21:45:35.2Z,4,REGULAR,3pt,Jump Shot,[],203507,29.38567674113009,71.81372549019608,1610612749,88,79,2022-05-07T21:45:41Z,5930000,-109.0,224.0,1,left,MISS G. Antetokounmpo 24' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,,
611,PT08M49.00S,2022-05-07T21:45:37.2Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,88,79,2022-05-07T21:45:41Z,5940000,,,0,,A. Horford REBOUND (Off:2 Def:11),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,610.0,13.0,11.0,2.0,,,,,,,,,,,,,,,
612,PT08M40.00S,2022-05-07T21:45:45.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201143,91.40932982917214,52.450980392156865,1610612738,88,81,2022-05-07T21:45:51Z,5950000,12.0,28.0,1,right,A. Horford driving Layup (15 PTS) (J. Brown 4 AST),"[201143, 1627759]",1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,3.09,Made,,,,,,,15.0,J. Brown,1627759.0,4.0,,,,,,,,,
614,PT08M27.00S,2022-05-07T21:46:02.8Z,4,REGULAR,foul,personal,[],1630202,,,1610612749,88,81,2022-05-07T21:46:12Z,5970000,,,0,,P. Pritchard personal FOUL (2 PF),"[1630202, 1628960]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,2003.0,2.0,0.0,Allen,1628960.0,,,,
616,PT08M27.00S,2022-05-07T21:46:09.7Z,4,REGULAR,substitution,out,[],1626192,,,1610612749,88,81,2022-05-07T21:46:23Z,5990000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT08M27.00S,2022-05-07T21:46:09.7Z,4,REGULAR,substitution,out,[],1628401,,,1610612749,88,81,2022-05-07T21:46:23Z,6000000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT08M27.00S,2022-05-07T21:46:09.7Z,4,REGULAR,substitution,out,[],1630202,,,1610612749,88,81,2022-05-07T21:46:23Z,6010000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
