actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
353,PT10M25.00S,2022-05-30T02:09:20.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,15.062417871222076,50.73529411764706,1610612748,51,58,2022-05-30T02:09:28Z,3440000,-4.0,89.0,1,left,MISS B. Adebayo 8' driving Hook,[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,8.92,Missed,,,,,,,,,,,,,,,,,,,
354,PT10M18.00S,2022-05-30T02:09:27.3Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,51,58,2022-05-30T02:09:34Z,3450000,,,0,,M. Smart REBOUND (Off:0 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,353.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
355,PT10M16.00S,2022-05-30T02:09:38.7Z,3,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612738,51,58,2022-05-30T02:09:58Z,3460000,,,0,,M. Strus shooting personal FOUL (2 PF) (Tatum 2 FT),"[1629622, 1628369]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Tatum,1628369.0,,,
357,PT10M16.00S,2022-05-30T02:10:00.1Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628369,,,1610612738,51,59,2022-05-30T02:10:00Z,3480000,,,0,,J. Tatum Free Throw 1 of 2 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,14.0,,,,,,,,,,,,,,
358,PT10M16.00S,2022-05-30T02:10:17.6Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628369,,,1610612738,51,60,2022-05-30T02:10:17Z,3490000,,,0,,J. Tatum Free Throw 2 of 2 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,15.0,,,,,,,,,,,,,,
359,PT10M00.00S,2022-05-30T02:10:35.0Z,3,REGULAR,3pt,Jump Shot,[],200782,10.463206307490145,93.87254901960785,1610612748,51,60,2022-05-30T02:10:40Z,3500000,-219.0,46.0,1,left,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,22.41,Missed,,,,,,,,,,,,,,,,,,,
360,PT09M55.00S,2022-05-30T02:10:40.0Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,51,60,2022-05-30T02:10:40Z,3510000,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,359.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
361,PT09M39.00S,2022-05-30T02:10:55.3Z,3,REGULAR,3pt,Jump Shot,[],203935,95.74572930354796,2.450980392156863,1610612738,51,63,2022-05-30T02:11:02Z,3520000,-238.0,-13.0,1,right,M. Smart 3PT  (15 PTS) (J. Brown 4 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.8,Made,,,,,15.0,,,,J. Brown,1627759.0,4.0,,,,,,,,
363,PT09M26.00S,2022-05-30T02:11:08.9Z,3,REGULAR,3pt,Jump Shot,[],1629622,22.158344283837057,90.68627450980392,1610612748,51,63,2022-05-30T02:11:12Z,3540000,-203.0,156.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,,
364,PT09M23.00S,2022-05-30T02:11:11.9Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,51,63,2022-05-30T02:11:12Z,3550000,,,0,,M. Smart REBOUND (Off:0 Def:6),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,363.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
365,PT09M15.00S,2022-05-30T02:11:26.3Z,3,REGULAR,turnover,out-of-bounds,[],1629057,,,1610612738,51,63,2022-05-30T02:11:33Z,3560000,,,0,,R. Williams III bad pass out-of-bounds TURNOVER (1 TO),[1629057],1610612738.0,BOS,bad pass,,,Williams III,R. Williams III,,,,,,,,,,,,1.0,,,,,,1162.0,,,,,,,
366,PT09M04.00S,2022-05-30T02:11:47.8Z,3,REGULAR,foul,technical,['1freethrow'],201143,,,1610612748,51,63,2022-05-30T02:12:02Z,3570000,,,0,,A. Horford defensive-3-second technical FOUL (1 Tech),[201143],1610612738.0,BOS,defensive-3-second,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,2714.0,3.0,1.0,,,,,
367,PT09M04.00S,2022-05-30T02:12:03.8Z,3,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,52,63,2022-05-30T02:12:03Z,3580000,,,0,,J. Butler technical Free Throw 1 of 1 (25 PTS),[202710],1610612748.0,MIA,technical,,,Butler,J. Butler,,,,,,Made,,,,,25.0,,,,,,,,,,,,,,
368,PT08M52.00S,2022-05-30T02:12:22.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202710,5.601182654402102,25.98039215686275,1610612748,52,63,2022-05-30T02:14:52Z,3590000,120.0,0.0,1,left,MISS J. Butler 12' fadeaway Shot,[202710],1610612748.0,MIA,fadeaway,,,Butler,J. Butler,,,,,12.01,Missed,,,,,,,,,,,,,,,,,,,
369,PT08M48.00S,2022-05-30T02:12:26.8Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,52,63,2022-05-30T02:12:27Z,3600000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,368.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
370,PT08M45.00S,2022-05-30T02:12:29.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628369,93.38042049934296,51.225490196078425,1610612738,52,65,2022-05-30T02:16:05Z,3610000,6.0,10.0,1,right,J. Tatum cutting finger roll Layup (17 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,cutting finger roll,,,Tatum,J. Tatum,,,,,1.15,Made,,,,,17.0,,,,M. Smart,203935.0,2.0,,,,,,,,
372,PT08M34.00S,2022-05-30T02:12:40.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,6.521024967148489,55.14705882352941,1610612748,54,65,2022-05-30T02:15:45Z,3630000,-26.0,9.0,1,left,B. Adebayo driving finger roll Layup (15 PTS),[1628389],1610612748.0,MIA,driving finger roll,,,Adebayo,B. Adebayo,,,,,2.72,Made,,,,,15.0,,,,,,,,,,,,,,
373,PT08M28.00S,2022-05-30T02:12:50.4Z,3,REGULAR,foul,personal,['2freethrow'],202710,,,1610612738,54,65,2022-05-30T02:13:17Z,3640000,,,0,,J. Butler shooting personal FOUL (1 PF) (Williams III 2 FT),"[202710, 1629057]",1610612748.0,MIA,shooting,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Williams III,1629057.0,,,
376,PT08M28.00S,2022-05-30T02:13:29.6Z,3,REGULAR,freethrow,1 of 2,[],1629057,,,1610612738,54,66,2022-05-30T02:13:29Z,3660000,,,0,,R. Williams III Free Throw 1 of 2 (1 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
377,PT08M28.00S,2022-05-30T02:13:31.4Z,3,REGULAR,substitution,out,[],200782,,,1610612738,54,66,2022-05-30T02:13:37Z,3670000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT08M28.00S,2022-05-30T02:13:31.4Z,3,REGULAR,substitution,in,[],203506,,,1610612738,54,66,2022-05-30T02:13:37Z,3680000,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT08M28.00S,2022-05-30T02:13:54.2Z,3,REGULAR,freethrow,2 of 2,[],1629057,,,1610612738,54,67,2022-05-30T02:13:54Z,3690000,,,0,,R. Williams III Free Throw 2 of 2 (2 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
380,PT08M17.00S,2022-05-30T02:14:20.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,11.514454664914586,37.5,1610612748,56,67,2022-05-30T02:14:26Z,3700000,62.0,56.0,1,left,B. Adebayo 8' turnaround fadeaway Jump Shot (17 PTS) (K. Lowry 1 AST),"[1628389, 200768]",1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,8.37,Made,,,,,17.0,,,,K. Lowry,200768.0,1.0,,,,,,,,
382,PT08M00.00S,2022-05-30T02:14:37.3Z,3,REGULAR,3pt,Jump Shot,[],201143,92.85479632063075,95.83333333333334,1610612738,56,67,2022-05-30T02:14:49Z,3720000,229.0,15.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,22.97,Missed,,,,,,,,,,,,,,,,,,,
383,PT07M58.00S,2022-05-30T02:14:39.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,56,67,2022-05-30T02:14:49Z,3730000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,382.0,,,,,,,,,,,,,,,,,,
385,PT07M58.00S,2022-05-30T02:14:47.7Z,3,REGULAR,foul,personal,[],1629057,,,1610612748,56,67,2022-05-30T02:15:03Z,3740000,,,0,,R. Williams III loose ball personal FOUL (2 PF),"[1629057, 200768]",1610612738.0,BOS,loose ball,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,1148.0,2.0,0.0,Lowry,200768.0,,,
387,PT07M58.00S,2022-05-30T02:14:59.8Z,3,REGULAR,substitution,out,[],1629057,,,1610612748,56,67,2022-05-30T02:15:02Z,3760000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT07M58.00S,2022-05-30T02:14:59.8Z,3,REGULAR,substitution,in,[],1629684,,,1610612748,56,67,2022-05-30T02:15:02Z,3770000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M46.00S,2022-05-30T02:15:19.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,8.492115637319317,64.95098039215686,1610612748,56,67,2022-05-30T02:15:23Z,3780000,-75.0,27.0,1,left,MISS J. Butler 7' driving bank Shot,[202710],1610612748.0,MIA,driving bank,,,Butler,J. Butler,,,,,7.96,Missed,,,,,,,,,,,,,,,,,,,
390,PT07M43.00S,2022-05-30T02:15:22.3Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,56,67,2022-05-30T02:15:23Z,3790000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,389.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
391,PT07M43.00S,2022-05-30T02:15:27.5Z,3,REGULAR,violation,kicked ball,[],200768,,,1610612738,56,67,2022-05-30T02:15:43Z,3800000,,,0,,K. Lowry kicked ball VIOLATION,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,2714.0,,,,,,,
392,PT07M40.00S,2022-05-30T02:15:46.2Z,3,REGULAR,violation,kicked ball,[],202710,,,1610612738,56,67,2022-05-30T02:15:52Z,3810000,,,0,,J. Butler kicked ball VIOLATION,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,1162.0,,,,,,,
393,PT07M29.00S,2022-05-30T02:16:10.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.38042049934296,44.36274509803921,1610612738,56,69,2022-05-30T02:20:21Z,3820000,-28.0,10.0,1,right,J. Brown Layup (17 PTS) (J. Tatum 5 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,2.98,Made,,,,,17.0,,,,J. Tatum,1628369.0,5.0,,,,,,,,
395,PT07M06.00S,2022-05-30T02:16:34.0Z,3,REGULAR,3pt,Jump Shot,[],203506,28.86005256241787,18.627450980392158,1610612748,56,69,2022-05-30T02:16:43Z,3840000,157.0,219.0,1,left,MISS V. Oladipo 26' step back 3PT - blocked,"[203506, 1629684]",1610612748.0,MIA,step back,,,Oladipo,V. Oladipo,,,,,26.92,Missed,,,,,,,,,,,,,,,,,Williams,1629684.0,
401,PT07M06.00S,2022-05-30T02:16:34.0Z,3,REGULAR,block,,[],1629684,,,1610612748,56,69,2022-05-30T02:19:08Z,3845000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M02.00S,2022-05-30T02:16:38.0Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,56,69,2022-05-30T02:19:08Z,3850000,,,0,,B. Adebayo REBOUND (Off:4 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,395.0,9.0,5.0,4.0,,,,,,,,,,,,,,,
397,PT06M59.00S,2022-05-30T02:16:40.7Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628389,12.040078843626807,27.696078431372552,1610612748,58,69,2022-05-30T02:16:46Z,3860000,112.0,61.0,1,left,B. Adebayo 12' turnaround Jump Shot (19 PTS),[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,12.7,Made,,,,,19.0,,,,,,,,,,,,,,
398,PT06M46.00S,2022-05-30T02:16:53.0Z,3,REGULAR,3pt,Jump Shot,[],203935,91.14651773981603,94.6078431372549,1610612738,58,72,2022-05-30T02:16:59Z,3870000,223.0,31.0,1,right,M. Smart 3PT  (18 PTS) (J. Brown 5 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,22.51,Made,,,,,18.0,,,,J. Brown,1627759.0,5.0,,,,,,,,
400,PT06M45.00S,2022-05-30T02:17:00.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,58,72,2022-05-30T02:17:00Z,3890000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT06M27.00S,2022-05-30T02:20:57.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,18.610381077529567,49.754901960784316,1610612748,60,72,2022-05-30T02:21:01Z,3900000,1.0,122.0,1,left,J. Butler 12' turnaround Jump Shot (27 PTS) (B. Adebayo 2 AST),"[202710, 1628389]",1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,12.24,Made,,,,,27.0,,,,B. Adebayo,1628389.0,2.0,,,,,,,,
404,PT06M16.00S,2022-05-30T02:21:12.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.38042049934296,53.67647058823529,1610612738,60,72,2022-05-30T02:21:18Z,3920000,18.0,10.0,1,right,MISS J. Tatum driving Layup - blocked,"[1628369, 200768]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.08,Missed,,,,,,,,,,,,,,,,,Lowry,200768.0,
405,PT06M16.00S,2022-05-30T02:21:12.9Z,3,REGULAR,block,,[],200768,,,1610612738,60,72,2022-05-30T02:21:15Z,3930000,,,0,,K. Lowry BLOCK (1 BLK),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M16.00S,2022-05-30T02:21:12.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,60,72,2022-05-30T02:21:18Z,3940000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,404.0,,,,,,,,,,,,,,,,,,
407,PT06M16.00S,2022-05-30T02:21:18.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,60,72,2022-05-30T02:21:18Z,3950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M07.00S,2022-05-30T02:21:41.9Z,3,REGULAR,foul,offensive,[],1627759,,,1610612738,60,72,2022-05-30T02:22:00Z,3960000,,,0,,J. Brown charge offensive FOUL (3 PF),"[1627759, 1629622]",1610612738.0,BOS,charge,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,1162.0,3.0,0.0,Strus,1629622.0,,,
410,PT06M07.00S,2022-05-30T02:21:41.9Z,3,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,60,72,2022-05-30T02:22:00Z,3980000,,,0,,J. Brown offensive foul TURNOVER (1 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,1.0,,,,,,1148.0,,,,,,,
411,PT05M56.00S,2022-05-30T02:22:04.9Z,3,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,60,72,2022-05-30T02:22:11Z,3990000,,,0,,K. Lowry bad pass out-of-bounds TURNOVER (2 TO),[200768],1610612748.0,MIA,bad pass,,,Lowry,K. Lowry,,,,,,,,,,,,2.0,,,,,,2714.0,,,,,,,
412,PT05M42.00S,2022-05-30T02:22:20.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,93.77463863337714,46.32352941176471,1610612738,60,72,2022-05-30T02:22:25Z,4000000,-18.0,6.0,1,right,MISS J. Tatum alley-oop Layup,[1628369],1610612738.0,BOS,alley-oop,,,Tatum,J. Tatum,,,,,1.94,Missed,,,,,,,,,,,,,,,,,,,
413,PT05M41.00S,2022-05-30T02:22:21.2Z,3,REGULAR,rebound,defensive,[],1629622,,,1610612748,60,72,2022-05-30T02:22:25Z,4010000,,,0,,M. Strus REBOUND (Off:0 Def:4),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,412.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
414,PT05M35.00S,2022-05-30T02:22:27.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628389,6.389618922470433,52.94117647058824,1610612748,62,72,2022-05-30T02:23:35Z,4020000,-15.0,8.0,1,left,B. Adebayo cutting Layup (21 PTS) (K. Lowry 2 AST),"[1628389, 200768]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,1.65,Made,,,,,21.0,,,,K. Lowry,200768.0,2.0,,,,,,,,
416,PT05M23.00S,2022-05-30T02:22:38.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,87.20433639947439,46.568627450980394,1610612738,62,72,2022-05-30T02:22:49Z,4040000,-17.0,68.0,1,right,MISS M. Smart 6' driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,6.99,Missed,,,,,,,,,,,,,,,,,,,
417,PT05M19.00S,2022-05-30T02:22:43.4Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,62,72,2022-05-30T02:22:43Z,4050000,,,0,,J. Tatum REBOUND (Off:2 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,416.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
418,PT05M19.00S,2022-05-30T02:22:43.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628369,94.40999984741211,50.0,1610612738,62,72,2022-05-30T02:23:24Z,4060000,0.0,0.0,1,right,MISS J. Tatum tip Layup,[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
419,PT05M19.00S,2022-05-30T02:22:43.4Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,62,72,2022-05-30T02:23:24Z,4070000,,,0,,J. Butler REBOUND (Off:0 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,418.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
420,PT05M16.00S,2022-05-30T02:22:46.7Z,3,REGULAR,3pt,Jump Shot,[],203506,30.042706964520367,17.647058823529413,1610612748,65,72,2022-05-30T02:24:26Z,4080000,162.0,230.0,1,left,V. Oladipo 28' 3PT running (5 PTS) (J. Butler 1 AST),"[203506, 202710]",1610612748.0,MIA,running,,,Oladipo,V. Oladipo,,,,,28.11,Made,,,,,5.0,,,,J. Butler,202710.0,1.0,,,,,,,,
422,PT05M16.00S,2022-05-30T02:23:01.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,65,72,2022-05-30T02:23:01Z,4100000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT04M57.00S,2022-05-30T02:26:48.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,94.03745072273325,51.9607843137255,1610612738,65,72,2022-05-30T02:31:58Z,4110000,10.0,4.0,1,right,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,1.04,Missed,,,,,,,,,,,,,,,,,,,
424,PT04M56.00S,2022-05-30T02:26:49.3Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,65,72,2022-05-30T02:33:05Z,4120000,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,423.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
443,PT04M55.00S,2022-05-30T02:26:51.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201143,90.75229960578186,50.0,1610612738,65,72,2022-05-30T02:31:31Z,4125000,0.0,34.0,1,right,MISS A. Horford tip Layup,[201143],1610612738.0,BOS,tip,,,Horford,A. Horford,,,,,3.44,Missed,,,,,,,,,,,,,,,,,,,
444,PT04M55.00S,2022-05-30T02:26:51.9Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,65,72,2022-05-30T02:31:31Z,4127500,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,443.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
425,PT04M48.00S,2022-05-30T02:26:55.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629684,92.46057818659659,54.166666666666664,1610612738,65,72,2022-05-30T02:31:31Z,4130000,21.0,18.0,1,right,MISS G. Williams putback Layup - blocked,"[1629684, 1629622]",1610612738.0,BOS,putback,,,Williams,G. Williams,,,,,2.78,Missed,,,,,,,,,,,,,,,,,Strus,1629622.0,
426,PT04M48.00S,2022-05-30T02:26:55.5Z,3,REGULAR,block,,[],1629622,,,1610612738,65,72,2022-05-30T02:32:37Z,4140000,,,0,,M. Strus BLOCK (1 BLK),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT04M47.00S,2022-05-30T02:26:56.5Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,65,72,2022-05-30T02:28:21Z,4150000,,,0,,G. Williams REBOUND (Off:2 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,425.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
428,PT04M45.00S,2022-05-30T02:27:02.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203935,87.46714848883047,4.166666666666666,1610612738,65,72,2022-05-30T02:27:57Z,4160000,-229.0,65.0,1,right,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.83,Missed,,,,,,,,,,,,,,,,,,,
429,PT04M44.00S,2022-05-30T02:27:03.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,65,72,2022-05-30T02:27:57Z,4170000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,428.0,,,,,,,,,,,,,,,,,,
430,PT04M43.00S,2022-05-30T02:27:13.0Z,3,REGULAR,foul,personal,[],200768,,,1610612738,65,72,2022-05-30T02:27:24Z,4180000,,,0,,K. Lowry loose ball personal FOUL (3 PF),"[200768, 201143]",1610612748.0,MIA,loose ball,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,1148.0,3.0,0.0,Horford,201143.0,,,
432,PT04M37.00S,2022-05-30T02:27:34.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629622,,,1610612738,65,72,2022-05-30T02:27:53Z,4200000,,,0,,M. Strus personal FOUL (3 PF) (Brown 2 FT),"[1629622, 1627759]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,1162.0,3.0,0.0,Brown,1627759.0,,,
434,PT04M37.00S,2022-05-30T02:27:59.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627759,,,1610612738,65,73,2022-05-30T02:27:59Z,4220000,,,0,,J. Brown Free Throw 1 of 2 (18 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,18.0,,,,,,,,,,,,,,
435,PT04M37.00S,2022-05-30T02:28:13.7Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627759,,,1610612738,65,74,2022-05-30T02:28:13Z,4230000,,,0,,J. Brown Free Throw 2 of 2 (19 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,19.0,,,,,,,,,,,,,,
436,PT04M19.00S,2022-05-30T02:28:40.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,5.601182654402102,47.30392156862745,1610612748,67,74,2022-05-30T02:28:44Z,4240000,13.0,0.0,1,left,J. Butler driving Layup (29 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,1.35,Made,,,,,29.0,,,,,,,,,,,,,,
437,PT04M04.00S,2022-05-30T02:28:55.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.77463863337714,52.20588235294118,1610612738,67,76,2022-05-30T02:29:00Z,4250000,11.0,6.0,1,right,J. Brown driving Layup (21 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.25,Made,,,,,21.0,,,,,,,,,,,,,,
438,PT03M38.00S,2022-05-30T02:29:21.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,6.783837056504599,50.49019607843137,1610612748,67,76,2022-05-30T02:31:57Z,4260000,-2.0,11.0,1,left,MISS J. Butler driving finger roll Layup,[202710],1610612748.0,MIA,driving finger roll,,,Butler,J. Butler,,,,,1.16,Missed,,,,,,,,,,,,,,,,,,,
439,PT03M35.00S,2022-05-30T02:29:24.1Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,67,76,2022-05-30T02:31:57Z,4270000,,,0,,G. Williams REBOUND (Off:2 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,438.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
