actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
171,PT10M46.00S,2022-05-30T01:17:04.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629639,95.74572930354796,2.696078431372549,1610612748,17,32,2022-05-30T01:17:22Z,1650000,-237.0,-13.0,1,right,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,23.68,Missed,,,,,,,,,,,,,,,,,,,
172,PT10M42.00S,2022-05-30T01:17:08.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,17,32,2022-05-30T01:17:22Z,1660000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,171.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
173,PT10M36.00S,2022-05-30T01:17:14.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.440867279894875,45.588235294117645,1610612738,17,34,2022-05-30T01:17:32Z,1670000,22.0,17.0,1,left,J. Brown driving finger roll Layup (8 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,2.81,Made,,,,,8.0,,,,,,,,,,,,,,
174,PT10M26.00S,2022-05-30T01:17:31.9Z,2,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612748,17,34,2022-05-30T01:17:39Z,1680000,,,0,,P. Pritchard shooting personal FOUL (1 PF) (Lowry 2 FT),"[1630202, 200768]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Lowry,200768.0,,,
176,PT10M26.00S,2022-05-30T01:17:53.9Z,2,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,17,34,2022-05-30T01:17:53Z,1700000,,,0,,MISS K. Lowry Free Throw 1 of 2,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,Missed,,,,,,,,,,,,,,,,,,,
177,PT10M26.00S,2022-05-30T01:17:53.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,17,34,2022-05-30T01:17:53Z,1710000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,176.0,,,,,,,,,,,,,,,,,,
178,PT10M26.00S,2022-05-30T01:17:53.9Z,2,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,17,34,2022-05-30T01:18:10Z,1720000,,,0,,MISS K. Lowry Free Throw 2 of 2,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,Missed,,,,,,,,,,,,,,,,,,,
179,PT10M22.00S,2022-05-30T01:17:57.9Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,17,34,2022-05-30T01:18:10Z,1730000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,178.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
180,PT10M08.00S,2022-05-30T01:18:23.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,6.783837056504599,41.911764705882355,1610612738,17,34,2022-05-30T01:18:28Z,1740000,40.0,11.0,1,left,MISS D. White driving Layup - blocked,"[1628401, 1629639]",1610612738.0,BOS,driving,,,White,D. White,,,,,4.2,Missed,,,,,,,,,,,,,,,,,Herro,1629639.0,
208,PT10M08.00S,2022-05-30T01:18:23.3Z,2,REGULAR,block,,[],1629639,,,1610612738,17,34,2022-05-30T01:21:46Z,1745000,,,0,,T. Herro BLOCK (1 BLK),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M07.00S,2022-05-30T01:18:24.3Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,17,34,2022-05-30T01:18:28Z,1750000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,180.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
182,PT10M06.00S,2022-05-30T01:18:26.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,8.492115637319317,55.392156862745104,1610612738,17,34,2022-05-30T01:21:34Z,1760000,-27.0,27.0,1,left,MISS R. Williams III putback Layup,[1629057],1610612738.0,BOS,putback,,,Williams III,R. Williams III,,,,,3.84,Missed,,,,,,,,,,,,,,,,,,,
183,PT10M06.00S,2022-05-30T01:18:26.3Z,2,REGULAR,rebound,defensive,[],203506,,,1610612748,17,34,2022-05-30T01:18:31Z,1770000,,,0,,V. Oladipo REBOUND (Off:0 Def:2),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,182.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
184,PT09M58.00S,2022-05-30T01:18:37.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,88.12417871222075,59.068627450980394,1610612748,19,34,2022-05-30T01:21:37Z,1780000,45.0,59.0,1,right,J. Butler 7' driving floating Jump Shot (8 PTS),[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,7.45,Made,,,,,8.0,,,,,,,,,,,,,,
185,PT09M58.00S,2022-05-30T01:18:41.5Z,2,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612748,19,34,2022-05-30T01:18:52Z,1790000,,,0,,G. Williams shooting personal FOUL (2 PF) (Butler 1 FT),"[1629684, 202710]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,1148.0,2.0,0.0,Butler,202710.0,,,
187,PT09M58.00S,2022-05-30T01:19:06.7Z,2,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,20,34,2022-05-30T01:19:06Z,1810000,,,0,,J. Butler Free Throw 1 of 1 (9 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
188,PT09M45.00S,2022-05-30T01:19:24.1Z,2,REGULAR,2pt,Jump Shot,[],1627759,22.815374507227332,50.49019607843137,1610612738,20,34,2022-05-30T01:19:28Z,1820000,-2.0,162.0,1,left,MISS J. Brown 16' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,16.2,Missed,,,,,,,,,,,,,,,,,,,
189,PT09M41.00S,2022-05-30T01:19:26.8Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,20,34,2022-05-30T01:19:26Z,1830000,,,0,,B. Adebayo REBOUND (Off:2 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,188.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
190,PT09M34.00S,2022-05-30T01:19:39.9Z,2,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612748,20,34,2022-05-30T01:19:53Z,1840000,,,0,,D. White shooting personal FOUL (1 PF) (Butler 2 FT),"[1628401, 202710]",1610612738.0,BOS,shooting,,,White,D. White,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Butler,202710.0,,,
192,PT09M34.00S,2022-05-30T01:20:03.6Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,21,34,2022-05-30T01:20:03Z,1860000,,,0,,J. Butler Free Throw 1 of 2 (10 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
193,PT09M34.00S,2022-05-30T01:20:04.8Z,2,REGULAR,substitution,out,[],1628401,,,1610612748,21,34,2022-05-30T01:20:11Z,1870000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M34.00S,2022-05-30T01:20:04.8Z,2,REGULAR,substitution,out,[],1630202,,,1610612748,21,34,2022-05-30T01:20:11Z,1880000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M34.00S,2022-05-30T01:20:04.8Z,2,REGULAR,substitution,in,[],203935,,,1610612748,21,34,2022-05-30T01:20:11Z,1890000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M34.00S,2022-05-30T01:20:04.8Z,2,REGULAR,substitution,in,[],1628369,,,1610612748,21,34,2022-05-30T01:20:11Z,1900000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M34.00S,2022-05-30T01:20:25.1Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,22,34,2022-05-30T01:20:25Z,1910000,,,0,,J. Butler Free Throw 2 of 2 (11 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
198,PT09M23.00S,2022-05-30T01:20:38.3Z,2,REGULAR,3pt,Jump Shot,[],1627759,12.302890932982917,4.6568627450980395,1610612738,22,37,2022-05-30T01:20:42Z,1920000,227.0,63.0,1,left,J. Brown 3PT  (11 PTS) (R. Williams III 1 AST),"[1627759, 1629057]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.53,Made,,,,,11.0,,,,R. Williams III,1629057.0,1.0,,,,,,,,
200,PT09M06.00S,2022-05-30T01:20:58.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,93.24901445466492,47.549019607843135,1610612748,24,37,2022-05-30T01:21:03Z,1940000,-12.0,11.0,1,right,B. Adebayo cutting Layup (8 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,1.65,Made,,,,,8.0,,,,T. Herro,1629639.0,1.0,,,,,,,,
202,PT09M06.00S,2022-05-30T01:21:03.9Z,2,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612748,24,37,2022-05-30T01:21:11Z,1960000,,,0,,G. Williams shooting personal FOUL (3 PF) (Adebayo 1 FT),"[1629684, 1628389]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,1162.0,3.0,0.0,Adebayo,1628389.0,,,
204,PT09M06.00S,2022-05-30T01:21:15.2Z,2,REGULAR,substitution,out,[],203506,,,1610612748,24,37,2022-05-30T01:21:37Z,1980000,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M06.00S,2022-05-30T01:21:15.2Z,2,REGULAR,substitution,in,[],200782,,,1610612748,24,37,2022-05-30T01:21:37Z,1990000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M06.00S,2022-05-30T01:21:23.5Z,2,REGULAR,substitution,out,[],1629684,,,1610612748,24,37,2022-05-30T01:21:37Z,2000000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M06.00S,2022-05-30T01:21:23.5Z,2,REGULAR,substitution,in,[],201143,,,1610612748,24,37,2022-05-30T01:21:37Z,2010000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M06.00S,2022-05-30T01:21:47.2Z,2,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,24,37,2022-05-30T01:21:50Z,2020000,,,0,,MISS B. Adebayo Free Throw 1 of 1,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
210,PT09M03.00S,2022-05-30T01:21:50.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,24,37,2022-05-30T01:21:50Z,2030000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,209.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
211,PT08M49.00S,2022-05-30T01:22:02.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,12.040078843626807,42.40196078431372,1610612738,24,37,2022-05-30T01:22:07Z,2040000,38.0,61.0,1,left,MISS J. Tatum 7' driving bank Shot,[1628369],1610612738.0,BOS,driving bank,,,Tatum,J. Tatum,,,,,7.16,Missed,,,,,,,,,,,,,,,,,,,
212,PT08M46.00S,2022-05-30T01:22:05.7Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,24,37,2022-05-30T01:22:07Z,2050000,,,0,,B. Adebayo REBOUND (Off:2 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,211.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
213,PT08M36.00S,2022-05-30T01:22:16.4Z,2,REGULAR,3pt,Jump Shot,[],200768,67.88764783180025,44.85294117647059,1610612748,24,37,2022-05-30T01:22:22Z,2060000,-26.0,249.0,1,right,MISS K. Lowry 25' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,25.07,Missed,,,,,,,,,,,,,,,,,,,
214,PT08M36.00S,2022-05-30T01:22:16.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,24,37,2022-05-30T01:22:22Z,2070000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,213.0,,,,,,,,,,,,,,,,,,
215,PT08M36.00S,2022-05-30T01:22:24.6Z,2,REGULAR,foul,personal,[],1628389,,,1610612738,24,37,2022-05-30T01:22:37Z,2080000,,,0,,B. Adebayo loose ball personal FOUL (1 PF),"[1628389, 203935]",1610612748.0,MIA,loose ball,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Smart,203935.0,,,
217,PT08M24.00S,2022-05-30T01:22:48.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,15.719448094612352,44.85294117647059,1610612738,24,39,2022-05-30T01:22:52Z,2100000,26.0,95.0,1,left,M. Smart 9' turnaround Jump Shot (5 PTS),[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,9.87,Made,,,,,5.0,,,,,,,,,,,,,,
218,PT08M02.00S,2022-05-30T01:23:10.5Z,2,REGULAR,3pt,Jump Shot,[],200768,93.77463863337714,3.1862745098039214,1610612748,24,39,2022-05-30T01:23:17Z,2110000,-234.0,6.0,1,right,MISS K. Lowry 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,,
219,PT07M58.00S,2022-05-30T01:23:14.5Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,24,39,2022-05-30T01:23:17Z,2120000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,218.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
220,PT07M51.00S,2022-05-30T01:23:21.4Z,2,REGULAR,3pt,Jump Shot,[],203935,20.318659658344284,94.36274509803921,1610612738,24,39,2022-05-30T01:23:28Z,2130000,-222.0,138.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.15,Missed,,,,,,,,,,,,,,,,,,,
221,PT07M46.00S,2022-05-30T01:23:26.4Z,2,REGULAR,rebound,defensive,[],200782,,,1610612748,24,39,2022-05-30T01:23:28Z,2140000,,,0,,P. Tucker REBOUND (Off:0 Def:3),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,220.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
222,PT07M44.00S,2022-05-30T01:23:30.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202710,92.85479632063075,52.450980392156865,1610612748,26,39,2022-05-30T01:23:51Z,2150000,12.0,15.0,1,right,J. Butler driving Layup (13 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,1.92,Made,,,,,13.0,,,,,,,,,,,,,,
223,PT07M44.00S,2022-05-30T01:23:36.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629057,,,1610612748,26,39,2022-05-30T01:23:43Z,2160000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Butler 1 FT),"[1629057, 202710]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Butler,202710.0,,,
225,PT07M44.00S,2022-05-30T01:23:45.4Z,2,REGULAR,substitution,out,[],200768,,,1610612748,26,39,2022-05-30T01:24:36Z,2180000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M44.00S,2022-05-30T01:23:45.4Z,2,REGULAR,substitution,in,[],1629216,,,1610612748,26,39,2022-05-30T01:24:36Z,2190000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M44.00S,2022-05-30T01:24:08.9Z,2,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,27,39,2022-05-30T01:24:08Z,2200000,,,0,,J. Butler Free Throw 1 of 1 (14 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,14.0,,,,,,,,,,,,,,
228,PT07M23.00S,2022-05-30T01:24:33.8Z,2,REGULAR,3pt,Jump Shot,[],1627759,12.040078843626807,2.941176470588235,1610612738,27,39,2022-05-30T01:24:39Z,2210000,235.0,61.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.3,Missed,,,,,,,,,,,,,,,,,,,
229,PT07M21.00S,2022-05-30T01:24:36.3Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,27,39,2022-05-30T01:24:36Z,2220000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,228.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
230,PT07M21.00S,2022-05-30T01:24:40.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,27,39,2022-05-30T01:24:40Z,2230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M21.00S,2022-05-30T01:24:57.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,27,39,2022-05-30T01:24:57Z,2240000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M21.00S,2022-05-30T01:25:01.6Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,27,39,2022-05-30T01:28:25Z,2250000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M21.00S,2022-05-30T01:25:01.6Z,2,REGULAR,substitution,in,[],1628401,,,1610612738,27,39,2022-05-30T01:28:25Z,2260000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M16.00S,2022-05-30T01:28:47.6Z,2,REGULAR,foul,offensive,['inpenalty'],1628401,,,1610612738,27,39,2022-05-30T01:28:57Z,2270000,,,0,,D. White off-the-ball offensive FOUL (2 PF),"[1628401, 202710]",1610612738.0,BOS,off-the-ball,,,White,D. White,,,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Butler,202710.0,,,
236,PT07M16.00S,2022-05-30T01:28:47.6Z,2,REGULAR,turnover,offensive foul,[],1628401,,,1610612738,27,39,2022-05-30T01:28:47Z,2290000,,,0,,D. White offensive foul TURNOVER (3 TO),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,3.0,,,,,,1162.0,,,,,,,
237,PT07M03.00S,2022-05-30T01:29:12.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612748,27,39,2022-05-30T01:29:24Z,2300000,,,0,,M. Smart personal FOUL (1 PF) (Butler 2 FT),"[203935, 202710]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Butler,202710.0,,,
239,PT07M03.00S,2022-05-30T01:29:33.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202710,,,1610612748,27,39,2022-05-30T01:29:33Z,2320000,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Missed,,,,,,,,,,,,,,,,,,,
240,PT07M03.00S,2022-05-30T01:29:33.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,27,39,2022-05-30T01:29:33Z,2330000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,239.0,,,,,,,,,,,,,,,,,,
241,PT07M03.00S,2022-05-30T01:29:47.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202710,,,1610612748,28,39,2022-05-30T01:29:47Z,2340000,,,0,,J. Butler Free Throw 2 of 2 (15 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,15.0,,,,,,,,,,,,,,
242,PT06M49.00S,2022-05-30T01:30:02.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,7.046649145860711,46.81372549019608,1610612738,28,41,2022-05-30T01:30:06Z,2350000,16.0,14.0,1,left,M. Smart driving Layup (7 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,2.1,Made,,,,,7.0,,,,,,,,,,,,,,
243,PT06M35.00S,2022-05-30T01:30:16.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,89.70105124835742,55.88235294117647,1610612748,30,41,2022-05-30T01:30:54Z,2360000,29.0,44.0,1,right,J. Butler driving floating Jump Shot (17 PTS),[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,5.32,Made,,,,,17.0,,,,,,,,,,,,,,
244,PT06M19.00S,2022-05-30T01:30:32.9Z,2,REGULAR,3pt,Jump Shot,[],1627759,15.062417871222076,3.1862745098039214,1610612738,30,41,2022-05-30T01:31:44Z,2370000,234.0,89.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.05,Missed,,,,,,,,,,,,,,,,,,,
245,PT06M17.00S,2022-05-30T01:30:34.9Z,2,REGULAR,rebound,defensive,[],200782,,,1610612748,30,41,2022-05-30T01:30:36Z,2380000,,,0,,P. Tucker REBOUND (Off:0 Def:4),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,244.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
246,PT06M08.00S,2022-05-30T01:30:44.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,93.24901445466492,55.14705882352941,1610612748,30,41,2022-05-30T01:31:39Z,2390000,26.0,11.0,1,right,MISS B. Adebayo driving Layup,[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,2.8,Missed,,,,,,,,,,,,,,,,,,,
247,PT06M05.00S,2022-05-30T01:30:47.3Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,30,41,2022-05-30T01:30:50Z,2400000,,,0,,B. Adebayo REBOUND (Off:3 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,246.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
248,PT06M02.00S,2022-05-30T01:30:49.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628389,90.62089356110381,50.245098039215684,1610612748,32,41,2022-05-30T01:30:58Z,2410000,1.0,36.0,1,right,B. Adebayo Hook (10 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,3.57,Made,,,,,10.0,,,,,,,,,,,,,,
249,PT05M51.00S,2022-05-30T01:31:10.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.783837056504599,54.90196078431373,1610612738,32,43,2022-05-30T01:33:23Z,2420000,-25.0,11.0,1,left,J. Tatum driving finger roll Layup (10 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,2.7,Made,,,,,10.0,,,,,,,,,,,,,,
250,PT05M51.00S,2022-05-30T01:31:22.1Z,2,REGULAR,foul,personal,['1freethrow'],1629216,,,1610612738,32,43,2022-05-30T01:31:32Z,2430000,,,0,,G. Vincent shooting personal FOUL (2 PF) (Tatum 1 FT),"[1629216, 1628369]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Tatum,1628369.0,,,
252,PT05M51.00S,2022-05-30T01:31:33.5Z,2,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,32,43,2022-05-30T01:31:33Z,2450000,,,0,,MISS J. Tatum Free Throw 1 of 1,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
253,PT05M48.00S,2022-05-30T01:31:34.1Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,32,43,2022-05-30T01:31:34Z,2460000,,,0,,B. Adebayo REBOUND (Off:3 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,252.0,8.0,5.0,3.0,,,,,,,,,,,,,,,
254,PT05M41.00S,2022-05-30T01:31:45.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,32,43,2022-05-30T01:31:45Z,2470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M27.00S,2022-05-30T01:32:16.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612748,32,43,2022-05-30T01:32:25Z,2480000,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,2714.0,,,,,,,
256,PT05M18.00S,2022-05-30T01:32:37.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203935,15.325229960578188,51.470588235294116,1610612738,32,45,2022-05-30T01:32:43Z,2490000,-7.0,92.0,1,left,M. Smart 9' floating Jump Shot (9 PTS) (J. Tatum 4 AST),"[203935, 1628369]",1610612738.0,BOS,floating,,,Smart,M. Smart,,,,,9.19,Made,,,,,9.0,,,,J. Tatum,1628369.0,4.0,,,,,,,,
258,PT05M18.00S,2022-05-30T01:32:44.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,32,45,2022-05-30T01:32:44Z,2510000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
