actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
352,PT09M49.00S,2022-06-11T02:26:42.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203952,92.32917214191852,43.627450980392155,1610612744,59,54,2022-06-11T02:26:50Z,3490000,-32.0,20.0,1,right,MISS A. Wiggins driving Layup,[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,3.74,Missed,,,,,,,,,,,,,,,,,,
353,PT09M48.00S,2022-06-11T02:26:43.8Z,3,REGULAR,rebound,offensive,[],203110,,,1610612744,59,54,2022-06-11T02:26:50Z,3500000,,,0,,D. Green REBOUND (Off:2 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,352.0,,4.0,2.0,2.0,,,,
354,PT09M48.00S,2022-06-11T02:26:47.2Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203110,94.40999984741211,50.0,1610612744,59,56,2022-06-11T02:26:53Z,3510000,0.0,0.0,1,right,D. Green tip DUNK (2 PTS),[203110],1610612744.0,GSW,tip,,,Green,D. Green,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
355,PT09M37.00S,2022-06-11T02:26:54.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,9.198423127463863,44.653799019607845,1610612738,61,56,2022-06-11T02:26:59Z,3520000,27.0,34.0,1,left,R. Williams III cutting Layup (7 PTS) (A. Horford 4 AST),"[1629057, 201143]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,4.32,Made,7.0,A. Horford,201143.0,4.0,,,,,,,,,,,,,,
357,PT09M16.00S,2022-06-11T02:27:15.3Z,3,REGULAR,3pt,Jump Shot,[],203110,69.46452036793693,66.17647058823529,1610612744,61,56,2022-06-11T02:27:19Z,3540000,81.0,235.0,1,right,MISS D. Green 24' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,24.81,Missed,,,,,,,,,,,,,,,,,,
358,PT09M14.00S,2022-06-11T02:27:17.3Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,61,56,2022-06-11T02:27:19Z,3550000,,,0,,R. Williams III REBOUND (Off:4 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,357.0,,11.0,7.0,4.0,,,,
359,PT09M01.00S,2022-06-11T02:27:30.3Z,3,REGULAR,2pt,Jump Shot,[],1627759,10.200394218134035,75.73529411764706,1610612738,61,56,2022-06-11T02:27:42Z,3560000,-129.0,43.0,1,left,MISS J. Brown 13' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,13.58,Missed,,,,,,,,,,,,,,,,,,
360,PT08M58.00S,2022-06-11T02:27:33.3Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,61,56,2022-06-11T02:27:42Z,3570000,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,359.0,,2.0,1.0,1.0,,,,
361,PT08M52.00S,2022-06-11T02:27:40.7Z,3,REGULAR,foul,personal,['2freethrow'],203490,,,1610612738,61,56,2022-06-11T02:27:50Z,3580000,,,0,,O. Porter Jr. shooting personal FOUL (1 PF) (Tatum 2 FT),"[203490, 1628369]",1610612744.0,GSW,shooting,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,2715.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,
363,PT08M52.00S,2022-06-11T02:28:05.7Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628369,,,1610612738,62,56,2022-06-11T02:28:05Z,3600000,,,0,,J. Tatum Free Throw 1 of 2 (17 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
364,PT08M52.00S,2022-06-11T02:28:24.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628369,,,1610612738,63,56,2022-06-11T02:28:24Z,3610000,,,0,,J. Tatum Free Throw 2 of 2 (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
365,PT08M42.00S,2022-06-11T02:28:39.6Z,3,REGULAR,2pt,Jump Shot,[],202691,79.97700394218134,74.01960784313727,1610612744,63,58,2022-06-11T02:29:00Z,3620000,120.0,136.0,1,right,K. Thompson 18' pullup Jump Shot (10 PTS) (O. Porter Jr. 1 AST),"[202691, 203490]",1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,18.12,Made,10.0,O. Porter Jr.,203490.0,1.0,,,,,,,,,,,,,,
367,PT08M22.00S,2022-06-11T02:29:00.0Z,3,REGULAR,3pt,Jump Shot,[],201143,18.74178712220762,6.862745098039216,1610612738,63,58,2022-06-11T02:29:06Z,3640000,216.0,124.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,24.87,Missed,,,,,,,,,,,,,,,,,,
368,PT08M20.00S,2022-06-11T02:29:02.0Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,63,58,2022-06-11T02:29:06Z,3650000,,,0,,S. Curry REBOUND (Off:1 Def:5),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,367.0,,6.0,5.0,1.0,,,,
369,PT08M02.00S,2022-06-11T02:29:19.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,81.68528252299606,59.55882352941176,1610612744,63,58,2022-06-11T02:29:24Z,3660000,48.0,120.0,1,right,MISS K. Thompson 12' fadeaway Shot,[202691],1610612744.0,GSW,fadeaway,,,Thompson,K. Thompson,,,,,12.89,Missed,,,,,,,,,,,,,,,,,,
370,PT08M00.00S,2022-06-11T02:29:21.8Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,63,58,2022-06-11T02:29:24Z,3670000,,,0,,A. Horford REBOUND (Off:0 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,369.0,,6.0,6.0,0.0,,,,
376,PT07M52.00S,2022-06-11T02:29:25.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,10.85742444152431,44.6078431372549,1610612738,63,58,2022-06-11T02:30:28Z,3675000,27.0,50.0,1,left,MISS M. Smart driving Layup - blocked,"[203935, 202691]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,5.65,Missed,,,,,,,,,,,,,,,Thompson,202691.0,,
377,PT07M52.00S,2022-06-11T02:29:25.1Z,3,REGULAR,block,,[],202691,,,1610612738,63,58,2022-06-11T02:30:12Z,3677500,,,0,,K. Thompson BLOCK (1 BLK),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
378,PT07M51.00S,2022-06-11T02:29:26.1Z,3,REGULAR,rebound,defensive,[],203490,,,1610612744,63,58,2022-06-11T02:30:28Z,3678750,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,376.0,,1.0,1.0,0.0,,,,
373,PT07M47.00S,2022-06-11T02:29:37.8Z,3,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612744,63,58,2022-06-11T02:29:46Z,3700000,,,0,,J. Tatum shooting personal FOUL (2 PF) (Porter Jr. 2 FT),"[1628369, 203490]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,2715.0,2.0,0.0,Porter Jr.,203490.0,,,,,,,,,
375,PT07M47.00S,2022-06-11T02:30:06.6Z,3,REGULAR,freethrow,1 of 2,[],203490,,,1610612744,63,59,2022-06-11T02:30:21Z,3720000,,,0,,O. Porter Jr. Free Throw 1 of 2 (1 PTS),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
379,PT07M47.00S,2022-06-11T02:30:07.6Z,3,REGULAR,substitution,out,[],201143,,,1610612744,63,59,2022-06-11T02:30:12Z,3730000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
380,PT07M47.00S,2022-06-11T02:30:07.6Z,3,REGULAR,substitution,in,[],1628401,,,1610612744,63,59,2022-06-11T02:30:12Z,3740000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
381,PT07M47.00S,2022-06-11T02:30:27.7Z,3,REGULAR,freethrow,2 of 2,[],203490,,,1610612744,63,60,2022-06-11T02:30:27Z,3750000,,,0,,O. Porter Jr. Free Throw 2 of 2 (2 PTS),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
382,PT07M31.00S,2022-06-11T02:30:47.1Z,3,REGULAR,2pt,Jump Shot,[],1627759,20.105124835742444,68.40533088235294,1610612738,65,60,2022-06-11T02:30:56Z,3760000,-92.0,136.0,1,left,J. Brown 16' fadeaway Jump Shot (14 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,16.46,Made,14.0,,,,,,,,,,,,,,,,,
383,PT07M31.00S,2022-06-11T02:30:52.0Z,3,REGULAR,foul,personal,['1freethrow'],203110,,,1610612738,65,60,2022-06-11T02:30:58Z,3770000,,,0,,D. Green shooting personal FOUL (3 PF) (Brown 1 FT),"[203110, 1627759]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,2715.0,3.0,0.0,Brown,1627759.0,,,,,,,,,
385,PT07M31.00S,2022-06-11T02:30:58.9Z,3,REGULAR,substitution,out,[],203490,,,1610612738,65,60,2022-06-11T02:31:09Z,3790000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
386,PT07M31.00S,2022-06-11T02:30:58.9Z,3,REGULAR,substitution,in,[],1626172,,,1610612738,65,60,2022-06-11T02:31:09Z,3800000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
387,PT07M31.00S,2022-06-11T02:31:25.0Z,3,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,66,60,2022-06-11T02:31:25Z,3810000,,,0,,J. Brown Free Throw 1 of 1 (15 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
388,PT07M15.00S,2022-06-11T02:31:45.6Z,3,REGULAR,3pt,Jump Shot,[],201939,75.3777923784494,83.57843137254902,1610612744,66,63,2022-06-11T02:31:50Z,3820000,168.0,179.0,1,right,S. Curry 24' 3PT  (24 PTS) (A. Wiggins 1 AST),"[201939, 203952]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,24.53,Made,24.0,A. Wiggins,203952.0,1.0,,,,,,,,,,,,,,
390,PT07M03.00S,2022-06-11T02:31:59.5Z,3,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,66,63,2022-06-11T02:32:11Z,3840000,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (5 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,,,,,,,2715.0,,,,,,5.0,,,,,,,
391,PT06M51.00S,2022-06-11T02:32:18.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202691,78.9257555847569,90.19607843137256,1610612744,66,63,2022-06-11T02:32:28Z,3850000,201.0,146.0,1,right,MISS K. Thompson 24' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,24.82,Missed,,,,,,,,,,,,,,,,,,
392,PT06M48.00S,2022-06-11T02:32:21.6Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,66,63,2022-06-11T02:32:28Z,3860000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,391.0,,1.0,1.0,0.0,,,,
393,PT06M35.00S,2022-06-11T02:32:33.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,33.459264126149804,37.99019607843137,1610612738,66,63,2022-06-11T02:32:46Z,3870000,60.0,262.0,1,left,MISS J. Tatum 26' 3PT - blocked,"[1628369, 202691]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.88,Missed,,,,,,,,,,,,,,,Thompson,202691.0,,
394,PT06M35.00S,2022-06-11T02:32:33.9Z,3,REGULAR,block,,[],202691,,,1610612738,66,63,2022-06-11T02:32:36Z,3880000,,,0,,K. Thompson BLOCK (2 BLK),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
395,PT06M33.00S,2022-06-11T02:32:35.9Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,66,63,2022-06-11T02:32:46Z,3890000,,,0,,A. Wiggins REBOUND (Off:0 Def:7),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,393.0,,7.0,7.0,0.0,,,,
396,PT06M31.00S,2022-06-11T02:32:38.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202691,74.19513797634691,20.34313725490196,1610612744,66,63,2022-06-11T02:33:28Z,3900000,-148.0,190.0,1,right,MISS K. Thompson 24' running 3PT,[202691],1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,24.11,Missed,,,,,,,,,,,,,,,,,,
397,PT06M28.00S,2022-06-11T02:32:41.2Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,66,63,2022-06-11T02:32:50Z,3910000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,396.0,,2.0,2.0,0.0,,,,
399,PT06M14.00S,2022-06-11T02:32:54.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,14.191852825229962,52.59650735294118,1610612738,68,63,2022-06-11T02:34:08Z,3920000,-13.0,81.0,1,left,M. Smart 8' fadeaway Jump Shot (12 PTS),[203935],1610612738.0,BOS,fadeaway,,,Smart,M. Smart,,,,,8.19,Made,12.0,,,,,,,,,,,,,,,,,
400,PT06M14.00S,2022-06-11T02:33:00.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,68,63,2022-06-11T02:33:00Z,3930000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M14.00S,2022-06-11T02:36:09.2Z,3,REGULAR,substitution,out,[],1628369,,,1610612744,68,63,2022-06-11T02:36:28Z,3940000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
402,PT06M14.00S,2022-06-11T02:36:09.2Z,3,REGULAR,substitution,in,[],1629684,,,1610612744,68,63,2022-06-11T02:36:28Z,3950000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
403,PT05M59.00S,2022-06-11T02:36:54.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,94.69448094612353,55.63725490196079,1610612744,68,65,2022-06-11T02:37:02Z,3960000,28.0,-3.0,1,right,K. Looney reverse Layup (4 PTS) (S. Curry 3 AST),"[1626172, 201939]",1610612744.0,GSW,reverse,,,Looney,K. Looney,,,,,2.83,Made,4.0,S. Curry,201939.0,3.0,,,,,,,,,,,,,,
405,PT05M34.00S,2022-06-11T02:37:19.3Z,3,REGULAR,3pt,Jump Shot,[],1628401,13.748357424441524,97.30392156862744,1610612738,71,65,2022-06-11T02:37:23Z,3980000,-237.0,77.0,1,left,D. White 24' 3PT  (13 PTS) (M. Smart 4 AST),"[1628401, 203935]",1610612738.0,BOS,,,,White,D. White,,,,,24.86,Made,13.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,
407,PT05M06.00S,2022-06-11T02:37:47.4Z,3,REGULAR,2pt,Jump Shot,[],203110,92.72339027595268,28.431372549019606,1610612744,71,65,2022-06-11T02:37:55Z,4000000,-108.0,16.0,1,right,MISS D. Green 10' driving floating Shot,[203110],1610612744.0,GSW,driving floating,,,Green,D. Green,,,,,10.9,Missed,,,,,,,,,,,,,,,,,,
408,PT05M04.00S,2022-06-11T02:37:49.4Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,71,65,2022-06-11T02:37:55Z,4010000,,,0,,R. Williams III REBOUND (Off:4 Def:8),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,407.0,,12.0,8.0,4.0,,,,
409,PT04M58.00S,2022-06-11T02:37:56.2Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627759,11.169513797634691,38.74080882352941,1610612738,71,65,2022-06-11T02:38:44Z,4020000,56.0,52.0,1,left,MISS J. Brown 7' running Shot,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,7.7,Missed,,,,,,,,,,,,,,,,,,
410,PT04M56.00S,2022-06-11T02:37:58.2Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,71,65,2022-06-11T02:38:05Z,4030000,,,0,,A. Wiggins REBOUND (Off:0 Def:8),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,409.0,,8.0,8.0,0.0,,,,
411,PT04M46.00S,2022-06-11T02:38:07.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203952,85.89027595269383,53.67647058823529,1610612744,71,67,2022-06-11T02:38:19Z,4040000,18.0,80.0,1,right,A. Wiggins 8' turnaround Hook (13 PTS) (D. Green 5 AST),"[203952, 203110]",1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,8.22,Made,13.0,D. Green,203110.0,5.0,,,,,,,,,,,,,,
413,PT04M29.00S,2022-06-11T02:38:24.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,14.668199737187912,41.66666666666667,1610612738,71,67,2022-06-11T02:39:33Z,4060000,42.0,85.0,1,left,MISS D. White 9' driving floating bank Shot,[1628401],1610612738.0,BOS,driving floating bank,,,White,D. White,,,,,9.5,Missed,,,,,,,,,,,,,,,,,,
414,PT04M28.00S,2022-06-11T02:38:25.2Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,71,67,2022-06-11T02:38:28Z,4070000,,,0,,K. Looney REBOUND (Off:3 Def:6),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,413.0,,9.0,6.0,3.0,,,,
415,PT04M19.00S,2022-06-11T02:38:34.5Z,3,REGULAR,3pt,Jump Shot,[],201939,67.23061760840999,47.549019607843135,1610612744,71,70,2022-06-11T02:38:39Z,4080000,-12.0,256.0,1,right,S. Curry 25' 3PT pullup (27 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,25.58,Made,27.0,,,,,,,,,,,,,,,,,
416,PT03M56.00S,2022-06-11T02:38:57.0Z,3,REGULAR,2pt,Jump Shot,[],203935,23.47240473061761,57.107843137254896,1610612738,73,70,2022-06-11T02:39:05Z,4090000,-36.0,168.0,1,left,M. Smart 17' pullup Jump Shot (14 PTS) (J. Brown 2 AST),"[203935, 1627759]",1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,17.18,Made,14.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,
418,PT03M37.00S,2022-06-11T02:39:22.8Z,3,REGULAR,foul,personal,[],203935,,,1610612744,73,70,2022-06-11T02:39:42Z,4110000,,,0,,M. Smart personal FOUL (2 PF),"[203935, 203952]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,201640.0,2.0,0.0,Wiggins,203952.0,,,,,,,,,
420,PT03M37.00S,2022-06-11T02:39:36.6Z,3,REGULAR,substitution,out,[],1627759,,,1610612744,73,70,2022-06-11T02:39:54Z,4130000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M37.00S,2022-06-11T02:39:36.6Z,3,REGULAR,substitution,out,[],1629057,,,1610612744,73,70,2022-06-11T02:39:54Z,4140000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M37.00S,2022-06-11T02:39:36.6Z,3,REGULAR,substitution,out,[],202691,,,1610612744,73,70,2022-06-11T02:39:54Z,4150000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M37.00S,2022-06-11T02:39:36.6Z,3,REGULAR,substitution,out,[],203110,,,1610612744,73,70,2022-06-11T02:39:54Z,4160000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M37.00S,2022-06-11T02:39:36.6Z,3,REGULAR,substitution,in,[],201143,,,1610612744,73,70,2022-06-11T02:39:54Z,4170000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M37.00S,2022-06-11T02:39:36.6Z,3,REGULAR,substitution,in,[],1628369,,,1610612744,73,70,2022-06-11T02:39:54Z,4180000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M37.00S,2022-06-11T02:39:36.6Z,3,REGULAR,substitution,in,[],1627780,,,1610612744,73,70,2022-06-11T02:39:54Z,4190000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
427,PT03M37.00S,2022-06-11T02:39:36.6Z,3,REGULAR,substitution,in,[],203490,,,1610612744,73,70,2022-06-11T02:39:54Z,4200000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M31.00S,2022-06-11T02:40:03.0Z,3,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,73,70,2022-06-11T02:40:15Z,4210000,,,0,,S. Curry lost ball out-of-bounds TURNOVER (4 TO),[201939],1610612744.0,GSW,lost ball,,,Curry,S. Curry,,,,,,,,,,,2715.0,,,,,,4.0,,,,,,,
429,PT03M12.00S,2022-06-11T02:40:31.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,35.03613666228647,27.205882352941174,1610612738,73,70,2022-06-11T02:41:14Z,4220000,114.0,277.0,1,left,MISS D. White 29' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,29.94,Missed,,,,,,,,,,,,,,,,,,
430,PT03M10.00S,2022-06-11T02:40:33.3Z,3,REGULAR,rebound,defensive,[],1627780,,,1610612744,73,70,2022-06-11T02:40:55Z,4230000,,,0,,G. Payton II REBOUND (Off:1 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,429.0,,2.0,1.0,1.0,,,,
431,PT03M06.00S,2022-06-11T02:40:38.6Z,3,REGULAR,foul,personal,[],1629684,,,1610612744,73,70,2022-06-11T02:40:45Z,4240000,,,0,,G. Williams take personal FOUL (4 PF),"[1629684, 201939]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,2715.0,4.0,0.0,Curry,201939.0,,,,,,,,,
433,PT02M57.00S,2022-06-11T02:41:05.4Z,3,REGULAR,3pt,Jump Shot,[],201939,60.92312746386334,33.088235294117645,1610612744,73,73,2022-06-11T02:41:10Z,4260000,-85.0,315.0,1,right,S. Curry 32' 3PT pullup (30 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,32.6,Made,30.0,,,,,,,,,,,,,,,,,
434,PT02M40.00S,2022-06-11T02:41:22.7Z,3,REGULAR,3pt,Jump Shot,[],203935,30.56833114323259,79.16666666666666,1610612738,73,73,2022-06-11T02:42:23Z,4270000,-146.0,235.0,1,left,MISS M. Smart 27' step back 3PT,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,27.64,Missed,,,,,,,,,,,,,,,,,,
435,PT02M38.00S,2022-06-11T02:41:24.7Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,73,73,2022-06-11T02:41:27Z,4280000,,,0,,A. Wiggins REBOUND (Off:0 Def:9),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,434.0,,9.0,9.0,0.0,,,,
436,PT02M31.00S,2022-06-11T02:41:34.6Z,3,REGULAR,foul,personal,[],201143,,,1610612744,73,73,2022-06-11T02:41:44Z,4290000,,,0,,A. Horford personal FOUL (1 PF),"[201143, 201939]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,2715.0,1.0,0.0,Curry,201939.0,,,,,,,,,
438,PT02M31.00S,2022-06-11T02:41:47.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,73,73,2022-06-11T02:41:47Z,4310000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M31.00S,2022-06-11T02:44:45.9Z,3,REGULAR,substitution,out,[],1629684,,,1610612744,73,73,2022-06-11T02:45:08Z,4320000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M31.00S,2022-06-11T02:44:45.9Z,3,REGULAR,substitution,out,[],203952,,,1610612744,73,73,2022-06-11T02:45:08Z,4330000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
441,PT02M31.00S,2022-06-11T02:44:45.9Z,3,REGULAR,substitution,out,[],203490,,,1610612744,73,73,2022-06-11T02:45:08Z,4340000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
442,PT02M31.00S,2022-06-11T02:44:45.9Z,3,REGULAR,substitution,in,[],1627759,,,1610612744,73,73,2022-06-11T02:45:08Z,4350000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
443,PT02M31.00S,2022-06-11T02:44:45.9Z,3,REGULAR,substitution,in,[],1629673,,,1610612744,73,73,2022-06-11T02:45:08Z,4360000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
