actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
171,PT10M33.00S,2022-06-11T01:40:14.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,86.5473061760841,53.431372549019606,1610612738,28,27,2022-06-11T01:40:18Z,1700000,17.0,74.0,1,right,MISS J. Tatum 7' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,7.6,Missed,,,,,,,,,,,,,,,,,,
172,PT10M32.00S,2022-06-11T01:40:15.2Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,28,27,2022-06-11T01:40:18Z,1710000,,,0,,N. Bjelica REBOUND (Off:0 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,171.0,,1.0,1.0,0.0,,,,
173,PT10M24.00S,2022-06-11T01:40:24.1Z,2,REGULAR,3pt,Jump Shot,[],202691,9.149145860709593,97.30392156862744,1610612744,28,27,2022-06-11T01:40:28Z,1720000,-237.0,34.0,1,left,MISS K. Thompson step back 3PT,[202691],1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,23.89,Missed,,,,,,,,,,,,,,,,,,
174,PT10M23.00S,2022-06-11T01:40:25.1Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,28,27,2022-06-11T01:40:32Z,1730000,,,0,,R. Williams III REBOUND (Off:4 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,173.0,,9.0,5.0,4.0,,,,
175,PT10M06.00S,2022-06-11T01:40:40.9Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,28,27,2022-06-11T01:40:44Z,1740000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 203952]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,2.0,,,,,,Wiggins,203952.0
176,PT10M06.00S,2022-06-11T01:40:40.9Z,2,REGULAR,steal,,[],203952,,,1610612744,28,27,2022-06-11T01:40:42Z,1750000,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M52.00S,2022-06-11T01:41:02.5Z,2,REGULAR,foul,personal,[],1629684,,,1610612744,28,27,2022-06-11T01:41:30Z,1770000,,,0,,G. Williams personal FOUL (3 PF),"[1629684, 203952]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,201640.0,3.0,0.0,Wiggins,203952.0,,,,,,,,,
180,PT09M52.00S,2022-06-11T01:41:15.9Z,2,REGULAR,substitution,out,[],1629684,,,1610612744,28,27,2022-06-11T01:41:24Z,1790000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M52.00S,2022-06-11T01:41:15.9Z,2,REGULAR,substitution,in,[],203935,,,1610612744,28,27,2022-06-11T01:41:24Z,1800000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M49.00S,2022-06-11T01:41:37.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,35.03613666228647,50.98039215686274,1610612744,28,30,2022-06-11T01:41:42Z,1810000,-5.0,277.0,1,left,J. Poole 27' 3PT pullup (5 PTS) (K. Thompson 1 AST),"[1629673, 202691]",1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,27.68,Made,5.0,K. Thompson,202691.0,1.0,,,,,,,,,,,,,,
184,PT09M32.00S,2022-06-11T01:41:53.9Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,28,30,2022-06-11T01:41:57Z,1830000,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 203110]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,3.0,,,,,,Green,203110.0
185,PT09M32.00S,2022-06-11T01:41:53.9Z,2,REGULAR,steal,,[],203110,,,1610612744,28,30,2022-06-11T01:44:40Z,1840000,,,0,,D. Green STEAL (2 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M29.00S,2022-06-11T01:41:57.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629673,34.773324572930356,64.95098039215686,1610612744,28,33,2022-06-11T01:42:04Z,1850000,-75.0,274.0,1,left,J. Poole 28' 3PT running pullup (8 PTS),[1629673],1610612744.0,GSW,running pullup,,,Poole,J. Poole,,,,,28.44,Made,8.0,,,,,,,,,,,,,,,,,
187,PT09M27.00S,2022-06-11T01:42:04.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,28,33,2022-06-11T01:42:04Z,1860000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M27.00S,2022-06-11T01:45:08.9Z,2,REGULAR,substitution,out,[],1628401,,,1610612738,28,33,2022-06-11T01:45:39Z,1870000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M27.00S,2022-06-11T01:45:08.9Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,28,33,2022-06-11T01:45:39Z,1880000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M13.00S,2022-06-11T01:46:00.8Z,2,REGULAR,2pt,Jump Shot,[],1628369,93.69250985545335,7.8661151960784315,1610612738,28,33,2022-06-11T01:46:10Z,1890000,-211.0,7.0,1,right,MISS J. Tatum 21' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,21.08,Missed,,,,,,,,,,,,,,,,,,
191,PT09M11.00S,2022-06-11T01:46:02.8Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,28,33,2022-06-11T01:46:10Z,1900000,,,0,,A. Wiggins REBOUND (Off:0 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,190.0,,3.0,3.0,0.0,,,,
192,PT08M56.00S,2022-06-11T01:46:17.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,8.804204993429698,49.83915441176471,1610612744,28,33,2022-06-11T01:47:21Z,1910000,1.0,30.0,1,left,MISS D. Green driving floating Shot,[203110],1610612744.0,GSW,driving floating,,,Green,D. Green,,,,,3.03,Missed,,,,,,,,,,,,,,,,,,
193,PT08M54.00S,2022-06-11T01:46:19.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,28,33,2022-06-11T01:46:22Z,1920000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,192.0,,4.0,4.0,0.0,,,,
194,PT08M44.00S,2022-06-11T01:46:28.4Z,2,REGULAR,3pt,Jump Shot,[],1627759,72.35545335085413,76.22549019607843,1610612738,31,33,2022-06-11T01:46:34Z,1930000,131.0,207.0,1,right,J. Brown 24' 3PT  (5 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.54,Made,5.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,
196,PT08M29.00S,2022-06-11T01:46:44.3Z,2,REGULAR,3pt,Jump Shot,[],1629673,30.56833114323259,83.33333333333334,1610612744,31,33,2022-06-11T01:46:50Z,1950000,-167.0,235.0,1,left,MISS J. Poole 28' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,28.8,Missed,,,,,,,,,,,,,,,,,,
197,PT08M27.00S,2022-06-11T01:46:46.3Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,31,33,2022-06-11T01:46:50Z,1960000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,196.0,,1.0,1.0,0.0,,,,
198,PT08M16.00S,2022-06-11T01:46:59.6Z,2,REGULAR,turnover,out-of-bounds,[],1630202,,,1610612738,31,33,2022-06-11T01:47:05Z,1970000,,,0,,P. Pritchard step out-of-bounds TURNOVER (1 TO),[1630202],1610612738.0,BOS,step,,,Pritchard,P. Pritchard,,,,,,,,,,,2715.0,,,,,,1.0,,,,,,,
199,PT08M04.00S,2022-06-11T01:47:20.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203952,24.78646517739816,41.42156862745098,1610612744,31,33,2022-06-11T01:47:27Z,1980000,43.0,180.0,1,left,MISS A. Wiggins 18' turnaround fadeaway Shot - blocked,"[203952, 1628369]",1610612744.0,GSW,turnaround fadeaway,,,Wiggins,A. Wiggins,,,,,18.55,Missed,,,,,,,,,,,,,,,Tatum,1628369.0,,
201,PT08M04.00S,2022-06-11T01:47:20.1Z,2,REGULAR,block,,[],1628369,,,1610612744,31,33,2022-06-11T01:47:27Z,1985000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M02.00S,2022-06-11T01:47:22.1Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,31,33,2022-06-11T01:47:27Z,1990000,,,0,,R. Williams III REBOUND (Off:4 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,199.0,,10.0,6.0,4.0,,,,
202,PT07M57.00S,2022-06-11T01:47:27.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,77.87450722733246,88.23529411764706,1610612738,31,33,2022-06-11T01:47:37Z,2000000,191.0,155.0,1,right,MISS J. Tatum 24' running 3PT,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,
203,PT07M55.00S,2022-06-11T01:47:29.9Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,31,33,2022-06-11T01:47:37Z,2010000,,,0,,A. Wiggins REBOUND (Off:0 Def:4),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,202.0,,4.0,4.0,0.0,,,,
204,PT07M42.00S,2022-06-11T01:47:42.9Z,2,REGULAR,2pt,Jump Shot,[],1629673,21.107095926412615,33.82352941176471,1610612744,31,35,2022-06-11T01:47:46Z,2020000,81.0,146.0,1,left,J. Poole 16' pullup Jump Shot (10 PTS),[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,16.68,Made,10.0,,,,,,,,,,,,,,,,,
205,PT07M28.00S,2022-06-11T01:47:57.3Z,2,REGULAR,3pt,Jump Shot,[],1627759,68.15045992115637,23.52941176470588,1610612738,34,35,2022-06-11T01:48:44Z,2030000,-132.0,247.0,1,right,J. Brown 28' 3PT  (8 PTS) (R. Williams III 2 AST),"[1627759, 1629057]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,28.02,Made,8.0,R. Williams III,1629057.0,2.0,,,,,,,,,,,,,,
207,PT07M28.00S,2022-06-11T01:48:00.1Z,2,REGULAR,foul,personal,['1freethrow'],202691,,,1610612738,34,35,2022-06-11T01:48:12Z,2050000,,,0,,K. Thompson shooting personal FOUL (1 PF) (Brown 1 FT),"[202691, 1627759]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,,,,,,,201640.0,1.0,0.0,Brown,1627759.0,,,,,,,,,
209,PT07M28.00S,2022-06-11T01:48:28.6Z,2,REGULAR,substitution,out,[],202357,,,1610612738,34,35,2022-06-11T01:48:44Z,2070000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M28.00S,2022-06-11T01:48:28.6Z,2,REGULAR,substitution,in,[],201939,,,1610612738,34,35,2022-06-11T01:48:44Z,2080000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M28.00S,2022-06-11T01:48:44.3Z,2,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,34,35,2022-06-11T01:48:48Z,2090000,,,0,,MISS J. Brown Free Throw 1 of 1,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
212,PT07M28.00S,2022-06-11T01:48:44.3Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,34,35,2022-06-11T01:48:48Z,2100000,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,211.0,,1.0,1.0,0.0,,,,
213,PT07M20.00S,2022-06-11T01:48:51.6Z,2,REGULAR,3pt,Jump Shot,[],1629673,32.933639947437584,75.98039215686273,1610612744,34,35,2022-06-11T01:48:59Z,2110000,-130.0,257.0,1,left,MISS J. Poole 28' pullup 3PT,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,28.81,Missed,,,,,,,,,,,,,,,,,,
214,PT07M18.00S,2022-06-11T01:48:53.6Z,2,REGULAR,rebound,offensive,[],201939,,,1610612744,34,35,2022-06-11T01:48:59Z,2120000,,,0,,S. Curry REBOUND (Off:1 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,213.0,,4.0,3.0,1.0,,,,
215,PT07M15.00S,2022-06-11T01:48:56.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201939,10.463206307490145,43.38235294117647,1610612744,34,37,2022-06-11T01:51:09Z,2130000,33.0,46.0,1,left,S. Curry finger roll Layup (14 PTS),[201939],1610612744.0,GSW,finger roll,,,Curry,S. Curry,,,,,5.66,Made,14.0,,,,,,,,,,,,,,,,,
216,PT06M56.00S,2022-06-11T01:49:16.9Z,2,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612738,34,37,2022-06-11T01:49:39Z,2140000,,,0,,J. Poole shooting personal FOUL (1 PF) (Pritchard 2 FT),"[1629673, 1630202]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,,,,,,,1148.0,1.0,0.0,Pritchard,1630202.0,,,,,,,,,
218,PT06M56.00S,2022-06-11T01:49:41.7Z,2,REGULAR,foul,technical,['1freethrow'],204005,,,1610612738,34,37,2022-06-11T01:50:04Z,2160000,,,0,,TEAM foul technical,[204005],1610612744.0,GSW,,,,,,,,,,,,,,,,1148.0,,,,,,,,,,,,,
219,PT06M56.00S,2022-06-11T01:49:48.7Z,2,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,34,37,2022-06-11T01:49:48Z,2170000,,,0,,MISS J. Tatum technical Free Throw 1 of 1,[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,
220,PT06M56.00S,2022-06-11T01:49:48.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,34,37,2022-06-11T01:49:48Z,2180000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,219.0,,,,,,,,
221,PT06M56.00S,2022-06-11T01:50:12.3Z,2,REGULAR,freethrow,1 of 2,[],1630202,,,1610612738,34,37,2022-06-11T01:50:12Z,2190000,,,0,,MISS P. Pritchard Free Throw 1 of 2,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,Missed,,,,,,,,,,,,,,,,,,
222,PT06M56.00S,2022-06-11T01:50:12.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,34,37,2022-06-11T01:50:12Z,2200000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,221.0,,,,,,,,
223,PT06M56.00S,2022-06-11T01:50:13.8Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,34,37,2022-06-11T01:50:21Z,2210000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M56.00S,2022-06-11T01:50:13.8Z,2,REGULAR,substitution,in,[],201143,,,1610612738,34,37,2022-06-11T01:50:21Z,2220000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M56.00S,2022-06-11T01:50:33.2Z,2,REGULAR,freethrow,2 of 2,[],1630202,,,1610612738,35,37,2022-06-11T01:50:33Z,2230000,,,0,,P. Pritchard Free Throw 2 of 2 (1 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
226,PT06M46.00S,2022-06-11T01:50:44.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,7.095926412614981,45.73759191176471,1610612744,35,39,2022-06-11T01:50:53Z,2240000,21.0,14.0,1,left,S. Curry driving reverse Layup (16 PTS),[201939],1610612744.0,GSW,driving reverse,,,Curry,S. Curry,,,,,2.56,Made,16.0,,,,,,,,,,,,,,,,,
227,PT06M34.00S,2022-06-11T01:50:57.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.06636005256242,57.35294117647059,1610612738,37,39,2022-06-11T01:51:01Z,2250000,37.0,22.0,1,right,J. Tatum driving Layup (14 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,4.29,Made,14.0,A. Horford,201143.0,1.0,,,,,,,,,,,,,,
229,PT06M24.00S,2022-06-11T01:51:06.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203110,8.278580814717477,57.37591911764706,1610612744,37,39,2022-06-11T01:51:21Z,2270000,-37.0,25.0,1,left,MISS D. Green driving Layup - blocked,"[203110, 201143]",1610612744.0,GSW,driving,,,Green,D. Green,,,,,4.47,Missed,,,,,,,,,,,,,,,Horford,201143.0,,
230,PT06M24.00S,2022-06-11T01:51:06.6Z,2,REGULAR,block,,[],201143,,,1610612744,37,39,2022-06-11T01:51:08Z,2280000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M23.00S,2022-06-11T01:51:07.6Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,37,39,2022-06-11T01:51:33Z,2290000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,229.0,,1.0,1.0,0.0,,,,
234,PT06M13.00S,2022-06-11T01:52:08.7Z,2,REGULAR,foul,personal,[],1629673,,,1610612738,37,39,2022-06-11T01:52:14Z,2320000,,,0,,J. Poole personal FOUL (2 PF),"[1629673, 1628369]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,2715.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,
236,PT06M03.00S,2022-06-11T01:52:38.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.32917214191852,47.549019607843135,1610612738,39,39,2022-06-11T01:52:41Z,2340000,-12.0,20.0,1,right,J. Brown driving Layup (10 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.31,Made,10.0,,,,,,,,,,,,,,,,,
238,PT05M50.00S,2022-06-11T01:53:14.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,39,39,2022-06-11T01:53:14Z,2360000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M50.00S,2022-06-11T01:56:19.4Z,2,REGULAR,substitution,out,[],1630202,,,1610612744,39,39,2022-06-11T01:56:42Z,2370000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M50.00S,2022-06-11T01:56:19.4Z,2,REGULAR,substitution,out,[],202691,,,1610612744,39,39,2022-06-11T01:56:42Z,2380000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M50.00S,2022-06-11T01:56:19.4Z,2,REGULAR,substitution,out,[],203110,,,1610612744,39,39,2022-06-11T01:56:42Z,2390000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M50.00S,2022-06-11T01:56:19.4Z,2,REGULAR,substitution,in,[],1628401,,,1610612744,39,39,2022-06-11T01:56:42Z,2400000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M50.00S,2022-06-11T01:56:19.4Z,2,REGULAR,substitution,in,[],1627780,,,1610612744,39,39,2022-06-11T01:56:42Z,2410000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M50.00S,2022-06-11T01:56:19.4Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,39,39,2022-06-11T01:56:42Z,2420000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M44.00S,2022-06-11T01:57:02.1Z,2,REGULAR,3pt,Jump Shot,[],201939,34.773324572930356,26.225490196078432,1610612744,39,39,2022-06-11T01:57:49Z,2430000,119.0,274.0,1,left,MISS S. Curry 29' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,29.91,Missed,,,,,,,,,,,,,,,,,,
246,PT05M42.00S,2022-06-11T01:57:04.1Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,39,39,2022-06-11T01:57:08Z,2440000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,245.0,,3.0,3.0,0.0,,,,
247,PT05M18.00S,2022-06-11T01:57:28.2Z,2,REGULAR,2pt,Jump Shot,[],203935,95.0886990801577,78.43137254901961,1610612738,39,39,2022-06-11T01:57:34Z,2450000,142.0,-6.0,1,right,MISS M. Smart 14' Jump Shot,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,14.23,Missed,,,,,,,,,,,,,,,,,,
248,PT05M16.00S,2022-06-11T01:57:30.2Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,39,39,2022-06-11T01:57:34Z,2460000,,,0,,K. Looney REBOUND (Off:2 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,247.0,,6.0,4.0,2.0,,,,
249,PT05M06.00S,2022-06-11T01:57:39.9Z,2,REGULAR,turnover,lost ball,[],203952,,,1610612744,39,39,2022-06-11T01:57:43Z,2470000,,,0,,A. Wiggins lost ball TURNOVER (1 TO),"[203952, 1628401]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,1.0,,,,,,White,1628401.0
250,PT05M06.00S,2022-06-11T01:57:39.9Z,2,REGULAR,steal,,[],1628401,,,1610612738,39,39,2022-06-11T01:57:41Z,2480000,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M02.00S,2022-06-11T01:57:44.4Z,2,REGULAR,turnover,bad pass,[],1628401,,,1610612738,39,39,2022-06-11T01:57:47Z,2490000,,,0,,D. White bad pass TURNOVER (2 TO),"[1628401, 1629673]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,2.0,,,,,,Poole,1629673.0
252,PT05M02.00S,2022-06-11T01:57:44.4Z,2,REGULAR,steal,,[],1629673,,,1610612744,39,39,2022-06-11T01:57:46Z,2500000,,,0,,J. Poole STEAL (1 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M59.00S,2022-06-11T01:57:48.4Z,2,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612744,39,39,2022-06-11T01:58:03Z,2510000,,,0,,J. Brown shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1627759, 203952]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,2715.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,
255,PT04M59.00S,2022-06-11T01:58:20.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203952,,,1610612744,39,39,2022-06-11T01:58:20Z,2530000,,,0,,MISS A. Wiggins Free Throw 1 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Missed,,,,,,,,,,,,,,,,,,
256,PT04M59.00S,2022-06-11T01:58:20.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,39,39,2022-06-11T01:58:20Z,2540000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,255.0,,,,,,,,
257,PT04M59.00S,2022-06-11T01:58:39.3Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203952,,,1610612744,39,40,2022-06-11T01:58:39Z,2550000,,,0,,A. Wiggins Free Throw 2 of 2 (9 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
258,PT04M49.00S,2022-06-11T01:58:55.5Z,2,REGULAR,foul,personal,[],1629673,,,1610612738,39,40,2022-06-11T01:59:04Z,2560000,,,0,,J. Poole personal FOUL (3 PF),"[1629673, 1627759]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,1148.0,3.0,0.0,Brown,1627759.0,,,,,,,,,
260,PT04M49.00S,2022-06-11T01:59:05.2Z,2,REGULAR,substitution,out,[],1629673,,,1610612738,39,40,2022-06-11T01:59:09Z,2580000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M49.00S,2022-06-11T01:59:05.2Z,2,REGULAR,substitution,in,[],202691,,,1610612738,39,40,2022-06-11T01:59:09Z,2590000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M38.00S,2022-06-11T01:59:28.7Z,2,REGULAR,2pt,Jump Shot,[],203935,72.58336070959264,39.82077205882353,1610612738,39,40,2022-06-11T01:59:38Z,2600000,-51.0,205.0,1,right,MISS M. Smart 21' fadeaway Shot,[203935],1610612738.0,BOS,fadeaway,,,Smart,M. Smart,,,,,21.14,Missed,,,,,,,,,,,,,,,,,,
