actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
614,PT00M57.70S,2021-05-13T02:09:47.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,6.783837056504599,47.61795343137255,1610612738,97,88,2021-05-13T02:09:52Z,6100000,12.0,11.0,1,left,J. Tatum driving DUNK (29 PTS) (P. Pritchard 3 AST),"[1628369, 1630202]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,1.64,Made,,,,,29.0,P. Pritchard,1630202.0,3.0,,,,,,,,
616,PT00M55.20S,2021-05-13T02:09:56.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612739,97,88,2021-05-13T02:10:09Z,6120000,,,0,,G. Williams personal FOUL (3 PF) (Sexton 2 FT),"[1629684, 1629012]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,2148.0,3.0,0.0,Sexton,1629012.0,,,
618,PT00M55.20S,2021-05-13T02:10:21.5Z,4,REGULAR,freethrow,1 of 2,[],1629012,,,1610612739,98,88,2021-05-13T02:10:21Z,6140000,,,0,,C. Sexton Free Throw 1 of 2 (25 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,Made,,,,,25.0,,,,,,,,,,,
619,PT00M55.20S,2021-05-13T02:10:34.1Z,4,REGULAR,freethrow,2 of 2,[],1629012,,,1610612739,99,88,2021-05-13T02:10:34Z,6150000,,,0,,C. Sexton Free Throw 2 of 2 (26 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,Made,,,,,26.0,,,,,,,,,,,
620,PT00M55.20S,2021-05-13T02:10:41.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,99,88,2021-05-13T02:10:41Z,6160000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT00M45.00S,2021-05-13T02:12:24.1Z,4,REGULAR,3pt,Jump Shot,[],203095,34.37910643889619,65.01991421568627,1610612738,99,88,2021-05-13T02:12:31Z,6170000,-75.0,271.0,1,left,MISS E. Fournier 28' 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,28.09,Missed,,,,,,,,,,,,,,,,
622,PT00M43.00S,2021-05-13T02:12:26.1Z,4,REGULAR,rebound,offensive,[],1629684,,,1610612738,99,88,2021-05-13T02:12:31Z,6180000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,621.0,2.0,1.0,1.0,,,,,,,,,,,,
623,PT00M43.00S,2021-05-13T02:12:36.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629012,,,1610612738,99,88,2021-05-13T02:12:41Z,6190000,,,0,,C. Sexton personal FOUL (1 PF) (Williams 2 FT),"[1629012, 1629684]",1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Williams,1629684.0,,,
625,PT00M43.00S,2021-05-13T02:12:58.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629684,,,1610612738,99,88,2021-05-13T02:12:58Z,6210000,,,0,,MISS G. Williams Free Throw 1 of 2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,Missed,,,,,,,,,,,,,,,,
626,PT00M43.00S,2021-05-13T02:12:58.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,99,88,2021-05-13T02:12:58Z,6220000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,625.0,,,,,,,,,,,,,,,
627,PT00M43.00S,2021-05-13T02:13:00.7Z,4,REGULAR,substitution,out,[],202684,,,1610612738,99,88,2021-05-13T02:13:05Z,6230000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M43.00S,2021-05-13T02:13:00.7Z,4,REGULAR,substitution,in,[],1630174,,,1610612738,99,88,2021-05-13T02:13:05Z,6240000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT00M43.00S,2021-05-13T02:13:11.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629684,,,1610612738,99,89,2021-05-13T02:13:11Z,6250000,,,0,,G. Williams Free Throw 2 of 2 (7 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,
630,PT00M39.30S,2021-05-13T02:13:22.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612739,99,89,2021-05-13T02:13:30Z,6260000,,,0,,G. Williams personal FOUL (4 PF) (Sexton 2 FT),"[1629684, 1629012]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,2148.0,4.0,0.0,Sexton,1629012.0,,,
632,PT00M39.30S,2021-05-13T02:13:48.2Z,4,REGULAR,freethrow,1 of 2,[],1629012,,,1610612739,100,89,2021-05-13T02:13:48Z,6280000,,,0,,C. Sexton Free Throw 1 of 2 (27 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,Made,,,,,27.0,,,,,,,,,,,
633,PT00M39.30S,2021-05-13T02:13:49.2Z,4,REGULAR,substitution,out,[],201567,,,1610612739,100,89,2021-05-13T02:14:00Z,6290000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT00M39.30S,2021-05-13T02:13:49.2Z,4,REGULAR,substitution,out,[],1628369,,,1610612739,100,89,2021-05-13T02:14:00Z,6300000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT00M39.30S,2021-05-13T02:13:49.2Z,4,REGULAR,substitution,in,[],1629662,,,1610612739,100,89,2021-05-13T02:14:00Z,6310000,,,0,,SUB in: M. Kabengele,[1629662],1610612739.0,CLE,,,,Kabengele,M. Kabengele,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT00M39.30S,2021-05-13T02:13:49.2Z,4,REGULAR,substitution,in,[],1629035,,,1610612739,100,89,2021-05-13T02:14:00Z,6320000,,,0,,SUB in: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M39.30S,2021-05-13T02:14:06.1Z,4,REGULAR,freethrow,2 of 2,[],1629012,,,1610612739,101,89,2021-05-13T02:14:06Z,6330000,,,0,,C. Sexton Free Throw 2 of 2 (28 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,Made,,,,,28.0,,,,,,,,,,,
638,PT00M31.80S,2021-05-13T02:14:18.6Z,4,REGULAR,3pt,Jump Shot,[],1630202,25.443495400788436,90.75520833333334,1610612738,101,92,2021-05-13T02:14:22Z,6340000,-204.0,187.0,1,left,P. Pritchard 27' 3PT  (15 PTS) (A. Nesmith 2 AST),"[1630202, 1630174]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,27.64,Made,,,,,15.0,A. Nesmith,1630174.0,2.0,,,,,,,,
640,PT00M31.20S,2021-05-13T02:14:31.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,101,92,2021-05-13T02:14:31Z,6360000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M31.20S,2021-05-13T02:15:17.4Z,4,REGULAR,substitution,out,[],1628386,,,1610612739,101,92,2021-05-13T02:15:54Z,6370000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M31.20S,2021-05-13T02:15:17.4Z,4,REGULAR,substitution,out,[],1629662,,,1610612739,101,92,2021-05-13T02:15:54Z,6380000,,,0,,SUB out: M. Kabengele,[1629662],1610612739.0,CLE,,,,Kabengele,M. Kabengele,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M31.20S,2021-05-13T02:15:17.4Z,4,REGULAR,substitution,out,[],203095,,,1610612739,101,92,2021-05-13T02:15:54Z,6390000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M31.20S,2021-05-13T02:15:17.4Z,4,REGULAR,substitution,in,[],201567,,,1610612739,101,92,2021-05-13T02:15:54Z,6400000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M31.20S,2021-05-13T02:15:17.4Z,4,REGULAR,substitution,in,[],1628422,,,1610612739,101,92,2021-05-13T02:15:54Z,6410000,,,0,,SUB in: D. Dotson,[1628422],1610612739.0,CLE,,,,Dotson,D. Dotson,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M31.20S,2021-05-13T02:15:17.4Z,4,REGULAR,substitution,in,[],1629682,,,1610612739,101,92,2021-05-13T02:15:54Z,6420000,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT00M25.70S,2021-05-13T02:16:22.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612739,101,92,2021-05-13T02:16:29Z,6430000,,,0,,P. Pritchard personal FOUL (2 PF) (Thomas 2 FT),"[1630202, 1630271]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,2148.0,2.0,0.0,Thomas,1630271.0,,,
649,PT00M25.70S,2021-05-13T02:16:45.1Z,4,REGULAR,freethrow,1 of 2,[],1630271,,,1610612739,101,92,2021-05-13T02:16:45Z,6450000,,,0,,MISS B. Thomas Free Throw 1 of 2,[1630271],1610612739.0,CLE,,,,Thomas,B. Thomas,,,,,,,,,Missed,,,,,,,,,,,,,,,,
650,PT00M25.70S,2021-05-13T02:16:45.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,101,92,2021-05-13T02:16:45Z,6460000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,649.0,,,,,,,,,,,,,,,
651,PT00M25.70S,2021-05-13T02:16:47.1Z,4,REGULAR,substitution,out,[],201567,,,1610612739,101,92,2021-05-13T02:16:50Z,6470000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M25.70S,2021-05-13T02:16:47.1Z,4,REGULAR,substitution,in,[],1629662,,,1610612739,101,92,2021-05-13T02:16:50Z,6480000,,,0,,SUB in: M. Kabengele,[1629662],1610612739.0,CLE,,,,Kabengele,M. Kabengele,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M25.70S,2021-05-13T02:17:01.9Z,4,REGULAR,freethrow,2 of 2,[],1630271,,,1610612739,102,92,2021-05-13T02:17:01Z,6490000,,,0,,B. Thomas Free Throw 2 of 2 (5 PTS),[1630271],1610612739.0,CLE,,,,Thomas,B. Thomas,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,
654,PT00M22.00S,2021-05-13T02:17:11.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629682,10.988830486202366,42.96109068627451,1610612738,102,94,2021-05-13T02:17:17Z,6500000,35.0,51.0,1,left,T. Waters 6' driving floating Jump Shot (7 PTS),[1629682],1610612738.0,BOS,driving floating,,,Waters,T. Waters,,,,,,,,6.18,Made,,,,,7.0,,,,,,,,,,,
655,PT00M17.40S,2021-05-13T02:17:33.6Z,4,REGULAR,turnover,out-of-bounds,[],1630171,,,1610612739,102,94,2021-05-13T02:17:40Z,6510000,,,0,,I. Okoro lost ball out-of-bounds TURNOVER (2 TO),[1630171],1610612739.0,CLE,lost ball,,,Okoro,I. Okoro,,,,,2.0,,,,,,,,,,,,,1626301.0,,,,,,,
656,PT00M11.30S,2021-05-13T02:17:48.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,29.6484888304862,16.735600490196077,1610612738,102,94,2021-05-13T02:17:52Z,6520000,166.0,226.0,1,left,MISS P. Pritchard 28' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,28.08,Missed,,,,,,,,,,,,,,,,
657,PT00M09.00S,2021-05-13T02:17:51.0Z,4,REGULAR,rebound,offensive,[],1629684,,,1610612738,102,94,2021-05-13T02:17:51Z,6530000,,,0,,G. Williams REBOUND (Off:2 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,656.0,3.0,1.0,2.0,,,,,,,,,,,,
658,PT00M06.70S,2021-05-13T02:17:53.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630202,19.004599211563733,4.4806985294117645,1610612738,102,94,2021-05-13T02:17:56Z,6540000,228.0,126.0,1,left,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,26.02,Missed,,,,,,,,,,,,,,,,
659,PT00M04.80S,2021-05-13T02:17:55.3Z,4,REGULAR,rebound,defensive,[],1629012,,,1610612739,102,94,2021-05-13T02:17:55Z,6550000,,,0,,C. Sexton REBOUND (Off:0 Def:2),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,658.0,2.0,2.0,0.0,,,,,,,,,,,,
660,PT00M00.00S,2021-05-13T02:18:02.1Z,4,REGULAR,period,end,[],0,,,1610612739,102,94,2021-05-13T02:18:02Z,6560000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M00.00S,2021-05-13T02:18:15.5Z,4,REGULAR,game,end,[],0,,,0,102,94,2021-05-13T02:18:15Z,6570000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
