actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
181,PT10M12.00S,2021-05-23T00:52:55.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628369,,,1610612738,20,27,2021-05-23T00:52:55Z,1790000,,,0,,J. Tatum Free Throw 2 of 2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,,,,,,9.0,,,,,,,,,,
182,PT09M57.00S,2021-05-23T00:53:12.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,13.61695137976347,48.10814950980392,1610612751,20,27,2021-05-23T00:53:21Z,1800000,9.0,75.0,1,left,MISS J. Harden 7' driving floating Shot,[201935],1610612751.0,BKN,driving floating,,,Harden,J. Harden,,,,,,,,7.61,Missed,,,,,,,,,,,,,,,,
183,PT09M53.00S,2021-05-23T00:53:16.5Z,2,REGULAR,rebound,defensive,[],203953,,,1610612738,20,27,2021-05-23T00:53:21Z,1810000,,,0,,J. Parker REBOUND (Off:0 Def:2),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,182.0,2.0,2.0,0.0,,,,,,,,,,,,
184,PT09M51.00S,2021-05-23T00:53:18.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,92.59198423127464,50.55912990196079,1610612738,20,29,2021-05-23T00:53:28Z,1820000,3.0,17.0,1,right,J. Tatum running Layup (11 PTS) (J. Parker 1 AST),"[1628369, 203953]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,,,,1.73,Made,,,,,,11.0,J. Parker,203953.0,1.0,,,,,,,
186,PT09M26.00S,2021-05-23T00:53:42.1Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612751,20,29,2021-05-23T00:53:50Z,1840000,,,0,,J. Harden bad pass TURNOVER (2 TO),"[201935, 202684]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,2.0,Thompson,202684.0,,,,,,,,,,,,,,,,,,
187,PT09M26.00S,2021-05-23T00:53:42.1Z,2,REGULAR,steal,,[],202684,,,1610612738,20,29,2021-05-23T00:54:01Z,1850000,,,0,,T. Thompson STEAL (2 STL),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M20.00S,2021-05-23T00:53:48.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203953,73.9323258869908,82.17677696078431,1610612738,20,32,2021-05-23T00:53:57Z,1860000,161.0,193.0,1,right,J. Parker 25' 3PT  (5 PTS) (P. Pritchard 1 AST),"[203953, 1630202]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,25.09,Made,,,,,,5.0,P. Pritchard,1630202.0,1.0,,,,,,,
190,PT09M13.00S,2021-05-23T00:54:02.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,20,32,2021-05-23T00:54:02Z,1880000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M13.00S,2021-05-23T00:54:09.6Z,2,REGULAR,substitution,out,[],1629013,,,1610612751,20,32,2021-05-23T00:57:18Z,1890000,,,0,,SUB out: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M13.00S,2021-05-23T00:54:09.6Z,2,REGULAR,substitution,in,[],202681,,,1610612751,20,32,2021-05-23T00:57:18Z,1900000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M01.00S,2021-05-23T00:57:51.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,8.754927726675426,54.970894607843135,1610612751,20,32,2021-05-23T00:58:58Z,1910000,-25.0,30.0,1,left,MISS J. Harden driving floating Shot - blocked,"[201935, 202684]",1610612751.0,BKN,driving floating,,,Harden,J. Harden,,,,,,,,3.88,Missed,,,,,,,,,,,,,,Thompson,202684.0,
194,PT09M01.00S,2021-05-23T00:57:51.8Z,2,REGULAR,block,,[],202684,,,1610612751,20,32,2021-05-23T00:57:54Z,1920000,,,0,,T. Thompson BLOCK (1 BLK),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M01.00S,2021-05-23T00:57:51.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,20,32,2021-05-23T00:57:56Z,1930000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,193.0,,,,,,,,,,,,,,,
196,PT09M01.00S,2021-05-23T00:57:57.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,20,32,2021-05-23T00:57:57Z,1940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M56.00S,2021-05-23T00:58:15.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201935,15.325229960578188,54.48069852941176,1610612751,22,32,2021-05-23T00:58:25Z,1950000,-22.0,92.0,1,left,J. Harden 9' driving floating Jump Shot (4 PTS) (N. Claxton 1 AST),"[201935, 1629651]",1610612751.0,BKN,driving floating,,,Harden,J. Harden,,,,,,,,9.43,Made,,,,,,4.0,N. Claxton,1629651.0,1.0,,,,,,,
199,PT08M34.00S,2021-05-23T00:58:37.2Z,2,REGULAR,2pt,Jump Shot,[],1628369,86.28449408672799,78.01011029411765,1610612738,22,32,2021-05-23T00:58:42Z,1970000,140.0,76.0,1,right,MISS J. Tatum 15' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,15.96,Missed,,,,,,,,,,,,,,,,
200,PT08M31.00S,2021-05-23T00:58:40.2Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,22,32,2021-05-23T00:58:42Z,1980000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,199.0,2.0,2.0,0.0,,,,,,,,,,,,
201,PT08M26.00S,2021-05-23T00:58:45.0Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612751,22,32,2021-05-23T00:58:50Z,1990000,,,0,,J. Harden bad pass TURNOVER (3 TO),"[201935, 1628369]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,3.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,,
202,PT08M26.00S,2021-05-23T00:58:45.0Z,2,REGULAR,steal,,[],1628369,,,1610612738,22,32,2021-05-23T00:59:05Z,2000000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M24.00S,2021-05-23T00:58:48.3Z,2,REGULAR,turnover,bad pass,[],203953,,,1610612738,22,32,2021-05-23T00:58:53Z,2010000,,,0,,J. Parker bad pass TURNOVER (1 TO),"[203953, 201935]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,1.0,Harden,201935.0,,,,,,,,,,,,,,,,,,
204,PT08M24.00S,2021-05-23T00:58:48.3Z,2,REGULAR,steal,,[],201935,,,1610612751,22,32,2021-05-23T00:58:50Z,2020000,,,0,,J. Harden STEAL (1 STL),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M20.00S,2021-05-23T00:58:51.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629651,5.995400788436268,49.333639705882355,1610612751,24,32,2021-05-23T00:59:00Z,2030000,3.0,4.0,1,left,N. Claxton running alley-oop DUNK (4 PTS) (J. Harden 6 AST),"[1629651, 201935]",1610612751.0,BKN,running alley-oop,,,Claxton,N. Claxton,,,,,,,,0.51,Made,,,,,,4.0,J. Harden,201935.0,6.0,,,,,,,
207,PT08M03.00S,2021-05-23T00:59:08.1Z,2,REGULAR,2pt,Jump Shot,[],203953,91.01511169513797,19.431678921568626,1610612738,24,32,2021-05-23T00:59:35Z,2050000,-153.0,32.0,1,right,MISS J. Parker 15' pullup Shot,[203953],1610612738.0,BOS,pullup,,,Parker,J. Parker,,,,,,,,15.61,Missed,,,,,,,,,,,,,,,,
208,PT08M00.00S,2021-05-23T00:59:11.1Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,24,32,2021-05-23T00:59:16Z,2060000,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,207.0,1.0,1.0,0.0,,,,,,,,,,,,
209,PT07M47.00S,2021-05-23T00:59:27.1Z,2,REGULAR,foul,personal,['2freethrow'],203095,,,1610612751,24,32,2021-05-23T01:00:04Z,2070000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Harden 2 FT),"[203095, 201935]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,201639.0,,,,,1.0,0.0,Harden,201935.0,,,
211,PT07M47.00S,2021-05-23T01:00:06.7Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,25,32,2021-05-23T01:00:06Z,2090000,,,0,,J. Harden Free Throw 1 of 2 (5 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,Made,,,,,,5.0,,,,,,,,,,
212,PT07M47.00S,2021-05-23T01:00:07.3Z,2,REGULAR,substitution,out,[],1630202,,,1610612751,25,32,2021-05-23T01:00:14Z,2100000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M47.00S,2021-05-23T01:00:07.3Z,2,REGULAR,substitution,out,[],203953,,,1610612751,25,32,2021-05-23T01:00:14Z,2110000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M47.00S,2021-05-23T01:00:07.3Z,2,REGULAR,substitution,in,[],202689,,,1610612751,25,32,2021-05-23T01:00:14Z,2120000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M47.00S,2021-05-23T01:00:07.3Z,2,REGULAR,substitution,in,[],1630174,,,1610612751,25,32,2021-05-23T01:00:14Z,2130000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M47.00S,2021-05-23T01:00:30.5Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,26,32,2021-05-23T01:00:30Z,2140000,,,0,,J. Harden Free Throw 2 of 2 (6 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,Made,,,,,,6.0,,,,,,,,,,
217,PT07M35.00S,2021-05-23T01:00:47.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.67214191852825,43.20618872549019,1610612738,26,32,2021-05-23T01:01:14Z,2150000,-34.0,26.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,4.27,Missed,,,,,,,,,,,,,,,,
218,PT07M34.00S,2021-05-23T01:00:48.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,26,32,2021-05-23T01:01:14Z,2160000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,217.0,,,,,,,,,,,,,,,
219,PT07M34.00S,2021-05-23T01:00:57.7Z,2,REGULAR,foul,personal,[],201935,,,1610612738,26,32,2021-05-23T01:01:09Z,2170000,,,0,,J. Harden loose ball personal FOUL (2 PF),"[201935, 202684]",1610612751.0,BKN,loose ball,,,Harden,J. Harden,,,,,,,,,,,,,,201639.0,,,,,2.0,0.0,Thompson,202684.0,,,
221,PT07M27.00S,2021-05-23T01:01:16.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202689,77.52956636005256,30.95511642156863,1610612738,26,32,2021-05-23T01:01:28Z,2190000,-95.0,159.0,1,right,MISS K. Walker 18' step back Shot,[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,,,,18.51,Missed,,,,,,,,,,,,,,,,
222,PT07M24.00S,2021-05-23T01:01:19.5Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,26,32,2021-05-23T01:01:22Z,2200000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,221.0,3.0,3.0,0.0,,,,,,,,,,,,
223,PT07M22.00S,2021-05-23T01:01:26.0Z,2,REGULAR,foul,personal,['2freethrow'],202689,,,1610612751,26,32,2021-05-23T01:01:38Z,2210000,,,0,,K. Walker shooting personal FOUL (2 PF) (Harden 2 FT),"[202689, 201935]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,201639.0,,,,,2.0,0.0,Harden,201935.0,,,
225,PT07M22.00S,2021-05-23T01:01:51.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],201935,,,1610612751,27,32,2021-05-23T01:01:51Z,2230000,,,0,,J. Harden Free Throw 1 of 2 (7 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,Made,,,,,,7.0,,,,,,,,,,
226,PT07M22.00S,2021-05-23T01:01:54.2Z,2,REGULAR,substitution,out,[],203925,,,1610612751,27,32,2021-05-23T01:02:01Z,2240000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M22.00S,2021-05-23T01:01:54.2Z,2,REGULAR,substitution,in,[],201142,,,1610612751,27,32,2021-05-23T01:02:01Z,2250000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M22.00S,2021-05-23T01:02:17.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],201935,,,1610612751,28,32,2021-05-23T01:02:17Z,2260000,,,0,,J. Harden Free Throw 2 of 2 (8 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,Made,,,,,,8.0,,,,,,,,,,
229,PT07M09.00S,2021-05-23T01:02:34.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,94.1688567674113,47.127757352941174,1610612738,28,34,2021-05-23T01:02:38Z,2270000,-14.0,2.0,1,right,J. Tatum cutting Layup (13 PTS) (T. Thompson 2 AST),"[1628369, 202684]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,,,,1.46,Made,,,,,,13.0,T. Thompson,202684.0,2.0,,,,,,,
231,PT06M55.00S,2021-05-23T01:02:49.3Z,2,REGULAR,2pt,Jump Shot,[],202681,13.87976346911958,28.990502450980394,1610612751,30,34,2021-05-23T01:03:16Z,2290000,105.0,78.0,1,left,K. Irving 13' pullup bank Jump Shot (6 PTS),[202681],1610612751.0,BKN,pullup bank,,,Irving,K. Irving,,,,,,,,13.08,Made,,,,,,6.0,,,,,,,,,,
232,PT06M55.00S,2021-05-23T01:02:53.4Z,2,REGULAR,foul,personal,['1freethrow'],202689,,,1610612751,30,34,2021-05-23T01:04:40Z,2300000,,,0,,K. Walker shooting personal FOUL (3 PF) (Irving 1 FT),"[202689, 202681]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,2004.0,,,,,3.0,0.0,Irving,202681.0,,,
234,PT06M55.00S,2021-05-23T01:03:10.0Z,2,REGULAR,substitution,out,[],202689,,,1610612751,30,34,2021-05-23T01:03:56Z,2320000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M55.00S,2021-05-23T01:03:10.0Z,2,REGULAR,substitution,in,[],203935,,,1610612751,30,34,2021-05-23T01:03:56Z,2330000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M55.00S,2021-05-23T01:03:28.3Z,2,REGULAR,freethrow,1 of 1,[],202681,,,1610612751,31,34,2021-05-23T01:04:38Z,2340000,,,0,,K. Irving Free Throw 1 of 1 (7 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,Made,,,,,,7.0,,,,,,,,,,
237,PT06M33.00S,2021-05-23T01:03:52.0Z,2,REGULAR,3pt,Jump Shot,[],1630174,72.88107752956637,18.45128676470588,1610612738,31,34,2021-05-23T01:03:59Z,2350000,-158.0,202.0,1,right,MISS A. Nesmith 25' pullup 3PT,[1630174],1610612738.0,BOS,pullup,,,Nesmith,A. Nesmith,,,,,,,,25.66,Missed,,,,,,,,,,,,,,,,
238,PT06M29.00S,2021-05-23T01:03:56.0Z,2,REGULAR,rebound,offensive,[],203095,,,1610612738,31,34,2021-05-23T01:03:59Z,2360000,,,0,,E. Fournier REBOUND (Off:1 Def:3),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,237.0,4.0,3.0,1.0,,,,,,,,,,,,
239,PT06M25.00S,2021-05-23T01:03:59.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203095,85.10183968462549,46.14736519607843,1610612738,31,34,2021-05-23T01:05:48Z,2370000,-19.0,88.0,1,right,MISS E. Fournier 8' pullup Shot - blocked,"[203095, 1629651]",1610612738.0,BOS,pullup,,,Fournier,E. Fournier,,,,,,,,8.96,Missed,,,,,,,,,,,,,,Claxton,1629651.0,
240,PT06M25.00S,2021-05-23T01:03:59.9Z,2,REGULAR,block,,[],1629651,,,1610612738,31,34,2021-05-23T01:04:24Z,2380000,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M25.00S,2021-05-23T01:03:59.9Z,2,REGULAR,rebound,defensive,[],201145,,,1610612751,31,34,2021-05-23T01:04:24Z,2390000,,,0,,J. Green REBOUND (Off:1 Def:2),[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,,239.0,3.0,2.0,1.0,,,,,,,,,,,,
242,PT06M20.00S,2021-05-23T01:04:05.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201935,30.305519053876477,74.57873774509804,1610612751,31,34,2021-05-23T01:05:45Z,2400000,-123.0,232.0,1,left,MISS J. Harden 26' running 3PT,[201935],1610612751.0,BKN,running,,,Harden,J. Harden,,,,,,,,26.29,Missed,,,,,,,,,,,,,,,,
243,PT06M16.00S,2021-05-23T01:04:09.3Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,31,34,2021-05-23T01:04:09Z,2410000,,,0,,T. Thompson REBOUND (Off:1 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,242.0,3.0,2.0,1.0,,,,,,,,,,,,
244,PT06M06.00S,2021-05-23T01:04:19.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.64323258869908,52.51991421568627,1610612738,31,36,2021-05-23T01:06:06Z,2420000,13.0,7.0,1,right,J. Tatum driving Layup (15 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,1.46,Made,,,,,,15.0,,,,,,,,,,
245,PT05M42.00S,2021-05-23T01:04:43.2Z,2,REGULAR,2pt,Jump Shot,[],201142,7.5722733245729295,27.76501225490196,1610612751,33,36,2021-05-23T01:04:49Z,2430000,111.0,19.0,1,left,K. Durant 11' pullup Jump Shot (10 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,11.28,Made,,,,,,10.0,,,,,,,,,,
246,PT05M40.00S,2021-05-23T01:04:54.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,33,36,2021-05-23T01:04:56Z,2440000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M40.00S,2021-05-23T01:05:06.3Z,2,REGULAR,substitution,out,[],201145,,,1610612738,33,36,2021-05-23T01:08:10Z,2450000,,,0,,SUB out: J. Green,[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M40.00S,2021-05-23T01:05:06.3Z,2,REGULAR,substitution,out,[],1629651,,,1610612738,33,36,2021-05-23T01:08:10Z,2460000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M40.00S,2021-05-23T01:05:06.3Z,2,REGULAR,substitution,out,[],202684,,,1610612738,33,36,2021-05-23T01:08:10Z,2470000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M40.00S,2021-05-23T01:05:06.3Z,2,REGULAR,substitution,in,[],201933,,,1610612738,33,36,2021-05-23T01:08:10Z,2480000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M40.00S,2021-05-23T01:05:06.3Z,2,REGULAR,substitution,in,[],1628971,,,1610612738,33,36,2021-05-23T01:08:10Z,2490000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M40.00S,2021-05-23T01:05:06.3Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,33,36,2021-05-23T01:08:10Z,2500000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M22.00S,2021-05-23T01:08:42.7Z,2,REGULAR,2pt,Jump Shot,[],1628369,94.1688567674113,21.88265931372549,1610612738,33,36,2021-05-23T01:09:08Z,2510000,-141.0,2.0,1,right,MISS J. Tatum 14' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,14.06,Missed,,,,,,,,,,,,,,,,
254,PT05M19.00S,2021-05-23T01:08:45.7Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,33,36,2021-05-23T01:08:47Z,2520000,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,253.0,4.0,4.0,0.0,,,,,,,,,,,,
255,PT05M14.00S,2021-05-23T01:08:50.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628971,6.258212877792378,45.90226715686275,1610612751,33,36,2021-05-23T01:09:01Z,2530000,20.0,6.0,1,left,MISS B. Brown cutting Layup - blocked,"[1628971, 1629057]",1610612751.0,BKN,cutting,,,Brown,B. Brown,,,,,,,,2.14,Missed,,,,,,,,,,,,,,Williams III,1629057.0,
256,PT05M14.00S,2021-05-23T01:08:50.7Z,2,REGULAR,block,,[],1629057,,,1610612751,33,36,2021-05-23T01:09:01Z,2540000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M09.00S,2021-05-23T01:08:55.7Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612738,33,36,2021-05-23T01:09:32Z,2550000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,255.0,1.0,1.0,0.0,,,,,,,,,,,,
258,PT05M08.00S,2021-05-23T01:09:04.6Z,2,REGULAR,foul,personal,['2freethrow'],201933,,,1610612738,33,36,2021-05-23T01:09:14Z,2560000,,,0,,B. Griffin shooting personal FOUL (1 PF) (Nesmith 2 FT),"[201933, 1630174]",1610612751.0,BKN,shooting,,,Griffin,B. Griffin,,,,,,,,,,,,,,1198.0,,,,,1.0,0.0,Nesmith,1630174.0,,,
260,PT05M08.00S,2021-05-23T01:09:26.0Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630174,,,1610612738,33,37,2021-05-23T01:09:26Z,2580000,,,0,,A. Nesmith Free Throw 1 of 2 (4 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,Made,,,,,,4.0,,,,,,,,,,
261,PT05M08.00S,2021-05-23T01:09:27.8Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,33,37,2021-05-23T01:09:32Z,2590000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M08.00S,2021-05-23T01:09:27.8Z,2,REGULAR,substitution,in,[],203953,,,1610612738,33,37,2021-05-23T01:09:32Z,2600000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M08.00S,2021-05-23T01:09:42.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630174,,,1610612738,33,38,2021-05-23T01:09:42Z,2610000,,,0,,A. Nesmith Free Throw 2 of 2 (5 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,Made,,,,,,5.0,,,,,,,,,,
264,PT04M59.00S,2021-05-23T01:09:55.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201142,5.601182654402102,49.82383578431372,1610612751,35,38,2021-05-23T01:09:59Z,2620000,1.0,0.0,1,left,K. Durant cutting DUNK (12 PTS) (B. Griffin 2 AST),"[201142, 201933]",1610612751.0,BKN,cutting,,,Durant,K. Durant,,,,,,,,0.09,Made,,,,,,12.0,B. Griffin,201933.0,2.0,,,,,,,
266,PT04M40.00S,2021-05-23T01:10:15.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629057,87.46714848883047,48.84344362745098,1610612738,35,40,2021-05-23T01:10:20Z,2640000,-6.0,65.0,1,right,R. Williams III 6' Hook (2 PTS) (M. Smart 1 AST),"[1629057, 203935]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,6.56,Made,,,,,,2.0,M. Smart,203935.0,1.0,,,,,,,
268,PT04M20.00S,2021-05-23T01:10:34.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,17.16491458607096,39.28462009803921,1610612751,35,40,2021-05-23T01:10:39Z,2660000,54.0,109.0,1,left,MISS K. Durant 12' turnaround Shot,[201142],1610612751.0,BKN,turnaround,,,Durant,K. Durant,,,,,,,,12.14,Missed,,,,,,,,,,,,,,,,
269,PT04M17.00S,2021-05-23T01:10:37.6Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612738,35,40,2021-05-23T01:10:39Z,2670000,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,268.0,2.0,2.0,0.0,,,,,,,,,,,,
