actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
269,PT05M26.00S,2021-03-15T00:58:01.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627759,,,1610612738,37,55,2021-03-15T00:58:32Z,2660000,,,0,,J. Brown Free Throw 1 of 2 (15 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
270,PT05M26.00S,2021-03-15T00:58:07.3Z,2,REGULAR,substitution,out,[],1628400,,,1610612738,37,55,2021-03-15T00:58:13Z,2670000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M26.00S,2021-03-15T00:58:07.3Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,37,55,2021-03-15T00:58:13Z,2680000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M26.00S,2021-03-15T00:58:01.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627759,,,1610612738,37,55,2021-03-15T00:58:32Z,2690000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
273,PT05M26.00S,2021-03-15T00:58:01.2Z,2,REGULAR,rebound,defensive,[],1628425,,,1610612745,37,55,2021-03-15T00:58:32Z,2700000,,,0,,S. Brown REBOUND (Off:0 Def:1),[1628425],1610612745.0,HOU,,,,Brown,S. Brown,,,,,,,,,,,,,,,,272.0,1.0,1.0,0.0,,,,,,
274,PT05M14.00S,2021-03-15T00:58:39.3Z,2,REGULAR,3pt,Jump Shot,[],1628383,32.276609724047304,57.666973039215684,1610612745,40,55,2021-03-15T00:58:45Z,2710000,-38.0,251.0,1,left,J. Patton 25' 3PT  (5 PTS) (K. Porter Jr. 4 AST),"[1628383, 1629645]",1610612745.0,HOU,,,,Patton,J. Patton,,,,,25.38,Made,5.0,K. Porter Jr.,1629645.0,4.0,,,,,,,,,,,,,,,
276,PT04M50.00S,2021-03-15T00:59:01.9Z,2,REGULAR,2pt,Jump Shot,[],1627759,86.15308804204993,71.6375612745098,1610612738,40,57,2021-03-15T00:59:11Z,2730000,108.0,78.0,1,right,J. Brown 13' turnaround fadeaway Jump Shot (17 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,13.32,Made,17.0,,,,,,,,,,,,,,,,,,
277,PT04M40.00S,2021-03-15T00:59:12.6Z,2,REGULAR,3pt,Jump Shot,[],203506,18.610381077529567,6.441482843137254,1610612745,43,57,2021-03-15T00:59:20Z,2740000,218.0,122.0,1,left,V. Oladipo 24' 3PT  (13 PTS) (K. Porter Jr. 5 AST),"[203506, 1629645]",1610612745.0,HOU,,,,Oladipo,V. Oladipo,,,,,24.98,Made,13.0,K. Porter Jr.,1629645.0,5.0,,,,,,,,,,,,,,,
279,PT04M27.00S,2021-03-15T00:59:25.4Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,43,57,2021-03-15T00:59:31Z,2760000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 1628425]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,2.0,Brown,1628425.0,,,
280,PT04M27.00S,2021-03-15T00:59:25.4Z,2,REGULAR,steal,,[],1628425,,,1610612745,43,57,2021-03-15T00:59:27Z,2770000,,,0,,S. Brown STEAL (1 STL),[1628425],1610612745.0,HOU,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M24.00S,2021-03-15T00:59:28.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203506,6.258212877792378,53.01011029411765,1610612745,45,57,2021-03-15T00:59:38Z,2780000,-15.0,6.0,1,left,V. Oladipo running DUNK (15 PTS) (S. Brown 1 AST),"[203506, 1628425]",1610612745.0,HOU,running,,,Oladipo,V. Oladipo,,,,,1.64,Made,15.0,S. Brown,1628425.0,1.0,,,,,,,,,,,,,,,
283,PT04M17.00S,2021-03-15T00:59:35.2Z,2,REGULAR,3pt,Jump Shot,[],201952,72.88107752956637,18.696384803921568,1610612738,45,60,2021-03-15T01:01:05Z,2800000,-157.0,202.0,1,right,J. Teague 25' 3PT running pullup (3 PTS) (J. Tatum 3 AST),"[201952, 1628369]",1610612738.0,BOS,running pullup,,,Teague,J. Teague,,,,,25.58,Made,3.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,,
284,PT04M07.00S,2021-03-15T00:59:45.5Z,2,REGULAR,3pt,Jump Shot,[],1628425,9.017739816031538,4.235600490196079,1610612745,45,60,2021-03-15T01:00:12Z,2810000,229.0,32.0,1,left,MISS S. Brown 3PT,[1628425],1610612745.0,HOU,,,,Brown,S. Brown,,,,,23.11,Missed,,,,,,,,,,,,,,,,,,,
285,PT04M07.00S,2021-03-15T00:59:45.5Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,45,60,2021-03-15T01:00:12Z,2820000,,,0,,T. Thompson REBOUND (Off:5 Def:5),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,284.0,10.0,5.0,5.0,,,,,,
286,PT03M56.00S,2021-03-15T00:59:57.2Z,2,REGULAR,2pt,Jump Shot,[],1627759,87.99277266754271,76.29442401960785,1610612738,45,62,2021-03-15T01:01:46Z,2830000,131.0,60.0,1,right,J. Brown 14' step back Jump Shot (19 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,14.47,Made,19.0,,,,,,,,,,,,,,,,,,
287,PT03M35.00S,2021-03-15T01:00:17.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203506,7.5722733245729295,46.63756127450981,1610612745,45,62,2021-03-15T01:00:28Z,2840000,17.0,19.0,1,left,MISS V. Oladipo driving Layup,[203506],1610612745.0,HOU,driving,,,Oladipo,V. Oladipo,,,,,2.51,Missed,,,,,,,,,,,,,,,,,,,
288,PT03M35.00S,2021-03-15T01:00:17.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,45,62,2021-03-15T01:00:28Z,2850000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,287.0,3.0,3.0,0.0,,,,,,
289,PT03M30.00S,2021-03-15T01:00:22.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,92.85479632063075,55.21599264705882,1610612738,45,64,2021-03-15T01:02:20Z,2860000,26.0,15.0,1,right,J. Brown running Layup (21 PTS) (J. Tatum 4 AST),"[1627759, 1628369]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,3.0,Made,21.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,,,,
291,PT03M29.00S,2021-03-15T01:00:36.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612745,45,64,2021-03-15T01:00:36Z,2880000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M29.00S,2021-03-15T01:01:29.5Z,2,REGULAR,substitution,out,[],1628383,,,1610612745,45,64,2021-03-15T01:02:08Z,2890000,,,0,,SUB out: J. Patton,[1628383],1610612745.0,HOU,,,,Patton,J. Patton,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M29.00S,2021-03-15T01:01:29.5Z,2,REGULAR,substitution,out,[],1627759,,,1610612745,45,64,2021-03-15T01:02:08Z,2900000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M29.00S,2021-03-15T01:01:29.5Z,2,REGULAR,substitution,out,[],202684,,,1610612745,45,64,2021-03-15T01:02:08Z,2910000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M29.00S,2021-03-15T01:01:29.5Z,2,REGULAR,substitution,out,[],201952,,,1610612745,45,64,2021-03-15T01:02:08Z,2920000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M29.00S,2021-03-15T01:01:29.5Z,2,REGULAR,substitution,in,[],1630231,,,1610612745,45,64,2021-03-15T01:02:08Z,2930000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M29.00S,2021-03-15T01:01:29.5Z,2,REGULAR,substitution,in,[],1628400,,,1610612745,45,64,2021-03-15T01:02:08Z,2940000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M29.00S,2021-03-15T01:01:29.5Z,2,REGULAR,substitution,in,[],1629057,,,1610612745,45,64,2021-03-15T01:02:08Z,2950000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M29.00S,2021-03-15T01:01:29.5Z,2,REGULAR,substitution,in,[],202689,,,1610612745,45,64,2021-03-15T01:02:08Z,2960000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M13.00S,2021-03-15T01:02:21.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630231,16.245072273324574,37.32383578431372,1610612745,47,64,2021-03-15T01:02:34Z,2970000,63.0,100.0,1,left,K. Martin Jr. 11' driving floating Jump Shot (5 PTS) (K. Porter Jr. 6 AST),"[1630231, 1629645]",1610612745.0,HOU,driving floating,,,Martin Jr.,K. Martin Jr.,,,,,11.86,Made,5.0,K. Porter Jr.,1629645.0,6.0,,,,,,,,,,,,,,,
302,PT02M52.00S,2021-03-15T01:02:44.2Z,2,REGULAR,3pt,Jump Shot,[],203935,65.91655716162943,51.78462009803921,1610612738,47,64,2021-03-15T01:02:52Z,2990000,9.0,268.0,1,right,MISS M. Smart 26' step back 3PT,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,26.8,Missed,,,,,,,,,,,,,,,,,,,
303,PT02M50.00S,2021-03-15T01:02:46.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,47,64,2021-03-15T01:02:52Z,3000000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,302.0,,,,,,,,,
304,PT02M50.00S,2021-03-15T01:02:48.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,47,64,2021-03-15T01:02:48Z,3010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M44.00S,2021-03-15T01:03:00.7Z,2,REGULAR,foul,offensive,[],1629645,,,1610612745,47,64,2021-03-15T01:03:29Z,3020000,,,0,,K. Porter Jr. charge offensive FOUL (3 PF),"[1629645, 202689]",1610612745.0,HOU,charge,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,1199.0,3.0,0.0,Walker,202689.0,,,,,,,,,,
307,PT02M44.00S,2021-03-15T01:03:00.7Z,2,REGULAR,turnover,offensive foul,[],1629645,,,1610612745,47,64,2021-03-15T01:03:00Z,3040000,,,0,,K. Porter Jr. offensive foul TURNOVER (2 TO),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,1199.0,,,,,,,,,2.0,,,,,
308,PT02M33.00S,2021-03-15T01:03:33.7Z,2,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,47,64,2021-03-15T01:04:51Z,3050000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (1 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,,,,,,,1199.0,,,,,,,,,1.0,,,,,
309,PT02M24.00S,2021-03-15T01:03:48.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628425,23.340998685939553,11.098345588235293,1610612745,47,64,2021-03-15T01:05:01Z,3060000,195.0,167.0,1,left,MISS S. Brown 25' 3PT,[1628425],1610612745.0,HOU,,,,Brown,S. Brown,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,,
310,PT02M19.00S,2021-03-15T01:03:53.2Z,2,REGULAR,rebound,offensive,[],1630231,,,1610612745,47,64,2021-03-15T01:09:31Z,3070000,,,0,,K. Martin Jr. REBOUND (Off:1 Def:0),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,309.0,1.0,0.0,1.0,,,,,,
311,PT02M18.00S,2021-03-15T01:03:58.7Z,2,REGULAR,foul,personal,['2freethrow'],203935,,,1610612745,47,64,2021-03-15T01:04:07Z,3080000,,,0,,M. Smart shooting personal FOUL (3 PF) (Tate 2 FT),"[203935, 1630256]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,1628953.0,3.0,0.0,Tate,1630256.0,,,,,,,,,,
313,PT02M18.00S,2021-03-15T01:04:18.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630256,,,1610612745,48,64,2021-03-15T01:04:18Z,3100000,,,0,,J. Tate Free Throw 1 of 2 (8 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
314,PT02M18.00S,2021-03-15T01:04:20.4Z,2,REGULAR,substitution,out,[],203935,,,1610612745,48,64,2021-03-15T01:04:25Z,3110000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M18.00S,2021-03-15T01:04:20.4Z,2,REGULAR,substitution,in,[],1627759,,,1610612745,48,64,2021-03-15T01:04:25Z,3120000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M18.00S,2021-03-15T01:04:35.0Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630256,,,1610612745,49,64,2021-03-15T01:04:35Z,3130000,,,0,,J. Tate Free Throw 2 of 2 (9 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
317,PT02M06.00S,2021-03-15T01:04:49.6Z,2,REGULAR,3pt,Jump Shot,[],1628400,70.38436268068331,82.91207107843137,1610612738,49,64,2021-03-15T01:04:56Z,3140000,165.0,226.0,1,right,MISS S. Ojeleye 27' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,27.95,Missed,,,,,,,,,,,,,,,,,,,
318,PT02M05.00S,2021-03-15T01:04:50.6Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,49,64,2021-03-15T01:05:01Z,3150000,,,0,,R. Williams III REBOUND (Off:2 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,317.0,7.0,5.0,2.0,,,,,,
319,PT01M54.00S,2021-03-15T01:05:02.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,73.27529566360053,84.3826593137255,1610612738,49,64,2021-03-15T01:05:13Z,3160000,172.0,199.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.27,Missed,,,,,,,,,,,,,,,,,,,
320,PT01M53.00S,2021-03-15T01:05:03.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,49,64,2021-03-15T01:05:13Z,3170000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,319.0,,,,,,,,,
321,PT01M53.00S,2021-03-15T01:05:07.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612745,49,64,2021-03-15T01:05:15Z,3180000,,,0,,J. Tatum loose ball personal FOUL (2 PF) (Brown 2 FT),"[1628369, 1628425]",1610612738.0,BOS,loose ball,,,Tatum,J. Tatum,,,,,,,,,,,1628953.0,2.0,0.0,Brown,1628425.0,,,,,,,,,,
323,PT01M53.00S,2021-03-15T01:05:34.2Z,2,REGULAR,freethrow,1 of 2,[],1628425,,,1610612745,50,64,2021-03-15T01:05:34Z,3200000,,,0,,S. Brown Free Throw 1 of 2 (4 PTS),[1628425],1610612745.0,HOU,,,,Brown,S. Brown,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
324,PT01M53.00S,2021-03-15T01:05:46.1Z,2,REGULAR,freethrow,2 of 2,[],1628425,,,1610612745,51,64,2021-03-15T01:05:46Z,3210000,,,0,,S. Brown Free Throw 2 of 2 (5 PTS),[1628425],1610612745.0,HOU,,,,Brown,S. Brown,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
325,PT01M43.00S,2021-03-15T01:06:02.0Z,2,REGULAR,turnover,out-of-bounds,[],1629057,,,1610612738,51,64,2021-03-15T01:06:08Z,3220000,,,0,,R. Williams III bad pass out-of-bounds TURNOVER (1 TO),[1629057],1610612738.0,BOS,bad pass,,,Williams III,R. Williams III,,,,,,,,,,,1628953.0,,,,,,,,,1.0,,,,,
326,PT01M29.00S,2021-03-15T01:06:24.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629645,13.222733245729303,57.91207107843137,1610612745,51,64,2021-03-15T01:06:33Z,3230000,-40.0,72.0,1,left,MISS K. Porter Jr. 8' driving floating Shot - blocked,"[1629645, 1629057]",1610612745.0,HOU,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,8.2,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
327,PT01M29.00S,2021-03-15T01:06:24.5Z,2,REGULAR,block,,[],1629057,,,1610612745,51,64,2021-03-15T01:06:26Z,3240000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT01M27.00S,2021-03-15T01:06:26.5Z,2,REGULAR,rebound,offensive,[],1630256,,,1610612745,51,64,2021-03-15T01:06:33Z,3250000,,,0,,J. Tate REBOUND (Off:2 Def:4),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,326.0,6.0,4.0,2.0,,,,,,
329,PT01M22.00S,2021-03-15T01:06:32.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203506,33.065045992115635,47.372855392156865,1610612745,51,64,2021-03-15T01:06:39Z,3260000,13.0,258.0,1,left,MISS V. Oladipo 25' step back 3PT,[203506],1610612745.0,HOU,step back,,,Oladipo,V. Oladipo,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,,
330,PT01M21.00S,2021-03-15T01:06:33.0Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,51,64,2021-03-15T01:06:43Z,3270000,,,0,,R. Williams III REBOUND (Off:2 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,329.0,8.0,6.0,2.0,,,,,,
331,PT01M06.00S,2021-03-15T01:06:48.0Z,2,REGULAR,3pt,Jump Shot,[],202689,69.20170827858082,28.990502450980394,1610612738,51,64,2021-03-15T01:06:55Z,3280000,-105.0,237.0,1,right,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
332,PT01M05.00S,2021-03-15T01:06:49.0Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,51,64,2021-03-15T01:06:59Z,3290000,,,0,,R. Williams III REBOUND (Off:3 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,331.0,9.0,6.0,3.0,,,,,,
333,PT01M05.00S,2021-03-15T01:06:51.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612738,51,66,2021-03-15T01:07:03Z,3300000,0.0,0.0,1,right,R. Williams III tip Layup (8 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,,
334,PT00M46.40S,2021-03-15T01:07:08.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203506,15.325229960578188,50.06893382352941,1610612745,53,66,2021-03-15T01:07:16Z,3310000,0.0,92.0,1,left,V. Oladipo 9' pullup Jump Shot (17 PTS) (K. Porter Jr. 7 AST),"[203506, 1629645]",1610612745.0,HOU,pullup,,,Oladipo,V. Oladipo,,,,,9.16,Made,17.0,K. Porter Jr.,1629645.0,7.0,,,,,,,,,,,,,,,
335,PT00M31.60S,2021-03-15T01:07:34.7Z,2,REGULAR,2pt,Jump Shot,[],1628369,91.67214191852825,71.14736519607843,1610612738,53,66,2021-03-15T01:07:41Z,3320000,106.0,26.0,1,right,MISS J. Tatum 10' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,10.88,Missed,,,,,,,,,,,,,,,,,,,
336,PT00M29.00S,2021-03-15T01:07:37.3Z,2,REGULAR,rebound,defensive,[],203506,,,1610612745,53,66,2021-03-15T01:07:45Z,3330000,,,0,,V. Oladipo REBOUND (Off:1 Def:2),[203506],1610612745.0,HOU,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,335.0,3.0,2.0,1.0,,,,,,
337,PT00M08.40S,2021-03-15T01:07:57.8Z,2,REGULAR,3pt,Jump Shot,[],1630231,13.748357424441524,4.4806985294117645,1610612745,53,66,2021-03-15T01:08:04Z,3340000,228.0,77.0,1,left,MISS K. Martin Jr. 24' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,24.02,Missed,,,,,,,,,,,,,,,,,,,
338,PT00M04.10S,2021-03-15T01:08:02.1Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,53,66,2021-03-15T01:08:04Z,3350000,,,0,,K. Walker REBOUND (Off:0 Def:5),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,337.0,5.0,5.0,0.0,,,,,,
339,PT00M00.00S,2021-03-15T01:08:06.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,91.93495400788436,61.588541666666664,1610612738,53,66,2021-03-15T01:08:37Z,3360000,58.0,23.0,1,right,MISS K. Walker 6' running pullup Shot,[202689],1610612738.0,BOS,running pullup,,,Walker,K. Walker,,,,,6.24,Missed,,,,,,,,,,,,,,,,,,,
340,PT00M00.00S,2021-03-15T01:08:06.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,53,66,2021-03-15T01:08:37Z,3370000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,339.0,,,,,,,,,
341,PT00M00.00S,2021-03-15T01:08:18.6Z,2,REGULAR,period,end,[],0,,,1610612738,53,66,2021-03-15T01:08:18Z,3380000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2021-03-15T01:21:47.1Z,3,REGULAR,substitution,out,['startperiod'],1630231,,,1610612738,53,66,2021-03-15T01:23:27Z,3390000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2021-03-15T01:21:47.1Z,3,REGULAR,substitution,out,['startperiod'],1629057,,,1610612738,53,66,2021-03-15T01:23:27Z,3400000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2021-03-15T01:21:47.1Z,3,REGULAR,substitution,in,['startperiod'],1628383,,,1610612738,53,66,2021-03-15T01:23:27Z,3410000,,,0,,SUB in: J. Patton,[1628383],1610612745.0,HOU,,,,Patton,J. Patton,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2021-03-15T01:21:47.1Z,3,REGULAR,substitution,in,['startperiod'],202684,,,1610612738,53,66,2021-03-15T01:23:27Z,3420000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2021-03-15T01:23:31.8Z,3,REGULAR,period,start,[],0,,,1610612738,53,66,2021-03-15T01:23:31Z,3430000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT11M47.00S,2021-03-15T01:23:43.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202689,6.915243101182654,46.392463235294116,1610612738,53,68,2021-03-15T01:23:50Z,3440000,18.0,13.0,1,left,K. Walker driving finger roll Layup (4 PTS),[202689],1610612738.0,BOS,driving finger roll,,,Walker,K. Walker,,,,,2.19,Made,4.0,,,,,,,,,,,,,,,,,,
352,PT11M29.00S,2021-03-15T01:24:12.9Z,3,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612745,53,68,2021-03-15T01:24:18Z,3470000,,,0,,J. Tatum shooting personal FOUL (3 PF) (Oladipo 2 FT),"[1628369, 203506]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,203593.0,3.0,0.0,Oladipo,203506.0,,,,,,,,,,
354,PT11M29.00S,2021-03-15T01:24:38.9Z,3,REGULAR,freethrow,1 of 2,[],203506,,,1610612745,54,68,2021-03-15T01:24:38Z,3490000,,,0,,V. Oladipo Free Throw 1 of 2 (18 PTS),[203506],1610612745.0,HOU,,,,Oladipo,V. Oladipo,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
355,PT11M29.00S,2021-03-15T01:24:54.9Z,3,REGULAR,freethrow,2 of 2,[],203506,,,1610612745,55,68,2021-03-15T01:24:54Z,3500000,,,0,,V. Oladipo Free Throw 2 of 2 (19 PTS),[203506],1610612745.0,HOU,,,,Oladipo,V. Oladipo,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
356,PT11M19.00S,2021-03-15T01:25:09.3Z,3,REGULAR,foul,personal,['3freethrow'],1629645,,,1610612738,55,68,2021-03-15T01:25:17Z,3510000,,,0,,K. Porter Jr. shooting personal FOUL (4 PF) (Walker 3 FT),"[1629645, 202689]",1610612745.0,HOU,shooting,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,1199.0,4.0,0.0,Walker,202689.0,,,,,,,,,,
358,PT11M19.00S,2021-03-15T01:25:39.5Z,3,REGULAR,freethrow,1 of 3,[],202689,,,1610612738,55,69,2021-03-15T01:25:39Z,3530000,,,0,,K. Walker Free Throw 1 of 3 (5 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
