actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
93,PT05M31.00S,2021-03-15T00:25:03.2Z,1,REGULAR,freethrow,1 of 2,[],1630231,,,1610612745,23,18,2021-03-15T00:25:03Z,930000,,,0,,MISS K. Martin Jr. Free Throw 1 of 2,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
94,PT05M31.00S,2021-03-15T00:25:03.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,23,18,2021-03-15T00:25:03Z,940000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,
95,PT05M31.00S,2021-03-15T00:25:05.0Z,1,REGULAR,substitution,out,[],1628464,,,1610612745,23,18,2021-03-15T00:25:08Z,950000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M31.00S,2021-03-15T00:25:05.0Z,1,REGULAR,substitution,in,[],1629057,,,1610612745,23,18,2021-03-15T00:25:08Z,960000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M31.00S,2021-03-15T00:25:19.8Z,1,REGULAR,freethrow,2 of 2,[],1630231,,,1610612745,24,18,2021-03-15T00:25:19Z,970000,,,0,,K. Martin Jr. Free Throw 2 of 2 (1 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
98,PT05M21.00S,2021-03-15T00:25:32.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,93.24901445466492,46.63756127450981,1610612738,24,20,2021-03-15T00:25:42Z,980000,-17.0,11.0,1,right,M. Smart cutting Layup (5 PTS) (R. Williams III 1 AST),"[203935, 1629057]",1610612738.0,BOS,cutting,,,Smart,M. Smart,,,,,2.01,Made,5.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,,,,,
100,PT05M06.00S,2021-03-15T00:25:46.1Z,1,REGULAR,2pt,Jump Shot,[],203506,16.63929040735874,17.22579656862745,1610612745,26,20,2021-03-15T00:25:59Z,1000000,164.0,104.0,1,left,V. Oladipo 19' pullup Jump Shot (10 PTS) (K. Martin Jr. 1 AST),"[203506, 1630231]",1610612745.0,HOU,pullup,,,Oladipo,V. Oladipo,,,,,19.41,Made,10.0,K. Martin Jr.,1630231.0,1.0,,,,,,,,,,,,,,,
102,PT04M49.00S,2021-03-15T00:26:03.7Z,1,REGULAR,turnover,bad pass,[],1627759,,,1610612738,26,20,2021-03-15T00:26:10Z,1020000,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 1630231]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,1.0,Martin Jr.,1630231.0,,,
103,PT04M49.00S,2021-03-15T00:26:03.7Z,1,REGULAR,steal,,[],1630231,,,1610612745,26,20,2021-03-15T00:26:05Z,1030000,,,0,,K. Martin Jr. STEAL (2 STL),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M45.00S,2021-03-15T00:26:07.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630231,7.178055190538765,53.990502450980394,1610612745,28,20,2021-03-15T00:28:52Z,1040000,-20.0,15.0,1,left,K. Martin Jr. running alley-oop Layup (3 PTS) (D. Nwaba 1 AST),"[1630231, 1628021]",1610612745.0,HOU,running alley-oop,,,Martin Jr.,K. Martin Jr.,,,,,2.5,Made,3.0,D. Nwaba,1628021.0,1.0,,,,,,,,,,,,,,,
106,PT04M25.00S,2021-03-15T00:26:26.9Z,1,REGULAR,3pt,Jump Shot,[],1630202,73.01248357424441,84.87285539215686,1610612738,28,20,2021-03-15T00:26:43Z,1060000,174.0,201.0,1,right,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,26.63,Missed,,,,,,,,,,,,,,,,,,,
107,PT04M24.00S,2021-03-15T00:26:27.9Z,1,REGULAR,rebound,defensive,[],1628021,,,1610612745,28,20,2021-03-15T00:27:05Z,1070000,,,0,,D. Nwaba REBOUND (Off:0 Def:1),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,106.0,1.0,1.0,0.0,,,,,,
108,PT04M20.00S,2021-03-15T00:26:38.9Z,1,REGULAR,foul,personal,[],1630202,,,1610612745,28,20,2021-03-15T00:26:41Z,1080000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1630256]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,1628953.0,1.0,0.0,Tate,1630256.0,,,,,,,,,,
110,PT04M20.00S,2021-03-15T00:26:48.6Z,1,REGULAR,substitution,out,[],1627759,,,1610612745,28,20,2021-03-15T00:26:53Z,1100000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M20.00S,2021-03-15T00:26:48.6Z,1,REGULAR,substitution,in,[],1628400,,,1610612745,28,20,2021-03-15T00:26:53Z,1110000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M04.00S,2021-03-15T00:27:12.7Z,1,REGULAR,3pt,Jump Shot,[],203506,33.196452036793694,51.049325980392155,1610612745,28,20,2021-03-15T00:27:20Z,1120000,-5.0,260.0,1,left,MISS V. Oladipo 25' step back 3PT,[203506],1610612745.0,HOU,step back,,,Oladipo,V. Oladipo,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,,
113,PT04M03.00S,2021-03-15T00:27:13.7Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,28,20,2021-03-15T00:27:24Z,1130000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,112.0,1.0,1.0,0.0,,,,,,
114,PT03M48.00S,2021-03-15T00:27:28.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,83.52496714848883,37.56893382352941,1610612738,28,20,2021-03-15T00:27:49Z,1140000,-62.0,102.0,1,right,MISS J. Tatum 11' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,11.98,Missed,,,,,,,,,,,,,,,,,,,
115,PT03M47.00S,2021-03-15T00:27:29.3Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,28,20,2021-03-15T00:27:59Z,1150000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,114.0,2.0,1.0,1.0,,,,,,
116,PT03M47.00S,2021-03-15T00:27:33.8Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612738,28,22,2021-03-15T00:28:04Z,1160000,0.0,0.0,1,right,R. Williams III tip DUNK (2 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
117,PT03M41.00S,2021-03-15T00:27:37.7Z,1,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612745,28,22,2021-03-15T00:27:53Z,1170000,,,0,,P. Pritchard shooting personal FOUL (2 PF) (Nwaba 2 FT),"[1630202, 1628021]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,1199.0,2.0,0.0,Nwaba,1628021.0,,,,,,,,,,
119,PT03M41.00S,2021-03-15T00:28:06.1Z,1,REGULAR,freethrow,1 of 2,[],1628021,,,1610612745,29,22,2021-03-15T00:28:29Z,1190000,,,0,,D. Nwaba Free Throw 1 of 2 (1 PTS),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
120,PT03M41.00S,2021-03-15T00:28:06.7Z,1,REGULAR,substitution,out,[],1630256,,,1610612745,29,22,2021-03-15T00:28:09Z,1200000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M41.00S,2021-03-15T00:28:06.7Z,1,REGULAR,substitution,in,[],1630237,,,1610612745,29,22,2021-03-15T00:28:09Z,1210000,,,0,,SUB in: A. Lamb,[1630237],1610612745.0,HOU,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M41.00S,2021-03-15T00:28:06.1Z,1,REGULAR,freethrow,2 of 2,[],1628021,,,1610612745,29,22,2021-03-15T00:28:29Z,1220000,,,0,,MISS D. Nwaba Free Throw 2 of 2,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,Missed,,,,,,,,,,,,,,,,,,,
123,PT03M41.00S,2021-03-15T00:28:06.1Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,29,22,2021-03-15T00:28:29Z,1230000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,122.0,3.0,2.0,1.0,,,,,,
124,PT03M26.00S,2021-03-15T00:28:33.7Z,1,REGULAR,3pt,Jump Shot,[],1628400,91.5407358738502,95.65716911764706,1610612738,29,25,2021-03-15T00:28:45Z,1240000,228.0,27.0,1,right,S. Ojeleye 3PT  (3 PTS) (P. Pritchard 1 AST),"[1628400, 1630202]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,22.99,Made,3.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,,
126,PT03M14.00S,2021-03-15T00:28:44.9Z,1,REGULAR,3pt,Jump Shot,[],1630237,20.18725361366623,7.176776960784313,1610612745,29,25,2021-03-15T00:28:55Z,1260000,214.0,137.0,1,left,MISS A. Lamb 25' 3PT,[1630237],1610612745.0,HOU,,,,Lamb,A. Lamb,,,,,25.43,Missed,,,,,,,,,,,,,,,,,,,
127,PT03M12.00S,2021-03-15T00:28:46.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,29,25,2021-03-15T00:28:55Z,1270000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,126.0,2.0,2.0,0.0,,,,,,
128,PT02M53.00S,2021-03-15T00:29:05.5Z,1,REGULAR,3pt,Jump Shot,[],1628369,78.79434954007884,7.421875,1610612738,29,28,2021-03-15T00:30:46Z,1280000,-213.0,147.0,1,right,J. Tatum 25' 3PT pullup (10 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.86,Made,10.0,,,,,,,,,,,,,,,,,,
129,PT02M45.00S,2021-03-15T00:29:17.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612745,29,28,2021-03-15T00:29:32Z,1290000,,,0,,M. Smart shooting personal FOUL (2 PF) (Oladipo 2 FT),"[203935, 203506]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,1628953.0,2.0,0.0,Oladipo,203506.0,,,,,,,,,,
131,PT02M45.00S,2021-03-15T00:29:35.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,29,28,2021-03-15T00:31:59Z,1310000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M45.00S,2021-03-15T00:30:02.7Z,1,REGULAR,instantreplay,challenge,[],0,,,1610612745,29,28,2021-03-15T00:33:11Z,1320000,,,0,,,[],1610612738.0,BOS,stands,,,,,,,,,,,,,,,1199.0,,,,,,,,,,,,,,
133,PT02M45.00S,2021-03-15T00:32:03.5Z,1,REGULAR,substitution,out,[],1628425,,,1610612745,29,28,2021-03-15T00:32:27Z,1330000,,,0,,SUB out: S. Brown,[1628425],1610612745.0,HOU,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M45.00S,2021-03-15T00:32:03.5Z,1,REGULAR,substitution,out,[],1630202,,,1610612745,29,28,2021-03-15T00:32:27Z,1340000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M45.00S,2021-03-15T00:32:03.5Z,1,REGULAR,substitution,in,[],203463,,,1610612745,29,28,2021-03-15T00:32:27Z,1350000,,,0,,SUB in: B. McLemore,[203463],1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M45.00S,2021-03-15T00:32:03.5Z,1,REGULAR,substitution,in,[],202689,,,1610612745,29,28,2021-03-15T00:32:27Z,1360000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M45.00S,2021-03-15T00:32:42.4Z,1,REGULAR,freethrow,1 of 2,[],203506,,,1610612745,29,28,2021-03-15T00:32:42Z,1370000,,,0,,MISS V. Oladipo Free Throw 1 of 2,[203506],1610612745.0,HOU,,,,Oladipo,V. Oladipo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
138,PT02M45.00S,2021-03-15T00:32:42.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,29,28,2021-03-15T00:32:42Z,1380000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,137.0,,,,,,,,,
139,PT02M45.00S,2021-03-15T00:32:58.9Z,1,REGULAR,freethrow,2 of 2,[],203506,,,1610612745,29,28,2021-03-15T00:32:58Z,1390000,,,0,,MISS V. Oladipo Free Throw 2 of 2,[203506],1610612745.0,HOU,,,,Oladipo,V. Oladipo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
140,PT02M45.00S,2021-03-15T00:32:59.7Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,29,28,2021-03-15T00:32:59Z,1400000,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,139.0,4.0,3.0,1.0,,,,,,
141,PT02M42.00S,2021-03-15T00:33:12.0Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612738,29,28,2021-03-15T00:33:30Z,1410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M29.00S,2021-03-15T00:33:45.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629057,85.10183968462549,50.80422794117647,1610612738,29,30,2021-03-15T00:33:53Z,1420000,4.0,88.0,1,right,R. Williams III 8' turnaround Jump Shot (4 PTS) (M. Smart 1 AST),"[1629057, 203935]",1610612738.0,BOS,turnaround,,,Williams III,R. Williams III,,,,,8.76,Made,4.0,M. Smart,203935.0,1.0,,,,,,,,,,,,,,,
144,PT02M14.00S,2021-03-15T00:34:08.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,29,30,2021-03-15T00:34:08Z,1440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M14.00S,2021-03-15T00:34:11.3Z,1,REGULAR,substitution,out,[],203506,,,1610612745,29,30,2021-03-15T00:34:14Z,1450000,,,0,,SUB out: V. Oladipo,[203506],1610612745.0,HOU,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M14.00S,2021-03-15T00:34:11.3Z,1,REGULAR,substitution,in,[],1629645,,,1610612745,29,30,2021-03-15T00:34:14Z,1460000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M04.00S,2021-03-15T00:34:28.2Z,1,REGULAR,3pt,Jump Shot,[],1629645,31.488173455978973,69.921875,1610612745,32,30,2021-03-15T00:34:36Z,1470000,-100.0,243.0,1,left,K. Porter Jr. 26' 3PT step back (9 PTS),[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,26.31,Made,9.0,,,,,,,,,,,,,,,,,,
148,PT01M40.00S,2021-03-15T00:34:51.2Z,1,REGULAR,3pt,Jump Shot,[],1628369,94.30026281208936,5.215992647058823,1610612738,32,30,2021-03-15T00:35:28Z,1480000,-224.0,1.0,1,right,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,22.39,Missed,,,,,,,,,,,,,,,,,,,
149,PT01M40.00S,2021-03-15T00:34:51.2Z,1,REGULAR,rebound,defensive,[],1628021,,,1610612745,32,30,2021-03-15T00:37:14Z,1490000,,,0,,D. Nwaba REBOUND (Off:0 Def:2),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,148.0,2.0,2.0,0.0,,,,,,
150,PT01M29.00S,2021-03-15T00:35:03.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630237,6.1268068331143235,55.951286764705884,1610612745,32,30,2021-03-15T00:36:08Z,1500000,-30.0,5.0,1,left,MISS A. Lamb Layup,[1630237],1610612745.0,HOU,,,,Lamb,A. Lamb,,,,,3.02,Missed,,,,,,,,,,,,,,,,,,,
151,PT01M28.00S,2021-03-15T00:35:04.2Z,1,REGULAR,rebound,defensive,[],202689,,,1610612738,32,30,2021-03-15T00:36:08Z,1510000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,150.0,2.0,2.0,0.0,,,,,,
152,PT01M20.00S,2021-03-15T00:35:12.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.64323258869908,47.61795343137255,1610612738,32,32,2021-03-15T00:36:43Z,1520000,-12.0,7.0,1,right,J. Tatum driving finger roll Layup (12 PTS) (K. Walker 1 AST),"[1628369, 202689]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,1.4,Made,12.0,K. Walker,202689.0,1.0,,,,,,,,,,,,,,,
154,PT01M11.00S,2021-03-15T00:35:21.1Z,1,REGULAR,3pt,Jump Shot,[],203463,19.92444152431012,7.421875,1610612745,32,32,2021-03-15T00:35:30Z,1540000,213.0,135.0,1,left,MISS B. McLemore 25' 3PT,[203463],1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
155,PT01M09.00S,2021-03-15T00:35:23.1Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,32,32,2021-03-15T00:35:30Z,1550000,,,0,,R. Williams III REBOUND (Off:1 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,154.0,5.0,4.0,1.0,,,,,,
156,PT01M04.00S,2021-03-15T00:35:32.0Z,1,REGULAR,3pt,Jump Shot,[],1628400,76.03482260183968,87.32383578431373,1610612738,32,35,2021-03-15T00:37:40Z,1560000,187.0,173.0,1,right,S. Ojeleye 25' 3PT running (6 PTS) (J. Tatum 2 AST),"[1628400, 1628369]",1610612738.0,BOS,running,,,Ojeleye,S. Ojeleye,,,,,25.43,Made,6.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,,
157,PT01M04.00S,2021-03-15T00:35:43.8Z,1,REGULAR,timeout,full,['team'],0,,,1610612745,32,35,2021-03-15T00:35:43Z,1570000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M04.00S,2021-03-15T00:36:33.3Z,1,REGULAR,substitution,out,[],1628369,,,1610612745,32,35,2021-03-15T00:37:03Z,1580000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M04.00S,2021-03-15T00:36:33.3Z,1,REGULAR,substitution,out,[],203935,,,1610612745,32,35,2021-03-15T00:37:03Z,1590000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M04.00S,2021-03-15T00:36:33.3Z,1,REGULAR,substitution,in,[],201952,,,1610612745,32,35,2021-03-15T00:37:03Z,1600000,,,0,,SUB in: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M04.00S,2021-03-15T00:36:33.3Z,1,REGULAR,substitution,in,[],1627759,,,1610612745,32,35,2021-03-15T00:37:03Z,1610000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M51.00S,2021-03-15T00:37:21.4Z,1,REGULAR,3pt,Jump Shot,[],1630237,8.09789750328515,3.7454044117647056,1610612745,32,35,2021-03-15T00:37:58Z,1620000,231.0,24.0,1,left,MISS A. Lamb 3PT,[1630237],1610612745.0,HOU,,,,Lamb,A. Lamb,,,,,23.25,Missed,,,,,,,,,,,,,,,,,,,
164,PT00M47.70S,2021-03-15T00:37:24.7Z,1,REGULAR,rebound,defensive,[],202689,,,1610612738,32,35,2021-03-15T00:40:07Z,1630000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,163.0,3.0,3.0,0.0,,,,,,
165,PT00M41.20S,2021-03-15T00:37:33.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630237,,,1610612738,32,35,2021-03-15T00:37:48Z,1640000,,,0,,A. Lamb shooting personal FOUL (1 PF) (Brown 2 FT),"[1630237, 1627759]",1610612745.0,HOU,shooting,,,Lamb,A. Lamb,,,,,,,,,,,1628953.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,
167,PT00M41.20S,2021-03-15T00:37:55.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627759,,,1610612738,32,36,2021-03-15T00:37:55Z,1660000,,,0,,J. Brown Free Throw 1 of 2 (5 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
168,PT00M41.20S,2021-03-15T00:37:55.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627759,,,1610612738,32,36,2021-03-15T00:38:14Z,1670000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
169,PT00M41.20S,2021-03-15T00:37:55.5Z,1,REGULAR,rebound,defensive,[],1628021,,,1610612745,32,36,2021-03-15T00:38:14Z,1680000,,,0,,D. Nwaba REBOUND (Off:0 Def:3),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,168.0,3.0,3.0,0.0,,,,,,
170,PT00M32.80S,2021-03-15T00:38:16.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612745,32,36,2021-03-15T00:38:33Z,1690000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1629057, 1629645]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,1628953.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,
172,PT00M32.80S,2021-03-15T00:38:48.6Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,33,36,2021-03-15T00:38:48Z,1710000,,,0,,K. Porter Jr. Free Throw 1 of 2 (10 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
173,PT00M32.80S,2021-03-15T00:39:03.7Z,1,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,34,36,2021-03-15T00:39:03Z,1720000,,,0,,K. Porter Jr. Free Throw 2 of 2 (11 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
174,PT00M15.60S,2021-03-15T00:39:24.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,92.59198423127464,51.53952205882353,1610612738,34,38,2021-03-15T00:39:33Z,1730000,8.0,17.0,1,right,R. Williams III DUNK (6 PTS) (J. Teague 1 AST),"[1629057, 201952]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,1.88,Made,6.0,J. Teague,201952.0,1.0,,,,,,,,,,,,,,,
176,PT00M00.00S,2021-03-15T00:39:41.4Z,1,REGULAR,3pt,Jump Shot,[],1629645,32.933639947437584,61.83363970588235,1610612745,34,38,2021-03-15T00:39:46Z,1750000,-59.0,257.0,1,left,MISS K. Porter Jr. 26' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,26.38,Missed,,,,,,,,,,,,,,,,,,,
177,PT00M00.00S,2021-03-15T00:39:43.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,34,38,2021-03-15T00:39:43Z,1760000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,176.0,,,,,,,,,
178,PT00M00.00S,2021-03-15T00:39:50.3Z,1,REGULAR,period,end,[],0,,,1610612745,34,38,2021-03-15T00:39:50Z,1770000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2021-03-15T00:41:48.5Z,2,REGULAR,substitution,out,['startperiod'],1630231,,,1610612745,34,38,2021-03-15T00:42:15Z,1780000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2021-03-15T00:41:48.5Z,2,REGULAR,substitution,in,['startperiod'],1628383,,,1610612745,34,38,2021-03-15T00:42:15Z,1790000,,,0,,SUB in: J. Patton,[1628383],1610612745.0,HOU,,,,Patton,J. Patton,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2021-03-15T00:42:21.2Z,2,REGULAR,period,start,[],0,,,1610612738,34,38,2021-03-15T00:42:21Z,1800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M52.00S,2021-03-15T00:42:27.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,93.64323258869908,51.78462009803921,1610612738,34,40,2021-03-15T00:42:38Z,1810000,9.0,7.0,1,right,J. Brown cutting DUNK (7 PTS) (K. Walker 2 AST),"[1627759, 202689]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,1.15,Made,7.0,K. Walker,202689.0,2.0,,,,,,,,,,,,,,,
