actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,playerName,playerNameI,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
453,PT12M00.00S,2021-04-07T01:32:07.5Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,70,85,2021-04-07T01:32:33Z,4470000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,,,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,
454,PT12M00.00S,2021-04-07T01:32:07.5Z,4,REGULAR,substitution,out,['startperiod'],1630202,,,1610612738,70,85,2021-04-07T01:32:33Z,4480000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2021-04-07T01:32:07.5Z,4,REGULAR,substitution,out,['startperiod'],203118,,,1610612738,70,85,2021-04-07T01:32:33Z,4490000,,,0,,SUB out: M. Scott,[203118],1610612755.0,PHI,,,,,,,,,Scott,M. Scott,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2021-04-07T01:32:07.5Z,4,REGULAR,substitution,in,['startperiod'],202689,,,1610612738,70,85,2021-04-07T01:32:33Z,4500000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,,,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2021-04-07T01:32:07.5Z,4,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,70,85,2021-04-07T01:32:33Z,4510000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2021-04-07T01:32:07.5Z,4,REGULAR,substitution,in,['startperiod'],202699,,,1610612738,70,85,2021-04-07T01:32:33Z,4520000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2021-04-07T01:32:57.6Z,4,REGULAR,period,start,[],0,,,1610612738,70,85,2021-04-07T01:32:57Z,4530000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT11M37.00S,2021-04-07T01:33:19.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629684,9.543363994743759,34.13756127450981,1610612738,70,85,2021-04-07T01:33:28Z,4540000,79.0,37.0,1,left,MISS G. Williams 8' driving Hook,[1629684],1610612738.0,BOS,driving,,,,,,,,Williams,G. Williams,8.76,Missed,,,,,,,,,,,,,,,,
461,PT11M35.00S,2021-04-07T01:33:21.3Z,4,REGULAR,rebound,defensive,[],2730,,,1610612755,70,85,2021-04-07T01:33:28Z,4550000,,,0,,D. Howard REBOUND (Off:0 Def:4),[2730],1610612755.0,PHI,,,,,,,,,Howard,D. Howard,,,,460.0,4.0,4.0,0.0,,,,,,,,,,,
462,PT11M13.00S,2021-04-07T01:33:43.4Z,4,REGULAR,2pt,Jump Shot,[],202699,90.27595269382391,32.36825980392157,1610612755,70,85,2021-04-07T01:33:50Z,4560000,-88.0,39.0,1,right,MISS T. Harris 9' turnaround Shot,[202699],1610612755.0,PHI,turnaround,,,,,,,,Harris,T. Harris,9.64,Missed,,,,,,,,,,,,,,,,
463,PT11M11.00S,2021-04-07T01:33:45.4Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,70,85,2021-04-07T01:33:50Z,4570000,,,0,,R. Williams III REBOUND (Off:2 Def:7),[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,,,,462.0,9.0,7.0,2.0,,,,,,,,,,,
464,PT11M05.00S,2021-04-07T01:33:51.3Z,4,REGULAR,3pt,Jump Shot,[],202689,33.327858081471746,48.84344362745098,1610612738,70,85,2021-04-07T01:33:55Z,4580000,6.0,261.0,1,left,MISS K. Walker 26' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,,,,,,Walker,K. Walker,26.09,Missed,,,,,,,,,,,,,,,,
465,PT11M03.00S,2021-04-07T01:33:53.3Z,4,REGULAR,rebound,defensive,[],2730,,,1610612755,70,85,2021-04-07T01:33:55Z,4590000,,,0,,D. Howard REBOUND (Off:0 Def:5),[2730],1610612755.0,PHI,,,,,,,,,Howard,D. Howard,,,,464.0,5.0,5.0,0.0,,,,,,,,,,,
466,PT10M55.00S,2021-04-07T01:34:05.9Z,4,REGULAR,foul,offensive,[],2730,,,1610612755,70,85,2021-04-07T01:34:14Z,4600000,,,0,,D. Howard offensive FOUL (1 PF),"[2730, 1629684]",1610612755.0,PHI,,,,,,,1146.0,,Howard,D. Howard,,,,,,,,1.0,0.0,Williams,1629684.0,,,,,,,
468,PT10M55.00S,2021-04-07T01:34:05.9Z,4,REGULAR,turnover,offensive foul,[],2730,,,1610612755,70,85,2021-04-07T01:34:05Z,4620000,,,0,,D. Howard offensive foul TURNOVER (1 TO),[2730],1610612755.0,PHI,,,,,,,1146.0,1.0,Howard,D. Howard,,,,,,,,,,,,,,,,,,
469,PT10M29.00S,2021-04-07T01:34:46.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,6.783837056504599,97.37285539215686,1610612738,70,85,2021-04-07T01:34:51Z,4630000,-237.0,11.0,1,left,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,,,,,,Williams,G. Williams,23.72,Missed,,,,,,,,,,,,,,,,
470,PT10M27.00S,2021-04-07T01:34:48.4Z,4,REGULAR,rebound,defensive,[],1629680,,,1610612755,70,85,2021-04-07T01:34:51Z,4640000,,,0,,M. Thybulle REBOUND (Off:0 Def:2),[1629680],1610612755.0,PHI,,,,,,,,,Thybulle,M. Thybulle,,,,469.0,2.0,2.0,0.0,,,,,,,,,,,
471,PT10M25.00S,2021-04-07T01:34:55.1Z,4,REGULAR,foul,personal,[],1629684,,,1610612755,70,85,2021-04-07T01:35:08Z,4650000,,,0,,G. Williams personal FOUL (2 PF),"[1629684, 2730]",1610612738.0,BOS,,,,,,,202049.0,,Williams,G. Williams,,,,,,,,2.0,0.0,Howard,2730.0,,,,,,,
473,PT10M09.00S,2021-04-07T01:35:27.7Z,4,REGULAR,3pt,Jump Shot,[],1629680,65.65374507227332,39.77481617647059,1610612755,70,85,2021-04-07T01:35:55Z,4670000,-51.0,270.0,1,right,MISS M. Thybulle 27' pullup 3PT,[1629680],1610612755.0,PHI,pullup,,,,,,,,Thybulle,M. Thybulle,27.52,Missed,,,,,,,,,,,,,,,,
474,PT10M08.00S,2021-04-07T01:35:28.7Z,4,REGULAR,rebound,offensive,[],2730,,,1610612755,70,85,2021-04-07T01:35:39Z,4680000,,,0,,D. Howard REBOUND (Off:1 Def:5),[2730],1610612755.0,PHI,,,,,,,,,Howard,D. Howard,,,,473.0,6.0,5.0,1.0,,,,,,,,,,,
475,PT10M06.00S,2021-04-07T01:35:36.0Z,4,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612755,70,85,2021-04-07T01:35:46Z,4690000,,,0,,R. Williams III shooting personal FOUL (5 PF) (Howard 2 FT),"[1629057, 2730]",1610612738.0,BOS,shooting,,,,,,202056.0,,Williams III,R. Williams III,,,,,,,,5.0,0.0,Howard,2730.0,,,,,,,
477,PT10M06.00S,2021-04-07T01:36:00.1Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],2730,,,1610612755,70,86,2021-04-07T01:36:00Z,4710000,,,0,,D. Howard Free Throw 1 of 2 (1 PTS),[2730],1610612755.0,PHI,,,,,,,,,Howard,D. Howard,,Made,1.0,,,,,,,,,,,,,,,
478,PT10M06.00S,2021-04-07T01:36:17.1Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],2730,,,1610612755,70,87,2021-04-07T01:36:17Z,4720000,,,0,,D. Howard Free Throw 2 of 2 (2 PTS),[2730],1610612755.0,PHI,,,,,,,,,Howard,D. Howard,,Made,2.0,,,,,,,,,,,,,,,
479,PT09M47.00S,2021-04-07T01:36:44.4Z,4,REGULAR,foul,personal,[],2730,,,1610612738,70,87,2021-04-07T01:36:50Z,4730000,,,0,,D. Howard personal FOUL (2 PF),"[2730, 202689]",1610612755.0,PHI,,,,,,,202056.0,,Howard,D. Howard,,,,,,,,2.0,0.0,Walker,202689.0,,,,,,,
481,PT09M44.00S,2021-04-07T01:37:07.4Z,4,REGULAR,foul,personal,['2freethrow'],2730,,,1610612738,70,87,2021-04-07T01:37:24Z,4750000,,,0,,D. Howard shooting personal FOUL (3 PF) (Brown 2 FT),"[2730, 1627759]",1610612755.0,PHI,shooting,,,,,,202049.0,,Howard,D. Howard,,,,,,,,3.0,0.0,Brown,1627759.0,,,,,,,
483,PT09M44.00S,2021-04-07T01:37:33.4Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,71,87,2021-04-07T01:37:33Z,4770000,,,0,,J. Brown Free Throw 1 of 2 (11 PTS),[1627759],1610612738.0,BOS,,,,,,,,,Brown,J. Brown,,Made,11.0,,,,,,,,,,,,,,,
484,PT09M44.00S,2021-04-07T01:37:46.4Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,72,87,2021-04-07T01:37:46Z,4780000,,,0,,J. Brown Free Throw 2 of 2 (12 PTS),[1627759],1610612738.0,BOS,,,,,,,,,Brown,J. Brown,,Made,12.0,,,,,,,,,,,,,,,
485,PT09M29.00S,2021-04-07T01:38:04.8Z,4,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612755,72,87,2021-04-07T01:38:30Z,4790000,,,0,,R. Williams III shooting personal FOUL (6 PF) (Harris 2 FT),"[1629057, 202699]",1610612738.0,BOS,shooting,,,,,,1146.0,,Williams III,R. Williams III,,,,,,,,6.0,0.0,Harris,202699.0,,,,,,,
487,PT09M29.00S,2021-04-07T01:38:25.0Z,4,REGULAR,substitution,out,[],1629057,,,1610612755,72,87,2021-04-07T01:38:28Z,4810000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,
488,PT09M29.00S,2021-04-07T01:38:25.0Z,4,REGULAR,substitution,in,[],1628400,,,1610612755,72,87,2021-04-07T01:38:28Z,4820000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,,,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,
489,PT09M29.00S,2021-04-07T01:38:52.2Z,4,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,72,88,2021-04-07T01:39:13Z,4830000,,,0,,T. Harris Free Throw 1 of 2 (8 PTS),[202699],1610612755.0,PHI,,,,,,,,,Harris,T. Harris,,Made,8.0,,,,,,,,,,,,,,,
490,PT09M29.00S,2021-04-07T01:38:52.2Z,4,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,72,88,2021-04-07T01:39:13Z,4840000,,,0,,MISS T. Harris Free Throw 2 of 2,[202699],1610612755.0,PHI,,,,,,,,,Harris,T. Harris,,Missed,,,,,,,,,,,,,,,,
491,PT09M29.00S,2021-04-07T01:38:52.2Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,72,88,2021-04-07T01:39:13Z,4850000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,,,,,,Brown,J. Brown,,,,490.0,2.0,2.0,0.0,,,,,,,,,,,
492,PT09M02.00S,2021-04-07T01:39:33.9Z,4,REGULAR,2pt,Jump Shot,[],202689,15.719448094612352,69.18658088235294,1610612738,72,88,2021-04-07T01:40:13Z,4860000,-96.0,95.0,1,left,MISS K. Walker 13' step back Shot,[202689],1610612738.0,BOS,step back,,,,,,,,Walker,K. Walker,13.52,Missed,,,,,,,,,,,,,,,,
493,PT09M00.00S,2021-04-07T01:39:35.9Z,4,REGULAR,rebound,defensive,[],2730,,,1610612755,72,88,2021-04-07T01:39:35Z,4870000,,,0,,D. Howard REBOUND (Off:1 Def:6),[2730],1610612755.0,PHI,,,,,,,,,Howard,D. Howard,,,,492.0,7.0,6.0,1.0,,,,,,,,,,,
494,PT08M48.00S,2021-04-07T01:39:52.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,72,88,2021-04-07T01:39:52Z,4880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT08M48.00S,2021-04-07T01:39:54.8Z,4,REGULAR,substitution,out,[],1627788,,,1610612755,72,88,2021-04-07T01:40:02Z,4890000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,,,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,
496,PT08M48.00S,2021-04-07T01:39:54.8Z,4,REGULAR,substitution,in,[],203552,,,1610612755,72,88,2021-04-07T01:40:02Z,4900000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
497,PT08M41.00S,2021-04-07T01:40:21.9Z,4,REGULAR,3pt,Jump Shot,[],203552,78.13731931668858,92.22579656862744,1610612755,72,88,2021-04-07T01:40:30Z,4910000,211.0,153.0,1,right,MISS S. Curry 26' 3PT,[203552],1610612755.0,PHI,,,,,,,,,Curry,S. Curry,26.07,Missed,,,,,,,,,,,,,,,,
498,PT08M39.00S,2021-04-07T01:40:23.9Z,4,REGULAR,rebound,offensive,[],2730,,,1610612755,72,88,2021-04-07T01:40:30Z,4920000,,,0,,D. Howard REBOUND (Off:2 Def:6),[2730],1610612755.0,PHI,,,,,,,,,Howard,D. Howard,,,,497.0,8.0,6.0,2.0,,,,,,,,,,,
499,PT08M39.00S,2021-04-07T01:40:28.2Z,4,REGULAR,foul,personal,['2freethrow'],1628400,,,1610612755,72,88,2021-04-07T01:40:43Z,4930000,,,0,,S. Ojeleye shooting personal FOUL (2 PF) (Howard 2 FT),"[1628400, 2730]",1610612738.0,BOS,shooting,,,,,,202049.0,,Ojeleye,S. Ojeleye,,,,,,,,2.0,0.0,Howard,2730.0,,,,,,,
501,PT08M39.00S,2021-04-07T01:40:54.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],2730,,,1610612755,72,89,2021-04-07T01:40:55Z,4950000,,,0,,D. Howard Free Throw 1 of 2 (3 PTS),[2730],1610612755.0,PHI,,,,,,,,,Howard,D. Howard,,Made,3.0,,,,,,,,,,,,,,,
502,PT08M39.00S,2021-04-07T01:40:56.9Z,4,REGULAR,substitution,out,[],1629641,,,1610612755,72,89,2021-04-07T01:41:05Z,4960000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,,,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,
503,PT08M39.00S,2021-04-07T01:40:56.9Z,4,REGULAR,substitution,out,[],1629680,,,1610612755,72,89,2021-04-07T01:41:05Z,4970000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,,,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,
504,PT08M39.00S,2021-04-07T01:40:56.9Z,4,REGULAR,substitution,in,[],1628369,,,1610612755,72,89,2021-04-07T01:41:05Z,4980000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
505,PT08M39.00S,2021-04-07T01:40:56.9Z,4,REGULAR,substitution,in,[],1627732,,,1610612755,72,89,2021-04-07T01:41:05Z,4990000,,,0,,SUB in: B. Simmons,[1627732],1610612755.0,PHI,,,,,,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,
506,PT08M39.00S,2021-04-07T01:41:22.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],2730,,,1610612755,72,90,2021-04-07T01:41:22Z,5000000,,,0,,D. Howard Free Throw 2 of 2 (4 PTS),[2730],1610612755.0,PHI,,,,,,,,,Howard,D. Howard,,Made,4.0,,,,,,,,,,,,,,,
507,PT08M25.00S,2021-04-07T01:41:39.4Z,4,REGULAR,3pt,Jump Shot,[],1627759,33.85348226018397,42.96109068627451,1610612738,72,90,2021-04-07T01:41:49Z,5010000,35.0,266.0,1,left,MISS J. Brown 26' pullup 3PT - blocked,"[1627759, 202699]",1610612738.0,BOS,pullup,,,,,,,,Brown,J. Brown,26.8,Missed,,,,,,,,,,,,,,,Harris,202699.0
508,PT08M25.00S,2021-04-07T01:41:39.4Z,4,REGULAR,block,,[],202699,,,1610612738,72,90,2021-04-07T01:43:44Z,5020000,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612755.0,PHI,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
509,PT08M22.00S,2021-04-07T01:41:42.4Z,4,REGULAR,rebound,defensive,[],2730,,,1610612755,72,90,2021-04-07T01:41:49Z,5030000,,,0,,D. Howard REBOUND (Off:2 Def:7),[2730],1610612755.0,PHI,,,,,,,,,Howard,D. Howard,,,,507.0,9.0,7.0,2.0,,,,,,,,,,,
510,PT08M03.00S,2021-04-07T01:42:02.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1627732,85.62746386333771,51.294424019607845,1610612755,72,90,2021-04-07T01:42:09Z,5040000,6.0,83.0,1,right,MISS B. Simmons 8' driving Hook,[1627732],1610612755.0,PHI,driving,,,,,,,,Simmons,B. Simmons,8.29,Missed,,,,,,,,,,,,,,,,
511,PT08M00.00S,2021-04-07T01:42:05.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,72,90,2021-04-07T01:42:09Z,5050000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,,,,510.0,4.0,4.0,0.0,,,,,,,,,,,
512,PT07M54.00S,2021-04-07T01:42:10.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627759,15.193823915900131,51.78462009803921,1610612738,74,90,2021-04-07T01:42:15Z,5060000,-9.0,90.0,1,left,J. Brown 9' pullup Jump Shot (14 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,pullup,,,,,,,,Brown,J. Brown,9.07,Made,14.0,,,,,,,,,,,J. Tatum,1628369.0,3.0,,
514,PT07M33.00S,2021-04-07T01:42:33.6Z,4,REGULAR,foul,offensive,[],1629003,,,1610612755,74,90,2021-04-07T01:42:47Z,5080000,,,0,,S. Milton charge offensive FOUL (2 PF),"[1629003, 1628400]",1610612755.0,PHI,charge,,,,,,1146.0,,Milton,S. Milton,,,,,,,,2.0,0.0,Ojeleye,1628400.0,,,,,,,
516,PT07M33.00S,2021-04-07T01:42:33.6Z,4,REGULAR,turnover,offensive foul,[],1629003,,,1610612755,74,90,2021-04-07T01:42:33Z,5100000,,,0,,S. Milton offensive foul TURNOVER (2 TO),[1629003],1610612755.0,PHI,,,,,,,1146.0,2.0,Milton,S. Milton,,,,,,,,,,,,,,,,,,
517,PT07M33.00S,2021-04-07T01:42:45.6Z,4,REGULAR,substitution,out,[],202689,,,1610612738,74,90,2021-04-07T01:42:58Z,5110000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,,,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,
518,PT07M33.00S,2021-04-07T01:42:45.6Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,74,90,2021-04-07T01:42:58Z,5120000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,,,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,
519,PT07M33.00S,2021-04-07T01:42:45.6Z,4,REGULAR,substitution,out,[],1629003,,,1610612738,74,90,2021-04-07T01:42:58Z,5130000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,,,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,
520,PT07M33.00S,2021-04-07T01:42:45.6Z,4,REGULAR,substitution,out,[],2730,,,1610612738,74,90,2021-04-07T01:42:58Z,5140000,,,0,,SUB out: D. Howard,[2730],1610612755.0,PHI,,,,,,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,
521,PT07M33.00S,2021-04-07T01:42:45.6Z,4,REGULAR,substitution,in,[],203935,,,1610612738,74,90,2021-04-07T01:42:58Z,5150000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,,,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,
522,PT07M33.00S,2021-04-07T01:42:45.6Z,4,REGULAR,substitution,in,[],1628436,,,1610612738,74,90,2021-04-07T01:42:58Z,5160000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,,,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,
523,PT07M33.00S,2021-04-07T01:42:45.6Z,4,REGULAR,substitution,in,[],201980,,,1610612738,74,90,2021-04-07T01:42:58Z,5170000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
524,PT07M33.00S,2021-04-07T01:42:45.6Z,4,REGULAR,substitution,in,[],203954,,,1610612738,74,90,2021-04-07T01:42:58Z,5180000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,
525,PT07M16.00S,2021-04-07T01:43:11.4Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,16.376478318002626,70.41207107843137,1610612738,76,90,2021-04-07T01:44:57Z,5190000,-102.0,101.0,1,left,J. Tatum 14' step back Jump Shot (17 PTS),[1628369],1610612738.0,BOS,step back,,,,,,,,Tatum,J. Tatum,14.39,Made,17.0,,,,,,,,,,,,,,,
526,PT06M57.00S,2021-04-07T01:43:36.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612755,76,90,2021-04-07T01:44:08Z,5200000,,,0,,J. Brown personal FOUL (4 PF) (Embiid 2 FT),"[1627759, 203954]",1610612738.0,BOS,,,,,,,202056.0,,Brown,J. Brown,,,,,,,,4.0,0.0,Embiid,203954.0,,,,,,,
528,PT06M57.00S,2021-04-07T01:43:50.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,76,90,2021-04-07T01:43:50Z,5220000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT06M57.00S,2021-04-07T01:47:19.3Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,76,91,2021-04-07T01:47:19Z,5230000,,,0,,J. Embiid Free Throw 1 of 2 (27 PTS),[203954],1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,,Made,27.0,,,,,,,,,,,,,,,
530,PT06M57.00S,2021-04-07T01:47:36.9Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,76,92,2021-04-07T01:47:36Z,5240000,,,0,,J. Embiid Free Throw 2 of 2 (28 PTS),[203954],1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,,Made,28.0,,,,,,,,,,,,,,,
531,PT06M38.00S,2021-04-07T01:47:59.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,76,92,2021-04-07T01:47:59Z,5250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT06M34.00S,2021-04-07T01:48:23.7Z,4,REGULAR,3pt,Jump Shot,[],1627759,32.276609724047304,69.43167892156863,1610612738,76,92,2021-04-07T01:48:32Z,5260000,-97.0,251.0,1,left,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,,,,,,Brown,J. Brown,26.91,Missed,,,,,,,,,,,,,,,,
533,PT06M33.00S,2021-04-07T01:48:24.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,76,92,2021-04-07T01:48:32Z,5270000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,532.0,,,,,,,,,,,,,,
534,PT06M33.00S,2021-04-07T01:48:30.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,76,92,2021-04-07T01:48:36Z,5280000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,202049.0,,,,,,,,,,,,,,,,,,,,,
535,PT06M14.00S,2021-04-07T01:48:57.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203954,91.80354796320631,49.08854166666667,1610612755,76,94,2021-04-07T01:49:04Z,5290000,-5.0,25.0,1,right,J. Embiid DUNK (30 PTS) (D. Green 1 AST),"[203954, 201980]",1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,2.49,Made,30.0,,,,,,,,,,,D. Green,201980.0,1.0,,
537,PT06M05.00S,2021-04-07T01:49:10.2Z,4,REGULAR,turnover,lost ball,[],1628369,,,1610612738,76,94,2021-04-07T01:49:17Z,5310000,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 1627732]",1610612738.0,BOS,,,,,,,,2.0,Tatum,J. Tatum,,,,,,,,,,,,Simmons,1627732.0,,,,,
538,PT06M05.00S,2021-04-07T01:49:10.2Z,4,REGULAR,steal,,[],1627732,,,1610612755,76,94,2021-04-07T01:50:25Z,5320000,,,0,,B. Simmons STEAL (2 STL),[1627732],1610612755.0,PHI,,,,,,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,
539,PT05M54.00S,2021-04-07T01:49:14.9Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202699,92.19776609724047,53.01011029411765,1610612755,76,96,2021-04-07T01:49:32Z,5330000,15.0,21.0,1,right,T. Harris running DUNK (10 PTS) (B. Simmons 5 AST),"[202699, 1627732]",1610612755.0,PHI,running,,,,,,,,Harris,T. Harris,2.57,Made,10.0,,,,,,,,,,,B. Simmons,1627732.0,5.0,,
541,PT05M50.00S,2021-04-07T01:49:26.6Z,4,REGULAR,foul,personal,['2freethrow'],203954,,,1610612738,76,96,2021-04-07T01:49:32Z,5350000,,,0,,J. Embiid shooting personal FOUL (1 PF) (Smart 2 FT),"[203954, 203935]",1610612755.0,PHI,shooting,,,,,,1146.0,,Embiid,J. Embiid,,,,,,,,1.0,0.0,Smart,203935.0,,,,,,,
543,PT05M50.00S,2021-04-07T01:49:47.5Z,4,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,76,96,2021-04-07T01:49:47Z,5370000,,,0,,MISS M. Smart Free Throw 1 of 2,[203935],1610612738.0,BOS,,,,,,,,,Smart,M. Smart,,Missed,,,,,,,,,,,,,,,,
544,PT05M50.00S,2021-04-07T01:49:47.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,76,96,2021-04-07T01:49:47Z,5380000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,543.0,,,,,,,,,,,,,,
545,PT05M50.00S,2021-04-07T01:49:50.8Z,4,REGULAR,substitution,out,[],1627759,,,1610612738,76,96,2021-04-07T01:49:56Z,5390000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
546,PT05M50.00S,2021-04-07T01:49:50.8Z,4,REGULAR,substitution,in,[],202689,,,1610612738,76,96,2021-04-07T01:49:56Z,5400000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,,,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,
