actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
258,PT05M43.00S,2021-03-25T00:28:48.6Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,55,46,2021-03-25T00:28:55Z,2490000,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 1626192]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,1.0,Connaughton,1626192.0
259,PT05M43.00S,2021-03-25T00:28:48.6Z,2,REGULAR,steal,,[],1626192,,,1610612749,55,46,2021-03-25T00:28:51Z,2500000,,,0,,P. Connaughton STEAL (1 STL),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M36.00S,2021-03-25T00:28:56.4Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",203114,89.17542706964521,14.284620098039216,1610612749,57,46,2021-03-25T00:30:03Z,2510000,-179.0,49.0,1,right,K. Middleton 18' step back Jump Shot (9 PTS) (P. Connaughton 1 AST),"[203114, 1626192]",1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,18.53,Made,9.0,P. Connaughton,1626192.0,1.0,,,,,,,,,,,,,,
262,PT05M19.00S,2021-03-25T00:29:13.0Z,2,REGULAR,3pt,Jump Shot,[],202689,22.815374507227332,10.117953431372548,1610612738,57,49,2021-03-25T00:29:17Z,2530000,199.0,162.0,1,left,K. Walker 25' 3PT step back (3 PTS) (D. Theis 1 AST),"[202689, 1628464]",1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,25.69,Made,3.0,D. Theis,1628464.0,1.0,,,,,,,,,,,,,,
263,PT05M03.00S,2021-03-25T00:29:27.8Z,2,REGULAR,2pt,Jump Shot,[],203114,76.5604467805519,22.61795343137255,1610612749,57,49,2021-03-25T00:29:34Z,2540000,-137.0,168.0,1,right,MISS K. Middleton 21' Jump Shot,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,21.66,Missed,,,,,,,,,,,,,,,,,,
264,PT05M02.00S,2021-03-25T00:29:30.3Z,2,REGULAR,rebound,offensive,[],200782,,,1610612749,57,49,2021-03-25T00:29:30Z,2550000,,,0,,P. Tucker REBOUND (Off:2 Def:1),[200782],1610612749.0,MIL,,,,Tucker,P. Tucker,,,,,,,,,,,263.0,3.0,1.0,2.0,,,,,,,,,,
265,PT04M58.00S,2021-03-25T00:29:33.8Z,2,REGULAR,turnover,bad pass,[],1628978,,,1610612749,57,49,2021-03-25T00:29:40Z,2560000,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 203935]",1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,1.0,Smart,203935.0
266,PT04M58.00S,2021-03-25T00:29:33.8Z,2,REGULAR,steal,,[],203935,,,1610612738,57,49,2021-03-25T00:29:36Z,2570000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M53.00S,2021-03-25T00:29:38.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,7.046649145860711,50.80422794117647,1610612738,57,51,2021-03-25T00:29:46Z,2580000,-4.0,14.0,1,left,M. Smart running Layup (2 PTS),[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,1.43,Made,2.0,,,,,,,,,,,,,,,,,
268,PT04M37.00S,2021-03-25T00:29:55.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,79.71419185282524,36.34344362745098,1610612749,59,51,2021-03-25T00:30:01Z,2590000,-68.0,138.0,1,right,K. Middleton 15' pullup Jump Shot (11 PTS),[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,15.42,Made,11.0,,,,,,,,,,,,,,,,,
269,PT04M17.00S,2021-03-25T00:30:15.3Z,2,REGULAR,3pt,Jump Shot,[],203935,31.61957950065703,27.27481617647059,1610612738,59,51,2021-03-25T00:30:20Z,2600000,114.0,245.0,1,left,MISS M. Smart 26' step back 3PT,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,26.98,Missed,,,,,,,,,,,,,,,,,,
270,PT04M14.00S,2021-03-25T00:30:18.3Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612749,59,51,2021-03-25T00:30:20Z,2610000,,,0,,D. DiVincenzo REBOUND (Off:0 Def:3),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,269.0,3.0,3.0,0.0,,,,,,,,,,
271,PT04M03.00S,2021-03-25T00:30:29.5Z,2,REGULAR,2pt,Jump Shot,[],203114,88.12417871222075,30.95128676470588,1610612749,59,51,2021-03-25T00:32:38Z,2620000,-95.0,59.0,1,right,MISS K. Middleton 11' turnaround Shot,[203114],1610612749.0,MIL,turnaround,,,Middleton,K. Middleton,,,,,11.21,Missed,,,,,,,,,,,,,,,,,,
272,PT04M03.00S,2021-03-25T00:30:33.8Z,2,REGULAR,rebound,offensive,[],203114,,,1610612749,59,51,2021-03-25T00:30:33Z,2630000,,,0,,K. Middleton REBOUND (Off:2 Def:3),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,271.0,5.0,3.0,2.0,,,,,,,,,,
273,PT04M03.00S,2021-03-25T00:30:34.7Z,2,REGULAR,foul,personal,['2freethrow'],203935,,,1610612749,59,51,2021-03-25T00:30:55Z,2640000,,,0,,M. Smart shooting personal FOUL (2 PF) (Middleton 2 FT),"[203935, 203114]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,,,201246.0,2.0,0.0,Middleton,203114.0,,,
275,PT04M03.00S,2021-03-25T00:31:00.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203114,,,1610612749,59,51,2021-03-25T00:31:00Z,2660000,,,0,,MISS K. Middleton Free Throw 1 of 2,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Missed,,,,,,,,,,,,,,,,,,
276,PT04M03.00S,2021-03-25T00:31:00.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,59,51,2021-03-25T00:31:00Z,2670000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,,,
277,PT04M03.00S,2021-03-25T00:31:02.1Z,2,REGULAR,substitution,out,[],1628978,,,1610612749,59,51,2021-03-25T00:31:06Z,2680000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M03.00S,2021-03-25T00:31:02.1Z,2,REGULAR,substitution,in,[],203648,,,1610612749,59,51,2021-03-25T00:31:06Z,2690000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M03.00S,2021-03-25T00:31:23.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203114,,,1610612749,60,51,2021-03-25T00:31:23Z,2700000,,,0,,K. Middleton Free Throw 2 of 2 (12 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
281,PT03M48.00S,2021-03-25T00:31:40.4Z,2,REGULAR,3pt,Jump Shot,[],203935,23.99802890932983,88.30422794117648,1610612738,60,51,2021-03-25T00:31:44Z,2710000,-192.0,173.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.81,Missed,,,,,,,,,,,,,,,,,,
282,PT03M45.00S,2021-03-25T00:31:43.4Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,60,51,2021-03-25T00:31:44Z,2720000,,,0,,B. Lopez REBOUND (Off:2 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,281.0,3.0,1.0,2.0,,,,,,,,,,
283,PT03M35.00S,2021-03-25T00:31:53.8Z,2,REGULAR,3pt,Jump Shot,[],203114,66.17936925098554,43.94148284313725,1610612749,63,51,2021-03-25T00:31:59Z,2730000,-30.0,265.0,1,right,K. Middleton 26' 3PT pullup (15 PTS),[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,26.71,Made,15.0,,,,,,,,,,,,,,,,,
284,PT03M35.00S,2021-03-25T00:32:01.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,63,51,2021-03-25T00:32:01Z,2740000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M35.00S,2021-03-25T00:34:35.4Z,2,REGULAR,substitution,out,[],203648,,,1610612738,63,51,2021-03-25T00:35:14Z,2750000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M35.00S,2021-03-25T00:34:35.4Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,63,51,2021-03-25T00:35:14Z,2760000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M35.00S,2021-03-25T00:34:35.4Z,2,REGULAR,substitution,in,[],201950,,,1610612738,63,51,2021-03-25T00:35:14Z,2770000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M35.00S,2021-03-25T00:34:35.4Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,63,51,2021-03-25T00:35:14Z,2780000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M13.00S,2021-03-25T00:35:50.1Z,2,REGULAR,turnover,bad pass,[],202689,,,1610612738,63,51,2021-03-25T00:35:54Z,2790000,,,0,,K. Walker bad pass TURNOVER (2 TO),"[202689, 201572]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,2.0,Lopez,201572.0
290,PT03M13.00S,2021-03-25T00:35:50.1Z,2,REGULAR,steal,,[],201572,,,1610612749,63,51,2021-03-25T00:35:52Z,2800000,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M03.00S,2021-03-25T00:36:00.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201572,71.17279894875165,12.568933823529413,1610612749,63,51,2021-03-25T00:36:04Z,2810000,-187.0,218.0,1,right,MISS B. Lopez 28' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,28.77,Missed,,,,,,,,,,,,,,,,,,
292,PT03M00.00S,2021-03-25T00:36:03.1Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,63,51,2021-03-25T00:36:04Z,2820000,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,291.0,3.0,2.0,1.0,,,,,,,,,,
293,PT02M57.00S,2021-03-25T00:36:05.9Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1627759,11.383048620236531,14.529718137254902,1610612738,63,51,2021-03-25T00:36:15Z,2830000,177.0,55.0,1,left,MISS J. Brown 18' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,18.56,Missed,,,,,,,,,,,,,,,,,,
294,PT02M53.00S,2021-03-25T00:36:09.9Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,63,51,2021-03-25T00:36:15Z,2840000,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,293.0,1.0,1.0,0.0,,,,,,,,,,
295,PT02M44.00S,2021-03-25T00:36:19.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201572,89.96386333771353,49.08854166666667,1610612749,63,51,2021-03-25T00:36:23Z,2850000,-5.0,42.0,1,right,MISS B. Lopez turnaround Hook,[201572],1610612749.0,MIL,turnaround,,,Lopez,B. Lopez,,,,,4.21,Missed,,,,,,,,,,,,,,,,,,
296,PT02M41.00S,2021-03-25T00:36:22.1Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,63,51,2021-03-25T00:36:23Z,2860000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,295.0,4.0,3.0,1.0,,,,,,,,,,
297,PT02M39.00S,2021-03-25T00:36:26.0Z,2,REGULAR,3pt,Jump Shot,[],203935,29.25427069645204,23.108149509803923,1610612738,63,51,2021-03-25T00:41:49Z,2870000,134.0,222.0,1,left,MISS M. Smart 26' step back 3PT,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,
298,PT02M36.00S,2021-03-25T00:36:29.0Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,63,51,2021-03-25T00:41:49Z,2880000,,,0,,P. Connaughton REBOUND (Off:0 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,297.0,2.0,2.0,0.0,,,,,,,,,,
299,PT02M22.00S,2021-03-25T00:36:44.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201572,85.23324572930355,53.01011029411765,1610612749,63,51,2021-03-25T00:44:08Z,2890000,15.0,86.0,1,right,MISS B. Lopez 8' cutting Layup - blocked,"[201572, 202689]",1610612749.0,MIL,cutting,,,Lopez,B. Lopez,,,,,8.76,Missed,,,,,,,,,Walker,202689.0,,,,,,,,
300,PT02M22.00S,2021-03-25T00:36:44.6Z,2,REGULAR,block,,[],202689,,,1610612749,63,51,2021-03-25T00:36:47Z,2900000,,,0,,K. Walker BLOCK (1 BLK),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M20.00S,2021-03-25T00:36:46.6Z,2,REGULAR,rebound,offensive,[],1626192,,,1610612749,63,51,2021-03-25T00:44:08Z,2910000,,,0,,P. Connaughton REBOUND (Off:1 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,299.0,3.0,2.0,1.0,,,,,,,,,,
302,PT02M17.00S,2021-03-25T00:36:50.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201572,91.67214191852825,3.5003063725490198,1610612749,63,51,2021-03-25T00:44:36Z,2920000,-232.0,26.0,1,right,MISS B. Lopez 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,23.39,Missed,,,,,,,,,,,,,,,,,,
303,PT02M16.00S,2021-03-25T00:36:51.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,63,51,2021-03-25T00:44:36Z,2930000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,302.0,5.0,4.0,1.0,,,,,,,,,,
304,PT02M09.00S,2021-03-25T00:36:56.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628369,7.5722733245729295,50.55912990196079,1610612738,63,53,2021-03-25T00:45:08Z,2940000,-3.0,19.0,1,left,J. Tatum running reverse Layup (8 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,running reverse,,,Tatum,J. Tatum,,,,,1.89,Made,8.0,M. Smart,203935.0,5.0,,,,,,,,,,,,,,
306,PT01M50.00S,2021-03-25T00:37:14.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,89.17542706964521,50.80422794117647,1610612749,65,53,2021-03-25T00:45:44Z,2960000,4.0,49.0,1,right,J. Holiday floating Jump Shot (9 PTS),[201950],1610612749.0,MIL,floating,,,Holiday,J. Holiday,,,,,4.95,Made,9.0,,,,,,,,,,,,,,,,,
307,PT01M34.00S,2021-03-25T00:37:31.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202689,7.490144546649148,55.786611519607845,1610612738,65,53,2021-03-25T00:46:13Z,2970000,-29.0,18.0,1,left,MISS K. Walker driving Layup,[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,3.4,Missed,,,,,,,,,,,,,,,,,,
308,PT01M32.00S,2021-03-25T00:37:33.6Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,65,53,2021-03-25T00:46:13Z,2980000,,,0,,J. Holiday REBOUND (Off:1 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,307.0,2.0,1.0,1.0,,,,,,,,,,
309,PT01M25.00S,2021-03-25T00:37:41.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],200782,93.38042049934296,4.235600490196079,1610612749,68,53,2021-03-25T00:46:39Z,2990000,-229.0,10.0,1,right,P. Tucker 3PT  (3 PTS) (J. Holiday 1 AST),"[200782, 201950]",1610612749.0,MIL,,,,Tucker,P. Tucker,,,,,22.9,Made,3.0,J. Holiday,201950.0,1.0,,,,,,,,,,,,,,
311,PT01M06.00S,2021-03-25T00:38:00.5Z,2,REGULAR,3pt,Jump Shot,[],203935,33.327858081471746,15.510110294117647,1610612738,68,56,2021-03-25T00:47:02Z,3010000,172.0,261.0,1,left,M. Smart 31' 3PT  (5 PTS) (J. Tatum 3 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,31.26,Made,5.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,
313,PT00M49.70S,2021-03-25T00:38:13.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,82.86793692509855,46.392463235294116,1610612749,68,56,2021-03-25T00:38:24Z,3030000,-18.0,109.0,1,right,MISS J. Holiday 11' step back Shot,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,11.0,Missed,,,,,,,,,,,,,,,,,,
314,PT00M49.70S,2021-03-25T00:38:13.8Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,68,56,2021-03-25T00:38:24Z,3040000,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,313.0,6.0,5.0,1.0,,,,,,,,,,
315,PT00M43.20S,2021-03-25T00:38:21.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202689,29.911300919842315,72.37285539215686,1610612738,68,59,2021-03-25T00:38:31Z,3050000,-112.0,229.0,1,left,K. Walker 25' 3PT running pullup (6 PTS) (J. Brown 1 AST),"[202689, 1627759]",1610612738.0,BOS,running pullup,,,Walker,K. Walker,,,,,25.46,Made,6.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
317,PT00M29.70S,2021-03-25T00:38:42.8Z,2,REGULAR,2pt,Jump Shot,[],203114,89.30683311432325,27.519914215686274,1610612749,68,59,2021-03-25T00:38:49Z,3070000,-112.0,48.0,1,right,MISS K. Middleton 12' fadeaway Shot,[203114],1610612749.0,MIL,fadeaway,,,Middleton,K. Middleton,,,,,12.22,Missed,,,,,,,,,,,,,,,,,,
318,PT00M29.10S,2021-03-25T00:38:43.4Z,2,REGULAR,rebound,offensive,[],1626192,,,1610612749,68,59,2021-03-25T00:38:49Z,3080000,,,0,,P. Connaughton REBOUND (Off:2 Def:2),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,317.0,4.0,2.0,2.0,,,,,,,,,,
319,PT00M28.30S,2021-03-25T00:38:48.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626192,94.40999984741211,50.0,1610612749,70,59,2021-03-25T00:48:30Z,3090000,0.0,0.0,1,right,P. Connaughton tip Layup (5 PTS),[1626192],1610612749.0,MIL,tip,,,Connaughton,P. Connaughton,,,,,0.0,Made,5.0,,,,,,,,,,,,,,,,,
320,PT00M04.10S,2021-03-25T00:39:13.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,9.280551905387648,50.55912990196079,1610612738,70,59,2021-03-25T00:39:17Z,3100000,-3.0,35.0,1,left,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,3.48,Missed,,,,,,,,,,,,,,,,,,
321,PT00M01.70S,2021-03-25T00:39:15.8Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,70,59,2021-03-25T00:39:15Z,3110000,,,0,,P. Connaughton REBOUND (Off:2 Def:3),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,320.0,5.0,3.0,2.0,,,,,,,,,,
322,PT00M00.00S,2021-03-25T00:39:26.0Z,2,REGULAR,period,end,[],0,,,1610612749,70,59,2021-03-25T00:39:26Z,3120000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2021-03-25T00:54:04.3Z,3,REGULAR,substitution,out,['startperiod'],200782,,,1610612749,70,59,2021-03-25T00:54:54Z,3130000,,,0,,SUB out: P. Tucker,[200782],1610612749.0,MIL,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2021-03-25T00:54:04.3Z,3,REGULAR,substitution,out,['startperiod'],1626192,,,1610612749,70,59,2021-03-25T00:54:54Z,3140000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2021-03-25T00:54:04.3Z,3,REGULAR,substitution,in,['startperiod'],1628978,,,1610612749,70,59,2021-03-25T00:54:54Z,3150000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2021-03-25T00:54:04.3Z,3,REGULAR,substitution,in,['startperiod'],203507,,,1610612749,70,59,2021-03-25T00:54:54Z,3160000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2021-03-25T00:54:56.3Z,3,REGULAR,period,start,[],0,,,1610612738,70,59,2021-03-25T00:54:56Z,3170000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT11M51.00S,2021-03-25T00:55:08.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,70,59,2021-03-25T00:55:08Z,3180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT11M49.00S,2021-03-25T00:55:33.3Z,3,REGULAR,foul,personal,[],201950,,,1610612738,70,59,2021-03-25T00:55:43Z,3190000,,,0,,J. Holiday personal FOUL (1 PF),"[201950, 1627759]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Brown,1627759.0,,,
331,PT11M42.00S,2021-03-25T00:55:56.3Z,3,REGULAR,3pt,Jump Shot,[],202689,67.23061760840999,35.60814950980392,1610612738,70,59,2021-03-25T00:56:34Z,3210000,-72.0,256.0,1,right,MISS K. Walker 26' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,
332,PT11M38.00S,2021-03-25T00:56:00.3Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,70,59,2021-03-25T00:56:04Z,3220000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,331.0,5.0,5.0,0.0,,,,,,,,,,
333,PT11M35.00S,2021-03-25T00:56:03.3Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",201572,9.280551905387648,45.90226715686275,1610612749,72,59,2021-03-25T00:56:56Z,3230000,20.0,35.0,1,left,B. Lopez turnaround Hook (11 PTS) (G. Antetokounmpo 5 AST),"[201572, 203507]",1610612749.0,MIL,turnaround,,,Lopez,B. Lopez,,,,,4.03,Made,11.0,G. Antetokounmpo,203507.0,5.0,,,,,,,,,,,,,,
335,PT11M16.00S,2021-03-25T00:56:21.3Z,3,REGULAR,3pt,Jump Shot,[],203935,65.52233902759527,60.36305147058824,1610612738,72,59,2021-03-25T00:56:30Z,3250000,52.0,272.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.65,Missed,,,,,,,,,,,,,,,,,,
336,PT11M13.00S,2021-03-25T00:56:24.3Z,3,REGULAR,rebound,defensive,[],1628978,,,1610612749,72,59,2021-03-25T00:56:30Z,3260000,,,0,,D. DiVincenzo REBOUND (Off:0 Def:4),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,335.0,4.0,4.0,0.0,,,,,,,,,,
337,PT10M59.00S,2021-03-25T00:56:39.2Z,3,REGULAR,3pt,Jump Shot,[],203507,30.962549277266753,26.294424019607842,1610612749,75,59,2021-03-25T00:56:43Z,3270000,119.0,239.0,1,left,G. Antetokounmpo 26' 3PT  (7 PTS) (J. Holiday 2 AST),"[203507, 201950]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,26.63,Made,7.0,J. Holiday,201950.0,2.0,,,,,,,,,,,,,,
339,PT10M47.00S,2021-03-25T00:56:51.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.06636005256242,51.53952205882353,1610612738,75,59,2021-03-25T00:57:00Z,3290000,8.0,22.0,1,right,MISS J. Tatum Layup,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.34,Missed,,,,,,,,,,,,,,,,,,
340,PT10M44.00S,2021-03-25T00:56:54.6Z,3,REGULAR,rebound,defensive,[],203114,,,1610612749,75,59,2021-03-25T00:57:00Z,3300000,,,0,,K. Middleton REBOUND (Off:2 Def:4),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,339.0,6.0,4.0,2.0,,,,,,,,,,
341,PT10M37.00S,2021-03-25T00:57:01.1Z,3,REGULAR,3pt,Jump Shot,[],203507,33.065045992115635,31.93167892156863,1610612749,75,59,2021-03-25T00:57:07Z,3310000,90.0,258.0,1,left,MISS G. Antetokounmpo 27' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,27.36,Missed,,,,,,,,,,,,,,,,,,
342,PT10M34.00S,2021-03-25T00:57:04.1Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,75,59,2021-03-25T00:57:07Z,3320000,,,0,,J. Brown REBOUND (Off:1 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,341.0,7.0,6.0,1.0,,,,,,,,,,
