actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
535,PT00M52.80S,2021-02-14T19:52:09.9Z,3,REGULAR,block,,[],202722,,,1610612738,87,67,2021-02-14T20:00:25Z,5270000,,,0,,D. Bertans BLOCK (1 BLK),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
536,PT00M47.10S,2021-02-14T19:52:15.6Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,87,67,2021-02-14T19:52:19Z,5280000,,,0,,J. Tatum REBOUND (Off:2 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,534.0,8.0,6.0,2.0,,,,,
537,PT00M46.20S,2021-02-14T19:52:16.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628464,28.991458607095925,18.941482843137255,1610612738,87,67,2021-02-14T19:52:24Z,5290000,155.0,220.0,1,left,MISS D. Theis 26' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,26.93,Missed,,,,,,,,,,,,,
538,PT00M43.20S,2021-02-14T19:52:19.6Z,3,REGULAR,rebound,defensive,[],202722,,,1610612764,87,67,2021-02-14T19:52:24Z,5300000,,,0,,D. Bertans REBOUND (Off:0 Def:5),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,537.0,5.0,5.0,0.0,,,,,
539,PT00M23.50S,2021-02-14T19:52:39.0Z,3,REGULAR,3pt,Jump Shot,[],201577,96.00854139290408,2.5199142156862746,1610612764,87,67,2021-02-14T19:52:45Z,5310000,-237.0,-15.0,1,right,MISS R. Lopez 3PT,[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,,,23.79,Missed,,,,,,,,,,,,,
540,PT00M23.00S,2021-02-14T19:52:44.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,87,67,2021-02-14T19:52:44Z,5320000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,539.0,,,,,,,,
541,PT00M23.00S,2021-02-14T19:52:45.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,87,67,2021-02-14T19:52:45Z,5330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT00M13.00S,2021-02-14T19:53:04.5Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201577,90.09526938239159,48.10814950980392,1610612764,89,67,2021-02-14T20:01:58Z,5340000,-9.0,41.0,1,right,R. Lopez Hook (6 PTS) (R. Westbrook 10 AST),"[201577, 201566]",1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,,,4.17,Made,6.0,R. Westbrook,201566.0,10.0,,,,,,,,,
545,PT00M01.70S,2021-02-14T19:53:15.7Z,3,REGULAR,2pt,Jump Shot,[],1628464,29.25427069645204,52.27481617647059,1610612738,89,67,2021-02-14T19:53:24Z,5360000,-11.0,222.0,1,left,MISS D. Theis 22' pullup Shot,[1628464],1610612738.0,BOS,pullup,,,Theis,D. Theis,,,,,,,,,,22.28,Missed,,,,,,,,,,,,,
546,PT00M01.70S,2021-02-14T19:53:15.7Z,3,REGULAR,rebound,defensive,[],201566,,,1610612764,89,67,2021-02-14T19:53:25Z,5370000,,,0,,R. Westbrook REBOUND (Off:2 Def:7),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,545.0,9.0,7.0,2.0,,,,,
547,PT00M00.00S,2021-02-14T19:53:27.1Z,3,REGULAR,period,end,[],0,,,1610612764,89,67,2021-02-14T19:53:27Z,5380000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT12M00.00S,2021-02-14T19:55:15.6Z,4,REGULAR,substitution,out,['startperiod'],203078,,,1610612764,89,67,2021-02-14T19:55:32Z,5390000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,
549,PT12M00.00S,2021-02-14T19:55:15.6Z,4,REGULAR,substitution,in,['startperiod'],1630166,,,1610612764,89,67,2021-02-14T19:55:32Z,5400000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
550,PT12M00.00S,2021-02-14T19:55:56.2Z,4,REGULAR,period,start,[],0,,,1610612738,89,67,2021-02-14T19:55:56Z,5410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT11M46.00S,2021-02-14T19:56:09.2Z,4,REGULAR,3pt,Jump Shot,[],1630202,33.98488830486202,47.86305147058824,1610612738,89,67,2021-02-14T19:56:14Z,5420000,11.0,267.0,1,left,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,26.72,Missed,,,,,,,,,,,,,
552,PT11M43.00S,2021-02-14T19:56:12.2Z,4,REGULAR,rebound,defensive,[],202722,,,1610612764,89,67,2021-02-14T19:56:14Z,5430000,,,0,,D. Bertans REBOUND (Off:0 Def:6),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,551.0,6.0,6.0,0.0,,,,,
553,PT11M24.00S,2021-02-14T19:56:35.5Z,4,REGULAR,foul,personal,[],1630174,,,1610612764,89,67,2021-02-14T19:56:44Z,5440000,,,0,,A. Nesmith personal FOUL (3 PF),"[1630174, 201577]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,1627519.0,3.0,0.0,Lopez,201577.0,,,,,,,,,,,,,,,
555,PT11M24.00S,2021-02-14T19:56:59.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,89,67,2021-02-14T19:56:59Z,5460000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT11M24.00S,2021-02-14T19:57:02.7Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612764,89,67,2021-02-14T19:58:55Z,5470000,,,0,,,[],1610612738.0,BOS,stands,,,,,,,,,1146.0,,,,,,,,,,,,,,,,,,,
557,PT11M17.00S,2021-02-14T19:59:53.2Z,4,REGULAR,foul,personal,['3freethrow'],1628400,,,1610612764,89,67,2021-02-14T20:00:01Z,5480000,,,0,,S. Ojeleye shooting personal FOUL (4 PF) (Bertans 3 FT),"[1628400, 202722]",1610612738.0,BOS,shooting,,,Ojeleye,S. Ojeleye,,,,,1146.0,4.0,0.0,Bertans,202722.0,,,,,,,,,,,,,,,
559,PT11M17.00S,2021-02-14T20:00:19.6Z,4,REGULAR,freethrow,1 of 3,[],202722,,,1610612764,89,67,2021-02-14T20:00:19Z,5500000,,,0,,MISS D. Bertans Free Throw 1 of 3,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,Missed,,,,,,,,,,,,,
560,PT11M17.00S,2021-02-14T20:00:19.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,89,67,2021-02-14T20:00:19Z,5510000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,559.0,,,,,,,,
561,PT11M17.00S,2021-02-14T20:00:30.9Z,4,REGULAR,freethrow,2 of 3,[],202722,,,1610612764,90,67,2021-02-14T20:00:30Z,5520000,,,0,,D. Bertans Free Throw 2 of 3 (4 PTS),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
562,PT11M17.00S,2021-02-14T20:00:42.0Z,4,REGULAR,freethrow,3 of 3,[],202722,,,1610612764,91,67,2021-02-14T20:00:42Z,5530000,,,0,,D. Bertans Free Throw 3 of 3 (5 PTS),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
563,PT11M06.00S,2021-02-14T20:00:54.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.411957950065702,45.90226715686275,1610612738,91,67,2021-02-14T20:00:58Z,5540000,20.0,36.0,1,left,MISS J. Tatum driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,,,,,,4.14,Missed,,,,,,,,,,,,,
564,PT11M04.00S,2021-02-14T20:00:56.5Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,91,67,2021-02-14T20:00:58Z,5550000,,,0,,D. Avdija REBOUND (Off:0 Def:8),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,563.0,8.0,8.0,0.0,,,,,
565,PT10M59.00S,2021-02-14T20:01:00.8Z,4,REGULAR,3pt,Jump Shot,[],1630166,75.50919842312747,89.28462009803921,1610612764,91,67,2021-02-14T20:01:08Z,5560000,196.0,178.0,1,right,MISS D. Avdija 26' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,26.49,Missed,,,,,,,,,,,,,
566,PT10M55.00S,2021-02-14T20:01:04.8Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,91,67,2021-02-14T20:01:08Z,5570000,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,565.0,2.0,2.0,0.0,,,,,
567,PT10M47.00S,2021-02-14T20:01:13.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,11.251642575558476,48.10814950980392,1610612738,91,67,2021-02-14T20:01:18Z,5580000,9.0,53.0,1,left,MISS P. Pritchard floating Shot,[1630202],1610612738.0,BOS,floating,,,Pritchard,P. Pritchard,,,,,,,,,,5.41,Missed,,,,,,,,,,,,,
568,PT10M45.00S,2021-02-14T20:01:15.6Z,4,REGULAR,rebound,defensive,[],202722,,,1610612764,91,67,2021-02-14T20:01:18Z,5590000,,,0,,D. Bertans REBOUND (Off:0 Def:7),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,567.0,7.0,7.0,0.0,,,,,
569,PT10M34.00S,2021-02-14T20:01:26.2Z,4,REGULAR,2pt,Jump Shot,[],201566,85.62746386333771,22.127757352941178,1610612764,91,67,2021-02-14T20:01:33Z,5600000,-139.0,83.0,1,right,MISS R. Westbrook 16' pullup bank Shot,[201566],1610612764.0,WAS,pullup bank,,,Westbrook,R. Westbrook,,,,,,,,,,16.2,Missed,,,,,,,,,,,,,
570,PT10M30.00S,2021-02-14T20:01:30.2Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,91,67,2021-02-14T20:01:33Z,5610000,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,569.0,2.0,2.0,0.0,,,,,
571,PT10M25.00S,2021-02-14T20:01:37.5Z,4,REGULAR,foul,personal,['2freethrow'],201566,,,1610612738,91,67,2021-02-14T20:01:50Z,5620000,,,0,,R. Westbrook shooting personal FOUL (3 PF) (Theis 2 FT),"[201566, 1628464]",1610612764.0,WAS,shooting,,,Westbrook,R. Westbrook,,,,,1627519.0,3.0,0.0,Theis,1628464.0,,,,,,,,,,,,,,,
573,PT10M25.00S,2021-02-14T20:02:01.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,91,67,2021-02-14T20:02:01Z,5640000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT10M25.00S,2021-02-14T20:05:09.1Z,4,REGULAR,freethrow,1 of 2,[],1628464,,,1610612738,91,68,2021-02-14T20:05:09Z,5650000,,,0,,D. Theis Free Throw 1 of 2 (3 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
575,PT10M25.00S,2021-02-14T20:05:21.9Z,4,REGULAR,freethrow,2 of 2,[],1628464,,,1610612738,91,69,2021-02-14T20:05:21Z,5660000,,,0,,D. Theis Free Throw 2 of 2 (4 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
576,PT10M16.00S,2021-02-14T20:05:32.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.85479632063075,57.421875,1610612764,93,69,2021-02-14T20:05:36Z,5670000,37.0,15.0,1,right,R. Westbrook driving Layup (13 PTS),[201566],1610612764.0,WAS,driving,,,Westbrook,R. Westbrook,,,,,,,,,,3.99,Made,13.0,,,,,,,,,,,,
577,PT09M57.00S,2021-02-14T20:05:50.3Z,4,REGULAR,2pt,Jump Shot,[],1628369,23.866622864651774,26.049325980392158,1610612738,93,71,2021-02-14T20:05:54Z,5680000,120.0,172.0,1,left,J. Tatum 20' pullup Jump Shot (6 PTS) (D. Theis 2 AST),"[1628369, 1628464]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,20.94,Made,6.0,D. Theis,1628464.0,2.0,,,,,,,,,
579,PT09M39.00S,2021-02-14T20:06:08.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201577,93.11760840998686,57.666973039215684,1610612764,95,71,2021-02-14T20:06:12Z,5700000,38.0,12.0,1,right,R. Lopez cutting Layup (8 PTS) (R. Westbrook 11 AST),"[201577, 201566]",1610612764.0,WAS,cutting,,,Lopez,R. Lopez,,,,,,,,,,4.02,Made,8.0,R. Westbrook,201566.0,11.0,,,,,,,,,
581,PT09M17.00S,2021-02-14T20:06:31.4Z,4,REGULAR,2pt,Jump Shot,[],1628369,20.581471747700395,37.8140318627451,1610612738,95,71,2021-02-14T20:06:35Z,5720000,61.0,141.0,1,left,MISS J. Tatum 15' floating Shot,[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,,,,,,15.36,Missed,,,,,,,,,,,,,
582,PT09M15.00S,2021-02-14T20:06:33.4Z,4,REGULAR,rebound,defensive,[],201577,,,1610612764,95,71,2021-02-14T20:06:35Z,5730000,,,0,,R. Lopez REBOUND (Off:1 Def:1),[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,581.0,2.0,1.0,1.0,,,,,
583,PT08M57.00S,2021-02-14T20:06:52.9Z,4,REGULAR,foul,personal,[],1630202,,,1610612764,95,71,2021-02-14T20:06:58Z,5740000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 203526]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,1146.0,1.0,0.0,Neto,203526.0,,,,,,,,,,,,,,,
585,PT08M48.00S,2021-02-14T20:07:14.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201566,94.43166885676742,42.96109068627451,1610612764,95,71,2021-02-14T20:07:18Z,5760000,-35.0,0.0,1,right,MISS R. Westbrook driving Layup,[201566],1610612764.0,WAS,driving,,,Westbrook,R. Westbrook,,,,,,,,,,3.52,Missed,,,,,,,,,,,,,
586,PT08M47.00S,2021-02-14T20:07:15.2Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,95,71,2021-02-14T20:07:18Z,5770000,,,0,,A. Nesmith REBOUND (Off:0 Def:3),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,585.0,3.0,3.0,0.0,,,,,
587,PT08M44.00S,2021-02-14T20:07:18.5Z,4,REGULAR,3pt,Jump Shot,[],1630174,29.77989487516426,76.53952205882352,1610612738,95,71,2021-02-14T20:08:07Z,5780000,-133.0,227.0,1,left,MISS A. Nesmith 26' running 3PT,[1630174],1610612738.0,BOS,running,,,Nesmith,A. Nesmith,,,,,,,,,,26.33,Missed,,,,,,,,,,,,,
588,PT08M43.00S,2021-02-14T20:07:19.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612764,95,71,2021-02-14T20:07:29Z,5790000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,587.0,,,,,,,,
589,PT08M43.00S,2021-02-14T20:07:23.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,95,71,2021-02-14T20:07:23Z,5800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT08M26.00S,2021-02-14T20:07:51.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,92.9862023653088,42.22579656862745,1610612764,95,71,2021-02-14T20:07:54Z,5810000,-39.0,13.0,1,right,MISS D. Avdija Layup,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,4.11,Missed,,,,,,,,,,,,,
591,PT08M24.00S,2021-02-14T20:07:53.2Z,4,REGULAR,rebound,offensive,[],1630166,,,1610612764,95,71,2021-02-14T20:07:53Z,5820000,,,0,,D. Avdija REBOUND (Off:1 Def:8),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,590.0,9.0,8.0,1.0,,,,,
592,PT08M19.00S,2021-02-14T20:07:57.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,81.94809461235218,95.41207107843137,1610612764,95,71,2021-02-14T20:08:03Z,5830000,227.0,117.0,1,right,MISS D. Avdija 25' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,25.56,Missed,,,,,,,,,,,,,
593,PT08M14.00S,2021-02-14T20:08:02.7Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,95,71,2021-02-14T20:15:22Z,5840000,,,0,,A. Nesmith REBOUND (Off:0 Def:4),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,592.0,4.0,4.0,0.0,,,,,
594,PT07M59.00S,2021-02-14T20:08:17.7Z,4,REGULAR,2pt,Jump Shot,[],1628369,16.63929040735874,83.15716911764706,1610612738,95,71,2021-02-14T20:08:22Z,5850000,-166.0,104.0,1,left,MISS J. Tatum 19' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,19.57,Missed,,,,,,,,,,,,,
595,PT07M56.00S,2021-02-14T20:08:20.7Z,4,REGULAR,rebound,offensive,[],1630202,,,1610612738,95,71,2021-02-14T20:08:22Z,5860000,,,0,,P. Pritchard REBOUND (Off:1 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,594.0,3.0,2.0,1.0,,,,,
596,PT07M53.00S,2021-02-14T20:08:26.6Z,4,REGULAR,foul,personal,[],1630166,,,1610612738,95,71,2021-02-14T20:08:32Z,5870000,,,0,,D. Avdija personal FOUL (3 PF),"[1630166, 1630174]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,1146.0,3.0,0.0,Nesmith,1630174.0,,,,,,,,,,,,,,,
598,PT07M53.00S,2021-02-14T20:08:38.7Z,4,REGULAR,substitution,out,[],201566,,,1610612738,95,71,2021-02-14T20:08:46Z,5890000,,,0,,SUB out: R. Westbrook,[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
599,PT07M53.00S,2021-02-14T20:08:38.7Z,4,REGULAR,substitution,in,[],203078,,,1610612738,95,71,2021-02-14T20:08:46Z,5900000,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,
600,PT07M49.00S,2021-02-14T20:08:57.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,32.933639947437584,73.84344362745098,1610612738,95,71,2021-02-14T20:09:04Z,5910000,-119.0,257.0,1,left,MISS J. Tatum 28' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,28.34,Missed,,,,,,,,,,,,,
601,PT07M45.00S,2021-02-14T20:09:01.1Z,4,REGULAR,rebound,defensive,[],203526,,,1610612764,95,71,2021-02-14T20:09:04Z,5920000,,,0,,R. Neto REBOUND (Off:1 Def:1),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,600.0,2.0,1.0,1.0,,,,,
602,PT07M43.00S,2021-02-14T20:09:06.3Z,4,REGULAR,turnover,out-of-bounds,[],203078,,,1610612764,95,71,2021-02-14T20:09:13Z,5930000,,,0,,B. Beal lost ball out-of-bounds TURNOVER (6 TO),[203078],1610612764.0,WAS,lost ball,,,Beal,B. Beal,,,,,1146.0,,,,,,,,,,,,,,,6.0,,,,
603,PT07M35.00S,2021-02-14T20:09:19.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628400,25.312089356110377,10.608149509803921,1610612738,95,74,2021-02-14T20:09:26Z,5940000,197.0,185.0,1,left,S. Ojeleye 27' 3PT  (3 PTS) (P. Pritchard 1 AST),"[1628400, 1630202]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,27.05,Made,3.0,P. Pritchard,1630202.0,1.0,,,,,,,,,
605,PT07M33.00S,2021-02-14T20:09:29.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612764,95,74,2021-02-14T20:09:29Z,5960000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT07M33.00S,2021-02-14T20:10:11.4Z,4,REGULAR,substitution,out,[],1628369,,,1610612764,95,74,2021-02-14T20:10:45Z,5970000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
607,PT07M33.00S,2021-02-14T20:10:11.4Z,4,REGULAR,substitution,out,[],1630174,,,1610612764,95,74,2021-02-14T20:10:45Z,5980000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
608,PT07M33.00S,2021-02-14T20:10:11.4Z,4,REGULAR,substitution,in,[],1627759,,,1610612764,95,74,2021-02-14T20:10:45Z,5990000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
609,PT07M33.00S,2021-02-14T20:10:11.4Z,4,REGULAR,substitution,in,[],202689,,,1610612764,95,74,2021-02-14T20:10:45Z,6000000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
610,PT07M17.00S,2021-02-14T20:11:12.2Z,4,REGULAR,3pt,Jump Shot,[],203078,66.3107752956636,49.82383578431372,1610612764,98,74,2021-02-14T20:11:16Z,6010000,-1.0,264.0,1,right,B. Beal 26' 3PT step back (35 PTS) (R. Lopez 3 AST),"[203078, 201577]",1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,,,,,,26.42,Made,35.0,R. Lopez,201577.0,3.0,,,,,,,,,
613,PT07M02.00S,2021-02-14T20:11:27.3Z,4,REGULAR,2pt,Jump Shot,[],1627759,9.411957950065702,79.48069852941177,1610612738,98,76,2021-02-14T20:11:33Z,6040000,-147.0,36.0,1,left,J. Brown 15' pullup Jump Shot (25 PTS) (P. Pritchard 2 AST),"[1627759, 1630202]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,15.17,Made,25.0,P. Pritchard,1630202.0,2.0,,,,,,,,,
615,PT06M46.00S,2021-02-14T20:11:43.3Z,4,REGULAR,3pt,Jump Shot,[],203526,86.67871222076215,96.8826593137255,1610612764,98,76,2021-02-14T20:11:47Z,6060000,234.0,73.0,1,right,MISS R. Neto 24' 3PT,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,24.54,Missed,,,,,,,,,,,,,
616,PT06M43.00S,2021-02-14T20:11:46.3Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,98,76,2021-02-14T20:11:47Z,6070000,,,0,,K. Walker REBOUND (Off:0 Def:6),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,615.0,6.0,6.0,0.0,,,,,
617,PT06M29.00S,2021-02-14T20:11:59.9Z,4,REGULAR,3pt,Jump Shot,[],1628400,13.87976346911958,4.235600490196079,1610612738,98,76,2021-02-14T20:12:04Z,6080000,229.0,78.0,1,left,MISS S. Ojeleye 24' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,24.17,Missed,,,,,,,,,,,,,
618,PT06M27.00S,2021-02-14T20:12:01.9Z,4,REGULAR,rebound,defensive,[],203526,,,1610612764,98,76,2021-02-14T20:12:04Z,6090000,,,0,,R. Neto REBOUND (Off:1 Def:2),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,617.0,3.0,2.0,1.0,,,,,
619,PT06M15.00S,2021-02-14T20:12:14.6Z,4,REGULAR,3pt,Jump Shot,[],202722,70.38436268068331,22.37285539215686,1610612764,101,76,2021-02-14T20:12:19Z,6100000,-138.0,226.0,1,right,D. Bertans 26' 3PT  (8 PTS) (B. Beal 5 AST),"[202722, 203078]",1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,26.48,Made,8.0,B. Beal,203078.0,5.0,,,,,,,,,
621,PT06M01.00S,2021-02-14T20:12:27.8Z,4,REGULAR,3pt,Jump Shot,[],202689,34.11629434954008,48.10814950980392,1610612738,101,76,2021-02-14T20:12:31Z,6120000,9.0,268.0,1,left,MISS K. Walker 26' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,26.84,Missed,,,,,,,,,,,,,
622,PT06M00.00S,2021-02-14T20:12:28.8Z,4,REGULAR,rebound,defensive,[],203078,,,1610612764,101,76,2021-02-14T20:12:31Z,6130000,,,0,,B. Beal REBOUND (Off:0 Def:7),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,621.0,7.0,7.0,0.0,,,,,
623,PT05M50.00S,2021-02-14T20:12:39.5Z,4,REGULAR,3pt,Jump Shot,[],202722,70.51576872536137,17.47089460784314,1610612764,101,76,2021-02-14T20:12:45Z,6140000,-163.0,225.0,1,right,MISS D. Bertans 27' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,27.74,Missed,,,,,,,,,,,,,
624,PT05M45.00S,2021-02-14T20:12:44.5Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,101,76,2021-02-14T20:12:45Z,6150000,,,0,,J. Brown REBOUND (Off:3 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,623.0,7.0,4.0,3.0,,,,,
625,PT05M38.00S,2021-02-14T20:12:50.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,11.908672798948752,42.96109068627451,1610612738,101,76,2021-02-14T20:12:54Z,6160000,35.0,59.0,1,left,MISS J. Brown 6' driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,6.9,Missed,,,,,,,,,,,,,
