actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
172,PT10M50.00S,2021-02-14T18:38:11.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,92.59198423127464,34.872855392156865,1610612738,31,24,2021-02-14T18:38:17Z,1700000,-76.0,17.0,1,right,P. Pritchard 7' driving floating Jump Shot (2 PTS) (J. Tatum 2 AST),"[1630202, 1628369]",1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,,,,,,7.75,Made,2.0,J. Tatum,1628369.0,2.0,,,,,,,,,
174,PT10M32.00S,2021-02-14T18:38:29.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,9.674770039421814,59.62775735294118,1610612764,31,24,2021-02-14T18:41:00Z,1720000,-48.0,38.0,1,left,MISS R. Westbrook 6' pullup bank Shot,[201566],1610612764.0,WAS,pullup bank,,,Westbrook,R. Westbrook,,,,,,,,,,6.15,Missed,,,,,,,,,,,,,
175,PT10M30.00S,2021-02-14T18:38:31.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,31,24,2021-02-14T18:38:34Z,1730000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,174.0,4.0,4.0,0.0,,,,,
176,PT10M20.00S,2021-02-14T18:38:41.5Z,2,REGULAR,2pt,Jump Shot,[],1628369,88.12417871222075,67.47089460784314,1610612738,31,26,2021-02-14T18:38:44Z,1740000,87.0,59.0,1,right,J. Tatum 10' pullup Jump Shot (2 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,10.55,Made,2.0,,,,,,,,,,,,
177,PT10M08.00S,2021-02-14T18:38:56.0Z,2,REGULAR,foul,personal,['2freethrow'],1628400,,,1610612764,31,26,2021-02-14T18:39:02Z,1750000,,,0,,S. Ojeleye shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1628400, 201566]",1610612738.0,BOS,shooting,,,Ojeleye,S. Ojeleye,,,,,1627519.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,,,,,,,
179,PT10M08.00S,2021-02-14T18:39:19.9Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612764,31,26,2021-02-14T18:39:50Z,1770000,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,Missed,,,,,,,,,,,,,
180,PT10M08.00S,2021-02-14T18:39:19.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,31,26,2021-02-14T18:39:50Z,1780000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,179.0,,,,,,,,
181,PT10M08.00S,2021-02-14T18:39:19.9Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612764,31,26,2021-02-14T18:39:50Z,1790000,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,Missed,,,,,,,,,,,,,
182,PT10M08.00S,2021-02-14T18:39:19.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,31,26,2021-02-14T18:39:50Z,1800000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,181.0,,,,,,,,
183,PT09M51.00S,2021-02-14T18:40:09.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202684,87.99277266754271,53.255208333333336,1610612738,31,28,2021-02-14T18:40:15Z,1810000,16.0,60.0,1,right,T. Thompson 6' turnaround Hook (2 PTS),[202684],1610612738.0,BOS,turnaround,,,Thompson,T. Thompson,,,,,,,,,,6.26,Made,2.0,,,,,,,,,,,,
184,PT09M27.00S,2021-02-14T18:40:33.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201577,9.806176084099869,62.32383578431373,1610612764,31,28,2021-02-14T18:40:37Z,1820000,-62.0,40.0,1,left,MISS R. Lopez 7' Hook,[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,,,7.33,Missed,,,,,,,,,,,,,
185,PT09M26.00S,2021-02-14T18:40:34.9Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,31,28,2021-02-14T18:40:35Z,1830000,,,0,,T. Thompson REBOUND (Off:2 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,184.0,4.0,2.0,2.0,,,,,
186,PT09M18.00S,2021-02-14T18:40:42.1Z,2,REGULAR,3pt,Jump Shot,[],1628369,74.06373193166885,11.098345588235293,1610612738,31,28,2021-02-14T18:40:54Z,1840000,-195.0,191.0,1,right,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,27.28,Missed,,,,,,,,,,,,,
187,PT09M18.00S,2021-02-14T18:40:42.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,31,28,2021-02-14T18:40:54Z,1850000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,186.0,,,,,,,,
188,PT09M18.00S,2021-02-14T18:40:52.9Z,2,REGULAR,foul,personal,[],1630174,,,1610612764,31,28,2021-02-14T18:43:39Z,1860000,,,0,,A. Nesmith loose ball personal FOUL (1 PF),"[1630174, 201566]",1610612738.0,BOS,loose ball,,,Nesmith,A. Nesmith,,,,,1146.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,,,,,,,
190,PT09M11.00S,2021-02-14T18:41:08.6Z,2,REGULAR,3pt,Jump Shot,[],202722,34.510512483574246,31.686580882352942,1610612764,31,28,2021-02-14T18:41:13Z,1880000,92.0,272.0,1,left,MISS D. Bertans 28' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,28.69,Missed,,,,,,,,,,,,,
191,PT09M07.00S,2021-02-14T18:41:12.6Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,31,28,2021-02-14T18:41:13Z,1890000,,,0,,S. Ojeleye REBOUND (Off:0 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,190.0,1.0,1.0,0.0,,,,,
192,PT09M01.00S,2021-02-14T18:41:18.5Z,2,REGULAR,3pt,Jump Shot,[],1630202,64.60249671484888,21.637561274509803,1610612738,31,28,2021-02-14T18:41:23Z,1900000,-142.0,280.0,1,right,MISS P. Pritchard 31' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,,,,,,31.4,Missed,,,,,,,,,,,,,
193,PT08M58.00S,2021-02-14T18:41:21.5Z,2,REGULAR,rebound,defensive,[],202722,,,1610612764,31,28,2021-02-14T18:41:23Z,1910000,,,0,,D. Bertans REBOUND (Off:0 Def:1),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,192.0,1.0,1.0,0.0,,,,,
194,PT08M49.00S,2021-02-14T18:41:30.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,14.931011826544022,37.8140318627451,1610612764,31,28,2021-02-14T18:44:52Z,1920000,61.0,88.0,1,left,MISS R. Westbrook 10' fadeaway Shot,[201566],1610612764.0,WAS,fadeaway,,,Westbrook,R. Westbrook,,,,,,,,,,10.69,Missed,,,,,,,,,,,,,
195,PT08M49.00S,2021-02-14T18:41:30.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,31,28,2021-02-14T18:41:37Z,1930000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,
196,PT08M49.00S,2021-02-14T18:41:36.2Z,2,REGULAR,foul,personal,[],202684,,,1610612764,31,28,2021-02-14T18:41:43Z,1940000,,,0,,T. Thompson loose ball personal FOUL (1 PF),"[202684, 201577]",1610612738.0,BOS,loose ball,,,Thompson,T. Thompson,,,,,1146.0,1.0,0.0,Lopez,201577.0,,,,,,,,,,,,,,,
198,PT08M49.00S,2021-02-14T18:41:42.9Z,2,REGULAR,substitution,out,[],201566,,,1610612764,31,28,2021-02-14T18:41:51Z,1960000,,,0,,SUB out: R. Westbrook,[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M49.00S,2021-02-14T18:41:42.9Z,2,REGULAR,substitution,in,[],203078,,,1610612764,31,28,2021-02-14T18:41:51Z,1970000,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M40.00S,2021-02-14T18:42:08.6Z,2,REGULAR,foul,offensive,[],1630166,,,1610612764,31,28,2021-02-14T18:42:16Z,1980000,,,0,,D. Avdija charge offensive FOUL (1 PF),"[1630166, 1630202]",1610612764.0,WAS,charge,,,Avdija,D. Avdija,,,,,1146.0,1.0,0.0,Pritchard,1630202.0,,,,,,,,,,,,,,,
202,PT08M40.00S,2021-02-14T18:42:08.6Z,2,REGULAR,turnover,offensive foul,[],1630166,,,1610612764,31,28,2021-02-14T18:42:08Z,2000000,,,0,,D. Avdija offensive foul TURNOVER (1 TO),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,1146.0,,,,,,,,,,,,,,,1.0,,,,
203,PT08M33.00S,2021-02-14T18:42:32.7Z,2,REGULAR,foul,personal,[],202722,,,1610612738,31,28,2021-02-14T18:42:41Z,2010000,,,0,,D. Bertans personal FOUL (1 PF),"[202722, 1630174]",1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,1627519.0,1.0,0.0,Nesmith,1630174.0,,,,,,,,,,,,,,,
205,PT08M26.00S,2021-02-14T18:42:55.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,65.65374507227332,46.14736519607843,1610612738,31,28,2021-02-14T18:43:01Z,2030000,-19.0,270.0,1,right,MISS A. Nesmith 27' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,27.11,Missed,,,,,,,,,,,,,
206,PT08M22.00S,2021-02-14T18:42:59.7Z,2,REGULAR,rebound,defensive,[],202722,,,1610612764,31,28,2021-02-14T18:49:20Z,2040000,,,0,,D. Bertans REBOUND (Off:0 Def:2),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,205.0,2.0,2.0,0.0,,,,,
207,PT08M16.00S,2021-02-14T18:43:08.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612764,31,28,2021-02-14T18:43:15Z,2050000,,,0,,J. Tatum personal FOUL (3 PF) (Beal 2 FT),"[1628369, 203078]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1627519.0,3.0,0.0,Beal,203078.0,,,,,,,,,,,,,,,
209,PT08M16.00S,2021-02-14T18:43:36.9Z,2,REGULAR,freethrow,1 of 2,[],203078,,,1610612764,32,28,2021-02-14T18:43:36Z,2070000,,,0,,B. Beal Free Throw 1 of 2 (13 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,Made,13.0,,,,,,,,,,,,
210,PT08M16.00S,2021-02-14T18:43:52.4Z,2,REGULAR,freethrow,2 of 2,[],203078,,,1610612764,33,28,2021-02-14T18:43:52Z,2080000,,,0,,B. Beal Free Throw 2 of 2 (14 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,Made,14.0,,,,,,,,,,,,
211,PT07M58.00S,2021-02-14T18:44:13.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,84.57621550591328,53.01011029411765,1610612738,33,30,2021-02-14T18:44:18Z,2090000,15.0,92.0,1,right,P. Pritchard 9' driving floating Jump Shot (4 PTS) (J. Tatum 3 AST),"[1630202, 1628369]",1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,,,,,,9.37,Made,4.0,J. Tatum,1628369.0,3.0,,,,,,,,,
213,PT07M46.00S,2021-02-14T18:44:26.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628400,,,1610612764,33,30,2021-02-14T18:44:41Z,2110000,,,0,,S. Ojeleye shooting personal FOUL (2 PF) (Lopez 2 FT),"[1628400, 201577]",1610612738.0,BOS,shooting,,,Ojeleye,S. Ojeleye,,,,,200833.0,2.0,0.0,Lopez,201577.0,,,,,,,,,,,,,,,
215,PT07M46.00S,2021-02-14T18:44:51.5Z,2,REGULAR,freethrow,1 of 2,[],201577,,,1610612764,34,30,2021-02-14T18:44:51Z,2130000,,,0,,R. Lopez Free Throw 1 of 2 (1 PTS),[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
216,PT07M46.00S,2021-02-14T18:44:52.2Z,2,REGULAR,substitution,out,[],202684,,,1610612764,34,30,2021-02-14T18:44:55Z,2140000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M46.00S,2021-02-14T18:44:52.2Z,2,REGULAR,substitution,in,[],1629057,,,1610612764,34,30,2021-02-14T18:44:55Z,2150000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M46.00S,2021-02-14T18:45:09.1Z,2,REGULAR,freethrow,2 of 2,[],201577,,,1610612764,35,30,2021-02-14T18:45:09Z,2160000,,,0,,R. Lopez Free Throw 2 of 2 (2 PTS),[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
222,PT07M36.00S,2021-02-14T18:45:44.9Z,2,REGULAR,foul,technical,['1freethrow'],201577,,,1610612738,35,30,2021-02-14T18:47:50Z,2200000,,,0,,R. Lopez defensive-3-second technical FOUL (1 Tech),[201577],1610612764.0,WAS,defensive-3-second,,,Lopez,R. Lopez,,,,,1146.0,0.0,1.0,,,,,,,,,,,,,,,,,
223,PT07M36.00S,2021-02-14T18:45:58.2Z,2,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,35,30,2021-02-14T18:45:59Z,2210000,,,0,,MISS J. Tatum technical Free Throw 1 of 1,[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,,,,Missed,,,,,,,,,,,,,
224,PT07M36.00S,2021-02-14T18:45:58.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,35,30,2021-02-14T18:45:59Z,2220000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,223.0,,,,,,,,
225,PT07M26.00S,2021-02-14T18:46:04.3Z,2,REGULAR,2pt,Jump Shot,[],1629057,91.80354796320631,23.353247549019606,1610612738,35,30,2021-02-14T18:46:09Z,2230000,-133.0,25.0,1,right,MISS R. Williams III 13' pullup Shot,[1629057],1610612738.0,BOS,pullup,,,Williams III,R. Williams III,,,,,,,,,,13.54,Missed,,,,,,,,,,,,,
226,PT07M22.00S,2021-02-14T18:46:08.3Z,2,REGULAR,rebound,defensive,[],202722,,,1610612764,35,30,2021-02-14T18:46:09Z,2240000,,,0,,D. Bertans REBOUND (Off:0 Def:3),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,225.0,3.0,3.0,0.0,,,,,
227,PT07M18.00S,2021-02-14T18:46:13.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203526,9.017739816031538,57.176776960784316,1610612764,37,30,2021-02-14T18:46:20Z,2250000,-36.0,32.0,1,left,R. Neto driving reverse Layup (4 PTS) (B. Beal 2 AST),"[203526, 203078]",1610612764.0,WAS,driving reverse,,,Neto,R. Neto,,,,,,,,,,4.83,Made,4.0,B. Beal,203078.0,2.0,,,,,,,,,
229,PT07M02.00S,2021-02-14T18:46:28.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,92.19776609724047,51.049325980392155,1610612738,37,30,2021-02-14T18:46:33Z,2270000,5.0,21.0,1,right,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,,,,,,2.14,Missed,,,,,,,,,,,,,
230,PT06M58.00S,2021-02-14T18:46:31.9Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,37,30,2021-02-14T18:46:31Z,2280000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,229.0,5.0,4.0,1.0,,,,,
233,PT06M55.00S,2021-02-14T18:46:34.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,94.40999984741211,50.0,1610612738,37,32,2021-02-14T18:46:34Z,2310000,0.0,0.0,1,right,J. Tatum tip Layup (4 PTS),[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,,,,,,0.0,Made,4.0,,,,,,,,,,,,
234,PT06M44.00S,2021-02-14T18:46:47.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,14.799605781865965,47.127757352941174,1610612764,37,32,2021-02-14T18:46:54Z,2320000,14.0,87.0,1,left,MISS B. Beal 8' driving floating Shot,[203078],1610612764.0,WAS,driving floating,,,Beal,B. Beal,,,,,,,,,,8.78,Missed,,,,,,,,,,,,,
235,PT06M37.00S,2021-02-14T18:46:54.2Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,37,32,2021-02-14T18:46:54Z,2330000,,,0,,S. Ojeleye REBOUND (Off:0 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,234.0,2.0,2.0,0.0,,,,,
236,PT06M34.00S,2021-02-14T18:46:56.4Z,2,REGULAR,3pt,Jump Shot,[],1628400,69.33311432325887,73.35324754901961,1610612738,37,32,2021-02-14T18:47:04Z,2340000,117.0,236.0,1,right,MISS S. Ojeleye 26' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,26.31,Missed,,,,,,,,,,,,,
237,PT06M28.00S,2021-02-14T18:47:02.4Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,37,32,2021-02-14T18:47:04Z,2350000,,,0,,D. Avdija REBOUND (Off:0 Def:4),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,236.0,4.0,4.0,0.0,,,,,
238,PT06M14.00S,2021-02-14T18:47:17.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,9.543363994743759,48.353247549019606,1610612764,39,32,2021-02-14T18:47:22Z,2360000,8.0,37.0,1,left,D. Avdija driving floating Jump Shot (5 PTS) (R. Lopez 2 AST),"[1630166, 201577]",1610612764.0,WAS,driving floating,,,Avdija,D. Avdija,,,,,,,,,,3.81,Made,5.0,R. Lopez,201577.0,2.0,,,,,,,,,
240,PT06M12.00S,2021-02-14T18:47:23.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,39,32,2021-02-14T18:47:23Z,2380000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M12.00S,2021-02-14T18:48:42.0Z,2,REGULAR,substitution,out,[],201577,,,1610612738,39,32,2021-02-14T18:50:08Z,2390000,,,0,,SUB out: R. Lopez,[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M12.00S,2021-02-14T18:48:42.0Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,39,32,2021-02-14T18:50:08Z,2400000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M12.00S,2021-02-14T18:48:42.0Z,2,REGULAR,substitution,out,[],1630174,,,1610612738,39,32,2021-02-14T18:50:08Z,2410000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M12.00S,2021-02-14T18:48:42.0Z,2,REGULAR,substitution,in,[],1629021,,,1610612738,39,32,2021-02-14T18:50:08Z,2420000,,,0,,SUB in: M. Wagner,[1629021],1610612764.0,WAS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M12.00S,2021-02-14T18:48:42.0Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,39,32,2021-02-14T18:50:08Z,2430000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M12.00S,2021-02-14T18:48:42.0Z,2,REGULAR,substitution,in,[],202689,,,1610612738,39,32,2021-02-14T18:50:08Z,2440000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M54.00S,2021-02-14T18:50:32.8Z,2,REGULAR,3pt,Jump Shot,[],1630202,75.1149802890933,88.54932598039215,1610612738,39,32,2021-02-14T18:50:37Z,2450000,193.0,181.0,1,right,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,26.46,Missed,,,,,,,,,,,,,
248,PT05M51.00S,2021-02-14T18:50:35.8Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,39,32,2021-02-14T18:50:37Z,2460000,,,0,,D. Avdija REBOUND (Off:0 Def:5),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,247.0,5.0,5.0,0.0,,,,,
249,PT05M28.00S,2021-02-14T18:51:00.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612764,39,32,2021-02-14T18:51:23Z,2470000,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,200833.0,,,,,,,,,,,,,,,,,,,
250,PT05M28.00S,2021-02-14T18:51:03.0Z,2,REGULAR,substitution,out,[],203526,,,1610612738,39,32,2021-02-14T18:51:11Z,2480000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M28.00S,2021-02-14T18:51:03.0Z,2,REGULAR,substitution,out,[],202722,,,1610612738,39,32,2021-02-14T18:51:11Z,2490000,,,0,,SUB out: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M28.00S,2021-02-14T18:51:03.0Z,2,REGULAR,substitution,in,[],201566,,,1610612738,39,32,2021-02-14T18:51:11Z,2500000,,,0,,SUB in: R. Westbrook,[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M28.00S,2021-02-14T18:51:03.0Z,2,REGULAR,substitution,in,[],1629060,,,1610612738,39,32,2021-02-14T18:51:11Z,2510000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M22.00S,2021-02-14T18:51:30.1Z,2,REGULAR,foul,personal,['2freethrow'],1629021,,,1610612738,39,32,2021-02-14T18:51:39Z,2520000,,,0,,M. Wagner shooting personal FOUL (1 PF) (Williams III 2 FT),"[1629021, 1629057]",1610612764.0,WAS,shooting,,,Wagner,M. Wagner,,,,,1146.0,1.0,0.0,Williams III,1629057.0,,,,,,,,,,,,,,,
256,PT05M22.00S,2021-02-14T18:51:54.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629057,,,1610612738,39,32,2021-02-14T18:51:54Z,2540000,,,0,,MISS R. Williams III Free Throw 1 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,Missed,,,,,,,,,,,,,
257,PT05M22.00S,2021-02-14T18:51:54.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,39,32,2021-02-14T18:51:54Z,2550000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,
258,PT05M22.00S,2021-02-14T18:52:10.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629057,,,1610612738,39,33,2021-02-14T18:52:10Z,2560000,,,0,,R. Williams III Free Throw 2 of 2 (1 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
259,PT05M08.00S,2021-02-14T18:52:26.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629021,8.360709592641262,49.82383578431372,1610612764,41,33,2021-02-14T18:52:32Z,2570000,1.0,26.0,1,left,M. Wagner cutting DUNK (8 PTS) (R. Westbrook 6 AST),"[1629021, 201566]",1610612764.0,WAS,cutting,,,Wagner,M. Wagner,,,,,,,,,,2.61,Made,8.0,R. Westbrook,201566.0,6.0,,,,,,,,,
261,PT04M57.00S,2021-02-14T18:52:41.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,41,33,2021-02-14T18:52:41Z,2590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M49.00S,2021-02-14T18:53:04.5Z,2,REGULAR,2pt,Jump Shot,[],202689,80.6340341655716,31.196384803921568,1610612738,41,35,2021-02-14T18:53:08Z,2600000,-94.0,130.0,1,right,K. Walker 16' pullup Jump Shot (9 PTS) (R. Williams III 1 AST),"[202689, 1629057]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,16.0,Made,9.0,R. Williams III,1629057.0,1.0,,,,,,,,,
264,PT04M39.00S,2021-02-14T18:53:17.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612764,41,35,2021-02-14T18:53:25Z,2620000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Beal 2 FT),"[1629057, 203078]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,1627519.0,1.0,0.0,Beal,203078.0,,,,,,,,,,,,,,,
266,PT04M39.00S,2021-02-14T18:53:47.2Z,2,REGULAR,freethrow,1 of 2,[],203078,,,1610612764,42,35,2021-02-14T18:53:47Z,2640000,,,0,,B. Beal Free Throw 1 of 2 (15 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,Made,15.0,,,,,,,,,,,,
267,PT04M39.00S,2021-02-14T18:53:56.0Z,2,REGULAR,substitution,out,[],1630202,,,1610612764,42,35,2021-02-14T18:53:58Z,2650000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
