actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
96,PT04M26.00S,2021-04-09T23:54:14.5Z,1,REGULAR,3pt,Jump Shot,[],1630162,32.40801576872536,64.77481617647058,1610612750,18,21,2021-04-09T23:54:24Z,940000,-74.0,252.0,1,left,MISS A. Edwards 26' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,26.27,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M24.00S,2021-04-09T23:54:16.5Z,1,REGULAR,rebound,defensive,[],202684,,,1610612738,18,21,2021-04-09T23:54:24Z,950000,,,0,,T. Thompson REBOUND (Off:0 Def:1),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,
98,PT04M10.00S,2021-04-09T23:54:33.1Z,1,REGULAR,2pt,Jump Shot,[],202689,77.87450722733246,66.98069852941177,1610612738,18,21,2021-04-09T23:54:46Z,960000,85.0,155.0,1,right,MISS K. Walker 17' step back Shot,[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,17.72,Missed,,,,,,,,,,,,,,,,,,,
99,PT04M08.00S,2021-04-09T23:54:35.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,18,21,2021-04-09T23:54:46Z,970000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,
100,PT04M07.00S,2021-04-09T23:54:40.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,18,21,2021-04-09T23:54:40Z,980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M07.00S,2021-04-09T23:54:40.7Z,1,REGULAR,substitution,out,[],1630183,,,1610612738,18,21,2021-04-09T23:54:49Z,990000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M07.00S,2021-04-09T23:54:40.7Z,1,REGULAR,substitution,out,[],1629006,,,1610612738,18,21,2021-04-09T23:54:49Z,1000000,,,0,,SUB out: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M07.00S,2021-04-09T23:54:40.7Z,1,REGULAR,substitution,in,[],1627823,,,1610612738,18,21,2021-04-09T23:54:49Z,1010000,,,0,,SUB in: J. Hernangomez,[1627823],1610612750.0,MIN,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M07.00S,2021-04-09T23:54:40.7Z,1,REGULAR,substitution,in,[],1629162,,,1610612738,18,21,2021-04-09T23:54:49Z,1020000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M01.00S,2021-04-09T23:55:00.9Z,1,REGULAR,2pt,Layup,['2ndchance'],1629641,89.35611038107753,67.49387254901961,1610612738,18,21,2021-04-09T23:55:09Z,1030000,87.0,48.0,1,right,MISS R. Langford 9' driving Layup,[1629641],1610612738.0,BOS,driving,,,Langford,R. Langford,,,,,9.96,Missed,,,,,,,,,,,,,,,,,,,
106,PT03M59.00S,2021-04-09T23:55:02.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,18,21,2021-04-09T23:55:09Z,1040000,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,105.0,3.0,3.0,0.0,,,,,,,,,
107,PT03M53.00S,2021-04-09T23:55:08.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,27.94021024967148,23.84344362745098,1610612750,18,24,2021-04-09T23:55:15Z,1050000,131.0,210.0,1,left,A. Edwards 24' 3PT running pullup (9 PTS) (D. Russell 1 AST),"[1630162, 1626156]",1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,24.75,Made,9.0,D. Russell,1626156.0,1.0,,,,,,,,,,,,,,,
109,PT03M43.00S,2021-04-09T23:55:17.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202689,91.14651773981603,47.127757352941174,1610612738,20,24,2021-04-09T23:55:25Z,1070000,-14.0,31.0,1,right,K. Walker driving Layup (2 PTS) (M. Smart 3 AST),"[202689, 203935]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,3.39,Made,2.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,,
111,PT03M28.00S,2021-04-09T23:55:32.8Z,1,REGULAR,2pt,Jump Shot,[],1626156,17.73981603153745,25.329350490196077,1610612750,20,26,2021-04-09T23:55:38Z,1090000,123.0,114.0,1,left,D. Russell 16' Jump Shot (2 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,16.82,Made,2.0,,,,,,,,,,,,,,,,,,
112,PT03M12.00S,2021-04-09T23:55:47.9Z,1,REGULAR,3pt,Jump Shot,[],202689,67.7562417871222,69.18658088235294,1610612738,20,26,2021-04-09T23:55:53Z,1100000,96.0,251.0,1,right,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.83,Missed,,,,,,,,,,,,,,,,,,,
113,PT03M10.00S,2021-04-09T23:55:49.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,20,26,2021-04-09T23:55:53Z,1110000,,,0,,K. Towns REBOUND (Off:0 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,112.0,4.0,4.0,0.0,,,,,,,,,
114,PT02M59.00S,2021-04-09T23:56:10.4Z,1,REGULAR,turnover,out-of-bounds,[],1630162,,,1610612750,20,26,2021-04-09T23:56:27Z,1120000,,,0,,A. Edwards step out-of-bounds TURNOVER (1 TO),[1630162],1610612750.0,MIN,step,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,1.0,,,1628954.0,,,,,
115,PT02M59.00S,2021-04-09T23:56:26.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,20,26,2021-04-10T00:04:38Z,1130000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M59.00S,2021-04-09T23:58:33.3Z,1,REGULAR,substitution,out,[],202689,,,1610612738,20,26,2021-04-09T23:58:50Z,1140000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M59.00S,2021-04-09T23:58:33.3Z,1,REGULAR,substitution,out,[],1630162,,,1610612738,20,26,2021-04-09T23:58:50Z,1150000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M59.00S,2021-04-09T23:58:33.3Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,20,26,2021-04-09T23:58:50Z,1160000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M59.00S,2021-04-09T23:58:33.3Z,1,REGULAR,substitution,in,[],1629633,,,1610612738,20,26,2021-04-09T23:58:50Z,1170000,,,0,,SUB in: J. Culver,[1629633],1610612750.0,MIN,,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M48.00S,2021-04-09T23:59:10.8Z,1,REGULAR,violation,kicked ball,[],1626157,,,1610612738,20,26,2021-04-09T23:59:23Z,1180000,,,0,,K. Towns kicked ball VIOLATION,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,1151.0,,,,,
121,PT02M36.00S,2021-04-09T23:59:36.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203935,70.25295663600527,82.91207107843137,1610612738,20,26,2021-04-09T23:59:47Z,1190000,165.0,227.0,1,right,MISS M. Smart 28' step back 3PT,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,28.05,Missed,,,,,,,,,,,,,,,,,,,
122,PT02M34.00S,2021-04-09T23:59:38.0Z,1,REGULAR,rebound,defensive,[],1629162,,,1610612750,20,26,2021-04-09T23:59:47Z,1200000,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,121.0,1.0,1.0,0.0,,,,,,,,,
123,PT02M21.00S,2021-04-09T23:59:51.6Z,1,REGULAR,2pt,Jump Shot,[],1627823,11.12023653088042,28.500306372549016,1610612750,20,26,2021-04-10T00:03:59Z,1210000,107.0,52.0,1,left,MISS J. Hernangomez 11' Jump Shot,[1627823],1610612750.0,MIN,,,,Hernangomez,J. Hernangomez,,,,,11.94,Missed,,,,,,,,,,,,,,,,,,,
124,PT02M19.00S,2021-04-09T23:59:53.6Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,20,26,2021-04-09T23:59:59Z,1220000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,
125,PT02M14.00S,2021-04-10T00:00:00.8Z,1,REGULAR,foul,personal,[],1627823,,,1610612738,20,26,2021-04-10T00:06:23Z,1230000,,,0,,J. Hernangomez personal FOUL (1 PF),"[1627823, 202684]",1610612750.0,MIN,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Thompson,202684.0,
127,PT02M09.00S,2021-04-10T00:00:21.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629641,92.9862023653088,51.049325980392155,1610612738,22,26,2021-04-10T00:00:26Z,1250000,5.0,13.0,1,right,R. Langford Layup (2 PTS) (M. Smart 4 AST),"[1629641, 203935]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,1.44,Made,2.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,,
129,PT01M57.00S,2021-04-10T00:00:32.7Z,1,REGULAR,3pt,Jump Shot,[],1627823,26.10052562417871,18.941482843137255,1610612750,22,29,2021-04-10T00:00:37Z,1270000,155.0,193.0,1,left,J. Hernangomez 24' 3PT  (3 PTS) (D. Russell 2 AST),"[1627823, 1626156]",1610612750.0,MIN,,,,Hernangomez,J. Hernangomez,,,,,24.76,Made,3.0,D. Russell,1626156.0,2.0,,,,,,,,,,,,,,,
131,PT01M35.00S,2021-04-10T00:00:54.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202684,90.80157687253615,39.80162377450981,1610612738,22,29,2021-04-10T00:01:01Z,1290000,-51.0,34.0,1,right,MISS T. Thompson 6' turnaround Hook,[202684],1610612738.0,BOS,turnaround,,,Thompson,T. Thompson,,,,,6.13,Missed,,,,,,,,,,,,,,,,,,,
132,PT01M33.00S,2021-04-10T00:00:56.8Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,22,29,2021-04-10T00:01:01Z,1300000,,,0,,K. Towns REBOUND (Off:0 Def:5),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,131.0,5.0,5.0,0.0,,,,,,,,,
133,PT01M30.00S,2021-04-10T00:01:01.5Z,1,REGULAR,foul,personal,['2freethrow'],202684,,,1610612750,22,29,2021-04-10T00:01:09Z,1310000,,,0,,T. Thompson shooting personal FOUL (1 PF) (Towns 2 FT),"[202684, 1626157]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Towns,1626157.0,
135,PT01M30.00S,2021-04-10T00:01:38.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1626157,,,1610612750,22,30,2021-04-10T00:01:38Z,1330000,,,0,,K. Towns Free Throw 1 of 2 (9 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
136,PT01M30.00S,2021-04-10T00:01:39.2Z,1,REGULAR,substitution,out,[],1627759,,,1610612750,22,30,2021-04-10T00:01:47Z,1340000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M30.00S,2021-04-10T00:01:39.2Z,1,REGULAR,substitution,out,[],203935,,,1610612750,22,30,2021-04-10T00:01:47Z,1350000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M30.00S,2021-04-10T00:01:39.2Z,1,REGULAR,substitution,in,[],1630202,,,1610612750,22,30,2021-04-10T00:01:47Z,1360000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M30.00S,2021-04-10T00:01:39.2Z,1,REGULAR,substitution,in,[],1628369,,,1610612750,22,30,2021-04-10T00:01:47Z,1370000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M30.00S,2021-04-10T00:02:03.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1626157,,,1610612750,22,31,2021-04-10T00:02:03Z,1380000,,,0,,K. Towns Free Throw 2 of 2 (10 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
141,PT01M15.00S,2021-04-10T00:02:19.8Z,1,REGULAR,3pt,Jump Shot,[],1630202,68.01905387647832,20.902267156862745,1610612738,22,31,2021-04-10T00:02:26Z,1390000,-145.0,248.0,1,right,MISS P. Pritchard 28' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,28.76,Missed,,,,,,,,,,,,,,,,,,,
142,PT01M13.00S,2021-04-10T00:02:21.8Z,1,REGULAR,rebound,defensive,[],1627823,,,1610612750,22,31,2021-04-10T00:02:26Z,1400000,,,0,,J. Hernangomez REBOUND (Off:0 Def:1),[1627823],1610612750.0,MIN,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,141.0,1.0,1.0,0.0,,,,,,,,,
143,PT01M05.00S,2021-04-10T00:02:30.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627823,6.915243101182654,51.78462009803921,1610612750,22,33,2021-04-10T00:02:34Z,1410000,-9.0,13.0,1,left,J. Hernangomez cutting DUNK (5 PTS) (D. Russell 3 AST),"[1627823, 1626156]",1610612750.0,MIN,cutting,,,Hernangomez,J. Hernangomez,,,,,1.53,Made,5.0,D. Russell,1626156.0,3.0,,,,,,,,,,,,,,,
145,PT00M53.70S,2021-04-10T00:02:42.6Z,1,REGULAR,2pt,Jump Shot,[],1629641,93.38042049934296,91.49050245098039,1610612738,22,33,2021-04-10T00:03:26Z,1430000,207.0,10.0,1,right,MISS R. Langford 20' Jump Shot,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,20.77,Missed,,,,,,,,,,,,,,,,,,,
146,PT00M51.10S,2021-04-10T00:02:45.2Z,1,REGULAR,rebound,defensive,[],1629633,,,1610612750,22,33,2021-04-10T00:02:47Z,1440000,,,0,,J. Culver REBOUND (Off:0 Def:1),[1629633],1610612750.0,MIN,,,,Culver,J. Culver,,,,,,,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,,
147,PT00M46.20S,2021-04-10T00:02:51.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202684,,,1610612750,22,33,2021-04-10T00:03:10Z,1450000,,,0,,T. Thompson shooting personal FOUL (2 PF) (Hernangomez 2 FT),"[202684, 1627823]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,1628954.0,2.0,0.0,Hernangomez,1627823.0,
149,PT00M46.20S,2021-04-10T00:03:25.4Z,1,REGULAR,freethrow,1 of 2,[],1627823,,,1610612750,22,34,2021-04-10T00:03:25Z,1470000,,,0,,J. Hernangomez Free Throw 1 of 2 (6 PTS),[1627823],1610612750.0,MIN,,,,Hernangomez,J. Hernangomez,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
150,PT00M46.20S,2021-04-10T00:03:27.5Z,1,REGULAR,substitution,out,[],1626157,,,1610612750,22,34,2021-04-10T00:03:29Z,1480000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M46.20S,2021-04-10T00:03:27.5Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,22,34,2021-04-10T00:03:29Z,1490000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M46.20S,2021-04-10T00:03:43.6Z,1,REGULAR,freethrow,2 of 2,[],1627823,,,1610612750,22,35,2021-04-10T00:03:43Z,1500000,,,0,,J. Hernangomez Free Throw 2 of 2 (7 PTS),[1627823],1610612750.0,MIN,,,,Hernangomez,J. Hernangomez,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
153,PT00M39.30S,2021-04-10T00:04:00.2Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,22,35,2021-04-10T00:04:05Z,1510000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1629162]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,1.0,McLaughlin,1629162.0,,,,,,
154,PT00M39.30S,2021-04-10T00:04:00.2Z,1,REGULAR,steal,,[],1629162,,,1610612750,22,35,2021-04-10T00:04:02Z,1520000,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M39.30S,2021-04-10T00:04:04.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612750,22,35,2021-04-10T00:04:14Z,1530000,,,0,,G. Williams take personal FOUL (1 PF) (McLaughlin 2 FT),"[1629684, 1629162]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,McLaughlin,1629162.0,
157,PT00M39.30S,2021-04-10T00:04:26.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629162,,,1610612750,22,36,2021-04-10T00:04:26Z,1550000,,,0,,J. McLaughlin Free Throw 1 of 2 (1 PTS),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
158,PT00M39.30S,2021-04-10T00:04:39.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629162,,,1610612750,22,37,2021-04-10T00:04:39Z,1560000,,,0,,J. McLaughlin Free Throw 2 of 2 (2 PTS),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
159,PT00M32.30S,2021-04-10T00:04:49.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,81.8166885676741,53.74540441176471,1610612738,24,37,2021-04-10T00:05:25Z,1570000,19.0,118.0,1,right,P. Pritchard 11' driving floating Jump Shot (2 PTS),[1630202],1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,11.99,Made,2.0,,,,,,,,,,,,,,,,,,
160,PT00M32.10S,2021-04-10T00:05:08.6Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612750,24,37,2021-04-10T00:05:19Z,1580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M21.00S,2021-04-10T00:05:31.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,13.091327201051248,63.794424019607845,1610612750,24,39,2021-04-10T00:05:49Z,1590000,-69.0,71.0,1,left,D. Russell 9' fadeaway Jump Shot (4 PTS),[1626156],1610612750.0,MIN,fadeaway,,,Russell,D. Russell,,,,,9.87,Made,4.0,,,,,,,,,,,,,,,,,,
162,PT00M21.00S,2021-04-10T00:05:39.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629641,,,1610612750,24,39,2021-04-10T00:05:45Z,1600000,,,0,,R. Langford shooting personal FOUL (1 PF) (Russell 1 FT),"[1629641, 1626156]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Russell,1626156.0,
164,PT00M21.00S,2021-04-10T00:05:55.0Z,1,REGULAR,freethrow,1 of 1,[],1626156,,,1610612750,24,39,2021-04-10T00:05:55Z,1620000,,,0,,MISS D. Russell Free Throw 1 of 1,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
165,PT00M21.00S,2021-04-10T00:05:55.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,24,39,2021-04-10T00:06:01Z,1630000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,164.0,3.0,3.0,0.0,,,,,,,,,
166,PT00M07.90S,2021-04-10T00:06:10.3Z,1,REGULAR,foul,personal,[],1629633,,,1610612738,24,39,2021-04-10T00:11:44Z,1640000,,,0,,J. Culver take personal FOUL (1 PF),"[1629633, 1628369]",1610612750.0,MIN,take,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Tatum,1628369.0,
168,PT00M02.80S,2021-04-10T00:06:38.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629633,,,1610612738,24,39,2021-04-10T00:06:50Z,1660000,,,0,,J. Culver shooting personal FOUL (2 PF) (Tatum 2 FT),"[1629633, 1628369]",1610612750.0,MIN,shooting,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Tatum,1628369.0,
170,PT00M02.80S,2021-04-10T00:07:07.6Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,24,39,2021-04-10T00:07:07Z,1680000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
171,PT00M02.80S,2021-04-10T00:07:07.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,24,39,2021-04-10T00:07:07Z,1690000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,170.0,,,,,,,,,,,,
172,PT00M02.80S,2021-04-10T00:07:22.7Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,25,39,2021-04-10T00:07:22Z,1700000,,,0,,J. Tatum Free Throw 2 of 2 (6 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
173,PT00M01.00S,2021-04-10T00:07:28.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,8.623521681997373,43.69638480392157,1610612750,25,39,2021-04-10T00:07:49Z,1710000,32.0,29.0,1,left,MISS N. Reid driving finger roll Layup - blocked,"[1629675, 1628369]",1610612750.0,MIN,driving finger roll,,,Reid,N. Reid,,,,,4.25,Missed,,,,,Tatum,1628369.0,,,,,,,,,,,,,
174,PT00M01.00S,2021-04-10T00:07:28.3Z,1,REGULAR,block,,[],1628369,,,1610612750,25,39,2021-04-10T00:07:30Z,1720000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M00.40S,2021-04-10T00:07:28.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,25,39,2021-04-10T00:07:49Z,1730000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,173.0,,,,,,,,,,,,
176,PT00M00.00S,2021-04-10T00:07:33.1Z,1,REGULAR,period,end,[],0,,,1610612750,25,39,2021-04-10T00:07:33Z,1740000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2021-04-10T00:09:45.1Z,2,REGULAR,substitution,out,['startperiod'],1630202,,,1610612750,25,39,2021-04-10T00:10:00Z,1750000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2021-04-10T00:09:45.1Z,2,REGULAR,substitution,out,['startperiod'],1629684,,,1610612750,25,39,2021-04-10T00:10:00Z,1760000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2021-04-10T00:09:45.1Z,2,REGULAR,substitution,out,['startperiod'],202684,,,1610612750,25,39,2021-04-10T00:10:00Z,1770000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2021-04-10T00:09:45.1Z,2,REGULAR,substitution,out,['startperiod'],1629641,,,1610612750,25,39,2021-04-10T00:10:00Z,1780000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2021-04-10T00:09:45.1Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612750,25,39,2021-04-10T00:10:00Z,1790000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2021-04-10T00:09:45.1Z,2,REGULAR,substitution,in,['startperiod'],202689,,,1610612750,25,39,2021-04-10T00:10:00Z,1800000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2021-04-10T00:09:45.1Z,2,REGULAR,substitution,in,['startperiod'],203935,,,1610612750,25,39,2021-04-10T00:10:00Z,1810000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2021-04-10T00:09:45.1Z,2,REGULAR,substitution,in,['startperiod'],1629057,,,1610612750,25,39,2021-04-10T00:10:00Z,1820000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2021-04-10T00:10:08.9Z,2,REGULAR,period,start,[],0,,,1610612750,25,39,2021-04-10T00:10:08Z,1830000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
