actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
368,PT10M35.00S,2021-02-20T01:51:32.0Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,68,45,2021-02-20T01:51:38Z,3460000,,,0,,K. Walker REBOUND (Off:0 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,366.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
369,PT10M35.00S,2021-02-20T01:51:37.7Z,3,REGULAR,turnover,lost ball,[],202689,,,1610612738,68,45,2021-02-20T01:52:32Z,3470000,,,0,,K. Walker lost ball TURNOVER (3 TO),"[202689, 1629629]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,3.0,Reddish,1629629.0,,,,,
370,PT10M35.00S,2021-02-20T01:51:37.7Z,3,REGULAR,steal,,[],1629629,,,1610612737,68,45,2021-02-20T01:51:45Z,3480000,,,0,,C. Reddish STEAL (4 STL),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT10M32.00S,2021-02-20T01:51:45.8Z,3,REGULAR,turnover,out-of-bounds,[],1629629,,,1610612737,68,45,2021-02-20T01:53:08Z,3490000,,,0,,C. Reddish bad pass out-of-bounds TURNOVER (1 TO),[1629629],1610612737.0,ATL,bad pass,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,1188.0,1.0,,,,,,,
372,PT10M18.00S,2021-02-20T01:51:59.0Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628369,11.383048620236531,48.353247549019606,1610612738,70,45,2021-02-20T01:52:06Z,3500000,8.0,55.0,1,left,J. Tatum driving Hook (14 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,5.51,Made,,,,,14.0,,,,,,,,,,,,,,
373,PT10M02.00S,2021-02-20T01:52:14.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,84.57621550591328,54.970894607843135,1610612737,70,47,2021-02-20T01:52:26Z,3510000,25.0,92.0,1,right,K. Huerter 9' driving floating Jump Shot (2 PTS),[1628989],1610612737.0,ATL,driving floating,,,Huerter,K. Huerter,,,,,9.58,Made,,,,,2.0,,,,,,,,,,,,,,
374,PT09M43.00S,2021-02-20T01:52:33.2Z,3,REGULAR,3pt,Jump Shot,[],1628369,23.209592641261498,90.75520833333334,1610612738,70,47,2021-02-20T01:52:39Z,3520000,-204.0,166.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.27,Missed,,,,,,,,,,,,,,,,,,,
375,PT09M43.00S,2021-02-20T01:52:33.2Z,3,REGULAR,rebound,defensive,[],1629629,,,1610612737,70,47,2021-02-20T01:52:39Z,3530000,,,0,,C. Reddish REBOUND (Off:1 Def:2),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,374.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
376,PT09M43.00S,2021-02-20T01:52:39.8Z,3,REGULAR,foul,personal,[],1628369,,,1610612737,70,47,2021-02-20T01:52:47Z,3540000,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 1629629]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,101283.0,,,,1.0,0.0,Reddish,1629629.0,
378,PT09M29.00S,2021-02-20T01:53:07.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,82.7365308804205,41.00030637254902,1610612737,70,49,2021-02-20T01:53:13Z,3560000,-45.0,110.0,1,right,T. Young 11' driving floating Jump Shot (16 PTS) (K. Huerter 2 AST),"[1629027, 1628989]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,11.87,Made,,,,,16.0,K. Huerter,1628989.0,2.0,,,,,,,,,,,
380,PT09M16.00S,2021-02-20T01:53:20.4Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,70,49,2021-02-20T01:53:25Z,3580000,,,0,,J. Brown bad pass TURNOVER (2 TO),"[1627759, 1629629]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,2.0,Reddish,1629629.0,,,,,
381,PT09M16.00S,2021-02-20T01:53:20.4Z,3,REGULAR,steal,,[],1629629,,,1610612737,70,49,2021-02-20T01:58:53Z,3590000,,,0,,C. Reddish STEAL (5 STL),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT09M13.00S,2021-02-20T01:53:24.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629629,90.3580814717477,41.490502450980394,1610612737,70,51,2021-02-20T01:58:43Z,3600000,-43.0,38.0,1,right,C. Reddish alley-oop DUNK (6 PTS) (K. Huerter 3 AST),"[1629629, 1628989]",1610612737.0,ATL,alley-oop,,,Reddish,C. Reddish,,,,,5.71,Made,,,,,6.0,K. Huerter,1628989.0,3.0,,,,,,,,,,,
384,PT09M13.00S,2021-02-20T01:53:32.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,70,51,2021-02-20T01:53:32Z,3620000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT09M03.00S,2021-02-20T01:56:27.8Z,3,REGULAR,2pt,Jump Shot,[],1628369,16.951379763469117,68.71936274509804,1610612738,72,51,2021-02-20T01:56:34Z,3630000,-94.0,107.0,1,left,J. Tatum 14' pullup Jump Shot (16 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,14.2,Made,,,,,16.0,,,,,,,,,,,,,,
386,PT08M42.00S,2021-02-20T01:56:47.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203991,90.40735873850197,40.349264705882355,1610612737,72,51,2021-02-20T02:00:27Z,3640000,-48.0,38.0,1,right,MISS C. Capela 6' Layup - blocked,"[203991, 1628464]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,6.13,Missed,,,,,,,,,Theis,1628464.0,,,,,,,,,
387,PT08M42.00S,2021-02-20T01:56:47.8Z,3,REGULAR,block,,[],1628464,,,1610612737,72,51,2021-02-20T01:56:50Z,3650000,,,0,,D. Theis BLOCK (2 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT08M40.00S,2021-02-20T01:56:49.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,72,51,2021-02-20T01:56:56Z,3660000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,386.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
389,PT08M26.00S,2021-02-20T01:57:04.8Z,3,REGULAR,turnover,lost ball,[],1628464,,,1610612738,72,51,2021-02-20T01:57:10Z,3670000,,,0,,D. Theis lost ball TURNOVER (2 TO),"[1628464, 1628381]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,2.0,Collins,1628381.0,,,,,
390,PT08M26.00S,2021-02-20T01:57:04.8Z,3,REGULAR,steal,,[],1628381,,,1610612737,72,51,2021-02-20T01:57:07Z,3680000,,,0,,J. Collins STEAL (1 STL),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT08M16.00S,2021-02-20T01:57:16.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628381,67.64126149802891,67.00367647058823,1610612737,72,51,2021-02-20T01:57:27Z,3690000,85.0,252.0,1,right,MISS J. Collins 26' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
392,PT08M15.00S,2021-02-20T01:57:17.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,72,51,2021-02-20T01:57:27Z,3700000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,391.0,,,,,,,,,,,,,,,,,,
393,PT08M15.00S,2021-02-20T01:57:21.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,72,51,2021-02-20T01:57:21Z,3710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT07M58.00S,2021-02-20T01:57:43.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202689,6.57030223390276,54.993872549019606,1610612738,74,51,2021-02-20T02:02:23Z,3720000,-25.0,9.0,1,left,K. Walker driving Layup (22 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,2.67,Made,,,,,22.0,,,,,,,,,,,,,,
395,PT07M47.00S,2021-02-20T01:57:54.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,93.29829172141918,54.013480392156865,1610612737,74,53,2021-02-20T01:58:02Z,3730000,20.0,10.0,1,right,C. Capela alley-oop DUNK (18 PTS) (T. Young 5 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,2.27,Made,,,,,18.0,T. Young,1629027.0,5.0,,,,,,,,,,,
397,PT07M29.00S,2021-02-20T01:58:12.7Z,3,REGULAR,turnover,lost ball,[],202684,,,1610612738,74,53,2021-02-20T01:58:17Z,3750000,,,0,,T. Thompson lost ball TURNOVER (1 TO),"[202684, 203991]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,1.0,Capela,203991.0,,,,,
398,PT07M29.00S,2021-02-20T01:58:12.7Z,3,REGULAR,steal,,[],203991,,,1610612737,74,53,2021-02-20T02:04:28Z,3760000,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT07M17.00S,2021-02-20T01:58:26.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628381,67.49342969776609,21.637561274509803,1610612737,74,53,2021-02-20T01:58:37Z,3780000,-142.0,253.0,1,right,MISS J. Collins 29' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,29.01,Missed,,,,,,,,,,,,,,,,,,,
401,PT07M15.00S,2021-02-20T01:58:28.6Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,74,53,2021-02-20T01:58:37Z,3790000,,,0,,C. Capela REBOUND (Off:6 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,400.0,10.0,4.0,6.0,,,,,,,,,,,,,,,
402,PT07M08.00S,2021-02-20T01:58:32.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628381,89.96386333771353,42.96109068627451,1610612737,74,55,2021-02-20T02:05:31Z,3800000,-35.0,42.0,1,right,J. Collins alley-oop DUNK (4 PTS) (T. Young 6 AST),"[1628381, 1629027]",1610612737.0,ATL,alley-oop,,,Collins,J. Collins,,,,,5.46,Made,,,,,4.0,T. Young,1629027.0,6.0,,,,,,,,,,,
404,PT06M43.00S,2021-02-20T01:58:58.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,32.40801576872536,28.500306372549016,1610612738,74,55,2021-02-20T01:59:09Z,3820000,107.0,252.0,1,left,MISS J. Tatum 27' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,27.41,Missed,,,,,,,,,,,,,,,,,,,
405,PT06M39.00S,2021-02-20T01:59:02.6Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,74,55,2021-02-20T01:59:09Z,3830000,,,0,,T. Young REBOUND (Off:0 Def:3),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,404.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
411,PT06M32.00S,2021-02-20T01:59:05.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629629,89.04402102496715,48.10814950980392,1610612737,74,55,2021-02-20T02:01:15Z,3835000,-9.0,50.0,1,right,MISS C. Reddish Jump Shot - blocked,"[1629629, 1628369]",1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,5.14,Missed,,,,,,,,,Tatum,1628369.0,,,,,,,,,
412,PT06M32.00S,2021-02-20T01:59:05.3Z,3,REGULAR,block,,[],1628369,,,1610612737,74,55,2021-02-20T02:01:15Z,3837500,,,0,,J. Tatum BLOCK (3 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M30.00S,2021-02-20T01:59:07.3Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,74,55,2021-02-20T02:01:15Z,3838750,,,0,,K. Walker REBOUND (Off:0 Def:5),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,411.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
408,PT06M26.00S,2021-02-20T01:59:16.6Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",202684,7.178055190538765,45.41207107843137,1610612738,76,55,2021-02-20T02:07:32Z,3860000,23.0,15.0,1,left,T. Thompson running DUNK (13 PTS) (K. Walker 4 AST),"[202684, 202689]",1610612738.0,BOS,running,,,Thompson,T. Thompson,,,,,2.74,Made,,,,,13.0,K. Walker,202689.0,4.0,,,,,,,,,,,
410,PT06M26.00S,2021-02-20T01:59:54.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,76,55,2021-02-20T01:59:54Z,3880000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M26.00S,2021-02-20T02:01:41.9Z,3,REGULAR,substitution,out,[],1628369,,,1610612737,76,55,2021-02-20T02:02:03Z,3890000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M26.00S,2021-02-20T02:01:41.9Z,3,REGULAR,substitution,out,[],203991,,,1610612737,76,55,2021-02-20T02:02:03Z,3900000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M26.00S,2021-02-20T02:01:41.9Z,3,REGULAR,substitution,in,[],1630174,,,1610612737,76,55,2021-02-20T02:02:03Z,3910000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M26.00S,2021-02-20T02:01:41.9Z,3,REGULAR,substitution,in,[],1628981,,,1610612737,76,55,2021-02-20T02:02:03Z,3920000,,,0,,SUB in: B. Fernando,[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M12.00S,2021-02-20T02:02:27.5Z,3,REGULAR,3pt,Jump Shot,[],1629629,68.66376478318003,30.916819852941174,1610612737,76,55,2021-02-20T02:02:34Z,3930000,-95.0,242.0,1,right,MISS C. Reddish 26' 3PT,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,,
419,PT06M10.00S,2021-02-20T02:02:29.5Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,76,55,2021-02-20T02:02:34Z,3940000,,,0,,D. Theis REBOUND (Off:1 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,418.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
420,PT05M50.00S,2021-02-20T02:02:49.1Z,3,REGULAR,3pt,Jump Shot,[],1627759,30.962549277266753,74.08854166666666,1610612738,79,55,2021-02-20T02:02:56Z,3950000,-120.0,239.0,1,left,J. Brown 26' 3PT pullup (11 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.72,Made,,,,,11.0,,,,,,,,,,,,,,
421,PT05M37.00S,2021-02-20T02:03:06.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629629,87.46714848883047,47.86305147058824,1610612737,79,57,2021-02-20T02:03:13Z,3960000,-11.0,65.0,1,right,C. Reddish 6' driving floating Jump Shot (8 PTS) (T. Young 7 AST),"[1629629, 1629027]",1610612737.0,ATL,driving floating,,,Reddish,C. Reddish,,,,,6.62,Made,,,,,8.0,T. Young,1629027.0,7.0,,,,,,,,,,,
423,PT05M37.00S,2021-02-20T02:03:11.6Z,3,REGULAR,foul,personal,['1freethrow'],1628464,,,1610612737,79,57,2021-02-20T02:03:19Z,3980000,,,0,,D. Theis shooting personal FOUL (3 PF) (Reddish 1 FT),"[1628464, 1629629]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,1188.0,,,,3.0,0.0,Reddish,1629629.0,
425,PT05M37.00S,2021-02-20T02:03:22.8Z,3,REGULAR,freethrow,1 of 1,[],1629629,,,1610612737,79,58,2021-02-20T02:03:22Z,4000000,,,0,,C. Reddish Free Throw 1 of 1 (9 PTS),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
426,PT05M22.00S,2021-02-20T02:03:39.7Z,3,REGULAR,3pt,Jump Shot,[],1627759,6.521024967148489,2.7650122549019605,1610612738,82,58,2021-02-20T02:03:45Z,4010000,236.0,9.0,1,left,J. Brown 3PT  (14 PTS) (K. Walker 5 AST),"[1627759, 202689]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.64,Made,,,,,14.0,K. Walker,202689.0,5.0,,,,,,,,,,,
428,PT05M15.00S,2021-02-20T02:03:46.9Z,3,REGULAR,3pt,Jump Shot,[],1629027,64.73390275952694,44.676776960784316,1610612737,82,58,2021-02-20T02:03:53Z,4030000,-27.0,279.0,1,right,MISS T. Young 28' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,28.03,Missed,,,,,,,,,,,,,,,,,,,
429,PT05M13.00S,2021-02-20T02:03:48.9Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,82,58,2021-02-20T02:03:53Z,4040000,,,0,,D. Theis REBOUND (Off:1 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,428.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
430,PT04M57.00S,2021-02-20T02:04:05.6Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,82,58,2021-02-20T02:04:12Z,4050000,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1629027]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,3.0,Young,1629027.0,,,,,
431,PT04M57.00S,2021-02-20T02:04:05.6Z,3,REGULAR,steal,,[],1629027,,,1610612737,82,58,2021-02-20T02:04:08Z,4060000,,,0,,T. Young STEAL (2 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M53.00S,2021-02-20T02:04:08.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629027,90.62089356110381,53.74540441176471,1610612737,82,60,2021-02-20T02:04:16Z,4070000,19.0,36.0,1,right,T. Young Layup (18 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,4.03,Made,,,,,18.0,,,,,,,,,,,,,,
433,PT04M40.00S,2021-02-20T02:04:21.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202684,7.703679369250986,54.72579656862745,1610612738,84,60,2021-02-20T02:04:32Z,4080000,-24.0,20.0,1,left,T. Thompson driving Layup (15 PTS) (D. Theis 3 AST),"[202684, 1628464]",1610612738.0,BOS,driving,,,Thompson,T. Thompson,,,,,3.09,Made,,,,,15.0,D. Theis,1628464.0,3.0,,,,,,,,,,,
435,PT04M34.00S,2021-02-20T02:04:29.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629629,91.14651773981603,58.15716911764706,1610612737,84,60,2021-02-20T02:04:49Z,4100000,41.0,31.0,1,right,MISS C. Reddish alley-oop Layup,[1629629],1610612737.0,ATL,alley-oop,,,Reddish,C. Reddish,,,,,5.11,Missed,,,,,,,,,,,,,,,,,,,
436,PT04M33.00S,2021-02-20T02:04:30.4Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612738,84,60,2021-02-20T02:04:49Z,4110000,,,0,,A. Nesmith REBOUND (Off:0 Def:4),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,435.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
437,PT04M28.00S,2021-02-20T02:04:34.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,29.517082785808146,71.8826593137255,1610612738,87,60,2021-02-20T02:04:53Z,4120000,-109.0,225.0,1,left,J. Brown 25' 3PT  (17 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.02,Made,,,,,17.0,,,,,,,,,,,,,,
438,PT04M13.00S,2021-02-20T02:05:00.7Z,3,REGULAR,foul,personal,[],1628464,,,1610612737,87,60,2021-02-20T02:05:09Z,4130000,,,0,,D. Theis personal FOUL (4 PF),"[1628464, 1628381]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,101283.0,,,,4.0,0.0,Collins,1628381.0,
440,PT04M13.00S,2021-02-20T02:05:10.3Z,3,REGULAR,substitution,out,[],1628989,,,1610612737,87,60,2021-02-20T02:05:29Z,4150000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M13.00S,2021-02-20T02:05:10.3Z,3,REGULAR,substitution,out,[],1629629,,,1610612737,87,60,2021-02-20T02:05:29Z,4160000,,,0,,SUB out: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M13.00S,2021-02-20T02:05:10.3Z,3,REGULAR,substitution,in,[],203524,,,1610612737,87,60,2021-02-20T02:05:29Z,4170000,,,0,,SUB in: S. Hill,[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M13.00S,2021-02-20T02:05:10.3Z,3,REGULAR,substitution,in,[],203503,,,1610612737,87,60,2021-02-20T02:05:29Z,4180000,,,0,,SUB in: T. Snell,[203503],1610612737.0,ATL,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M55.00S,2021-02-20T02:05:38.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,91.80354796320631,58.15716911764706,1610612737,87,60,2021-02-20T02:05:49Z,4190000,41.0,25.0,1,right,MISS J. Collins driving Layup - blocked,"[1628381, 1628464]",1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,4.76,Missed,,,,,,,,,Theis,1628464.0,,,,,,,,,
503,PT03M55.00S,2021-02-20T02:05:38.4Z,3,REGULAR,block,,[],1628464,,,1610612737,87,60,2021-02-20T02:13:15Z,4195000,,,0,,D. Theis BLOCK (3 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M54.00S,2021-02-20T02:05:39.4Z,3,REGULAR,rebound,offensive,[],1628381,,,1610612737,87,60,2021-02-20T02:05:49Z,4200000,,,0,,J. Collins REBOUND (Off:2 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,444.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
446,PT03M53.00S,2021-02-20T02:05:45.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628381,94.40999984741211,50.0,1610612737,87,62,2021-02-20T02:05:54Z,4210000,0.0,0.0,1,right,J. Collins tip Layup (6 PTS),[1628381],1610612737.0,ATL,tip,,,Collins,J. Collins,,,,,0.0,Made,,,,,6.0,,,,,,,,,,,,,,
447,PT03M44.00S,2021-02-20T02:05:52.7Z,3,REGULAR,3pt,Jump Shot,[],1627759,34.11629434954008,42.470894607843135,1610612738,87,62,2021-02-20T02:06:00Z,4220000,38.0,268.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.08,Missed,,,,,,,,,,,,,,,,,,,
448,PT03M42.00S,2021-02-20T02:05:54.7Z,3,REGULAR,rebound,defensive,[],203524,,,1610612737,87,62,2021-02-20T02:06:00Z,4230000,,,0,,S. Hill REBOUND (Off:0 Def:3),[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,447.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
449,PT03M31.00S,2021-02-20T02:06:03.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,93.29829172141918,55.48406862745098,1610612737,87,64,2021-02-20T02:06:08Z,4240000,27.0,10.0,1,right,J. Collins driving Layup (8 PTS) (T. Young 8 AST),"[1628381, 1629027]",1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,2.93,Made,,,,,8.0,T. Young,1629027.0,8.0,,,,,,,,,,,
450,PT03M10.00S,2021-02-20T02:06:23.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202684,6.438896189224705,55.48406862745098,1610612738,89,64,2021-02-20T02:06:41Z,4250000,-27.0,8.0,1,left,T. Thompson cutting Layup (17 PTS) (D. Theis 4 AST),"[202684, 1628464]",1610612738.0,BOS,cutting,,,Thompson,T. Thompson,,,,,2.85,Made,,,,,17.0,D. Theis,1628464.0,4.0,,,,,,,,,,,
452,PT03M04.00S,2021-02-20T02:06:32.0Z,3,REGULAR,3pt,Jump Shot,[],1629027,66.83639947437582,30.215992647058826,1610612737,89,64,2021-02-20T02:06:46Z,4270000,-99.0,259.0,1,right,MISS T. Young 27' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,27.74,Missed,,,,,,,,,,,,,,,,,,,
453,PT03M02.00S,2021-02-20T02:06:34.0Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,89,64,2021-02-20T02:06:46Z,4280000,,,0,,T. Thompson REBOUND (Off:1 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,452.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
454,PT02M50.00S,2021-02-20T02:06:43.7Z,3,REGULAR,3pt,Jump Shot,[],202689,34.11629434954008,40.01991421568628,1610612738,89,64,2021-02-20T02:06:49Z,4290000,50.0,268.0,1,left,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,27.28,Missed,,,,,,,,,,,,,,,,,,,
455,PT02M48.00S,2021-02-20T02:06:46.3Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,89,64,2021-02-20T02:06:46Z,4300000,,,0,,T. Thompson REBOUND (Off:2 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,454.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
