actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
176,PT10M48.00S,2021-04-01T00:15:34.2Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612738,25,30,2021-04-01T00:15:35Z,1730000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,,
177,PT10M42.00S,2021-04-01T00:15:42.1Z,2,REGULAR,foul,personal,[],1628973,,,1610612738,25,30,2021-04-01T00:15:53Z,1740000,,,0,,J. Brunson personal FOUL (1 PF),"[1628973, 1630202]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Pritchard,1630202.0
179,PT10M42.00S,2021-04-01T00:15:50.5Z,2,REGULAR,substitution,out,[],203501,,,1610612738,25,30,2021-04-01T00:16:02Z,1760000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M42.00S,2021-04-01T00:15:50.5Z,2,REGULAR,substitution,out,[],1628973,,,1610612738,25,30,2021-04-01T00:16:02Z,1770000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M42.00S,2021-04-01T00:15:50.5Z,2,REGULAR,substitution,in,[],203504,,,1610612738,25,30,2021-04-01T00:16:02Z,1780000,,,0,,SUB in: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M42.00S,2021-04-01T00:15:50.5Z,2,REGULAR,substitution,in,[],1630182,,,1610612738,25,30,2021-04-01T00:16:02Z,1790000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M34.00S,2021-04-01T00:16:15.8Z,2,REGULAR,3pt,Jump Shot,[],1630174,88.64980289093299,3.010110294117647,1610612738,25,30,2021-04-01T00:16:20Z,1800000,-235.0,54.0,1,right,MISS A. Nesmith 24' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,24.11,Missed,,,,,,,,,,,,,,,,,,
184,PT10M31.00S,2021-04-01T00:16:18.8Z,2,REGULAR,rebound,defensive,[],1629740,,,1610612742,25,30,2021-04-01T00:16:20Z,1810000,,,0,,N. Melli REBOUND (Off:0 Def:1),[1629740],1610612742.0,DAL,,,,Melli,N. Melli,,,,,,,183.0,1.0,1.0,0.0,,,,,,,,,,,,,,
185,PT10M28.00S,2021-04-01T00:16:22.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203504,26.10052562417871,82.66697303921569,1610612742,25,33,2021-04-01T00:16:31Z,1820000,-163.0,193.0,1,left,T. Burke 25' 3PT running pullup (3 PTS) (N. Melli 1 AST),"[203504, 1629740]",1610612742.0,DAL,running pullup,,,Burke,T. Burke,,,,,25.27,Made,,,,,3.0,N. Melli,1629740.0,1.0,,,,,,,,,,
187,PT10M09.00S,2021-04-01T00:16:42.2Z,2,REGULAR,foul,personal,['2freethrow'],1629740,,,1610612738,25,33,2021-04-01T00:16:50Z,1840000,,,0,,N. Melli shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629740, 1628369]",1610612742.0,DAL,shooting,,,Melli,N. Melli,,,,,,,,,,,,,,,,,,,,2529.0,1.0,0.0,Tatum,1628369.0
189,PT10M09.00S,2021-04-01T00:17:04.7Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,26,33,2021-04-01T00:17:04Z,1860000,,,0,,J. Tatum Free Throw 1 of 2 (3 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
190,PT10M09.00S,2021-04-01T00:17:06.1Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,26,33,2021-04-01T00:17:17Z,1870000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M09.00S,2021-04-01T00:17:06.1Z,2,REGULAR,substitution,in,[],1628436,,,1610612738,26,33,2021-04-01T00:17:17Z,1880000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M09.00S,2021-04-01T00:17:26.1Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,27,33,2021-04-01T00:17:26Z,1890000,,,0,,J. Tatum Free Throw 2 of 2 (4 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
193,PT09M53.00S,2021-04-01T00:17:44.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,7.178055190538765,44.18658088235294,1610612742,27,33,2021-04-01T00:17:49Z,1900000,29.0,15.0,1,left,MISS J. Green Layup - blocked,"[1630182, 1628436]",1610612742.0,DAL,,,,Green,J. Green,,,,,3.27,Missed,,,,,,,,,Kornet,1628436.0,,,,,,,,
194,PT09M53.00S,2021-04-01T00:17:44.1Z,2,REGULAR,block,,[],1628436,,,1610612742,27,33,2021-04-01T00:17:46Z,1910000,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M51.00S,2021-04-01T00:17:46.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,27,33,2021-04-01T00:17:49Z,1920000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,193.0,2.0,2.0,0.0,,,,,,,,,,,,,,
196,PT09M44.00S,2021-04-01T00:17:53.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,66.96780551905388,72.37285539215686,1610612738,30,33,2021-04-01T00:17:59Z,1930000,112.0,258.0,1,right,J. Tatum 28' 3PT step back (7 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,28.12,Made,,,,,7.0,,,,,,,,,,,,,
197,PT09M28.00S,2021-04-01T00:18:09.5Z,2,REGULAR,3pt,Jump Shot,[],203504,16.507884362680684,94.67677696078431,1610612742,30,33,2021-04-01T00:18:13Z,1940000,-223.0,103.0,1,left,MISS T. Burke 24' 3PT,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,24.59,Missed,,,,,,,,,,,,,,,,,,
198,PT09M26.00S,2021-04-01T00:18:11.9Z,2,REGULAR,rebound,offensive,[],1627827,,,1610612742,30,33,2021-04-01T00:18:11Z,1950000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:3),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,197.0,5.0,3.0,2.0,,,,,,,,,,,,,,
199,PT09M12.00S,2021-04-01T00:18:29.7Z,2,REGULAR,foul,personal,['2freethrow'],203095,,,1610612742,30,33,2021-04-01T00:18:38Z,1960000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Doncic 2 FT),"[203095, 1629029]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,2529.0,1.0,0.0,Doncic,1629029.0
201,PT09M12.00S,2021-04-01T00:18:56.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629029,,,1610612742,30,34,2021-04-01T00:18:56Z,1980000,,,0,,L. Doncic Free Throw 1 of 2 (12 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
202,PT09M12.00S,2021-04-01T00:19:14.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629029,,,1610612742,30,35,2021-04-01T00:19:14Z,1990000,,,0,,L. Doncic Free Throw 2 of 2 (13 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
203,PT08M54.00S,2021-04-01T00:19:33.4Z,2,REGULAR,2pt,Jump Shot,[],203095,71.56701708278581,34.872855392156865,1610612738,32,35,2021-04-01T00:19:40Z,2000000,-76.0,215.0,1,right,E. Fournier 22' pullup Jump Shot (4 PTS),[203095],1610612738.0,BOS,pullup,,,Fournier,E. Fournier,,,,,22.77,Made,,,,,4.0,,,,,,,,,,,,,
204,PT08M36.00S,2021-04-01T00:19:51.5Z,2,REGULAR,3pt,Jump Shot,[],1627827,29.911300919842315,25.06893382352941,1610612742,32,38,2021-04-01T00:19:56Z,2010000,125.0,229.0,1,left,D. Finney-Smith 26' 3PT  (6 PTS) (J. Green 1 AST),"[1627827, 1630182]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,26.05,Made,,,,,6.0,J. Green,1630182.0,1.0,,,,,,,,,,
206,PT08M22.00S,2021-04-01T00:20:05.4Z,2,REGULAR,3pt,Jump Shot,[],203095,65.52233902759527,34.627757352941174,1610612738,32,38,2021-04-01T00:20:10Z,2030000,-77.0,272.0,1,right,MISS E. Fournier 28' pullup 3PT,[203095],1610612738.0,BOS,pullup,,,Fournier,E. Fournier,,,,,28.23,Missed,,,,,,,,,,,,,,,,,,
207,PT08M20.00S,2021-04-01T00:20:07.4Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612742,32,38,2021-04-01T00:20:10Z,2040000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:4),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,206.0,6.0,4.0,2.0,,,,,,,,,,,,,,
208,PT08M11.00S,2021-04-01T00:20:16.5Z,2,REGULAR,3pt,Jump Shot,[],1629740,29.25427069645204,72.86305147058823,1610612742,32,41,2021-04-01T00:20:21Z,2050000,-114.0,222.0,1,left,N. Melli 25' 3PT  (3 PTS) (L. Doncic 2 AST),"[1629740, 1629029]",1610612742.0,DAL,,,,Melli,N. Melli,,,,,25.01,Made,,,,,3.0,L. Doncic,1629029.0,2.0,,,,,,,,,,
210,PT08M01.00S,2021-04-01T00:20:30.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,32,41,2021-04-01T00:20:30Z,2070000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M01.00S,2021-04-01T00:23:12.6Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,32,41,2021-04-01T00:23:50Z,2080000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M01.00S,2021-04-01T00:23:12.6Z,2,REGULAR,substitution,out,[],1630174,,,1610612738,32,41,2021-04-01T00:23:50Z,2090000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M01.00S,2021-04-01T00:23:12.6Z,2,REGULAR,substitution,out,[],203504,,,1610612738,32,41,2021-04-01T00:23:50Z,2100000,,,0,,SUB out: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M01.00S,2021-04-01T00:23:12.6Z,2,REGULAR,substitution,out,[],1630182,,,1610612738,32,41,2021-04-01T00:23:50Z,2110000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M01.00S,2021-04-01T00:23:12.6Z,2,REGULAR,substitution,out,[],1629740,,,1610612738,32,41,2021-04-01T00:23:50Z,2120000,,,0,,SUB out: N. Melli,[1629740],1610612742.0,DAL,,,,Melli,N. Melli,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M01.00S,2021-04-01T00:23:12.6Z,2,REGULAR,substitution,out,[],1629029,,,1610612738,32,41,2021-04-01T00:23:50Z,2130000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M01.00S,2021-04-01T00:23:12.6Z,2,REGULAR,substitution,in,[],203935,,,1610612738,32,41,2021-04-01T00:23:50Z,2140000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M01.00S,2021-04-01T00:23:12.6Z,2,REGULAR,substitution,in,[],202689,,,1610612738,32,41,2021-04-01T00:23:50Z,2150000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M01.00S,2021-04-01T00:23:12.6Z,2,REGULAR,substitution,in,[],203501,,,1610612738,32,41,2021-04-01T00:23:50Z,2160000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M01.00S,2021-04-01T00:23:12.6Z,2,REGULAR,substitution,in,[],204001,,,1610612738,32,41,2021-04-01T00:23:50Z,2170000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M01.00S,2021-04-01T00:23:12.6Z,2,REGULAR,substitution,in,[],1626196,,,1610612738,32,41,2021-04-01T00:23:50Z,2180000,,,0,,SUB in: J. Richardson,[1626196],1610612742.0,DAL,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M01.00S,2021-04-01T00:23:12.6Z,2,REGULAR,substitution,in,[],1628973,,,1610612738,32,41,2021-04-01T00:23:50Z,2190000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M51.00S,2021-04-01T00:24:01.8Z,2,REGULAR,3pt,Jump Shot,[],203935,76.82325886990802,89.03952205882352,1610612738,32,41,2021-04-01T00:24:10Z,2200000,195.0,165.0,1,right,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,
224,PT07M46.00S,2021-04-01T00:24:06.8Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612738,32,41,2021-04-01T00:24:10Z,2210000,,,0,,L. Kornet REBOUND (Off:1 Def:0),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,223.0,1.0,0.0,1.0,,,,,,,,,,,,,,
225,PT07M45.00S,2021-04-01T00:24:07.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628436,96.00854139290408,23.84344362745098,1610612738,32,41,2021-04-01T00:24:15Z,2220000,-131.0,-15.0,1,right,MISS L. Kornet 13' fadeaway Shot,[1628436],1610612738.0,BOS,fadeaway,,,Kornet,L. Kornet,,,,,13.17,Missed,,,,,,,,,,,,,,,,,,
226,PT07M43.00S,2021-04-01T00:24:09.5Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,32,41,2021-04-01T00:24:15Z,2230000,,,0,,K. Porzingis REBOUND (Off:1 Def:3),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,225.0,4.0,3.0,1.0,,,,,,,,,,,,,,
227,PT07M28.00S,2021-04-01T00:24:27.0Z,2,REGULAR,turnover,traveling,[],1626196,,,1610612742,32,41,2021-04-01T00:24:34Z,2240000,,,0,,J. Richardson traveling TURNOVER (1 TO),[1626196],1610612742.0,DAL,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,1.0,,,101283.0,,,,
228,PT07M08.00S,2021-04-01T00:24:56.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628436,93.11760840998686,49.57873774509804,1610612738,34,41,2021-04-01T00:25:00Z,2250000,-2.0,12.0,1,right,L. Kornet cutting DUNK (2 PTS) (J. Tatum 1 AST),"[1628436, 1628369]",1610612738.0,BOS,cutting,,,Kornet,L. Kornet,,,,,1.24,Made,,,,,2.0,J. Tatum,1628369.0,1.0,,,,,,,,,,
230,PT06M57.00S,2021-04-01T00:25:06.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,6.783837056504599,48.84344362745098,1610612742,34,43,2021-04-01T00:25:10Z,2270000,6.0,11.0,1,left,J. Brunson driving finger roll Layup (4 PTS),[1628973],1610612742.0,DAL,driving finger roll,,,Brunson,J. Brunson,,,,,1.27,Made,,,,,4.0,,,,,,,,,,,,,
231,PT06M46.00S,2021-04-01T00:25:17.7Z,2,REGULAR,3pt,Jump Shot,[],202689,69.20170827858082,77.27481617647058,1610612738,34,43,2021-04-01T00:25:24Z,2280000,136.0,237.0,1,right,MISS K. Walker 27' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.34,Missed,,,,,,,,,,,,,,,,,,
232,PT06M44.00S,2021-04-01T00:25:19.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,34,43,2021-04-01T00:25:24Z,2290000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,231.0,,,,,,,,,,,,,,,,,
233,PT06M44.00S,2021-04-01T00:25:22.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,34,43,2021-04-01T00:25:22Z,2300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M34.00S,2021-04-01T00:25:44.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,7.178055190538765,49.08854166666667,1610612742,34,45,2021-04-01T00:25:48Z,2310000,5.0,15.0,1,left,J. Brunson driving finger roll Layup (6 PTS) (T. Hardaway Jr. 1 AST),"[1628973, 203501]",1610612742.0,DAL,driving finger roll,,,Brunson,J. Brunson,,,,,1.57,Made,,,,,6.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,
236,PT06M20.00S,2021-04-01T00:25:59.0Z,2,REGULAR,2pt,Jump Shot,[],1628369,89.43823915900131,30.95128676470588,1610612738,34,45,2021-04-01T00:26:09Z,2330000,-95.0,47.0,1,right,MISS J. Tatum 10' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,10.61,Missed,,,,,,,,,,,,,,,,,,
237,PT06M19.00S,2021-04-01T00:26:00.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,34,45,2021-04-01T00:26:09Z,2340000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,,,
238,PT06M19.00S,2021-04-01T00:26:09.1Z,2,REGULAR,foul,personal,[],1628436,,,1610612742,34,45,2021-04-01T00:26:20Z,2350000,,,0,,L. Kornet loose ball personal FOUL (1 PF),"[1628436, 1627827]",1610612738.0,BOS,loose ball,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,2529.0,1.0,0.0,Finney-Smith,1627827.0
240,PT06M19.00S,2021-04-01T00:26:14.6Z,2,REGULAR,substitution,out,[],1628369,,,1610612742,34,45,2021-04-01T00:26:24Z,2370000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M19.00S,2021-04-01T00:26:14.6Z,2,REGULAR,substitution,in,[],1627759,,,1610612742,34,45,2021-04-01T00:26:24Z,2380000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M05.00S,2021-04-01T00:26:41.2Z,2,REGULAR,turnover,traveling,[],204001,,,1610612742,34,45,2021-04-01T00:26:52Z,2390000,,,0,,K. Porzingis traveling TURNOVER (1 TO),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,1.0,,,2529.0,,,,
243,PT06M05.00S,2021-04-01T00:26:47.4Z,2,REGULAR,substitution,out,[],1627827,,,1610612738,34,45,2021-04-01T00:26:50Z,2400000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M05.00S,2021-04-01T00:26:47.4Z,2,REGULAR,substitution,in,[],1628467,,,1610612738,34,45,2021-04-01T00:26:50Z,2410000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M49.00S,2021-04-01T00:27:14.2Z,2,REGULAR,foul,personal,['2freethrow'],204001,,,1610612738,34,45,2021-04-01T00:27:25Z,2420000,,,0,,K. Porzingis shooting personal FOUL (1 PF) (Brown 2 FT),"[204001, 1627759]",1610612742.0,DAL,shooting,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Brown,1627759.0
247,PT05M49.00S,2021-04-01T00:27:40.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,34,45,2021-04-01T00:27:40Z,2440000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
248,PT05M49.00S,2021-04-01T00:27:40.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,34,45,2021-04-01T00:27:40Z,2450000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,247.0,,,,,,,,,,,,,,,,,
249,PT05M49.00S,2021-04-01T00:27:57.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,35,45,2021-04-01T00:27:57Z,2460000,,,0,,J. Brown Free Throw 2 of 2 (10 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
250,PT05M27.00S,2021-04-01T00:28:22.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203501,7.178055190538765,46.14736519607843,1610612742,35,45,2021-04-01T00:28:26Z,2470000,19.0,15.0,1,left,MISS T. Hardaway Jr. driving reverse Layup,[203501],1610612742.0,DAL,driving reverse,,,Hardaway Jr.,T. Hardaway Jr.,,,,,2.44,Missed,,,,,,,,,,,,,,,,,,
251,PT05M25.00S,2021-04-01T00:28:24.5Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,35,45,2021-04-01T00:28:26Z,2480000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,250.0,2.0,2.0,0.0,,,,,,,,,,,,,,
252,PT05M11.00S,2021-04-01T00:28:38.5Z,2,REGULAR,3pt,Jump Shot,[],1627759,70.90998685939553,19.676776960784316,1610612738,35,45,2021-04-01T00:28:43Z,2490000,-152.0,221.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.79,Missed,,,,,,,,,,,,,,,,,,
253,PT05M07.00S,2021-04-01T00:28:42.5Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612742,35,45,2021-04-01T00:28:43Z,2500000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,252.0,1.0,1.0,0.0,,,,,,,,,,,,,,
254,PT04M49.00S,2021-04-01T00:28:59.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626196,10.200394218134035,62.32383578431373,1610612742,35,47,2021-04-01T00:29:05Z,2510000,-62.0,43.0,1,left,J. Richardson 7' turnaround Hook (5 PTS) (M. Kleber 1 AST),"[1626196, 1628467]",1610612742.0,DAL,turnaround,,,Richardson,J. Richardson,,,,,7.54,Made,,,,,5.0,M. Kleber,1628467.0,1.0,,,,,,,,,,
255,PT04M40.00S,2021-04-01T00:29:08.9Z,2,REGULAR,3pt,Jump Shot,[],202689,65.91655716162943,46.14736519607843,1610612738,35,47,2021-04-01T00:29:22Z,2520000,-19.0,268.0,1,right,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,
256,PT04M37.00S,2021-04-01T00:29:11.9Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,35,47,2021-04-01T00:29:22Z,2530000,,,0,,K. Porzingis REBOUND (Off:1 Def:4),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,255.0,5.0,4.0,1.0,,,,,,,,,,,,,,
257,PT04M21.00S,2021-04-01T00:29:27.8Z,2,REGULAR,2pt,Jump Shot,[],204001,14.799605781865965,78.99050245098039,1610612742,35,47,2021-04-01T00:29:34Z,2540000,-145.0,87.0,1,left,MISS K. Porzingis 16' step back Shot,[204001],1610612742.0,DAL,step back,,,Porzingis,K. Porzingis,,,,,16.89,Missed,,,,,,,,,,,,,,,,,,
258,PT04M19.00S,2021-04-01T00:29:29.8Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,35,47,2021-04-01T00:29:47Z,2550000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,257.0,2.0,1.0,1.0,,,,,,,,,,,,,,
259,PT04M04.00S,2021-04-01T00:29:47.3Z,2,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612738,35,47,2021-04-01T00:29:57Z,2560000,,,0,,J. Richardson shooting personal FOUL (1 PF) (Smart 2 FT),"[1626196, 203935]",1610612742.0,DAL,shooting,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,2529.0,1.0,0.0,Smart,203935.0
261,PT04M04.00S,2021-04-01T00:30:13.5Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,36,47,2021-04-01T00:30:13Z,2580000,,,0,,M. Smart Free Throw 1 of 2 (6 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
262,PT04M04.00S,2021-04-01T00:30:14.1Z,2,REGULAR,substitution,out,[],203095,,,1610612738,36,47,2021-04-01T00:30:23Z,2590000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M04.00S,2021-04-01T00:30:14.1Z,2,REGULAR,substitution,out,[],203501,,,1610612738,36,47,2021-04-01T00:30:23Z,2600000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M04.00S,2021-04-01T00:30:14.1Z,2,REGULAR,substitution,out,[],1628467,,,1610612738,36,47,2021-04-01T00:30:23Z,2610000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,
