actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
462,PT05M39.00S,2021-04-29T01:07:10.7Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,75,70,2021-04-29T01:07:13Z,4490000,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,461.0,2.0,2.0,0.0,,,,,,,,,,,,,,
463,PT05M30.00S,2021-04-29T01:07:22.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626179,,,1610612738,75,70,2021-04-29T01:07:35Z,4500000,,,0,,T. Rozier personal FOUL (4 PF) (Thompson 2 FT),"[1626179, 202684]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,202049.0,4.0,0.0,Thompson,202684.0,,,,,,
465,PT05M30.00S,2021-04-29T01:07:47.1Z,3,REGULAR,freethrow,1 of 2,[],202684,,,1610612738,76,70,2021-04-29T01:08:26Z,4520000,,,0,,T. Thompson Free Throw 1 of 2 (12 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
466,PT05M30.00S,2021-04-29T01:07:47.9Z,3,REGULAR,substitution,out,[],1626179,,,1610612738,76,70,2021-04-29T01:08:03Z,4530000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
467,PT05M30.00S,2021-04-29T01:07:47.9Z,3,REGULAR,substitution,out,[],1629023,,,1610612738,76,70,2021-04-29T01:08:03Z,4540000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
468,PT05M30.00S,2021-04-29T01:07:47.9Z,3,REGULAR,substitution,in,[],203469,,,1610612738,76,70,2021-04-29T01:08:03Z,4550000,,,0,,SUB in: C. Zeller,[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
469,PT05M30.00S,2021-04-29T01:07:47.9Z,3,REGULAR,substitution,in,[],202954,,,1610612738,76,70,2021-04-29T01:08:03Z,4560000,,,0,,SUB in: B. Wanamaker,[202954],1610612766.0,CHA,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
470,PT05M30.00S,2021-04-29T01:07:47.1Z,3,REGULAR,freethrow,2 of 2,[],202684,,,1610612738,76,70,2021-04-29T01:08:26Z,4570000,,,0,,MISS T. Thompson Free Throw 2 of 2,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,
471,PT05M30.00S,2021-04-29T01:07:47.1Z,3,REGULAR,rebound,defensive,[],203469,,,1610612766,76,70,2021-04-29T01:08:26Z,4580000,,,0,,C. Zeller REBOUND (Off:1 Def:3),[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,470.0,4.0,3.0,1.0,,,,,,,,,,,,,,
472,PT05M12.00S,2021-04-29T01:08:34.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203469,91.27792378449409,54.970894607843135,1610612766,76,70,2021-04-29T01:09:26Z,4590000,25.0,29.0,1,right,MISS C. Zeller driving Layup,[203469],1610612766.0,CHA,driving,,,Zeller,C. Zeller,,,,,3.86,Missed,,,,,,,,,,,,,,,,,,
473,PT05M10.00S,2021-04-29T01:08:36.3Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,76,70,2021-04-29T01:08:44Z,4600000,,,0,,T. Thompson REBOUND (Off:7 Def:5),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,472.0,12.0,5.0,7.0,,,,,,,,,,,,,,
474,PT05M09.00S,2021-04-29T01:08:43.4Z,3,REGULAR,foul,offensive,['inpenalty'],1628369,,,1610612738,76,70,2021-04-29T01:08:50Z,4610000,,,0,,J. Tatum charge offensive FOUL (2 PF),"[1628369, 1628984]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,,,,,,,,,,1155.0,2.0,0.0,Graham,1628984.0,,,,,,
477,PT05M09.00S,2021-04-29T01:08:43.4Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,76,70,2021-04-29T01:08:43Z,4630000,,,0,,J. Tatum offensive foul TURNOVER (2 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,1155.0,,,,,,,,2.0,,
478,PT04M53.00S,2021-04-29T01:09:09.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628984,85.67674113009198,24.387254901960784,1610612766,76,70,2021-04-29T01:09:14Z,4640000,-128.0,82.0,1,right,MISS D. Graham 15' pullup Shot,[1628984],1610612766.0,CHA,pullup,,,Graham,D. Graham,,,,,15.22,Missed,,,,,,,,,,,,,,,,,,
479,PT04M51.00S,2021-04-29T01:09:11.0Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,76,70,2021-04-29T01:09:14Z,4650000,,,0,,J. Brown REBOUND (Off:2 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,478.0,6.0,4.0,2.0,,,,,,,,,,,,,,
480,PT04M36.00S,2021-04-29T01:09:26.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,32.276609724047304,69.67677696078431,1610612738,76,70,2021-04-29T01:10:06Z,4660000,-98.0,251.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.95,Missed,,,,,,,,,,,,,,,,,,
481,PT04M34.00S,2021-04-29T01:09:31.2Z,3,REGULAR,rebound,offensive,[],1630174,,,1610612738,76,70,2021-04-29T01:09:31Z,4670000,,,0,,A. Nesmith REBOUND (Off:2 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,480.0,4.0,2.0,2.0,,,,,,,,,,,,,,
482,PT04M34.00S,2021-04-29T01:09:33.8Z,3,REGULAR,turnover,out-of-bounds,[],1630174,,,1610612738,76,70,2021-04-29T01:09:48Z,4680000,,,0,,A. Nesmith bad pass out-of-bounds TURNOVER (1 TO),[1630174],1610612738.0,BOS,bad pass,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,1155.0,,,,,,,,1.0,,
483,PT04M34.00S,2021-04-29T01:09:50.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,76,70,2021-04-29T01:09:50Z,4690000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT04M34.00S,2021-04-29T01:12:10.1Z,3,REGULAR,substitution,out,[],1627759,,,1610612766,76,70,2021-04-29T01:12:37Z,4700000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
485,PT04M34.00S,2021-04-29T01:12:10.1Z,3,REGULAR,substitution,out,[],202684,,,1610612766,76,70,2021-04-29T01:12:37Z,4710000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
486,PT04M34.00S,2021-04-29T01:12:10.1Z,3,REGULAR,substitution,out,[],1628998,,,1610612766,76,70,2021-04-29T01:12:37Z,4720000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
488,PT04M34.00S,2021-04-29T01:12:10.1Z,3,REGULAR,substitution,in,[],203095,,,1610612766,76,70,2021-04-29T01:12:37Z,4740000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
489,PT04M34.00S,2021-04-29T01:12:10.1Z,3,REGULAR,substitution,in,[],1629667,,,1610612766,76,70,2021-04-29T01:12:37Z,4750000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
496,PT04M34.00S,2021-04-29T01:12:10.1Z,3,REGULAR,substitution,in,[],1629057,,,1610612766,76,70,2021-04-29T01:13:20Z,4765000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
492,PT04M15.00S,2021-04-29T01:13:02.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,69.07030223390277,27.76501225490196,1610612766,76,70,2021-04-29T01:13:36Z,4780000,-111.0,238.0,1,right,MISS D. Graham 26' pullup 3PT,[1628984],1610612766.0,CHA,pullup,,,Graham,D. Graham,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,
493,PT04M13.00S,2021-04-29T01:13:04.2Z,3,REGULAR,rebound,offensive,[],202954,,,1610612766,76,70,2021-04-29T01:14:02Z,4790000,,,0,,B. Wanamaker REBOUND (Off:1 Def:0),[202954],1610612766.0,CHA,,,,Wanamaker,B. Wanamaker,,,,,,,492.0,1.0,0.0,1.0,,,,,,,,,,,,,,
494,PT04M04.00S,2021-04-29T01:13:14.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202954,66.17936925098554,68.94148284313727,1610612766,76,70,2021-04-29T01:14:02Z,4800000,95.0,265.0,1,right,MISS B. Wanamaker 28' 3PT,[202954],1610612766.0,CHA,,,,Wanamaker,B. Wanamaker,,,,,28.18,Missed,,,,,,,,,,,,,,,,,,
495,PT04M02.00S,2021-04-29T01:13:16.9Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,76,70,2021-04-29T01:13:44Z,4810000,,,0,,R. Williams III REBOUND (Off:4 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,494.0,7.0,3.0,4.0,,,,,,,,,,,,,,
497,PT03M37.00S,2021-04-29T01:13:40.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,16.63929040735874,96.39246323529412,1610612738,79,70,2021-04-29T01:13:47Z,4820000,-232.0,104.0,1,left,J. Tatum 25' 3PT  (25 PTS) (E. Fournier 1 AST),"[1628369, 203095]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.42,Made,,,,,,,25.0,,,,,,E. Fournier,203095.0,1.0,,,
499,PT03M23.00S,2021-04-29T01:13:57.5Z,3,REGULAR,2pt,Jump Shot,[],203469,76.2976346911958,71.8826593137255,1610612766,79,70,2021-04-29T01:14:07Z,4840000,109.0,170.0,1,right,MISS C. Zeller 20' Jump Shot,[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,20.24,Missed,,,,,,,,,,,,,,,,,,
500,PT03M21.00S,2021-04-29T01:13:59.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,79,70,2021-04-29T01:14:07Z,4850000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,499.0,,,,,,,,,,,,,,,,,
501,PT03M06.00S,2021-04-29T01:14:26.4Z,3,REGULAR,3pt,Jump Shot,[],1630174,21.23850197109067,89.28462009803921,1610612738,79,70,2021-04-29T01:14:32Z,4860000,-196.0,147.0,1,left,MISS A. Nesmith 24' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,24.54,Missed,,,,,,,,,,,,,,,,,,
502,PT03M04.00S,2021-04-29T01:14:28.4Z,3,REGULAR,rebound,defensive,[],1628984,,,1610612766,79,70,2021-04-29T01:14:32Z,4870000,,,0,,D. Graham REBOUND (Off:0 Def:5),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,501.0,5.0,5.0,0.0,,,,,,,,,,,,,,
503,PT03M01.00S,2021-04-29T01:14:32.1Z,3,REGULAR,turnover,bad pass,[],1628984,,,1610612766,79,70,2021-04-29T01:14:35Z,4880000,,,0,,D. Graham bad pass TURNOVER (3 TO),"[1628984, 1630174]",1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,3.0,Nesmith,1630174.0
504,PT03M01.00S,2021-04-29T01:14:32.1Z,3,REGULAR,steal,,[],1630174,,,1610612738,79,70,2021-04-29T01:14:33Z,4890000,,,0,,A. Nesmith STEAL (2 STL),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
505,PT02M46.00S,2021-04-29T01:14:47.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629057,6.783837056504599,47.86305147058824,1610612738,81,70,2021-04-29T01:14:52Z,4900000,11.0,11.0,1,left,R. Williams III alley-oop DUNK (2 PTS) (J. Tatum 5 AST),"[1629057, 1628369]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,1.56,Made,,,,,,,2.0,,,,,,J. Tatum,1628369.0,5.0,,,
507,PT02M22.00S,2021-04-29T01:15:11.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203469,91.01511169513797,48.353247549019606,1610612766,81,72,2021-04-29T01:15:15Z,4920000,-8.0,32.0,1,right,C. Zeller DUNK (11 PTS) (D. Graham 5 AST),"[203469, 1628984]",1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,3.3,Made,,,,,,,11.0,,,,,,D. Graham,1628984.0,5.0,,,
509,PT02M04.00S,2021-04-29T01:15:28.4Z,3,REGULAR,turnover,bad pass,[],1630202,,,1610612738,81,72,2021-04-29T01:15:35Z,4940000,,,0,,P. Pritchard bad pass TURNOVER (2 TO),"[1630202, 1629667]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,2.0,McDaniels,1629667.0
510,PT02M04.00S,2021-04-29T01:15:28.4Z,3,REGULAR,steal,,[],1629667,,,1610612766,81,72,2021-04-29T01:15:32Z,4950000,,,0,,J. McDaniels STEAL (1 STL),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
511,PT01M54.00S,2021-04-29T01:15:42.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612766,81,72,2021-04-29T01:15:51Z,4960000,,,0,,A. Nesmith shooting personal FOUL (4 PF) (Graham 2 FT),"[1630174, 1628984]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,202049.0,4.0,0.0,Graham,1628984.0,,,,,,
513,PT01M54.00S,2021-04-29T01:16:16.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628984,,,1610612766,81,73,2021-04-29T01:16:16Z,4980000,,,0,,D. Graham Free Throw 1 of 2 (19 PTS),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,Made,,,,,,,19.0,,,,,,,,,,,
514,PT01M54.00S,2021-04-29T01:16:18.3Z,3,REGULAR,substitution,out,[],1628970,,,1610612766,81,73,2021-04-29T01:16:30Z,4990000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
515,PT01M54.00S,2021-04-29T01:16:18.3Z,3,REGULAR,substitution,in,[],1629023,,,1610612766,81,73,2021-04-29T01:16:30Z,5000000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
516,PT01M54.00S,2021-04-29T01:16:42.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628984,,,1610612766,81,74,2021-04-29T01:16:42Z,5010000,,,0,,D. Graham Free Throw 2 of 2 (20 PTS),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,Made,,,,,,,20.0,,,,,,,,,,,
517,PT01M36.00S,2021-04-29T01:17:05.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,32.40801576872536,66.00030637254902,1610612738,81,74,2021-04-29T01:17:32Z,5020000,-80.0,252.0,1,left,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,
518,PT01M36.00S,2021-04-29T01:17:05.6Z,3,REGULAR,rebound,offensive,[],1630174,,,1610612738,81,74,2021-04-29T01:17:32Z,5030000,,,0,,A. Nesmith REBOUND (Off:3 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,517.0,5.0,2.0,3.0,,,,,,,,,,,,,,
519,PT01M34.00S,2021-04-29T01:17:11.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630174,5.590000152587891,50.0,1610612738,83,74,2021-04-29T01:17:20Z,5040000,0.0,0.0,1,left,A. Nesmith tip Layup (7 PTS),[1630174],1610612738.0,BOS,tip,,,Nesmith,A. Nesmith,,,,,0.0,Made,,,,,,,7.0,,,,,,,,,,,
520,PT01M15.00S,2021-04-29T01:17:25.8Z,3,REGULAR,3pt,Jump Shot,[],1628984,74.08015768725362,10.723039215686274,1610612766,83,77,2021-04-29T01:17:31Z,5050000,-196.0,191.0,1,right,D. Graham 27' 3PT pullup (23 PTS),[1628984],1610612766.0,CHA,pullup,,,Graham,D. Graham,,,,,27.4,Made,,,,,,,23.0,,,,,,,,,,,
521,PT00M58.30S,2021-04-29T01:17:45.1Z,3,REGULAR,3pt,Jump Shot,[],1630202,8.886333771353483,96.6375612745098,1610612738,86,77,2021-04-29T01:17:49Z,5060000,-233.0,31.0,1,left,P. Pritchard 3PT  (6 PTS) (E. Fournier 2 AST),"[1630202, 203095]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,23.53,Made,,,,,,,6.0,,,,,,E. Fournier,203095.0,2.0,,,
523,PT00M40.70S,2021-04-29T01:18:03.9Z,3,REGULAR,turnover,bad pass,[],1628984,,,1610612766,86,77,2021-04-29T01:18:07Z,5080000,,,0,,D. Graham bad pass TURNOVER (4 TO),"[1628984, 1630202]",1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,4.0,Pritchard,1630202.0
524,PT00M40.70S,2021-04-29T01:18:03.9Z,3,REGULAR,steal,,[],1630202,,,1610612738,86,77,2021-04-29T01:18:05Z,5090000,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
525,PT00M39.90S,2021-04-29T01:18:12.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629023,,,1610612738,86,77,2021-04-29T01:18:37Z,5100000,,,0,,P. Washington take personal FOUL (1 PF) (Pritchard 2 FT),"[1629023, 1630202]",1610612766.0,CHA,take,,,Washington,P. Washington,,,,,,,,,,,,,,202035.0,1.0,0.0,Pritchard,1630202.0,,,,,,
527,PT00M39.90S,2021-04-29T01:18:32.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630202,,,1610612738,87,77,2021-04-29T01:18:32Z,5120000,,,0,,P. Pritchard Free Throw 1 of 2 (7 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
528,PT00M39.90S,2021-04-29T01:18:40.5Z,3,REGULAR,substitution,out,[],1628984,,,1610612738,87,77,2021-04-29T01:18:46Z,5130000,,,0,,SUB out: D. Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
529,PT00M39.90S,2021-04-29T01:18:40.5Z,3,REGULAR,substitution,in,[],1626179,,,1610612738,87,77,2021-04-29T01:18:46Z,5140000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
530,PT00M39.90S,2021-04-29T01:18:47.8Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630202,,,1610612738,88,77,2021-04-29T01:18:47Z,5150000,,,0,,P. Pritchard Free Throw 2 of 2 (8 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
531,PT00M31.30S,2021-04-29T01:18:58.4Z,3,REGULAR,3pt,Jump Shot,[],203469,64.99671484888306,53.50030637254902,1610612766,88,80,2021-04-29T01:19:02Z,5160000,18.0,277.0,1,right,C. Zeller 27' 3PT  (14 PTS) (B. Wanamaker 1 AST),"[203469, 202954]",1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,27.71,Made,,,,,,,14.0,,,,,,B. Wanamaker,202954.0,1.0,,,
533,PT00M24.00S,2021-04-29T01:19:10.4Z,3,REGULAR,3pt,Jump Shot,[],203095,33.98488830486202,55.951286764705884,1610612738,88,80,2021-04-29T01:19:16Z,5180000,-30.0,267.0,1,left,MISS E. Fournier 26' 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,
534,PT00M22.10S,2021-04-29T01:19:12.3Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,88,80,2021-04-29T01:19:16Z,5190000,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,533.0,2.0,2.0,0.0,,,,,,,,,,,,,,
535,PT00M04.80S,2021-04-29T01:19:29.6Z,3,REGULAR,3pt,Jump Shot,[],1626179,77.34272339027596,9.405637254901961,1610612766,88,80,2021-04-29T01:19:36Z,5200000,-203.0,160.0,1,right,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,
536,PT00M02.10S,2021-04-29T01:19:32.3Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,88,80,2021-04-29T01:19:32Z,5210000,,,0,,R. Williams III REBOUND (Off:4 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,535.0,8.0,4.0,4.0,,,,,,,,,,,,,,
537,PT00M01.00S,2021-04-29T01:19:36.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,46.99408672798949,47.372855392156865,1610612738,88,80,2021-04-29T01:20:05Z,5220000,13.0,389.0,1,left,MISS J. Tatum 38' running 3PT,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,38.94,Missed,,,,,,,,,,,,,,,,,,
538,PT00M00.50S,2021-04-29T01:19:37.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,88,80,2021-04-29T01:19:46Z,5230000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,537.0,,,,,,,,,,,,,,,,,
539,PT00M00.00S,2021-04-29T01:19:40.7Z,3,REGULAR,period,end,[],0,,,1610612738,88,80,2021-04-29T01:19:40Z,5240000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT12M00.00S,2021-04-29T01:21:54.6Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,88,80,2021-04-29T01:22:18Z,5250000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
541,PT12M00.00S,2021-04-29T01:21:54.6Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,88,80,2021-04-29T01:22:18Z,5260000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
542,PT12M00.00S,2021-04-29T01:22:32.2Z,4,REGULAR,period,start,[],0,,,1610612738,88,80,2021-04-29T01:22:32Z,5270000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT11M45.00S,2021-04-29T01:22:46.2Z,4,REGULAR,3pt,Jump Shot,[],1627759,29.517082785808146,72.37285539215686,1610612738,91,80,2021-04-29T01:22:51Z,5280000,-112.0,225.0,1,left,J. Brown 25' 3PT  (29 PTS) (P. Pritchard 3 AST),"[1627759, 1630202]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.13,Made,,,,,,,29.0,,,,,,P. Pritchard,1630202.0,3.0,,,
545,PT11M29.00S,2021-04-29T01:23:02.3Z,4,REGULAR,3pt,Jump Shot,[],1629667,81.60315374507228,93.71936274509804,1610612766,91,83,2021-04-29T01:23:11Z,5300000,219.0,120.0,1,right,J. McDaniels 24' 3PT  (7 PTS) (B. Wanamaker 2 AST),"[1629667, 202954]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,24.96,Made,,,,,,,7.0,,,,,,B. Wanamaker,202954.0,2.0,,,
547,PT11M25.00S,2021-04-29T01:23:35.1Z,4,REGULAR,stoppage,blood rule,[],0,,,1610612738,91,83,2021-04-29T01:23:35Z,5320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT11M08.00S,2021-04-29T01:24:28.5Z,4,REGULAR,3pt,Jump Shot,[],1630202,28.991458607095925,73.59834558823529,1610612738,91,83,2021-04-29T01:24:32Z,5330000,-118.0,220.0,1,left,MISS P. Pritchard 24' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,24.96,Missed,,,,,,,,,,,,,,,,,,
549,PT11M06.00S,2021-04-29T01:24:30.5Z,4,REGULAR,rebound,defensive,[],1629667,,,1610612766,91,83,2021-04-29T01:24:32Z,5340000,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,548.0,2.0,2.0,0.0,,,,,,,,,,,,,,
550,PT11M00.00S,2021-04-29T01:24:37.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203469,92.46057818659659,46.88265931372549,1610612766,91,85,2021-04-29T01:25:00Z,5350000,-16.0,18.0,1,right,C. Zeller DUNK (16 PTS) (B. Wanamaker 3 AST),"[203469, 202954]",1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,2.41,Made,,,,,,,16.0,,,,,,B. Wanamaker,202954.0,3.0,,,
552,PT10M51.00S,2021-04-29T01:24:54.4Z,4,REGULAR,stoppage,blood rule,[],0,,,1610612738,91,85,2021-04-29T01:24:54Z,5370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT10M51.00S,2021-04-29T01:24:58.0Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,91,85,2021-04-29T01:25:04Z,5380000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
554,PT10M51.00S,2021-04-29T01:24:58.0Z,4,REGULAR,substitution,in,[],1629682,,,1610612738,91,85,2021-04-29T01:25:04Z,5390000,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,
