actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
174,PT11M39.00S,2021-05-01T00:10:07.1Z,2,REGULAR,rebound,defensive,[],201988,,,1610612759,16,39,2021-05-01T00:10:07Z,1730000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612759.0,SAS,,,,Mills,P. Mills,,,,,,,,173.0,1.0,1.0,0.0,,,,,,,,,,,,,,
175,PT11M33.00S,2021-05-01T00:10:13.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,85.3646517739816,58.892463235294116,1610612759,16,41,2021-05-01T00:10:23Z,1740000,44.0,85.0,1,right,J. Poeltl 9' floating Jump Shot (8 PTS) (D. Murray 3 AST),"[1627751, 1627749]",1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,9.6,Made,8.0,,,,,,,,D. Murray,1627749.0,3.0,,,,,,,,
177,PT11M21.00S,2021-05-01T00:10:25.3Z,2,REGULAR,3pt,Jump Shot,[],1629684,5.732588699080158,96.14736519607843,1610612738,19,41,2021-05-01T00:10:31Z,1760000,-231.0,1.0,1,left,G. Williams 3PT  (3 PTS) (T. Waters 1 AST),"[1629684, 1629682]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.07,Made,3.0,,,,,,,,T. Waters,1629682.0,1.0,,,,,,,,
179,PT10M56.00S,2021-05-01T00:10:51.1Z,2,REGULAR,2pt,Jump Shot,[],200752,90.75229960578186,74.33363970588235,1610612759,19,43,2021-05-01T00:11:01Z,1780000,122.0,34.0,1,right,R. Gay 12' turnaround fadeaway Jump Shot (5 PTS),[200752],1610612759.0,SAS,turnaround fadeaway,,,Gay,R. Gay,,,,,12.65,Made,5.0,,,,,,,,,,,,,,,,,,
180,PT10M56.00S,2021-05-01T00:10:55.6Z,2,REGULAR,foul,personal,['2freethrow'],1629682,,,1610612759,19,43,2021-05-01T00:23:22Z,1790000,,,0,,T. Waters flagrant-type-1 personal FOUL (1 PF) (Gay 2 FT),"[1629682, 200752]",1610612738.0,BOS,flagrant-type-1,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Gay,200752.0,,,
182,PT10M56.00S,2021-05-01T00:11:24.9Z,2,REGULAR,instantreplay,request,[],0,,,1610612759,19,43,2021-05-01T00:10:55Z,1810000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,,,,1179.0,,,,,Common Foul to Flagrant 1,,
184,PT10M56.00S,2021-05-01T00:12:51.2Z,2,REGULAR,freethrow,1 of 2,[],200752,,,1610612759,19,43,2021-05-01T00:20:21Z,1820000,,,0,,MISS R. Gay flagrant Free Throw 1 of 2,[200752],1610612759.0,SAS,flagrant,,,Gay,R. Gay,,,,,,Missed,,,,,,,,,,,,,,,,,,,
185,PT10M56.00S,2021-05-01T00:12:51.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,19,43,2021-05-01T00:12:51Z,1830000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,,,
186,PT10M56.00S,2021-05-01T00:12:51.2Z,2,REGULAR,freethrow,2 of 2,[],200752,,,1610612759,19,44,2021-05-01T00:20:21Z,1840000,,,0,,R. Gay flagrant Free Throw 2 of 2 (6 PTS),[200752],1610612759.0,SAS,flagrant,,,Gay,R. Gay,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
187,PT10M47.00S,2021-05-01T00:13:17.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200752,87.59855453350855,39.5297181372549,1610612759,19,44,2021-05-01T00:23:22Z,1850000,-52.0,64.0,1,right,MISS R. Gay 8' fadeaway Shot,[200752],1610612759.0,SAS,fadeaway,,,Gay,R. Gay,,,,,8.28,Missed,,,,,,,,,,,,,,,,,,,
188,PT10M45.00S,2021-05-01T00:13:19.2Z,2,REGULAR,rebound,defensive,[],203095,,,1610612738,19,44,2021-05-01T00:15:25Z,1860000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,187.0,1.0,1.0,0.0,,,,,,,,,,,,,,
189,PT10M41.00S,2021-05-01T00:13:23.2Z,2,REGULAR,turnover,bad pass,[],1629682,,,1610612738,19,44,2021-05-01T00:13:29Z,1870000,,,0,,T. Waters bad pass TURNOVER (1 TO),"[1629682, 1627751]",1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,1.0,Poeltl,1627751.0,,,,,,,,,,,
190,PT10M41.00S,2021-05-01T00:13:23.2Z,2,REGULAR,steal,,[],1627751,,,1610612759,19,44,2021-05-01T00:13:25Z,1880000,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M28.00S,2021-05-01T00:13:41.1Z,2,REGULAR,turnover,bad pass,[],200752,,,1610612759,19,44,2021-05-01T00:13:48Z,1890000,,,0,,R. Gay bad pass TURNOVER (1 TO),"[200752, 203095]",1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,,,,,1.0,Fournier,203095.0,,,,,,,,,,,
192,PT10M28.00S,2021-05-01T00:13:41.1Z,2,REGULAR,steal,,[],203095,,,1610612738,19,44,2021-05-01T00:13:45Z,1900000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M28.00S,2021-05-01T00:13:47.1Z,2,REGULAR,foul,personal,[],201988,,,1610612738,19,44,2021-05-01T00:13:55Z,1910000,,,0,,P. Mills personal FOUL (1 PF),"[201988, 203095]",1610612759.0,SAS,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Fournier,203095.0,,,
195,PT10M17.00S,2021-05-01T00:14:03.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,8.09789750328515,44.18658088235294,1610612738,19,44,2021-05-01T00:15:04Z,1930000,29.0,24.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.75,Missed,,,,,,,,,,,,,,,,,,,
196,PT10M16.00S,2021-05-01T00:14:04.7Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,19,44,2021-05-01T00:15:04Z,1940000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,195.0,3.0,2.0,1.0,,,,,,,,,,,,,,
197,PT10M16.00S,2021-05-01T00:14:08.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628369,5.590000152587891,50.0,1610612738,19,44,2021-05-01T00:15:09Z,1950000,0.0,0.0,1,left,MISS J. Tatum tip Layup,[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
198,PT10M15.00S,2021-05-01T00:14:09.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,19,44,2021-05-01T00:14:09Z,1960000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,197.0,,,,,,,,,,,,,,,,,
199,PT10M15.00S,2021-05-01T00:14:11.7Z,2,REGULAR,foul,personal,[],1627751,,,1610612738,19,44,2021-05-01T00:14:18Z,1970000,,,0,,J. Poeltl loose ball personal FOUL (1 PF),"[1627751, 1628369]",1610612759.0,SAS,loose ball,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Tatum,1628369.0,,,
201,PT10M01.00S,2021-05-01T00:14:34.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629684,8.229303547963205,97.12775735294117,1610612738,22,44,2021-05-01T00:14:39Z,1990000,-236.0,25.0,1,left,G. Williams 3PT  (6 PTS) (T. Waters 2 AST),"[1629684, 1629682]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.69,Made,6.0,,,,,,,,T. Waters,1629682.0,2.0,,,,,,,,
203,PT09M47.00S,2021-05-01T00:14:48.4Z,2,REGULAR,3pt,Jump Shot,[],1629022,71.69842312746385,83.89246323529412,1610612759,22,44,2021-05-01T00:14:52Z,2010000,169.0,214.0,1,right,MISS L. Walker IV 27' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,27.26,Missed,,,,,,,,,,,,,,,,,,,
204,PT09M47.00S,2021-05-01T00:14:48.4Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,22,44,2021-05-01T00:14:52Z,2020000,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,203.0,2.0,2.0,0.0,,,,,,,,,,,,,,
205,PT09M36.00S,2021-05-01T00:15:01.1Z,2,REGULAR,foul,personal,['2freethrow'],1627749,,,1610612738,22,44,2021-05-01T00:15:16Z,2030000,,,0,,D. Murray shooting personal FOUL (1 PF) (Tatum 2 FT),"[1627749, 1628369]",1610612759.0,SAS,shooting,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Tatum,1628369.0,,,
207,PT09M36.00S,2021-05-01T00:15:34.5Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,22,44,2021-05-01T00:15:34Z,2050000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
208,PT09M36.00S,2021-05-01T00:15:34.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,22,44,2021-05-01T00:15:34Z,2060000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,207.0,,,,,,,,,,,,,,,,,
209,PT09M36.00S,2021-05-01T00:15:46.9Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,23,44,2021-05-01T00:15:46Z,2070000,,,0,,J. Tatum Free Throw 2 of 2 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
210,PT09M21.00S,2021-05-01T00:16:05.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629022,82.86793692509855,43.451286764705884,1610612759,23,46,2021-05-01T00:16:12Z,2080000,-33.0,109.0,1,right,L. Walker IV 11' pullup Jump Shot (2 PTS) (P. Mills 1 AST),"[1629022, 201988]",1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,11.33,Made,2.0,,,,,,,,P. Mills,201988.0,1.0,,,,,,,,
212,PT09M07.00S,2021-05-01T00:16:20.0Z,2,REGULAR,3pt,Jump Shot,[],1629682,28.86005256241787,78.74540441176471,1610612738,26,46,2021-05-01T00:16:24Z,2100000,-144.0,219.0,1,left,T. Waters 26' 3PT  (3 PTS) (J. Tatum 1 AST),"[1629682, 1628369]",1610612738.0,BOS,,,,Waters,T. Waters,,,,,26.18,Made,3.0,,,,,,,,J. Tatum,1628369.0,1.0,,,,,,,,
214,PT08M46.00S,2021-05-01T00:16:40.2Z,2,REGULAR,2pt,Jump Shot,[],201988,77.08607095926413,67.22579656862744,1610612759,26,48,2021-05-01T00:30:10Z,2120000,86.0,163.0,1,right,P. Mills 18' pullup Jump Shot (8 PTS),[201988],1610612759.0,SAS,pullup,,,Mills,P. Mills,,,,,18.43,Made,8.0,,,,,,,,,,,,,,,,,,
215,PT08M39.00S,2021-05-01T00:16:49.5Z,2,REGULAR,3pt,Jump Shot,[],203095,7.046649145860711,97.12775735294117,1610612738,26,48,2021-05-01T00:17:00Z,2130000,-236.0,14.0,1,left,MISS E. Fournier 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,23.6,Missed,,,,,,,,,,,,,,,,,,,
216,PT08M37.00S,2021-05-01T00:16:51.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,26,48,2021-05-01T00:17:00Z,2140000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,215.0,,,,,,,,,,,,,,,,,
217,PT08M37.00S,2021-05-01T00:16:54.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,26,48,2021-05-01T00:16:54Z,2150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M17.00S,2021-05-01T00:17:21.8Z,2,REGULAR,3pt,Jump Shot,[],201988,68.28186596583443,27.76501225490196,1610612759,26,48,2021-05-01T00:17:27Z,2160000,-111.0,246.0,1,right,MISS P. Mills 26' pullup 3PT,[201988],1610612759.0,SAS,pullup,,,Mills,P. Mills,,,,,26.97,Missed,,,,,,,,,,,,,,,,,,,
219,PT08M14.00S,2021-05-01T00:17:24.8Z,2,REGULAR,rebound,offensive,[],1627749,,,1610612759,26,48,2021-05-01T00:17:27Z,2170000,,,0,,D. Murray REBOUND (Off:1 Def:3),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,218.0,4.0,3.0,1.0,,,,,,,,,,,,,,
220,PT08M14.00S,2021-05-01T00:17:25.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627749,94.40999984741211,50.0,1610612759,26,50,2021-05-01T00:17:25Z,2180000,0.0,0.0,1,right,D. Murray tip Layup (14 PTS),[1627749],1610612759.0,SAS,tip,,,Murray,D. Murray,,,,,0.0,Made,14.0,,,,,,,,,,,,,,,,,,
221,PT08M07.00S,2021-05-01T00:17:34.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.835085413929041,45.166973039215684,1610612738,26,50,2021-05-01T00:17:45Z,2190000,24.0,21.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.21,Missed,,,,,,,,,,,,,,,,,,,
222,PT08M06.00S,2021-05-01T00:17:35.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,26,50,2021-05-01T00:17:45Z,2200000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,221.0,,,,,,,,,,,,,,,,,
223,PT08M06.00S,2021-05-01T00:17:42.8Z,2,REGULAR,foul,personal,['2freethrow'],1629022,,,1610612738,26,50,2021-05-01T00:17:52Z,2210000,,,0,,L. Walker IV shooting personal FOUL (1 PF) (Williams III 2 FT),"[1629022, 1629057]",1610612759.0,SAS,shooting,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Williams III,1629057.0,,,
225,PT08M06.00S,2021-05-01T00:18:02.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629057,,,1610612738,27,50,2021-05-01T00:18:02Z,2230000,,,0,,R. Williams III Free Throw 1 of 2 (1 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
226,PT08M06.00S,2021-05-01T00:18:15.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,27,50,2021-05-01T00:18:15Z,2240000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M06.00S,2021-05-01T00:20:20.1Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,27,50,2021-05-01T00:21:02Z,2250000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M06.00S,2021-05-01T00:20:20.1Z,2,REGULAR,substitution,out,[],203095,,,1610612738,27,50,2021-05-01T00:21:02Z,2260000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M06.00S,2021-05-01T00:20:20.1Z,2,REGULAR,substitution,out,[],201988,,,1610612738,27,50,2021-05-01T00:21:02Z,2270000,,,0,,SUB out: P. Mills,[201988],1610612759.0,SAS,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M06.00S,2021-05-01T00:20:20.1Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,27,50,2021-05-01T00:21:02Z,2280000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M06.00S,2021-05-01T00:20:20.1Z,2,REGULAR,substitution,in,[],203935,,,1610612738,27,50,2021-05-01T00:21:02Z,2290000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M06.00S,2021-05-01T00:20:20.1Z,2,REGULAR,substitution,in,[],1630170,,,1610612738,27,50,2021-05-01T00:21:02Z,2300000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M06.00S,2021-05-01T00:21:25.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629057,,,1610612738,28,50,2021-05-01T00:21:25Z,2310000,,,0,,R. Williams III Free Throw 2 of 2 (2 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
235,PT07M48.00S,2021-05-01T00:21:46.4Z,2,REGULAR,3pt,Jump Shot,[],200752,71.96123521681997,82.421875,1610612759,28,53,2021-05-01T00:21:50Z,2320000,162.0,211.0,1,right,R. Gay 26' 3PT  (9 PTS) (J. Poeltl 1 AST),"[200752, 1627751]",1610612759.0,SAS,,,,Gay,R. Gay,,,,,26.62,Made,9.0,,,,,,,,J. Poeltl,1627751.0,1.0,,,,,,,,
237,PT07M26.00S,2021-05-01T00:22:08.0Z,2,REGULAR,3pt,Jump Shot,[],1627759,6.258212877792378,96.39246323529412,1610612738,28,53,2021-05-01T00:22:12Z,2340000,-232.0,6.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.21,Missed,,,,,,,,,,,,,,,,,,,
238,PT07M24.00S,2021-05-01T00:22:10.0Z,2,REGULAR,rebound,defensive,[],1629022,,,1610612759,28,53,2021-05-01T00:22:12Z,2350000,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,237.0,1.0,1.0,0.0,,,,,,,,,,,,,,
239,PT07M07.00S,2021-05-01T00:22:27.8Z,2,REGULAR,3pt,Jump Shot,[],1630170,67.36202365308804,70.65716911764706,1610612759,28,53,2021-05-01T00:22:32Z,2360000,103.0,254.0,1,right,MISS D. Vassell 27' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,27.45,Missed,,,,,,,,,,,,,,,,,,,
240,PT07M04.00S,2021-05-01T00:22:30.8Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,28,53,2021-05-01T00:22:32Z,2370000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,239.0,1.0,1.0,0.0,,,,,,,,,,,,,,
241,PT06M56.00S,2021-05-01T00:22:38.5Z,2,REGULAR,3pt,Jump Shot,[],1629684,27.677398160315374,78.25520833333334,1610612738,28,53,2021-05-01T00:22:43Z,2380000,-141.0,208.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,25.12,Missed,,,,,,,,,,,,,,,,,,,
242,PT06M54.00S,2021-05-01T00:22:40.5Z,2,REGULAR,rebound,defensive,[],200752,,,1610612759,28,53,2021-05-01T00:22:43Z,2390000,,,0,,R. Gay REBOUND (Off:0 Def:1),[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,241.0,1.0,1.0,0.0,,,,,,,,,,,,,,
243,PT06M44.00S,2021-05-01T00:22:54.1Z,2,REGULAR,foul,personal,[],1629684,,,1610612759,28,53,2021-05-01T00:23:03Z,2400000,,,0,,G. Williams personal FOUL (2 PF),"[1629684, 1629022]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,Walker IV,1629022.0,,,
245,PT06M44.00S,2021-05-01T00:23:01.8Z,2,REGULAR,substitution,out,[],200752,,,1610612759,28,53,2021-05-01T00:23:07Z,2420000,,,0,,SUB out: R. Gay,[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M44.00S,2021-05-01T00:23:01.8Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,28,53,2021-05-01T00:23:07Z,2430000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M36.00S,2021-05-01T00:23:27.9Z,2,REGULAR,turnover,lost ball,[],1627749,,,1610612759,28,53,2021-05-01T00:23:38Z,2440000,,,0,,D. Murray lost ball TURNOVER (2 TO),"[1627749, 203935]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,2.0,Smart,203935.0,,,,,,,,,,,
248,PT06M36.00S,2021-05-01T00:23:27.9Z,2,REGULAR,steal,,[],203935,,,1610612738,28,53,2021-05-01T00:23:30Z,2450000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M29.00S,2021-05-01T00:23:35.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629684,8.886333771353483,48.353247549019606,1610612738,30,53,2021-05-01T00:23:42Z,2460000,8.0,31.0,1,left,G. Williams cutting DUNK (8 PTS) (T. Waters 3 AST),"[1629684, 1629682]",1610612738.0,BOS,cutting,,,Williams,G. Williams,,,,,3.21,Made,8.0,,,,,,,,T. Waters,1629682.0,3.0,,,,,,,,
251,PT06M07.00S,2021-05-01T00:23:56.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629022,82.9993429697766,61.83363970588235,1610612759,30,55,2021-05-01T00:35:18Z,2480000,59.0,107.0,1,right,L. Walker IV 12' pullup Jump Shot (4 PTS),[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,12.25,Made,4.0,,,,,,,,,,,,,,,,,,
252,PT05M52.00S,2021-05-01T00:24:14.0Z,2,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,30,55,2021-05-01T00:24:21Z,2490000,,,0,,J. Brown lost ball out-of-bounds TURNOVER (2 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,,,,,,,,2.0,,,,,,1628951.0,,,,,,,
253,PT05M52.00S,2021-05-01T00:24:18.9Z,2,REGULAR,substitution,out,[],1629022,,,1610612759,30,55,2021-05-01T00:24:25Z,2500000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M52.00S,2021-05-01T00:24:18.9Z,2,REGULAR,substitution,out,[],1627751,,,1610612759,30,55,2021-05-01T00:24:25Z,2510000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M52.00S,2021-05-01T00:24:18.9Z,2,REGULAR,substitution,in,[],1629234,,,1610612759,30,55,2021-05-01T00:24:25Z,2520000,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M52.00S,2021-05-01T00:24:18.9Z,2,REGULAR,substitution,in,[],201942,,,1610612759,30,55,2021-05-01T00:24:25Z,2530000,,,0,,SUB in: D. DeRozan,[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M44.00S,2021-05-01T00:24:44.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629640,82.47371879106439,74.33363970588235,1610612759,30,57,2021-05-01T00:24:56Z,2540000,122.0,112.0,1,right,K. Johnson 16' pullup Jump Shot (4 PTS) (D. Murray 4 AST),"[1629640, 1627749]",1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,16.55,Made,4.0,,,,,,,,D. Murray,1627749.0,4.0,,,,,,,,
258,PT05M33.00S,2021-05-01T00:24:55.9Z,2,REGULAR,3pt,Jump Shot,[],1627759,31.61957950065703,64.5297181372549,1610612738,30,57,2021-05-01T00:25:03Z,2550000,-73.0,245.0,1,left,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,,
259,PT05M30.00S,2021-05-01T00:24:58.9Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,30,57,2021-05-01T00:25:03Z,2560000,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,258.0,2.0,2.0,0.0,,,,,,,,,,,,,,
260,PT05M24.00S,2021-05-01T00:25:08.9Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612759,30,57,2021-05-01T00:25:27Z,2570000,,,0,,G. Williams shooting personal FOUL (3 PF) (DeRozan 2 FT),"[1629684, 201942]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,1628951.0,3.0,0.0,DeRozan,201942.0,,,
262,PT05M24.00S,2021-05-01T00:25:33.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,30,57,2021-05-01T00:25:33Z,2590000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M24.00S,2021-05-01T00:25:34.8Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612759,30,57,2021-05-01T00:28:20Z,2600000,,,0,,,[],1610612738.0,BOS,stands,,,,,,,,,,,,,,,,,,,,,,1179.0,,,,,,,
264,PT05M24.00S,2021-05-01T00:27:08.0Z,2,REGULAR,substitution,out,[],1629684,,,1610612759,30,57,2021-05-01T00:27:47Z,2610000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M24.00S,2021-05-01T00:27:08.0Z,2,REGULAR,substitution,out,[],1629057,,,1610612759,30,57,2021-05-01T00:27:47Z,2620000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M24.00S,2021-05-01T00:27:08.0Z,2,REGULAR,substitution,out,[],1629682,,,1610612759,30,57,2021-05-01T00:27:47Z,2630000,,,0,,SUB out: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
