actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
91,PT02M53.00S,2021-03-19T23:57:31.9Z,1,REGULAR,substitution,out,[],203935,,,1610612758,18,26,2021-03-19T23:58:40Z,900000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT02M53.00S,2021-03-19T23:57:31.9Z,1,REGULAR,substitution,out,[],203084,,,1610612758,18,26,2021-03-19T23:58:40Z,910000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT02M53.00S,2021-03-19T23:57:31.9Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,18,26,2021-03-19T23:58:40Z,920000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT02M53.00S,2021-03-19T23:57:31.9Z,1,REGULAR,substitution,out,[],1626158,,,1610612758,18,26,2021-03-19T23:58:40Z,930000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT02M53.00S,2021-03-19T23:57:31.9Z,1,REGULAR,substitution,in,[],1628369,,,1610612758,18,26,2021-03-19T23:58:40Z,940000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT02M53.00S,2021-03-19T23:57:31.9Z,1,REGULAR,substitution,in,[],1630202,,,1610612758,18,26,2021-03-19T23:58:40Z,950000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT02M53.00S,2021-03-19T23:57:31.9Z,1,REGULAR,substitution,in,[],202357,,,1610612758,18,26,2021-03-19T23:58:40Z,960000,,,0,,SUB in: N. Bjelica,[202357],1610612758.0,SAC,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT02M53.00S,2021-03-19T23:57:31.9Z,1,REGULAR,substitution,in,[],202355,,,1610612758,18,26,2021-03-19T23:58:40Z,970000,,,0,,SUB in: H. Whiteside,[202355],1610612758.0,SAC,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M53.00S,2021-03-19T23:57:31.9Z,1,REGULAR,substitution,in,[],1630169,,,1610612758,18,26,2021-03-19T23:58:40Z,980000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M41.00S,2021-03-19T23:58:58.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202355,10.200394218134035,44.18658088235294,1610612758,18,26,2021-03-20T00:09:12Z,990000,29.0,43.0,1,left,MISS H. Whiteside cutting Layup,[202355],1610612758.0,SAC,cutting,,,Whiteside,H. Whiteside,,,,,,,5.23,Missed,,,,,,,,,,,,,,,,,
101,PT02M38.00S,2021-03-19T23:59:01.9Z,1,REGULAR,rebound,offensive,[],202355,,,1610612758,18,26,2021-03-20T00:04:43Z,1000000,,,0,,H. Whiteside REBOUND (Off:1 Def:0),[202355],1610612758.0,SAC,,,,Whiteside,H. Whiteside,,,,,,,,,,,,100.0,1.0,0.0,1.0,,,,,,,,,,
138,PT02M38.00S,2021-03-19T23:59:02.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202355,8.14717477003942,49.356617647058826,1610612758,18,26,2021-03-20T00:05:29Z,1005000,3.0,24.0,1,left,MISS H. Whiteside tip Layup,[202355],1610612758.0,SAC,tip,,,Whiteside,H. Whiteside,,,,,,,2.43,Missed,,,,,,,,,,,,,,,,,
139,PT02M38.00S,2021-03-19T23:59:02.0Z,1,REGULAR,rebound,offensive,[],202355,,,1610612758,18,26,2021-03-20T00:05:29Z,1007500,,,0,,H. Whiteside REBOUND (Off:2 Def:0),[202355],1610612758.0,SAC,,,,Whiteside,H. Whiteside,,,,,,,,,,,,138.0,2.0,0.0,2.0,,,,,,,,,,
102,PT02M34.00S,2021-03-19T23:59:05.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202355,5.590000152587891,50.0,1610612758,18,26,2021-03-20T00:05:08Z,1010000,0.0,0.0,1,left,MISS H. Whiteside tip Layup,[202355],1610612758.0,SAC,tip,,,Whiteside,H. Whiteside,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
103,PT02M34.00S,2021-03-19T23:59:05.1Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,18,26,2021-03-19T23:59:54Z,1020000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,102.0,3.0,3.0,0.0,,,,,,,,,,
104,PT02M28.00S,2021-03-19T23:59:11.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629057,88.25558475689881,48.59834558823529,1610612738,18,26,2021-03-19T23:59:19Z,1030000,-7.0,58.0,1,right,MISS R. Williams III Layup - blocked,"[1629057, 202355]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,5.83,Missed,,,,,,,,,,,Whiteside,202355.0,,,,,
105,PT02M28.00S,2021-03-19T23:59:11.4Z,1,REGULAR,block,,[],202355,,,1610612738,18,26,2021-03-19T23:59:15Z,1040000,,,0,,H. Whiteside BLOCK (1 BLK),[202355],1610612758.0,SAC,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M27.00S,2021-03-19T23:59:12.4Z,1,REGULAR,rebound,defensive,[],202357,,,1610612758,18,26,2021-03-19T23:59:19Z,1050000,,,0,,N. Bjelica REBOUND (Off:0 Def:1),[202357],1610612758.0,SAC,,,,Bjelica,N. Bjelica,,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,,
107,PT02M27.00S,2021-03-19T23:59:19.1Z,1,REGULAR,foul,offensive,[],202355,,,1610612758,18,26,2021-03-19T23:59:30Z,1060000,,,0,,H. Whiteside offensive FOUL (1 PF),"[202355, 1627759]",1610612758.0,SAC,,,,Whiteside,H. Whiteside,,,,,1628953.0,,,,,,,,,,,,,,,,1.0,0.0,Brown,1627759.0,
109,PT02M27.00S,2021-03-19T23:59:19.1Z,1,REGULAR,turnover,offensive foul,[],202355,,,1610612758,18,26,2021-03-19T23:59:19Z,1080000,,,0,,H. Whiteside offensive foul TURNOVER (1 TO),[202355],1610612758.0,SAC,,,,Whiteside,H. Whiteside,,,,,1628953.0,1.0,,,,,,,,,,,,,,,,,,,
110,PT02M16.00S,2021-03-19T23:59:41.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,90.75229960578186,60.853247549019606,1610612738,18,26,2021-03-19T23:59:46Z,1090000,54.0,34.0,1,right,MISS J. Tatum 6' Layup,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,6.43,Missed,,,,,,,,,,,,,,,,,
111,PT02M12.00S,2021-03-19T23:59:46.1Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,18,26,2021-03-19T23:59:46Z,1100000,,,0,,R. Williams III REBOUND (Off:1 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,110.0,1.0,0.0,1.0,,,,,,,,,,
112,PT02M12.00S,2021-03-19T23:59:46.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629057,94.40999984741211,50.0,1610612738,20,26,2021-03-19T23:59:46Z,1110000,0.0,0.0,1,right,R. Williams III tip Layup (2 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,
113,PT01M52.00S,2021-03-20T00:00:05.9Z,1,REGULAR,turnover,lost ball,[],1630169,,,1610612758,20,26,2021-03-20T00:00:10Z,1120000,,,0,,T. Haliburton lost ball TURNOVER (2 TO),"[1630169, 1627759]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,2.0,,,,Brown,1627759.0,,,,,,,,,,,,,,
114,PT01M52.00S,2021-03-20T00:00:05.9Z,1,REGULAR,steal,,[],1627759,,,1610612738,20,26,2021-03-20T00:00:07Z,1130000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M49.00S,2021-03-20T00:00:09.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,91.01511169513797,55.4610906862745,1610612738,22,26,2021-03-20T00:00:22Z,1140000,27.0,32.0,1,right,J. Brown running DUNK (7 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,,,4.21,Made,7.0,,,,,,,,,,,,,,,,
116,PT01M34.00S,2021-03-20T00:00:24.6Z,1,REGULAR,3pt,Jump Shot,[],202357,7.5722733245729295,3.2552083333333335,1610612758,22,26,2021-03-20T00:00:28Z,1150000,234.0,19.0,1,left,MISS N. Bjelica 3PT,[202357],1610612758.0,SAC,,,,Bjelica,N. Bjelica,,,,,,,23.44,Missed,,,,,,,,,,,,,,,,,
117,PT01M32.00S,2021-03-20T00:00:26.6Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,22,26,2021-03-20T00:00:28Z,1160000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,
118,PT01M21.00S,2021-03-20T00:00:37.3Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,22,26,2021-03-20T00:00:42Z,1170000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1630169]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,1.0,,,,Haliburton,1630169.0,,,,,,,,,,,,,,
119,PT01M21.00S,2021-03-20T00:00:37.3Z,1,REGULAR,steal,,[],1630169,,,1610612758,22,26,2021-03-20T00:00:39Z,1180000,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M18.00S,2021-03-20T00:00:40.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627741,7.835085413929041,45.41207107843137,1610612758,22,28,2021-03-20T00:00:48Z,1190000,23.0,21.0,1,left,B. Hield running DUNK (11 PTS) (T. Haliburton 3 AST),"[1627741, 1630169]",1610612758.0,SAC,running,,,Hield,B. Hield,,,,,,,3.11,Made,11.0,,,,,,,T. Haliburton,1630169.0,3.0,,,,,,,
122,PT01M05.00S,2021-03-20T00:00:56.8Z,1,REGULAR,turnover,out-of-bounds,[],1629057,,,1610612738,22,28,2021-03-20T00:01:06Z,1210000,,,0,,R. Williams III bad pass out-of-bounds TURNOVER (1 TO),[1629057],1610612738.0,BOS,bad pass,,,Williams III,R. Williams III,,,,,203177.0,1.0,,,,,,,,,,,,,,,,,,,
123,PT00M56.80S,2021-03-20T00:01:11.0Z,1,REGULAR,turnover,lost ball,[],202355,,,1610612758,22,28,2021-03-20T00:01:16Z,1220000,,,0,,H. Whiteside lost ball TURNOVER (2 TO),"[202355, 1627759]",1610612758.0,SAC,,,,Whiteside,H. Whiteside,,,,,,2.0,,,,Brown,1627759.0,,,,,,,,,,,,,,
124,PT00M56.80S,2021-03-20T00:01:11.0Z,1,REGULAR,steal,,[],1627759,,,1610612738,22,28,2021-03-20T00:01:13Z,1230000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT00M47.70S,2021-03-20T00:01:20.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630202,72.48685939553219,30.706188725490197,1610612738,22,28,2021-03-20T00:01:25Z,1240000,-96.0,206.0,1,right,MISS P. Pritchard 22' Jump Shot,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,22.76,Missed,,,,,,,,,,,,,,,,,
126,PT00M45.70S,2021-03-20T00:01:22.1Z,1,REGULAR,rebound,defensive,[],202355,,,1610612758,22,28,2021-03-20T00:01:25Z,1250000,,,0,,H. Whiteside REBOUND (Off:2 Def:1),[202355],1610612758.0,SAC,,,,Whiteside,H. Whiteside,,,,,,,,,,,,125.0,3.0,1.0,2.0,,,,,,,,,,
127,PT00M36.90S,2021-03-20T00:01:30.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202355,11.169513797634691,44.420189950980394,1610612758,22,28,2021-03-20T00:01:36Z,1260000,28.0,52.0,1,left,MISS H. Whiteside Jump Shot,[202355],1610612758.0,SAC,,,,Whiteside,H. Whiteside,,,,,,,5.95,Missed,,,,,,,,,,,,,,,,,
128,PT00M33.70S,2021-03-20T00:01:34.1Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,22,28,2021-03-20T00:01:34Z,1270000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,127.0,4.0,4.0,0.0,,,,,,,,,,
129,PT00M27.20S,2021-03-20T00:01:40.7Z,1,REGULAR,2pt,Jump Shot,[],1627759,83.65637319316689,67.22579656862744,1610612738,22,28,2021-03-20T00:01:46Z,1280000,86.0,101.0,1,right,MISS J. Brown 13' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,,,13.28,Missed,,,,,,,,,,,,,,,,,
130,PT00M24.70S,2021-03-20T00:01:43.2Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,22,28,2021-03-20T00:01:46Z,1290000,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,129.0,2.0,2.0,0.0,,,,,,,,,,
131,PT00M03.00S,2021-03-20T00:02:04.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202709,9.149145860709593,46.63756127450981,1610612758,22,28,2021-03-20T00:02:10Z,1300000,17.0,34.0,1,left,MISS C. Joseph driving Layup,[202709],1610612758.0,SAC,driving,,,Joseph,C. Joseph,,,,,,,3.75,Missed,,,,,,,,,,,,,,,,,
132,PT00M00.50S,2021-03-20T00:02:07.3Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,22,28,2021-03-20T00:02:10Z,1310000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,131.0,2.0,1.0,1.0,,,,,,,,,,
133,PT00M00.50S,2021-03-20T00:02:11.6Z,1,REGULAR,turnover,out-of-bounds,[],1629057,,,1610612738,22,28,2021-03-20T00:02:19Z,1320000,,,0,,R. Williams III bad pass out-of-bounds TURNOVER (2 TO),[1629057],1610612738.0,BOS,bad pass,,,Williams III,R. Williams III,,,,,1174.0,2.0,,,,,,,,,,,,,,,,,,,
134,PT00M00.50S,2021-03-20T00:02:22.6Z,1,REGULAR,substitution,out,[],1630202,,,1610612758,22,28,2021-03-20T00:02:29Z,1330000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M00.50S,2021-03-20T00:02:22.6Z,1,REGULAR,substitution,in,[],1628464,,,1610612758,22,28,2021-03-20T00:02:29Z,1340000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M00.00S,2021-03-20T00:02:37.9Z,1,REGULAR,instantreplay,request,[],0,,,1610612758,22,28,2021-03-20T00:04:15Z,1345000,,,0,,,[],,,support,,,,,,,,,1174.0,,,,,,,,,,,,,,,,,,,,End Period - No Basket
136,PT00M00.00S,2021-03-20T00:02:53.2Z,1,REGULAR,period,end,[],0,,,1610612758,22,28,2021-03-20T00:02:53Z,1350000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2021-03-20T00:04:52.8Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612758,22,28,2021-03-20T00:05:12Z,1360000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2021-03-20T00:04:52.8Z,2,REGULAR,substitution,out,['startperiod'],1629057,,,1610612758,22,28,2021-03-20T00:05:12Z,1370000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2021-03-20T00:04:52.8Z,2,REGULAR,substitution,out,['startperiod'],1627741,,,1610612758,22,28,2021-03-20T00:05:12Z,1380000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2021-03-20T00:04:52.8Z,2,REGULAR,substitution,in,['startperiod'],1630202,,,1610612758,22,28,2021-03-20T00:05:12Z,1390000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2021-03-20T00:04:52.8Z,2,REGULAR,substitution,in,['startperiod'],1629684,,,1610612758,22,28,2021-03-20T00:05:12Z,1400000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-03-20T00:04:52.8Z,2,REGULAR,substitution,in,['startperiod'],1628368,,,1610612758,22,28,2021-03-20T00:05:12Z,1410000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-03-20T00:05:27.1Z,2,REGULAR,period,start,[],0,,,1610612738,22,28,2021-03-20T00:05:27Z,1420000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT11M41.00S,2021-03-20T00:05:44.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,91.5407358738502,56.68658088235294,1610612738,24,28,2021-03-20T00:59:15Z,1430000,33.0,27.0,1,right,J. Tatum cutting DUNK (5 PTS) (G. Williams 1 AST),"[1628369, 1629684]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,,,4.29,Made,5.0,,,,,,,G. Williams,1629684.0,1.0,,,,,,,
149,PT11M21.00S,2021-03-20T00:06:05.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202355,8.623521681997373,55.21599264705882,1610612758,24,30,2021-03-20T00:06:10Z,1450000,-26.0,29.0,1,left,H. Whiteside Hook (2 PTS),[202355],1610612758.0,SAC,,,,Whiteside,H. Whiteside,,,,,,,3.87,Made,2.0,,,,,,,,,,,,,,,,
150,PT11M07.00S,2021-03-20T00:06:19.6Z,2,REGULAR,3pt,Jump Shot,[],1628464,86.15308804204993,95.41207107843137,1610612738,24,30,2021-03-20T00:06:30Z,1460000,227.0,78.0,1,right,MISS D. Theis 24' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,24.0,Missed,,,,,,,,,,,,,,,,,
151,PT11M05.00S,2021-03-20T00:06:21.6Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,24,30,2021-03-20T00:07:14Z,1470000,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,150.0,1.0,0.0,1.0,,,,,,,,,,
152,PT11M04.00S,2021-03-20T00:06:25.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630202,92.37844940867281,43.92999387254902,1610612738,24,30,2021-03-20T00:07:18Z,1480000,-30.0,19.0,1,right,MISS P. Pritchard putback Layup,[1630202],1610612738.0,BOS,putback,,,Pritchard,P. Pritchard,,,,,,,3.59,Missed,,,,,,,,,,,,,,,,,
153,PT11M03.00S,2021-03-20T00:06:26.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,24,30,2021-03-20T00:07:18Z,1490000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,152.0,,,,,,,,,,,,,
154,PT11M03.00S,2021-03-20T00:06:29.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,24,30,2021-03-20T00:06:29Z,1500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M00.00S,2021-03-20T00:06:41.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,94.1688567674113,2.5199142156862746,1610612738,24,30,2021-03-20T00:06:46Z,1510000,-237.0,2.0,1,right,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,23.74,Missed,,,,,,,,,,,,,,,,,
156,PT10M56.00S,2021-03-20T00:06:44.9Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612758,24,30,2021-03-20T00:06:44Z,1520000,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,155.0,2.0,2.0,0.0,,,,,,,,,,
157,PT10M48.00S,2021-03-20T00:06:56.6Z,2,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612758,24,30,2021-03-20T00:07:08Z,1530000,,,0,,P. Pritchard shooting personal FOUL (1 PF) (Haliburton 2 FT),"[1630202, 1630169]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,203177.0,,,,,,,,,,,,,,,,1.0,0.0,Haliburton,1630169.0,
159,PT10M48.00S,2021-03-20T00:07:17.2Z,2,REGULAR,freethrow,1 of 2,[],1630169,,,1610612758,24,31,2021-03-20T00:07:17Z,1550000,,,0,,T. Haliburton Free Throw 1 of 2 (1 PTS),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
160,PT10M48.00S,2021-03-20T00:07:30.2Z,2,REGULAR,freethrow,2 of 2,[],1630169,,,1610612758,24,32,2021-03-20T00:07:30Z,1560000,,,0,,T. Haliburton Free Throw 2 of 2 (2 PTS),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
161,PT10M35.00S,2021-03-20T00:07:45.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,91.80354796320631,54.72579656862745,1610612738,26,32,2021-03-20T00:07:49Z,1570000,24.0,25.0,1,right,J. Tatum driving DUNK (7 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,3.4,Made,7.0,,,,,,,,,,,,,,,,
162,PT10M18.00S,2021-03-20T00:08:01.3Z,2,REGULAR,3pt,Jump Shot,[],1628368,32.14520367936925,32.176776960784316,1610612758,26,35,2021-03-20T00:08:05Z,1580000,89.0,250.0,1,left,D. Fox 26' 3PT  (7 PTS) (H. Whiteside 1 AST),"[1628368, 202355]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,26.51,Made,7.0,,,,,,,H. Whiteside,202355.0,1.0,,,,,,,
164,PT09M52.00S,2021-03-20T00:08:27.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,84.83902759526939,54.72579656862745,1610612738,26,35,2021-03-20T00:08:31Z,1600000,24.0,90.0,1,right,MISS J. Tatum 9' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,,,9.3,Missed,,,,,,,,,,,,,,,,,
165,PT09M50.00S,2021-03-20T00:08:29.3Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,26,35,2021-03-20T00:08:31Z,1610000,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,164.0,2.0,2.0,0.0,,,,,,,,,,
166,PT09M46.00S,2021-03-20T00:08:33.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630169,9.017739816031538,46.14736519607843,1610612758,26,37,2021-03-20T00:08:40Z,1620000,19.0,32.0,1,left,T. Haliburton running Layup (4 PTS) (D. Fox 3 AST),"[1630169, 1628368]",1610612758.0,SAC,running,,,Haliburton,T. Haliburton,,,,,,,3.76,Made,4.0,,,,,,,D. Fox,1628368.0,3.0,,,,,,,
168,PT09M29.00S,2021-03-20T00:08:51.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,90.22667542706965,56.93167892156863,1610612738,26,37,2021-03-20T00:08:57Z,1640000,35.0,39.0,1,right,MISS J. Tatum driving Layup - blocked,"[1628369, 202709]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,5.25,Missed,,,,,,,,,,,Joseph,202709.0,,,,,
169,PT09M29.00S,2021-03-20T00:08:51.0Z,2,REGULAR,block,,[],202709,,,1610612738,26,37,2021-03-20T00:08:53Z,1650000,,,0,,C. Joseph BLOCK (1 BLK),[202709],1610612758.0,SAC,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT09M24.00S,2021-03-20T00:08:56.0Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,26,37,2021-03-20T00:08:57Z,1660000,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,168.0,2.0,1.0,1.0,,,,,,,,,,
171,PT09M22.00S,2021-03-20T00:08:57.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,91.93495400788436,53.255208333333336,1610612738,28,37,2021-03-20T00:09:01Z,1670000,16.0,23.0,1,right,J. Tatum Layup (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,2.84,Made,9.0,,,,,,,,,,,,,,,,
172,PT09M07.00S,2021-03-20T00:09:13.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202355,8.754927726675426,41.98069852941176,1610612758,28,39,2021-03-20T00:09:24Z,1680000,40.0,30.0,1,left,H. Whiteside bank Hook (4 PTS),[202355],1610612758.0,SAC,bank,,,Whiteside,H. Whiteside,,,,,,,5.0,Made,4.0,,,,,,,,,,,,,,,,
