actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
449,PT00M51.30S,2021-03-20T01:13:42.8Z,3,REGULAR,2pt,Jump Shot,[],1629057,7.703679369250986,27.27481617647059,1610612738,81,81,2021-03-20T01:13:47Z,4370000,114.0,20.0,1,left,R. Williams III 11' Jump Shot (10 PTS) (J. Brown 3 AST),"[1629057, 1627759]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,11.53,Made,10.0,,,,,,,J. Brown,1627759.0,3.0,,,,,,,
451,PT00M33.00S,2021-03-20T01:14:03.9Z,3,REGULAR,3pt,Jump Shot,[],1628368,64.99671484888306,36.833639705882355,1610612758,81,81,2021-03-20T01:14:08Z,4390000,-66.0,277.0,1,right,MISS D. Fox 28' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,28.42,Missed,,,,,,,,,,,,,,,,,
452,PT00M30.50S,2021-03-20T01:14:06.4Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,81,81,2021-03-20T01:14:08Z,4400000,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,451.0,6.0,4.0,2.0,,,,,,,,,,
453,PT00M27.90S,2021-03-20T01:14:12.4Z,3,REGULAR,foul,personal,[],202709,,,1610612738,81,81,2021-03-20T01:14:55Z,4410000,,,0,,C. Joseph personal FOUL (1 PF),"[202709, 1627759]",1610612758.0,SAC,,,,Joseph,C. Joseph,,,,,203177.0,,,,,,,,,,,,,,,,1.0,0.0,Brown,1627759.0,
455,PT00M27.90S,2021-03-20T01:14:52.9Z,3,REGULAR,substitution,out,[],1626158,,,1610612738,81,81,2021-03-20T01:14:57Z,4430000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT00M27.90S,2021-03-20T01:14:52.9Z,3,REGULAR,substitution,in,[],202355,,,1610612738,81,81,2021-03-20T01:14:57Z,4440000,,,0,,SUB in: H. Whiteside,[202355],1610612758.0,SAC,,,,Whiteside,H. Whiteside,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT00M11.50S,2021-03-20T01:15:19.1Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,81,81,2021-03-20T01:15:24Z,4450000,,,0,,J. Brown lost ball TURNOVER (5 TO),"[1627759, 1628368]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,5.0,,,,Fox,1628368.0,,,,,,,,,,,,,,
458,PT00M11.50S,2021-03-20T01:15:19.1Z,3,REGULAR,steal,,[],1628368,,,1610612758,81,81,2021-03-20T01:15:20Z,4460000,,,0,,D. Fox STEAL (2 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT00M09.00S,2021-03-20T01:15:23.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612758,81,81,2021-03-20T01:15:34Z,4470000,,,0,,M. Smart shooting personal FOUL (3 PF) (James 2 FT),"[203935, 1629713]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,203177.0,,,,,,,,,,,,,,,,3.0,0.0,James,1629713.0,
461,PT00M09.00S,2021-03-20T01:15:54.6Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629713,,,1610612758,81,81,2021-03-20T01:15:54Z,4490000,,,0,,MISS J. James Free Throw 1 of 2,[1629713],1610612758.0,SAC,,,,James,J. James,,,,,,,,Missed,,,,,,,,,,,,,,,,,
462,PT00M09.00S,2021-03-20T01:15:54.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,81,81,2021-03-20T01:15:54Z,4500000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,461.0,,,,,,,,,,,,,
463,PT00M09.00S,2021-03-20T01:15:56.0Z,3,REGULAR,substitution,out,[],1630174,,,1610612758,81,81,2021-03-20T01:16:02Z,4510000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT00M09.00S,2021-03-20T01:15:56.0Z,3,REGULAR,substitution,out,[],1629057,,,1610612758,81,81,2021-03-20T01:16:02Z,4520000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT00M09.00S,2021-03-20T01:15:56.0Z,3,REGULAR,substitution,in,[],1628464,,,1610612758,81,81,2021-03-20T01:16:02Z,4530000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT00M09.00S,2021-03-20T01:15:56.0Z,3,REGULAR,substitution,in,[],202689,,,1610612758,81,81,2021-03-20T01:16:02Z,4540000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT00M09.00S,2021-03-20T01:16:20.3Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629713,,,1610612758,81,82,2021-03-20T01:16:20Z,4550000,,,0,,J. James Free Throw 2 of 2 (3 PTS),[1629713],1610612758.0,SAC,,,,James,J. James,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
468,PT00M00.90S,2021-03-20T01:16:32.0Z,3,REGULAR,3pt,Jump Shot,[],202689,33.459264126149804,36.09834558823529,1610612738,81,82,2021-03-20T01:16:40Z,4560000,70.0,262.0,1,left,MISS K. Walker 27' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,27.11,Missed,,,,,,,,,,,,,,,,,
469,PT00M00.30S,2021-03-20T01:16:32.6Z,3,REGULAR,rebound,offensive,[],1630202,,,1610612738,81,82,2021-03-20T01:19:23Z,4570000,,,0,,P. Pritchard REBOUND (Off:2 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,468.0,4.0,2.0,2.0,,,,,,,,,,
470,PT00M00.00S,2021-03-20T01:16:44.2Z,3,REGULAR,period,end,[],0,,,1610612738,81,82,2021-03-20T01:16:44Z,4580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2021-03-20T01:18:39.7Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,81,82,2021-03-20T01:19:30Z,4590000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2021-03-20T01:18:39.7Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,81,82,2021-03-20T01:19:30Z,4600000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2021-03-20T01:18:39.7Z,4,REGULAR,substitution,out,['startperiod'],1628368,,,1610612738,81,82,2021-03-20T01:19:30Z,4610000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2021-03-20T01:18:39.7Z,4,REGULAR,substitution,out,['startperiod'],1629713,,,1610612738,81,82,2021-03-20T01:19:30Z,4620000,,,0,,SUB out: J. James,[1629713],1610612758.0,SAC,,,,James,J. James,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2021-03-20T01:18:39.7Z,4,REGULAR,substitution,out,['startperiod'],1627741,,,1610612738,81,82,2021-03-20T01:19:30Z,4630000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2021-03-20T01:18:39.7Z,4,REGULAR,substitution,in,['startperiod'],1628369,,,1610612738,81,82,2021-03-20T01:19:30Z,4640000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2021-03-20T01:18:39.7Z,4,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,81,82,2021-03-20T01:19:30Z,4650000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2021-03-20T01:18:39.7Z,4,REGULAR,substitution,in,['startperiod'],1630169,,,1610612738,81,82,2021-03-20T01:19:30Z,4660000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2021-03-20T01:18:39.7Z,4,REGULAR,substitution,in,['startperiod'],202357,,,1610612738,81,82,2021-03-20T01:19:30Z,4670000,,,0,,SUB in: N. Bjelica,[202357],1610612758.0,SAC,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2021-03-20T01:18:39.7Z,4,REGULAR,substitution,in,['startperiod'],203084,,,1610612738,81,82,2021-03-20T01:19:30Z,4680000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2021-03-20T01:19:29.6Z,4,REGULAR,period,start,[],0,,,1610612758,81,82,2021-03-20T01:19:30Z,4690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT11M37.00S,2021-03-20T01:19:52.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202355,88.51839684625493,44.921875,1610612758,81,84,2021-03-20T01:19:58Z,4700000,-25.0,55.0,1,right,H. Whiteside 6' driving Hook (6 PTS),[202355],1610612758.0,SAC,driving,,,Whiteside,H. Whiteside,,,,,,,6.09,Made,6.0,,,,,,,,,,,,,,,,
483,PT11M21.00S,2021-03-20T01:20:07.2Z,4,REGULAR,3pt,Jump Shot,[],202689,32.276609724047304,27.76501225490196,1610612738,84,84,2021-03-20T01:20:11Z,4710000,111.0,251.0,1,left,K. Walker 27' 3PT  (11 PTS) (J. Tatum 3 AST),"[202689, 1628369]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,27.44,Made,11.0,,,,,,,J. Tatum,1628369.0,3.0,,,,,,,
485,PT10M54.00S,2021-03-20T01:20:34.0Z,4,REGULAR,turnover,bad pass,[],202357,,,1610612758,84,84,2021-03-20T01:20:37Z,4730000,,,0,,N. Bjelica bad pass TURNOVER (1 TO),"[202357, 1628464]",1610612758.0,SAC,,,,Bjelica,N. Bjelica,,,,,,1.0,,,,Theis,1628464.0,,,,,,,,,,,,,,
486,PT10M54.00S,2021-03-20T01:20:34.0Z,4,REGULAR,steal,,[],1628464,,,1610612738,84,84,2021-03-20T01:20:36Z,4740000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT10M32.00S,2021-03-20T01:20:56.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,22.552562417871222,92.9610906862745,1610612738,84,84,2021-03-20T01:21:01Z,4750000,-215.0,159.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,26.75,Missed,,,,,,,,,,,,,,,,,
488,PT10M28.00S,2021-03-20T01:21:00.1Z,4,REGULAR,rebound,defensive,[],202355,,,1610612758,84,84,2021-03-20T01:21:01Z,4760000,,,0,,H. Whiteside REBOUND (Off:2 Def:3),[202355],1610612758.0,SAC,,,,Whiteside,H. Whiteside,,,,,,,,,,,,487.0,5.0,3.0,2.0,,,,,,,,,,
492,PT10M16.00S,2021-03-20T01:21:23.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,84,84,2021-03-20T01:21:23Z,4800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT10M12.00S,2021-03-20T01:21:34.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,92.90407358738501,54.25857843137255,1610612758,84,84,2021-03-20T01:22:58Z,4810000,21.0,14.0,1,right,MISS T. Haliburton driving Layup,[1630169],1610612758.0,SAC,driving,,,Haliburton,T. Haliburton,,,,,,,2.56,Missed,,,,,,,,,,,,,,,,,
494,PT10M06.00S,2021-03-20T01:21:40.0Z,4,REGULAR,rebound,offensive,[],1630169,,,1610612758,84,84,2021-03-20T01:21:48Z,4820000,,,0,,T. Haliburton REBOUND (Off:1 Def:3),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,493.0,4.0,3.0,1.0,,,,,,,,,,
495,PT10M02.00S,2021-03-20T01:21:42.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203084,69.07030223390277,20.166973039215684,1610612758,84,84,2021-03-20T01:21:50Z,4830000,-149.0,238.0,1,right,MISS H. Barnes 28' pullup 3PT,[203084],1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,,,28.11,Missed,,,,,,,,,,,,,,,,,
496,PT10M00.00S,2021-03-20T01:21:44.5Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,84,84,2021-03-20T01:21:50Z,4840000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,495.0,1.0,1.0,0.0,,,,,,,,,,
497,PT09M55.00S,2021-03-20T01:21:57.9Z,4,REGULAR,turnover,out-of-bounds,[],202689,,,1610612738,84,84,2021-03-20T01:22:13Z,4850000,,,0,,K. Walker lost ball out-of-bounds TURNOVER (1 TO),[202689],1610612738.0,BOS,lost ball,,,Walker,K. Walker,,,,,203177.0,1.0,,,,,,,,,,,,,,,,,,,
498,PT09M36.00S,2021-03-20T01:22:16.2Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203084,86.15308804204993,45.41207107843137,1610612758,84,84,2021-03-20T01:22:20Z,4860000,-23.0,78.0,1,right,MISS H. Barnes 8' Hook,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,8.1,Missed,,,,,,,,,,,,,,,,,
499,PT09M34.00S,2021-03-20T01:22:18.2Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,84,84,2021-03-20T01:22:20Z,4870000,,,0,,D. Theis REBOUND (Off:1 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,498.0,6.0,5.0,1.0,,,,,,,,,,
500,PT09M32.00S,2021-03-20T01:22:27.2Z,4,REGULAR,foul,personal,[],202357,,,1610612738,84,84,2021-03-20T01:22:32Z,4880000,,,0,,N. Bjelica personal FOUL (1 PF),"[202357, 1630202]",1610612758.0,SAC,,,,Bjelica,N. Bjelica,,,,,203177.0,,,,,,,,,,,,,,,,1.0,0.0,Pritchard,1630202.0,
502,PT09M21.00S,2021-03-20T01:23:00.9Z,4,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,84,84,2021-03-20T01:23:05Z,4900000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (3 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,1628953.0,3.0,,,,,,,,,,,,,,,,,,,
503,PT09M21.00S,2021-03-20T01:23:15.4Z,4,REGULAR,substitution,out,[],202709,,,1610612758,84,84,2021-03-20T01:23:23Z,4910000,,,0,,SUB out: C. Joseph,[202709],1610612758.0,SAC,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT09M21.00S,2021-03-20T01:23:15.4Z,4,REGULAR,substitution,in,[],1627741,,,1610612758,84,84,2021-03-20T01:23:23Z,4920000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT09M05.00S,2021-03-20T01:23:41.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627741,83.26215505913272,77.51991421568627,1610612758,84,86,2021-03-20T01:23:45Z,4930000,138.0,105.0,1,right,B. Hield 17' pullup Jump Shot (19 PTS) (H. Barnes 3 AST),"[1627741, 203084]",1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,,,17.3,Made,19.0,,,,,,,H. Barnes,203084.0,3.0,,,,,,,
506,PT08M55.00S,2021-03-20T01:23:55.5Z,4,REGULAR,foul,personal,[],1627741,,,1610612738,84,86,2021-03-20T01:24:05Z,4940000,,,0,,B. Hield personal FOUL (3 PF),"[1627741, 202689]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,203177.0,,,,,,,,,,,,,,,,3.0,0.0,Walker,202689.0,
509,PT08M43.00S,2021-03-20T01:24:24.7Z,4,REGULAR,2pt,Jump Shot,[],202689,22.158344283837057,32.176776960784316,1610612738,84,86,2021-03-20T01:24:28Z,4960000,89.0,156.0,1,left,MISS K. Walker 17' pullup Shot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,17.95,Missed,,,,,,,,,,,,,,,,,
510,PT08M40.00S,2021-03-20T01:24:27.7Z,4,REGULAR,rebound,defensive,[],1627741,,,1610612758,84,86,2021-03-20T01:24:28Z,4970000,,,0,,B. Hield REBOUND (Off:0 Def:4),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,509.0,4.0,4.0,0.0,,,,,,,,,,
511,PT08M27.00S,2021-03-20T01:24:39.8Z,4,REGULAR,3pt,Jump Shot,[],1630169,67.88764783180025,29.235600490196077,1610612758,84,86,2021-03-20T01:24:44Z,4980000,-104.0,249.0,1,right,MISS T. Haliburton 27' 3PT,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,27.01,Missed,,,,,,,,,,,,,,,,,
512,PT08M24.00S,2021-03-20T01:24:42.8Z,4,REGULAR,rebound,offensive,[],1627741,,,1610612758,84,86,2021-03-20T01:24:44Z,4990000,,,0,,B. Hield REBOUND (Off:1 Def:4),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,511.0,5.0,4.0,1.0,,,,,,,,,,
513,PT08M19.00S,2021-03-20T01:24:48.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203084,86.5473061760841,95.90226715686273,1610612758,84,86,2021-03-20T01:24:53Z,5000000,230.0,74.0,1,right,MISS H. Barnes 24' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,24.11,Missed,,,,,,,,,,,,,,,,,
514,PT08M16.00S,2021-03-20T01:24:51.6Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,84,86,2021-03-20T01:24:53Z,5010000,,,0,,D. Theis REBOUND (Off:1 Def:6),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,513.0,7.0,6.0,1.0,,,,,,,,,,
515,PT08M08.00S,2021-03-20T01:24:59.5Z,4,REGULAR,3pt,Jump Shot,[],1628464,30.436925098554536,23.84344362745098,1610612738,84,86,2021-03-20T01:25:04Z,5020000,131.0,234.0,1,left,MISS D. Theis 26' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,26.77,Missed,,,,,,,,,,,,,,,,,
516,PT08M05.00S,2021-03-20T01:25:02.5Z,4,REGULAR,rebound,defensive,[],203084,,,1610612758,84,86,2021-03-20T01:25:04Z,5030000,,,0,,H. Barnes REBOUND (Off:2 Def:8),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,515.0,10.0,8.0,2.0,,,,,,,,,,
517,PT07M43.00S,2021-03-20T01:25:24.5Z,4,REGULAR,turnover,lost ball,[],203084,,,1610612758,84,86,2021-03-20T01:25:29Z,5040000,,,0,,H. Barnes lost ball TURNOVER (2 TO),"[203084, 1630202]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,2.0,,,,Pritchard,1630202.0,,,,,,,,,,,,,,
518,PT07M43.00S,2021-03-20T01:25:24.5Z,4,REGULAR,steal,,[],1630202,,,1610612738,84,86,2021-03-20T01:25:26Z,5050000,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT07M39.00S,2021-03-20T01:25:30.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630202,6.915243101182654,54.72579656862745,1610612738,84,86,2021-03-20T01:25:53Z,5060000,-24.0,13.0,1,left,MISS P. Pritchard Layup - blocked,"[1630202, 1627741]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,2.67,Missed,,,,,,,,,,,Hield,1627741.0,,,,,
520,PT07M39.00S,2021-03-20T01:25:30.1Z,4,REGULAR,block,,[],1627741,,,1610612738,84,86,2021-03-20T01:25:32Z,5070000,,,0,,B. Hield BLOCK (2 BLK),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT07M38.00S,2021-03-20T01:25:31.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,84,86,2021-03-20T01:25:53Z,5080000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,519.0,,,,,,,,,,,,,
522,PT07M38.00S,2021-03-20T01:25:35.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,84,86,2021-03-20T01:25:35Z,5090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT07M38.00S,2021-03-20T01:25:45.8Z,4,REGULAR,substitution,out,[],1630169,,,1610612738,84,86,2021-03-20T01:25:50Z,5100000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT07M38.00S,2021-03-20T01:25:45.8Z,4,REGULAR,substitution,in,[],1628368,,,1610612738,84,86,2021-03-20T01:25:50Z,5110000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT07M33.00S,2021-03-20T01:26:01.5Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629684,32.013797634691194,64.03952205882352,1610612738,87,86,2021-03-20T01:26:06Z,5120000,-70.0,248.0,1,left,G. Williams 25' 3PT  (3 PTS) (K. Walker 6 AST),"[1629684, 202689]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,25.81,Made,3.0,,,,,,,K. Walker,202689.0,6.0,,,,,,,
527,PT07M12.00S,2021-03-20T01:26:23.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202355,81.94809461235218,58.15716911764706,1610612758,87,86,2021-03-20T01:26:27Z,5140000,41.0,117.0,1,right,MISS H. Whiteside 12' turnaround Hook,[202355],1610612758.0,SAC,turnaround,,,Whiteside,H. Whiteside,,,,,,,12.41,Missed,,,,,,,,,,,,,,,,,
528,PT07M10.00S,2021-03-20T01:26:25.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,87,86,2021-03-20T01:26:27Z,5150000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,527.0,4.0,3.0,1.0,,,,,,,,,,
529,PT07M06.00S,2021-03-20T01:26:28.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202689,20.18725361366623,93.2061887254902,1610612738,87,86,2021-03-20T01:26:34Z,5160000,-216.0,137.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,25.59,Missed,,,,,,,,,,,,,,,,,
530,PT07M04.00S,2021-03-20T01:26:30.7Z,4,REGULAR,rebound,defensive,[],203084,,,1610612758,87,86,2021-03-20T01:26:34Z,5170000,,,0,,H. Barnes REBOUND (Off:2 Def:9),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,529.0,11.0,9.0,2.0,,,,,,,,,,
531,PT06M47.00S,2021-03-20T01:26:50.0Z,4,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612758,87,86,2021-03-20T01:27:06Z,5180000,,,0,,D. Theis shooting personal FOUL (3 PF) (Whiteside 2 FT),"[1628464, 202355]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,1628953.0,,,,,,,,,,,,,,,,3.0,0.0,Whiteside,202355.0,
533,PT06M47.00S,2021-03-20T01:27:04.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,87,86,2021-03-20T01:27:04Z,5200000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT06M47.00S,2021-03-20T01:29:27.0Z,4,REGULAR,substitution,out,[],1628464,,,1610612758,87,86,2021-03-20T01:29:49Z,5220000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT06M47.00S,2021-03-20T01:29:27.0Z,4,REGULAR,substitution,in,[],1629057,,,1610612758,87,86,2021-03-20T01:29:49Z,5240000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT06M47.00S,2021-03-20T01:30:10.4Z,4,REGULAR,freethrow,1 of 2,[],202355,,,1610612758,87,86,2021-03-20T01:30:10Z,5250000,,,0,,MISS H. Whiteside Free Throw 1 of 2,[202355],1610612758.0,SAC,,,,Whiteside,H. Whiteside,,,,,,,,Missed,,,,,,,,,,,,,,,,,
539,PT06M47.00S,2021-03-20T01:30:10.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,87,86,2021-03-20T01:30:10Z,5260000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,538.0,,,,,,,,,,,,,
540,PT06M47.00S,2021-03-20T01:30:27.8Z,4,REGULAR,freethrow,2 of 2,[],202355,,,1610612758,87,87,2021-03-20T01:30:27Z,5270000,,,0,,H. Whiteside Free Throw 2 of 2 (7 PTS),[202355],1610612758.0,SAC,,,,Whiteside,H. Whiteside,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,
541,PT06M30.00S,2021-03-20T01:30:48.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.886333771353483,45.65716911764706,1610612738,87,87,2021-03-20T01:30:59Z,5280000,22.0,31.0,1,left,MISS J. Tatum Layup - blocked,"[1628369, 202355]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,3.78,Missed,,,,,,,,,,,Whiteside,202355.0,,,,,
