actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
172,PT11M25.00S,2021-05-19T01:31:29.7Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612764,27,21,2021-05-19T01:31:39Z,1690000,,,0,,R. Westbrook bad pass TURNOVER (2 TO),"[201566, 203095]",1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,2.0,,,,,,,,,,,,,,,,,,Fournier,203095.0
173,PT11M25.00S,2021-05-19T01:31:29.7Z,2,REGULAR,steal,,[],203095,,,1610612738,27,21,2021-05-19T01:31:33Z,1700000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M24.00S,2021-05-19T01:31:34.6Z,2,REGULAR,foul,personal,[],202722,,,1610612738,27,21,2021-05-19T01:31:56Z,1710000,,,0,,D. Bertans take personal FOUL (1 PF),"[202722, 203095]",1610612764.0,WAS,take,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Fournier,203095.0,,
176,PT11M08.00S,2021-05-19T01:31:59.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628400,89.83245729303549,75.55912990196079,1610612738,27,21,2021-05-19T01:32:08Z,1730000,128.0,43.0,1,right,MISS S. Ojeleye 13' fadeaway Shot,[1628400],1610612738.0,BOS,fadeaway,,,Ojeleye,S. Ojeleye,,,,,,13.49,Missed,,,,,,,,,,,,,,,,,
177,PT11M05.00S,2021-05-19T01:32:02.6Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,27,21,2021-05-19T01:32:08Z,1740000,,,0,,T. Thompson REBOUND (Off:1 Def:1),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,176.0,2.0,1.0,1.0,,,,,,,,,,,,,
178,PT11M04.00S,2021-05-19T01:32:03.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202684,93.11760840998686,51.294424019607845,1610612738,29,21,2021-05-19T01:32:11Z,1750000,6.0,12.0,1,right,T. Thompson putback Layup (4 PTS),[202684],1610612738.0,BOS,putback,,,Thompson,T. Thompson,,,,,,1.38,Made,,,,,4.0,,,,,,,,,,,,
179,PT10M50.00S,2021-05-19T01:32:16.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628990,10.068988173455978,39.03952205882353,1610612764,29,23,2021-05-19T01:32:25Z,1760000,55.0,42.0,1,left,C. Hutchison 6' driving Hook (2 PTS) (R. Westbrook 3 AST),"[1628990, 201566]",1610612764.0,WAS,driving,,,Hutchison,C. Hutchison,,,,,,6.91,Made,,,,,2.0,R. Westbrook,201566.0,3.0,,,,,,,,,
181,PT10M32.00S,2021-05-19T01:32:35.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.67214191852825,51.53952205882353,1610612738,31,23,2021-05-19T01:32:39Z,1780000,8.0,26.0,1,right,J. Tatum driving Layup (8 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,2.69,Made,,,,,8.0,,,,,,,,,,,,
182,PT10M21.00S,2021-05-19T01:32:46.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202397,5.732588699080158,54.23560049019608,1610612764,31,25,2021-05-19T01:32:50Z,1790000,-21.0,1.0,1,left,I. Smith driving reverse Layup (6 PTS),[202397],1610612764.0,WAS,driving reverse,,,Smith,I. Smith,,,,,,2.12,Made,,,,,6.0,,,,,,,,,,,,
183,PT10M14.00S,2021-05-19T01:32:53.2Z,2,REGULAR,3pt,Jump Shot,[],1628400,92.32917214191852,95.65716911764706,1610612738,31,25,2021-05-19T01:32:59Z,1800000,228.0,20.0,1,right,MISS S. Ojeleye 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,22.91,Missed,,,,,,,,,,,,,,,,,
184,PT10M10.00S,2021-05-19T01:32:57.2Z,2,REGULAR,rebound,defensive,[],202397,,,1610612764,31,25,2021-05-19T01:32:59Z,1810000,,,0,,I. Smith REBOUND (Off:0 Def:2),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,183.0,2.0,2.0,0.0,,,,,,,,,,,,,
185,PT10M05.00S,2021-05-19T01:33:01.9Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],202397,14.011169513797633,30.95128676470588,1610612764,31,27,2021-05-19T01:33:10Z,1820000,95.0,79.0,1,left,I. Smith 12' driving floating bank Jump Shot (8 PTS),[202397],1610612764.0,WAS,driving floating bank,,,Smith,I. Smith,,,,,,12.38,Made,,,,,8.0,,,,,,,,,,,,
186,PT09M51.00S,2021-05-19T01:33:15.8Z,2,REGULAR,3pt,Jump Shot,[],1630202,70.51576872536137,15.510110294117647,1610612738,31,27,2021-05-19T01:33:25Z,1830000,-172.0,225.0,1,right,MISS P. Pritchard 28' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,,28.32,Missed,,,,,,,,,,,,,,,,,
187,PT09M48.00S,2021-05-19T01:33:18.8Z,2,REGULAR,rebound,defensive,[],202397,,,1610612764,31,27,2021-05-19T01:33:20Z,1840000,,,0,,I. Smith REBOUND (Off:0 Def:3),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,186.0,3.0,3.0,0.0,,,,,,,,,,,,,
188,PT09M40.00S,2021-05-19T01:33:27.1Z,2,REGULAR,2pt,Jump Shot,[],202397,18.74178712220762,28.990502450980394,1610612764,31,27,2021-05-19T01:33:35Z,1850000,105.0,124.0,1,left,MISS I. Smith 16' Jump Shot,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,16.23,Missed,,,,,,,,,,,,,,,,,
189,PT09M38.00S,2021-05-19T01:33:29.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,31,27,2021-05-19T01:33:35Z,1860000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,188.0,,,,,,,,,,,,,,,,
190,PT09M38.00S,2021-05-19T01:33:32.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,31,27,2021-05-19T01:33:32Z,1870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M23.00S,2021-05-19T01:33:59.5Z,2,REGULAR,turnover,lost ball,[],203095,,,1610612738,31,27,2021-05-19T01:34:08Z,1880000,,,0,,E. Fournier lost ball TURNOVER (1 TO),"[203095, 201566]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,1.0,,,,,,,,,,,,,,,,,,Westbrook,201566.0
192,PT09M23.00S,2021-05-19T01:33:59.5Z,2,REGULAR,steal,,[],201566,,,1610612764,31,27,2021-05-19T01:34:02Z,1890000,,,0,,R. Westbrook STEAL (2 STL),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M17.00S,2021-05-19T01:34:04.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201566,24.917871222076215,85.11795343137256,1610612764,31,27,2021-05-19T01:34:11Z,1900000,-176.0,182.0,1,left,MISS R. Westbrook 25' pullup 3PT,[201566],1610612764.0,WAS,pullup,,,Westbrook,R. Westbrook,,,,,,25.27,Missed,,,,,,,,,,,,,,,,,
194,PT09M14.00S,2021-05-19T01:34:07.7Z,2,REGULAR,rebound,defensive,[],203095,,,1610612738,31,27,2021-05-19T01:34:07Z,1910000,,,0,,E. Fournier REBOUND (Off:1 Def:1),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,193.0,2.0,1.0,1.0,,,,,,,,,,,,,
195,PT08M59.00S,2021-05-19T01:34:23.2Z,2,REGULAR,3pt,Jump Shot,[],203095,73.66951379763469,16.00030637254902,1610612738,31,27,2021-05-19T01:34:29Z,1920000,-170.0,195.0,1,right,MISS E. Fournier 25' 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,25.87,Missed,,,,,,,,,,,,,,,,,
196,PT08M55.00S,2021-05-19T01:34:27.2Z,2,REGULAR,rebound,defensive,[],1628990,,,1610612764,31,27,2021-05-19T01:34:29Z,1930000,,,0,,C. Hutchison REBOUND (Off:0 Def:1),[1628990],1610612764.0,WAS,,,,Hutchison,C. Hutchison,,,,,,,,195.0,1.0,1.0,0.0,,,,,,,,,,,,,
197,PT08M52.00S,2021-05-19T01:34:33.5Z,2,REGULAR,foul,offensive,[],201566,,,1610612764,31,27,2021-05-19T01:34:44Z,1940000,,,0,,R. Westbrook charge offensive FOUL (1 PF),"[201566, 1628400]",1610612764.0,WAS,charge,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Ojeleye,1628400.0,,
199,PT08M52.00S,2021-05-19T01:34:33.5Z,2,REGULAR,turnover,offensive foul,[],201566,,,1610612764,31,27,2021-05-19T01:34:33Z,1960000,,,0,,R. Westbrook offensive foul TURNOVER (3 TO),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,3.0,,,,,,,,,,,,,1179.0,,,,,,
200,PT08M52.00S,2021-05-19T01:34:39.9Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,31,27,2021-05-19T01:35:03Z,1970000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M52.00S,2021-05-19T01:34:39.9Z,2,REGULAR,substitution,out,[],202684,,,1610612738,31,27,2021-05-19T01:35:03Z,1980000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M52.00S,2021-05-19T01:34:39.9Z,2,REGULAR,substitution,out,[],1628990,,,1610612738,31,27,2021-05-19T01:35:03Z,1990000,,,0,,SUB out: C. Hutchison,[1628990],1610612764.0,WAS,,,,Hutchison,C. Hutchison,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M52.00S,2021-05-19T01:34:39.9Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,31,27,2021-05-19T01:35:03Z,2000000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M52.00S,2021-05-19T01:34:39.9Z,2,REGULAR,substitution,in,[],202689,,,1610612738,31,27,2021-05-19T01:35:03Z,2010000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M52.00S,2021-05-19T01:34:39.9Z,2,REGULAR,substitution,in,[],203078,,,1610612738,31,27,2021-05-19T01:35:03Z,2020000,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M40.00S,2021-05-19T01:35:13.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,89.17542706964521,54.23560049019608,1610612738,31,27,2021-05-19T01:35:17Z,2030000,21.0,49.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,5.37,Missed,,,,,,,,,,,,,,,,,
207,PT08M39.00S,2021-05-19T01:35:14.0Z,2,REGULAR,rebound,defensive,[],201566,,,1610612764,31,27,2021-05-19T01:35:17Z,2040000,,,0,,R. Westbrook REBOUND (Off:2 Def:6),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,206.0,8.0,6.0,2.0,,,,,,,,,,,,,
208,PT08M26.00S,2021-05-19T01:35:26.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201577,14.011169513797633,40.75520833333333,1610612764,31,29,2021-05-19T01:35:42Z,2050000,46.0,79.0,1,left,R. Lopez 9' turnaround Hook (2 PTS),[201577],1610612764.0,WAS,turnaround,,,Lopez,R. Lopez,,,,,,9.17,Made,,,,,2.0,,,,,,,,,,,,
209,PT08M26.00S,2021-05-19T01:35:31.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,31,29,2021-05-19T01:35:31Z,2060000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M15.00S,2021-05-19T01:39:15.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203095,92.19776609724047,53.74540441176471,1610612738,33,29,2021-05-19T01:39:19Z,2070000,19.0,21.0,1,right,E. Fournier driving Layup (5 PTS) (R. Williams III 1 AST),"[203095, 1629057]",1610612738.0,BOS,driving,,,Fournier,E. Fournier,,,,,,2.8,Made,,,,,5.0,R. Williams III,1629057.0,1.0,,,,,,,,,
212,PT07M51.00S,2021-05-19T01:39:58.1Z,2,REGULAR,substitution,out,[],1628369,,,1610612764,33,29,2021-05-19T01:40:02Z,2090000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M51.00S,2021-05-19T01:39:58.1Z,2,REGULAR,substitution,in,[],203935,,,1610612764,33,29,2021-05-19T01:40:02Z,2100000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M49.00S,2021-05-19T01:40:25.4Z,2,REGULAR,jumpball,recovered,[],202722,,,1610612764,33,29,2021-05-19T01:40:25Z,2110000,,,0,,Jump Ball R. Lopez vs. K. Walker: Tip to D. Bertans,"[202722, 201577, 202689]",1610612764.0,WAS,heldball,D. Bertans,202722.0,Bertans,D. Bertans,Lopez,201577.0,Walker,202689.0,,,,,,,,,,,,,,,,,,,,
217,PT07M49.00S,2021-05-19T01:40:26.5Z,2,REGULAR,3pt,Jump Shot,[],202722,29.38567674113009,18.206188725490197,1610612764,33,29,2021-05-19T01:41:29Z,2140000,159.0,224.0,1,left,MISS D. Bertans 27' turnaround fadeaway 3PT,[202722],1610612764.0,WAS,turnaround fadeaway,,,Bertans,D. Bertans,,,,,,27.44,Missed,,,,,,,,,,,,,,,,,
218,PT07M48.00S,2021-05-19T01:40:27.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,33,29,2021-05-19T01:41:29Z,2150000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,217.0,,,,,,,,,,,,,,,,
219,PT07M48.00S,2021-05-19T01:40:32.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612764,33,29,2021-05-19T01:43:03Z,2160000,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M38.00S,2021-05-19T01:40:48.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203935,69.99014454664915,75.3140318627451,1610612738,33,29,2021-05-19T01:41:23Z,2170000,127.0,230.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,26.22,Missed,,,,,,,,,,,,,,,,,
221,PT07M35.00S,2021-05-19T01:40:51.7Z,2,REGULAR,rebound,defensive,[],202397,,,1610612764,33,29,2021-05-19T01:40:51Z,2180000,,,0,,I. Smith REBOUND (Off:0 Def:4),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,220.0,4.0,4.0,0.0,,,,,,,,,,,,,
222,PT07M28.00S,2021-05-19T01:40:58.7Z,2,REGULAR,3pt,Jump Shot,[],202397,32.40801576872536,45.41207107843137,1610612764,33,32,2021-05-19T01:41:32Z,2190000,23.0,252.0,1,left,I. Smith 25' 3PT  (11 PTS) (R. Westbrook 4 AST),"[202397, 201566]",1610612764.0,WAS,,,,Smith,I. Smith,,,,,,25.31,Made,,,,,11.0,R. Westbrook,201566.0,4.0,,,,,,,,,
224,PT07M10.00S,2021-05-19T01:41:16.4Z,2,REGULAR,3pt,Jump Shot,[],203095,85.62746386333771,95.16697303921569,1610612738,33,32,2021-05-19T01:41:45Z,2210000,226.0,83.0,1,right,MISS E. Fournier 24' 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,24.04,Missed,,,,,,,,,,,,,,,,,
225,PT07M08.00S,2021-05-19T01:41:18.4Z,2,REGULAR,rebound,defensive,[],202397,,,1610612764,33,32,2021-05-19T01:41:45Z,2220000,,,0,,I. Smith REBOUND (Off:0 Def:5),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,224.0,5.0,5.0,0.0,,,,,,,,,,,,,
226,PT07M01.00S,2021-05-19T01:41:28.2Z,2,REGULAR,foul,personal,['2freethrow'],202689,,,1610612764,33,32,2021-05-19T01:41:44Z,2230000,,,0,,K. Walker shooting personal FOUL (1 PF) (Lopez 2 FT),"[202689, 201577]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Lopez,201577.0,,
228,PT07M01.00S,2021-05-19T01:41:53.4Z,2,REGULAR,freethrow,1 of 2,[],201577,,,1610612764,33,33,2021-05-19T01:41:53Z,2250000,,,0,,R. Lopez Free Throw 1 of 2 (3 PTS),[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
229,PT07M01.00S,2021-05-19T01:41:54.0Z,2,REGULAR,substitution,out,[],1628400,,,1610612764,33,33,2021-05-19T01:42:11Z,2260000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M01.00S,2021-05-19T01:41:54.0Z,2,REGULAR,substitution,out,[],201566,,,1610612764,33,33,2021-05-19T01:42:11Z,2270000,,,0,,SUB out: R. Westbrook,[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M01.00S,2021-05-19T01:41:54.0Z,2,REGULAR,substitution,out,[],202722,,,1610612764,33,33,2021-05-19T01:42:11Z,2280000,,,0,,SUB out: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M01.00S,2021-05-19T01:41:54.0Z,2,REGULAR,substitution,in,[],1628369,,,1610612764,33,33,2021-05-19T01:42:11Z,2290000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M01.00S,2021-05-19T01:41:54.0Z,2,REGULAR,substitution,in,[],1629060,,,1610612764,33,33,2021-05-19T01:42:11Z,2300000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M01.00S,2021-05-19T01:41:54.0Z,2,REGULAR,substitution,in,[],203526,,,1610612764,33,33,2021-05-19T01:42:11Z,2310000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M01.00S,2021-05-19T01:41:53.4Z,2,REGULAR,freethrow,2 of 2,[],201577,,,1610612764,33,33,2021-05-19T01:42:17Z,2320000,,,0,,MISS R. Lopez Free Throw 2 of 2,[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,Missed,,,,,,,,,,,,,,,,,
236,PT06M59.00S,2021-05-19T01:41:55.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,33,33,2021-05-19T01:42:17Z,2330000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,235.0,2.0,2.0,0.0,,,,,,,,,,,,,
237,PT06M51.00S,2021-05-19T01:42:21.7Z,2,REGULAR,foul,personal,['2freethrow'],202397,,,1610612738,33,33,2021-05-19T01:42:31Z,2340000,,,0,,I. Smith shooting personal FOUL (1 PF) (Walker 2 FT),"[202397, 202689]",1610612764.0,WAS,shooting,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Walker,202689.0,,
239,PT06M51.00S,2021-05-19T01:42:45.3Z,2,REGULAR,freethrow,1 of 2,[],202689,,,1610612738,34,33,2021-05-19T01:42:45Z,2360000,,,0,,K. Walker Free Throw 1 of 2 (6 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
240,PT06M51.00S,2021-05-19T01:43:00.1Z,2,REGULAR,freethrow,2 of 2,[],202689,,,1610612738,35,33,2021-05-19T01:43:00Z,2370000,,,0,,K. Walker Free Throw 2 of 2 (7 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
242,PT06M41.00S,2021-05-19T01:43:11.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203078,7.966491458607096,44.921875,1610612764,35,35,2021-05-19T01:43:16Z,2390000,25.0,22.0,1,left,B. Beal driving Layup (4 PTS),[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,,3.39,Made,,,,,4.0,,,,,,,,,,,,
243,PT06M19.00S,2021-05-19T01:43:40.5Z,2,REGULAR,3pt,Jump Shot,[],1628369,88.64980289093299,2.5199142156862746,1610612738,35,35,2021-05-19T01:43:57Z,2400000,-237.0,54.0,1,right,MISS J. Tatum 24' 3PT - blocked,"[1628369, 202397]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,24.35,Missed,,,,,,,,,Smith,202397.0,,,,,,,
244,PT06M19.00S,2021-05-19T01:43:40.5Z,2,REGULAR,block,,[],202397,,,1610612738,35,35,2021-05-19T01:43:43Z,2410000,,,0,,I. Smith BLOCK (1 BLK),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M17.00S,2021-05-19T01:43:42.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,35,35,2021-05-19T01:43:57Z,2420000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,243.0,,,,,,,,,,,,,,,,
246,PT06M17.00S,2021-05-19T01:43:45.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,35,35,2021-05-19T01:43:45Z,2430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M17.00S,2021-05-19T01:43:46.3Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,35,35,2021-05-19T01:43:53Z,2440000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M17.00S,2021-05-19T01:43:46.3Z,2,REGULAR,substitution,in,[],202684,,,1610612738,35,35,2021-05-19T01:43:53Z,2450000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M13.00S,2021-05-19T01:43:59.8Z,2,REGULAR,foul,personal,['2freethrow'],201577,,,1610612738,35,35,2021-05-19T01:44:11Z,2460000,,,0,,R. Lopez shooting personal FOUL (1 PF) (Tatum 2 FT),"[201577, 1628369]",1610612764.0,WAS,shooting,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Tatum,1628369.0,,
251,PT06M13.00S,2021-05-19T01:44:26.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628369,,,1610612738,36,35,2021-05-19T01:44:26Z,2480000,,,0,,J. Tatum Free Throw 1 of 2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,Made,,,,,9.0,,,,,,,,,,,,
252,PT06M13.00S,2021-05-19T01:44:41.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628369,,,1610612738,37,35,2021-05-19T01:44:41Z,2490000,,,0,,J. Tatum Free Throw 2 of 2 (10 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
253,PT05M54.00S,2021-05-19T01:45:01.4Z,2,REGULAR,3pt,Jump Shot,[],203078,31.61957950065703,57.421875,1610612764,37,35,2021-05-19T01:45:25Z,2500000,-37.0,245.0,1,left,MISS B. Beal 24' step back 3PT,[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,,24.75,Missed,,,,,,,,,,,,,,,,,
254,PT05M52.00S,2021-05-19T01:45:03.4Z,2,REGULAR,rebound,offensive,[],1629060,,,1610612764,37,35,2021-05-19T01:45:07Z,2510000,,,0,,R. Hachimura REBOUND (Off:1 Def:0),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,253.0,1.0,0.0,1.0,,,,,,,,,,,,,
255,PT05M51.00S,2021-05-19T01:45:05.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629060,15.982260183968464,26.294424019607842,1610612764,37,37,2021-05-19T01:45:14Z,2520000,119.0,98.0,1,left,R. Hachimura 15' Jump Shot (4 PTS),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,15.36,Made,,,,,4.0,,,,,,,,,,,,
256,PT05M35.00S,2021-05-19T01:45:20.3Z,2,REGULAR,3pt,Jump Shot,[],202689,79.97700394218134,93.2061887254902,1610612738,37,37,2021-05-19T01:45:27Z,2530000,216.0,136.0,1,right,MISS K. Walker 25' step back 3PT,[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,,25.51,Missed,,,,,,,,,,,,,,,,,
257,PT05M32.00S,2021-05-19T01:45:23.3Z,2,REGULAR,rebound,defensive,[],203078,,,1610612764,37,37,2021-05-19T01:45:27Z,2540000,,,0,,B. Beal REBOUND (Off:1 Def:3),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,256.0,4.0,3.0,1.0,,,,,,,,,,,,,
258,PT05M27.00S,2021-05-19T01:45:28.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",1629060,12.959921156373195,42.22579656862745,1610612764,37,39,2021-05-19T01:45:36Z,2550000,39.0,69.0,1,left,R. Hachimura 7' turnaround Hook (6 PTS) (B. Beal 4 AST),"[1629060, 203078]",1610612764.0,WAS,turnaround,,,Hachimura,R. Hachimura,,,,,,7.95,Made,,,,,6.0,B. Beal,203078.0,4.0,,,,,,,,,
260,PT05M11.00S,2021-05-19T01:45:44.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202684,83.39356110381078,41.490502450980394,1610612738,37,39,2021-05-19T01:45:51Z,2570000,-43.0,104.0,1,right,MISS T. Thompson 11' bank Hook,[202684],1610612738.0,BOS,bank,,,Thompson,T. Thompson,,,,,,11.2,Missed,,,,,,,,,,,,,,,,,
