actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
619,PT08M05.00S,2021-05-19T03:04:25.1Z,4,REGULAR,3pt,Jump Shot,[],1628369,28.728646517739815,25.314031862745097,1610612738,98,88,2021-05-19T03:06:13Z,6150000,123.0,218.0,1,left,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,25.01,Missed,,,,,,,,,,,,,,,,,
620,PT08M01.00S,2021-05-19T03:04:29.1Z,4,REGULAR,rebound,offensive,[],202684,,,1610612738,98,88,2021-05-19T03:04:33Z,6160000,,,0,,T. Thompson REBOUND (Off:4 Def:6),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,619.0,10.0,6.0,4.0,,,,,,,,,,,,,
621,PT07M52.00S,2021-05-19T03:04:39.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,7.966491458607096,36.09834558823529,1610612738,98,88,2021-05-19T03:04:49Z,6170000,70.0,22.0,1,left,MISS J. Tatum 7' driving finger roll Layup - blocked,"[1628369, 201577]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,,7.3,Missed,,,,,,,,,Lopez,201577.0,,,,,,,
622,PT07M52.00S,2021-05-19T03:04:39.8Z,4,REGULAR,block,,[],201577,,,1610612738,98,88,2021-05-19T03:04:42Z,6180000,,,0,,R. Lopez BLOCK (1 BLK),[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
623,PT07M50.00S,2021-05-19T03:04:41.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,98,88,2021-05-19T03:04:49Z,6190000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,621.0,,,,,,,,,,,,,,,,
624,PT07M50.00S,2021-05-19T03:04:44.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,98,88,2021-05-19T03:04:44Z,6200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT07M49.00S,2021-05-19T03:05:02.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203095,7.835085413929041,42.22579656862745,1610612738,98,88,2021-05-19T03:05:26Z,6210000,39.0,21.0,1,left,MISS E. Fournier floating Shot,[203095],1610612738.0,BOS,floating,,,Fournier,E. Fournier,,,,,,4.43,Missed,,,,,,,,,,,,,,,,,
626,PT07M47.00S,2021-05-19T03:05:04.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,98,88,2021-05-19T03:05:26Z,6220000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,625.0,,,,,,,,,,,,,,,,
627,PT07M47.00S,2021-05-19T03:05:09.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,98,88,2021-05-19T03:05:34Z,6230000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,1162.0,,,,,,
628,PT07M31.00S,2021-05-19T03:05:38.4Z,4,REGULAR,2pt,Hook,['fromturnover'],201577,91.01511169513797,66.49050245098039,1610612764,98,88,2021-05-19T03:05:44Z,6240000,82.0,32.0,1,right,MISS R. Lopez 8' Hook,[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,8.85,Missed,,,,,,,,,,,,,,,,,
629,PT07M29.00S,2021-05-19T03:05:40.4Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,98,88,2021-05-19T03:05:44Z,6250000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,628.0,2.0,2.0,0.0,,,,,,,,,,,,,
630,PT07M15.00S,2021-05-19T03:05:54.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.075558475689881,52.51991421568627,1610612738,100,88,2021-05-19T03:06:23Z,6260000,-13.0,-5.0,1,left,J. Tatum driving finger roll Layup (45 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,,1.35,Made,,,,,45.0,,,,,,,,,,,,
631,PT07M15.00S,2021-05-19T03:06:05.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,100,88,2021-05-19T03:06:05Z,6270000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT07M06.00S,2021-05-19T03:09:47.8Z,4,REGULAR,3pt,Jump Shot,[],202722,74.98357424441524,88.05912990196079,1610612764,100,88,2021-05-19T03:09:53Z,6280000,190.0,183.0,1,right,MISS D. Bertans 26' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,26.38,Missed,,,,,,,,,,,,,,,,,
633,PT07M03.00S,2021-05-19T03:09:50.8Z,4,REGULAR,rebound,defensive,[],1629641,,,1610612738,100,88,2021-05-19T03:09:53Z,6290000,,,0,,R. Langford REBOUND (Off:1 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,632.0,2.0,1.0,1.0,,,,,,,,,,,,,
634,PT06M43.00S,2021-05-19T03:10:12.4Z,4,REGULAR,foul,personal,['2freethrow'],201566,,,1610612738,100,88,2021-05-19T03:10:20Z,6300000,,,0,,R. Westbrook shooting personal FOUL (5 PF) (Thompson 2 FT),"[201566, 202684]",1610612764.0,WAS,shooting,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,1162.0,5.0,0.0,Thompson,202684.0,,
636,PT06M43.00S,2021-05-19T03:10:44.9Z,4,REGULAR,freethrow,1 of 2,[],202684,,,1610612738,101,88,2021-05-19T03:11:16Z,6320000,,,0,,T. Thompson Free Throw 1 of 2 (10 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
637,PT06M43.00S,2021-05-19T03:10:45.7Z,4,REGULAR,substitution,out,[],201577,,,1610612738,101,88,2021-05-19T03:10:52Z,6330000,,,0,,SUB out: R. Lopez,[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
638,PT06M43.00S,2021-05-19T03:10:45.7Z,4,REGULAR,substitution,in,[],1629655,,,1610612738,101,88,2021-05-19T03:10:52Z,6340000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
639,PT06M43.00S,2021-05-19T03:10:44.9Z,4,REGULAR,freethrow,2 of 2,[],202684,,,1610612738,101,88,2021-05-19T03:11:16Z,6350000,,,0,,MISS T. Thompson Free Throw 2 of 2,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,Missed,,,,,,,,,,,,,,,,,
640,PT06M42.00S,2021-05-19T03:10:45.9Z,4,REGULAR,rebound,defensive,[],1629060,,,1610612764,101,88,2021-05-19T03:11:16Z,6360000,,,0,,R. Hachimura REBOUND (Off:1 Def:1),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,639.0,2.0,1.0,1.0,,,,,,,,,,,,,
641,PT06M24.00S,2021-05-19T03:11:28.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203078,91.67214191852825,42.96109068627451,1610612764,101,88,2021-05-19T03:11:31Z,6370000,-35.0,26.0,1,right,MISS B. Beal driving Layup,[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,,4.36,Missed,,,,,,,,,,,,,,,,,
642,PT06M21.00S,2021-05-19T03:11:31.1Z,4,REGULAR,rebound,defensive,[],1629641,,,1610612738,101,88,2021-05-19T03:11:31Z,6380000,,,0,,R. Langford REBOUND (Off:1 Def:2),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,641.0,3.0,2.0,1.0,,,,,,,,,,,,,
643,PT06M07.00S,2021-05-19T03:11:44.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202684,8.09789750328515,44.18658088235294,1610612738,101,88,2021-05-19T03:12:15Z,6390000,29.0,24.0,1,left,MISS T. Thompson driving Layup - blocked,"[202684, 1629655]",1610612738.0,BOS,driving,,,Thompson,T. Thompson,,,,,,3.75,Missed,,,,,,,,,Gafford,1629655.0,,,,,,,
648,PT06M07.00S,2021-05-19T03:11:44.5Z,4,REGULAR,block,,[],1629655,,,1610612738,101,88,2021-05-19T03:13:35Z,6395000,,,0,,D. Gafford BLOCK (2 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
644,PT06M05.00S,2021-05-19T03:11:46.5Z,4,REGULAR,rebound,offensive,[],202684,,,1610612738,101,88,2021-05-19T03:12:15Z,6400000,,,0,,T. Thompson REBOUND (Off:5 Def:6),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,643.0,11.0,6.0,5.0,,,,,,,,,,,,,
645,PT06M02.00S,2021-05-19T03:11:49.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,8.360709592641262,46.14736519607843,1610612738,103,88,2021-05-19T03:12:20Z,6410000,19.0,26.0,1,left,T. Thompson putback Layup (12 PTS),[202684],1610612738.0,BOS,putback,,,Thompson,T. Thompson,,,,,,3.25,Made,,,,,12.0,,,,,,,,,,,,
646,PT05M53.00S,2021-05-19T03:12:00.6Z,4,REGULAR,2pt,Jump Shot,[],1629060,89.43823915900131,80.21599264705883,1610612764,103,88,2021-05-19T03:12:31Z,6420000,151.0,47.0,1,right,MISS R. Hachimura 15' Jump Shot,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,15.82,Missed,,,,,,,,,,,,,,,,,
647,PT05M51.00S,2021-05-19T03:12:02.6Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,103,88,2021-05-19T03:12:31Z,6430000,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,646.0,7.0,6.0,1.0,,,,,,,,,,,,,
649,PT05M32.00S,2021-05-19T03:12:19.2Z,4,REGULAR,3pt,Jump Shot,[],1628369,25.57490144546649,82.421875,1610612738,106,88,2021-05-19T03:13:03Z,6440000,-162.0,188.0,1,left,J. Tatum 24' 3PT step back (48 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,24.82,Made,,,,,48.0,,,,,,,,,,,,
650,PT05M09.00S,2021-05-19T03:12:42.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,91.80354796320631,45.41207107843137,1610612764,106,90,2021-05-19T03:12:50Z,6450000,-23.0,25.0,1,right,D. Gafford cutting Layup (10 PTS) (B. Beal 6 AST),"[1629655, 203078]",1610612764.0,WAS,cutting,,,Gafford,D. Gafford,,,,,,3.35,Made,,,,,10.0,B. Beal,203078.0,6.0,,,,,,,,,
652,PT04M48.00S,2021-05-19T03:13:04.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629641,6.652431011826544,48.353247549019606,1610612738,108,90,2021-05-19T03:13:08Z,6470000,8.0,10.0,1,left,R. Langford driving Layup (3 PTS) (M. Smart 5 AST),"[1629641, 203935]",1610612738.0,BOS,driving,,,Langford,R. Langford,,,,,,1.29,Made,,,,,3.0,M. Smart,203935.0,5.0,,,,,,,,,
654,PT04M39.00S,2021-05-19T03:13:12.3Z,4,REGULAR,3pt,Jump Shot,[],201566,69.59592641261499,74.08854166666666,1610612764,108,90,2021-05-19T03:13:24Z,6490000,120.0,233.0,1,right,MISS R. Westbrook 26' 3PT,[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,26.25,Missed,,,,,,,,,,,,,,,,,
655,PT04M36.00S,2021-05-19T03:13:15.3Z,4,REGULAR,rebound,defensive,[],1629641,,,1610612738,108,90,2021-05-19T03:13:24Z,6500000,,,0,,R. Langford REBOUND (Off:1 Def:3),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,654.0,4.0,3.0,1.0,,,,,,,,,,,,,
656,PT04M26.00S,2021-05-19T03:13:27.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202722,,,1610612738,108,90,2021-05-19T03:13:33Z,6510000,,,0,,D. Bertans personal FOUL (3 PF) (Tatum 2 FT),"[202722, 1628369]",1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,1162.0,3.0,0.0,Tatum,1628369.0,,
658,PT04M26.00S,2021-05-19T03:13:54.4Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,109,90,2021-05-19T03:13:54Z,6530000,,,0,,J. Tatum Free Throw 1 of 2 (49 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,Made,,,,,49.0,,,,,,,,,,,,
659,PT04M26.00S,2021-05-19T03:14:07.4Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,110,90,2021-05-19T03:14:07Z,6540000,,,0,,J. Tatum Free Throw 2 of 2 (50 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,Made,,,,,50.0,,,,,,,,,,,,
660,PT04M17.00S,2021-05-19T03:14:19.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201566,89.04402102496715,49.82383578431372,1610612764,110,92,2021-05-19T03:14:25Z,6550000,-1.0,50.0,1,right,R. Westbrook driving finger roll Layup (18 PTS),[201566],1610612764.0,WAS,driving finger roll,,,Westbrook,R. Westbrook,,,,,,5.05,Made,,,,,18.0,,,,,,,,,,,,
661,PT03M55.00S,2021-05-19T03:14:40.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,6.1268068331143235,51.049325980392155,1610612738,110,92,2021-05-19T03:14:47Z,6560000,-5.0,5.0,1,left,MISS T. Thompson DUNK - blocked,"[202684, 1629060]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,0.73,Missed,,,,,,,,,Hachimura,1629060.0,,,,,,,
662,PT03M55.00S,2021-05-19T03:14:40.4Z,4,REGULAR,block,,[],1629060,,,1610612738,110,92,2021-05-19T03:14:42Z,6570000,,,0,,R. Hachimura BLOCK (1 BLK),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
663,PT03M53.00S,2021-05-19T03:14:42.4Z,4,REGULAR,rebound,defensive,[],1629655,,,1610612764,110,92,2021-05-19T03:14:47Z,6580000,,,0,,D. Gafford REBOUND (Off:1 Def:4),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,661.0,5.0,4.0,1.0,,,,,,,,,,,,,
664,PT03M46.00S,2021-05-19T03:14:49.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,90.88370565045992,59.3826593137255,1610612764,110,92,2021-05-19T03:15:11Z,6590000,47.0,33.0,1,right,MISS D. Gafford driving Layup,[1629655],1610612764.0,WAS,driving,,,Gafford,D. Gafford,,,,,,5.75,Missed,,,,,,,,,,,,,,,,,
665,PT03M45.00S,2021-05-19T03:14:50.8Z,4,REGULAR,rebound,offensive,[],201566,,,1610612764,110,92,2021-05-19T03:15:11Z,6600000,,,0,,R. Westbrook REBOUND (Off:5 Def:9),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,664.0,14.0,9.0,5.0,,,,,,,,,,,,,
666,PT03M45.00S,2021-05-19T03:14:53.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201566,94.40999984741211,50.0,1610612764,110,94,2021-05-19T03:14:53Z,6610000,0.0,0.0,1,right,R. Westbrook tip Layup (20 PTS),[201566],1610612764.0,WAS,tip,,,Westbrook,R. Westbrook,,,,,,0.0,Made,,,,,20.0,,,,,,,,,,,,
667,PT03M45.00S,2021-05-19T03:16:47.9Z,4,REGULAR,substitution,out,[],1629641,,,1610612738,110,94,2021-05-19T03:18:10Z,6620000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
668,PT03M45.00S,2021-05-19T03:16:47.9Z,4,REGULAR,substitution,out,[],203078,,,1610612738,110,94,2021-05-19T03:18:10Z,6630000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,
669,PT03M45.00S,2021-05-19T03:16:47.9Z,4,REGULAR,substitution,out,[],201566,,,1610612738,110,94,2021-05-19T03:18:10Z,6640000,,,0,,SUB out: R. Westbrook,[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
670,PT03M45.00S,2021-05-19T03:16:47.9Z,4,REGULAR,substitution,in,[],202689,,,1610612738,110,94,2021-05-19T03:18:10Z,6650000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
671,PT03M45.00S,2021-05-19T03:16:47.9Z,4,REGULAR,substitution,in,[],202397,,,1610612738,110,94,2021-05-19T03:18:10Z,6660000,,,0,,SUB in: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
672,PT03M45.00S,2021-05-19T03:16:47.9Z,4,REGULAR,substitution,in,[],1629726,,,1610612738,110,94,2021-05-19T03:18:10Z,6670000,,,0,,SUB in: G. Mathews,[1629726],1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
673,PT03M27.00S,2021-05-19T03:18:47.6Z,4,REGULAR,3pt,Jump Shot,[],203095,7.703679369250986,94.43167892156863,1610612738,110,94,2021-05-19T03:18:53Z,6680000,-222.0,20.0,1,left,MISS E. Fournier 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,22.31,Missed,,,,,,,,,,,,,,,,,
674,PT03M23.00S,2021-05-19T03:18:51.6Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,110,94,2021-05-19T03:18:53Z,6690000,,,0,,J. Tatum REBOUND (Off:2 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,673.0,8.0,6.0,2.0,,,,,,,,,,,,,
675,PT03M16.00S,2021-05-19T03:18:58.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,29.6484888304862,72.37285539215686,1610612738,110,94,2021-05-19T03:19:04Z,6700000,-112.0,226.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,25.24,Missed,,,,,,,,,,,,,,,,,
676,PT03M13.00S,2021-05-19T03:19:01.3Z,4,REGULAR,rebound,offensive,[],202684,,,1610612738,110,94,2021-05-19T03:19:04Z,6710000,,,0,,T. Thompson REBOUND (Off:6 Def:6),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,675.0,12.0,6.0,6.0,,,,,,,,,,,,,
677,PT03M02.00S,2021-05-19T03:19:13.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202689,28.728646517739815,18.696384803921568,1610612738,113,94,2021-05-19T03:19:17Z,6720000,157.0,218.0,1,left,K. Walker 26' 3PT pullup (26 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,26.8,Made,,,,,26.0,,,,,,,,,,,,
678,PT02M46.00S,2021-05-19T03:19:27.8Z,4,REGULAR,3pt,Jump Shot,[],202722,66.44218134034165,45.41207107843137,1610612764,113,94,2021-05-19T03:19:41Z,6730000,-23.0,263.0,1,right,MISS D. Bertans 26' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,26.39,Missed,,,,,,,,,,,,,,,,,
679,PT02M45.00S,2021-05-19T03:19:32.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,113,94,2021-05-19T03:19:32Z,6740000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,678.0,,,,,,,,,,,,,,,,
680,PT02M45.00S,2021-05-19T03:19:33.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,113,94,2021-05-19T03:19:33Z,6750000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT02M45.00S,2021-05-19T03:19:56.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,113,94,2021-05-19T03:19:56Z,6760000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT02M45.00S,2021-05-19T03:20:55.4Z,4,REGULAR,substitution,out,[],202722,,,1610612738,113,94,2021-05-19T03:21:22Z,6770000,,,0,,SUB out: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
683,PT02M45.00S,2021-05-19T03:20:55.4Z,4,REGULAR,substitution,in,[],1628990,,,1610612738,113,94,2021-05-19T03:21:22Z,6780000,,,0,,SUB in: C. Hutchison,[1628990],1610612764.0,WAS,,,,Hutchison,C. Hutchison,,,,,,,,,,,,,,,,,,,,,,,,
684,PT02M36.00S,2021-05-19T03:21:32.6Z,4,REGULAR,3pt,Jump Shot,[],202689,32.276609724047304,53.74540441176471,1610612738,116,94,2021-05-19T03:21:39Z,6790000,-19.0,251.0,1,left,K. Walker 25' 3PT  (29 PTS) (M. Smart 6 AST),"[202689, 203935]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,25.16,Made,,,,,29.0,M. Smart,203935.0,6.0,,,,,,,,,
686,PT02M18.00S,2021-05-19T03:21:50.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,92.19776609724047,44.43167892156863,1610612764,116,96,2021-05-19T03:21:56Z,6810000,-28.0,21.0,1,right,R. Hachimura driving Layup (8 PTS) (I. Smith 3 AST),"[1629060, 202397]",1610612764.0,WAS,driving,,,Hachimura,R. Hachimura,,,,,,3.47,Made,,,,,8.0,I. Smith,202397.0,3.0,,,,,,,,,
689,PT01M56.00S,2021-05-19T03:22:23.3Z,4,REGULAR,turnover,3-second-violation,[],203935,,,1610612738,116,96,2021-05-19T03:23:10Z,6840000,,,0,,M. Smart 3-second-violation TURNOVER (1 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,1.0,,,,,,,,,,,,,1162.0,,,,,,
690,PT01M56.00S,2021-05-19T03:22:27.8Z,4,REGULAR,substitution,out,[],1628369,,,1610612764,116,96,2021-05-19T03:22:59Z,6850000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
691,PT01M56.00S,2021-05-19T03:22:27.8Z,4,REGULAR,substitution,out,[],202689,,,1610612764,116,96,2021-05-19T03:22:59Z,6860000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
692,PT01M56.00S,2021-05-19T03:22:27.8Z,4,REGULAR,substitution,out,[],202684,,,1610612764,116,96,2021-05-19T03:22:59Z,6870000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
693,PT01M56.00S,2021-05-19T03:22:27.8Z,4,REGULAR,substitution,out,[],203935,,,1610612764,116,96,2021-05-19T03:22:59Z,6880000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
694,PT01M56.00S,2021-05-19T03:22:27.8Z,4,REGULAR,substitution,out,[],203095,,,1610612764,116,96,2021-05-19T03:22:59Z,6890000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
695,PT01M56.00S,2021-05-19T03:22:27.8Z,4,REGULAR,substitution,out,[],1629060,,,1610612764,116,96,2021-05-19T03:22:59Z,6900000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
696,PT01M56.00S,2021-05-19T03:22:27.8Z,4,REGULAR,substitution,out,[],202397,,,1610612764,116,96,2021-05-19T03:22:59Z,6910000,,,0,,SUB out: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
697,PT01M56.00S,2021-05-19T03:22:27.8Z,4,REGULAR,substitution,in,[],1629682,,,1610612764,116,96,2021-05-19T03:22:59Z,6920000,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,
698,PT01M56.00S,2021-05-19T03:22:27.8Z,4,REGULAR,substitution,in,[],1628436,,,1610612764,116,96,2021-05-19T03:22:59Z,6930000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
699,PT01M56.00S,2021-05-19T03:22:27.8Z,4,REGULAR,substitution,in,[],1630174,,,1610612764,116,96,2021-05-19T03:22:59Z,6940000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
700,PT01M56.00S,2021-05-19T03:22:27.8Z,4,REGULAR,substitution,in,[],1629684,,,1610612764,116,96,2021-05-19T03:22:59Z,6950000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
701,PT01M56.00S,2021-05-19T03:22:27.8Z,4,REGULAR,substitution,in,[],1629035,,,1610612764,116,96,2021-05-19T03:22:59Z,6960000,,,0,,SUB in: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
702,PT01M56.00S,2021-05-19T03:22:27.8Z,4,REGULAR,substitution,in,[],1630216,,,1610612764,116,96,2021-05-19T03:22:59Z,6970000,,,0,,SUB in: C. Winston,[1630216],1610612764.0,WAS,,,,Winston,C. Winston,,,,,,,,,,,,,,,,,,,,,,,,
703,PT01M56.00S,2021-05-19T03:22:27.8Z,4,REGULAR,substitution,in,[],1630264,,,1610612764,116,96,2021-05-19T03:22:59Z,6980000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,
704,PT01M34.00S,2021-05-19T03:23:23.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629655,91.14651773981603,47.86305147058824,1610612764,116,98,2021-05-19T03:23:28Z,6990000,-11.0,31.0,1,right,D. Gafford alley-oop DUNK (12 PTS) (C. Winston 1 AST),"[1629655, 1630216]",1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,,3.25,Made,,,,,12.0,C. Winston,1630216.0,1.0,,,,,,,,,
