actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
170,PT11M01.00S,2021-04-18T01:11:22.7Z,2,REGULAR,substitution,out,[],203953,,,1610612738,26,36,2021-04-18T01:11:26Z,1700000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M01.00S,2021-04-18T01:11:22.7Z,2,REGULAR,substitution,in,[],1628400,,,1610612738,26,36,2021-04-18T01:11:26Z,1710000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M01.00S,2021-04-18T01:11:31.3Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628436,,,1610612738,27,36,2021-04-18T01:11:31Z,1720000,,,0,,L. Kornet Free Throw 1 of 1 (3 PTS),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
173,PT10M48.00S,2021-04-18T01:11:46.7Z,2,REGULAR,foul,personal,['2freethrow'],1629641,,,1610612744,27,36,2021-04-18T01:11:57Z,1730000,,,0,,R. Langford shooting personal FOUL (2 PF) (Poole 2 FT),"[1629641, 1629673]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,,1198.0,2.0,0.0,Poole,1629673.0,,,,,,,,,
175,PT10M48.00S,2021-04-18T01:12:19.9Z,2,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,27,37,2021-04-18T01:12:19Z,1750000,,,0,,J. Poole Free Throw 1 of 2 (4 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
176,PT10M48.00S,2021-04-18T01:12:34.2Z,2,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,27,38,2021-04-18T01:12:34Z,1760000,,,0,,J. Poole Free Throw 2 of 2 (5 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
177,PT10M36.00S,2021-04-18T01:12:46.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,92.9862023653088,45.65716911764706,1610612738,29,38,2021-04-18T01:12:50Z,1770000,-22.0,13.0,1,right,P. Pritchard driving Layup (2 PTS),[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,2.55,Made,,,,,2.0,,,,,,,,,,,,,,
178,PT10M19.00S,2021-04-18T01:13:04.5Z,2,REGULAR,3pt,Jump Shot,[],203952,6.915243101182654,96.6375612745098,1610612744,29,41,2021-04-18T01:13:10Z,1780000,-233.0,13.0,1,left,A. Wiggins 3PT  (7 PTS) (J. Toscano-Anderson 2 AST),"[203952, 1629308]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,23.35,Made,,,,,7.0,,,,,,J. Toscano-Anderson,1629308.0,2.0,,,,,,
180,PT10M02.00S,2021-04-18T01:13:21.1Z,2,REGULAR,3pt,Jump Shot,[],1628436,66.83639947437582,63.05912990196079,1610612738,29,41,2021-04-18T01:13:27Z,1800000,65.0,259.0,1,right,MISS L. Kornet 26' 3PT,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,26.73,Missed,,,,,,,,,,,,,,,,,,,
181,PT10M00.00S,2021-04-18T01:13:23.1Z,2,REGULAR,rebound,defensive,[],203145,,,1610612744,29,41,2021-04-18T01:13:27Z,1810000,,,0,,K. Bazemore REBOUND (Off:1 Def:3),[203145],1610612744.0,GSW,,,,Bazemore,K. Bazemore,,,,,,,180.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
182,PT09M50.00S,2021-04-18T01:13:33.0Z,2,REGULAR,3pt,Jump Shot,[],1629673,35.955978975032856,42.470894607843135,1610612744,29,41,2021-04-18T01:13:38Z,1820000,38.0,285.0,1,left,MISS J. Poole 28' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,28.8,Missed,,,,,,,,,,,,,,,,,,,
183,PT09M48.00S,2021-04-18T01:13:35.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,29,41,2021-04-18T01:13:38Z,1830000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,182.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
184,PT09M38.00S,2021-04-18T01:13:46.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,88.12417871222075,43.69638480392157,1610612738,31,41,2021-04-18T01:13:53Z,1840000,-32.0,59.0,1,right,J. Tatum 6' driving Layup (15 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,6.7,Made,,,,,15.0,,,,,,,,,,,,,,
185,PT09M25.00S,2021-04-18T01:13:58.3Z,2,REGULAR,3pt,Jump Shot,[],1629308,23.99802890932983,87.07873774509804,1610612744,31,41,2021-04-18T01:14:26Z,1850000,-185.0,173.0,1,left,MISS J. Toscano-Anderson 25' 3PT,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,,
186,PT09M23.00S,2021-04-18T01:14:00.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,31,41,2021-04-18T01:15:54Z,1860000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,185.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
187,PT09M12.00S,2021-04-18T01:14:12.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,86.28449408672799,50.55912990196079,1610612738,31,41,2021-04-18T01:14:33Z,1870000,3.0,76.0,1,right,MISS P. Pritchard 7' driving floating Shot,[1630202],1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,7.65,Missed,,,,,,,,,,,,,,,,,,,
188,PT09M10.00S,2021-04-18T01:14:14.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,31,41,2021-04-18T01:14:33Z,1880000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,187.0,,,,,,,,,,,,,,,,,,
189,PT09M10.00S,2021-04-18T01:14:20.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,31,41,2021-04-18T01:14:20Z,1890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M59.00S,2021-04-18T01:14:40.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203952,10.200394218134035,53.01011029411765,1610612744,31,43,2021-04-18T01:14:49Z,1900000,-15.0,43.0,1,left,A. Wiggins driving finger roll Layup (9 PTS),[203952],1610612744.0,GSW,driving finger roll,,,Wiggins,A. Wiggins,,,,,4.6,Made,,,,,9.0,,,,,,,,,,,,,,
191,PT08M59.00S,2021-04-18T01:14:45.1Z,2,REGULAR,foul,personal,['1freethrow'],1628436,,,1610612744,31,43,2021-04-18T01:14:50Z,1910000,,,0,,L. Kornet shooting personal FOUL (1 PF) (Wiggins 1 FT),"[1628436, 203952]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,,,,,,,,204059.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,
193,PT08M59.00S,2021-04-18T01:15:08.1Z,2,REGULAR,freethrow,1 of 1,[],203952,,,1610612744,31,44,2021-04-18T01:15:08Z,1930000,,,0,,A. Wiggins Free Throw 1 of 1 (10 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
194,PT08M44.00S,2021-04-18T01:15:24.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628369,87.59855453350855,53.74540441176471,1610612738,31,44,2021-04-18T01:15:30Z,1940000,19.0,64.0,1,right,MISS J. Tatum 6' turnaround Hook,[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,6.68,Missed,,,,,,,,,,,,,,,,,,,
195,PT08M41.00S,2021-04-18T01:15:27.0Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,31,44,2021-04-18T01:15:27Z,1950000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,194.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
196,PT08M34.00S,2021-04-18T01:15:34.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,12.171484888304862,54.48069852941176,1610612744,31,46,2021-04-18T01:18:24Z,1960000,-22.0,62.0,1,left,A. Wiggins 6' driving floating Jump Shot (12 PTS),[203952],1610612744.0,GSW,driving floating,,,Wiggins,A. Wiggins,,,,,6.58,Made,,,,,12.0,,,,,,,,,,,,,,
197,PT08M14.00S,2021-04-18T01:15:53.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629641,91.72141918528253,60.87622549019608,1610612738,31,46,2021-04-18T01:16:00Z,1970000,54.0,25.0,1,right,MISS R. Langford 6' driving finger roll Layup,[1629641],1610612738.0,BOS,driving finger roll,,,Langford,R. Langford,,,,,6.0,Missed,,,,,,,,,,,,,,,,,,,
198,PT08M13.00S,2021-04-18T01:15:54.7Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,31,46,2021-04-18T01:16:00Z,1980000,,,0,,K. Looney REBOUND (Off:1 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,197.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
199,PT08M06.00S,2021-04-18T01:16:03.2Z,2,REGULAR,turnover,lost ball,[],203145,,,1610612744,31,46,2021-04-18T01:16:13Z,1990000,,,0,,K. Bazemore lost ball TURNOVER (2 TO),"[203145, 1628400]",1610612744.0,GSW,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,2.0,Ojeleye,1628400.0,,,
200,PT08M06.00S,2021-04-18T01:16:03.2Z,2,REGULAR,steal,,[],1628400,,,1610612738,31,46,2021-04-18T01:16:10Z,2000000,,,0,,S. Ojeleye STEAL (1 STL),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M06.00S,2021-04-18T01:16:17.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,31,46,2021-04-18T01:16:17Z,2010000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M06.00S,2021-04-18T01:18:31.7Z,2,REGULAR,substitution,out,[],1629641,,,1610612738,31,46,2021-04-18T01:19:02Z,2020000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M06.00S,2021-04-18T01:18:31.7Z,2,REGULAR,substitution,in,[],202689,,,1610612738,31,46,2021-04-18T01:19:02Z,2030000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M54.00S,2021-04-18T01:19:39.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,64.86530880420499,49.57873774509804,1610612738,34,46,2021-04-18T01:19:44Z,2040000,-2.0,278.0,1,right,P. Pritchard 27' 3PT  (5 PTS) (K. Walker 2 AST),"[1630202, 202689]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,27.78,Made,,,,,5.0,,,,,,K. Walker,202689.0,2.0,,,,,,
206,PT07M29.00S,2021-04-18T01:20:03.2Z,2,REGULAR,2pt,Jump Shot,[],203145,9.411957950065702,27.27481617647059,1610612744,34,46,2021-04-18T01:20:13Z,2060000,114.0,36.0,1,left,MISS K. Bazemore 11' turnaround fadeaway Shot,[203145],1610612744.0,GSW,turnaround fadeaway,,,Bazemore,K. Bazemore,,,,,11.92,Missed,,,,,,,,,,,,,,,,,,,
207,PT07M27.00S,2021-04-18T01:20:05.2Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,34,46,2021-04-18T01:20:13Z,2070000,,,0,,K. Looney REBOUND (Off:2 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,206.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
208,PT07M25.00S,2021-04-18T01:20:07.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203145,10.5946123521682,3.5003063725490198,1610612744,34,49,2021-04-18T01:22:10Z,2080000,232.0,47.0,1,left,K. Bazemore 3PT  (9 PTS) (K. Looney 1 AST),"[203145, 1626172]",1610612744.0,GSW,,,,Bazemore,K. Bazemore,,,,,23.72,Made,,,,,9.0,,,,,,K. Looney,1626172.0,1.0,,,,,,
210,PT07M09.00S,2021-04-18T01:20:23.3Z,2,REGULAR,3pt,Jump Shot,[],1628436,74.06373193166885,87.07873774509804,1610612738,34,49,2021-04-18T01:20:28Z,2100000,185.0,191.0,1,right,MISS L. Kornet 26' 3PT,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,26.64,Missed,,,,,,,,,,,,,,,,,,,
211,PT07M07.00S,2021-04-18T01:20:25.3Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,34,49,2021-04-18T01:20:28Z,2110000,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,210.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
212,PT06M58.00S,2021-04-18T01:20:34.8Z,2,REGULAR,2pt,Jump Shot,[],203952,10.463206307490145,25.80422794117647,1610612744,34,49,2021-04-18T01:21:59Z,2120000,121.0,46.0,1,left,MISS A. Wiggins 12' turnaround fadeaway Shot,[203952],1610612744.0,GSW,turnaround fadeaway,,,Wiggins,A. Wiggins,,,,,12.94,Missed,,,,,,,,,,,,,,,,,,,
213,PT06M55.00S,2021-04-18T01:20:37.8Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,34,49,2021-04-18T01:21:27Z,2130000,,,0,,K. Walker REBOUND (Off:1 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,212.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
216,PT06M43.00S,2021-04-18T01:20:49.9Z,2,REGULAR,turnover,bad pass,[],202689,,,1610612738,34,49,2021-04-18T01:20:53Z,2160000,,,0,,K. Walker bad pass TURNOVER (2 TO),"[202689, 203952]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,2.0,Wiggins,203952.0,,,
217,PT06M43.00S,2021-04-18T01:20:49.9Z,2,REGULAR,steal,,[],203952,,,1610612744,34,49,2021-04-18T01:20:51Z,2170000,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M24.00S,2021-04-18T01:21:09.2Z,2,REGULAR,turnover,bad pass,[],203952,,,1610612744,34,49,2021-04-18T01:21:14Z,2180000,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[203952, 1628369]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,,,
219,PT06M24.00S,2021-04-18T01:21:09.2Z,2,REGULAR,steal,,[],1628369,,,1610612738,34,49,2021-04-18T01:21:10Z,2190000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M23.00S,2021-04-18T01:21:13.9Z,2,REGULAR,foul,personal,[],1629673,,,1610612738,34,49,2021-04-18T01:21:35Z,2200000,,,0,,J. Poole personal FOUL (1 PF),"[1629673, 1628369]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,1198.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,
222,PT06M23.00S,2021-04-18T01:21:23.6Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,34,49,2021-04-18T01:21:40Z,2220000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M23.00S,2021-04-18T01:21:23.6Z,2,REGULAR,substitution,out,[],1628436,,,1610612738,34,49,2021-04-18T01:21:40Z,2230000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M23.00S,2021-04-18T01:21:23.6Z,2,REGULAR,substitution,out,[],1629673,,,1610612738,34,49,2021-04-18T01:21:40Z,2240000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M23.00S,2021-04-18T01:21:23.6Z,2,REGULAR,substitution,out,[],203952,,,1610612738,34,49,2021-04-18T01:21:40Z,2250000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M23.00S,2021-04-18T01:21:23.6Z,2,REGULAR,substitution,in,[],202684,,,1610612738,34,49,2021-04-18T01:21:40Z,2260000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M23.00S,2021-04-18T01:21:23.6Z,2,REGULAR,substitution,in,[],203935,,,1610612738,34,49,2021-04-18T01:21:40Z,2270000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M23.00S,2021-04-18T01:21:23.6Z,2,REGULAR,substitution,in,[],201939,,,1610612738,34,49,2021-04-18T01:21:40Z,2280000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M23.00S,2021-04-18T01:21:23.6Z,2,REGULAR,substitution,in,[],203110,,,1610612738,34,49,2021-04-18T01:21:40Z,2290000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M12.00S,2021-04-18T01:21:54.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203935,82.60512483574244,59.872855392156865,1610612738,36,49,2021-04-18T01:21:58Z,2300000,49.0,111.0,1,right,M. Smart 12' Jump Shot (5 PTS) (T. Thompson 1 AST),"[203935, 202684]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,12.15,Made,,,,,5.0,,,,,,T. Thompson,202684.0,1.0,,,,,,
231,PT05M55.00S,2021-04-18T01:22:11.4Z,2,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612744,36,49,2021-04-18T01:22:19Z,2310000,,,0,,P. Pritchard shooting personal FOUL (1 PF) (Bazemore 2 FT),"[1630202, 203145]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,1148.0,1.0,0.0,Bazemore,203145.0,,,,,,,,,
233,PT05M55.00S,2021-04-18T01:22:42.8Z,2,REGULAR,freethrow,1 of 2,[],203145,,,1610612744,36,50,2021-04-18T01:22:42Z,2330000,,,0,,K. Bazemore Free Throw 1 of 2 (10 PTS),[203145],1610612744.0,GSW,,,,Bazemore,K. Bazemore,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
234,PT05M55.00S,2021-04-18T01:22:43.3Z,2,REGULAR,substitution,out,[],1626172,,,1610612744,36,50,2021-04-18T01:22:50Z,2340000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M55.00S,2021-04-18T01:22:43.3Z,2,REGULAR,substitution,in,[],1627814,,,1610612744,36,50,2021-04-18T01:22:50Z,2350000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M55.00S,2021-04-18T01:23:05.1Z,2,REGULAR,freethrow,2 of 2,[],203145,,,1610612744,36,51,2021-04-18T01:23:05Z,2360000,,,0,,K. Bazemore Free Throw 2 of 2 (11 PTS),[203145],1610612744.0,GSW,,,,Bazemore,K. Bazemore,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
237,PT05M36.00S,2021-04-18T01:23:26.2Z,2,REGULAR,3pt,Jump Shot,[],1630202,64.60249671484888,74.82383578431373,1610612738,39,51,2021-04-18T01:23:30Z,2370000,124.0,280.0,1,right,P. Pritchard 30' 3PT  (8 PTS) (K. Walker 3 AST),"[1630202, 202689]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,30.65,Made,,,,,8.0,,,,,,K. Walker,202689.0,3.0,,,,,,
239,PT05M21.00S,2021-04-18T01:23:46.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629308,7.30946123521682,46.88265931372549,1610612744,39,53,2021-04-18T01:23:50Z,2390000,16.0,16.0,1,left,J. Toscano-Anderson cutting finger roll Layup (4 PTS) (S. Curry 2 AST),"[1629308, 201939]",1610612744.0,GSW,cutting finger roll,,,Toscano-Anderson,J. Toscano-Anderson,,,,,2.25,Made,,,,,4.0,,,,,,S. Curry,201939.0,2.0,,,,,,
241,PT05M12.00S,2021-04-18T01:23:55.6Z,2,REGULAR,2pt,Jump Shot,[],202689,78.40013140604468,35.11795343137255,1610612738,41,53,2021-04-18T01:26:37Z,2410000,-74.0,151.0,1,right,K. Walker 16' step back Jump Shot (4 PTS),[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,16.79,Made,,,,,4.0,,,,,,,,,,,,,,
242,PT05M11.00S,2021-04-18T01:24:03.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,41,53,2021-04-18T01:24:03Z,2420000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M11.00S,2021-04-18T01:26:52.4Z,2,REGULAR,substitution,out,[],1628400,,,1610612744,41,53,2021-04-18T01:27:11Z,2430000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M11.00S,2021-04-18T01:26:52.4Z,2,REGULAR,substitution,in,[],1629684,,,1610612744,41,53,2021-04-18T01:27:11Z,2440000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M52.00S,2021-04-18T01:27:42.3Z,2,REGULAR,turnover,bad pass,[],203110,,,1610612744,41,53,2021-04-18T01:27:46Z,2450000,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 202684]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,1.0,Thompson,202684.0,,,
247,PT04M52.00S,2021-04-18T01:27:42.3Z,2,REGULAR,steal,,[],202684,,,1610612738,41,53,2021-04-18T01:28:23Z,2460000,,,0,,T. Thompson STEAL (1 STL),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M45.00S,2021-04-18T01:27:49.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202689,90.62089356110381,77.76501225490196,1610612738,41,53,2021-04-18T01:29:22Z,2470000,139.0,36.0,1,right,MISS K. Walker 14' fadeaway Shot,[202689],1610612738.0,BOS,fadeaway,,,Walker,K. Walker,,,,,14.33,Missed,,,,,,,,,,,,,,,,,,,
249,PT04M42.00S,2021-04-18T01:27:52.2Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,41,53,2021-04-18T01:29:22Z,2480000,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,248.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
250,PT04M39.00S,2021-04-18T01:27:55.1Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629684,91.14651773981603,57.421875,1610612738,43,53,2021-04-18T01:28:06Z,2490000,37.0,31.0,1,right,G. Williams Hook (2 PTS) (P. Pritchard 1 AST),"[1629684, 1630202]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,4.82,Made,,,,,2.0,,,,,,P. Pritchard,1630202.0,1.0,,,,,,
252,PT04M24.00S,2021-04-18T01:28:09.5Z,2,REGULAR,3pt,Jump Shot,[],203145,8.229303547963205,97.12775735294117,1610612744,43,56,2021-04-18T01:28:13Z,2510000,-236.0,25.0,1,left,K. Bazemore 3PT  (14 PTS) (J. Toscano-Anderson 3 AST),"[203145, 1629308]",1610612744.0,GSW,,,,Bazemore,K. Bazemore,,,,,23.69,Made,,,,,14.0,,,,,,J. Toscano-Anderson,1629308.0,3.0,,,,,,
254,PT04M06.00S,2021-04-18T01:28:27.5Z,2,REGULAR,3pt,Jump Shot,[],203935,66.96780551905388,64.5297181372549,1610612738,43,56,2021-04-18T01:30:15Z,2530000,73.0,258.0,1,right,MISS M. Smart 26' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,26.8,Missed,,,,,,,,,,,,,,,,,,,
255,PT04M04.00S,2021-04-18T01:28:29.5Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,43,56,2021-04-18T01:28:34Z,2540000,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,254.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
257,PT03M54.00S,2021-04-18T01:28:50.7Z,2,REGULAR,turnover,3-second-violation,[],203110,,,1610612744,43,56,2021-04-18T01:29:02Z,2560000,,,0,,D. Green 3-second-violation TURNOVER (2 TO),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,204059.0,,,,,,,,2.0,,,,,
258,PT03M54.00S,2021-04-18T01:28:53.9Z,2,REGULAR,substitution,out,[],1629308,,,1610612738,43,56,2021-04-18T01:28:55Z,2570000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M54.00S,2021-04-18T01:28:53.9Z,2,REGULAR,substitution,in,[],203952,,,1610612738,43,56,2021-04-18T01:28:55Z,2580000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
