actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
451,PT00M39.70S,2021-03-21T21:11:30.5Z,3,REGULAR,freethrow,1 of 1,[],1629643,,,1610612753,89,72,2021-03-21T21:11:30Z,4460000,,,0,,C. Okeke Free Throw 1 of 1 (3 PTS),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
452,PT00M24.80S,2021-03-21T21:11:49.1Z,3,REGULAR,2pt,Jump Shot,[],1629057,89.83245729303549,79.48069852941177,1610612738,89,72,2021-03-21T21:11:54Z,4470000,147.0,43.0,1,right,MISS R. Williams III 15' Jump Shot,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,15.36,Missed,,,,,,,,,,,,,,,,,,
453,PT00M22.30S,2021-03-21T21:11:51.6Z,3,REGULAR,rebound,defensive,[],203516,,,1610612753,89,72,2021-03-21T21:11:54Z,4480000,,,0,,J. Ennis III REBOUND (Off:0 Def:3),[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,,452.0,3.0,3.0,0.0,,,,,,,,,,,,,,
454,PT00M05.20S,2021-03-21T21:12:12.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612753,89,72,2021-03-21T21:15:12Z,4490000,,,0,,A. Nesmith personal FOUL (4 PF) (Vucevic 2 FT),"[1630174, 202696]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,1174.0,4.0,0.0,Vucevic,202696.0
458,PT00M05.20S,2021-03-21T21:12:42.5Z,3,REGULAR,substitution,out,[],1630174,,,1610612753,89,72,2021-03-21T21:15:12Z,4530000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
459,PT00M05.20S,2021-03-21T21:12:42.5Z,3,REGULAR,substitution,in,[],202689,,,1610612753,89,72,2021-03-21T21:15:12Z,4540000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
462,PT00M05.20S,2021-03-21T21:13:07.3Z,3,REGULAR,substitution,out,[],1629643,,,1610612753,89,72,2021-03-21T21:15:12Z,4570000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
465,PT00M05.20S,2021-03-21T21:13:07.3Z,3,REGULAR,substitution,in,[],203487,,,1610612753,89,72,2021-03-21T21:15:12Z,4585000,,,0,,SUB in: M. Carter-Williams,[203487],1610612753.0,ORL,,,,Carter-Williams,M. Carter-Williams,,,,,,,,,,,,,,,,,,,,,,,,
456,PT00M05.20S,2021-03-21T21:13:32.7Z,3,REGULAR,freethrow,1 of 2,[],202696,,,1610612753,89,72,2021-03-21T21:15:39Z,4586250,,,0,,MISS N. Vucevic Free Throw 1 of 2,[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,Missed,,,,,,,,,,,,,,,,,,
457,PT00M05.20S,2021-03-21T21:13:32.7Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,89,72,2021-03-21T21:15:39Z,4586875,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,456.0,,,,,,,,,,,,,,,,,
464,PT00M05.20S,2021-03-21T21:13:32.7Z,3,REGULAR,freethrow,2 of 2,[],202696,,,1610612753,89,73,2021-03-21T21:15:39Z,4587187,,,0,,N. Vucevic Free Throw 2 of 2 (19 PTS),[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,Made,,,,,,,19.0,,,,,,,,,,,
466,PT00M01.00S,2021-03-21T21:13:33.5Z,3,REGULAR,2pt,Jump Shot,[],1629684,82.60512483574244,26.784620098039213,1610612738,89,73,2021-03-21T21:13:45Z,4587500,-116.0,111.0,1,right,MISS G. Williams 16' Jump Shot,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,16.06,Missed,,,,,,,,,,,,,,,,,,
467,PT00M00.90S,2021-03-21T21:13:33.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,89,73,2021-03-21T21:13:45Z,4588750,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,466.0,,,,,,,,,,,,,,,,,
468,PT00M00.00S,2021-03-21T21:13:37.5Z,3,REGULAR,period,end,[],0,,,1610612738,89,73,2021-03-21T21:13:37Z,4620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2021-03-21T21:15:41.3Z,4,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,89,73,2021-03-21T21:16:05Z,4630000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2021-03-21T21:15:41.3Z,4,REGULAR,substitution,out,['startperiod'],202689,,,1610612738,89,73,2021-03-21T21:16:05Z,4640000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2021-03-21T21:15:41.3Z,4,REGULAR,substitution,out,['startperiod'],1628407,,,1610612738,89,73,2021-03-21T21:16:05Z,4650000,,,0,,SUB out: D. Bacon,[1628407],1610612753.0,ORL,,,,Bacon,D. Bacon,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2021-03-21T21:15:41.3Z,4,REGULAR,substitution,out,['startperiod'],203487,,,1610612738,89,73,2021-03-21T21:16:05Z,4660000,,,0,,SUB out: M. Carter-Williams,[203487],1610612753.0,ORL,,,,Carter-Williams,M. Carter-Williams,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2021-03-21T21:15:41.3Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,89,73,2021-03-21T21:16:05Z,4670000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2021-03-21T21:15:41.3Z,4,REGULAR,substitution,in,['startperiod'],1628400,,,1610612738,89,73,2021-03-21T21:16:05Z,4680000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2021-03-21T21:15:41.3Z,4,REGULAR,substitution,in,['startperiod'],202329,,,1610612738,89,73,2021-03-21T21:16:05Z,4690000,,,0,,SUB in: A. Aminu,[202329],1610612753.0,ORL,,,,Aminu,A. Aminu,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2021-03-21T21:15:41.3Z,4,REGULAR,substitution,in,['startperiod'],203095,,,1610612738,89,73,2021-03-21T21:16:05Z,4700000,,,0,,SUB in: E. Fournier,[203095],1610612753.0,ORL,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2021-03-21T21:16:12.8Z,4,REGULAR,period,start,[],0,,,1610612738,89,73,2021-03-21T21:16:12Z,4710000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT11M44.00S,2021-03-21T21:16:28.6Z,4,REGULAR,3pt,Jump Shot,[],1628400,89.83245729303549,95.90226715686273,1610612738,89,73,2021-03-21T21:16:35Z,4720000,230.0,43.0,1,right,MISS S. Ojeleye 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,23.35,Missed,,,,,,,,,,,,,,,,,,
479,PT11M42.00S,2021-03-21T21:16:30.6Z,4,REGULAR,rebound,defensive,[],202329,,,1610612753,89,73,2021-03-21T21:16:35Z,4730000,,,0,,A. Aminu REBOUND (Off:1 Def:3),[202329],1610612753.0,ORL,,,,Aminu,A. Aminu,,,,,,,478.0,4.0,3.0,1.0,,,,,,,,,,,,,,
480,PT11M32.00S,2021-03-21T21:16:39.5Z,4,REGULAR,3pt,Jump Shot,[],202696,30.436925098554536,28.990502450980394,1610612753,89,76,2021-03-21T21:16:44Z,4740000,105.0,234.0,1,left,N. Vucevic 25' 3PT  (22 PTS) (E. Fournier 1 AST),"[202696, 203095]",1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,25.61,Made,,,,,,,22.0,E. Fournier,203095.0,1.0,,,,,,,,
482,PT11M10.00S,2021-03-21T21:17:02.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629057,88.12417871222075,50.06893382352941,1610612738,91,76,2021-03-21T21:17:09Z,4760000,0.0,59.0,1,right,R. Williams III driving floating bank Jump Shot (4 PTS) (J. Tatum 4 AST),"[1629057, 1628369]",1610612738.0,BOS,driving floating bank,,,Williams III,R. Williams III,,,,,5.91,Made,,,,,,,4.0,J. Tatum,1628369.0,4.0,,,,,,,,
484,PT10M51.00S,2021-03-21T21:17:20.8Z,4,REGULAR,foul,personal,['3freethrow'],1629057,,,1610612753,91,76,2021-03-21T21:17:34Z,4780000,,,0,,R. Williams III shooting personal FOUL (3 PF) (Ennis III 3 FT),"[1629057, 203516]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,1174.0,3.0,0.0,Ennis III,203516.0
486,PT10M51.00S,2021-03-21T21:17:53.6Z,4,REGULAR,freethrow,1 of 3,[],203516,,,1610612753,91,77,2021-03-21T21:17:53Z,4800000,,,0,,J. Ennis III Free Throw 1 of 3 (12 PTS),[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
487,PT10M51.00S,2021-03-21T21:18:06.1Z,4,REGULAR,freethrow,2 of 3,[],203516,,,1610612753,91,77,2021-03-21T21:18:06Z,4810000,,,0,,MISS J. Ennis III Free Throw 2 of 3,[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,Missed,,,,,,,,,,,,,,,,,,
488,PT10M51.00S,2021-03-21T21:18:06.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,91,77,2021-03-21T21:18:06Z,4820000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,487.0,,,,,,,,,,,,,,,,,
489,PT10M51.00S,2021-03-21T21:18:23.1Z,4,REGULAR,freethrow,3 of 3,[],203516,,,1610612753,91,78,2021-03-21T21:18:23Z,4830000,,,0,,J. Ennis III Free Throw 3 of 3 (13 PTS),[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
490,PT10M34.00S,2021-03-21T21:18:42.1Z,4,REGULAR,3pt,Jump Shot,[],1627759,88.78120893561103,3.990502450980392,1610612738,91,78,2021-03-21T21:18:52Z,4840000,-230.0,53.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.6,Missed,,,,,,,,,,,,,,,,,,
491,PT10M32.00S,2021-03-21T21:18:44.1Z,4,REGULAR,rebound,defensive,[],203516,,,1610612753,91,78,2021-03-21T21:18:52Z,4850000,,,0,,J. Ennis III REBOUND (Off:0 Def:4),[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,,490.0,4.0,4.0,0.0,,,,,,,,,,,,,,
492,PT10M20.00S,2021-03-21T21:18:55.6Z,4,REGULAR,3pt,Jump Shot,[],203932,25.706307490144546,82.17677696078431,1610612753,91,78,2021-03-21T21:19:01Z,4860000,-161.0,189.0,1,left,MISS A. Gordon 24' pullup 3PT,[203932],1610612753.0,ORL,pullup,,,Gordon,A. Gordon,,,,,24.83,Missed,,,,,,,,,,,,,,,,,,
493,PT10M18.00S,2021-03-21T21:18:57.6Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,91,78,2021-03-21T21:19:01Z,4870000,,,0,,R. Williams III REBOUND (Off:1 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,492.0,5.0,4.0,1.0,,,,,,,,,,,,,,
494,PT10M05.00S,2021-03-21T21:19:10.8Z,4,REGULAR,3pt,Jump Shot,[],1627759,91.01511169513797,95.65716911764706,1610612738,91,78,2021-03-21T21:19:18Z,4880000,228.0,32.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,
495,PT10M03.00S,2021-03-21T21:19:12.8Z,4,REGULAR,rebound,defensive,[],203095,,,1610612753,91,78,2021-03-21T21:19:18Z,4890000,,,0,,E. Fournier REBOUND (Off:0 Def:4),[203095],1610612753.0,ORL,,,,Fournier,E. Fournier,,,,,,,494.0,4.0,4.0,0.0,,,,,,,,,,,,,,
496,PT09M57.00S,2021-03-21T21:19:19.3Z,4,REGULAR,3pt,Jump Shot,[],203516,21.76412614980289,89.5297181372549,1610612753,91,81,2021-03-21T21:19:27Z,4900000,-198.0,152.0,1,left,J. Ennis III 24' 3PT  (16 PTS) (E. Fournier 2 AST),"[203516, 203095]",1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,24.94,Made,,,,,,,16.0,E. Fournier,203095.0,2.0,,,,,,,,
498,PT09M55.00S,2021-03-21T21:19:27.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,91,81,2021-03-21T21:19:27Z,4920000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT09M55.00S,2021-03-21T21:20:57.9Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,91,81,2021-03-21T21:27:14Z,4925000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
533,PT09M55.00S,2021-03-21T21:20:57.9Z,4,REGULAR,substitution,in,[],1628464,,,1610612738,91,81,2021-03-21T21:27:14Z,4927500,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
499,PT09M38.00S,2021-03-21T21:22:28.8Z,4,REGULAR,2pt,Jump Shot,[],1628369,81.8659658344284,66.75857843137256,1610612738,91,81,2021-03-21T21:22:37Z,4930000,84.0,118.0,1,right,MISS J. Tatum 14' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,14.47,Missed,,,,,,,,,,,,,,,,,,
500,PT09M36.00S,2021-03-21T21:22:30.8Z,4,REGULAR,rebound,defensive,[],202696,,,1610612753,91,81,2021-03-21T21:22:37Z,4940000,,,0,,N. Vucevic REBOUND (Off:1 Def:10),[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,499.0,11.0,10.0,1.0,,,,,,,,,,,,,,
501,PT09M27.00S,2021-03-21T21:22:40.0Z,4,REGULAR,2pt,Jump Shot,[],203095,26.231931668856767,31.686580882352942,1610612753,91,83,2021-03-21T21:22:47Z,4950000,92.0,194.0,1,left,E. Fournier 21' Jump Shot (14 PTS),[203095],1610612753.0,ORL,,,,Fournier,E. Fournier,,,,,21.46,Made,,,,,,,14.0,,,,,,,,,,,
502,PT09M15.00S,2021-03-21T21:22:52.3Z,4,REGULAR,3pt,Jump Shot,[],1630202,91.45860709592641,4.258578431372549,1610612738,91,83,2021-03-21T21:23:00Z,4960000,-229.0,28.0,1,right,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,
503,PT09M13.00S,2021-03-21T21:22:54.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,91,83,2021-03-21T21:23:00Z,4970000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,502.0,,,,,,,,,,,,,,,,,
504,PT09M13.00S,2021-03-21T21:23:00.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,91,83,2021-03-21T21:23:00Z,4980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT09M13.00S,2021-03-21T21:23:01.2Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,91,83,2021-03-21T21:27:39Z,4985000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
539,PT09M13.00S,2021-03-21T21:23:01.2Z,4,REGULAR,substitution,in,[],202689,,,1610612738,91,83,2021-03-21T21:27:39Z,4987500,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
507,PT09M06.00S,2021-03-21T21:23:25.5Z,4,REGULAR,turnover,bad pass,[],1628464,,,1610612738,91,83,2021-03-21T21:23:34Z,5010000,,,0,,D. Theis bad pass TURNOVER (2 TO),"[1628464, 203095]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,2.0,Fournier,203095.0,,,,,
508,PT09M06.00S,2021-03-21T21:23:25.5Z,4,REGULAR,steal,,[],203095,,,1610612753,91,83,2021-03-21T21:23:28Z,5020000,,,0,,E. Fournier STEAL (2 STL),[203095],1610612753.0,ORL,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
522,PT09M04.00S,2021-03-21T21:23:33.4Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203095,30.831143232588698,35.36305147058824,1610612753,91,83,2021-03-21T21:25:46Z,5025000,73.0,237.0,1,left,MISS E. Fournier 24' pullup 3PT,[203095],1610612753.0,ORL,pullup,,,Fournier,E. Fournier,,,,,24.83,Missed,,,,,,,,,,,,,,,,,,
523,PT09M02.00S,2021-03-21T21:23:35.4Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,91,83,2021-03-21T21:25:46Z,5027500,,,0,,D. Theis REBOUND (Off:2 Def:9),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,522.0,11.0,9.0,2.0,,,,,,,,,,,,,,
511,PT08M50.00S,2021-03-21T21:23:41.3Z,4,REGULAR,2pt,Jump Shot,[],1628464,78.26872536136662,70.65716911764706,1610612738,93,83,2021-03-21T21:24:11Z,5030000,103.0,152.0,1,right,D. Theis 18' Jump Shot (11 PTS) (K. Walker 4 AST),"[1628464, 202689]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,18.36,Made,,,,,,,11.0,K. Walker,202689.0,4.0,,,,,,,,
513,PT08M32.00S,2021-03-21T21:24:32.9Z,4,REGULAR,jumpball,recovered,[],203095,,,1610612753,93,83,2021-03-21T21:24:33Z,5050000,,,0,,Jump Ball A. Gordon vs. D. Theis: Tip to E. Fournier,"[203095, 203932, 1628464]",1610612753.0,ORL,heldball,E. Fournier,203095.0,Fournier,E. Fournier,Gordon,203932.0,Theis,1628464.0,,,,,,,,,,,,,,,,,,,,
516,PT08M29.00S,2021-03-21T21:24:36.3Z,4,REGULAR,3pt,Jump Shot,[],203095,32.802233902759525,39.5297181372549,1610612753,93,83,2021-03-21T21:24:43Z,5080000,52.0,256.0,1,left,MISS E. Fournier 26' 3PT,[203095],1610612753.0,ORL,,,,Fournier,E. Fournier,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,
517,PT08M26.00S,2021-03-21T21:24:39.3Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,93,83,2021-03-21T21:24:43Z,5090000,,,0,,K. Walker REBOUND (Off:0 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,516.0,4.0,4.0,0.0,,,,,,,,,,,,,,
518,PT08M16.00S,2021-03-21T21:24:50.7Z,4,REGULAR,foul,personal,['2freethrow'],203932,,,1610612738,93,83,2021-03-21T21:25:09Z,5100000,,,0,,A. Gordon shooting personal FOUL (2 PF) (Tatum 2 FT),"[203932, 1628369]",1610612753.0,ORL,shooting,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,203593.0,2.0,0.0,Tatum,1628369.0
520,PT08M16.00S,2021-03-21T21:25:21.2Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,94,83,2021-03-21T21:25:21Z,5120000,,,0,,J. Tatum Free Throw 1 of 2 (20 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,20.0,,,,,,,,,,,
521,PT08M16.00S,2021-03-21T21:25:42.2Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,95,83,2021-03-21T21:25:42Z,5130000,,,0,,J. Tatum Free Throw 2 of 2 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,21.0,,,,,,,,,,,
524,PT07M57.00S,2021-03-21T21:26:02.4Z,4,REGULAR,2pt,Jump Shot,[],202329,27.071698423127465,51.98759191176471,1610612753,95,85,2021-03-21T21:26:10Z,5140000,-10.0,202.0,1,left,A. Aminu 20' Jump Shot (3 PTS) (A. Gordon 4 AST),"[202329, 203932]",1610612753.0,ORL,,,,Aminu,A. Aminu,,,,,20.22,Made,,,,,,,3.0,A. Gordon,203932.0,4.0,,,,,,,,
525,PT07M48.00S,2021-03-21T21:26:19.0Z,4,REGULAR,foul,personal,[],203095,,,1610612738,95,85,2021-03-21T21:26:29Z,5150000,,,0,,E. Fournier personal FOUL (1 PF),"[203095, 202689]",1610612753.0,ORL,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Walker,202689.0
528,PT07M48.00S,2021-03-21T21:26:40.8Z,4,REGULAR,substitution,out,[],202689,,,1610612738,95,85,2021-03-21T21:26:44Z,5170000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
529,PT07M48.00S,2021-03-21T21:26:40.8Z,4,REGULAR,substitution,in,[],203935,,,1610612738,95,85,2021-03-21T21:26:44Z,5180000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
530,PT07M41.00S,2021-03-21T21:27:00.1Z,4,REGULAR,3pt,Jump Shot,[],1627759,66.17936925098554,68.45128676470588,1610612738,98,85,2021-03-21T21:27:51Z,5190000,92.0,265.0,1,right,J. Brown 28' 3PT  (28 PTS) (M. Smart 7 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,28.1,Made,,,,,,,28.0,M. Smart,203935.0,7.0,,,,,,,,
534,PT07M24.00S,2021-03-21T21:27:19.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202696,15.193823915900131,36.09834558823529,1610612753,98,85,2021-03-21T21:27:57Z,5210000,70.0,90.0,1,left,MISS N. Vucevic 11' Hook,[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,11.39,Missed,,,,,,,,,,,,,,,,,,
535,PT07M22.00S,2021-03-21T21:27:21.3Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,98,85,2021-03-21T21:27:57Z,5220000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,534.0,4.0,3.0,1.0,,,,,,,,,,,,,,
536,PT07M10.00S,2021-03-21T21:27:31.3Z,4,REGULAR,3pt,Jump Shot,[],1628369,69.99014454664915,20.902267156862745,1610612738,98,85,2021-03-21T21:28:02Z,5230000,-145.0,230.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.18,Missed,,,,,,,,,,,,,,,,,,
537,PT07M08.00S,2021-03-21T21:27:33.3Z,4,REGULAR,rebound,defensive,[],203932,,,1610612753,98,85,2021-03-21T21:28:02Z,5240000,,,0,,A. Gordon REBOUND (Off:1 Def:5),[203932],1610612753.0,ORL,,,,Gordon,A. Gordon,,,,,,,536.0,6.0,5.0,1.0,,,,,,,,,,,,,,
540,PT07M02.00S,2021-03-21T21:27:39.1Z,4,REGULAR,3pt,Jump Shot,[],203932,31.35676741130092,63.794424019607845,1610612753,98,85,2021-03-21T21:28:07Z,5250000,-69.0,242.0,1,left,MISS A. Gordon 25' 3PT,[203932],1610612753.0,ORL,,,,Gordon,A. Gordon,,,,,25.19,Missed,,,,,,,,,,,,,,,,,,
541,PT07M00.00S,2021-03-21T21:27:42.0Z,4,REGULAR,rebound,offensive,[],202696,,,1610612753,98,85,2021-03-21T21:27:42Z,5260000,,,0,,N. Vucevic REBOUND (Off:2 Def:10),[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,540.0,12.0,10.0,2.0,,,,,,,,,,,,,,
542,PT06M54.00S,2021-03-21T21:27:47.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203095,24.52365308804205,84.1375612745098,1610612753,98,85,2021-03-21T21:28:13Z,5270000,-171.0,178.0,1,left,MISS E. Fournier 24' 3PT,[203095],1610612753.0,ORL,,,,Fournier,E. Fournier,,,,,24.66,Missed,,,,,,,,,,,,,,,,,,
543,PT06M52.00S,2021-03-21T21:27:49.5Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,98,85,2021-03-21T21:28:13Z,5280000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,542.0,3.0,3.0,0.0,,,,,,,,,,,,,,
544,PT06M48.00S,2021-03-21T21:27:53.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628369,92.59198423127464,49.57873774509804,1610612738,100,85,2021-03-21T21:28:27Z,5290000,-2.0,17.0,1,right,J. Tatum running alley-oop DUNK (23 PTS) (J. Brown 2 AST),"[1628369, 1627759]",1610612738.0,BOS,running alley-oop,,,Tatum,J. Tatum,,,,,1.72,Made,,,,,,,23.0,J. Brown,1627759.0,2.0,,,,,,,,
546,PT06M48.00S,2021-03-21T21:27:59.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,100,85,2021-03-21T21:27:59Z,5310000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT06M48.00S,2021-03-21T21:30:30.1Z,4,REGULAR,substitution,out,[],1628369,,,1610612753,100,85,2021-03-21T21:30:42Z,5320000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
548,PT06M48.00S,2021-03-21T21:30:30.1Z,4,REGULAR,substitution,in,[],1629684,,,1610612753,100,85,2021-03-21T21:30:42Z,5330000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
