actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
174,PT10M33.00S,2021-02-13T01:40:38.7Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612738,28,27,2021-02-13T01:40:45Z,1690000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,173.0,1.0,1.0,0.0,,,,,,,,,,
175,PT10M21.00S,2021-02-13T01:40:50.3Z,2,REGULAR,3pt,Jump Shot,[],201952,73.01248357424441,84.1375612745098,1610612738,28,27,2021-02-13T01:41:00Z,1700000,171.0,201.0,1,right,MISS J. Teague 26' step back 3PT,[201952],1610612738.0,BOS,step back,,,Teague,J. Teague,,,,,26.39,Missed,,,,,,,,,,,,,,,,,,
176,PT10M19.00S,2021-02-13T01:40:52.3Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612765,28,27,2021-02-13T01:41:00Z,1710000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:1),[1628372],1610612765.0,DET,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,,
177,PT10M12.00S,2021-02-13T01:40:59.7Z,2,REGULAR,3pt,Jump Shot,[],1629004,20.05584756898817,90.75520833333334,1610612765,28,27,2021-02-13T01:41:07Z,1720000,-204.0,136.0,1,left,MISS S. Mykhailiuk 24' 3PT,[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,24.5,Missed,,,,,,,,,,,,,,,,,,
178,PT10M10.00S,2021-02-13T01:41:01.7Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612738,28,27,2021-02-13T01:41:07Z,1730000,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,177.0,2.0,2.0,0.0,,,,,,,,,,
179,PT09M56.00S,2021-02-13T01:41:15.7Z,2,REGULAR,2pt,Jump Shot,[],1628369,85.67674113009198,27.692248774509803,1610612738,30,27,2021-02-13T01:41:23Z,1740000,-112.0,82.0,1,right,J. Tatum 13' fadeaway Jump Shot (7 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,13.85,Made,7.0,,,,,,,,,,,,,,,,,
180,PT09M40.00S,2021-02-13T01:41:31.2Z,2,REGULAR,3pt,Jump Shot,[],203924,26.357178055190538,15.533088235294118,1610612765,30,27,2021-02-13T01:41:40Z,1750000,172.0,195.0,1,left,MISS J. Grant 26' 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,26.04,Missed,,,,,,,,,,,,,,,,,,
181,PT09M38.00S,2021-02-13T01:41:33.2Z,2,REGULAR,rebound,offensive,[],1628372,,,1610612765,30,27,2021-02-13T01:41:40Z,1760000,,,0,,D. Smith Jr. REBOUND (Off:1 Def:1),[1628372],1610612765.0,DET,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,180.0,2.0,1.0,1.0,,,,,,,,,,
182,PT09M29.00S,2021-02-13T01:41:43.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630180,19.793035479632064,49.08854166666667,1610612765,30,27,2021-02-13T01:41:50Z,1770000,5.0,134.0,1,left,MISS S. Bey 13' turnaround Shot,[1630180],1610612765.0,DET,turnaround,,,Bey,S. Bey,,,,,13.37,Missed,,,,,,,,,,,,,,,,,,
183,PT09M27.00S,2021-02-13T01:41:45.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,30,27,2021-02-13T01:41:50Z,1780000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,182.0,5.0,5.0,0.0,,,,,,,,,,
184,PT09M09.00S,2021-02-13T01:42:02.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202684,87.59855453350855,54.23560049019608,1610612738,30,27,2021-02-13T01:42:13Z,1790000,21.0,64.0,1,right,MISS T. Thompson 6' turnaround Hook,[202684],1610612738.0,BOS,turnaround,,,Thompson,T. Thompson,,,,,6.75,Missed,,,,,,,,,,,,,,,,,,
185,PT09M07.00S,2021-02-13T01:42:04.6Z,2,REGULAR,rebound,defensive,[],1628367,,,1610612765,30,27,2021-02-13T01:42:13Z,1800000,,,0,,J. Jackson REBOUND (Off:0 Def:3),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,184.0,3.0,3.0,0.0,,,,,,,,,,
186,PT08M56.00S,2021-02-13T01:42:15.5Z,2,REGULAR,3pt,Jump Shot,[],1628367,23.47240473061761,86.09834558823529,1610612765,30,27,2021-02-13T01:42:23Z,1810000,-180.0,168.0,1,left,MISS J. Jackson 24' 3PT,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,24.67,Missed,,,,,,,,,,,,,,,,,,
187,PT08M53.00S,2021-02-13T01:42:18.5Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612738,30,27,2021-02-13T01:42:23Z,1820000,,,0,,J. Green REBOUND (Off:0 Def:3),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,186.0,3.0,3.0,0.0,,,,,,,,,,
188,PT08M32.00S,2021-02-13T01:42:39.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201952,82.60512483574244,40.01991421568628,1610612738,30,27,2021-02-13T01:42:46Z,1830000,-50.0,111.0,1,right,MISS J. Teague 12' floating Shot,[201952],1610612738.0,BOS,floating,,,Teague,J. Teague,,,,,12.17,Missed,,,,,,,,,,,,,,,,,,
189,PT08M30.00S,2021-02-13T01:42:41.7Z,2,REGULAR,rebound,defensive,[],203924,,,1610612765,30,27,2021-02-13T01:42:46Z,1840000,,,0,,J. Grant REBOUND (Off:0 Def:2),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,188.0,2.0,2.0,0.0,,,,,,,,,,
190,PT08M17.00S,2021-02-13T01:43:00.8Z,2,REGULAR,foul,technical,['1freethrow'],201952,,,1610612765,30,27,2021-02-13T01:43:31Z,1850000,,,0,,J. Teague defensive-3-second technical FOUL (1 Tech),[201952],1610612738.0,BOS,defensive-3-second,,,Teague,J. Teague,,,,,,,,,,,,,,,1627529.0,0.0,1.0,,,,,,,
191,PT08M17.00S,2021-02-13T01:43:17.1Z,2,REGULAR,freethrow,1 of 1,[],203924,,,1610612765,30,28,2021-02-13T01:43:17Z,1860000,,,0,,J. Grant technical Free Throw 1 of 1 (6 PTS),[203924],1610612765.0,DET,technical,,,Grant,J. Grant,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
192,PT08M17.00S,2021-02-13T01:43:18.1Z,2,REGULAR,substitution,out,[],202684,,,1610612765,30,28,2021-02-13T01:43:23Z,1870000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M17.00S,2021-02-13T01:43:18.1Z,2,REGULAR,substitution,in,[],1628464,,,1610612765,30,28,2021-02-13T01:43:23Z,1880000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M17.00S,2021-02-13T01:43:18.1Z,2,REGULAR,substitution,out,[],1628367,,,1610612765,30,28,2021-02-13T01:44:13Z,1885000,,,0,,SUB out: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M17.00S,2021-02-13T01:43:18.1Z,2,REGULAR,substitution,in,[],1630191,,,1610612765,30,28,2021-02-13T01:44:13Z,1887500,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M09.00S,2021-02-13T01:43:40.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629004,8.672798948751643,59.65073529411765,1610612765,30,28,2021-02-13T01:43:53Z,1890000,-48.0,29.0,1,left,MISS S. Mykhailiuk driving Layup,[1629004],1610612765.0,DET,driving,,,Mykhailiuk,S. Mykhailiuk,,,,,5.63,Missed,,,,,,,,,,,,,,,,,,
195,PT08M08.00S,2021-02-13T01:43:41.3Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,30,28,2021-02-13T01:43:53Z,1900000,,,0,,I. Stewart REBOUND (Off:1 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,194.0,1.0,0.0,1.0,,,,,,,,,,
196,PT08M08.00S,2021-02-13T01:43:45.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,5.590000152587891,50.0,1610612765,30,28,2021-02-13T01:43:45Z,1910000,0.0,0.0,1,left,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
197,PT08M08.00S,2021-02-13T01:43:47.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,30,28,2021-02-13T01:43:47Z,1920000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,196.0,,,,,,,,,,,,,
198,PT08M08.00S,2021-02-13T01:43:49.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,30,28,2021-02-13T01:43:49Z,1930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M05.00S,2021-02-13T01:44:03.6Z,2,REGULAR,foul,personal,['2freethrow'],1629004,,,1610612738,30,28,2021-02-13T01:44:08Z,1940000,,,0,,S. Mykhailiuk shooting personal FOUL (1 PF) (Green 2 FT),"[1629004, 1629750]",1610612765.0,DET,shooting,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,1155.0,1.0,0.0,Green,1629750.0,,,,,
203,PT08M05.00S,2021-02-13T01:44:20.4Z,2,REGULAR,freethrow,1 of 2,[],1629750,,,1610612738,30,28,2021-02-13T01:44:20Z,1960000,,,0,,MISS J. Green Free Throw 1 of 2,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,
204,PT08M05.00S,2021-02-13T01:44:20.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,30,28,2021-02-13T01:44:20Z,1970000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,203.0,,,,,,,,,,,,,
205,PT08M05.00S,2021-02-13T01:44:37.3Z,2,REGULAR,freethrow,2 of 2,[],1629750,,,1610612738,31,28,2021-02-13T01:44:37Z,1980000,,,0,,J. Green Free Throw 2 of 2 (3 PTS),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
206,PT07M51.00S,2021-02-13T01:44:54.7Z,2,REGULAR,3pt,Jump Shot,[],203924,25.57490144546649,81.93167892156863,1610612765,31,31,2021-02-13T01:44:59Z,1990000,-160.0,188.0,1,left,J. Grant 24' 3PT  (9 PTS) (I. Stewart 1 AST),"[203924, 1630191]",1610612765.0,DET,,,,Grant,J. Grant,,,,,24.66,Made,9.0,I. Stewart,1630191.0,1.0,,,,,,,,,,,,,,
208,PT07M34.00S,2021-02-13T01:45:10.9Z,2,REGULAR,3pt,Jump Shot,[],1628369,67.29837385019711,49.356617647058826,1610612738,31,31,2021-02-13T01:45:20Z,2010000,-3.0,255.0,1,right,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,
209,PT07M32.00S,2021-02-13T01:45:12.9Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,31,31,2021-02-13T01:45:20Z,2020000,,,0,,S. Bey REBOUND (Off:1 Def:4),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,208.0,5.0,4.0,1.0,,,,,,,,,,
210,PT07M18.00S,2021-02-13T01:45:27.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203924,6.1268068331143235,56.44148284313726,1610612765,31,33,2021-02-13T01:45:33Z,2030000,-32.0,5.0,1,left,J. Grant driving Layup (11 PTS) (D. Smith Jr. 2 AST),"[203924, 1628372]",1610612765.0,DET,driving,,,Grant,J. Grant,,,,,3.26,Made,11.0,D. Smith Jr.,1628372.0,2.0,,,,,,,,,,,,,,
212,PT07M03.00S,2021-02-13T01:45:42.0Z,2,REGULAR,2pt,Jump Shot,[],1628369,90.48948751642575,73.59834558823529,1610612738,31,33,2021-02-13T01:46:03Z,2050000,118.0,37.0,1,right,MISS J. Tatum 12' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,12.36,Missed,,,,,,,,,,,,,,,,,,
213,PT07M01.00S,2021-02-13T01:45:44.0Z,2,REGULAR,rebound,offensive,[],1629750,,,1610612738,31,33,2021-02-13T01:46:03Z,2060000,,,0,,J. Green REBOUND (Off:1 Def:3),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,212.0,4.0,3.0,1.0,,,,,,,,,,
214,PT07M00.00S,2021-02-13T01:45:45.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629750,94.40999984741211,50.0,1610612738,33,33,2021-02-13T01:45:45Z,2070000,0.0,0.0,1,right,J. Green tip Layup (5 PTS),[1629750],1610612738.0,BOS,tip,,,Green,J. Green,,,,,0.0,Made,5.0,,,,,,,,,,,,,,,,,
215,PT06M56.00S,2021-02-13T01:45:50.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630180,5.863994743758213,49.333639705882355,1610612765,33,35,2021-02-13T01:46:15Z,2080000,3.0,3.0,1,left,S. Bey running DUNK (7 PTS) (D. Smith Jr. 3 AST),"[1630180, 1628372]",1610612765.0,DET,running,,,Bey,S. Bey,,,,,0.42,Made,7.0,D. Smith Jr.,1628372.0,3.0,,,,,,,,,,,,,,
217,PT06M56.00S,2021-02-13T01:45:56.1Z,2,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612765,33,35,2021-02-13T01:46:02Z,2100000,,,0,,G. Williams shooting personal FOUL (1 PF) (Bey 1 FT),"[1629684, 1630180]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,1155.0,1.0,0.0,Bey,1630180.0,,,,,
219,PT06M56.00S,2021-02-13T01:46:04.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,33,35,2021-02-13T01:46:05Z,2120000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M56.00S,2021-02-13T01:48:26.1Z,2,REGULAR,substitution,out,[],1629750,,,1610612765,33,35,2021-02-13T01:49:00Z,2130000,,,0,,SUB out: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M56.00S,2021-02-13T01:48:26.1Z,2,REGULAR,substitution,out,[],1628369,,,1610612765,33,35,2021-02-13T01:49:00Z,2140000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M56.00S,2021-02-13T01:48:26.1Z,2,REGULAR,substitution,out,[],1629684,,,1610612765,33,35,2021-02-13T01:49:00Z,2150000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M56.00S,2021-02-13T01:48:26.1Z,2,REGULAR,substitution,out,[],203924,,,1610612765,33,35,2021-02-13T01:49:00Z,2160000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M56.00S,2021-02-13T01:48:26.1Z,2,REGULAR,substitution,in,[],1630202,,,1610612765,33,35,2021-02-13T01:49:00Z,2170000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M56.00S,2021-02-13T01:48:26.1Z,2,REGULAR,substitution,in,[],1627759,,,1610612765,33,35,2021-02-13T01:49:00Z,2180000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M56.00S,2021-02-13T01:48:26.1Z,2,REGULAR,substitution,in,[],1628400,,,1610612765,33,35,2021-02-13T01:49:00Z,2190000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M56.00S,2021-02-13T01:48:26.1Z,2,REGULAR,substitution,in,[],201933,,,1610612765,33,35,2021-02-13T01:49:00Z,2200000,,,0,,SUB in: B. Griffin,[201933],1610612765.0,DET,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M56.00S,2021-02-13T01:49:02.7Z,2,REGULAR,freethrow,1 of 1,[],1630180,,,1610612765,33,36,2021-02-13T01:49:02Z,2210000,,,0,,S. Bey Free Throw 1 of 1 (8 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
229,PT06M32.00S,2021-02-13T01:49:26.8Z,2,REGULAR,3pt,Jump Shot,[],1630202,65.65374507227332,28.010110294117645,1610612738,33,36,2021-02-13T01:49:35Z,2220000,-110.0,270.0,1,right,MISS P. Pritchard 29' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,29.19,Missed,,,,,,,,,,,,,,,,,,
230,PT06M30.00S,2021-02-13T01:49:28.8Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,33,36,2021-02-13T01:49:35Z,2230000,,,0,,I. Stewart REBOUND (Off:1 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,229.0,2.0,1.0,1.0,,,,,,,,,,
231,PT06M20.00S,2021-02-13T01:49:38.8Z,2,REGULAR,turnover,lost ball,[],1628372,,,1610612765,33,36,2021-02-13T01:49:46Z,2240000,,,0,,D. Smith Jr. lost ball TURNOVER (1 TO),"[1628372, 1628400]",1610612765.0,DET,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,1.0,Ojeleye,1628400.0
232,PT06M20.00S,2021-02-13T01:49:38.8Z,2,REGULAR,steal,,[],1628400,,,1610612738,33,36,2021-02-13T01:49:42Z,2250000,,,0,,S. Ojeleye STEAL (2 STL),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M07.00S,2021-02-13T01:49:51.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627759,92.64126149802891,39.135263480392155,1610612738,35,36,2021-02-13T01:50:01Z,2260000,-54.0,17.0,1,right,J. Brown driving bank Hook (11 PTS),[1627759],1610612738.0,BOS,driving bank,,,Brown,J. Brown,,,,,5.68,Made,11.0,,,,,,,,,,,,,,,,,
234,PT05M44.00S,2021-02-13T01:50:14.7Z,2,REGULAR,3pt,Jump Shot,[],201933,18.610381077529567,92.71599264705883,1610612765,35,36,2021-02-13T01:50:30Z,2270000,-214.0,122.0,1,left,MISS B. Griffin 24' 3PT,[201933],1610612765.0,DET,,,,Griffin,B. Griffin,,,,,24.62,Missed,,,,,,,,,,,,,,,,,,
235,PT05M42.00S,2021-02-13T01:50:17.2Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,35,36,2021-02-13T01:50:17Z,2280000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,234.0,1.0,1.0,0.0,,,,,,,,,,
236,PT05M37.00S,2021-02-13T01:50:22.0Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,35,36,2021-02-13T01:50:32Z,2290000,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 1629004]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,1.0,Mykhailiuk,1629004.0
237,PT05M37.00S,2021-02-13T01:50:22.0Z,2,REGULAR,steal,,[],1629004,,,1610612765,35,36,2021-02-13T02:09:05Z,2300000,,,0,,S. Mykhailiuk STEAL (1 STL),[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M30.00S,2021-02-13T01:50:28.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630180,23.078186596583443,12.323835784313726,1610612765,35,39,2021-02-13T01:50:35Z,2310000,188.0,164.0,1,left,S. Bey 25' 3PT  (11 PTS) (D. Smith Jr. 4 AST),"[1630180, 1628372]",1610612765.0,DET,,,,Bey,S. Bey,,,,,25.0,Made,11.0,D. Smith Jr.,1628372.0,4.0,,,,,,,,,,,,,,
240,PT05M12.00S,2021-02-13T01:50:46.0Z,2,REGULAR,2pt,Jump Shot,[],1628464,80.15768725361366,33.74310661764706,1610612738,35,39,2021-02-13T01:50:53Z,2330000,-81.0,134.0,1,right,MISS D. Theis 15' Jump Shot,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,15.67,Missed,,,,,,,,,,,,,,,,,,
241,PT05M10.00S,2021-02-13T01:50:48.0Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,35,39,2021-02-13T01:50:53Z,2340000,,,0,,S. Bey REBOUND (Off:1 Def:5),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,240.0,6.0,5.0,1.0,,,,,,,,,,
242,PT04M57.00S,2021-02-13T01:51:01.8Z,2,REGULAR,3pt,Jump Shot,[],1630180,23.99802890932983,84.1375612745098,1610612765,35,42,2021-02-13T01:51:07Z,2350000,-171.0,173.0,1,left,S. Bey 24' 3PT  (14 PTS) (D. Smith Jr. 5 AST),"[1630180, 1628372]",1610612765.0,DET,,,,Bey,S. Bey,,,,,24.31,Made,14.0,D. Smith Jr.,1628372.0,5.0,,,,,,,,,,,,,,
244,PT04M41.00S,2021-02-13T01:51:17.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,81.15965834428384,44.43167892156863,1610612738,37,42,2021-02-13T01:51:38Z,2370000,-28.0,125.0,1,right,J. Brown 12' Jump Shot (13 PTS) (P. Pritchard 1 AST),"[1627759, 1630202]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,12.77,Made,13.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,
246,PT04M20.00S,2021-02-13T01:51:38.0Z,2,REGULAR,2pt,Jump Shot,[],1628372,24.254681340341655,22.64093137254902,1610612765,37,42,2021-02-13T01:52:10Z,2390000,137.0,175.0,1,left,MISS D. Smith Jr. 22' Jump Shot,[1628372],1610612765.0,DET,,,,Smith Jr.,D. Smith Jr.,,,,,22.25,Missed,,,,,,,,,,,,,,,,,,
247,PT04M18.00S,2021-02-13T01:51:40.0Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,37,42,2021-02-13T01:51:46Z,2400000,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,246.0,2.0,2.0,0.0,,,,,,,,,,
248,PT04M11.00S,2021-02-13T01:51:50.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,37,42,2021-02-13T01:51:50Z,2410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M11.00S,2021-02-13T01:51:52.0Z,2,REGULAR,substitution,out,[],201952,,,1610612738,37,42,2021-02-13T01:52:02Z,2420000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M11.00S,2021-02-13T01:51:52.0Z,2,REGULAR,substitution,out,[],1628372,,,1610612738,37,42,2021-02-13T01:52:02Z,2430000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612765.0,DET,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M11.00S,2021-02-13T01:51:52.0Z,2,REGULAR,substitution,out,[],1629004,,,1610612738,37,42,2021-02-13T01:52:02Z,2440000,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M11.00S,2021-02-13T01:51:52.0Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,37,42,2021-02-13T01:52:02Z,2450000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M11.00S,2021-02-13T01:51:52.0Z,2,REGULAR,substitution,in,[],201961,,,1610612738,37,42,2021-02-13T01:52:02Z,2460000,,,0,,SUB in: W. Ellington,[201961],1610612765.0,DET,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M11.00S,2021-02-13T01:51:52.0Z,2,REGULAR,substitution,in,[],1626153,,,1610612738,37,42,2021-02-13T01:52:02Z,2470000,,,0,,SUB in: D. Wright,[1626153],1610612765.0,DET,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
255,PT03M58.00S,2021-02-13T01:52:19.7Z,2,REGULAR,2pt,Jump Shot,[],1628369,89.7503285151117,23.621323529411764,1610612738,37,42,2021-02-13T01:52:28Z,2480000,-132.0,44.0,1,right,MISS J. Tatum 13' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,13.9,Missed,,,,,,,,,,,,,,,,,,
256,PT03M56.00S,2021-02-13T01:52:21.7Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,37,42,2021-02-13T01:52:28Z,2490000,,,0,,S. Bey REBOUND (Off:1 Def:6),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,255.0,7.0,6.0,1.0,,,,,,,,,,
257,PT03M37.00S,2021-02-13T01:52:41.0Z,2,REGULAR,3pt,Jump Shot,[],1630180,22.421156373193167,87.8140318627451,1610612765,37,45,2021-02-13T01:52:47Z,2500000,-189.0,158.0,1,left,S. Bey 24' 3PT  (17 PTS) (B. Griffin 4 AST),"[1630180, 201933]",1610612765.0,DET,,,,Bey,S. Bey,,,,,24.66,Made,17.0,B. Griffin,201933.0,4.0,,,,,,,,,,,,,,
259,PT03M16.00S,2021-02-13T01:53:02.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.59198423127464,55.70618872549019,1610612738,37,45,2021-02-13T01:53:13Z,2520000,29.0,17.0,1,right,MISS J. Brown driving finger roll Layup,[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,3.32,Missed,,,,,,,,,,,,,,,,,,
