actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
532,PT08M55.00S,2021-04-24T01:31:09.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,3.1044678055190538,96.14736519607843,1610612738,94,79,2021-04-24T01:31:20Z,5220000,-231.0,-23.0,1,left,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,23.19,Missed,,,,,,,,,,,,,,,,
533,PT08M52.00S,2021-04-24T01:31:12.6Z,4,REGULAR,rebound,defensive,[],201933,,,1610612751,94,79,2021-04-24T01:31:20Z,5230000,,,0,,B. Griffin REBOUND (Off:1 Def:3),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,532.0,4.0,3.0,1.0,,,,,,,,
534,PT08M33.00S,2021-04-24T01:31:31.6Z,4,REGULAR,3pt,Jump Shot,[],201933,71.96123521681997,21.637561274509803,1610612751,94,79,2021-04-24T01:31:36Z,5240000,-142.0,211.0,1,right,MISS B. Griffin 25' 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,25.43,Missed,,,,,,,,,,,,,,,,
535,PT08M30.00S,2021-04-24T01:31:34.6Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,94,79,2021-04-24T01:31:36Z,5250000,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,534.0,2.0,2.0,0.0,,,,,,,,
536,PT08M26.00S,2021-04-24T01:31:41.4Z,4,REGULAR,foul,personal,[],1629013,,,1610612738,94,79,2021-04-24T01:32:59Z,5260000,,,0,,L. Shamet personal FOUL (2 PF),"[1629013, 1628369]",1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,201640.0,2.0,0.0,Tatum,1628369.0,
538,PT08M26.00S,2021-04-24T01:31:56.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,94,79,2021-04-24T01:31:56Z,5280000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT08M26.00S,2021-04-24T01:32:02.8Z,4,REGULAR,substitution,out,[],201933,,,1610612738,94,79,2021-04-24T01:34:59Z,5290000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT08M26.00S,2021-04-24T01:32:02.8Z,4,REGULAR,substitution,out,[],1629013,,,1610612738,94,79,2021-04-24T01:34:59Z,5300000,,,0,,SUB out: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT08M26.00S,2021-04-24T01:32:02.8Z,4,REGULAR,substitution,out,[],202684,,,1610612738,94,79,2021-04-24T01:34:59Z,5310000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT08M26.00S,2021-04-24T01:32:02.8Z,4,REGULAR,substitution,in,[],202681,,,1610612738,94,79,2021-04-24T01:34:59Z,5320000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT08M26.00S,2021-04-24T01:32:02.8Z,4,REGULAR,substitution,in,[],201599,,,1610612738,94,79,2021-04-24T01:34:59Z,5330000,,,0,,SUB in: D. Jordan,[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT08M26.00S,2021-04-24T01:32:02.8Z,4,REGULAR,substitution,in,[],203953,,,1610612738,94,79,2021-04-24T01:34:59Z,5340000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT08M16.00S,2021-04-24T01:35:33.0Z,4,REGULAR,3pt,Jump Shot,[],1629035,9.937582128777924,5.46109068627451,1610612738,94,79,2021-04-24T01:35:38Z,5350000,223.0,41.0,1,left,MISS C. Edwards 3PT,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,22.64,Missed,,,,,,,,,,,,,,,,
546,PT08M12.00S,2021-04-24T01:35:37.0Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612751,94,79,2021-04-24T01:35:38Z,5360000,,,0,,B. Brown REBOUND (Off:1 Def:6),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,545.0,7.0,6.0,1.0,,,,,,,,
547,PT08M02.00S,2021-04-24T01:35:47.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202681,94.1688567674113,49.08854166666667,1610612751,94,79,2021-04-24T01:35:51Z,5370000,-5.0,2.0,1,right,MISS K. Irving driving Layup,[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,,,,0.51,Missed,,,,,,,,,,,,,,,,
548,PT07M59.00S,2021-04-24T01:35:50.0Z,4,REGULAR,rebound,defensive,[],203953,,,1610612738,94,79,2021-04-24T01:35:51Z,5380000,,,0,,J. Parker REBOUND (Off:0 Def:2),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,547.0,2.0,2.0,0.0,,,,,,,,
549,PT07M51.00S,2021-04-24T01:35:57.8Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,94,79,2021-04-24T01:36:03Z,5390000,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 201599]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,3.0,Jordan,201599.0,,,,,,,,,,,,,,,,,,
550,PT07M51.00S,2021-04-24T01:35:57.8Z,4,REGULAR,steal,,[],201599,,,1610612751,94,79,2021-04-24T01:36:00Z,5400000,,,0,,D. Jordan STEAL (1 STL),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT07M51.00S,2021-04-24T01:36:11.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628455,91.27792378449409,52.27481617647059,1610612751,94,79,2021-04-24T01:39:43Z,5407500,11.0,29.0,1,right,MISS M. James running Layup - blocked,"[1628455, 1630202]",1610612751.0,BKN,running,,,James,M. James,,,,,,,,3.16,Missed,,,,,,,,,Pritchard,1630202.0,,,,,,
559,PT07M51.00S,2021-04-24T01:36:11.5Z,4,REGULAR,block,,[],1630202,,,1610612751,94,79,2021-04-24T01:39:43Z,5411250,,,0,,P. Pritchard BLOCK (1 BLK),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT07M51.00S,2021-04-24T01:36:11.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,94,79,2021-04-24T01:39:43Z,5413125,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,558.0,,,,,,,,,,,
554,PT07M49.00S,2021-04-24T01:36:25.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,94,79,2021-04-24T01:39:43Z,5415000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT07M49.00S,2021-04-24T01:36:19.1Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612738,94,79,2021-04-24T01:39:43Z,5430000,,,0,,,[],1610612738.0,BOS,overturned,,,,,,,,,,,,,,,,,,,,,,,,201640.0,,,,,No Foul on P. Pritchard
555,PT07M47.00S,2021-04-24T01:39:42.5Z,4,REGULAR,jumpball,recovered,[],1629684,,,1610612738,94,79,2021-04-24T01:39:42Z,5450000,,,0,,Jump Ball J. Parker vs. D. Jordan: Tip to G. Williams,"[1629684, 203953, 201599]",1610612738.0,BOS,challenge,G. Williams,1629684.0,Williams,G. Williams,Parker,203953.0,Jordan,201599.0,,,,,,,,,,,,,,,,,,,,,
561,PT07M41.00S,2021-04-24T01:39:47.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.206964520367937,49.333639705882355,1610612738,94,79,2021-04-24T01:39:53Z,5480000,3.0,-4.0,1,left,MISS J. Tatum reverse Layup,[1628369],1610612738.0,BOS,reverse,,,Tatum,J. Tatum,,,,,,,,0.49,Missed,,,,,,,,,,,,,,,,
562,PT07M37.00S,2021-04-24T01:39:51.3Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612751,94,79,2021-04-24T01:39:51Z,5490000,,,0,,B. Brown REBOUND (Off:1 Def:7),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,561.0,8.0,7.0,1.0,,,,,,,,
563,PT07M34.00S,2021-04-24T01:39:54.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201599,94.30026281208936,51.049325980392155,1610612751,94,79,2021-04-24T01:40:01Z,5500000,5.0,1.0,1,right,MISS D. Jordan alley-oop DUNK,[201599],1610612751.0,BKN,alley-oop,,,Jordan,D. Jordan,,,,,,,,0.53,Missed,,,,,,,,,,,,,,,,
564,PT07M31.00S,2021-04-24T01:39:57.7Z,4,REGULAR,rebound,defensive,[],203953,,,1610612738,94,79,2021-04-24T01:40:01Z,5510000,,,0,,J. Parker REBOUND (Off:0 Def:3),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,563.0,3.0,3.0,0.0,,,,,,,,
565,PT07M29.00S,2021-04-24T01:40:03.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,94,79,2021-04-24T01:40:03Z,5520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT07M19.00S,2021-04-24T01:40:28.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203953,6.783837056504599,47.86305147058824,1610612738,94,81,2021-04-24T01:40:35Z,5530000,11.0,11.0,1,left,J. Parker cutting DUNK (2 PTS) (P. Pritchard 2 AST),"[203953, 1630202]",1610612738.0,BOS,cutting,,,Parker,J. Parker,,,,,,,,1.56,Made,2.0,P. Pritchard,1630202.0,2.0,,,,,,,,,,,,
568,PT07M04.00S,2021-04-24T01:40:42.2Z,4,REGULAR,3pt,Jump Shot,[],202681,77.21747700394218,87.56893382352942,1610612751,94,81,2021-04-24T01:40:46Z,5550000,188.0,162.0,1,right,MISS K. Irving 24' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,24.78,Missed,,,,,,,,,,,,,,,,
569,PT07M01.00S,2021-04-24T01:40:45.2Z,4,REGULAR,rebound,defensive,[],1629035,,,1610612738,94,81,2021-04-24T01:40:46Z,5560000,,,0,,C. Edwards REBOUND (Off:0 Def:2),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,568.0,2.0,2.0,0.0,,,,,,,,
570,PT06M55.00S,2021-04-24T01:40:52.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203953,17.427726675427067,40.26501225490196,1610612738,94,81,2021-04-24T01:41:08Z,5570000,49.0,111.0,1,left,MISS J. Parker 12' Jump Shot,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,12.15,Missed,,,,,,,,,,,,,,,,
571,PT06M51.00S,2021-04-24T01:40:56.0Z,4,REGULAR,rebound,defensive,[],201599,,,1610612751,94,81,2021-04-24T01:41:08Z,5580000,,,0,,D. Jordan REBOUND (Off:2 Def:9),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,570.0,11.0,9.0,2.0,,,,,,,,
572,PT06M43.00S,2021-04-24T01:41:03.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,84.97043363994744,60.36305147058824,1610612751,94,81,2021-04-24T01:41:10Z,5590000,52.0,89.0,1,right,MISS K. Irving 10' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,10.28,Missed,,,,,,,,,,,,,,,,
573,PT06M40.00S,2021-04-24T01:41:06.2Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,94,81,2021-04-24T01:41:10Z,5600000,,,0,,P. Pritchard REBOUND (Off:0 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,572.0,3.0,3.0,0.0,,,,,,,,
574,PT06M28.00S,2021-04-24T01:41:18.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,18.084756898817346,40.510110294117645,1610612738,94,81,2021-04-24T01:41:23Z,5610000,47.0,117.0,1,left,MISS P. Pritchard 12' pullup Shot - blocked,"[1630202, 201599]",1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,,,,12.67,Missed,,,,,,,,,Jordan,201599.0,,,,,,
575,PT06M28.00S,2021-04-24T01:41:18.5Z,4,REGULAR,block,,[],201599,,,1610612738,94,81,2021-04-24T01:41:21Z,5620000,,,0,,D. Jordan BLOCK (3 BLK),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT06M25.00S,2021-04-24T01:41:21.5Z,4,REGULAR,rebound,defensive,[],202681,,,1610612751,94,81,2021-04-24T01:41:23Z,5630000,,,0,,K. Irving REBOUND (Off:0 Def:7),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,574.0,7.0,7.0,0.0,,,,,,,,
577,PT06M23.00S,2021-04-24T01:41:23.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628971,95.22010512483574,52.029718137254896,1610612751,96,81,2021-04-24T01:41:38Z,5640000,10.0,-8.0,1,right,B. Brown running DUNK (13 PTS) (K. Irving 10 AST),"[1628971, 202681]",1610612751.0,BKN,running,,,Brown,B. Brown,,,,,,,,1.26,Made,13.0,K. Irving,202681.0,10.0,,,,,,,,,,,,
579,PT06M02.00S,2021-04-24T01:41:44.8Z,4,REGULAR,3pt,Jump Shot,[],1630202,27.677398160315374,21.39246323529412,1610612738,96,84,2021-04-24T01:41:51Z,5660000,143.0,208.0,1,left,P. Pritchard 25' 3PT  (16 PTS) (J. Parker 1 AST),"[1630202, 203953]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,25.22,Made,16.0,J. Parker,203953.0,1.0,,,,,,,,,,,,
581,PT05M47.00S,2021-04-24T01:42:00.0Z,4,REGULAR,2pt,Jump Shot,[],1628455,75.50919842312747,41.00030637254902,1610612751,96,84,2021-04-24T01:42:07Z,5680000,-45.0,178.0,1,right,MISS M. James 18' step back Shot,[1628455],1610612751.0,BKN,step back,,,James,M. James,,,,,,,,18.33,Missed,,,,,,,,,,,,,,,,
582,PT05M43.00S,2021-04-24T01:42:04.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,96,84,2021-04-24T01:42:07Z,5690000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,581.0,5.0,5.0,0.0,,,,,,,,
583,PT05M41.00S,2021-04-24T01:42:05.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629684,5.469776609724048,47.61795343137255,1610612738,96,84,2021-04-24T01:42:14Z,5700000,12.0,-1.0,1,left,MISS G. Williams Layup,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,1.2,Missed,,,,,,,,,,,,,,,,
584,PT05M37.00S,2021-04-24T01:42:10.0Z,4,REGULAR,rebound,defensive,[],202681,,,1610612751,96,84,2021-04-24T01:42:10Z,5710000,,,0,,K. Irving REBOUND (Off:0 Def:8),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,583.0,8.0,8.0,0.0,,,,,,,,
585,PT05M35.00S,2021-04-24T01:42:12.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628971,93.77463863337714,50.314031862745104,1610612751,98,84,2021-04-24T01:42:24Z,5720000,2.0,6.0,1,right,B. Brown running Layup (15 PTS),[1628971],1610612751.0,BKN,running,,,Brown,B. Brown,,,,,,,,0.62,Made,15.0,,,,,,,,,,,,,,,
587,PT05M18.00S,2021-04-24T01:42:28.1Z,4,REGULAR,3pt,Jump Shot,[],1629684,8.360709592641262,4.235600490196079,1610612738,98,87,2021-04-24T01:42:33Z,5740000,229.0,26.0,1,left,G. Williams 3PT  (3 PTS) (J. Tatum 3 AST),"[1629684, 1628369]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,23.03,Made,3.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,
589,PT05M02.00S,2021-04-24T01:42:44.5Z,4,REGULAR,3pt,Jump Shot,[],202681,68.15045992115637,67.9610906862745,1610612751,98,87,2021-04-24T01:42:50Z,5760000,90.0,247.0,1,right,MISS K. Irving 26' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,26.27,Missed,,,,,,,,,,,,,,,,
590,PT04M59.00S,2021-04-24T01:42:47.5Z,4,REGULAR,rebound,defensive,[],203953,,,1610612738,98,87,2021-04-24T01:42:50Z,5770000,,,0,,J. Parker REBOUND (Off:0 Def:4),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,589.0,4.0,4.0,0.0,,,,,,,,
591,PT04M50.00S,2021-04-24T01:43:00.1Z,4,REGULAR,foul,personal,[],203925,,,1610612738,98,87,2021-04-24T01:43:56Z,5780000,,,0,,J. Harris personal FOUL (1 PF),"[203925, 1628369]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Tatum,1628369.0,
593,PT04M50.00S,2021-04-24T01:43:08.9Z,4,REGULAR,substitution,out,[],203925,,,1610612738,98,87,2021-04-24T01:43:31Z,5800000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT04M50.00S,2021-04-24T01:43:08.9Z,4,REGULAR,substitution,out,[],1628455,,,1610612738,98,87,2021-04-24T01:43:31Z,5810000,,,0,,SUB out: M. James,[1628455],1610612751.0,BKN,,,,James,M. James,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT04M50.00S,2021-04-24T01:43:08.9Z,4,REGULAR,substitution,out,[],201599,,,1610612738,98,87,2021-04-24T01:43:31Z,5820000,,,0,,SUB out: D. Jordan,[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT04M50.00S,2021-04-24T01:43:08.9Z,4,REGULAR,substitution,out,[],1629035,,,1610612738,98,87,2021-04-24T01:43:31Z,5830000,,,0,,SUB out: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT04M50.00S,2021-04-24T01:43:08.9Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,98,87,2021-04-24T01:43:31Z,5840000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT04M50.00S,2021-04-24T01:43:08.9Z,4,REGULAR,substitution,in,[],201933,,,1610612738,98,87,2021-04-24T01:43:31Z,5850000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT04M50.00S,2021-04-24T01:43:08.9Z,4,REGULAR,substitution,in,[],1629013,,,1610612738,98,87,2021-04-24T01:43:31Z,5860000,,,0,,SUB in: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT04M50.00S,2021-04-24T01:43:08.9Z,4,REGULAR,substitution,in,[],201145,,,1610612738,98,87,2021-04-24T01:43:31Z,5870000,,,0,,SUB in: J. Green,[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT04M50.00S,2021-04-24T01:43:08.9Z,4,REGULAR,substitution,in,[],203095,,,1610612738,98,87,2021-04-24T01:43:31Z,5880000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT04M50.00S,2021-04-24T01:43:08.9Z,4,REGULAR,substitution,in,[],203935,,,1610612738,98,87,2021-04-24T01:43:31Z,5890000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT04M42.00S,2021-04-24T01:43:12.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.995400788436268,56.196384803921575,1610612738,98,87,2021-04-24T02:04:06Z,5895000,-31.0,4.0,1,left,MISS J. Tatum driving Layup - blocked,"[1628369, 202681]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,3.12,Missed,,,,,,,,,Irving,202681.0,,,,,,
627,PT04M42.00S,2021-04-24T01:43:12.2Z,4,REGULAR,block,,[],202681,,,1610612738,98,87,2021-04-24T01:48:31Z,5897500,,,0,,K. Irving BLOCK (1 BLK),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT04M42.00S,2021-04-24T01:43:12.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,98,87,2021-04-24T02:04:06Z,5898750,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,626.0,,,,,,,,,,,
603,PT04M42.00S,2021-04-24T01:43:54.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,98,87,2021-04-24T01:43:54Z,5900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT04M39.00S,2021-04-24T01:44:09.1Z,4,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612738,98,87,2021-04-24T01:44:22Z,5910000,,,0,,B. Brown shooting personal FOUL (5 PF) (Smart 2 FT),"[1628971, 203935]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,201640.0,5.0,0.0,Smart,203935.0,
606,PT04M39.00S,2021-04-24T01:44:35.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203935,,,1610612738,98,88,2021-04-24T01:55:56Z,5930000,,,0,,M. Smart Free Throw 1 of 2 (18 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,Made,18.0,,,,,,,,,,,,,,,
607,PT04M39.00S,2021-04-24T01:44:50.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203935,,,1610612738,98,89,2021-04-24T01:55:56Z,5940000,,,0,,M. Smart Free Throw 2 of 2 (19 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,Made,19.0,,,,,,,,,,,,,,,
608,PT04M27.00S,2021-04-24T01:45:05.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629013,80.23981603153744,45.41207107843137,1610612751,98,89,2021-04-24T01:45:10Z,5950000,-23.0,133.0,1,right,MISS L. Shamet 13' pullup Shot,[1629013],1610612751.0,BKN,pullup,,,Shamet,L. Shamet,,,,,,,,13.52,Missed,,,,,,,,,,,,,,,,
609,PT04M24.00S,2021-04-24T01:45:08.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,98,89,2021-04-24T01:45:10Z,5960000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,608.0,6.0,6.0,0.0,,,,,,,,
610,PT04M15.00S,2021-04-24T01:45:19.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,98,89,2021-04-24T01:45:19Z,5970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT04M10.00S,2021-04-24T01:45:37.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,10.726018396846255,49.82383578431372,1610612738,98,89,2021-04-24T01:55:56Z,5980000,1.0,48.0,1,left,MISS M. Smart floating Shot,[203935],1610612738.0,BOS,floating,,,Smart,M. Smart,,,,,,,,4.83,Missed,,,,,,,,,,,,,,,,
612,PT04M08.00S,2021-04-24T01:45:40.4Z,4,REGULAR,rebound,offensive,[],203953,,,1610612738,98,89,2021-04-24T01:45:40Z,5990000,,,0,,J. Parker REBOUND (Off:1 Def:4),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,611.0,5.0,4.0,1.0,,,,,,,,
613,PT04M06.00S,2021-04-24T01:45:42.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203095,5.863994743758213,4.970894607843137,1610612738,98,89,2021-04-24T01:45:48Z,6000000,225.0,3.0,1,left,MISS E. Fournier 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,22.51,Missed,,,,,,,,,,,,,,,,
614,PT04M03.00S,2021-04-24T01:45:45.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,98,89,2021-04-24T01:45:48Z,6010000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,613.0,,,,,,,,,,,
615,PT04M03.00S,2021-04-24T01:45:48.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,98,89,2021-04-24T01:45:48Z,6020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT03M59.00S,2021-04-24T01:46:03.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,35.43035479632063,77.0297181372549,1610612738,98,92,2021-04-24T01:46:22Z,6030000,-135.0,281.0,1,left,P. Pritchard 31' 3PT  (19 PTS) (J. Tatum 4 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,31.13,Made,19.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,
618,PT03M41.00S,2021-04-24T01:46:24.6Z,4,REGULAR,foul,offensive,[],201933,,,1610612751,98,92,2021-04-24T01:46:31Z,6050000,,,0,,B. Griffin offensive FOUL (2 PF),"[201933, 203935]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,201640.0,2.0,0.0,Smart,203935.0,
620,PT03M41.00S,2021-04-24T01:46:24.6Z,4,REGULAR,turnover,offensive foul,[],201933,,,1610612751,98,92,2021-04-24T01:46:24Z,6070000,,,0,,B. Griffin offensive foul TURNOVER (1 TO),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,1.0,,,,,,,,,,,,,,,201640.0,,,,,
