actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
170,PT09M57.00S,2021-05-09T17:47:48.5Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612738,25,40,2021-05-09T17:47:53Z,1700000,,,0,,A. Nesmith REBOUND (Off:1 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,169.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
171,PT09M50.00S,2021-05-09T17:47:56.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,90.75229960578186,49.333639705882355,1610612738,27,40,2021-05-09T17:48:35Z,1710000,-3.0,34.0,1,right,J. Tatum driving finger roll Layup (6 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,3.46,Made,,,,,,,,,,,,,6.0,,,,,,
172,PT09M32.00S,2021-05-09T17:48:14.1Z,2,REGULAR,2pt,Jump Shot,[],2738,22.683968462549277,67.47089460784314,1610612748,27,42,2021-05-09T17:48:20Z,1720000,-87.0,161.0,1,left,A. Iguodala 18' pullup Jump Shot (2 PTS),[2738],1610612748.0,MIA,pullup,,,Iguodala,A. Iguodala,,,,,18.29,Made,,,,,,,,,,,,,2.0,,,,,,
173,PT09M05.00S,2021-05-09T17:48:41.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,92.06636005256242,53.255208333333336,1610612738,29,42,2021-05-09T17:48:45Z,1730000,16.0,22.0,1,right,G. Williams cutting Layup (2 PTS) (R. Williams III 1 AST),"[1629684, 1629057]",1610612738.0,BOS,cutting,,,Williams,G. Williams,,,,,2.75,Made,,,,,,,,,,,,,2.0,R. Williams III,1629057.0,1.0,,,
175,PT08M45.00S,2021-05-09T17:49:00.5Z,2,REGULAR,3pt,Jump Shot,[],1629134,22.026938239159,88.79442401960785,1610612748,29,42,2021-05-09T17:49:04Z,1750000,-194.0,155.0,1,left,MISS K. Nunn 24' pullup 3PT,[1629134],1610612748.0,MIA,pullup,,,Nunn,K. Nunn,,,,,24.81,Missed,,,,,,,,,,,,,,,,,,,
176,PT08M43.00S,2021-05-09T17:49:02.5Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,29,42,2021-05-09T17:49:02Z,1760000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
177,PT08M31.00S,2021-05-09T17:49:15.1Z,2,REGULAR,2pt,Jump Shot,[],1629684,91.01511169513797,17.47089460784314,1610612738,29,42,2021-05-09T17:49:22Z,1770000,-163.0,32.0,1,right,MISS G. Williams 16' pullup Shot,[1629684],1610612738.0,BOS,pullup,,,Williams,G. Williams,,,,,16.57,Missed,,,,,,,,,,,,,,,,,,,
178,PT08M28.00S,2021-05-09T17:49:18.1Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,29,42,2021-05-09T17:49:22Z,1780000,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,177.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
179,PT08M18.00S,2021-05-09T17:49:27.7Z,2,REGULAR,3pt,Jump Shot,[],1629639,31.722240473061763,49.02726715686275,1610612748,29,45,2021-05-09T17:49:35Z,1790000,5.0,246.0,1,left,T. Herro 24' 3PT  (9 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,24.57,Made,,,,,,,,,,,,,9.0,,,,,,
180,PT08M17.00S,2021-05-09T17:49:34.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,29,45,2021-05-09T17:49:34Z,1800000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M17.00S,2021-05-09T17:52:09.6Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,29,45,2021-05-09T17:52:53Z,1810000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT08M17.00S,2021-05-09T17:52:09.6Z,2,REGULAR,substitution,out,[],1630174,,,1610612738,29,45,2021-05-09T17:52:53Z,1820000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT08M17.00S,2021-05-09T17:52:09.6Z,2,REGULAR,substitution,out,[],203473,,,1610612738,29,45,2021-05-09T17:52:53Z,1830000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M17.00S,2021-05-09T17:52:09.6Z,2,REGULAR,substitution,in,[],202689,,,1610612738,29,45,2021-05-09T17:52:53Z,1840000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M17.00S,2021-05-09T17:52:09.6Z,2,REGULAR,substitution,in,[],203935,,,1610612738,29,45,2021-05-09T17:52:53Z,1850000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M17.00S,2021-05-09T17:52:09.6Z,2,REGULAR,substitution,in,[],1628389,,,1610612738,29,45,2021-05-09T17:52:53Z,1860000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M05.00S,2021-05-09T17:53:11.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.67214191852825,52.029718137254896,1610612738,31,45,2021-05-09T17:53:15Z,1870000,10.0,26.0,1,right,J. Tatum driving finger roll Layup (8 PTS) (G. Williams 1 AST),"[1628369, 1629684]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,2.77,Made,,,,,,,,,,,,,8.0,G. Williams,1629684.0,1.0,,,
189,PT07M53.00S,2021-05-09T17:53:28.0Z,2,REGULAR,foul,personal,[],203935,,,1610612748,31,45,2021-05-09T17:53:34Z,1890000,,,0,,M. Smart personal FOUL (2 PF),"[203935, 1629639]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,1155.0,2.0,0.0,Herro,1629639.0,,,,,,,
191,PT07M42.00S,2021-05-09T17:53:56.7Z,2,REGULAR,3pt,Jump Shot,[],1629639,18.00262812089356,93.22916666666666,1610612748,31,48,2021-05-09T17:54:03Z,1910000,-216.0,117.0,1,left,T. Herro 24' 3PT  (12 PTS) (B. Adebayo 1 AST),"[1629639, 1628389]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,24.56,Made,,,,,,,,,,,,,12.0,B. Adebayo,1628389.0,1.0,,,
193,PT07M28.00S,2021-05-09T17:54:10.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,87.07293035479631,54.970894607843135,1610612738,33,48,2021-05-09T17:54:15Z,1930000,25.0,69.0,1,right,M. Smart 7' turnaround fadeaway Jump Shot (6 PTS) (R. Williams III 2 AST),"[203935, 1629057]",1610612738.0,BOS,turnaround fadeaway,,,Smart,M. Smart,,,,,7.34,Made,,,,,,,,,,,,,6.0,R. Williams III,1629057.0,2.0,,,
195,PT07M23.00S,2021-05-09T17:54:19.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201609,6.389618922470433,54.48069852941176,1610612748,33,48,2021-05-09T17:54:31Z,1950000,-22.0,8.0,1,left,MISS G. Dragic driving Layup - blocked,"[201609, 1628369]",1610612748.0,MIA,driving,,,Dragic,G. Dragic,,,,,2.37,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0,
196,PT07M23.00S,2021-05-09T17:54:19.8Z,2,REGULAR,block,,[],1628369,,,1610612748,33,48,2021-05-09T17:54:23Z,1960000,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M21.00S,2021-05-09T17:54:21.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,33,48,2021-05-09T17:54:31Z,1970000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,195.0,,,,,,,,,,,,,,,,,,
198,PT07M21.00S,2021-05-09T17:54:25.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,33,48,2021-05-09T17:54:25Z,1980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M21.00S,2021-05-09T17:54:31.2Z,2,REGULAR,substitution,out,[],201609,,,1610612748,33,48,2021-05-09T17:54:39Z,1990000,,,0,,SUB out: G. Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M21.00S,2021-05-09T17:54:31.2Z,2,REGULAR,substitution,in,[],202710,,,1610612748,33,48,2021-05-09T17:54:39Z,2000000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M17.00S,2021-05-09T17:54:51.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629134,5.995400788436268,53.01011029411765,1610612748,33,50,2021-05-09T17:54:56Z,2010000,-15.0,4.0,1,left,K. Nunn cutting Layup (12 PTS) (A. Iguodala 3 AST),"[1629134, 2738]",1610612748.0,MIA,cutting,,,Nunn,K. Nunn,,,,,1.56,Made,,,,,,,,,,,,,12.0,A. Iguodala,2738.0,3.0,,,
203,PT07M09.00S,2021-05-09T17:54:59.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203935,90.88370565045992,45.166973039215684,1610612738,35,50,2021-05-09T17:55:32Z,2030000,-24.0,33.0,1,right,M. Smart running Layup (8 PTS),[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,4.11,Made,,,,,,,,,,,,,8.0,,,,,,
204,PT06M44.00S,2021-05-09T17:55:24.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],2738,11.908672798948752,57.666973039215684,1610612748,35,52,2021-05-09T17:55:52Z,2040000,-38.0,59.0,1,left,A. Iguodala 7' turnaround bank Hook (4 PTS) (J. Butler 5 AST),"[2738, 202710]",1610612748.0,MIA,turnaround bank,,,Iguodala,A. Iguodala,,,,,7.07,Made,,,,,,,,,,,,,4.0,J. Butler,202710.0,5.0,,,
206,PT06M32.00S,2021-05-09T17:55:36.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,92.19776609724047,52.76501225490197,1610612738,37,52,2021-05-09T17:55:40Z,2060000,14.0,21.0,1,right,M. Smart driving Layup (10 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,2.5,Made,,,,,,,,,,,,,10.0,,,,,,
207,PT06M32.00S,2021-05-09T17:55:44.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,37,52,2021-05-09T17:55:44Z,2070000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M32.00S,2021-05-09T17:58:12.4Z,2,REGULAR,substitution,out,[],1628369,,,1610612748,37,52,2021-05-09T17:59:04Z,2080000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M32.00S,2021-05-09T17:58:12.4Z,2,REGULAR,substitution,out,[],1629057,,,1610612748,37,52,2021-05-09T17:59:04Z,2090000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M32.00S,2021-05-09T17:58:12.4Z,2,REGULAR,substitution,out,[],1629639,,,1610612748,37,52,2021-05-09T17:59:04Z,2100000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M32.00S,2021-05-09T17:58:12.4Z,2,REGULAR,substitution,out,[],2738,,,1610612748,37,52,2021-05-09T17:59:04Z,2110000,,,0,,SUB out: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M32.00S,2021-05-09T17:58:12.4Z,2,REGULAR,substitution,in,[],202684,,,1610612748,37,52,2021-05-09T17:59:04Z,2120000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M32.00S,2021-05-09T17:58:12.4Z,2,REGULAR,substitution,in,[],203095,,,1610612748,37,52,2021-05-09T17:59:04Z,2130000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M32.00S,2021-05-09T17:58:12.4Z,2,REGULAR,substitution,in,[],2772,,,1610612748,37,52,2021-05-09T17:59:04Z,2140000,,,0,,SUB in: T. Ariza,[2772],1610612748.0,MIA,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M32.00S,2021-05-09T17:58:12.4Z,2,REGULAR,substitution,in,[],1629130,,,1610612748,37,52,2021-05-09T17:59:04Z,2150000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M08.00S,2021-05-09T17:59:28.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2772,9.806176084099869,54.970894607843135,1610612748,37,54,2021-05-09T17:59:33Z,2160000,-25.0,40.0,1,left,T. Ariza driving floating Jump Shot (4 PTS) (K. Nunn 2 AST),"[2772, 1629134]",1610612748.0,MIA,driving floating,,,Ariza,T. Ariza,,,,,4.69,Made,,,,,,,,,,,,,4.0,K. Nunn,1629134.0,2.0,,,
218,PT05M53.00S,2021-05-09T17:59:42.7Z,2,REGULAR,turnover,lost ball,[],202689,,,1610612738,37,54,2021-05-09T17:59:46Z,2180000,,,0,,K. Walker lost ball TURNOVER (3 TO),"[202689, 1629130]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,3.0,Robinson,1629130.0,,,,,,,,,,,,
219,PT05M53.00S,2021-05-09T17:59:42.7Z,2,REGULAR,steal,,[],1629130,,,1610612748,37,54,2021-05-09T17:59:44Z,2190000,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT05M49.00S,2021-05-09T17:59:49.5Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612748,37,54,2021-05-09T17:59:59Z,2200000,,,0,,G. Williams shooting personal FOUL (1 PF) (Butler 2 FT),"[1629684, 202710]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,1162.0,1.0,0.0,Butler,202710.0,,,,,,,
222,PT05M49.00S,2021-05-09T18:00:18.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",202710,,,1610612748,37,55,2021-05-09T18:00:18Z,2220000,,,0,,J. Butler Free Throw 1 of 2 (3 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,,,,3.0,,,,,,
223,PT05M49.00S,2021-05-09T18:00:32.5Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",202710,,,1610612748,37,56,2021-05-09T18:00:32Z,2230000,,,0,,J. Butler Free Throw 2 of 2 (4 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,,,,4.0,,,,,,
224,PT05M29.00S,2021-05-09T18:00:53.5Z,2,REGULAR,3pt,Jump Shot,[],1629684,92.59198423127464,3.010110294117647,1610612738,37,56,2021-05-09T18:01:00Z,2240000,-235.0,17.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.55,Missed,,,,,,,,,,,,,,,,,,,
225,PT05M27.00S,2021-05-09T18:00:55.5Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,37,56,2021-05-09T18:01:40Z,2250000,,,0,,T. Thompson REBOUND (Off:1 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,224.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
226,PT05M26.00S,2021-05-09T18:01:02.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,91.93495400788436,54.72579656862745,1610612738,39,56,2021-05-09T18:01:36Z,2260000,24.0,23.0,1,right,T. Thompson putback Layup (2 PTS),[202684],1610612738.0,BOS,putback,,,Thompson,T. Thompson,,,,,3.32,Made,,,,,,,,,,,,,2.0,,,,,,
227,PT05M05.00S,2021-05-09T18:01:45.7Z,2,REGULAR,jumpball,recovered,[],1629130,,,1610612748,39,56,2021-05-09T18:01:45Z,2270000,,,0,,Jump Ball B. Adebayo vs. M. Smart: Tip to D. Robinson,"[1629130, 1628389, 203935]",1610612748.0,MIA,heldball,D. Robinson,1629130.0,Robinson,D. Robinson,Adebayo,1628389.0,Smart,203935.0,,,,,,,,,,,,,,,,,,,,,
230,PT05M01.00S,2021-05-09T18:01:49.7Z,2,REGULAR,3pt,Jump Shot,[],2772,3.235873850197109,96.39246323529412,1610612748,39,59,2021-05-09T18:01:56Z,2300000,-232.0,-22.0,1,left,T. Ariza 3PT step back (7 PTS) (D. Robinson 1 AST),"[2772, 1629130]",1610612748.0,MIA,step back,,,Ariza,T. Ariza,,,,,23.31,Made,,,,,,,,,,,,,7.0,D. Robinson,1629130.0,1.0,,,
232,PT04M46.00S,2021-05-09T18:02:03.8Z,2,REGULAR,3pt,Jump Shot,[],203935,68.15045992115637,74.08854166666666,1610612738,42,59,2021-05-09T18:02:25Z,2320000,120.0,247.0,1,right,M. Smart 27' 3PT step back (13 PTS) (K. Walker 2 AST),"[203935, 202689]",1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,27.47,Made,,,,,,,,,,,,,13.0,K. Walker,202689.0,2.0,,,
233,PT04M33.00S,2021-05-09T18:02:18.6Z,2,REGULAR,foul,personal,[],1629684,,,1610612748,42,59,2021-05-09T18:02:23Z,2330000,,,0,,G. Williams personal FOUL (2 PF),"[1629684, 1628389]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,1155.0,2.0,0.0,Adebayo,1628389.0,,,,,,,
236,PT04M33.00S,2021-05-09T18:02:27.9Z,2,REGULAR,substitution,out,[],1629684,,,1610612748,42,59,2021-05-09T18:02:32Z,2350000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT04M33.00S,2021-05-09T18:02:27.9Z,2,REGULAR,substitution,in,[],1628369,,,1610612748,42,59,2021-05-09T18:02:32Z,2360000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT04M24.00S,2021-05-09T18:02:49.5Z,2,REGULAR,3pt,Jump Shot,[],2772,5.469776609724048,3.2552083333333335,1610612748,42,59,2021-05-09T18:02:58Z,2370000,234.0,-1.0,1,left,MISS T. Ariza 3PT,[2772],1610612748.0,MIA,,,,Ariza,T. Ariza,,,,,23.37,Missed,,,,,,,,,,,,,,,,,,,
239,PT04M22.00S,2021-05-09T18:02:51.5Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,42,59,2021-05-09T18:02:58Z,2380000,,,0,,T. Thompson REBOUND (Off:1 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,238.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
240,PT04M17.00S,2021-05-09T18:02:56.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203935,68.80749014454665,17.22579656862745,1610612738,42,59,2021-05-09T18:03:24Z,2390000,-164.0,241.0,1,right,MISS M. Smart 29' running pullup 3PT,[203935],1610612738.0,BOS,running pullup,,,Smart,M. Smart,,,,,29.12,Missed,,,,,,,,,,,,,,,,,,,
241,PT04M15.00S,2021-05-09T18:02:58.7Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,42,59,2021-05-09T18:03:04Z,2400000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,240.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
242,PT04M04.00S,2021-05-09T18:03:10.6Z,2,REGULAR,turnover,bad pass,[],202710,,,1610612748,42,59,2021-05-09T18:03:15Z,2410000,,,0,,J. Butler bad pass TURNOVER (2 TO),"[202710, 202689]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,2.0,Walker,202689.0,,,,,,,,,,,,
243,PT04M04.00S,2021-05-09T18:03:10.6Z,2,REGULAR,steal,,[],202689,,,1610612738,42,59,2021-05-09T18:03:12Z,2420000,,,0,,K. Walker STEAL (1 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT03M58.00S,2021-05-09T18:03:15.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202689,65.25952693823915,39.03952205882353,1610612738,42,59,2021-05-09T18:04:22Z,2430000,-55.0,274.0,1,right,MISS K. Walker 27' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.95,Missed,,,,,,,,,,,,,,,,,,,
245,PT03M56.00S,2021-05-09T18:03:17.9Z,2,REGULAR,rebound,defensive,[],2772,,,1610612748,42,59,2021-05-09T18:03:23Z,2440000,,,0,,T. Ariza REBOUND (Off:0 Def:1),[2772],1610612748.0,MIA,,,,Ariza,T. Ariza,,,,,,,244.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
246,PT03M49.00S,2021-05-09T18:03:28.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2772,5.075558475689881,55.4610906862745,1610612748,42,61,2021-05-09T18:03:32Z,2450000,-27.0,-5.0,1,left,T. Ariza cutting Layup (9 PTS) (B. Adebayo 2 AST),"[2772, 1628389]",1610612748.0,MIA,cutting,,,Ariza,T. Ariza,,,,,2.77,Made,,,,,,,,,,,,,9.0,B. Adebayo,1628389.0,2.0,,,
248,PT03M49.00S,2021-05-09T18:03:36.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203095,,,1610612748,42,61,2021-05-09T18:03:43Z,2470000,,,0,,E. Fournier shooting personal FOUL (2 PF) (Ariza 1 FT),"[203095, 2772]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,1162.0,2.0,0.0,Ariza,2772.0,,,,,,,
250,PT03M49.00S,2021-05-09T18:03:53.5Z,2,REGULAR,freethrow,1 of 1,[],2772,,,1610612748,42,62,2021-05-09T18:03:53Z,2490000,,,0,,T. Ariza Free Throw 1 of 1 (10 PTS),[2772],1610612748.0,MIA,,,,Ariza,T. Ariza,,,,,,Made,,,,,,,,,,,,,10.0,,,,,,
251,PT03M29.00S,2021-05-09T18:04:16.2Z,2,REGULAR,2pt,Jump Shot,[],1628369,86.5473061760841,19.431678921568626,1610612738,42,62,2021-05-09T18:04:25Z,2500000,-153.0,74.0,1,right,MISS J. Tatum 16' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,16.98,Missed,,,,,,,,,,,,,,,,,,,
252,PT03M27.00S,2021-05-09T18:04:22.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,42,62,2021-05-09T18:04:22Z,2510000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,251.0,,,,,,,,,,,,,,,,,,
253,PT03M27.00S,2021-05-09T18:04:23.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,42,62,2021-05-09T18:04:23Z,2520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT03M27.00S,2021-05-09T18:04:59.0Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612738,42,62,2021-05-09T18:04:59Z,2530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT03M23.00S,2021-05-09T18:05:07.8Z,2,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612738,42,62,2021-05-09T18:05:25Z,2540000,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Walker 2 FT),"[1628389, 202689]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,1162.0,1.0,0.0,Walker,202689.0,,,,,,,
257,PT03M23.00S,2021-05-09T18:05:35.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202689,,,1610612738,43,62,2021-05-09T18:05:56Z,2560000,,,0,,K. Walker Free Throw 1 of 2 (3 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,,,,3.0,,,,,,
258,PT03M23.00S,2021-05-09T18:05:35.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202689,,,1610612738,43,62,2021-05-09T18:05:56Z,2570000,,,0,,MISS K. Walker Free Throw 2 of 2,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
259,PT03M23.00S,2021-05-09T18:05:35.5Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,43,62,2021-05-09T18:05:56Z,2580000,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,258.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
260,PT03M20.00S,2021-05-09T18:05:56.9Z,2,REGULAR,turnover,lost ball,[],1628389,,,1610612748,43,62,2021-05-09T18:07:36Z,2590000,,,0,,B. Adebayo lost ball TURNOVER (1 TO),"[1628389, 1628369]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,1.0,Tatum,1628369.0,,,,,,,,,,,,
261,PT03M20.00S,2021-05-09T18:05:56.9Z,2,REGULAR,steal,,[],1628369,,,1610612738,43,62,2021-05-09T18:06:15Z,2600000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M08.00S,2021-05-09T18:06:15.4Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,43,62,2021-05-09T18:07:30Z,2610000,,,0,,M. Smart bad pass TURNOVER (3 TO),"[203935, 1628389]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,3.0,Adebayo,1628389.0,,,,,,,,,,,,
