actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
359,PT07M40.00S,2021-05-09T18:38:30.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203095,13.354139290407357,50.55912990196079,1610612738,67,83,2021-05-09T18:38:38Z,3570000,-3.0,73.0,1,left,E. Fournier 7' driving floating Jump Shot (17 PTS) (K. Walker 4 AST),"[203095, 202689]",1610612738.0,BOS,driving floating,,,Fournier,E. Fournier,,,,,7.31,Made,,,,,,,,,,,,,17.0,K. Walker,202689.0,4.0,,,
361,PT07M40.00S,2021-05-09T18:38:39.9Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629134,,,1610612738,67,83,2021-05-09T18:42:00Z,3590000,,,0,,K. Nunn shooting personal FOUL (2 PF) (Fournier 1 FT),"[1629134, 203095]",1610612748.0,MIA,shooting,,,Nunn,K. Nunn,,,,,,,,,,,,,,1162.0,2.0,0.0,Fournier,203095.0,,,,,,,
363,PT07M40.00S,2021-05-09T18:38:55.6Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],203095,,,1610612738,68,83,2021-05-09T18:42:01Z,3610000,,,0,,E. Fournier Free Throw 1 of 1 (18 PTS),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,Made,,,,,,,,,,,,,18.0,,,,,,
364,PT07M40.00S,2021-05-09T18:39:00.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,68,83,2021-05-09T18:39:00Z,3620000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT07M19.00S,2021-05-09T18:42:44.2Z,3,REGULAR,2pt,Jump Shot,[],202710,89.96386333771353,75.80422794117648,1610612748,68,85,2021-05-09T18:42:50Z,3630000,129.0,42.0,1,right,J. Butler 13' turnaround fadeaway Jump Shot (7 PTS),[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,13.56,Made,,,,,,,,,,,,,7.0,,,,,,
366,PT07M05.00S,2021-05-09T18:42:57.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,9.806176084099869,61.09834558823529,1610612738,68,85,2021-05-09T18:43:02Z,3640000,-55.0,40.0,1,left,MISS E. Fournier 6' driving floating Shot,[203095],1610612738.0,BOS,driving floating,,,Fournier,E. Fournier,,,,,6.82,Missed,,,,,,,,,,,,,,,,,,,
367,PT07M03.00S,2021-05-09T18:42:59.3Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,68,85,2021-05-09T18:42:59Z,3650000,,,0,,T. Thompson REBOUND (Off:2 Def:6),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,366.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
368,PT07M02.00S,2021-05-09T18:43:03.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629134,,,1610612738,68,85,2021-05-09T18:43:13Z,3660000,,,0,,K. Nunn shooting personal FOUL (3 PF) (Walker 2 FT),"[1629134, 202689]",1610612748.0,MIA,shooting,,,Nunn,K. Nunn,,,,,,,,,,,,,,203592.0,3.0,0.0,Walker,202689.0,,,,,,,
370,PT07M02.00S,2021-05-09T18:43:34.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],202689,,,1610612738,69,85,2021-05-09T18:43:34Z,3680000,,,0,,K. Walker Free Throw 1 of 2 (8 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,,,,8.0,,,,,,
371,PT07M02.00S,2021-05-09T18:43:50.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],202689,,,1610612738,70,85,2021-05-09T18:43:50Z,3690000,,,0,,K. Walker Free Throw 2 of 2 (9 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,,,,9.0,,,,,,
372,PT06M49.00S,2021-05-09T18:44:05.7Z,3,REGULAR,2pt,Jump Shot,[],202710,83.78777923784494,71.6375612745098,1610612748,70,87,2021-05-09T18:44:09Z,3700000,108.0,100.0,1,right,J. Butler 14' pullup Jump Shot (9 PTS),[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,14.73,Made,,,,,,,,,,,,,9.0,,,,,,
373,PT06M27.00S,2021-05-09T18:44:26.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,5.075558475689881,53.255208333333336,1610612738,72,87,2021-05-09T18:44:31Z,3710000,-16.0,-5.0,1,left,M. Smart driving finger roll Layup (15 PTS) (E. Fournier 5 AST),"[203935, 203095]",1610612738.0,BOS,driving finger roll,,,Smart,M. Smart,,,,,1.7,Made,,,,,,,,,,,,,15.0,E. Fournier,203095.0,5.0,,,
375,PT06M19.00S,2021-05-09T18:44:42.3Z,3,REGULAR,foul,personal,[],202684,,,1610612748,72,87,2021-05-09T18:44:50Z,3730000,,,0,,T. Thompson personal FOUL (1 PF),"[202684, 1628389]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,1162.0,1.0,0.0,Adebayo,1628389.0,,,,,,,
377,PT06M19.00S,2021-05-09T18:44:48.1Z,3,REGULAR,substitution,out,[],1629134,,,1610612748,72,87,2021-05-09T18:44:51Z,3750000,,,0,,SUB out: K. Nunn,[1629134],1610612748.0,MIA,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT06M19.00S,2021-05-09T18:44:48.1Z,3,REGULAR,substitution,in,[],201609,,,1610612748,72,87,2021-05-09T18:44:51Z,3760000,,,0,,SUB in: G. Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT06M08.00S,2021-05-09T18:45:12.3Z,3,REGULAR,3pt,Jump Shot,[],2772,77.87450722733246,7.912071078431373,1610612748,72,87,2021-05-09T18:45:19Z,3770000,-210.0,155.0,1,right,MISS T. Ariza 26' 3PT,[2772],1610612748.0,MIA,,,,Ariza,T. Ariza,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,,
380,PT06M06.00S,2021-05-09T18:45:14.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,72,87,2021-05-09T18:45:19Z,3780000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,379.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
381,PT05M55.00S,2021-05-09T18:45:25.0Z,3,REGULAR,3pt,Jump Shot,[],203095,25.18068331143233,13.059129901960784,1610612738,75,87,2021-05-09T18:45:30Z,3790000,185.0,184.0,1,left,E. Fournier 26' 3PT  (21 PTS) (M. Smart 2 AST),"[203095, 203935]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,26.09,Made,,,,,,,,,,,,,21.0,M. Smart,203935.0,2.0,,,
383,PT05M31.00S,2021-05-09T18:45:52.8Z,3,REGULAR,foul,offensive,['inpenalty'],1628389,,,1610612748,75,87,2021-05-09T18:46:07Z,3810000,,,0,,B. Adebayo offensive FOUL (3 PF),"[1628389, 203095]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,1162.0,3.0,0.0,Fournier,203095.0,,,,,,,
385,PT05M31.00S,2021-05-09T18:45:52.8Z,3,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,75,87,2021-05-09T18:45:52Z,3830000,,,0,,B. Adebayo offensive foul TURNOVER (3 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,3.0,,,1162.0,,,,,,,,,,,
386,PT05M21.00S,2021-05-09T18:46:16.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203095,22.158344283837057,88.05912990196079,1610612738,75,87,2021-05-09T18:46:23Z,3840000,-190.0,156.0,1,left,MISS E. Fournier 24' 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,24.59,Missed,,,,,,,,,,,,,,,,,,,
387,PT05M18.00S,2021-05-09T18:46:19.7Z,3,REGULAR,rebound,defensive,[],2772,,,1610612748,75,87,2021-05-09T18:46:23Z,3850000,,,0,,T. Ariza REBOUND (Off:0 Def:2),[2772],1610612748.0,MIA,,,,Ariza,T. Ariza,,,,,,,386.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
388,PT05M01.00S,2021-05-09T18:46:36.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],2772,92.85479632063075,42.96109068627451,1610612748,75,89,2021-05-09T18:46:41Z,3860000,-35.0,15.0,1,right,T. Ariza cutting Layup (19 PTS) (J. Butler 9 AST),"[2772, 202710]",1610612748.0,MIA,cutting,,,Ariza,T. Ariza,,,,,3.81,Made,,,,,,,,,,,,,19.0,J. Butler,202710.0,9.0,,,
390,PT04M46.00S,2021-05-09T18:46:54.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612738,75,89,2021-05-09T18:47:56Z,3880000,,,0,,B. Adebayo personal FOUL (4 PF) (Thompson 2 FT),"[1628389, 202684]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,1162.0,4.0,0.0,Thompson,202684.0,,,,,,,
392,PT04M46.00S,2021-05-09T18:47:31.8Z,3,REGULAR,freethrow,1 of 2,[],202684,,,1610612738,75,89,2021-05-09T18:48:06Z,3900000,,,0,,MISS T. Thompson Free Throw 1 of 2,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
393,PT04M46.00S,2021-05-09T18:47:31.8Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,75,89,2021-05-09T18:48:06Z,3910000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,392.0,,,,,,,,,,,,,,,,,,
394,PT04M46.00S,2021-05-09T18:47:36.9Z,3,REGULAR,substitution,out,[],202689,,,1610612738,75,89,2021-05-09T18:47:47Z,3920000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT04M46.00S,2021-05-09T18:47:36.9Z,3,REGULAR,substitution,out,[],1628389,,,1610612738,75,89,2021-05-09T18:47:47Z,3930000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M46.00S,2021-05-09T18:47:36.9Z,3,REGULAR,substitution,in,[],1629035,,,1610612738,75,89,2021-05-09T18:47:47Z,3940000,,,0,,SUB in: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M46.00S,2021-05-09T18:47:36.9Z,3,REGULAR,substitution,in,[],203473,,,1610612738,75,89,2021-05-09T18:47:47Z,3950000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT04M46.00S,2021-05-09T18:47:31.8Z,3,REGULAR,freethrow,2 of 2,[],202684,,,1610612738,75,89,2021-05-09T18:48:06Z,3960000,,,0,,MISS T. Thompson Free Throw 2 of 2,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
399,PT04M46.00S,2021-05-09T18:47:31.8Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,75,89,2021-05-09T18:48:06Z,3970000,,,0,,D. Dedmon REBOUND (Off:0 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,398.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
400,PT04M26.00S,2021-05-09T18:48:20.8Z,3,REGULAR,3pt,Jump Shot,[],1629130,72.7496714848883,14.774816176470587,1610612748,75,92,2021-05-09T18:48:25Z,3980000,-176.0,204.0,1,right,D. Robinson 26' 3PT  (19 PTS) (T. Ariza 1 AST),"[1629130, 2772]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,26.93,Made,,,,,,,,,,,,,19.0,T. Ariza,2772.0,1.0,,,
402,PT04M15.00S,2021-05-09T18:48:33.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,9.149145860709593,39.28462009803921,1610612738,75,92,2021-05-09T18:48:43Z,4000000,54.0,34.0,1,left,MISS M. Smart 6' driving Layup - blocked,"[203935, 203473]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,6.32,Missed,,,,,,,,,,,,,,,,,Dedmon,203473.0,
403,PT04M15.00S,2021-05-09T18:48:33.1Z,3,REGULAR,block,,[],203473,,,1610612738,75,92,2021-05-09T18:48:35Z,4010000,,,0,,D. Dedmon BLOCK (1 BLK),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M14.00S,2021-05-09T18:48:34.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,75,92,2021-05-09T18:48:43Z,4020000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,402.0,,,,,,,,,,,,,,,,,,
405,PT04M14.00S,2021-05-09T18:48:37.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,75,92,2021-05-09T18:48:37Z,4030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT04M14.00S,2021-05-09T18:48:46.0Z,3,REGULAR,substitution,out,[],202684,,,1610612738,75,92,2021-05-09T18:48:52Z,4040000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT04M14.00S,2021-05-09T18:48:46.0Z,3,REGULAR,substitution,in,[],1628436,,,1610612738,75,92,2021-05-09T18:48:52Z,4050000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M09.00S,2021-05-09T18:48:59.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,23.99802890932983,54.970894607843135,1610612738,77,92,2021-05-09T18:49:05Z,4060000,-25.0,173.0,1,left,J. Tatum 17' pullup Jump Shot (15 PTS) (E. Fournier 6 AST),"[1628369, 203095]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,17.49,Made,,,,,,,,,,,,,15.0,E. Fournier,203095.0,6.0,,,
410,PT03M50.00S,2021-05-09T18:49:21.0Z,3,REGULAR,2pt,Jump Shot,[],202710,89.96386333771353,72.86305147058823,1610612748,77,92,2021-05-09T18:49:38Z,4080000,114.0,42.0,1,right,MISS J. Butler 12' driving floating Shot,[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,12.17,Missed,,,,,,,,,,,,,,,,,,,
411,PT03M48.00S,2021-05-09T18:49:23.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,77,92,2021-05-09T18:49:38Z,4090000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,410.0,,,,,,,,,,,,,,,,,,
412,PT03M48.00S,2021-05-09T18:49:27.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,77,92,2021-05-09T18:49:27Z,4100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT03M41.00S,2021-05-09T18:49:45.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203473,,,1610612738,77,92,2021-05-09T18:49:59Z,4110000,,,0,,D. Dedmon shooting personal FOUL (3 PF) (Tatum 2 FT),"[203473, 1628369]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,203592.0,3.0,0.0,Tatum,1628369.0,,,,,,,
415,PT03M41.00S,2021-05-09T18:50:11.0Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,78,92,2021-05-09T18:50:11Z,4130000,,,0,,J. Tatum Free Throw 1 of 2 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,,,,16.0,,,,,,
416,PT03M41.00S,2021-05-09T18:50:11.0Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,78,92,2021-05-09T18:50:30Z,4140000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
417,PT03M41.00S,2021-05-09T18:50:11.0Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,78,92,2021-05-09T18:50:30Z,4150000,,,0,,D. Dedmon REBOUND (Off:0 Def:4),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,416.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
418,PT03M26.00S,2021-05-09T18:50:40.7Z,3,REGULAR,3pt,Jump Shot,[],201609,90.93298291721419,95.92524509803921,1610612748,78,95,2021-05-09T18:50:48Z,4160000,230.0,33.0,1,right,G. Dragic 3PT  (9 PTS) (D. Dedmon 2 AST),"[201609, 203473]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,23.19,Made,,,,,,,,,,,,,9.0,D. Dedmon,203473.0,2.0,,,
420,PT03M08.00S,2021-05-09T18:50:58.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,7.966491458607096,50.06893382352941,1610612738,80,95,2021-05-09T18:51:04Z,4180000,0.0,22.0,1,left,L. Kornet cutting DUNK (2 PTS) (J. Tatum 4 AST),"[1628436, 1628369]",1610612738.0,BOS,cutting,,,Kornet,L. Kornet,,,,,2.24,Made,,,,,,,,,,,,,2.0,J. Tatum,1628369.0,4.0,,,
422,PT02M58.00S,2021-05-09T18:51:16.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629035,,,1610612748,80,95,2021-05-09T18:52:27Z,4200000,,,0,,C. Edwards personal FOUL (1 PF) (Butler 2 FT),"[1629035, 202710]",1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,1162.0,1.0,0.0,Butler,202710.0,,,,,,,
424,PT02M58.00S,2021-05-09T18:51:36.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,80,95,2021-05-09T18:51:36Z,4220000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT02M58.00S,2021-05-09T18:52:30.7Z,3,REGULAR,substitution,out,[],203095,,,1610612748,80,95,2021-05-09T18:54:48Z,4230000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT02M58.00S,2021-05-09T18:52:30.7Z,3,REGULAR,substitution,in,[],1630174,,,1610612748,80,95,2021-05-09T18:54:48Z,4240000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT02M58.00S,2021-05-09T18:55:02.7Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,80,96,2021-05-09T18:55:02Z,4250000,,,0,,J. Butler Free Throw 1 of 2 (10 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,,,,10.0,,,,,,
428,PT02M58.00S,2021-05-09T18:55:14.6Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,80,97,2021-05-09T18:55:14Z,4260000,,,0,,J. Butler Free Throw 2 of 2 (11 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,,,,11.0,,,,,,
429,PT02M51.00S,2021-05-09T18:55:26.8Z,3,REGULAR,3pt,Jump Shot,[],1629035,23.078186596583443,89.03952205882352,1610612738,80,97,2021-05-09T18:55:32Z,4270000,-195.0,164.0,1,left,MISS C. Edwards 25' 3PT,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,,
430,PT02M49.00S,2021-05-09T18:55:28.8Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,80,97,2021-05-09T18:55:32Z,4280000,,,0,,J. Butler REBOUND (Off:1 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,429.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
431,PT02M28.00S,2021-05-09T18:55:50.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,89.30683311432325,48.84344362745098,1610612748,80,99,2021-05-09T18:55:56Z,4290000,-6.0,48.0,1,right,J. Butler driving floating Jump Shot (13 PTS),[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,4.83,Made,,,,,,,,,,,,,13.0,,,,,,
432,PT02M23.00S,2021-05-09T18:56:03.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202710,,,1610612738,80,99,2021-05-09T18:56:11Z,4300000,,,0,,J. Butler personal FOUL (1 PF) (Tatum 2 FT),"[202710, 1628369]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,1155.0,1.0,0.0,Tatum,1628369.0,,,,,,,
434,PT02M23.00S,2021-05-09T18:56:27.5Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,81,99,2021-05-09T18:56:27Z,4320000,,,0,,J. Tatum Free Throw 1 of 2 (17 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,,,,17.0,,,,,,
435,PT02M23.00S,2021-05-09T18:56:47.6Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,82,99,2021-05-09T18:56:47Z,4330000,,,0,,J. Tatum Free Throw 2 of 2 (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,,,,18.0,,,,,,
436,PT02M10.00S,2021-05-09T18:57:02.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,91.67214191852825,52.029718137254896,1610612748,82,101,2021-05-09T18:57:09Z,4340000,10.0,26.0,1,right,J. Butler alley-oop Layup (15 PTS) (G. Dragic 3 AST),"[202710, 201609]",1610612748.0,MIA,alley-oop,,,Butler,J. Butler,,,,,2.77,Made,,,,,,,,,,,,,15.0,G. Dragic,201609.0,3.0,,,
438,PT01M59.00S,2021-05-09T18:57:12.9Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,82,101,2021-05-09T18:57:16Z,4360000,,,0,,M. Smart bad pass TURNOVER (5 TO),"[203935, 2772]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,5.0,Ariza,2772.0,,,,,,,,,,,,
439,PT01M59.00S,2021-05-09T18:57:12.9Z,3,REGULAR,steal,,[],2772,,,1610612748,82,101,2021-05-09T18:57:40Z,4370000,,,0,,T. Ariza STEAL (2 STL),[2772],1610612748.0,MIA,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT01M56.00S,2021-05-09T18:57:17.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201609,91.67214191852825,49.08854166666667,1610612748,82,101,2021-05-09T18:57:24Z,4380000,-5.0,26.0,1,right,MISS G. Dragic running Layup,[201609],1610612748.0,MIA,running,,,Dragic,G. Dragic,,,,,2.62,Missed,,,,,,,,,,,,,,,,,,,
441,PT01M53.00S,2021-05-09T18:57:19.5Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612738,82,101,2021-05-09T18:57:19Z,4390000,,,0,,A. Nesmith REBOUND (Off:1 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,440.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
442,PT01M50.00S,2021-05-09T18:57:22.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630174,7.966491458607096,46.63756127450981,1610612738,84,101,2021-05-09T18:57:36Z,4400000,17.0,22.0,1,left,A. Nesmith running DUNK (11 PTS),[1630174],1610612738.0,BOS,running,,,Nesmith,A. Nesmith,,,,,2.8,Made,,,,,,,,,,,,,11.0,,,,,,
443,PT01M29.00S,2021-05-09T18:57:44.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203473,92.19776609724047,59.62775735294118,1610612748,84,103,2021-05-09T18:57:49Z,4410000,48.0,21.0,1,right,D. Dedmon driving Hook (2 PTS) (G. Dragic 4 AST),"[203473, 201609]",1610612748.0,MIA,driving,,,Dedmon,D. Dedmon,,,,,5.24,Made,,,,,,,,,,,,,2.0,G. Dragic,201609.0,4.0,,,
444,PT01M16.00S,2021-05-09T18:58:00.7Z,3,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,84,103,2021-05-09T18:58:16Z,4420000,,,0,,M. Smart lost ball out-of-bounds TURNOVER (6 TO),[203935],1610612738.0,BOS,lost ball,,,Smart,M. Smart,,,,,,,,,,,6.0,,,1162.0,,,,,,,,,,,
445,PT01M16.00S,2021-05-09T18:58:10.3Z,3,REGULAR,substitution,out,[],2772,,,1610612748,84,103,2021-05-09T18:58:20Z,4430000,,,0,,SUB out: T. Ariza,[2772],1610612748.0,MIA,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT01M16.00S,2021-05-09T18:58:10.3Z,3,REGULAR,substitution,out,[],1629130,,,1610612748,84,103,2021-05-09T18:58:20Z,4440000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT01M16.00S,2021-05-09T18:58:10.3Z,3,REGULAR,substitution,in,[],2738,,,1610612748,84,103,2021-05-09T18:58:20Z,4450000,,,0,,SUB in: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT01M16.00S,2021-05-09T18:58:10.3Z,3,REGULAR,substitution,in,[],1629639,,,1610612748,84,103,2021-05-09T18:58:20Z,4460000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT01M16.00S,2021-05-09T18:58:10.3Z,3,REGULAR,substitution,out,[],203935,,,1610612748,84,103,2021-05-09T18:59:10Z,4465000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT01M16.00S,2021-05-09T18:58:10.3Z,3,REGULAR,substitution,in,[],202689,,,1610612748,84,103,2021-05-09T18:59:10Z,4467500,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
