actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
441,PT03M32.00S,2021-04-25T18:50:10.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,91,79,2021-04-25T18:50:10Z,4270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M32.00S,2021-04-25T18:50:14.2Z,3,REGULAR,substitution,out,[],1628970,,,1610612738,91,79,2021-04-25T18:50:17Z,4280000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M32.00S,2021-04-25T18:50:14.2Z,3,REGULAR,substitution,in,[],1629023,,,1610612738,91,79,2021-04-25T18:50:17Z,4290000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M26.00S,2021-04-25T18:50:28.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203935,8.229303547963205,3.2552083333333335,1610612738,91,79,2021-04-25T18:50:37Z,4300000,234.0,25.0,1,left,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.5,Missed,,,,,,,,,,,,,,,,,,,
445,PT03M22.00S,2021-04-25T18:50:32.8Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,91,79,2021-04-25T18:50:37Z,4310000,,,0,,G. Williams REBOUND (Off:2 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,444.0,3.0,1.0,2.0,,,,,,,,,
446,PT03M20.00S,2021-04-25T18:50:36.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203095,33.065045992115635,49.333639705882355,1610612738,91,79,2021-04-25T18:51:16Z,4320000,3.0,258.0,1,left,MISS E. Fournier 25' 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
451,PT03M13.00S,2021-04-25T18:51:13.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612766,91,79,2021-04-25T18:51:13Z,4330000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,446.0,,,,,,,,,,,,
448,PT03M13.00S,2021-04-25T18:51:13.2Z,3,REGULAR,jumpball,recovered,[],1629023,,,1610612766,91,79,2021-04-25T18:51:13Z,4340000,,,0,,Jump Ball P. Washington vs. G. Williams: Tip to P. Washington,"[1629023, 1629023, 1629684]",1610612766.0,CHA,heldball,P. Washington,1629023.0,Washington,P. Washington,Washington,1629023.0,Williams,1629684.0,,,,,,,,,,,,,,,,,,,,,
452,PT03M10.00S,2021-04-25T18:51:16.7Z,3,REGULAR,turnover,bad pass,[],1629667,,,1610612766,91,79,2021-04-25T18:51:21Z,4370000,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1629667, 202689]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,1.0,Walker,202689.0,
453,PT03M10.00S,2021-04-25T18:51:16.7Z,3,REGULAR,steal,,[],202689,,,1610612738,91,79,2021-04-25T18:51:18Z,4380000,,,0,,K. Walker STEAL (1 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT02M59.00S,2021-04-25T18:51:29.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202689,7.966491458607096,40.01991421568628,1610612738,91,79,2021-04-25T19:06:13Z,4390000,50.0,22.0,1,left,MISS K. Walker driving Layup - blocked,"[202689, 1629667]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,5.47,Missed,,,,,McDaniels,1629667.0,,,,,,,,,,,,,
455,PT02M59.00S,2021-04-25T18:51:29.7Z,3,REGULAR,block,,[],1629667,,,1610612738,91,79,2021-04-25T18:51:31Z,4400000,,,0,,J. McDaniels BLOCK (1 BLK),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M59.00S,2021-04-25T18:51:29.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,91,79,2021-04-25T18:51:34Z,4410000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,454.0,,,,,,,,,,,,
457,PT02M59.00S,2021-04-25T18:51:34.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,91,79,2021-04-25T18:51:34Z,4420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M55.00S,2021-04-25T18:51:44.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627759,6.389618922470433,48.84344362745098,1610612738,91,81,2021-04-25T19:07:18Z,4430000,6.0,8.0,1,left,J. Brown driving Layup (20 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,0.96,Made,20.0,,,,,,,,,,,,,,,,,,
459,PT02M39.00S,2021-04-25T18:52:00.2Z,3,REGULAR,3pt,Jump Shot,[],1626179,87.86136662286465,3.5003063725490198,1610612766,91,81,2021-04-25T18:52:04Z,4440000,-232.0,62.0,1,right,MISS T. Rozier 24' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,24.05,Missed,,,,,,,,,,,,,,,,,,,
460,PT02M37.00S,2021-04-25T18:52:02.4Z,3,REGULAR,rebound,offensive,[],202687,,,1610612766,91,81,2021-04-25T18:52:02Z,4450000,,,0,,B. Biyombo REBOUND (Off:2 Def:2),[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,459.0,4.0,2.0,2.0,,,,,,,,,
461,PT02M32.00S,2021-04-25T18:52:06.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626179,87.20433639947439,35.11795343137255,1610612766,93,81,2021-04-25T19:12:08Z,4460000,-74.0,68.0,1,right,T. Rozier 10' pullup Jump Shot (18 PTS) (B. Biyombo 3 AST),"[1626179, 202687]",1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,10.07,Made,18.0,B. Biyombo,202687.0,3.0,,,,,,,,,,,,,,,
462,PT02M18.00S,2021-04-25T18:52:21.0Z,3,REGULAR,3pt,Jump Shot,[],1627759,32.276609724047304,57.91207107843137,1610612738,93,81,2021-04-25T18:52:24Z,4470000,-40.0,251.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,,
463,PT02M16.00S,2021-04-25T18:52:23.0Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,93,81,2021-04-25T18:52:24Z,4480000,,,0,,T. Rozier REBOUND (Off:0 Def:4),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,462.0,4.0,4.0,0.0,,,,,,,,,
464,PT02M07.00S,2021-04-25T18:52:32.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,86.02168199737189,57.666973039215684,1610612766,93,81,2021-04-25T19:10:29Z,4490000,38.0,79.0,1,right,MISS J. McDaniels 8' turnaround fadeaway Shot,[1629667],1610612766.0,CHA,turnaround fadeaway,,,McDaniels,J. McDaniels,,,,,8.77,Missed,,,,,,,,,,,,,,,,,,,
465,PT02M07.00S,2021-04-25T18:52:32.5Z,3,REGULAR,rebound,defensive,[],203095,,,1610612738,93,81,2021-04-25T18:52:36Z,4500000,,,0,,E. Fournier REBOUND (Off:0 Def:3),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,464.0,3.0,3.0,0.0,,,,,,,,,
466,PT02M01.00S,2021-04-25T18:52:38.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202689,27.677398160315374,77.51991421568627,1610612738,93,84,2021-04-25T19:11:24Z,4510000,-138.0,208.0,1,left,K. Walker 24' 3PT running pullup (16 PTS) (E. Fournier 1 AST),"[202689, 203095]",1610612738.0,BOS,running pullup,,,Walker,K. Walker,,,,,24.91,Made,16.0,E. Fournier,203095.0,1.0,,,,,,,,,,,,,,,
467,PT01M43.00S,2021-04-25T18:52:56.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202687,94.69448094612353,52.27481617647059,1610612766,95,84,2021-04-25T18:53:00Z,4520000,11.0,-3.0,1,right,B. Biyombo reverse Layup (2 PTS) (J. McDaniels 1 AST),"[202687, 1629667]",1610612766.0,CHA,reverse,,,Biyombo,B. Biyombo,,,,,1.17,Made,2.0,J. McDaniels,1629667.0,1.0,,,,,,,,,,,,,,,
469,PT01M24.00S,2021-04-25T18:53:14.4Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,95,84,2021-04-25T18:53:21Z,4540000,,,0,,J. Brown bad pass TURNOVER (2 TO),"[1627759, 1629023]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,2.0,Washington,1629023.0,
470,PT01M24.00S,2021-04-25T18:53:14.4Z,3,REGULAR,steal,,[],1629023,,,1610612766,95,84,2021-04-25T18:53:17Z,4550000,,,0,,P. Washington STEAL (1 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT01M19.00S,2021-04-25T18:53:22.2Z,3,REGULAR,turnover,out-of-bounds,[],202954,,,1610612766,95,84,2021-04-25T19:14:36Z,4560000,,,0,,B. Wanamaker bad pass out-of-bounds TURNOVER (1 TO),[202954],1610612766.0,CHA,bad pass,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,202901.0,,,,,1.0,,,
472,PT01M19.00S,2021-04-25T18:53:27.0Z,3,REGULAR,substitution,out,[],1626179,,,1610612738,95,84,2021-04-25T18:53:57Z,4570000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT01M19.00S,2021-04-25T18:53:27.0Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,95,84,2021-04-25T18:53:57Z,4580000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT01M19.00S,2021-04-25T18:53:27.0Z,3,REGULAR,substitution,out,[],1629684,,,1610612738,95,84,2021-04-25T18:53:57Z,4590000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT01M19.00S,2021-04-25T18:53:27.0Z,3,REGULAR,substitution,out,[],203935,,,1610612738,95,84,2021-04-25T18:53:57Z,4600000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M19.00S,2021-04-25T18:53:27.0Z,3,REGULAR,substitution,in,[],1628984,,,1610612738,95,84,2021-04-25T18:53:57Z,4610000,,,0,,SUB in: D. Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT01M19.00S,2021-04-25T18:53:27.0Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,95,84,2021-04-25T18:53:57Z,4620000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M19.00S,2021-04-25T18:53:27.0Z,3,REGULAR,substitution,in,[],202684,,,1610612738,95,84,2021-04-25T18:53:57Z,4630000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT01M19.00S,2021-04-25T18:53:27.0Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,95,84,2021-04-25T18:53:57Z,4640000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT01M02.00S,2021-04-25T18:54:16.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628369,8.492115637319317,50.55912990196079,1610612738,95,84,2021-04-25T19:13:49Z,4650000,-3.0,27.0,1,left,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,2.74,Missed,,,,,,,,,,,,,,,,,,,
481,PT00M59.70S,2021-04-25T18:54:18.6Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,95,84,2021-04-25T19:13:49Z,4660000,,,0,,P. Washington REBOUND (Off:3 Def:4),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,480.0,7.0,4.0,3.0,,,,,,,,,
482,PT00M53.10S,2021-04-25T18:54:25.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202954,92.85479632063075,49.82383578431372,1610612766,95,84,2021-04-25T19:14:23Z,4670000,-1.0,15.0,1,right,MISS B. Wanamaker running finger roll Layup,[202954],1610612766.0,CHA,running finger roll,,,Wanamaker,B. Wanamaker,,,,,1.47,Missed,,,,,,,,,,,,,,,,,,,
483,PT00M51.20S,2021-04-25T18:54:27.2Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,95,84,2021-04-25T18:54:37Z,4680000,,,0,,J. Tatum REBOUND (Off:3 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,482.0,8.0,5.0,3.0,,,,,,,,,
484,PT00M47.00S,2021-04-25T18:54:31.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202689,31.61957950065703,68.69638480392157,1610612738,95,87,2021-04-25T19:15:08Z,4690000,-93.0,245.0,1,left,K. Walker 26' 3PT running pullup (19 PTS),[202689],1610612738.0,BOS,running pullup,,,Walker,K. Walker,,,,,26.2,Made,19.0,,,,,,,,,,,,,,,,,,
485,PT00M34.10S,2021-04-25T18:54:53.2Z,3,REGULAR,foul,personal,['2freethrow'],202689,,,1610612766,95,87,2021-04-25T18:55:13Z,4700000,,,0,,K. Walker shooting personal FOUL (1 PF) (Graham 2 FT),"[202689, 1628984]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Graham,1628984.0,,,,
487,PT00M34.10S,2021-04-25T18:55:27.6Z,3,REGULAR,freethrow,1 of 2,[],1628984,,,1610612766,96,87,2021-04-25T18:55:27Z,4720000,,,0,,D. Graham Free Throw 1 of 2 (17 PTS),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
488,PT00M34.10S,2021-04-25T18:55:45.6Z,3,REGULAR,freethrow,2 of 2,[],1628984,,,1610612766,97,87,2021-04-25T18:55:45Z,4730000,,,0,,D. Graham Free Throw 2 of 2 (18 PTS),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
489,PT00M29.50S,2021-04-25T18:55:55.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202954,,,1610612738,97,87,2021-04-25T18:56:07Z,4740000,,,0,,B. Wanamaker personal FOUL (4 PF) (Walker 2 FT),"[202954, 202689]",1610612766.0,CHA,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,200833.0,4.0,0.0,Walker,202689.0,,,,
491,PT00M29.50S,2021-04-25T18:56:23.2Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],202689,,,1610612738,97,87,2021-04-25T18:56:23Z,4760000,,,0,,MISS K. Walker Free Throw 1 of 2,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
492,PT00M29.50S,2021-04-25T18:56:23.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,97,87,2021-04-25T18:56:23Z,4770000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,491.0,,,,,,,,,,,,
493,PT00M29.50S,2021-04-25T18:56:30.3Z,3,REGULAR,substitution,out,[],1629667,,,1610612738,97,87,2021-04-25T18:56:38Z,4780000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT00M29.50S,2021-04-25T18:56:30.3Z,3,REGULAR,substitution,out,[],202687,,,1610612738,97,87,2021-04-25T18:56:38Z,4790000,,,0,,SUB out: B. Biyombo,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT00M29.50S,2021-04-25T18:56:30.3Z,3,REGULAR,substitution,in,[],1628970,,,1610612738,97,87,2021-04-25T18:56:38Z,4800000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT00M29.50S,2021-04-25T18:56:30.3Z,3,REGULAR,substitution,in,[],1626179,,,1610612738,97,87,2021-04-25T18:56:38Z,4810000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT00M29.50S,2021-04-25T18:56:48.7Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],202689,,,1610612738,97,88,2021-04-25T18:56:48Z,4820000,,,0,,K. Walker Free Throw 2 of 2 (20 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
498,PT00M07.50S,2021-04-25T18:57:13.0Z,3,REGULAR,3pt,Jump Shot,[],1626179,78.26872536136662,7.912071078431373,1610612766,97,88,2021-04-25T18:57:18Z,4830000,-210.0,152.0,1,right,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,,
499,PT00M06.70S,2021-04-25T18:57:13.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,97,88,2021-04-25T18:57:18Z,4840000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,498.0,,,,,,,,,,,,
500,PT00M06.70S,2021-04-25T18:57:16.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,97,88,2021-04-25T18:57:16Z,4850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT00M06.70S,2021-04-25T18:57:20.2Z,3,REGULAR,substitution,out,[],1628984,,,1610612738,97,88,2021-04-25T18:57:40Z,4860000,,,0,,SUB out: D. Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT00M06.70S,2021-04-25T18:57:20.2Z,3,REGULAR,substitution,out,[],1626179,,,1610612738,97,88,2021-04-25T18:57:40Z,4870000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT00M06.70S,2021-04-25T18:57:20.2Z,3,REGULAR,substitution,out,[],202684,,,1610612738,97,88,2021-04-25T18:57:40Z,4880000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT00M06.70S,2021-04-25T18:57:20.2Z,3,REGULAR,substitution,in,[],202687,,,1610612738,97,88,2021-04-25T18:57:40Z,4890000,,,0,,SUB in: B. Biyombo,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT00M06.70S,2021-04-25T18:57:20.2Z,3,REGULAR,substitution,in,[],1628998,,,1610612738,97,88,2021-04-25T18:57:40Z,4900000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT00M06.70S,2021-04-25T18:57:20.2Z,3,REGULAR,substitution,in,[],203935,,,1610612738,97,88,2021-04-25T18:57:40Z,4910000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT00M00.00S,2021-04-25T18:57:43.7Z,3,REGULAR,3pt,Jump Shot,[],203935,28.991458607095925,21.88265931372549,1610612738,97,88,2021-04-25T18:58:22Z,4920000,141.0,220.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,,
508,PT00M00.00S,2021-04-25T18:57:43.7Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,97,88,2021-04-25T18:57:56Z,4930000,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,507.0,4.0,4.0,0.0,,,,,,,,,
509,PT00M00.00S,2021-04-25T18:57:55.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628970,65.17945137976346,29.810049019607845,1610612766,100,88,2021-04-25T19:16:53Z,4940000,-101.0,275.0,1,right,M. Bridges 29' 3PT running pullup (18 PTS),[1628970],1610612766.0,CHA,running pullup,,,Bridges,M. Bridges,,,,,29.27,Made,18.0,,,,,,,,,,,,,,,,,,
510,PT00M00.00S,2021-04-25T18:58:31.4Z,3,REGULAR,instantreplay,request,[],0,,,1610612738,100,88,2021-04-25T18:59:03Z,4950000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,1151.0,,,,,,,,
511,PT00M00.00S,2021-04-25T18:59:27.3Z,3,REGULAR,period,end,[],0,,,1610612738,100,88,2021-04-25T18:59:27Z,4960000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2021-04-25T18:59:57.1Z,4,REGULAR,substitution,out,['startperiod'],202687,,,1610612738,100,88,2021-04-25T19:01:15Z,4970000,,,0,,SUB out: B. Biyombo,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2021-04-25T18:59:57.1Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,100,88,2021-04-25T19:01:15Z,4980000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2021-04-25T18:59:57.1Z,4,REGULAR,substitution,in,['startperiod'],1628984,,,1610612738,100,88,2021-04-25T19:01:15Z,4990000,,,0,,SUB in: D. Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2021-04-25T18:59:57.1Z,4,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,100,88,2021-04-25T19:01:15Z,5000000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2021-04-25T19:01:22.1Z,4,REGULAR,period,start,[],0,,,1610612738,100,88,2021-04-25T19:01:22Z,5010000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT11M43.00S,2021-04-25T19:01:38.8Z,4,REGULAR,3pt,Jump Shot,[],202689,32.802233902759525,46.63756127450981,1610612738,100,88,2021-04-25T19:01:42Z,5020000,17.0,256.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,,
518,PT11M40.00S,2021-04-25T19:01:40.6Z,4,REGULAR,rebound,defensive,[],1628998,,,1610612766,100,88,2021-04-25T19:01:40Z,5030000,,,0,,C. Martin REBOUND (Off:0 Def:6),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,517.0,6.0,6.0,0.0,,,,,,,,,
519,PT11M26.00S,2021-04-25T19:01:57.2Z,4,REGULAR,foul,personal,['2freethrow'],203095,,,1610612766,100,88,2021-04-25T19:02:12Z,5040000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Bridges 2 FT),"[203095, 1628970]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Bridges,1628970.0,,,,
521,PT11M26.00S,2021-04-25T19:02:28.7Z,4,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,101,88,2021-04-25T19:02:28Z,5060000,,,0,,M. Bridges Free Throw 1 of 2 (19 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
522,PT11M26.00S,2021-04-25T19:02:44.5Z,4,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,102,88,2021-04-25T19:02:44Z,5070000,,,0,,M. Bridges Free Throw 2 of 2 (20 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
524,PT11M11.00S,2021-04-25T19:03:01.0Z,4,REGULAR,3pt,Jump Shot,[],1628369,26.10052562417871,83.89246323529412,1610612738,102,88,2021-04-25T19:03:13Z,5080000,-169.0,193.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.67,Missed,,,,,,,,,,,,,,,,,,,
525,PT11M07.00S,2021-04-25T19:03:05.0Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,102,88,2021-04-25T19:03:13Z,5090000,,,0,,J. Tatum REBOUND (Off:4 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,524.0,9.0,5.0,4.0,,,,,,,,,
526,PT11M06.00S,2021-04-25T19:03:05.9Z,4,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612738,102,88,2021-04-25T19:03:31Z,5100000,,,0,,P. Washington shooting personal FOUL (3 PF) (Tatum 2 FT),"[1629023, 1628369]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,,,,,,,200833.0,3.0,0.0,Tatum,1628369.0,,,,
528,PT11M06.00S,2021-04-25T19:03:41.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628369,,,1610612738,102,89,2021-04-25T19:03:41Z,5120000,,,0,,J. Tatum Free Throw 1 of 2 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
529,PT11M06.00S,2021-04-25T19:03:44.7Z,4,REGULAR,substitution,out,[],202689,,,1610612738,102,89,2021-04-25T19:03:47Z,5130000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
