actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
164,PT10M03.00S,2021-04-25T17:45:10.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,38,26,2021-04-25T17:45:11Z,1630000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,163.0,3.0,2.0,1.0,,,,,,,,,
165,PT09M53.00S,2021-04-25T17:45:21.4Z,2,REGULAR,turnover,bad pass,[],203095,,,1610612738,38,26,2021-04-25T17:45:26Z,1640000,,,0,,E. Fournier bad pass TURNOVER (1 TO),"[203095, 1629667]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,1.0,McDaniels,1629667.0,
166,PT09M53.00S,2021-04-25T17:45:21.4Z,2,REGULAR,steal,,[],1629667,,,1610612766,38,26,2021-04-25T17:45:24Z,1650000,,,0,,J. McDaniels STEAL (1 STL),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT09M46.00S,2021-04-25T17:45:28.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628970,5.863994743758213,50.55912990196079,1610612766,40,26,2021-04-25T17:49:37Z,1660000,-3.0,3.0,1,left,M. Bridges cutting DUNK (10 PTS) (D. Graham 4 AST),"[1628970, 1628984]",1610612766.0,CHA,cutting,,,Bridges,M. Bridges,,,,,0.38,Made,10.0,D. Graham,1628984.0,4.0,,,,,,,,,,,,,,,
169,PT09M33.00S,2021-04-25T17:45:40.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,92.85479632063075,52.76501225490197,1610612738,40,26,2021-04-25T17:50:24Z,1680000,14.0,15.0,1,right,MISS P. Pritchard driving finger roll Layup - blocked,"[1630202, 1629023]",1610612738.0,BOS,driving finger roll,,,Pritchard,P. Pritchard,,,,,2.02,Missed,,,,,Washington,1629023.0,,,,,,,,,,,,,
170,PT09M33.00S,2021-04-25T17:45:40.7Z,2,REGULAR,block,,[],1629023,,,1610612738,40,26,2021-04-25T17:45:44Z,1690000,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT09M33.00S,2021-04-25T17:45:40.7Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,40,26,2021-04-25T18:00:05Z,1700000,,,0,,J. Tatum REBOUND (Off:2 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,169.0,4.0,2.0,2.0,,,,,,,,,
234,PT09M32.00S,2021-04-25T17:45:49.8Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,40,26,2021-04-25T18:03:47Z,1710000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 1629667]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,2.0,McDaniels,1629667.0,
235,PT09M32.00S,2021-04-25T17:45:49.8Z,2,REGULAR,steal,,[],1629667,,,1610612766,40,26,2021-04-25T17:59:26Z,1715000,,,0,,J. McDaniels STEAL (2 STL),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M31.00S,2021-04-25T17:45:59.0Z,2,REGULAR,foul,personal,[],1629684,,,1610612766,40,26,2021-04-25T18:03:34Z,1720000,,,0,,G. Williams take personal FOUL (2 PF),"[1629684, 1629667]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,,,,,,,202901.0,2.0,0.0,McDaniels,1629667.0,,,,
175,PT09M31.00S,2021-04-25T17:46:08.9Z,2,REGULAR,substitution,out,[],1629667,,,1610612766,40,26,2021-04-25T18:03:34Z,1740000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT09M31.00S,2021-04-25T17:46:08.9Z,2,REGULAR,substitution,out,[],1629684,,,1610612766,40,26,2021-04-25T18:03:34Z,1750000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT09M31.00S,2021-04-25T17:46:08.9Z,2,REGULAR,substitution,in,[],1626179,,,1610612766,40,26,2021-04-25T18:03:34Z,1760000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M31.00S,2021-04-25T17:46:08.9Z,2,REGULAR,substitution,in,[],202684,,,1610612766,40,26,2021-04-25T18:03:34Z,1770000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M08.00S,2021-04-25T17:46:31.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,25.18068331143233,17.715992647058822,1610612766,40,26,2021-04-25T18:03:23Z,1780000,161.0,184.0,1,left,MISS T. Rozier 24' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,24.49,Missed,,,,,,,,,,,,,,,,,,,
180,PT09M05.00S,2021-04-25T17:46:34.7Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,40,26,2021-04-25T17:46:42Z,1790000,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,179.0,3.0,2.0,1.0,,,,,,,,,
181,PT09M00.00S,2021-04-25T17:46:39.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,91.27792378449409,49.08854166666667,1610612738,40,28,2021-04-25T17:53:57Z,1800000,-5.0,29.0,1,right,J. Brown driving finger roll Layup (5 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,2.99,Made,5.0,,,,,,,,,,,,,,,,,,
182,PT08M52.00S,2021-04-25T17:46:48.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628998,4.944152431011826,49.333639705882355,1610612766,42,28,2021-04-25T17:54:23Z,1810000,3.0,-6.0,1,left,C. Martin driving DUNK (9 PTS) (D. Graham 5 AST),"[1628998, 1628984]",1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,0.68,Made,9.0,D. Graham,1628984.0,5.0,,,,,,,,,,,,,,,
183,PT08M52.00S,2021-04-25T17:46:58.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,42,28,2021-04-25T17:46:58Z,1820000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M52.00S,2021-04-25T17:49:09.0Z,2,REGULAR,substitution,out,[],1629023,,,1610612738,42,28,2021-04-25T17:50:14Z,1830000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M52.00S,2021-04-25T17:49:09.0Z,2,REGULAR,substitution,out,[],203095,,,1610612738,42,28,2021-04-25T17:50:14Z,1840000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M52.00S,2021-04-25T17:49:09.0Z,2,REGULAR,substitution,in,[],202687,,,1610612738,42,28,2021-04-25T17:50:14Z,1850000,,,0,,SUB in: B. Biyombo,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M52.00S,2021-04-25T17:49:09.0Z,2,REGULAR,substitution,in,[],202689,,,1610612738,42,28,2021-04-25T17:50:14Z,1860000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M36.00S,2021-04-25T17:50:28.5Z,2,REGULAR,3pt,Jump Shot,[],202689,66.5735873850197,47.86305147058824,1610612738,42,31,2021-04-25T17:55:16Z,1870000,-11.0,262.0,1,right,K. Walker 26' 3PT pullup (5 PTS) (J. Tatum 2 AST),"[202689, 1628369]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.19,Made,5.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,,
189,PT08M22.00S,2021-04-25T17:50:41.1Z,2,REGULAR,3pt,Jump Shot,[],1626179,9.937582128777924,97.86305147058823,1610612766,45,31,2021-04-25T17:50:51Z,1880000,-239.0,41.0,1,left,T. Rozier 24' 3PT  (8 PTS) (D. Graham 6 AST),"[1626179, 1628984]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,24.28,Made,8.0,D. Graham,1628984.0,6.0,,,,,,,,,,,,,,,
191,PT08M18.00S,2021-04-25T17:50:53.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,45,31,2021-04-25T17:50:53Z,1900000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M18.00S,2021-04-25T17:52:42.3Z,2,REGULAR,substitution,out,[],1628984,,,1610612738,45,31,2021-04-25T17:54:01Z,1910000,,,0,,SUB out: D. Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M18.00S,2021-04-25T17:52:42.3Z,2,REGULAR,substitution,out,[],202689,,,1610612738,45,31,2021-04-25T17:54:01Z,1920000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M18.00S,2021-04-25T17:52:42.3Z,2,REGULAR,substitution,in,[],202954,,,1610612738,45,31,2021-04-25T17:54:01Z,1930000,,,0,,SUB in: B. Wanamaker,[202954],1610612766.0,CHA,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M18.00S,2021-04-25T17:52:42.3Z,2,REGULAR,substitution,in,[],1630174,,,1610612738,45,31,2021-04-25T17:54:01Z,1940000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M05.00S,2021-04-25T17:54:29.8Z,2,REGULAR,foul,offensive,[],1628369,,,1610612738,45,31,2021-04-25T17:54:43Z,1950000,,,0,,J. Tatum charge offensive FOUL (1 PF),"[1628369, 1628998]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Martin,1628998.0,,,,
199,PT08M05.00S,2021-04-25T17:54:29.8Z,2,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,45,31,2021-04-25T17:54:29Z,1970000,,,0,,J. Tatum offensive foul TURNOVER (3 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,202901.0,,,,,3.0,,,
200,PT07M55.00S,2021-04-25T17:55:02.3Z,2,REGULAR,foul,offensive,[],202687,,,1610612766,45,31,2021-04-25T17:55:07Z,1980000,,,0,,B. Biyombo offensive FOUL (2 PF),"[202687, 1630174]",1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Nesmith,1630174.0,,,,
202,PT07M55.00S,2021-04-25T17:55:02.3Z,2,REGULAR,turnover,offensive foul,[],202687,,,1610612766,45,31,2021-04-25T17:55:02Z,2000000,,,0,,B. Biyombo offensive foul TURNOVER (2 TO),[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,1151.0,,,,,2.0,,,
203,PT07M55.00S,2021-04-25T17:55:16.0Z,2,REGULAR,substitution,out,[],1628998,,,1610612738,45,31,2021-04-25T17:55:20Z,2010000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M55.00S,2021-04-25T17:55:16.0Z,2,REGULAR,substitution,in,[],1629667,,,1610612738,45,31,2021-04-25T17:55:20Z,2020000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M40.00S,2021-04-25T17:55:34.5Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,45,31,2021-04-25T17:55:40Z,2030000,,,0,,J. Tatum lost ball TURNOVER (4 TO),"[1628369, 202954]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,4.0,Wanamaker,202954.0,
206,PT07M40.00S,2021-04-25T17:55:34.5Z,2,REGULAR,steal,,[],202954,,,1610612766,45,31,2021-04-25T17:55:35Z,2040000,,,0,,B. Wanamaker STEAL (1 STL),[202954],1610612766.0,CHA,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M26.00S,2021-04-25T17:55:48.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629667,10.068988173455978,48.353247549019606,1610612766,45,31,2021-04-25T17:59:00Z,2050000,8.0,42.0,1,left,MISS J. McDaniels driving floating Shot,[1629667],1610612766.0,CHA,driving floating,,,McDaniels,J. McDaniels,,,,,4.29,Missed,,,,,,,,,,,,,,,,,,,
208,PT07M25.00S,2021-04-25T17:55:52.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,45,31,2021-04-25T17:55:52Z,2060000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,207.0,,,,,,,,,,,,
209,PT07M25.00S,2021-04-25T17:55:53.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,45,31,2021-04-25T17:55:53Z,2070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M12.00S,2021-04-25T17:56:14.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,85.10183968462549,49.57873774509804,1610612738,45,31,2021-04-25T18:00:18Z,2080000,-2.0,88.0,1,right,MISS J. Brown 8' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,8.75,Missed,,,,,,,,,,,,,,,,,,,
211,PT07M11.00S,2021-04-25T17:56:15.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,45,31,2021-04-25T17:56:46Z,2090000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,210.0,,,,,,,,,,,,
212,PT07M11.00S,2021-04-25T17:56:19.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,45,31,2021-04-25T17:56:19Z,2100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M03.00S,2021-04-25T17:56:38.4Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,45,31,2021-04-25T18:06:11Z,2110000,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 202954]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,1.0,Wanamaker,202954.0,
214,PT07M03.00S,2021-04-25T17:56:38.4Z,2,REGULAR,steal,,[],202954,,,1610612766,45,31,2021-04-25T18:05:50Z,2120000,,,0,,B. Wanamaker STEAL (2 STL),[202954],1610612766.0,CHA,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M58.00S,2021-04-25T17:56:42.8Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629667,5.075558475689881,49.82383578431372,1610612766,47,31,2021-04-25T18:02:50Z,2130000,1.0,-5.0,1,left,J. McDaniels running alley-oop DUNK (4 PTS) (T. Rozier 7 AST),"[1629667, 1626179]",1610612766.0,CHA,running alley-oop,,,McDaniels,J. McDaniels,,,,,0.49,Made,4.0,T. Rozier,1626179.0,7.0,,,,,,,,,,,,,,,
217,PT06M48.00S,2021-04-25T17:57:00.8Z,2,REGULAR,turnover,out-of-bounds,[],202684,,,1610612738,47,31,2021-04-25T18:05:37Z,2150000,,,0,,T. Thompson bad pass out-of-bounds TURNOVER (2 TO),[202684],1610612738.0,BOS,bad pass,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,2.0,,,
280,PT06M48.00S,2021-04-25T17:57:10.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,47,31,2021-04-25T18:05:44Z,2155000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M33.00S,2021-04-25T17:57:19.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,47,31,2021-04-25T17:57:19Z,2160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M33.00S,2021-04-25T17:57:20.6Z,2,REGULAR,substitution,out,[],1628970,,,1610612766,47,31,2021-04-25T17:57:25Z,2170000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M33.00S,2021-04-25T17:57:20.6Z,2,REGULAR,substitution,in,[],1629023,,,1610612766,47,31,2021-04-25T17:57:25Z,2180000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M23.00S,2021-04-25T17:57:40.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629023,23.603810775295663,32.421875,1610612766,47,31,2021-04-25T18:06:50Z,2190000,88.0,169.0,1,left,MISS P. Washington 19' pullup Shot,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,19.08,Missed,,,,,,,,,,,,,,,,,,,
222,PT06M21.00S,2021-04-25T17:57:42.1Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,47,31,2021-04-25T17:57:42Z,2200000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,221.0,4.0,3.0,1.0,,,,,,,,,
223,PT06M13.00S,2021-04-25T17:57:49.9Z,2,REGULAR,3pt,Jump Shot,[],1627759,70.90998685939553,74.08854166666666,1610612738,47,31,2021-04-25T17:57:54Z,2210000,120.0,221.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,,
224,PT06M11.00S,2021-04-25T17:57:51.9Z,2,REGULAR,rebound,defensive,[],202687,,,1610612766,47,31,2021-04-25T17:57:54Z,2220000,,,0,,B. Biyombo REBOUND (Off:1 Def:2),[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,223.0,3.0,2.0,1.0,,,,,,,,,
225,PT06M01.00S,2021-04-25T17:58:03.6Z,2,REGULAR,foul,personal,[],1630202,,,1610612766,47,31,2021-04-25T17:59:04Z,2230000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1629023]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Washington,1629023.0,,,,
227,PT06M01.00S,2021-04-25T17:58:19.5Z,2,REGULAR,substitution,out,[],1630202,,,1610612766,47,31,2021-04-25T17:58:24Z,2250000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M01.00S,2021-04-25T17:58:19.5Z,2,REGULAR,substitution,in,[],203935,,,1610612766,47,31,2021-04-25T17:58:24Z,2260000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M47.00S,2021-04-25T17:58:38.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,8.886333771353483,36.09834558823529,1610612766,49,31,2021-04-25T18:07:49Z,2270000,70.0,31.0,1,left,P. Washington 7' pullup Jump Shot (11 PTS) (T. Rozier 8 AST),"[1629023, 1626179]",1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,7.61,Made,11.0,T. Rozier,1626179.0,8.0,,,,,,,,,,,,,,,
230,PT05M34.00S,2021-04-25T17:58:54.5Z,2,REGULAR,foul,personal,[],202954,,,1610612738,49,31,2021-04-25T17:58:57Z,2280000,,,0,,B. Wanamaker personal FOUL (2 PF),"[202954, 1628369]",1610612766.0,CHA,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,200833.0,2.0,0.0,Tatum,1628369.0,,,,
232,PT05M30.00S,2021-04-25T17:59:20.6Z,2,REGULAR,foul,personal,[],1626179,,,1610612738,49,31,2021-04-25T17:59:23Z,2300000,,,0,,T. Rozier personal FOUL (2 PF),"[1626179, 202684]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Thompson,202684.0,,,,
236,PT05M22.00S,2021-04-25T17:59:45.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",203935,89.96386333771353,51.049325980392155,1610612738,49,33,2021-04-25T18:09:11Z,2320000,5.0,42.0,1,right,M. Smart driving finger roll Layup (5 PTS) (J. Brown 1 AST),"[203935, 1627759]",1610612738.0,BOS,driving finger roll,,,Smart,M. Smart,,,,,4.21,Made,5.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,,
238,PT05M22.00S,2021-04-25T17:59:51.1Z,2,REGULAR,violation,defensive goaltending,[],202687,,,1610612738,49,33,2021-04-25T18:00:22Z,2340000,,,0,,B. Biyombo defensive goaltending VIOLATION,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,200833.0,,,,,,,,
239,PT05M08.00S,2021-04-25T18:00:21.2Z,2,REGULAR,3pt,Jump Shot,[],1626179,26.363337713534822,82.17677696078431,1610612766,52,33,2021-04-25T18:10:10Z,2350000,-161.0,195.0,1,left,T. Rozier 25' 3PT pullup (11 PTS) (B. Biyombo 2 AST),"[1626179, 202687]",1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,25.3,Made,11.0,B. Biyombo,202687.0,2.0,,,,,,,,,,,,,,,
241,PT04M54.00S,2021-04-25T18:00:48.0Z,2,REGULAR,foul,personal,['2freethrow'],202954,,,1610612738,52,33,2021-04-25T18:01:02Z,2370000,,,0,,B. Wanamaker shooting personal FOUL (3 PF) (Tatum 2 FT),"[202954, 1628369]",1610612766.0,CHA,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,200833.0,3.0,0.0,Tatum,1628369.0,,,,
243,PT04M54.00S,2021-04-25T18:01:11.8Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,52,34,2021-04-25T18:01:45Z,2390000,,,0,,J. Tatum Free Throw 1 of 2 (5 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
244,PT04M54.00S,2021-04-25T18:01:11.8Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,52,34,2021-04-25T18:01:45Z,2400000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
245,PT04M52.00S,2021-04-25T18:01:13.8Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,52,34,2021-04-25T18:01:45Z,2410000,,,0,,P. Washington REBOUND (Off:1 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,244.0,3.0,2.0,1.0,,,,,,,,,
247,PT04M40.00S,2021-04-25T18:01:44.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,7.966491458607096,49.333639705882355,1610612766,52,34,2021-04-25T18:11:04Z,2420000,3.0,22.0,1,left,MISS T. Rozier driving floating Shot,[1626179],1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,2.26,Missed,,,,,,,,,,,,,,,,,,,
248,PT04M40.00S,2021-04-25T18:01:44.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,52,34,2021-04-25T18:01:50Z,2430000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,247.0,,,,,,,,,,,,
249,PT04M40.00S,2021-04-25T18:01:48.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,52,34,2021-04-25T18:01:48Z,2440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M24.00S,2021-04-25T18:02:10.9Z,2,REGULAR,3pt,Jump Shot,[],1630174,89.17542706964521,96.14736519607843,1610612738,52,37,2021-04-25T18:02:15Z,2450000,231.0,49.0,1,right,A. Nesmith 3PT  (3 PTS) (J. Brown 2 AST),"[1630174, 1627759]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,23.59,Made,3.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,,
252,PT04M06.00S,2021-04-25T18:02:29.3Z,2,REGULAR,3pt,Jump Shot,[],1629667,7.966491458607096,97.37285539215686,1610612766,52,37,2021-04-25T18:02:46Z,2470000,-237.0,22.0,1,left,MISS J. McDaniels 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,23.8,Missed,,,,,,,,,,,,,,,,,,,
253,PT04M03.00S,2021-04-25T18:02:31.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,52,37,2021-04-25T18:02:31Z,2480000,,,0,,J. Tatum REBOUND (Off:2 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,252.0,5.0,3.0,2.0,,,,,,,,,
254,PT03M54.00S,2021-04-25T18:02:40.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.46057818659659,51.53952205882353,1610612738,52,37,2021-04-25T18:12:36Z,2490000,8.0,18.0,1,right,MISS J. Tatum driving Layup - blocked,"[1628369, 202687]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.99,Missed,,,,,Biyombo,202687.0,,,,,,,,,,,,,
255,PT03M54.00S,2021-04-25T18:02:40.2Z,2,REGULAR,block,,[],202687,,,1610612738,52,37,2021-04-25T18:02:42Z,2500000,,,0,,B. Biyombo BLOCK (1 BLK),[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT03M51.00S,2021-04-25T18:02:43.2Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,52,37,2021-04-25T18:02:50Z,2510000,,,0,,J. Tatum REBOUND (Off:3 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,254.0,6.0,3.0,3.0,,,,,,,,,
