actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
168,PT10M03.00S,2021-05-16T17:47:41.0Z,2,REGULAR,substitution,in,[],1629684,,,1610612752,28,27,2021-05-16T17:47:59Z,1670000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M03.00S,2021-05-16T17:47:41.0Z,2,REGULAR,substitution,out,[],1630174,,,1610612752,28,27,2021-05-16T17:48:04Z,1680000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT10M03.00S,2021-05-16T17:47:41.0Z,2,REGULAR,substitution,in,[],1629641,,,1610612752,28,27,2021-05-16T17:48:04Z,1690000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT09M57.00S,2021-05-16T17:48:24.4Z,2,REGULAR,foul,personal,[],1629035,,,1610612752,28,27,2021-05-16T17:48:33Z,1700000,,,0,,C. Edwards personal FOUL (1 PF),"[1629035, 201959]",1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Gibson,201959.0,
173,PT09M45.00S,2021-05-16T17:48:54.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,8.754927726675426,43.451286764705884,1610612752,28,27,2021-05-16T17:49:00Z,1720000,33.0,30.0,1,left,MISS I. Quickley driving Layup,[1630193],1610612752.0,NYK,driving,,,Quickley,I. Quickley,,,,,4.42,Missed,,,,,,,,,,,,,,,,,,,
174,PT09M43.00S,2021-05-16T17:48:56.4Z,2,REGULAR,rebound,defensive,[],203953,,,1610612738,28,27,2021-05-16T17:49:00Z,1730000,,,0,,J. Parker REBOUND (Off:1 Def:2),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,173.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
175,PT09M33.00S,2021-05-16T17:49:06.1Z,2,REGULAR,3pt,Jump Shot,[],1629035,70.51576872536137,15.019914215686276,1610612738,28,30,2021-05-16T17:52:50Z,1740000,-175.0,225.0,1,right,C. Edwards 28' 3PT pullup (6 PTS),[1629035],1610612738.0,BOS,pullup,,,Edwards,C. Edwards,,,,,28.47,Made,,,,,,,6.0,,,,,,,,,,,,
176,PT09M19.00S,2021-05-16T17:49:20.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201565,6.915243101182654,48.353247549019606,1610612752,30,30,2021-05-16T17:49:23Z,1750000,8.0,13.0,1,left,D. Rose driving Layup (5 PTS),[201565],1610612752.0,NYK,driving,,,Rose,D. Rose,,,,,1.49,Made,,,,,,,5.0,,,,,,,,,,,,
177,PT09M08.00S,2021-05-16T17:49:30.8Z,2,REGULAR,3pt,Jump Shot,[],1629035,66.17936925098554,46.63756127450981,1610612738,30,30,2021-05-16T17:49:35Z,1760000,-17.0,265.0,1,right,MISS C. Edwards 26' 3PT,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,26.59,Missed,,,,,,,,,,,,,,,,,,,
178,PT09M06.00S,2021-05-16T17:49:32.8Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,30,30,2021-05-16T17:49:35Z,1770000,,,0,,A. Burks REBOUND (Off:0 Def:3),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,177.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
179,PT08M55.00S,2021-05-16T17:49:44.3Z,2,REGULAR,3pt,Jump Shot,[],1630167,10.068988173455978,5.215992647058823,1610612752,30,30,2021-05-16T17:49:53Z,1780000,224.0,42.0,1,left,MISS O. Toppin 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,22.78,Missed,,,,,,,,,,,,,,,,,,,
180,PT08M53.00S,2021-05-16T17:49:46.3Z,2,REGULAR,rebound,offensive,[],201959,,,1610612752,30,30,2021-05-16T17:49:53Z,1790000,,,0,,T. Gibson REBOUND (Off:1 Def:2),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,179.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
181,PT08M50.00S,2021-05-16T17:49:48.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630167,6.1268068331143235,48.59834558823529,1610612752,32,30,2021-05-16T17:49:58Z,1800000,7.0,5.0,1,left,O. Toppin cutting Layup (4 PTS) (T. Gibson 2 AST),"[1630167, 201959]",1610612752.0,NYK,cutting,,,Toppin,O. Toppin,,,,,0.87,Made,,,,,,,4.0,T. Gibson,201959.0,2.0,,,,,,,,,
183,PT08M26.00S,2021-05-16T17:50:15.6Z,2,REGULAR,foul,personal,['2freethrow'],201959,,,1610612738,32,30,2021-05-16T17:50:20Z,1820000,,,0,,T. Gibson shooting personal FOUL (2 PF) (Parker 2 FT),"[201959, 203953]",1610612752.0,NYK,shooting,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,101283.0,2.0,0.0,Parker,203953.0,
186,PT08M26.00S,2021-05-16T17:50:28.4Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,32,30,2021-05-16T17:50:48Z,1835000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M26.00S,2021-05-16T17:50:28.4Z,2,REGULAR,substitution,in,[],1629605,,,1610612738,32,30,2021-05-16T17:50:48Z,1837500,,,0,,SUB in: T. Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M26.00S,2021-05-16T17:50:41.3Z,2,REGULAR,freethrow,1 of 2,[],203953,,,1610612738,32,31,2021-05-16T17:50:41Z,1840000,,,0,,J. Parker Free Throw 1 of 2 (5 PTS),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
188,PT08M26.00S,2021-05-16T17:51:01.0Z,2,REGULAR,freethrow,2 of 2,[],203953,,,1610612738,32,32,2021-05-16T17:51:01Z,1850000,,,0,,J. Parker Free Throw 2 of 2 (6 PTS),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
189,PT08M17.00S,2021-05-16T17:51:11.8Z,2,REGULAR,2pt,Jump Shot,[],201959,22.552562417871222,38.30422794117647,1610612752,32,32,2021-05-16T17:51:19Z,1860000,58.0,159.0,1,left,MISS T. Gibson 16' Jump Shot,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,16.99,Missed,,,,,,,,,,,,,,,,,,,
190,PT08M15.00S,2021-05-16T17:51:13.8Z,2,REGULAR,rebound,defensive,[],203953,,,1610612738,32,32,2021-05-16T17:51:19Z,1870000,,,0,,J. Parker REBOUND (Off:1 Def:3),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,189.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
191,PT08M01.00S,2021-05-16T17:51:26.9Z,2,REGULAR,3pt,Jump Shot,[],1629035,79.84559789750328,6.686580882352941,1610612738,32,32,2021-05-16T17:51:31Z,1880000,-217.0,137.0,1,right,MISS C. Edwards 25' 3PT,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,,
192,PT07M59.00S,2021-05-16T17:51:28.9Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,32,32,2021-05-16T17:51:31Z,1890000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,191.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
193,PT07M52.00S,2021-05-16T17:51:36.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,11.514454664914586,52.51991421568627,1610612752,32,32,2021-05-16T17:51:42Z,1900000,-13.0,56.0,1,left,MISS D. Rose driving floating Shot - blocked,"[201565, 1629605]",1610612752.0,NYK,driving floating,,,Rose,D. Rose,,,,,5.71,Missed,,,,,Fall,1629605.0,,,,,,,,,,,,,
265,PT07M52.00S,2021-05-16T17:51:36.7Z,2,REGULAR,block,,[],1629605,,,1610612752,32,32,2021-05-16T18:07:18Z,1905000,,,0,,T. Fall BLOCK (2 BLK),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT07M51.00S,2021-05-16T17:51:37.7Z,2,REGULAR,rebound,offensive,[],201565,,,1610612752,32,32,2021-05-16T18:07:18Z,1910000,,,0,,D. Rose REBOUND (Off:1 Def:0),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,193.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
195,PT07M49.00S,2021-05-16T17:51:39.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,28.728646517739815,17.96109068627451,1610612752,32,32,2021-05-16T17:51:45Z,1920000,160.0,218.0,1,left,MISS I. Quickley 27' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,27.01,Missed,,,,,,,,,,,,,,,,,,,
196,PT07M47.00S,2021-05-16T17:51:41.6Z,2,REGULAR,rebound,offensive,[],201565,,,1610612752,32,32,2021-05-16T17:51:45Z,1930000,,,0,,D. Rose REBOUND (Off:2 Def:0),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,195.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
197,PT07M43.00S,2021-05-16T17:51:44.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201565,6.1268068331143235,32.666973039215684,1610612752,32,32,2021-05-16T17:51:48Z,1940000,87.0,5.0,1,left,MISS D. Rose 8' Jump Shot,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,8.68,Missed,,,,,,,,,,,,,,,,,,,
198,PT07M41.00S,2021-05-16T17:51:46.8Z,2,REGULAR,rebound,defensive,[],1629605,,,1610612738,32,32,2021-05-16T17:51:48Z,1950000,,,0,,T. Fall REBOUND (Off:2 Def:2),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,197.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
199,PT07M25.00S,2021-05-16T17:52:03.1Z,2,REGULAR,3pt,Jump Shot,[],1629641,85.49605781865965,95.65716911764706,1610612738,32,32,2021-05-16T17:52:08Z,1960000,228.0,84.0,1,right,MISS R. Langford 24' 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,24.32,Missed,,,,,,,,,,,,,,,,,,,
200,PT07M23.00S,2021-05-16T17:52:05.1Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,32,32,2021-05-16T17:52:08Z,1970000,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,199.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
201,PT07M10.00S,2021-05-16T17:52:17.7Z,2,REGULAR,3pt,Jump Shot,[],202692,29.122864651773984,24.57873774509804,1610612752,35,32,2021-05-16T17:58:57Z,1980000,127.0,221.0,1,left,A. Burks 25' 3PT step back (5 PTS),[202692],1610612752.0,NYK,step back,,,Burks,A. Burks,,,,,25.52,Made,,,,,,,5.0,,,,,,,,,,,,
202,PT06M43.00S,2021-05-16T17:52:49.1Z,2,REGULAR,foul,personal,[],201959,,,1610612738,35,32,2021-05-16T17:52:54Z,1990000,,,0,,T. Gibson personal FOUL (3 PF),"[201959, 1629682]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,1627964.0,3.0,0.0,Waters,1629682.0,
204,PT06M43.00S,2021-05-16T17:52:55.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,35,32,2021-05-16T17:52:55Z,2010000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT06M43.00S,2021-05-16T17:52:56.0Z,2,REGULAR,substitution,out,[],201959,,,1610612738,35,32,2021-05-16T17:55:58Z,2020000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT06M43.00S,2021-05-16T17:52:56.0Z,2,REGULAR,substitution,out,[],1630167,,,1610612738,35,32,2021-05-16T17:55:58Z,2030000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M43.00S,2021-05-16T17:52:56.0Z,2,REGULAR,substitution,out,[],1629035,,,1610612738,35,32,2021-05-16T17:55:58Z,2040000,,,0,,SUB out: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M43.00S,2021-05-16T17:52:56.0Z,2,REGULAR,substitution,out,[],203953,,,1610612738,35,32,2021-05-16T17:55:58Z,2050000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M43.00S,2021-05-16T17:52:56.0Z,2,REGULAR,substitution,out,[],1629605,,,1610612738,35,32,2021-05-16T17:55:58Z,2060000,,,0,,SUB out: T. Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M43.00S,2021-05-16T17:52:56.0Z,2,REGULAR,substitution,in,[],203944,,,1610612738,35,32,2021-05-16T17:55:58Z,2070000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M43.00S,2021-05-16T17:52:56.0Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,35,32,2021-05-16T17:55:58Z,2090000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M43.00S,2021-05-16T17:52:56.0Z,2,REGULAR,substitution,in,[],1628436,,,1610612738,35,32,2021-05-16T17:55:58Z,2100000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M43.00S,2021-05-16T17:52:56.0Z,2,REGULAR,substitution,in,[],1628400,,,1610612738,35,32,2021-05-16T17:55:58Z,2110000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M43.00S,2021-05-16T17:52:56.0Z,2,REGULAR,substitution,in,[],203457,,,1610612738,35,32,2021-05-16T17:56:10Z,2120000,,,0,,SUB in: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M37.00S,2021-05-16T17:56:32.8Z,2,REGULAR,foul,personal,['2freethrow'],201565,,,1610612738,35,32,2021-05-16T17:56:40Z,2130000,,,0,,D. Rose shooting personal FOUL (1 PF) (Langford 2 FT),"[201565, 1629641]",1610612752.0,NYK,shooting,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Langford,1629641.0,
218,PT06M37.00S,2021-05-16T17:56:52.8Z,2,REGULAR,freethrow,1 of 2,[],1629641,,,1610612738,35,33,2021-05-16T17:57:12Z,2150000,,,0,,R. Langford Free Throw 1 of 2 (5 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
219,PT06M37.00S,2021-05-16T17:56:52.8Z,2,REGULAR,freethrow,2 of 2,[],1629641,,,1610612738,35,33,2021-05-16T17:57:12Z,2160000,,,0,,MISS R. Langford Free Throw 2 of 2,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Missed,,,,,,,,,,,,,,,,,,,
220,PT06M35.00S,2021-05-16T17:56:54.8Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,35,33,2021-05-16T17:57:12Z,2170000,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,219.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
221,PT06M35.00S,2021-05-16T17:57:09.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629684,94.40999984741211,50.0,1610612738,35,33,2021-05-16T17:57:20Z,2180000,0.0,0.0,1,right,MISS G. Williams tip Layup,[1629684],1610612738.0,BOS,tip,,,Williams,G. Williams,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
222,PT06M33.00S,2021-05-16T17:57:11.8Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,35,33,2021-05-16T17:57:20Z,2190000,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,221.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
223,PT06M19.00S,2021-05-16T17:57:22.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,16.376478318002626,41.24540441176471,1610612752,35,33,2021-05-16T17:57:29Z,2200000,44.0,101.0,1,left,MISS J. Randle 11' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,11.05,Missed,,,,,,,,,,,,,,,,,,,
224,PT06M17.00S,2021-05-16T17:57:24.5Z,2,REGULAR,rebound,defensive,[],1629641,,,1610612738,35,33,2021-05-16T17:57:29Z,2210000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,223.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
225,PT06M12.00S,2021-05-16T17:57:29.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629641,94.1688567674113,53.255208333333336,1610612738,35,35,2021-05-16T18:03:01Z,2220000,16.0,2.0,1,right,R. Langford running Layup (7 PTS),[1629641],1610612738.0,BOS,running,,,Langford,R. Langford,,,,,1.65,Made,,,,,,,7.0,,,,,,,,,,,,
226,PT05M46.00S,2021-05-16T17:57:55.4Z,2,REGULAR,2pt,Jump Shot,[],201565,17.69053876478318,29.970894607843135,1610612752,35,35,2021-05-16T18:03:27Z,2230000,100.0,114.0,1,left,MISS D. Rose 15' pullup Shot,[201565],1610612752.0,NYK,pullup,,,Rose,D. Rose,,,,,15.16,Missed,,,,,,,,,,,,,,,,,,,
227,PT05M44.00S,2021-05-16T17:57:57.4Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,35,35,2021-05-16T17:58:02Z,2240000,,,0,,S. Ojeleye REBOUND (Off:0 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,226.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
228,PT05M33.00S,2021-05-16T17:58:10.9Z,2,REGULAR,turnover,out-of-bounds,[],1628436,,,1610612738,35,35,2021-05-16T17:58:17Z,2250000,,,0,,L. Kornet lost ball out-of-bounds TURNOVER (1 TO),[1628436],1610612738.0,BOS,lost ball,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,1.0,,,201640.0,,,,,
229,PT05M33.00S,2021-05-16T17:58:11.0Z,2,REGULAR,substitution,out,[],1630193,,,1610612752,35,35,2021-05-16T17:58:22Z,2260000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M33.00S,2021-05-16T17:58:11.0Z,2,REGULAR,substitution,in,[],203493,,,1610612752,35,35,2021-05-16T17:58:22Z,2270000,,,0,,SUB in: R. Bullock,[203493],1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M17.00S,2021-05-16T17:59:09.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203944,15.456636005256241,73.35324754901961,1610612752,35,35,2021-05-16T17:59:16Z,2280000,-117.0,93.0,1,left,MISS J. Randle 14' step back Shot,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,14.92,Missed,,,,,,,,,,,,,,,,,,,
232,PT05M15.00S,2021-05-16T17:59:11.4Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612738,35,35,2021-05-16T17:59:16Z,2290000,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,231.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
233,PT05M08.00S,2021-05-16T17:59:20.7Z,2,REGULAR,turnover,out-of-bounds,[],1629682,,,1610612738,35,35,2021-05-16T17:59:27Z,2300000,,,0,,T. Waters bad pass out-of-bounds TURNOVER (1 TO),[1629682],1610612738.0,BOS,bad pass,,,Waters,T. Waters,,,,,,,,,,,,,,,,,1.0,,,201640.0,,,,,
234,PT05M08.00S,2021-05-16T17:59:20.8Z,2,REGULAR,substitution,out,[],201565,,,1610612752,35,35,2021-05-16T17:59:44Z,2310000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M08.00S,2021-05-16T17:59:20.8Z,2,REGULAR,substitution,out,[],1629682,,,1610612752,35,35,2021-05-16T17:59:44Z,2320000,,,0,,SUB out: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M08.00S,2021-05-16T17:59:20.8Z,2,REGULAR,substitution,in,[],1629628,,,1610612752,35,35,2021-05-16T17:59:44Z,2330000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M08.00S,2021-05-16T17:59:20.8Z,2,REGULAR,substitution,in,[],1630202,,,1610612752,35,35,2021-05-16T17:59:44Z,2340000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT04M56.00S,2021-05-16T17:59:45.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202692,6.783837056504599,54.72579656862745,1610612752,35,35,2021-05-16T18:08:00Z,2350000,-24.0,11.0,1,left,MISS A. Burks driving reverse Layup,[202692],1610612752.0,NYK,driving reverse,,,Burks,A. Burks,,,,,2.62,Missed,,,,,,,,,,,,,,,,,,,
239,PT04M54.00S,2021-05-16T17:59:47.5Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,35,35,2021-05-16T17:59:50Z,2360000,,,0,,P. Pritchard REBOUND (Off:1 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,238.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
240,PT04M44.00S,2021-05-16T17:59:57.1Z,2,REGULAR,3pt,Jump Shot,[],1628400,74.85216819973719,13.549325980392158,1610612738,35,35,2021-05-16T18:00:04Z,2370000,-182.0,184.0,1,right,MISS S. Ojeleye 25' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,,
241,PT04M42.00S,2021-05-16T17:59:59.1Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,35,35,2021-05-16T18:00:04Z,2380000,,,0,,J. Randle REBOUND (Off:0 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,240.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
242,PT04M23.00S,2021-05-16T18:00:18.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,5.075558475689881,50.314031862745104,1610612752,37,35,2021-05-16T18:00:22Z,2390000,-2.0,-5.0,1,left,R. Barrett driving Layup (4 PTS) (J. Randle 3 AST),"[1629628, 203944]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,0.51,Made,,,,,,,4.0,J. Randle,203944.0,3.0,,,,,,,,,
244,PT04M07.00S,2021-05-16T18:00:38.6Z,2,REGULAR,turnover,bad pass,[],1629641,,,1610612738,37,35,2021-05-16T18:00:46Z,2410000,,,0,,R. Langford bad pass TURNOVER (1 TO),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,1.0,,,,,,,,
246,PT04M06.00S,2021-05-16T18:00:40.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612752,37,35,2021-05-16T18:01:05Z,2430000,,,0,,G. Williams loose ball personal FOUL (1 PF) (Randle 2 FT),"[1629684, 203944]",1610612738.0,BOS,loose ball,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,1627964.0,1.0,0.0,Randle,203944.0,
248,PT04M06.00S,2021-05-16T18:01:08.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203944,,,1610612752,38,35,2021-05-16T18:01:08Z,2450000,,,0,,J. Randle Free Throw 1 of 2 (12 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,,,12.0,,,,,,,,,,,,
249,PT04M06.00S,2021-05-16T18:01:34.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203944,,,1610612752,39,35,2021-05-16T18:01:34Z,2460000,,,0,,J. Randle Free Throw 2 of 2 (13 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,,,13.0,,,,,,,,,,,,
250,PT03M51.00S,2021-05-16T18:01:54.4Z,2,REGULAR,foul,personal,[],1629628,,,1610612738,39,35,2021-05-16T18:01:59Z,2470000,,,0,,R. Barrett personal FOUL (2 PF),"[1629628, 1628400]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,201640.0,2.0,0.0,Ojeleye,1628400.0,
252,PT03M43.00S,2021-05-16T18:02:18.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628400,91.5407358738502,41.24540441176471,1610612738,39,37,2021-05-16T18:02:22Z,2490000,-44.0,27.0,1,right,S. Ojeleye turnaround Hook (2 PTS) (P. Pritchard 2 AST),"[1628400, 1630202]",1610612738.0,BOS,turnaround,,,Ojeleye,S. Ojeleye,,,,,5.15,Made,,,,,,,2.0,P. Pritchard,1630202.0,2.0,,,,,,,,,
254,PT03M19.00S,2021-05-16T18:02:41.6Z,2,REGULAR,3pt,Jump Shot,[],202692,10.33180026281209,4.4806985294117645,1610612752,42,37,2021-05-16T18:02:45Z,2510000,228.0,45.0,1,left,A. Burks 3PT  (8 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,23.19,Made,,,,,,,8.0,,,,,,,,,,,,
