actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
435,PT00M33.00S,2021-05-16T18:50:57.2Z,3,REGULAR,2pt,Jump Shot,[],1630174,9.280551905387648,66.73560049019608,1610612738,77,65,2021-05-16T18:51:00Z,4260000,-84.0,35.0,1,left,A. Nesmith 9' Jump Shot (2 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,9.06,Made,,,,,,,2.0,,,,,,,,,,,,
436,PT00M24.90S,2021-05-16T18:51:12.7Z,3,REGULAR,3pt,Jump Shot,[],203944,94.30026281208936,3.7454044117647056,1610612752,77,65,2021-05-16T18:51:19Z,4270000,-231.0,1.0,1,right,MISS J. Randle 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,23.13,Missed,,,,,,,,,,,,,,,,,,,
437,PT00M22.50S,2021-05-16T18:51:15.1Z,3,REGULAR,rebound,defensive,[],1629682,,,1610612738,77,65,2021-05-16T18:51:19Z,4280000,,,0,,T. Waters REBOUND (Off:0 Def:2),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,436.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
438,PT00M06.40S,2021-05-16T18:51:35.5Z,3,REGULAR,foul,personal,[],1629628,,,1610612738,77,65,2021-05-16T18:52:28Z,4290000,,,0,,R. Barrett take personal FOUL (4 PF),"[1629628, 1629682]",1610612752.0,NYK,take,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,201640.0,4.0,0.0,Waters,1629682.0,
440,PT00M06.40S,2021-05-16T18:51:35.6Z,3,REGULAR,substitution,out,[],1629605,,,1610612738,77,65,2021-05-16T18:51:51Z,4310000,,,0,,SUB out: T. Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT00M06.40S,2021-05-16T18:51:35.6Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,77,65,2021-05-16T18:51:51Z,4320000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT00M06.40S,2021-05-16T18:51:35.6Z,3,REGULAR,substitution,out,[],203944,,,1610612738,77,65,2021-05-16T18:52:05Z,4330000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT00M06.40S,2021-05-16T18:51:35.6Z,3,REGULAR,substitution,in,[],1628373,,,1610612738,77,65,2021-05-16T18:52:05Z,4340000,,,0,,SUB in: F. Ntilikina,[1628373],1610612752.0,NYK,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT00M03.30S,2021-05-16T18:52:15.5Z,3,REGULAR,turnover,lost ball,[],1629684,,,1610612738,77,65,2021-05-16T19:05:09Z,4350000,,,0,,G. Williams lost ball TURNOVER (2 TO),"[1629684, 1628373]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,2.0,Ntilikina,1628373.0,,,,,,
445,PT00M03.30S,2021-05-16T18:52:15.5Z,3,REGULAR,steal,,[],1628373,,,1610612752,77,65,2021-05-16T18:52:18Z,4360000,,,0,,F. Ntilikina STEAL (1 STL),[1628373],1610612752.0,NYK,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT00M01.30S,2021-05-16T18:52:26.1Z,3,REGULAR,turnover,traveling,[],1629628,,,1610612752,77,65,2021-05-16T18:52:31Z,4370000,,,0,,R. Barrett traveling TURNOVER (1 TO),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,1.0,,,201640.0,,,,,
447,PT00M00.50S,2021-05-16T18:52:42.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629682,44.31258212877792,7.935049019607843,1610612738,77,65,2021-05-16T18:53:01Z,4380000,210.0,364.0,1,left,MISS T. Waters 42' running 3PT,[1629682],1610612738.0,BOS,running,,,Waters,T. Waters,,,,,42.04,Missed,,,,,,,,,,,,,,,,,,,
448,PT00M00.10S,2021-05-16T18:52:43.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,77,65,2021-05-16T18:53:01Z,4390000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,447.0,,,,,,,,,,,,,,,,,,
449,PT00M00.00S,2021-05-16T18:52:46.5Z,3,REGULAR,period,end,[],0,,,1610612738,77,65,2021-05-16T18:52:46Z,4400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT12M00.00S,2021-05-16T18:55:13.8Z,4,REGULAR,substitution,out,['startperiod'],203457,,,1610612738,77,65,2021-05-16T18:56:30Z,4410000,,,0,,SUB out: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT12M00.00S,2021-05-16T18:55:13.8Z,4,REGULAR,substitution,out,['startperiod'],1629628,,,1610612738,77,65,2021-05-16T18:56:30Z,4420000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT12M00.00S,2021-05-16T18:55:13.8Z,4,REGULAR,substitution,out,['startperiod'],1628373,,,1610612738,77,65,2021-05-16T18:56:30Z,4430000,,,0,,SUB out: F. Ntilikina,[1628373],1610612752.0,NYK,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT12M00.00S,2021-05-16T18:55:13.8Z,4,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,77,65,2021-05-16T18:56:30Z,4440000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT12M00.00S,2021-05-16T18:55:13.8Z,4,REGULAR,substitution,in,['startperiod'],1630193,,,1610612738,77,65,2021-05-16T18:56:30Z,4450000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2021-05-16T18:55:13.8Z,4,REGULAR,substitution,in,['startperiod'],201959,,,1610612738,77,65,2021-05-16T18:56:30Z,4460000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2021-05-16T18:55:13.8Z,4,REGULAR,substitution,in,['startperiod'],1630167,,,1610612738,77,65,2021-05-16T18:56:30Z,4470000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2021-05-16T18:55:13.8Z,4,REGULAR,substitution,in,['startperiod'],1629605,,,1610612738,77,65,2021-05-16T18:56:30Z,4480000,,,0,,SUB in: T. Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2021-05-16T18:56:33.0Z,4,REGULAR,period,start,[],0,,,1610612738,77,65,2021-05-16T18:56:33Z,4490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT11M43.00S,2021-05-16T18:56:49.1Z,4,REGULAR,3pt,Jump Shot,[],203953,23.99802890932983,86.58854166666666,1610612738,77,65,2021-05-16T18:57:29Z,4500000,-183.0,173.0,1,left,MISS J. Parker 25' step back 3PT,[203953],1610612738.0,BOS,step back,,,Parker,J. Parker,,,,,25.18,Missed,,,,,,,,,,,,,,,,,,,
460,PT11M41.00S,2021-05-16T18:56:51.1Z,4,REGULAR,rebound,defensive,[],202692,,,1610612752,77,65,2021-05-16T18:56:55Z,4510000,,,0,,A. Burks REBOUND (Off:0 Def:4),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,459.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
461,PT11M35.00S,2021-05-16T18:56:57.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202692,70.51576872536137,75.55912990196079,1610612752,80,65,2021-05-16T18:57:02Z,4520000,128.0,225.0,1,right,A. Burks 25' 3PT  (14 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,25.85,Made,,,,,,,14.0,,,,,,,,,,,,
462,PT11M21.00S,2021-05-16T18:57:11.5Z,4,REGULAR,3pt,Jump Shot,[],1629682,29.77989487516426,71.39246323529412,1610612738,80,68,2021-05-16T18:59:49Z,4530000,-107.0,227.0,1,left,T. Waters 25' 3PT step back (7 PTS),[1629682],1610612738.0,BOS,step back,,,Waters,T. Waters,,,,,25.13,Made,,,,,,,7.0,,,,,,,,,,,,
463,PT11M05.00S,2021-05-16T18:57:26.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201959,90.67017082785807,42.8500306372549,1610612752,80,68,2021-05-16T18:57:40Z,4540000,-36.0,35.0,1,right,MISS T. Gibson Layup - blocked,"[201959, 1629605]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,5.01,Missed,,,,,Fall,1629605.0,,,,,,,,,,,,,
464,PT11M05.00S,2021-05-16T18:57:26.7Z,4,REGULAR,block,,[],1629605,,,1610612752,80,68,2021-05-16T18:57:28Z,4550000,,,0,,T. Fall BLOCK (3 BLK),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT11M04.00S,2021-05-16T18:57:27.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612752,80,68,2021-05-16T18:57:40Z,4560000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,463.0,,,,,,,,,,,,,,,,,,
466,PT11M04.00S,2021-05-16T18:57:39.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,80,68,2021-05-16T18:57:39Z,4570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT10M56.00S,2021-05-16T18:57:54.5Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],201565,79.188567674113,45.90226715686275,1610612752,82,68,2021-05-16T18:58:07Z,4580000,-20.0,143.0,1,right,D. Rose 14' pullup Jump Shot (7 PTS),[201565],1610612752.0,NYK,pullup,,,Rose,D. Rose,,,,,14.46,Made,,,,,,,7.0,,,,,,,,,,,,
468,PT10M36.00S,2021-05-16T18:58:14.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203953,6.258212877792378,49.57873774509804,1610612738,82,70,2021-05-16T18:58:17Z,4590000,2.0,6.0,1,left,J. Parker Layup (17 PTS),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,0.66,Made,,,,,,,17.0,,,,,,,,,,,,
470,PT10M21.00S,2021-05-16T18:58:28.5Z,4,REGULAR,3pt,Jump Shot,[],202692,70.12155059132719,70.16697303921569,1610612752,85,70,2021-05-16T18:58:34Z,4610000,101.0,228.0,1,right,A. Burks 24' 3PT  (17 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,24.97,Made,,,,,,,17.0,,,,,,,,,,,,
471,PT10M08.00S,2021-05-16T18:58:42.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,11.908672798948752,34.627757352941174,1610612738,85,70,2021-05-16T19:03:41Z,4620000,77.0,59.0,1,left,MISS A. Nesmith 9' driving floating Shot,[1630174],1610612738.0,BOS,driving floating,,,Nesmith,A. Nesmith,,,,,9.72,Missed,,,,,,,,,,,,,,,,,,,
472,PT10M06.00S,2021-05-16T18:58:44.3Z,4,REGULAR,rebound,offensive,[],1629605,,,1610612738,85,70,2021-05-16T19:03:41Z,4630000,,,0,,T. Fall REBOUND (Off:4 Def:3),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,471.0,7.0,3.0,4.0,,,,,,,,,,,,,,,
473,PT10M05.00S,2021-05-16T18:58:44.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629605,6.521024967148489,53.50030637254902,1610612738,85,70,2021-05-16T18:58:51Z,4640000,-18.0,9.0,1,left,MISS T. Fall Layup - blocked,"[1629605, 201959]",1610612738.0,BOS,,,,Fall,T. Fall,,,,,1.96,Missed,,,,,Gibson,201959.0,,,,,,,,,,,,,
474,PT10M05.00S,2021-05-16T18:58:44.9Z,4,REGULAR,block,,[],201959,,,1610612738,85,70,2021-05-16T18:58:46Z,4650000,,,0,,T. Gibson BLOCK (1 BLK),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT10M03.00S,2021-05-16T18:58:46.9Z,4,REGULAR,rebound,defensive,[],201565,,,1610612752,85,70,2021-05-16T18:58:51Z,4660000,,,0,,D. Rose REBOUND (Off:2 Def:1),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,473.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
476,PT09M53.00S,2021-05-16T18:58:56.9Z,4,REGULAR,2pt,Jump Shot,[],201565,78.0059132720105,47.372855392156865,1610612752,85,70,2021-05-16T18:59:02Z,4670000,-13.0,154.0,1,right,MISS D. Rose 15' driving floating Shot,[201565],1610612752.0,NYK,driving floating,,,Rose,D. Rose,,,,,15.48,Missed,,,,,,,,,,,,,,,,,,,
477,PT09M51.00S,2021-05-16T18:58:58.9Z,4,REGULAR,rebound,offensive,[],202692,,,1610612752,85,70,2021-05-16T18:59:02Z,4680000,,,0,,A. Burks REBOUND (Off:1 Def:4),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,476.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
478,PT09M44.00S,2021-05-16T18:59:05.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,65.1281208935611,56.93167892156863,1610612752,85,70,2021-05-16T19:06:32Z,4690000,35.0,275.0,1,right,MISS I. Quickley 27' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,27.75,Missed,,,,,,,,,,,,,,,,,,,
479,PT09M42.00S,2021-05-16T18:59:07.6Z,4,REGULAR,rebound,defensive,[],1629605,,,1610612738,85,70,2021-05-16T18:59:11Z,4700000,,,0,,T. Fall REBOUND (Off:4 Def:4),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,478.0,8.0,4.0,4.0,,,,,,,,,,,,,,,
480,PT09M28.00S,2021-05-16T18:59:22.2Z,4,REGULAR,3pt,Jump Shot,[],1629035,5.863994743758213,95.65716911764706,1610612738,85,70,2021-05-16T18:59:26Z,4710000,-228.0,3.0,1,left,MISS C. Edwards 3PT,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,22.83,Missed,,,,,,,,,,,,,,,,,,,
481,PT09M26.00S,2021-05-16T18:59:24.2Z,4,REGULAR,rebound,defensive,[],201565,,,1610612752,85,70,2021-05-16T18:59:26Z,4720000,,,0,,D. Rose REBOUND (Off:2 Def:2),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,480.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
482,PT09M21.00S,2021-05-16T18:59:29.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630193,87.20433639947439,48.353247549019606,1610612752,87,70,2021-05-16T18:59:35Z,4730000,-8.0,68.0,1,right,I. Quickley 6' driving floating Jump Shot (2 PTS),[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,6.83,Made,,,,,,,2.0,,,,,,,,,,,,
483,PT09M19.00S,2021-05-16T18:59:35.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,87,70,2021-05-16T18:59:35Z,4740000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT09M19.00S,2021-05-16T18:59:35.4Z,4,REGULAR,substitution,out,[],201565,,,1610612738,87,70,2021-05-16T19:02:38Z,4750000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT09M19.00S,2021-05-16T18:59:35.4Z,4,REGULAR,substitution,out,[],1630174,,,1610612738,87,70,2021-05-16T19:02:38Z,4760000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT09M19.00S,2021-05-16T18:59:35.4Z,4,REGULAR,substitution,out,[],1629605,,,1610612738,87,70,2021-05-16T19:02:38Z,4770000,,,0,,SUB out: T. Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT09M19.00S,2021-05-16T18:59:35.4Z,4,REGULAR,substitution,in,[],203493,,,1610612738,87,70,2021-05-16T19:02:38Z,4780000,,,0,,SUB in: R. Bullock,[203493],1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT09M19.00S,2021-05-16T18:59:35.4Z,4,REGULAR,substitution,in,[],1629641,,,1610612738,87,70,2021-05-16T19:02:38Z,4790000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT09M19.00S,2021-05-16T18:59:35.4Z,4,REGULAR,substitution,in,[],1628436,,,1610612738,87,70,2021-05-16T19:02:38Z,4800000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT08M54.00S,2021-05-16T19:03:21.5Z,4,REGULAR,2pt,Jump Shot,[],1629682,16.63929040735874,68.2061887254902,1610612738,87,72,2021-05-16T19:07:33Z,4810000,-91.0,104.0,1,left,T. Waters 13' step back Jump Shot (9 PTS),[1629682],1610612738.0,BOS,step back,,,Waters,T. Waters,,,,,13.81,Made,,,,,,,9.0,,,,,,,,,,,,
491,PT08M27.00S,2021-05-16T19:03:48.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630167,91.67214191852825,57.666973039215684,1610612752,89,72,2021-05-16T19:04:00Z,4820000,38.0,26.0,1,right,O. Toppin driving floating bank Jump Shot (6 PTS),[1630167],1610612752.0,NYK,driving floating bank,,,Toppin,O. Toppin,,,,,4.62,Made,,,,,,,6.0,,,,,,,,,,,,
493,PT08M18.00S,2021-05-16T19:03:57.4Z,4,REGULAR,turnover,lost ball,[],1629682,,,1610612738,89,72,2021-05-16T19:04:04Z,4840000,,,0,,T. Waters lost ball TURNOVER (3 TO),"[1629682, 202692]",1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,3.0,Burks,202692.0,,,,,,
494,PT08M18.00S,2021-05-16T19:03:57.4Z,4,REGULAR,steal,,[],202692,,,1610612752,89,72,2021-05-16T19:03:58Z,4850000,,,0,,A. Burks STEAL (1 STL),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT08M13.00S,2021-05-16T19:04:02.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630167,91.40932982917214,51.049325980392155,1610612752,89,72,2021-05-16T19:04:07Z,4860000,5.0,28.0,1,right,MISS O. Toppin driving Layup,[1630167],1610612752.0,NYK,driving,,,Toppin,O. Toppin,,,,,2.88,Missed,,,,,,,,,,,,,,,,,,,
496,PT08M12.00S,2021-05-16T19:04:03.8Z,4,REGULAR,rebound,defensive,[],203953,,,1610612738,89,72,2021-05-16T19:04:03Z,4870000,,,0,,J. Parker REBOUND (Off:1 Def:6),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,495.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
497,PT08M01.00S,2021-05-16T19:04:15.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,5.601182654402102,52.029718137254896,1610612738,89,74,2021-05-16T19:04:19Z,4880000,-10.0,0.0,1,left,L. Kornet alley-oop DUNK (4 PTS) (T. Waters 4 AST),"[1628436, 1629682]",1610612738.0,BOS,alley-oop,,,Kornet,L. Kornet,,,,,1.01,Made,,,,,,,4.0,T. Waters,1629682.0,4.0,,,,,,,,,
499,PT07M38.00S,2021-05-16T19:04:37.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201959,93.77463863337714,48.59834558823529,1610612752,91,74,2021-05-16T19:04:39Z,4900000,-7.0,6.0,1,right,T. Gibson Layup (4 PTS),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,0.92,Made,,,,,,,4.0,,,,,,,,,,,,
500,PT07M18.00S,2021-05-16T19:04:57.0Z,4,REGULAR,3pt,Jump Shot,[],1629682,32.013797634691194,51.049325980392155,1610612738,91,77,2021-05-16T19:05:02Z,4910000,-5.0,248.0,1,left,T. Waters 24' 3PT step back (12 PTS),[1629682],1610612738.0,BOS,step back,,,Waters,T. Waters,,,,,24.85,Made,,,,,,,12.0,,,,,,,,,,,,
501,PT06M56.00S,2021-05-16T19:05:19.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,94.43166885676742,53.74540441176471,1610612752,91,77,2021-05-16T19:05:24Z,4920000,19.0,0.0,1,right,MISS I. Quickley driving Layup,[1630193],1610612752.0,NYK,driving,,,Quickley,I. Quickley,,,,,1.87,Missed,,,,,,,,,,,,,,,,,,,
502,PT06M54.00S,2021-05-16T19:05:21.2Z,4,REGULAR,rebound,defensive,[],1629035,,,1610612738,91,77,2021-05-16T19:05:24Z,4930000,,,0,,C. Edwards REBOUND (Off:0 Def:2),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,501.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
503,PT06M52.00S,2021-05-16T19:05:27.9Z,4,REGULAR,foul,personal,['2freethrow'],202692,,,1610612738,91,77,2021-05-16T19:05:38Z,4940000,,,0,,A. Burks shooting personal FOUL (3 PF) (Parker 2 FT),"[202692, 203953]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,101283.0,3.0,0.0,Parker,203953.0,
507,PT06M52.00S,2021-05-16T19:05:40.2Z,4,REGULAR,substitution,out,[],1630193,,,1610612738,91,77,2021-05-16T19:06:02Z,4955000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT06M52.00S,2021-05-16T19:05:40.2Z,4,REGULAR,substitution,out,[],1630167,,,1610612738,91,77,2021-05-16T19:06:02Z,4957500,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT06M52.00S,2021-05-16T19:05:40.2Z,4,REGULAR,substitution,in,[],1629628,,,1610612738,91,77,2021-05-16T19:06:02Z,4958750,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT06M52.00S,2021-05-16T19:05:40.2Z,4,REGULAR,substitution,in,[],203944,,,1610612738,91,77,2021-05-16T19:06:02Z,4959375,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT06M52.00S,2021-05-16T19:05:52.6Z,4,REGULAR,freethrow,1 of 2,[],203953,,,1610612738,91,77,2021-05-16T19:05:52Z,4960000,,,0,,MISS J. Parker Free Throw 1 of 2,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
506,PT06M52.00S,2021-05-16T19:05:52.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,91,77,2021-05-16T19:05:52Z,4970000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,,,,
511,PT06M52.00S,2021-05-16T19:06:10.6Z,4,REGULAR,freethrow,2 of 2,[],203953,,,1610612738,91,78,2021-05-16T19:06:10Z,4980000,,,0,,J. Parker Free Throw 2 of 2 (18 PTS),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,Made,,,,,,,18.0,,,,,,,,,,,,
512,PT06M36.00S,2021-05-16T19:06:28.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,83.52496714848883,35.60814950980392,1610612752,91,78,2021-05-16T19:06:34Z,4990000,-72.0,102.0,1,right,MISS J. Randle 12' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,12.52,Missed,,,,,,,,,,,,,,,,,,,
513,PT06M34.00S,2021-05-16T19:06:30.5Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,91,78,2021-05-16T19:06:34Z,5000000,,,0,,L. Kornet REBOUND (Off:0 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,512.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
514,PT06M23.00S,2021-05-16T19:06:43.9Z,4,REGULAR,foul,personal,[],203944,,,1610612738,91,78,2021-05-16T19:06:50Z,5010000,,,0,,J. Randle personal FOUL (2 PF),"[203944, 1629035]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,201640.0,2.0,0.0,Edwards,1629035.0,
516,PT06M23.00S,2021-05-16T19:06:44.0Z,4,REGULAR,substitution,out,[],201959,,,1610612738,91,78,2021-05-16T19:06:57Z,5030000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT06M23.00S,2021-05-16T19:06:44.0Z,4,REGULAR,substitution,in,[],203457,,,1610612738,91,78,2021-05-16T19:06:57Z,5040000,,,0,,SUB in: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT06M14.00S,2021-05-16T19:07:21.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629035,5.995400788436268,52.27481617647059,1610612738,91,80,2021-05-16T19:07:27Z,5050000,-11.0,4.0,1,left,C. Edwards cutting Layup (8 PTS) (J. Parker 2 AST),"[1629035, 203953]",1610612738.0,BOS,cutting,,,Edwards,C. Edwards,,,,,1.2,Made,,,,,,,8.0,J. Parker,203953.0,2.0,,,,,,,,,
520,PT05M59.00S,2021-05-16T19:07:37.1Z,4,REGULAR,foul,personal,[],203953,,,1610612752,91,80,2021-05-16T19:07:44Z,5070000,,,0,,J. Parker personal FOUL (1 PF),"[203953, 203944]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Randle,203944.0,
