actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
286,PT03M55.00S,2021-05-26T00:21:46.5Z,2,REGULAR,steal,,[],203935,,,1610612738,63,38,2021-05-26T00:21:49Z,2720000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M51.00S,2021-05-26T00:21:51.4Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629641,69.85873850197109,73.84344362745098,1610612738,63,38,2021-05-26T00:22:18Z,2730000,119.0,231.0,1,right,MISS R. Langford 25' pullup 3PT,[1629641],1610612738.0,BOS,pullup,,,Langford,R. Langford,,,,,,,,,,Missed,,25.98,,,,,,,,,,,,
288,PT03M50.00S,2021-05-26T00:21:52.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,63,38,2021-05-26T00:22:18Z,2740000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,287.0,,,,,,,,
289,PT03M50.00S,2021-05-26T00:21:56.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202684,,,1610612751,63,38,2021-05-26T00:22:14Z,2750000,,,0,,T. Thompson loose ball personal FOUL (1 PF) (Brown 2 FT),"[202684, 1628971]",1610612738.0,BOS,loose ball,,,Thompson,T. Thompson,,,,,1174.0,1.0,0.0,Brown,1628971.0,,,,,,,,,,,,,,,
291,PT03M50.00S,2021-05-26T00:22:06.2Z,2,REGULAR,substitution,out,[],202684,,,1610612751,63,38,2021-05-26T00:22:10Z,2770000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M50.00S,2021-05-26T00:22:06.2Z,2,REGULAR,substitution,in,[],1629057,,,1610612751,63,38,2021-05-26T00:22:10Z,2780000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M50.00S,2021-05-26T00:22:27.8Z,2,REGULAR,freethrow,1 of 2,[],1628971,,,1610612751,64,38,2021-05-26T00:22:27Z,2790000,,,0,,B. Brown Free Throw 1 of 2 (3 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
294,PT03M50.00S,2021-05-26T00:22:31.8Z,2,REGULAR,substitution,out,[],203925,,,1610612751,64,38,2021-05-26T00:22:36Z,2800000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M50.00S,2021-05-26T00:22:31.8Z,2,REGULAR,substitution,in,[],1629013,,,1610612751,64,38,2021-05-26T00:22:36Z,2810000,,,0,,SUB in: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M50.00S,2021-05-26T00:22:43.9Z,2,REGULAR,freethrow,2 of 2,[],1628971,,,1610612751,65,38,2021-05-26T00:22:43Z,2820000,,,0,,B. Brown Free Throw 2 of 2 (4 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
297,PT03M36.00S,2021-05-26T00:22:58.3Z,2,REGULAR,3pt,Jump Shot,[],203095,93.77463863337714,96.8826593137255,1610612738,65,41,2021-05-26T00:23:03Z,2830000,234.0,6.0,1,right,E. Fournier 3PT  (10 PTS) (M. Smart 3 AST),"[203095, 203935]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,Made,10.0,23.45,M. Smart,203935.0,3.0,,,,,,,,,
299,PT03M23.00S,2021-05-26T00:23:11.4Z,2,REGULAR,2pt,Jump Shot,[],201142,15.456636005256241,19.186580882352942,1610612751,67,41,2021-05-26T00:23:22Z,2850000,154.0,93.0,1,left,K. Durant 17' Jump Shot (10 PTS) (B. Brown 2 AST),"[201142, 1628971]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,Made,10.0,17.99,B. Brown,1628971.0,2.0,,,,,,,,,
301,PT03M12.00S,2021-05-26T00:23:26.4Z,2,REGULAR,turnover,out-of-bounds,[],1629057,,,1610612738,67,41,2021-05-26T00:23:31Z,2870000,,,0,,R. Williams III bad pass out-of-bounds TURNOVER (1 TO),[1629057],1610612738.0,BOS,bad pass,,,Williams III,R. Williams III,,,,,1174.0,,,,,,,,,,,,,,,1.0,,,,
302,PT02M54.00S,2021-05-26T00:23:48.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201933,28.203022339027594,77.51991421568627,1610612751,67,41,2021-05-26T00:23:55Z,2880000,-138.0,213.0,1,left,MISS B. Griffin 25' 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,Missed,,25.32,,,,,,,,,,,,
303,PT02M49.00S,2021-05-26T00:23:53.8Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,67,41,2021-05-26T00:23:55Z,2890000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,302.0,2.0,2.0,0.0,,,,,
304,PT02M36.00S,2021-05-26T00:24:06.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,91.93495400788436,51.049325980392155,1610612738,67,43,2021-05-26T00:24:12Z,2900000,5.0,23.0,1,right,R. Williams III alley-oop DUNK (4 PTS) (M. Smart 4 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,,,,Made,4.0,2.39,M. Smart,203935.0,4.0,,,,,,,,,
306,PT02M25.00S,2021-05-26T00:24:22.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612751,67,43,2021-05-26T00:27:52Z,2920000,,,0,,R. Williams III personal FOUL (2 PF) (Durant 2 FT),"[1629057, 201142]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,1174.0,2.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
308,PT02M25.00S,2021-05-26T00:24:32.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,67,43,2021-05-26T00:24:32Z,2940000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M25.00S,2021-05-26T00:24:33.9Z,2,REGULAR,substitution,out,[],1629641,,,1610612751,67,43,2021-05-26T00:27:38Z,2950000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M25.00S,2021-05-26T00:24:33.9Z,2,REGULAR,substitution,in,[],1628369,,,1610612751,67,43,2021-05-26T00:27:38Z,2960000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M25.00S,2021-05-26T00:28:18.9Z,2,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,68,43,2021-05-26T00:28:18Z,2970000,,,0,,K. Durant Free Throw 1 of 2 (11 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
312,PT02M25.00S,2021-05-26T00:28:35.2Z,2,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,69,43,2021-05-26T00:28:35Z,2980000,,,0,,K. Durant Free Throw 2 of 2 (12 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
313,PT02M14.00S,2021-05-26T00:28:48.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,93.51182654402102,49.82383578431372,1610612738,69,45,2021-05-26T00:28:52Z,2990000,-1.0,8.0,1,right,R. Williams III alley-oop DUNK (6 PTS) (M. Smart 5 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,,,,Made,6.0,0.85,M. Smart,203935.0,5.0,,,,,,,,,
315,PT01M55.00S,2021-05-26T00:29:06.8Z,2,REGULAR,2pt,Jump Shot,[],201142,24.52365308804205,32.91207107843137,1610612751,69,45,2021-05-26T00:29:13Z,3010000,85.0,178.0,1,left,MISS K. Durant 19' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,,,Missed,,19.74,,,,,,,,,,,,
316,PT01M50.00S,2021-05-26T00:29:11.8Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,69,45,2021-05-26T00:29:13Z,3020000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,315.0,3.0,3.0,0.0,,,,,
317,PT01M41.00S,2021-05-26T00:29:20.6Z,2,REGULAR,2pt,Jump Shot,[],203095,77.7431011826544,71.8826593137255,1610612738,69,45,2021-05-26T00:29:25Z,3030000,109.0,157.0,1,right,MISS E. Fournier 19' pullup Shot,[203095],1610612738.0,BOS,pullup,,,Fournier,E. Fournier,,,,,,,,,,Missed,,19.11,,,,,,,,,,,,
318,PT01M37.00S,2021-05-26T00:29:24.6Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,69,45,2021-05-26T00:29:25Z,3040000,,,0,,K. Durant REBOUND (Off:1 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,317.0,4.0,3.0,1.0,,,,,
319,PT01M29.00S,2021-05-26T00:29:32.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,16.113666228646515,35.36305147058824,1610612751,69,45,2021-05-26T00:29:37Z,3050000,73.0,99.0,1,left,MISS K. Irving 12' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,,,Missed,,12.31,,,,,,,,,,,,
320,PT01M25.00S,2021-05-26T00:29:36.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,69,45,2021-05-26T00:29:37Z,3060000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,319.0,4.0,3.0,1.0,,,,,
321,PT01M23.00S,2021-05-26T00:29:45.1Z,2,REGULAR,foul,personal,[],202681,,,1610612738,69,45,2021-05-26T00:29:56Z,3070000,,,0,,K. Irving personal FOUL (2 PF),"[202681, 1628369]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,1148.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
323,PT01M08.00S,2021-05-26T00:30:15.8Z,2,REGULAR,2pt,Jump Shot,[],202689,77.61169513797634,47.127757352941174,1610612738,69,47,2021-05-26T00:30:21Z,3090000,-14.0,158.0,1,right,K. Walker 15' step back Jump Shot (13 PTS),[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,,,,,,Made,13.0,15.87,,,,,,,,,,,,
324,PT00M46.50S,2021-05-26T00:30:38.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201933,5.732588699080158,50.55912990196079,1610612751,71,47,2021-05-26T00:30:42Z,3100000,-3.0,1.0,1,left,B. Griffin Layup (4 PTS) (K. Irving 4 AST),"[201933, 202681]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,Made,4.0,0.31,K. Irving,202681.0,4.0,,,,,,,,,
326,PT00M31.70S,2021-05-26T00:30:54.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.93495400788436,55.21599264705882,1610612738,71,47,2021-05-26T00:30:59Z,3120000,26.0,23.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,Missed,,3.5,,,,,,,,,,,,
327,PT00M29.00S,2021-05-26T00:30:57.4Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,71,47,2021-05-26T00:30:57Z,3130000,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,326.0,5.0,3.0,2.0,,,,,
328,PT00M28.40S,2021-05-26T00:30:58.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629057,89.43823915900131,50.80422794117647,1610612738,71,47,2021-05-26T00:31:11Z,3140000,4.0,47.0,1,right,MISS R. Williams III turnaround Shot - blocked,"[1629057, 201142]",1610612738.0,BOS,turnaround,,,Williams III,R. Williams III,,,,,,,,,,Missed,,4.7,,,,,,,,,,,Durant,201142.0
329,PT00M28.40S,2021-05-26T00:30:58.0Z,2,REGULAR,block,,[],201142,,,1610612738,71,47,2021-05-26T00:31:00Z,3150000,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M25.60S,2021-05-26T00:31:00.8Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,71,47,2021-05-26T00:31:02Z,3160000,,,0,,R. Williams III REBOUND (Off:3 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,328.0,6.0,3.0,3.0,,,,,
331,PT00M25.60S,2021-05-26T00:31:03.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,71,47,2021-05-26T00:31:03Z,3170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M22.80S,2021-05-26T00:31:22.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,92.72339027595268,69.921875,1610612738,71,47,2021-05-26T00:32:16Z,3180000,100.0,16.0,1,right,MISS J. Tatum 10' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,,,,,,Missed,,10.09,,,,,,,,,,,,
333,PT00M22.80S,2021-05-26T00:31:22.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,71,47,2021-05-26T00:31:49Z,3190000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,332.0,,,,,,,,
334,PT00M22.50S,2021-05-26T00:31:25.7Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612738,71,47,2021-05-26T00:31:40Z,3200000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,1148.0,,,,,,,,,,,,,,,,,,,
335,PT00M22.50S,2021-05-26T00:31:34.4Z,2,REGULAR,substitution,out,[],1628971,,,1610612751,71,47,2021-05-26T00:31:53Z,3210000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M22.50S,2021-05-26T00:31:34.4Z,2,REGULAR,substitution,out,[],1628369,,,1610612751,71,47,2021-05-26T00:31:53Z,3220000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M22.50S,2021-05-26T00:31:34.4Z,2,REGULAR,substitution,in,[],203925,,,1610612751,71,47,2021-05-26T00:31:53Z,3230000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M22.50S,2021-05-26T00:31:34.4Z,2,REGULAR,substitution,in,[],1629641,,,1610612751,71,47,2021-05-26T00:31:53Z,3240000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M02.70S,2021-05-26T00:32:08.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629013,3.1044678055190538,96.39246323529412,1610612751,71,47,2021-05-26T00:32:18Z,3250000,-232.0,-23.0,1,left,MISS L. Shamet 3PT,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,Missed,,23.32,,,,,,,,,,,,
340,PT00M02.70S,2021-05-26T00:32:08.6Z,2,REGULAR,rebound,offensive,[],202681,,,1610612751,71,47,2021-05-26T00:32:18Z,3260000,,,0,,K. Irving REBOUND (Off:2 Def:3),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,339.0,5.0,3.0,2.0,,,,,
342,PT00M01.90S,2021-05-26T00:32:19.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202681,6.258212877792378,51.294424019607845,1610612751,71,47,2021-05-26T00:32:46Z,3265000,-6.0,6.0,1,left,MISS K. Irving tip Layup,[202681],1610612751.0,BKN,tip,,,Irving,K. Irving,,,,,,,,,,Missed,,0.91,,,,,,,,,,,,
343,PT00M01.90S,2021-05-26T00:32:19.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,71,47,2021-05-26T00:32:46Z,3267500,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,342.0,,,,,,,,
341,PT00M00.00S,2021-05-26T00:32:30.7Z,2,REGULAR,period,end,[],0,,,1610612751,71,47,2021-05-26T00:32:30Z,3270000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2021-05-26T00:47:59.4Z,3,REGULAR,substitution,out,['startperiod'],1629013,,,1610612751,71,47,2021-05-26T00:48:34Z,3280000,,,0,,SUB out: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2021-05-26T00:47:59.4Z,3,REGULAR,substitution,out,['startperiod'],1629057,,,1610612751,71,47,2021-05-26T00:48:34Z,3290000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2021-05-26T00:47:59.4Z,3,REGULAR,substitution,out,['startperiod'],1629641,,,1610612751,71,47,2021-05-26T00:48:34Z,3300000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2021-05-26T00:47:59.4Z,3,REGULAR,substitution,in,['startperiod'],201935,,,1610612751,71,47,2021-05-26T00:48:34Z,3310000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2021-05-26T00:47:59.4Z,3,REGULAR,substitution,in,['startperiod'],1628369,,,1610612751,71,47,2021-05-26T00:48:34Z,3320000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2021-05-26T00:47:59.4Z,3,REGULAR,substitution,in,['startperiod'],202684,,,1610612751,71,47,2021-05-26T00:48:34Z,3330000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2021-05-26T00:48:51.7Z,3,REGULAR,period,start,[],0,,,1610612738,71,47,2021-05-26T00:48:51Z,3340000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT11M47.00S,2021-05-26T00:49:03.8Z,3,REGULAR,2pt,Jump Shot,[],203935,22.026938239159,28.010110294117645,1610612738,71,49,2021-05-26T00:49:17Z,3350000,110.0,155.0,1,left,M. Smart 18' Jump Shot (2 PTS) (J. Tatum 1 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Made,2.0,18.97,J. Tatum,1628369.0,1.0,,,,,,,,,
353,PT11M28.00S,2021-05-26T00:49:22.8Z,3,REGULAR,3pt,Jump Shot,[],203925,93.9060446780552,3.5003063725490198,1610612751,71,49,2021-05-26T00:49:28Z,3370000,-232.0,5.0,1,right,MISS J. Harris 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,Missed,,23.25,,,,,,,,,,,,
354,PT11M24.00S,2021-05-26T00:49:26.8Z,3,REGULAR,rebound,offensive,[],201933,,,1610612751,71,49,2021-05-26T00:49:28Z,3380000,,,0,,B. Griffin REBOUND (Off:1 Def:0),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,353.0,1.0,0.0,1.0,,,,,
355,PT11M20.00S,2021-05-26T00:49:30.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201142,93.77463863337714,50.314031862745104,1610612751,73,49,2021-05-26T00:49:40Z,3390000,2.0,6.0,1,right,K. Durant driving DUNK (14 PTS) (K. Irving 5 AST),"[201142, 202681]",1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,,,,,,Made,14.0,0.62,K. Irving,202681.0,5.0,,,,,,,,,
357,PT11M05.00S,2021-05-26T00:49:45.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.995400788436268,48.353247549019606,1610612738,73,51,2021-05-26T00:49:49Z,3410000,8.0,4.0,1,left,J. Tatum driving Layup (9 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,Made,9.0,0.91,,,,,,,,,,,,
358,PT10M54.00S,2021-05-26T00:49:56.6Z,3,REGULAR,3pt,Jump Shot,[],201935,66.5735873850197,34.872855392156865,1610612751,76,51,2021-05-26T00:50:00Z,3420000,-76.0,262.0,1,right,J. Harden 27' 3PT  (13 PTS) (K. Durant 4 AST),"[201935, 201142]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,Made,13.0,27.24,K. Durant,201142.0,4.0,,,,,,,,,
360,PT10M39.00S,2021-05-26T00:50:11.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,5.469776609724048,48.10814950980392,1610612738,76,53,2021-05-26T00:50:22Z,3440000,9.0,-1.0,1,left,T. Thompson cutting DUNK (11 PTS) (K. Walker 2 AST),"[202684, 202689]",1610612738.0,BOS,cutting,,,Thompson,T. Thompson,,,,,,,,,,Made,11.0,0.96,K. Walker,202689.0,2.0,,,,,,,,,
362,PT10M21.00S,2021-05-26T00:50:29.6Z,3,REGULAR,turnover,bad pass,[],201142,,,1610612751,76,53,2021-05-26T00:50:34Z,3460000,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 1628369]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,,
363,PT10M21.00S,2021-05-26T00:50:29.6Z,3,REGULAR,steal,,[],1628369,,,1610612738,76,53,2021-05-26T00:50:32Z,3470000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
364,PT10M17.00S,2021-05-26T00:50:38.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202689,7.835085413929041,49.08854166666667,1610612738,76,55,2021-05-26T00:50:50Z,3480000,5.0,21.0,1,left,K. Walker driving reverse Layup (15 PTS),[202689],1610612738.0,BOS,driving reverse,,,Walker,K. Walker,,,,,,,,,,Made,15.0,2.16,,,,,,,,,,,,
365,PT10M17.00S,2021-05-26T00:50:42.1Z,3,REGULAR,foul,personal,['1freethrow'],201935,,,1610612738,76,55,2021-05-26T00:50:51Z,3490000,,,0,,J. Harden shooting personal FOUL (2 PF) (Walker 1 FT),"[201935, 202689]",1610612751.0,BKN,shooting,,,Harden,J. Harden,,,,,1174.0,2.0,0.0,Walker,202689.0,,,,,,,,,,,,,,,
367,PT10M17.00S,2021-05-26T00:51:07.0Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",202689,,,1610612738,76,55,2021-05-26T00:51:12Z,3510000,,,0,,MISS K. Walker Free Throw 1 of 1,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Missed,,,,,,,,,,,,,,
368,PT10M12.00S,2021-05-26T00:51:12.0Z,3,REGULAR,rebound,defensive,[],202681,,,1610612751,76,55,2021-05-26T00:51:12Z,3520000,,,0,,K. Irving REBOUND (Off:2 Def:4),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,367.0,6.0,4.0,2.0,,,,,
369,PT09M56.00S,2021-05-26T00:51:27.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",201935,91.67214191852825,60.60814950980392,1610612751,78,55,2021-05-26T00:51:44Z,3530000,53.0,26.0,1,right,J. Harden driving Layup (15 PTS) (J. Harris 1 AST),"[201935, 203925]",1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,,,,,,Made,15.0,5.89,J. Harris,203925.0,1.0,,,,,,,,,
371,PT09M56.00S,2021-05-26T00:51:37.8Z,3,REGULAR,violation,defensive goaltending,[],202684,,,1610612751,78,55,2021-05-26T00:51:44Z,3550000,,,0,,T. Thompson defensive goaltending VIOLATION,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,1174.0,,,,,,,,,,,,,,,,,,,
372,PT09M44.00S,2021-05-26T00:51:56.9Z,3,REGULAR,foul,personal,[],201933,,,1610612738,78,55,2021-05-26T00:52:05Z,3560000,,,0,,B. Griffin personal FOUL (1 PF),"[201933, 202684]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,1174.0,1.0,0.0,Thompson,202684.0,,,,,,,,,,,,,,,
374,PT09M36.00S,2021-05-26T00:52:16.6Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,78,55,2021-05-26T00:52:22Z,3580000,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 201142]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,1.0,Durant,201142.0,,
375,PT09M36.00S,2021-05-26T00:52:16.6Z,3,REGULAR,steal,,[],201142,,,1610612751,78,55,2021-05-26T00:52:18Z,3590000,,,0,,K. Durant STEAL (1 STL),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
376,PT09M33.00S,2021-05-26T00:52:22.2Z,3,REGULAR,foul,personal,['2freethrow'],203095,,,1610612751,78,55,2021-05-26T00:52:43Z,3600000,,,0,,E. Fournier shooting personal FOUL (2 PF) (Durant 2 FT),"[203095, 201142]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,1148.0,2.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
378,PT09M33.00S,2021-05-26T00:52:49.3Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",201142,,,1610612751,79,55,2021-05-26T00:52:49Z,3620000,,,0,,K. Durant Free Throw 1 of 2 (15 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,Made,15.0,,,,,,,,,,,,,
