actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
98,PT04M36.00S,2021-04-02T23:55:42.1Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1627863,7.966491458607096,71.14736519607843,1610612745,22,16,2021-04-03T00:04:50Z,960000,-106.0,22.0,1,left,MISS D. House Jr. 10' driving floating Shot,[1627863],1610612745.0,HOU,driving floating,,,House Jr.,D. House Jr.,,,,,10.8,Missed,,,,,,,,,,,,,,,,,,
99,PT04M34.00S,2021-04-02T23:55:43.6Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612745,22,16,2021-04-02T23:55:43Z,970000,,,0,,C. Wood REBOUND (Off:1 Def:3),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,98.0,4.0,3.0,1.0,,,,,,,,,,
100,PT04M33.00S,2021-04-02T23:55:44.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626174,7.178055190538765,48.10814950980392,1610612745,22,18,2021-04-03T00:06:15Z,980000,9.0,15.0,1,left,C. Wood putback Layup (10 PTS),[1626174],1610612745.0,HOU,putback,,,Wood,C. Wood,,,,,1.78,Made,10.0,,,,,,,,,,,,,,,,,
101,PT04M20.00S,2021-04-02T23:56:00.1Z,1,REGULAR,turnover,out-of-bounds,[],203095,,,1610612738,22,18,2021-04-02T23:56:19Z,990000,,,0,,E. Fournier lost ball out-of-bounds TURNOVER (2 TO),[203095],1610612738.0,BOS,lost ball,,,Fournier,E. Fournier,,,,,,,,,,,,,,,1628953.0,2.0,,,,,,,,
102,PT04M08.00S,2021-04-02T23:56:20.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629645,8.09789750328515,43.94148284313725,1610612745,22,20,2021-04-02T23:56:27Z,1000000,30.0,24.0,1,left,K. Porter Jr. driving Layup (2 PTS),[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,3.84,Made,2.0,,,,,,,,,,,,,,,,,
103,PT03M53.00S,2021-04-02T23:56:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,88.38699080157687,43.451286764705884,1610612738,22,20,2021-04-02T23:56:40Z,1010000,-33.0,57.0,1,right,MISS L. Kornet 6' Layup,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,6.55,Missed,,,,,,,,,,,,,,,,,,
104,PT03M51.00S,2021-04-02T23:56:37.7Z,1,REGULAR,rebound,defensive,[],203482,,,1610612745,22,20,2021-04-02T23:56:40Z,1020000,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612745.0,HOU,,,,Olynyk,K. Olynyk,,,,,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,
105,PT03M45.00S,2021-04-02T23:56:45.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203095,,,1610612745,22,20,2021-04-02T23:56:57Z,1030000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[203095, 1629645]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,,2529.0,,1.0,0.0,Porter Jr.,1629645.0,,,,
107,PT03M45.00S,2021-04-02T23:57:13.2Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,22,21,2021-04-02T23:57:13Z,1050000,,,0,,K. Porter Jr. Free Throw 1 of 2 (3 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
108,PT03M45.00S,2021-04-02T23:57:13.7Z,1,REGULAR,substitution,out,[],1627759,,,1610612745,22,21,2021-04-02T23:57:28Z,1060000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M45.00S,2021-04-02T23:57:13.7Z,1,REGULAR,substitution,out,[],202689,,,1610612745,22,21,2021-04-02T23:57:28Z,1070000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M45.00S,2021-04-02T23:57:13.7Z,1,REGULAR,substitution,in,[],1630202,,,1610612745,22,21,2021-04-02T23:57:28Z,1080000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M45.00S,2021-04-02T23:57:13.7Z,1,REGULAR,substitution,in,[],1628369,,,1610612745,22,21,2021-04-02T23:57:28Z,1090000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M45.00S,2021-04-02T23:57:32.5Z,1,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,22,22,2021-04-02T23:57:32Z,1100000,,,0,,K. Porter Jr. Free Throw 2 of 2 (4 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
113,PT03M36.00S,2021-04-02T23:57:43.3Z,1,REGULAR,3pt,Jump Shot,[],203095,67.23061760840999,22.863051470588236,1610612738,25,22,2021-04-02T23:58:00Z,1110000,-136.0,256.0,1,right,E. Fournier 28' 3PT pullup (3 PTS),[203095],1610612738.0,BOS,pullup,,,Fournier,E. Fournier,,,,,28.93,Made,3.0,,,,,,,,,,,,,,,,,
115,PT03M10.00S,2021-04-02T23:58:10.2Z,1,REGULAR,3pt,Jump Shot,[],1627863,15.850854139290407,3.7454044117647056,1610612745,25,22,2021-04-02T23:58:21Z,1130000,231.0,96.0,1,left,MISS D. House Jr. 25' 3PT,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,
116,PT03M08.00S,2021-04-02T23:58:12.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,25,22,2021-04-02T23:58:21Z,1140000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,
117,PT03M08.00S,2021-04-02T23:58:18.9Z,1,REGULAR,foul,personal,[],203482,,,1610612738,25,22,2021-04-02T23:58:29Z,1150000,,,0,,K. Olynyk loose ball personal FOUL (1 PF),"[203482, 203935]",1610612745.0,HOU,loose ball,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,2529.0,,1.0,0.0,Smart,203935.0,,,,
119,PT03M01.00S,2021-04-02T23:58:31.9Z,1,REGULAR,3pt,Jump Shot,[],1628369,68.15045992115637,72.86305147058823,1610612738,25,22,2021-04-02T23:58:39Z,1170000,114.0,247.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.21,Missed,,,,,,,,,,,,,,,,,,
120,PT02M56.00S,2021-04-02T23:58:36.9Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,25,22,2021-04-02T23:58:39Z,1180000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,119.0,2.0,1.0,1.0,,,,,,,,,,
121,PT02M53.00S,2021-04-02T23:58:40.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629645,7.835085413929041,45.65716911764706,1610612745,25,24,2021-04-02T23:58:47Z,1190000,22.0,21.0,1,left,K. Porter Jr. running finger roll Layup (6 PTS),[1629645],1610612745.0,HOU,running finger roll,,,Porter Jr.,K. Porter Jr.,,,,,3.03,Made,6.0,,,,,,,,,,,,,,,,,
122,PT02M47.00S,2021-04-02T23:58:50.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,25,24,2021-04-02T23:58:50Z,1200000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M39.00S,2021-04-03T00:01:52.8Z,1,REGULAR,3pt,Jump Shot,[],203095,90.88370565045992,3.2552083333333335,1610612738,25,24,2021-04-03T00:01:58Z,1210000,-234.0,33.0,1,right,MISS E. Fournier 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,23.6,Missed,,,,,,,,,,,,,,,,,,
124,PT02M36.00S,2021-04-03T00:01:55.8Z,1,REGULAR,rebound,defensive,[],203482,,,1610612745,25,24,2021-04-03T00:01:58Z,1220000,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612745.0,HOU,,,,Olynyk,K. Olynyk,,,,,,,,,,,123.0,2.0,2.0,0.0,,,,,,,,,,
125,PT02M25.00S,2021-04-03T00:02:10.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,25,24,2021-04-03T00:02:10Z,1230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M15.00S,2021-04-03T00:02:30.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,8.886333771353483,47.86305147058824,1610612745,25,24,2021-04-03T00:02:36Z,1240000,11.0,31.0,1,left,MISS C. Wood Layup,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,3.28,Missed,,,,,,,,,,,,,,,,,,
127,PT02M12.00S,2021-04-03T00:02:33.2Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612745,25,24,2021-04-03T00:02:36Z,1250000,,,0,,C. Wood REBOUND (Off:2 Def:3),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,126.0,5.0,3.0,2.0,,,,,,,,,,
128,PT02M12.00S,2021-04-03T00:02:32.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626174,5.590000152587891,50.0,1610612745,25,24,2021-04-03T00:02:32Z,1260000,0.0,0.0,1,left,MISS C. Wood tip Layup,[1626174],1610612745.0,HOU,tip,,,Wood,C. Wood,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
129,PT02M12.00S,2021-04-03T00:02:33.1Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,25,24,2021-04-03T00:02:33Z,1270000,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,,,
130,PT01M56.00S,2021-04-03T00:02:49.3Z,1,REGULAR,3pt,Jump Shot,[],1628369,70.12155059132719,81.93167892156863,1610612738,28,24,2021-04-03T00:02:55Z,1280000,160.0,228.0,1,right,J. Tatum 27' 3PT  (6 PTS) (M. Smart 3 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.87,Made,6.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,
132,PT01M46.00S,2021-04-03T00:03:00.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612745,28,24,2021-04-03T00:03:09Z,1300000,,,0,,P. Pritchard personal FOUL (1 PF) (Porter Jr. 2 FT),"[1630202, 1629645]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,1628953.0,,1.0,0.0,Porter Jr.,1629645.0,,,,
134,PT01M46.00S,2021-04-03T00:03:28.8Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,28,25,2021-04-03T00:04:05Z,1320000,,,0,,K. Porter Jr. Free Throw 1 of 2 (7 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
135,PT01M46.00S,2021-04-03T00:03:29.4Z,1,REGULAR,substitution,out,[],203935,,,1610612745,28,25,2021-04-03T00:03:53Z,1330000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M46.00S,2021-04-03T00:03:29.4Z,1,REGULAR,substitution,out,[],1628436,,,1610612745,28,25,2021-04-03T00:03:53Z,1340000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M46.00S,2021-04-03T00:03:29.4Z,1,REGULAR,substitution,out,[],1627863,,,1610612745,28,25,2021-04-03T00:03:53Z,1350000,,,0,,SUB out: D. House Jr.,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M46.00S,2021-04-03T00:03:29.4Z,1,REGULAR,substitution,out,[],1626174,,,1610612745,28,25,2021-04-03T00:03:53Z,1360000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M46.00S,2021-04-03T00:03:29.4Z,1,REGULAR,substitution,in,[],1629057,,,1610612745,28,25,2021-04-03T00:03:53Z,1370000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M46.00S,2021-04-03T00:03:29.4Z,1,REGULAR,substitution,in,[],1629684,,,1610612745,28,25,2021-04-03T00:03:53Z,1380000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M46.00S,2021-04-03T00:03:29.4Z,1,REGULAR,substitution,in,[],1630231,,,1610612745,28,25,2021-04-03T00:03:53Z,1390000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M46.00S,2021-04-03T00:03:29.4Z,1,REGULAR,substitution,in,[],1630256,,,1610612745,28,25,2021-04-03T00:03:53Z,1400000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M46.00S,2021-04-03T00:03:28.8Z,1,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,28,25,2021-04-03T00:04:05Z,1410000,,,0,,MISS K. Porter Jr. Free Throw 2 of 2,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
144,PT01M44.00S,2021-04-03T00:03:30.8Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,28,25,2021-04-03T00:04:05Z,1420000,,,0,,R. Williams III REBOUND (Off:0 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,143.0,3.0,3.0,0.0,,,,,,,,,,
145,PT01M26.00S,2021-04-03T00:04:20.2Z,1,REGULAR,foul,personal,[],202340,,,1610612738,28,25,2021-04-03T00:04:32Z,1430000,,,0,,A. Bradley personal FOUL (1 PF),"[202340, 1628369]",1610612745.0,HOU,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,1628953.0,,1.0,0.0,Tatum,1628369.0,,,,
147,PT01M26.00S,2021-04-03T00:04:30.8Z,1,REGULAR,substitution,out,[],1629645,,,1610612738,28,25,2021-04-03T00:04:33Z,1450000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M26.00S,2021-04-03T00:04:30.8Z,1,REGULAR,substitution,in,[],201571,,,1610612738,28,25,2021-04-03T00:04:33Z,1460000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M13.00S,2021-04-03T00:04:48.9Z,1,REGULAR,2pt,Jump Shot,[],1629684,76.2976346911958,37.07873774509804,1610612738,30,25,2021-04-03T00:05:01Z,1470000,-65.0,170.0,1,right,G. Williams 18' pullup Jump Shot (2 PTS),[1629684],1610612738.0,BOS,pullup,,,Williams,G. Williams,,,,,18.21,Made,2.0,,,,,,,,,,,,,,,,,
150,PT00M54.10S,2021-04-03T00:05:09.5Z,1,REGULAR,turnover,bad pass,[],203482,,,1610612745,30,25,2021-04-03T00:05:34Z,1480000,,,0,,K. Olynyk bad pass TURNOVER (1 TO),"[203482, 1629057]",1610612745.0,HOU,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,1.0,,,,,Williams III,1629057.0,,
151,PT00M54.10S,2021-04-03T00:05:09.5Z,1,REGULAR,steal,,[],1629057,,,1610612738,30,25,2021-04-03T00:05:11Z,1490000,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M47.10S,2021-04-03T00:05:16.7Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",203482,,,1610612738,30,25,2021-04-03T00:05:23Z,1500000,,,0,,K. Olynyk shooting personal FOUL (2 PF) (Tatum 3 FT),"[203482, 1628369]",1610612745.0,HOU,shooting,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,1628953.0,,2.0,0.0,Tatum,1628369.0,,,,
154,PT00M47.10S,2021-04-03T00:05:46.5Z,1,REGULAR,freethrow,1 of 3,['fromturnover'],1628369,,,1610612738,31,25,2021-04-03T00:05:46Z,1520000,,,0,,J. Tatum Free Throw 1 of 3 (7 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
155,PT00M47.10S,2021-04-03T00:05:58.3Z,1,REGULAR,freethrow,2 of 3,['fromturnover'],1628369,,,1610612738,32,25,2021-04-03T00:05:58Z,1530000,,,0,,J. Tatum Free Throw 2 of 3 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
156,PT00M47.10S,2021-04-03T00:06:14.2Z,1,REGULAR,freethrow,3 of 3,['fromturnover'],1628369,,,1610612738,33,25,2021-04-03T00:06:14Z,1540000,,,0,,J. Tatum Free Throw 3 of 3 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
157,PT00M39.40S,2021-04-03T00:06:23.5Z,1,REGULAR,3pt,Jump Shot,[],201571,31.61957950065703,17.96109068627451,1610612745,33,25,2021-04-03T00:06:29Z,1550000,160.0,245.0,1,left,MISS D. Augustin 29' 3PT,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,29.25,Missed,,,,,,,,,,,,,,,,,,
158,PT00M36.50S,2021-04-03T00:06:26.4Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,33,25,2021-04-03T00:06:29Z,1560000,,,0,,R. Williams III REBOUND (Off:0 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,157.0,4.0,4.0,0.0,,,,,,,,,,
159,PT00M31.60S,2021-04-03T00:06:31.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,70.64717477003943,18.696384803921568,1610612738,33,25,2021-04-03T00:06:43Z,1570000,-157.0,223.0,1,right,MISS G. Williams 27' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,27.28,Missed,,,,,,,,,,,,,,,,,,
160,PT00M28.20S,2021-04-03T00:06:34.8Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,33,25,2021-04-03T00:06:43Z,1580000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,159.0,1.0,1.0,0.0,,,,,,,,,,
161,PT00M09.60S,2021-04-03T00:06:53.3Z,1,REGULAR,3pt,Jump Shot,[],202340,7.5722733245729295,95.90226715686273,1610612745,33,25,2021-04-03T00:07:04Z,1590000,-230.0,19.0,1,left,MISS A. Bradley 3PT,[202340],1610612745.0,HOU,,,,Bradley,A. Bradley,,,,,23.03,Missed,,,,,,,,,,,,,,,,,,
162,PT00M06.10S,2021-04-03T00:06:56.8Z,1,REGULAR,rebound,defensive,[],203095,,,1610612738,33,25,2021-04-03T00:06:56Z,1600000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,
163,PT00M00.00S,2021-04-03T00:07:02.8Z,1,REGULAR,3pt,Jump Shot,[],203095,65.78515111695138,41.490502450980394,1610612738,33,25,2021-04-03T00:07:11Z,1610000,-43.0,269.0,1,right,MISS E. Fournier 27' 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,27.24,Missed,,,,,,,,,,,,,,,,,,
164,PT00M00.00S,2021-04-03T00:07:06.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,33,25,2021-04-03T00:07:06Z,1620000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,163.0,,,,,,,,,,,,,
165,PT00M00.00S,2021-04-03T00:07:06.5Z,1,REGULAR,period,end,[],0,,,1610612738,33,25,2021-04-03T00:07:06Z,1630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-04-03T00:09:43.6Z,2,REGULAR,period,start,[],0,,,1610612745,33,25,2021-04-03T00:09:43Z,1640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M43.00S,2021-04-03T00:10:00.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203482,16.245072273324574,57.176776960784316,1610612745,33,25,2021-04-03T00:10:09Z,1650000,-36.0,100.0,1,left,MISS K. Olynyk 10' turnaround Hook,[203482],1610612745.0,HOU,turnaround,,,Olynyk,K. Olynyk,,,,,10.64,Missed,,,,,,,,,,,,,,,,,,
168,PT11M41.00S,2021-04-03T00:10:02.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,33,25,2021-04-03T00:10:09Z,1660000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,167.0,2.0,2.0,0.0,,,,,,,,,,
169,PT11M37.00S,2021-04-03T00:10:06.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,64.99671484888306,53.01011029411765,1610612738,33,25,2021-04-03T00:10:17Z,1670000,15.0,277.0,1,right,MISS J. Tatum 27' running pullup 3PT,[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,27.69,Missed,,,,,,,,,,,,,,,,,,
170,PT11M37.00S,2021-04-03T00:10:06.2Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,33,25,2021-04-03T00:10:17Z,1680000,,,0,,R. Williams III REBOUND (Off:1 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,169.0,5.0,4.0,1.0,,,,,,,,,,
171,PT11M20.00S,2021-04-03T00:10:22.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629684,87.07293035479631,40.510110294117645,1610612738,33,25,2021-04-03T00:10:37Z,1690000,-47.0,69.0,1,right,MISS G. Williams 8' driving floating Shot,[1629684],1610612738.0,BOS,driving floating,,,Williams,G. Williams,,,,,8.37,Missed,,,,,,,,,,,,,,,,,,
172,PT11M16.00S,2021-04-03T00:10:26.8Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,33,25,2021-04-03T00:10:37Z,1700000,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,171.0,1.0,1.0,0.0,,,,,,,,,,
173,PT11M10.00S,2021-04-03T00:10:32.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630256,9.937582128777924,41.73560049019608,1610612745,33,27,2021-04-03T00:10:46Z,1710000,41.0,41.0,1,left,J. Tate running Layup (2 PTS),[1630256],1610612745.0,HOU,running,,,Tate,J. Tate,,,,,5.81,Made,2.0,,,,,,,,,,,,,,,,,
174,PT10M56.00S,2021-04-03T00:10:46.6Z,2,REGULAR,3pt,Jump Shot,[],1628369,67.49342969776609,70.90226715686273,1610612738,33,27,2021-04-03T00:10:54Z,1720000,105.0,253.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.38,Missed,,,,,,,,,,,,,,,,,,
175,PT10M54.00S,2021-04-03T00:10:48.6Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,33,27,2021-04-03T00:11:08Z,1730000,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,174.0,6.0,4.0,2.0,,,,,,,,,,
176,PT10M49.00S,2021-04-03T00:10:53.5Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612738,35,27,2021-04-03T00:11:16Z,1740000,0.0,0.0,1,right,R. Williams III tip DUNK (8 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,
177,PT10M31.00S,2021-04-03T00:11:11.4Z,2,REGULAR,3pt,Jump Shot,[],203482,25.443495400788436,82.17677696078431,1610612745,35,27,2021-04-03T00:11:21Z,1750000,-161.0,187.0,1,left,MISS K. Olynyk 24' 3PT,[203482],1610612745.0,HOU,,,,Olynyk,K. Olynyk,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,
178,PT10M31.00S,2021-04-03T00:11:11.4Z,2,REGULAR,rebound,offensive,[],1630256,,,1610612745,35,27,2021-04-03T00:11:21Z,1760000,,,0,,J. Tate REBOUND (Off:1 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,177.0,2.0,1.0,1.0,,,,,,,,,,
179,PT10M24.00S,2021-04-03T00:11:18.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201571,7.966491458607096,80.7061887254902,1610612745,35,29,2021-04-03T00:11:26Z,1770000,-154.0,22.0,1,left,D. Augustin 15' pullup Jump Shot (2 PTS) (K. Martin Jr. 1 AST),"[201571, 1630231]",1610612745.0,HOU,pullup,,,Augustin,D. Augustin,,,,,15.51,Made,2.0,K. Martin Jr.,1630231.0,1.0,,,,,,,,,,,,,,
181,PT10M02.00S,2021-04-03T00:11:41.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,92.46057818659659,53.74540441176471,1610612738,37,29,2021-04-03T00:11:48Z,1790000,19.0,18.0,1,right,R. Williams III Layup (10 PTS) (P. Pritchard 1 AST),"[1629057, 1630202]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,2.62,Made,10.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,
