actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
181,PT07M17.00S,2021-04-20T00:09:42.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,38,30,2021-04-20T00:09:48Z,1790000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,180.0,5.0,5.0,0.0,,,,,,,,,,,,,
182,PT07M07.00S,2021-04-20T00:09:52.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,10.5946123521682,40.01991421568628,1610612738,40,30,2021-04-20T00:10:13Z,1800000,50.0,47.0,1,left,J. Tatum 6' driving Layup (2 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,6.86,Made,,,,,2.0,,,,,,,,,,,,
183,PT06M45.00S,2021-04-20T00:10:14.3Z,2,REGULAR,3pt,Jump Shot,[],1630172,66.44218134034165,46.88265931372549,1610612741,40,30,2021-04-20T00:10:24Z,1810000,-16.0,263.0,1,right,MISS P. Williams 26' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,26.34,Missed,,,,,,,,,,,,,,,,,
184,PT06M42.00S,2021-04-20T00:10:17.3Z,2,REGULAR,rebound,defensive,[],1629641,,,1610612738,40,30,2021-04-20T00:10:24Z,1820000,,,0,,R. Langford REBOUND (Off:0 Def:3),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,183.0,3.0,3.0,0.0,,,,,,,,,,,,,
185,PT06M33.00S,2021-04-20T00:10:26.5Z,2,REGULAR,3pt,Jump Shot,[],1628436,29.911300919842315,73.84344362745098,1610612738,40,30,2021-04-20T00:10:31Z,1830000,-119.0,229.0,1,left,MISS L. Kornet 25' 3PT,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,25.79,Missed,,,,,,,,,,,,,,,,,
186,PT06M30.00S,2021-04-20T00:10:29.5Z,2,REGULAR,rebound,defensive,[],203107,,,1610612741,40,30,2021-04-20T00:10:31Z,1840000,,,0,,T. Satoransky REBOUND (Off:0 Def:2),[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,,185.0,2.0,2.0,0.0,,,,,,,,,,,,,
187,PT06M20.00S,2021-04-20T00:10:38.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,85.3646517739816,49.57873774509804,1610612741,40,32,2021-04-20T00:10:43Z,1850000,-2.0,85.0,1,right,N. Vucevic 8' turnaround Hook (11 PTS) (T. Satoransky 1 AST),"[202696, 203107]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,,,8.51,Made,,,,,11.0,T. Satoransky,203107.0,1.0,,,,,,,,,
189,PT06M03.00S,2021-04-20T00:10:55.8Z,2,REGULAR,3pt,Jump Shot,[],1629641,21.895532194480946,88.30422794117648,1610612738,40,32,2021-04-20T00:11:00Z,1870000,-192.0,153.0,1,left,MISS R. Langford 24' 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,24.53,Missed,,,,,,,,,,,,,,,,,
190,PT06M00.00S,2021-04-20T00:10:58.8Z,2,REGULAR,rebound,defensive,[],1630172,,,1610612741,40,32,2021-04-20T00:11:00Z,1880000,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,189.0,1.0,1.0,0.0,,,,,,,,,,,,,
191,PT05M59.00S,2021-04-20T00:11:00.3Z,2,REGULAR,turnover,bad pass,[],1630172,,,1610612741,40,32,2021-04-20T00:11:04Z,1890000,,,0,,P. Williams bad pass TURNOVER (2 TO),"[1630172, 1629641]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,,2.0,,,,,,,,,,,Langford,1629641.0,,,,,,,
192,PT05M59.00S,2021-04-20T00:11:00.3Z,2,REGULAR,steal,,[],1629641,,,1610612738,40,32,2021-04-20T00:11:01Z,1900000,,,0,,R. Langford STEAL (1 STL),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT05M43.00S,2021-04-20T00:11:15.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,20.18725361366623,29.725796568627448,1610612738,40,32,2021-04-20T00:11:22Z,1910000,101.0,137.0,1,left,MISS J. Tatum 17' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,17.07,Missed,,,,,,,,,,,,,,,,,
194,PT05M41.00S,2021-04-20T00:11:17.8Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,40,32,2021-04-20T00:11:22Z,1920000,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,193.0,1.0,1.0,0.0,,,,,,,,,,,,,
195,PT05M35.00S,2021-04-20T00:11:23.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,90.48948751642575,39.28462009803921,1610612741,40,32,2021-04-20T00:11:28Z,1930000,-54.0,37.0,1,right,MISS P. Williams 6' driving Layup,[1630172],1610612741.0,CHI,driving,,,Williams,P. Williams,,,,,,,6.51,Missed,,,,,,,,,,,,,,,,,
196,PT05M33.00S,2021-04-20T00:11:25.9Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612738,40,32,2021-04-20T00:11:28Z,1940000,,,0,,L. Kornet REBOUND (Off:0 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,195.0,2.0,2.0,0.0,,,,,,,,,,,,,
197,PT05M29.00S,2021-04-20T00:11:30.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203953,7.966491458607096,56.93167892156863,1610612738,40,32,2021-04-20T00:11:36Z,1950000,-35.0,22.0,1,left,MISS J. Parker running Layup,[203953],1610612738.0,BOS,running,,,Parker,J. Parker,,,,,,,4.13,Missed,,,,,,,,,,,,,,,,,
198,PT05M28.00S,2021-04-20T00:11:31.3Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,40,32,2021-04-20T00:11:36Z,1960000,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,197.0,2.0,2.0,0.0,,,,,,,,,,,,,
199,PT05M20.00S,2021-04-20T00:11:39.8Z,2,REGULAR,turnover,bad pass,[],202696,,,1610612741,40,32,2021-04-20T00:11:44Z,1970000,,,0,,N. Vucevic bad pass TURNOVER (1 TO),"[202696, 1629641]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,1.0,,,,,,,,,,,Langford,1629641.0,,,,,,,
200,PT05M20.00S,2021-04-20T00:11:39.8Z,2,REGULAR,steal,,[],1629641,,,1610612738,40,32,2021-04-20T00:11:41Z,1980000,,,0,,R. Langford STEAL (2 STL),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT05M16.00S,2021-04-20T00:11:46.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,40,32,2021-04-20T00:11:46Z,1990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT05M16.00S,2021-04-20T00:11:47.7Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,40,32,2021-04-20T00:12:14Z,2000000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT05M16.00S,2021-04-20T00:11:47.7Z,2,REGULAR,substitution,out,[],1628436,,,1610612738,40,32,2021-04-20T00:12:14Z,2010000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT05M16.00S,2021-04-20T00:11:47.7Z,2,REGULAR,substitution,out,[],1629641,,,1610612738,40,32,2021-04-20T00:12:14Z,2020000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT05M16.00S,2021-04-20T00:11:47.7Z,2,REGULAR,substitution,out,[],1628972,,,1610612738,40,32,2021-04-20T00:12:14Z,2030000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT05M16.00S,2021-04-20T00:11:47.7Z,2,REGULAR,substitution,out,[],1628374,,,1610612738,40,32,2021-04-20T00:12:14Z,2040000,,,0,,SUB out: L. Markkanen,[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT05M16.00S,2021-04-20T00:11:47.7Z,2,REGULAR,substitution,out,[],203107,,,1610612738,40,32,2021-04-20T00:12:14Z,2050000,,,0,,SUB out: T. Satoransky,[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT05M16.00S,2021-04-20T00:11:47.7Z,2,REGULAR,substitution,in,[],1630202,,,1610612738,40,32,2021-04-20T00:12:14Z,2060000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT05M16.00S,2021-04-20T00:11:47.7Z,2,REGULAR,substitution,in,[],202684,,,1610612738,40,32,2021-04-20T00:12:14Z,2070000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT05M16.00S,2021-04-20T00:11:47.7Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,40,32,2021-04-20T00:12:14Z,2080000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT05M16.00S,2021-04-20T00:11:47.7Z,2,REGULAR,substitution,in,[],1629632,,,1610612738,40,32,2021-04-20T00:12:14Z,2090000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT05M16.00S,2021-04-20T00:11:47.7Z,2,REGULAR,substitution,in,[],1628464,,,1610612738,40,32,2021-04-20T00:12:14Z,2100000,,,0,,SUB in: D. Theis,[1628464],1610612741.0,CHI,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT05M16.00S,2021-04-20T00:11:47.7Z,2,REGULAR,substitution,in,[],202066,,,1610612738,40,32,2021-04-20T00:12:14Z,2110000,,,0,,SUB in: G. Temple,[202066],1610612741.0,CHI,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT05M03.00S,2021-04-20T00:12:34.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630202,28.728646517739815,48.59834558823529,1610612738,42,32,2021-04-20T00:12:42Z,2120000,7.0,218.0,1,left,P. Pritchard 21' step back Jump Shot (6 PTS),[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,,,21.76,Made,,,,,6.0,,,,,,,,,,,,
215,PT04M45.00S,2021-04-20T00:12:52.3Z,2,REGULAR,3pt,Jump Shot,[],1629632,66.04796320630749,58.892463235294116,1610612741,42,32,2021-04-20T00:12:57Z,2130000,44.0,267.0,1,right,MISS C. White 27' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,27.03,Missed,,,,,,,,,,,,,,,,,
216,PT04M43.00S,2021-04-20T00:12:54.3Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,42,32,2021-04-20T00:12:57Z,2140000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,215.0,1.0,1.0,0.0,,,,,,,,,,,,,
217,PT04M33.00S,2021-04-20T00:13:05.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203953,9.280551905387648,46.14736519607843,1610612738,44,32,2021-04-20T00:13:10Z,2150000,19.0,35.0,1,left,J. Parker cutting DUNK (6 PTS) (P. Pritchard 2 AST),"[203953, 1630202]",1610612738.0,BOS,cutting,,,Parker,J. Parker,,,,,,,3.97,Made,,,,,6.0,P. Pritchard,1630202.0,2.0,,,,,,,,,
219,PT04M16.00S,2021-04-20T00:13:22.8Z,2,REGULAR,2pt,Jump Shot,[],1628464,77.21747700394218,56.196384803921575,1610612741,44,32,2021-04-20T00:13:28Z,2170000,31.0,162.0,1,right,MISS D. Theis 16' Jump Shot,[1628464],1610612741.0,CHI,,,,Theis,D. Theis,,,,,,,16.46,Missed,,,,,,,,,,,,,,,,,
220,PT04M12.00S,2021-04-20T00:13:26.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,44,32,2021-04-20T00:13:28Z,2180000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,219.0,6.0,6.0,0.0,,,,,,,,,,,,,
221,PT04M01.00S,2021-04-20T00:13:36.8Z,2,REGULAR,3pt,Jump Shot,[],1627759,14.931011826544022,3.7454044117647056,1610612738,44,32,2021-04-20T00:13:42Z,2190000,231.0,88.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,24.74,Missed,,,,,,,,,,,,,,,,,
222,PT03M57.00S,2021-04-20T00:13:40.8Z,2,REGULAR,rebound,defensive,[],202066,,,1610612741,44,32,2021-04-20T00:13:42Z,2200000,,,0,,G. Temple REBOUND (Off:0 Def:1),[202066],1610612741.0,CHI,,,,Temple,G. Temple,,,,,,,,,221.0,1.0,1.0,0.0,,,,,,,,,,,,,
223,PT03M49.00S,2021-04-20T00:13:48.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,89.56964520367937,58.892463235294116,1610612741,44,32,2021-04-20T00:13:54Z,2210000,44.0,46.0,1,right,MISS C. White 6' driving Layup,[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,,,6.36,Missed,,,,,,,,,,,,,,,,,
224,PT03M46.00S,2021-04-20T00:13:51.7Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,44,32,2021-04-20T00:13:51Z,2220000,,,0,,N. Vucevic REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,223.0,3.0,2.0,1.0,,,,,,,,,,,,,
225,PT03M42.00S,2021-04-20T00:13:55.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630172,83.52496714848883,26.53952205882353,1610612741,44,34,2021-04-20T00:15:39Z,2230000,-117.0,102.0,1,right,P. Williams 15' step back Jump Shot (2 PTS) (D. Theis 3 AST),"[1630172, 1628464]",1610612741.0,CHI,step back,,,Williams,P. Williams,,,,,,,15.57,Made,,,,,2.0,D. Theis,1628464.0,3.0,,,,,,,,,
227,PT03M41.00S,2021-04-20T00:14:07.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,44,34,2021-04-20T00:14:07Z,2250000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT03M41.00S,2021-04-20T00:15:05.3Z,2,REGULAR,substitution,out,[],203953,,,1610612738,44,34,2021-04-20T00:16:54Z,2260000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT03M41.00S,2021-04-20T00:15:05.3Z,2,REGULAR,substitution,in,[],1628400,,,1610612738,44,34,2021-04-20T00:16:54Z,2270000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT03M25.00S,2021-04-20T00:17:14.4Z,2,REGULAR,foul,personal,['2freethrow'],202696,,,1610612738,44,34,2021-04-20T00:17:25Z,2280000,,,0,,N. Vucevic shooting personal FOUL (1 PF) (Tatum 2 FT),"[202696, 1628369]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,204059.0,,,,,,,,,,,,,,,,1.0,0.0,Tatum,1628369.0,
232,PT03M25.00S,2021-04-20T00:17:41.9Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,44,34,2021-04-20T00:17:41Z,2300000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,
233,PT03M25.00S,2021-04-20T00:17:41.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,44,34,2021-04-20T00:17:41Z,2310000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,232.0,,,,,,,,,,,,,,,,
234,PT03M25.00S,2021-04-20T00:17:57.2Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,45,34,2021-04-20T00:17:57Z,2320000,,,0,,J. Tatum Free Throw 2 of 2 (3 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
235,PT03M08.00S,2021-04-20T00:18:16.4Z,2,REGULAR,2pt,Jump Shot,[],202696,91.67214191852825,24.088541666666664,1610612741,45,36,2021-04-20T00:18:22Z,2330000,-130.0,26.0,1,right,N. Vucevic 13' fadeaway Jump Shot (13 PTS) (G. Temple 1 AST),"[202696, 202066]",1610612741.0,CHI,fadeaway,,,Vucevic,N. Vucevic,,,,,,,13.21,Made,,,,,13.0,G. Temple,202066.0,1.0,,,,,,,,,
237,PT02M55.00S,2021-04-20T00:18:28.9Z,2,REGULAR,3pt,Jump Shot,[],1628369,30.305519053876477,31.93167892156863,1610612738,45,36,2021-04-20T00:19:22Z,2350000,90.0,232.0,1,left,MISS J. Tatum 24' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,24.93,Missed,,,,,,,,,,,,,,,,,
238,PT02M51.00S,2021-04-20T00:18:32.9Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612741,45,36,2021-04-20T00:18:36Z,2360000,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612741.0,CHI,,,,Theis,D. Theis,,,,,,,,,237.0,4.0,3.0,1.0,,,,,,,,,,,,,
239,PT02M46.00S,2021-04-20T00:18:38.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,73.27529566360053,84.3826593137255,1610612741,45,36,2021-04-20T00:18:49Z,2370000,172.0,199.0,1,right,MISS C. White 26' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,26.27,Missed,,,,,,,,,,,,,,,,,
240,PT02M43.00S,2021-04-20T00:18:41.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,45,36,2021-04-20T00:18:49Z,2380000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,239.0,7.0,7.0,0.0,,,,,,,,,,,,,
241,PT02M28.00S,2021-04-20T00:19:04.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.783837056504599,55.21599264705882,1610612738,45,36,2021-04-20T00:19:20Z,2390000,-26.0,11.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 1630172]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,2.84,Missed,,,,,,,,,,,Williams,1630172.0,,,,,
274,PT02M28.00S,2021-04-20T00:19:04.9Z,2,REGULAR,block,,[],1630172,,,1610612738,45,36,2021-04-20T00:23:55Z,2395000,,,0,,P. Williams BLOCK (1 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT02M27.00S,2021-04-20T00:19:05.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,45,36,2021-04-20T00:19:20Z,2400000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,241.0,,,,,,,,,,,,,,,,
243,PT02M27.00S,2021-04-20T00:19:08.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,45,36,2021-04-20T00:19:08Z,2410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT02M21.00S,2021-04-20T00:19:19.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,17.296320630749015,93.45128676470588,1610612738,45,36,2021-04-20T00:23:22Z,2420000,-217.0,110.0,1,left,MISS J. Tatum 24' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,24.36,Missed,,,,,,,,,,,,,,,,,
245,PT02M17.00S,2021-04-20T00:19:23.3Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,45,36,2021-04-20T00:19:26Z,2430000,,,0,,N. Vucevic REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,244.0,4.0,3.0,1.0,,,,,,,,,,,,,
246,PT02M07.00S,2021-04-20T00:19:35.2Z,2,REGULAR,foul,personal,[],1627759,,,1610612741,45,36,2021-04-20T00:19:42Z,2440000,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 202696]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,1148.0,,,,,,,,,,,,,,,,1.0,0.0,Vucevic,202696.0,
248,PT01M55.00S,2021-04-20T00:20:08.4Z,2,REGULAR,2pt,Jump Shot,[],202696,76.5604467805519,70.16697303921569,1610612741,45,38,2021-04-20T00:20:15Z,2460000,101.0,168.0,1,right,N. Vucevic 19' turnaround fadeaway Jump Shot (15 PTS),[202696],1610612741.0,CHI,turnaround fadeaway,,,Vucevic,N. Vucevic,,,,,,,19.57,Made,,,,,15.0,,,,,,,,,,,,
249,PT01M42.00S,2021-04-20T00:20:20.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,13.61695137976347,43.20618872549019,1610612738,45,38,2021-04-20T00:20:30Z,2470000,34.0,75.0,1,left,MISS J. Brown 8' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,8.28,Missed,,,,,,,,,,,,,,,,,
250,PT01M41.00S,2021-04-20T00:20:21.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,45,38,2021-04-20T00:20:30Z,2480000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,249.0,,,,,,,,,,,,,,,,
251,PT01M41.00S,2021-04-20T00:20:25.8Z,2,REGULAR,foul,personal,[],202684,,,1610612741,45,38,2021-04-20T00:20:43Z,2490000,,,0,,T. Thompson loose ball personal FOUL (1 PF),"[202684, 202696]",1610612738.0,BOS,loose ball,,,Thompson,T. Thompson,,,,,204059.0,,,,,,,,,,,,,,,,1.0,0.0,Vucevic,202696.0,
253,PT01M32.00S,2021-04-20T00:20:48.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,89.70105124835742,41.98069852941176,1610612741,45,38,2021-04-20T00:20:56Z,2510000,-40.0,44.0,1,right,MISS N. Vucevic driving Layup,[202696],1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,,,5.98,Missed,,,,,,,,,,,,,,,,,
254,PT01M29.00S,2021-04-20T00:20:51.6Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612741,45,38,2021-04-20T00:20:51Z,2520000,,,0,,D. Theis REBOUND (Off:2 Def:3),[1628464],1610612741.0,CHI,,,,Theis,D. Theis,,,,,,,,,253.0,5.0,3.0,2.0,,,,,,,,,,,,,
255,PT01M29.00S,2021-04-20T00:20:52.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629632,65.65374507227332,62.07873774509803,1610612741,45,38,2021-04-20T00:21:03Z,2530000,60.0,270.0,1,right,MISS C. White 27' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,27.71,Missed,,,,,,,,,,,,,,,,,
256,PT01M28.00S,2021-04-20T00:20:53.8Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,45,38,2021-04-20T00:21:03Z,2540000,,,0,,N. Vucevic REBOUND (Off:2 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,255.0,5.0,3.0,2.0,,,,,,,,,,,,,
257,PT01M24.00S,2021-04-20T00:20:58.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,94.40999984741211,50.0,1610612741,45,38,2021-04-20T00:20:58Z,2550000,0.0,0.0,1,right,MISS N. Vucevic tip Layup,[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
258,PT01M24.00S,2021-04-20T00:21:01.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,45,38,2021-04-20T00:21:01Z,2560000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,257.0,,,,,,,,,,,,,,,,
259,PT01M24.00S,2021-04-20T00:21:02.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,45,38,2021-04-20T00:21:02Z,2570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT01M17.00S,2021-04-20T00:21:20.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630172,85.3646517739816,28.745404411764707,1610612741,45,40,2021-04-20T00:21:30Z,2580000,-106.0,85.0,1,right,P. Williams 13' driving floating Jump Shot (4 PTS) (C. White 4 AST),"[1630172, 1629632]",1610612741.0,CHI,driving floating,,,Williams,P. Williams,,,,,,,13.62,Made,,,,,4.0,C. White,1629632.0,4.0,,,,,,,,,
261,PT00M55.10S,2021-04-20T00:21:42.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,20.18725361366623,54.72579656862745,1610612738,45,40,2021-04-20T00:21:53Z,2590000,-24.0,137.0,1,left,MISS P. Pritchard 13' driving floating Shot,[1630202],1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,,,13.93,Missed,,,,,,,,,,,,,,,,,
262,PT00M52.10S,2021-04-20T00:21:45.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,45,40,2021-04-20T00:21:53Z,2600000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,261.0,,,,,,,,,,,,,,,,
263,PT00M52.10S,2021-04-20T00:21:49.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,45,40,2021-04-20T00:21:49Z,2610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
