actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
361,PT04M08.00S,2021-04-20T00:57:05.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629641,87.99277266754271,57.176776960784316,1610612738,64,61,2021-04-20T00:57:23Z,3540000,36.0,60.0,1,right,MISS R. Langford 7' driving Layup - blocked,"[1629641, 1629632]",1610612738.0,BOS,driving,,,Langford,R. Langford,,,,,,,7.03,Missed,,,,,,,,,,,White,1629632.0,,,,,
362,PT04M08.00S,2021-04-20T00:57:05.9Z,3,REGULAR,block,,[],1629632,,,1610612738,64,61,2021-04-20T00:57:08Z,3550000,,,0,,C. White BLOCK (1 BLK),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT04M05.00S,2021-04-20T00:57:08.9Z,3,REGULAR,rebound,defensive,[],1630172,,,1610612741,64,61,2021-04-20T00:57:23Z,3560000,,,0,,P. Williams REBOUND (Off:0 Def:4),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,361.0,4.0,4.0,0.0,,,,,,,,,,,,,
364,PT03M58.00S,2021-04-20T00:57:16.3Z,3,REGULAR,3pt,Jump Shot,[],1630172,25.969119579500656,13.794424019607842,1610612741,64,61,2021-04-20T00:57:26Z,3570000,181.0,192.0,1,left,MISS P. Williams 26' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,26.36,Missed,,,,,,,,,,,,,,,,,
365,PT03M54.00S,2021-04-20T00:57:19.7Z,3,REGULAR,rebound,offensive,[],202696,,,1610612741,64,61,2021-04-20T00:57:19Z,3580000,,,0,,N. Vucevic REBOUND (Off:4 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,364.0,8.0,4.0,4.0,,,,,,,,,,,,,
366,PT03M52.00S,2021-04-20T00:57:21.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629632,30.042706964520367,71.6375612745098,1610612741,64,64,2021-04-20T00:57:28Z,3590000,-108.0,230.0,1,left,C. White 25' 3PT  (13 PTS) (N. Vucevic 2 AST),"[1629632, 202696]",1610612741.0,CHI,,,,White,C. White,,,,,,,25.41,Made,,,,,13.0,N. Vucevic,202696.0,2.0,,,,,,,,,
368,PT03M27.00S,2021-04-20T00:57:46.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,89.96386333771353,57.176776960784316,1610612738,64,64,2021-04-20T00:57:53Z,3610000,36.0,42.0,1,right,MISS P. Pritchard driving Layup,[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,,,5.51,Missed,,,,,,,,,,,,,,,,,
369,PT03M24.00S,2021-04-20T00:57:49.3Z,3,REGULAR,rebound,defensive,[],1629632,,,1610612741,64,64,2021-04-20T00:57:49Z,3620000,,,0,,C. White REBOUND (Off:0 Def:3),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,368.0,3.0,3.0,0.0,,,,,,,,,,,,,
370,PT03M16.00S,2021-04-20T00:58:00.3Z,3,REGULAR,foul,personal,[],1627759,,,1610612741,64,64,2021-04-20T00:58:08Z,3630000,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 1630172]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,204059.0,,,,,,,,,,,,,,,,3.0,0.0,Williams,1630172.0,
372,PT03M16.00S,2021-04-20T00:58:06.1Z,3,REGULAR,substitution,out,[],1629632,,,1610612741,64,64,2021-04-20T00:58:17Z,3650000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT03M16.00S,2021-04-20T00:58:06.1Z,3,REGULAR,substitution,out,[],202696,,,1610612741,64,64,2021-04-20T00:58:17Z,3660000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT03M16.00S,2021-04-20T00:58:06.1Z,3,REGULAR,substitution,out,[],1628464,,,1610612741,64,64,2021-04-20T00:58:17Z,3670000,,,0,,SUB out: D. Theis,[1628464],1610612741.0,CHI,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT03M16.00S,2021-04-20T00:58:06.1Z,3,REGULAR,substitution,in,[],1628374,,,1610612741,64,64,2021-04-20T00:58:17Z,3680000,,,0,,SUB in: L. Markkanen,[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT03M16.00S,2021-04-20T00:58:06.1Z,3,REGULAR,substitution,in,[],201152,,,1610612741,64,64,2021-04-20T00:58:17Z,3690000,,,0,,SUB in: T. Young,[201152],1610612741.0,CHI,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT03M16.00S,2021-04-20T00:58:06.1Z,3,REGULAR,substitution,in,[],203107,,,1610612741,64,64,2021-04-20T00:58:17Z,3700000,,,0,,SUB in: T. Satoransky,[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT03M07.00S,2021-04-20T00:58:40.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,9.280551905387648,45.90226715686275,1610612741,64,66,2021-04-20T00:58:43Z,3710000,20.0,35.0,1,left,L. Markkanen driving Layup (5 PTS) (T. Satoransky 2 AST),"[1628374, 203107]",1610612741.0,CHI,driving,,,Markkanen,L. Markkanen,,,,,,,4.03,Made,,,,,5.0,T. Satoransky,203107.0,2.0,,,,,,,,,
380,PT02M51.00S,2021-04-20T00:58:56.3Z,3,REGULAR,3pt,Jump Shot,[],1630202,73.66951379763469,11.833639705882353,1610612738,64,66,2021-04-20T00:59:00Z,3730000,-191.0,195.0,1,right,MISS P. Pritchard 27' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,27.28,Missed,,,,,,,,,,,,,,,,,
381,PT02M48.00S,2021-04-20T00:58:59.3Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612741,64,66,2021-04-20T00:59:00Z,3740000,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,,380.0,2.0,2.0,0.0,,,,,,,,,,,,,
382,PT02M33.00S,2021-04-20T00:59:15.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628972,14.931011826544022,49.82383578431372,1610612741,64,68,2021-04-20T00:59:26Z,3750000,1.0,88.0,1,left,T. Brown Jr. 8' turnaround fadeaway Jump Shot (2 PTS),[1628972],1610612741.0,CHI,turnaround fadeaway,,,Brown Jr.,T. Brown Jr.,,,,,,,8.79,Made,,,,,2.0,,,,,,,,,,,,
383,PT02M07.00S,2021-04-20T00:59:40.6Z,3,REGULAR,3pt,Jump Shot,[],1629684,79.45137976346912,92.22579656862744,1610612738,64,68,2021-04-20T00:59:45Z,3760000,211.0,141.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,25.37,Missed,,,,,,,,,,,,,,,,,
384,PT02M04.00S,2021-04-20T00:59:43.6Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612741,64,68,2021-04-20T00:59:45Z,3770000,,,0,,L. Markkanen REBOUND (Off:0 Def:3),[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,,383.0,3.0,3.0,0.0,,,,,,,,,,,,,
385,PT02M01.00S,2021-04-20T00:59:49.0Z,3,REGULAR,foul,personal,[],1629684,,,1610612741,64,68,2021-04-20T01:02:42Z,3780000,,,0,,G. Williams take personal FOUL (1 PF),"[1629684, 203107]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,1627534.0,,,,,,,,,,,,,,,,1.0,0.0,Satoransky,203107.0,
387,PT02M01.00S,2021-04-20T01:00:08.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612741,64,68,2021-04-20T01:00:08Z,3800000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT02M01.00S,2021-04-20T01:01:06.4Z,3,REGULAR,substitution,out,[],1630202,,,1610612741,64,68,2021-04-20T01:01:30Z,3810000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT02M01.00S,2021-04-20T01:01:06.4Z,3,REGULAR,substitution,out,[],202684,,,1610612741,64,68,2021-04-20T01:01:30Z,3820000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT02M01.00S,2021-04-20T01:01:06.4Z,3,REGULAR,substitution,in,[],1628369,,,1610612741,64,68,2021-04-20T01:01:30Z,3830000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT02M01.00S,2021-04-20T01:01:06.4Z,3,REGULAR,substitution,in,[],203953,,,1610612741,64,68,2021-04-20T01:01:30Z,3840000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT01M51.00S,2021-04-20T01:01:46.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628374,12.171484888304862,49.82383578431372,1610612741,64,70,2021-04-20T01:01:51Z,3850000,1.0,62.0,1,left,L. Markkanen 6' turnaround Hook (7 PTS) (T. Satoransky 3 AST),"[1628374, 203107]",1610612741.0,CHI,turnaround,,,Markkanen,L. Markkanen,,,,,,,6.19,Made,,,,,7.0,T. Satoransky,203107.0,3.0,,,,,,,,,
393,PT01M35.00S,2021-04-20T01:02:04.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,64,70,2021-04-20T01:02:04Z,3860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT01M31.00S,2021-04-20T01:02:27.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,79.97700394218134,49.57873774509804,1610612738,66,70,2021-04-20T01:02:37Z,3870000,-2.0,136.0,1,right,J. Brown 13' turnaround fadeaway Jump Shot (20 PTS) (J. Tatum 8 AST),"[1627759, 1628369]",1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,,,13.57,Made,,,,,20.0,J. Tatum,1628369.0,8.0,,,,,,,,,
397,PT01M04.00S,2021-04-20T01:02:52.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201152,7.440867279894875,45.166973039215684,1610612741,66,72,2021-04-20T01:02:56Z,3890000,24.0,17.0,1,left,T. Young cutting Layup (9 PTS) (P. Williams 3 AST),"[201152, 1630172]",1610612741.0,CHI,cutting,,,Young,T. Young,,,,,,,2.98,Made,,,,,9.0,P. Williams,1630172.0,3.0,,,,,,,,,
399,PT00M49.50S,2021-04-20T01:03:09.2Z,3,REGULAR,2pt,Jump Shot,[],203953,92.32917214191852,15.019914215686276,1610612738,66,72,2021-04-20T01:03:19Z,3910000,-175.0,20.0,1,right,MISS J. Parker 17' pullup Shot,[203953],1610612738.0,BOS,pullup,,,Parker,J. Parker,,,,,,,17.6,Missed,,,,,,,,,,,,,,,,,
400,PT00M46.80S,2021-04-20T01:03:11.9Z,3,REGULAR,rebound,defensive,[],1630172,,,1610612741,66,72,2021-04-20T01:03:13Z,3920000,,,0,,P. Williams REBOUND (Off:0 Def:5),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,399.0,5.0,5.0,0.0,,,,,,,,,,,,,
401,PT00M42.20S,2021-04-20T01:03:16.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628374,29.911300919842315,14.774816176470587,1610612741,66,72,2021-04-20T01:03:22Z,3930000,176.0,229.0,1,left,MISS L. Markkanen 28' 3PT,[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,28.86,Missed,,,,,,,,,,,,,,,,,
402,PT00M42.20S,2021-04-20T01:03:16.6Z,3,REGULAR,rebound,offensive,[],1628972,,,1610612741,66,72,2021-04-20T01:03:22Z,3940000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:1),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,401.0,2.0,1.0,1.0,,,,,,,,,,,,,
403,PT00M32.40S,2021-04-20T01:03:26.3Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201152,11.251642575558476,38.05912990196079,1610612741,66,74,2021-04-20T01:03:32Z,3950000,60.0,53.0,1,left,T. Young 8' driving Hook (11 PTS),[201152],1610612741.0,CHI,driving,,,Young,T. Young,,,,,,,8.0,Made,,,,,11.0,,,,,,,,,,,,
404,PT00M12.80S,2021-04-20T01:03:49.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,85.3646517739816,41.24540441176471,1610612738,66,74,2021-04-20T01:03:56Z,3960000,-44.0,85.0,1,right,MISS J. Tatum 9' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,,,9.57,Missed,,,,,,,,,,,,,,,,,
405,PT00M10.30S,2021-04-20T01:03:52.3Z,3,REGULAR,rebound,defensive,[],203107,,,1610612741,66,74,2021-04-20T01:03:52Z,3970000,,,0,,T. Satoransky REBOUND (Off:0 Def:3),[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,,404.0,3.0,3.0,0.0,,,,,,,,,,,,,
406,PT00M01.00S,2021-04-20T01:04:03.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203107,10.726018396846255,37.8140318627451,1610612741,66,74,2021-04-20T01:04:15Z,3980000,61.0,48.0,1,left,MISS T. Satoransky 7' driving Layup - blocked,"[203107, 203953]",1610612741.0,CHI,driving,,,Satoransky,T. Satoransky,,,,,,,7.77,Missed,,,,,,,,,,,Parker,203953.0,,,,,
407,PT00M01.00S,2021-04-20T01:04:03.6Z,3,REGULAR,block,,[],203953,,,1610612741,66,74,2021-04-20T01:04:08Z,3990000,,,0,,J. Parker BLOCK (1 BLK),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT00M01.00S,2021-04-20T01:04:03.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,66,74,2021-04-20T01:04:15Z,4000000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,406.0,,,,,,,,,,,,,,,,
409,PT00M00.00S,2021-04-20T01:04:21.9Z,3,REGULAR,period,end,[],0,,,1610612741,66,74,2021-04-20T01:04:22Z,4010000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT12M00.00S,2021-04-20T01:05:53.6Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612741,66,74,2021-04-20T01:06:37Z,4020000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT12M00.00S,2021-04-20T01:05:53.6Z,4,REGULAR,substitution,out,['startperiod'],1630172,,,1610612741,66,74,2021-04-20T01:06:37Z,4030000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT12M00.00S,2021-04-20T01:05:53.6Z,4,REGULAR,substitution,in,['startperiod'],1629682,,,1610612741,66,74,2021-04-20T01:06:37Z,4040000,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT12M00.00S,2021-04-20T01:05:53.6Z,4,REGULAR,substitution,in,['startperiod'],1627756,,,1610612741,66,74,2021-04-20T01:06:37Z,4050000,,,0,,SUB in: D. Valentine,[1627756],1610612741.0,CHI,,,,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT12M00.00S,2021-04-20T01:06:48.5Z,4,REGULAR,period,start,[],0,,,1610612738,66,74,2021-04-20T01:06:48Z,4060000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT11M48.00S,2021-04-20T01:07:00.3Z,4,REGULAR,3pt,Jump Shot,[],1628369,67.09921156373193,32.666973039215684,1610612738,69,74,2021-04-20T01:07:05Z,4070000,-87.0,257.0,1,right,J. Tatum 27' 3PT  (8 PTS) (R. Langford 3 AST),"[1628369, 1629641]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,27.1,Made,,,,,8.0,R. Langford,1629641.0,3.0,,,,,,,,,
417,PT11M25.00S,2021-04-20T01:07:22.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201152,12.171484888304862,54.970894607843135,1610612741,69,74,2021-04-20T01:08:09Z,4090000,-25.0,62.0,1,left,MISS T. Young 6' Layup,[201152],1610612741.0,CHI,,,,Young,T. Young,,,,,,,6.67,Missed,,,,,,,,,,,,,,,,,
418,PT11M23.00S,2021-04-20T01:07:24.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,69,74,2021-04-20T01:07:27Z,4100000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,417.0,8.0,8.0,0.0,,,,,,,,,,,,,
419,PT11M19.00S,2021-04-20T01:07:32.2Z,4,REGULAR,foul,personal,['2freethrow'],201152,,,1610612738,69,74,2021-04-20T01:07:41Z,4110000,,,0,,T. Young shooting personal FOUL (2 PF) (Waters 2 FT),"[201152, 1629682]",1610612741.0,CHI,shooting,,,Young,T. Young,,,,,1148.0,,,,,,,,,,,,,,,,2.0,0.0,Waters,1629682.0,
421,PT11M19.00S,2021-04-20T01:07:56.4Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629682,,,1610612738,70,74,2021-04-20T01:07:56Z,4130000,,,0,,T. Waters Free Throw 1 of 2 (1 PTS),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
422,PT11M19.00S,2021-04-20T01:08:12.2Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629682,,,1610612738,71,74,2021-04-20T01:08:12Z,4140000,,,0,,T. Waters Free Throw 2 of 2 (2 PTS),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
423,PT11M00.00S,2021-04-20T01:08:33.1Z,4,REGULAR,turnover,bad pass,[],203107,,,1610612741,71,74,2021-04-20T01:08:36Z,4150000,,,0,,T. Satoransky bad pass TURNOVER (1 TO),"[203107, 1629684]",1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,1.0,,,,,,,,,,,Williams,1629684.0,,,,,,,
424,PT11M00.00S,2021-04-20T01:08:33.1Z,4,REGULAR,steal,,[],1629684,,,1610612738,71,74,2021-04-20T01:08:34Z,4160000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT10M50.00S,2021-04-20T01:08:43.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,66.44218134034165,38.30422794117647,1610612738,71,74,2021-04-20T01:08:47Z,4170000,-58.0,263.0,1,right,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,26.93,Missed,,,,,,,,,,,,,,,,,
426,PT10M46.00S,2021-04-20T01:08:47.4Z,4,REGULAR,rebound,defensive,[],1628374,,,1610612741,71,74,2021-04-20T01:08:47Z,4180000,,,0,,L. Markkanen REBOUND (Off:0 Def:4),[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,,425.0,4.0,4.0,0.0,,,,,,,,,,,,,
427,PT10M38.00S,2021-04-20T01:08:55.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201152,7.966491458607096,49.82383578431372,1610612741,71,76,2021-04-20T01:09:01Z,4190000,1.0,22.0,1,left,T. Young driving Layup (13 PTS),[201152],1610612741.0,CHI,driving,,,Young,T. Young,,,,,,,2.24,Made,,,,,13.0,,,,,,,,,,,,
428,PT10M19.00S,2021-04-20T01:09:17.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,71,76,2021-04-20T01:09:17Z,4200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT10M19.00S,2021-04-20T01:09:21.4Z,4,REGULAR,substitution,out,[],1627756,,,1610612738,71,76,2021-04-20T01:09:32Z,4210000,,,0,,SUB out: D. Valentine,[1627756],1610612741.0,CHI,,,,Valentine,D. Valentine,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT10M19.00S,2021-04-20T01:09:21.4Z,4,REGULAR,substitution,in,[],202066,,,1610612738,71,76,2021-04-20T01:09:32Z,4220000,,,0,,SUB in: G. Temple,[202066],1610612741.0,CHI,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT10M12.00S,2021-04-20T01:09:49.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,71,76,2021-04-20T01:10:02Z,4230000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,1148.0,,,,,,,,,,,,,,,,,,,,
432,PT09M59.00S,2021-04-20T01:10:12.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202066,5.863994743758213,52.029718137254896,1610612741,71,78,2021-04-20T01:10:23Z,4240000,-10.0,3.0,1,left,G. Temple cutting Layup (5 PTS) (T. Young 3 AST),"[202066, 201152]",1610612741.0,CHI,cutting,,,Temple,G. Temple,,,,,,,1.04,Made,,,,,5.0,T. Young,201152.0,3.0,,,,,,,,,
434,PT09M59.00S,2021-04-20T01:10:21.2Z,4,REGULAR,foul,technical,['1freethrow'],1629684,,,1610612741,71,78,2021-04-20T01:11:01Z,4260000,,,0,,G. Williams technical FOUL (1 Tech),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,204059.0,,,,,,,,,,,,,,,,1.0,1.0,,,
451,PT09M59.00S,2021-04-20T01:10:31.2Z,4,REGULAR,freethrow,1 of 1,[],1628374,,,1610612741,71,78,2021-04-20T01:12:17Z,4270000,,,0,,MISS L. Markkanen technical Free Throw 1 of 1,[1628374],1610612741.0,CHI,technical,,,Markkanen,L. Markkanen,,,,,,,,Missed,,,,,,,,,,,,,,,,,
452,PT09M59.00S,2021-04-20T01:10:31.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,71,78,2021-04-20T01:12:17Z,4275000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,451.0,,,,,,,,,,,,,,,,
436,PT09M59.00S,2021-04-20T01:10:41.2Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,71,78,2021-04-20T01:12:17Z,4280000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT09M59.00S,2021-04-20T01:10:41.2Z,4,REGULAR,substitution,in,[],202684,,,1610612738,71,78,2021-04-20T01:12:17Z,4290000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT09M50.00S,2021-04-20T01:10:58.6Z,4,REGULAR,turnover,bad pass,[],1629641,,,1610612738,71,78,2021-04-20T01:11:06Z,4300000,,,0,,R. Langford bad pass TURNOVER (2 TO),"[1629641, 1628972]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,2.0,,,,,,,,,,,Brown Jr.,1628972.0,,,,,,,
439,PT09M50.00S,2021-04-20T01:10:58.6Z,4,REGULAR,steal,,[],1628972,,,1610612741,71,78,2021-04-20T01:11:01Z,4310000,,,0,,T. Brown Jr. STEAL (2 STL),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT09M46.00S,2021-04-20T01:11:03.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202066,6.389618922470433,51.78462009803921,1610612741,71,78,2021-04-20T01:13:19Z,4320000,-9.0,8.0,1,left,MISS G. Temple alley-oop Layup,[202066],1610612741.0,CHI,alley-oop,,,Temple,G. Temple,,,,,,,1.17,Missed,,,,,,,,,,,,,,,,,
441,PT09M43.00S,2021-04-20T01:11:06.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,71,78,2021-04-20T01:14:28Z,4330000,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,440.0,9.0,9.0,0.0,,,,,,,,,,,,,
442,PT09M41.00S,2021-04-20T01:11:08.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203953,91.67214191852825,51.78462009803921,1610612738,73,78,2021-04-20T01:11:16Z,4340000,9.0,26.0,1,right,J. Parker alley-oop DUNK (8 PTS) (J. Tatum 9 AST),"[203953, 1628369]",1610612738.0,BOS,alley-oop,,,Parker,J. Parker,,,,,,,2.73,Made,,,,,8.0,J. Tatum,1628369.0,9.0,,,,,,,,,
444,PT09M16.00S,2021-04-20T01:11:32.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,5.995400788436268,53.74540441176471,1610612741,73,78,2021-04-20T01:15:15Z,4360000,-19.0,4.0,1,left,MISS L. Markkanen Layup,[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,1.91,Missed,,,,,,,,,,,,,,,,,
445,PT09M15.00S,2021-04-20T01:11:33.3Z,4,REGULAR,rebound,offensive,[],1628374,,,1610612741,73,78,2021-04-20T01:13:32Z,4370000,,,0,,L. Markkanen REBOUND (Off:1 Def:4),[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,,444.0,5.0,4.0,1.0,,,,,,,,,,,,,
446,PT09M14.00S,2021-04-20T01:11:37.3Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628374,5.590000152587891,50.0,1610612741,73,80,2021-04-20T01:13:39Z,4380000,0.0,0.0,1,left,L. Markkanen tip Layup (9 PTS),[1628374],1610612741.0,CHI,tip,,,Markkanen,L. Markkanen,,,,,,,0.0,Made,,,,,9.0,,,,,,,,,,,,
447,PT09M00.00S,2021-04-20T01:11:49.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629682,90.22667542706965,45.166973039215684,1610612738,75,80,2021-04-20T01:15:58Z,4390000,-24.0,39.0,1,right,T. Waters driving reverse Layup (4 PTS),[1629682],1610612738.0,BOS,driving reverse,,,Waters,T. Waters,,,,,,,4.62,Made,,,,,4.0,,,,,,,,,,,,
