actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
540,PT08M39.00S,2021-04-11T20:59:35.6Z,4,REGULAR,freethrow,2 of 3,[],1628369,,,1610612738,80,84,2021-04-11T21:00:21Z,5300000,,,0,,J. Tatum Free Throw 2 of 3 (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,18.0,,,,,,,,,
541,PT08M39.00S,2021-04-11T20:59:35.6Z,4,REGULAR,freethrow,3 of 3,[],1628369,,,1610612738,80,85,2021-04-11T21:00:21Z,5310000,,,0,,J. Tatum Free Throw 3 of 3 (19 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,19.0,,,,,,,,,
542,PT08M15.00S,2021-04-11T21:00:23.6Z,4,REGULAR,3pt,Jump Shot,[],1628408,93.9060446780552,95.16697303921569,1610612743,80,85,2021-04-11T21:00:27Z,5320000,226.0,5.0,1,right,MISS P. Dozier 3PT,[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,22.59,Missed,,,,,,,,,,,,,,,,,,,
543,PT08M12.00S,2021-04-11T21:00:26.6Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,80,85,2021-04-11T21:00:27Z,5330000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,542.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
544,PT07M55.00S,2021-04-11T21:00:43.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,15.982260183968464,36.58854166666667,1610612738,80,85,2021-04-11T21:00:50Z,5340000,67.0,98.0,1,left,MISS J. Tatum 11' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,11.85,Missed,,,,,,,,,,,,,,,,,,,
545,PT07M52.00S,2021-04-11T21:00:46.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612743,80,85,2021-04-11T21:00:50Z,5350000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,544.0,,,,,,,,,,,,,,,,,,
546,PT07M44.00S,2021-04-11T21:01:06.0Z,4,REGULAR,3pt,Jump Shot,[],1629008,66.44218134034165,45.166973039215684,1610612743,80,85,2021-04-11T21:01:11Z,5360000,-24.0,263.0,1,right,MISS M. Porter Jr. 26' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,,
547,PT07M40.00S,2021-04-11T21:01:10.0Z,4,REGULAR,rebound,defensive,[],1629641,,,1610612738,80,85,2021-04-11T21:01:11Z,5370000,,,0,,R. Langford REBOUND (Off:1 Def:4),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,546.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
548,PT07M30.00S,2021-04-11T21:01:20.2Z,4,REGULAR,3pt,Jump Shot,[],203935,17.69053876478318,6.931678921568627,1610612738,80,85,2021-04-11T21:01:29Z,5380000,215.0,114.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.35,Missed,,,,,,,,,,,,,,,,,,,
549,PT07M28.00S,2021-04-11T21:01:22.2Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,80,85,2021-04-11T21:01:29Z,5390000,,,0,,R. Williams III REBOUND (Off:3 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,548.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
550,PT07M28.00S,2021-04-11T21:01:25.2Z,4,REGULAR,foul,personal,[],203999,,,1610612738,80,85,2021-04-11T21:02:00Z,5400000,,,0,,N. Jokic personal FOUL (2 PF),"[203999, 1629057]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,2715.0,2.0,1.0,Williams III,1629057.0,,,,,,,,,,
552,PT07M22.00S,2021-04-11T21:01:50.4Z,4,REGULAR,turnover,bad pass,[],1629684,,,1610612738,80,85,2021-04-11T21:02:05Z,5420000,,,0,,G. Williams bad pass TURNOVER (2 TO),"[1629684, 1629008]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,2.0,Porter Jr.,1629008.0,
553,PT07M22.00S,2021-04-11T21:01:50.4Z,4,REGULAR,steal,,[],1629008,,,1610612743,80,85,2021-04-11T21:01:51Z,5430000,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT07M21.00S,2021-04-11T21:01:53.2Z,4,REGULAR,foul,personal,[],1629684,,,1610612743,80,85,2021-04-11T21:02:11Z,5440000,,,0,,G. Williams take personal FOUL (1 PF),"[1629684, 1629008]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,1363.0,1.0,0.0,Porter Jr.,1629008.0,,,,,,,,,,
556,PT07M08.00S,2021-04-11T21:02:23.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628420,83.13074901445466,49.57873774509804,1610612743,82,85,2021-04-11T21:02:28Z,5460000,-2.0,106.0,1,right,M. Morris 10' pullup Jump Shot (2 PTS),[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,10.61,Made,,,,,,,,,,2.0,,,,,,,,,
558,PT06M51.00S,2021-04-11T21:02:40.5Z,4,REGULAR,2pt,Jump Shot,[],1628369,21.107095926412615,35.11795343137255,1610612738,82,87,2021-04-11T21:02:44Z,5480000,74.0,146.0,1,left,J. Tatum 16' Jump Shot (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,16.38,Made,,,,,,,,,,21.0,,,,,,,,,
559,PT06M29.00S,2021-04-11T21:03:02.0Z,4,REGULAR,3pt,Jump Shot,[],1629008,73.80091984231275,17.96109068627451,1610612743,82,87,2021-04-11T21:03:08Z,5490000,-160.0,194.0,1,right,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,,
560,PT06M26.00S,2021-04-11T21:03:05.0Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,82,87,2021-04-11T21:03:08Z,5500000,,,0,,R. Williams III REBOUND (Off:3 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,559.0,8.0,5.0,3.0,,,,,,,,,,,,,,,
561,PT06M20.00S,2021-04-11T21:03:10.9Z,4,REGULAR,3pt,Jump Shot,[],1628369,18.347568988173457,95.16697303921569,1610612738,82,90,2021-04-11T21:03:16Z,5510000,-226.0,120.0,1,left,J. Tatum 25' 3PT step back (24 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,25.57,Made,,,,,,,,,,24.0,M. Smart,203935.0,4.0,,,,,,
562,PT06M11.00S,2021-04-11T21:03:23.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,82,90,2021-04-11T21:03:23Z,5520000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT06M11.00S,2021-04-11T21:05:50.9Z,4,REGULAR,substitution,out,[],1628420,,,1610612743,82,90,2021-04-11T21:06:10Z,5530000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT06M11.00S,2021-04-11T21:05:50.9Z,4,REGULAR,substitution,out,[],1628408,,,1610612743,82,90,2021-04-11T21:06:10Z,5540000,,,0,,SUB out: P. Dozier,[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT06M11.00S,2021-04-11T21:05:50.9Z,4,REGULAR,substitution,out,[],1629641,,,1610612743,82,90,2021-04-11T21:06:10Z,5550000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT06M11.00S,2021-04-11T21:05:50.9Z,4,REGULAR,substitution,in,[],1630267,,,1610612743,82,90,2021-04-11T21:06:10Z,5560000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT06M11.00S,2021-04-11T21:05:50.9Z,4,REGULAR,substitution,in,[],203115,,,1610612743,82,90,2021-04-11T21:06:10Z,5570000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT06M11.00S,2021-04-11T21:05:50.9Z,4,REGULAR,substitution,in,[],1627759,,,1610612743,82,90,2021-04-11T21:06:10Z,5580000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT06M00.00S,2021-04-11T21:06:26.1Z,4,REGULAR,2pt,Hook,[],203999,91.27792378449409,67.9610906862745,1610612743,82,90,2021-04-11T21:10:05Z,5590000,90.0,29.0,1,right,MISS N. Jokic 9' Hook,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,9.45,Missed,,,,,,,,,,,,,,,,,,,
571,PT05M59.00S,2021-04-11T21:06:27.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,82,90,2021-04-11T21:06:43Z,5600000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,570.0,,,,,,,,,,,,,,,,,,
572,PT05M59.00S,2021-04-11T21:06:31.3Z,4,REGULAR,foul,personal,[],203999,,,1610612738,82,90,2021-04-11T21:06:40Z,5610000,,,0,,N. Jokic loose ball personal FOUL (3 PF),"[203999, 1628369]",1610612743.0,DEN,loose ball,,,Jokic,N. Jokic,,,,,,,,,,,2715.0,3.0,1.0,Tatum,1628369.0,,,,,,,,,,
574,PT05M47.00S,2021-04-11T21:06:53.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,82,90,2021-04-11T21:06:53Z,5630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT05M43.00S,2021-04-11T21:07:08.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,12.171484888304862,48.353247549019606,1610612738,82,90,2021-04-11T21:10:15Z,5640000,8.0,62.0,1,left,MISS J. Tatum 6' Layup,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,6.24,Missed,,,,,,,,,,,,,,,,,,,
576,PT05M39.00S,2021-04-11T21:07:12.0Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,82,90,2021-04-11T21:07:20Z,5650000,,,0,,N. Jokic REBOUND (Off:2 Def:8),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,575.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
577,PT05M37.00S,2021-04-11T21:07:13.6Z,4,REGULAR,turnover,bad pass,[],203999,,,1610612743,82,90,2021-04-11T21:07:24Z,5660000,,,0,,N. Jokic bad pass TURNOVER (2 TO),"[203999, 1628369]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,2.0,Tatum,1628369.0,
578,PT05M37.00S,2021-04-11T21:07:13.6Z,4,REGULAR,steal,,[],1628369,,,1610612738,82,90,2021-04-11T21:07:15Z,5670000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT05M35.00S,2021-04-11T21:07:15.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629057,6.258212877792378,51.53952205882353,1610612738,82,92,2021-04-11T21:07:28Z,5680000,-8.0,6.0,1,left,R. Williams III DUNK (8 PTS) (J. Tatum 2 AST),"[1629057, 1628369]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,0.99,Made,,,,,,,,,,8.0,J. Tatum,1628369.0,2.0,,,,,,
581,PT05M17.00S,2021-04-11T21:07:33.2Z,4,REGULAR,2pt,Jump Shot,[],203999,86.5473061760841,66.24540441176471,1610612743,82,92,2021-04-11T21:07:37Z,5700000,81.0,74.0,1,right,MISS N. Jokic 10' turnaround fadeaway Shot - blocked,"[203999, 1629684]",1610612743.0,DEN,turnaround fadeaway,,,Jokic,N. Jokic,,,,,10.99,Missed,,,,,,,,,,,,,,Williams,1629684.0,,,,
582,PT05M17.00S,2021-04-11T21:07:33.2Z,4,REGULAR,block,,[],1629684,,,1610612743,82,92,2021-04-11T21:07:35Z,5710000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT05M15.00S,2021-04-11T21:07:35.2Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,82,92,2021-04-11T21:07:37Z,5720000,,,0,,J. Tatum REBOUND (Off:1 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,581.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
584,PT05M11.00S,2021-04-11T21:07:40.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,6.652431011826544,55.21599264705882,1610612738,82,94,2021-04-11T21:07:45Z,5730000,-26.0,10.0,1,left,J. Tatum running finger roll Layup (26 PTS),[1628369],1610612738.0,BOS,running finger roll,,,Tatum,J. Tatum,,,,,2.8,Made,,,,,,,,,,26.0,,,,,,,,,
585,PT04M51.00S,2021-04-11T21:07:59.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,88.12417871222075,47.372855392156865,1610612743,82,94,2021-04-11T21:08:05Z,5740000,-13.0,59.0,1,right,MISS N. Jokic 6' turnaround Shot,[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,6.05,Missed,,,,,,,,,,,,,,,,,,,
586,PT04M49.00S,2021-04-11T21:08:01.9Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,82,94,2021-04-11T21:08:05Z,5750000,,,0,,J. Brown REBOUND (Off:1 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,585.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
587,PT04M41.00S,2021-04-11T21:08:08.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,5.995400788436268,56.68658088235294,1610612738,82,96,2021-04-11T21:08:16Z,5760000,-33.0,4.0,1,left,G. Williams driving Layup (2 PTS) (J. Brown 3 AST),"[1629684, 1627759]",1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,3.36,Made,,,,,,,,,,2.0,J. Brown,1627759.0,3.0,,,,,,
589,PT04M41.00S,2021-04-11T21:08:18.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,82,96,2021-04-11T21:08:18Z,5780000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT04M41.00S,2021-04-11T21:09:24.5Z,4,REGULAR,substitution,out,[],203999,,,1610612743,82,96,2021-04-11T21:10:05Z,5790000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT04M41.00S,2021-04-11T21:09:24.5Z,4,REGULAR,substitution,out,[],1629057,,,1610612743,82,96,2021-04-11T21:10:05Z,5800000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT04M41.00S,2021-04-11T21:09:24.5Z,4,REGULAR,substitution,in,[],1628420,,,1610612743,82,96,2021-04-11T21:10:05Z,5810000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT04M41.00S,2021-04-11T21:09:24.5Z,4,REGULAR,substitution,in,[],202689,,,1610612743,82,96,2021-04-11T21:10:05Z,5820000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT04M23.00S,2021-04-11T21:10:31.6Z,4,REGULAR,foul,personal,[],1627759,,,1610612743,82,96,2021-04-11T21:10:50Z,5830000,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 1630267]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,1363.0,3.0,0.0,Campazzo,1630267.0,,,,,,,,,,
596,PT04M10.00S,2021-04-11T21:11:04.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,93.51182654402102,54.23560049019608,1610612743,82,96,2021-04-11T21:11:14Z,5850000,21.0,8.0,1,right,MISS M. Morris driving reverse Layup,[1628420],1610612743.0,DEN,driving reverse,,,Morris,M. Morris,,,,,2.28,Missed,,,,,,,,,,,,,,,,,,,
597,PT04M07.00S,2021-04-11T21:11:07.5Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,82,96,2021-04-11T21:11:14Z,5860000,,,0,,M. Smart REBOUND (Off:1 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,596.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
598,PT03M55.00S,2021-04-11T21:11:19.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,6.258212877792378,56.44148284313726,1610612738,82,96,2021-04-11T21:11:23Z,5870000,-32.0,6.0,1,left,MISS G. Williams cutting Layup,[1629684],1610612738.0,BOS,cutting,,,Williams,G. Williams,,,,,3.28,Missed,,,,,,,,,,,,,,,,,,,
599,PT03M53.00S,2021-04-11T21:11:21.6Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612743,82,96,2021-04-11T21:11:23Z,5880000,,,0,,M. Porter Jr. REBOUND (Off:1 Def:9),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,598.0,10.0,9.0,1.0,,,,,,,,,,,,,,,
600,PT03M48.00S,2021-04-11T21:11:28.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,86.5473061760841,50.80422794117647,1610612743,84,96,2021-04-11T21:11:40Z,5890000,4.0,74.0,1,right,M. Porter Jr. 7' driving floating Jump Shot (19 PTS),[1629008],1610612743.0,DEN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,7.41,Made,,,,,,,,,,19.0,,,,,,,,,
601,PT03M48.00S,2021-04-11T21:11:30.6Z,4,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612743,84,96,2021-04-11T21:11:38Z,5900000,,,0,,J. Tatum shooting personal FOUL (2 PF) (Porter Jr. 1 FT),"[1628369, 1629008]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,201245.0,2.0,1.0,Porter Jr.,1629008.0,,,,,,,,,,
603,PT03M48.00S,2021-04-11T21:11:52.8Z,4,REGULAR,freethrow,1 of 1,[],1629008,,,1610612743,85,96,2021-04-11T21:11:52Z,5920000,,,0,,M. Porter Jr. Free Throw 1 of 1 (20 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,Made,,,,,,,,,,20.0,,,,,,,,,
604,PT03M31.00S,2021-04-11T21:12:15.4Z,4,REGULAR,3pt,Jump Shot,[],202689,32.14520367936925,43.451286764705884,1610612738,85,96,2021-04-11T21:12:26Z,5930000,33.0,250.0,1,left,MISS K. Walker 25' step back 3PT,[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,25.18,Missed,,,,,,,,,,,,,,,,,,,
605,PT03M26.00S,2021-04-11T21:12:20.4Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,85,96,2021-04-11T21:12:26Z,5940000,,,0,,J. Brown REBOUND (Off:2 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,604.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
606,PT03M23.00S,2021-04-11T21:12:26.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,85,96,2021-04-11T21:12:26Z,5950000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT03M23.00S,2021-04-11T21:13:47.5Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,85,96,2021-04-11T21:14:02Z,5960000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT03M23.00S,2021-04-11T21:13:47.5Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,85,96,2021-04-11T21:14:02Z,5970000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT03M12.00S,2021-04-11T21:14:11.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628369,5.995400788436268,49.08854166666667,1610612738,85,98,2021-04-11T21:14:18Z,5980000,5.0,4.0,1,left,J. Tatum driving DUNK (28 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,0.6,Made,,,,,,,,,,28.0,M. Smart,203935.0,5.0,,,,,,
611,PT02M55.00S,2021-04-11T21:14:29.0Z,4,REGULAR,3pt,Jump Shot,[],1629008,69.72733245729303,73.35324754901961,1610612743,85,98,2021-04-11T21:14:34Z,6000000,117.0,232.0,1,right,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,,
612,PT02M51.00S,2021-04-11T21:14:33.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,85,98,2021-04-11T21:14:34Z,6010000,,,0,,J. Tatum REBOUND (Off:1 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,611.0,10.0,9.0,1.0,,,,,,,,,,,,,,,
615,PT02M33.00S,2021-04-11T21:15:18.0Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612738,85,98,2021-04-11T21:15:24Z,6040000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT02M33.00S,2021-04-11T21:15:30.7Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612738,85,98,2021-04-11T21:17:12Z,6050000,,,0,,,[],1610612743.0,DEN,overturned,,,,,,,,,,,,,,,2715.0,,,,,,,,,,,,,,No Foul on W. Barton
617,PT02M33.00S,2021-04-11T21:17:29.9Z,4,REGULAR,substitution,out,[],203932,,,1610612738,85,98,2021-04-11T21:18:18Z,6060000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT02M33.00S,2021-04-11T21:17:29.9Z,4,REGULAR,substitution,in,[],1630192,,,1610612738,85,98,2021-04-11T21:18:18Z,6070000,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT02M27.00S,2021-04-11T21:18:27.3Z,4,REGULAR,jumpball,recovered,[],1628420,,,1610612743,85,98,2021-04-11T21:18:27Z,6080000,,,0,,Jump Ball M. Porter Jr. vs. R. Williams III: Tip to M. Morris,"[1628420, 1629008, 1629057]",1610612743.0,DEN,challenge,M. Morris,1628420.0,Morris,M. Morris,Porter Jr.,1629008.0,Williams III,1629057.0,,,,,,,,,,,,,,,,,,,,,
622,PT02M18.00S,2021-04-11T21:18:35.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630267,93.51182654402102,55.70618872549019,1610612743,85,98,2021-04-11T21:19:03Z,6110000,29.0,8.0,1,right,MISS F. Campazzo Layup - blocked,"[1630267, 1629057]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,2.97,Missed,,,,,,,,,,,,,,Williams III,1629057.0,,,,
623,PT02M18.00S,2021-04-11T21:18:35.6Z,4,REGULAR,block,,[],1629057,,,1610612743,85,98,2021-04-11T21:18:38Z,6120000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT02M15.00S,2021-04-11T21:18:38.6Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,85,98,2021-04-11T21:19:03Z,6130000,,,0,,K. Walker REBOUND (Off:0 Def:5),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,622.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
625,PT02M01.00S,2021-04-11T21:18:54.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,5.732588699080158,52.27481617647059,1610612738,85,100,2021-04-11T21:19:06Z,6140000,-11.0,1.0,1,left,R. Williams III DUNK (10 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,1.15,Made,,,,,,,,,,10.0,,,,,,,,,
626,PT02M00.00S,2021-04-11T21:18:59.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,85,100,2021-04-11T21:18:59Z,6150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT01M52.00S,2021-04-11T21:19:11.7Z,4,REGULAR,3pt,Jump Shot,[],1630192,73.53810775295663,81.93167892156863,1610612743,85,100,2021-04-11T21:19:21Z,6160000,160.0,196.0,1,right,MISS Z. Nnaji 25' 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,25.3,Missed,,,,,,,,,,,,,,,,,,,
628,PT01M50.00S,2021-04-11T21:19:13.7Z,4,REGULAR,rebound,offensive,[],1629008,,,1610612743,85,100,2021-04-11T21:19:21Z,6170000,,,0,,M. Porter Jr. REBOUND (Off:2 Def:9),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,627.0,11.0,9.0,2.0,,,,,,,,,,,,,,,
629,PT01M50.00S,2021-04-11T21:19:18.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629008,94.40999984741211,50.0,1610612743,87,100,2021-04-11T21:19:18Z,6180000,0.0,0.0,1,right,M. Porter Jr. putback DUNK (22 PTS),[1629008],1610612743.0,DEN,putback,,,Porter Jr.,M. Porter Jr.,,,,,0.0,Made,,,,,,,,,,22.0,,,,,,,,,
