actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
350,PT05M07.00S,2021-03-03T02:15:02.5Z,3,REGULAR,substitution,in,[],1628400,,,1610612746,70,75,2021-03-03T02:15:12Z,3460000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT05M03.00S,2021-03-03T02:15:22.9Z,3,REGULAR,3pt,Jump Shot,[],202331,69.20170827858082,74.82383578431373,1610612746,70,75,2021-03-03T02:15:29Z,3470000,124.0,237.0,1,right,MISS P. George 26' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,26.75,Missed,,,,,,,,,,,,,,
352,PT05M00.00S,2021-03-03T02:15:25.9Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,70,75,2021-03-03T02:15:29Z,3480000,,,0,,T. Thompson REBOUND (Off:5 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,351.0,9.0,4.0,5.0,,,
353,PT04M37.00S,2021-03-03T02:15:48.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,15.719448094612352,34.38265931372549,1610612738,72,75,2021-03-03T02:15:57Z,3490000,78.0,95.0,1,left,P. Pritchard 12' driving floating Jump Shot (8 PTS) (S. Ojeleye 1 AST),"[1630202, 1628400]",1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,,,,,,12.32,Made,8.0,S. Ojeleye,1628400.0,1.0,,,,,,,,,,
355,PT04M23.00S,2021-03-03T02:16:03.3Z,3,REGULAR,turnover,bad pass,[],202704,,,1610612746,72,75,2021-03-03T02:16:10Z,3510000,,,0,,R. Jackson bad pass TURNOVER (3 TO),"[202704, 1628369]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,3.0,Tatum,1628369.0,,,,,,,
356,PT04M23.00S,2021-03-03T02:16:03.3Z,3,REGULAR,steal,,[],1628369,,,1610612738,72,75,2021-03-03T02:16:10Z,3520000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT04M08.00S,2021-03-03T02:16:18.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,5.206964520367937,95.90226715686273,1610612738,72,75,2021-03-03T02:16:27Z,3530000,-230.0,-4.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,22.95,Missed,,,,,,,,,,,,,,
358,PT04M04.00S,2021-03-03T02:16:22.3Z,3,REGULAR,rebound,defensive,[],201586,,,1610612746,72,75,2021-03-03T02:16:27Z,3540000,,,0,,S. Ibaka REBOUND (Off:0 Def:3),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,357.0,3.0,3.0,0.0,,,
359,PT03M55.00S,2021-03-03T02:16:30.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201586,84.31340341655716,45.90226715686275,1610612746,72,75,2021-03-03T02:19:50Z,3550000,-20.0,95.0,1,right,MISS S. Ibaka 9' Hook,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,9.72,Missed,,,,,,,,,,,,,,
360,PT03M54.00S,2021-03-03T02:16:31.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,72,75,2021-03-03T02:16:40Z,3560000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,
361,PT03M54.00S,2021-03-03T02:16:37.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,72,75,2021-03-03T02:16:37Z,3570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT03M54.00S,2021-03-03T02:16:38.1Z,3,REGULAR,substitution,out,[],1628369,,,1610612746,72,75,2021-03-03T02:16:55Z,3580000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT03M54.00S,2021-03-03T02:16:38.1Z,3,REGULAR,substitution,out,[],202704,,,1610612746,72,75,2021-03-03T02:16:55Z,3590000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT03M54.00S,2021-03-03T02:16:38.1Z,3,REGULAR,substitution,out,[],201586,,,1610612746,72,75,2021-03-03T02:16:55Z,3600000,,,0,,SUB out: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT03M54.00S,2021-03-03T02:16:38.1Z,3,REGULAR,substitution,in,[],202689,,,1610612746,72,75,2021-03-03T02:16:55Z,3610000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT03M54.00S,2021-03-03T02:16:38.1Z,3,REGULAR,substitution,in,[],1627826,,,1610612746,72,75,2021-03-03T02:16:55Z,3620000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT03M54.00S,2021-03-03T02:16:38.1Z,3,REGULAR,substitution,in,[],101150,,,1610612746,72,75,2021-03-03T02:16:55Z,3630000,,,0,,SUB in: L. Williams,[101150],1610612746.0,LAC,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT03M52.00S,2021-03-03T02:17:10.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202331,89.04402102496715,3.7454044117647056,1610612746,72,78,2021-03-03T02:17:16Z,3640000,-231.0,50.0,1,right,P. George 3PT  (24 PTS) (L. Williams 3 AST),"[202331, 101150]",1610612746.0,LAC,,,,George,P. George,,,,,,,,,,23.67,Made,24.0,L. Williams,101150.0,3.0,,,,,,,,,,
370,PT03M31.00S,2021-03-03T02:17:30.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202684,12.959921156373195,51.78462009803921,1610612738,74,78,2021-03-03T02:17:37Z,3660000,-9.0,69.0,1,left,T. Thompson 6' Hook (13 PTS) (P. Pritchard 2 AST),"[202684, 1630202]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,6.99,Made,13.0,P. Pritchard,1630202.0,2.0,,,,,,,,,,
372,PT03M16.00S,2021-03-03T02:17:45.4Z,3,REGULAR,2pt,Jump Shot,[],101150,75.24638633377135,46.392463235294116,1610612746,74,78,2021-03-03T02:19:59Z,3680000,-18.0,180.0,1,right,MISS L. Williams 18' pullup Shot,[101150],1610612746.0,LAC,pullup,,,Williams,L. Williams,,,,,,,,,,18.11,Missed,,,,,,,,,,,,,,
373,PT03M12.00S,2021-03-03T02:17:49.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,74,78,2021-03-03T02:17:53Z,3690000,,,0,,J. Brown REBOUND (Off:2 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,372.0,4.0,2.0,2.0,,,
374,PT03M07.00S,2021-03-03T02:17:55.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627759,12.171484888304862,44.676776960784316,1610612738,76,78,2021-03-03T02:18:06Z,3700000,27.0,62.0,1,left,J. Brown 6' driving floating Jump Shot (18 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,,,,6.74,Made,18.0,,,,,,,,,,,,,
375,PT02M56.00S,2021-03-03T02:18:08.1Z,3,REGULAR,foul,offensive,[],202331,,,1610612746,76,78,2021-03-03T02:18:26Z,3710000,,,0,,P. George offensive FOUL (3 PF),"[202331, 1627759]",1610612746.0,LAC,,,,George,P. George,,,,,1155.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
377,PT02M56.00S,2021-03-03T02:18:08.1Z,3,REGULAR,turnover,offensive foul,[],202331,,,1610612746,76,78,2021-03-03T02:18:26Z,3730000,,,0,,P. George offensive foul TURNOVER (2 TO),[202331],1610612746.0,LAC,,,,George,P. George,,,,,1155.0,,,,,,,,,,,2.0,,,,,,,,,
378,PT02M56.00S,2021-03-03T02:18:21.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,76,78,2021-03-03T02:18:21Z,3740000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT02M56.00S,2021-03-03T02:19:50.7Z,3,REGULAR,substitution,out,[],201587,,,1610612738,76,78,2021-03-03T02:21:11Z,3750000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT02M56.00S,2021-03-03T02:19:50.7Z,3,REGULAR,substitution,in,[],1628379,,,1610612738,76,78,2021-03-03T02:21:11Z,3760000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT02M43.00S,2021-03-03T02:21:54.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202689,29.38567674113009,73.10814950980392,1610612738,79,78,2021-03-03T02:22:01Z,3770000,-116.0,224.0,1,left,K. Walker 25' 3PT pullup (19 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,25.18,Made,19.0,,,,,,,,,,,,,
382,PT02M22.00S,2021-03-03T02:22:15.3Z,3,REGULAR,3pt,Jump Shot,[],202331,71.43561103810775,18.45128676470588,1610612746,79,81,2021-03-03T02:22:52Z,3780000,-158.0,216.0,1,right,P. George 26' 3PT pullup (27 PTS) (T. Mann 2 AST),"[202331, 1629611]",1610612746.0,LAC,pullup,,,George,P. George,,,,,,,,,,26.74,Made,27.0,T. Mann,1629611.0,2.0,,,,,,,,,,
384,PT02M03.00S,2021-03-03T02:22:33.9Z,3,REGULAR,3pt,Jump Shot,[],202689,32.14520367936925,52.27481617647059,1610612738,82,81,2021-03-03T02:22:40Z,3800000,-11.0,250.0,1,left,K. Walker 25' 3PT pullup (22 PTS) (T. Thompson 2 AST),"[202689, 202684]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,25.0,Made,22.0,T. Thompson,202684.0,2.0,,,,,,,,,,
386,PT01M53.00S,2021-03-03T02:22:44.4Z,3,REGULAR,2pt,Jump Shot,[],101150,82.21090670170827,18.206188725490197,1610612746,82,81,2021-03-03T02:22:55Z,3820000,-159.0,115.0,1,right,MISS L. Williams 19' fadeaway Shot,[101150],1610612746.0,LAC,fadeaway,,,Williams,L. Williams,,,,,,,,,,19.61,Missed,,,,,,,,,,,,,,
387,PT01M51.00S,2021-03-03T02:22:49.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,82,81,2021-03-03T02:22:49Z,3830000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,386.0,,,,,,
388,PT01M51.00S,2021-03-03T02:22:50.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,82,81,2021-03-03T02:22:50Z,3840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT01M51.00S,2021-03-03T02:22:51.2Z,3,REGULAR,substitution,out,[],202684,,,1610612746,82,81,2021-03-03T02:22:58Z,3850000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT01M51.00S,2021-03-03T02:22:51.2Z,3,REGULAR,substitution,out,[],202331,,,1610612746,82,81,2021-03-03T02:22:58Z,3860000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT01M51.00S,2021-03-03T02:22:51.2Z,3,REGULAR,substitution,in,[],1629057,,,1610612746,82,81,2021-03-03T02:22:58Z,3870000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT01M51.00S,2021-03-03T02:22:51.2Z,3,REGULAR,substitution,in,[],202704,,,1610612746,82,81,2021-03-03T02:22:58Z,3880000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT01M47.00S,2021-03-03T02:23:14.6Z,3,REGULAR,turnover,bad pass,[],101150,,,1610612746,82,81,2021-03-03T02:23:21Z,3890000,,,0,,L. Williams bad pass TURNOVER (1 TO),"[101150, 1627759]",1610612746.0,LAC,,,,Williams,L. Williams,,,,,,,,,,,,,,,,1.0,Brown,1627759.0,,,,,,,
394,PT01M47.00S,2021-03-03T02:23:14.6Z,3,REGULAR,steal,,[],1627759,,,1610612738,82,81,2021-03-03T02:23:16Z,3900000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT01M46.00S,2021-03-03T02:23:18.2Z,3,REGULAR,foul,personal,[],101150,,,1610612738,82,81,2021-03-03T02:24:07Z,3910000,,,0,,L. Williams take personal FOUL (1 PF),"[101150, 1627759]",1610612746.0,LAC,take,,,Williams,L. Williams,,,,,1162.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
397,PT01M46.00S,2021-03-03T02:24:07.3Z,3,REGULAR,stoppage,equipment issue,[],0,,,1610612738,82,81,2021-03-03T02:24:20Z,3930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT01M40.00S,2021-03-03T02:24:11.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202704,,,1610612738,82,81,2021-03-03T02:24:26Z,3940000,,,0,,R. Jackson personal FOUL (1 PF) (Walker 2 FT),"[202704, 202689]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,202049.0,1.0,0.0,Walker,202689.0,,,,,,,,,,,,,,,,
400,PT01M40.00S,2021-03-03T02:24:40.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],202689,,,1610612738,83,81,2021-03-03T02:24:40Z,3960000,,,0,,K. Walker Free Throw 1 of 2 (23 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,Made,23.0,,,,,,,,,,,,,
401,PT01M40.00S,2021-03-03T02:24:58.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],202689,,,1610612738,84,81,2021-03-03T02:24:58Z,3970000,,,0,,K. Walker Free Throw 2 of 2 (24 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,Made,24.0,,,,,,,,,,,,,
402,PT01M23.00S,2021-03-03T02:25:16.4Z,3,REGULAR,3pt,Jump Shot,[],202704,89.04402102496715,3.5003063725490198,1610612746,84,84,2021-03-03T02:25:21Z,3980000,-232.0,50.0,1,right,R. Jackson 3PT  (20 PTS) (T. Mann 3 AST),"[202704, 1629611]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,23.79,Made,20.0,T. Mann,1629611.0,3.0,,,,,,,,,,
404,PT01M06.00S,2021-03-03T02:25:33.1Z,3,REGULAR,3pt,Jump Shot,[],1630202,4.681340341655716,94.43167892156863,1610612738,87,84,2021-03-03T02:25:37Z,4000000,-222.0,-8.0,1,left,P. Pritchard 3PT  (11 PTS) (K. Walker 5 AST),"[1630202, 202689]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,22.24,Made,11.0,K. Walker,202689.0,5.0,,,,,,,,,,
406,PT00M54.50S,2021-03-03T02:25:44.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202704,92.59198423127464,45.166973039215684,1610612746,87,86,2021-03-03T02:26:38Z,4020000,-24.0,17.0,1,right,R. Jackson reverse Layup (22 PTS) (I. Zubac 3 AST),"[202704, 1627826]",1610612746.0,LAC,reverse,,,Jackson,R. Jackson,,,,,,,,,,2.96,Made,22.0,I. Zubac,1627826.0,3.0,,,,,,,,,,
408,PT00M45.80S,2021-03-03T02:25:56.9Z,3,REGULAR,3pt,Jump Shot,[],202689,21.632720105124836,9.627757352941178,1610612738,87,86,2021-03-03T02:26:05Z,4040000,202.0,151.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,25.2,Missed,,,,,,,,,,,,,,
409,PT00M43.00S,2021-03-03T02:26:00.0Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,87,86,2021-03-03T02:26:00Z,4050000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,408.0,2.0,1.0,1.0,,,
410,PT00M43.00S,2021-03-03T02:26:02.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628379,,,1610612738,87,86,2021-03-03T02:26:10Z,4060000,,,0,,L. Kennard personal FOUL (1 PF) (Williams III 2 FT),"[1628379, 1629057]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,202049.0,1.0,0.0,Williams III,1629057.0,,,,,,,,,,,,,,,,
412,PT00M43.00S,2021-03-03T02:26:30.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629057,,,1610612738,87,86,2021-03-03T02:26:30Z,4080000,,,0,,MISS R. Williams III Free Throw 1 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,Missed,,,,,,,,,,,,,,
413,PT00M43.00S,2021-03-03T02:26:30.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,87,86,2021-03-03T02:26:30Z,4090000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,412.0,,,,,,
414,PT00M43.00S,2021-03-03T02:26:54.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629057,,,1610612738,88,86,2021-03-03T02:26:54Z,4100000,,,0,,R. Williams III Free Throw 2 of 2 (7 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
415,PT00M31.30S,2021-03-03T02:27:10.7Z,3,REGULAR,3pt,Jump Shot,[],1629611,86.5473061760841,94.18658088235294,1610612746,88,86,2021-03-03T02:32:08Z,4110000,221.0,74.0,1,right,MISS T. Mann step back 3PT - blocked,"[1629611, 1629057]",1610612746.0,LAC,step back,,,Mann,T. Mann,,,,,,,,,,23.3,Missed,,,,,,,,,,,,Williams III,1629057.0,
416,PT00M31.30S,2021-03-03T02:27:10.7Z,3,REGULAR,block,,[],1629057,,,1610612746,88,86,2021-03-03T02:27:14Z,4120000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT00M27.30S,2021-03-03T02:27:14.7Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,88,86,2021-03-03T02:28:01Z,4130000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,415.0,3.0,2.0,1.0,,,
418,PT00M22.50S,2021-03-03T02:27:19.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627759,12.565703022339028,47.61795343137255,1610612738,88,86,2021-03-03T02:27:36Z,4140000,12.0,66.0,1,left,MISS J. Brown 6' turnaround Shot,[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,,,,,,6.67,Missed,,,,,,,,,,,,,,
419,PT00M18.90S,2021-03-03T02:27:23.1Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,88,86,2021-03-03T02:27:23Z,4150000,,,0,,I. Zubac REBOUND (Off:3 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,418.0,7.0,4.0,3.0,,,
420,PT00M05.20S,2021-03-03T02:27:37.6Z,3,REGULAR,foul,personal,[],1630202,,,1610612746,88,86,2021-03-03T02:29:11Z,4160000,,,0,,P. Pritchard personal FOUL (2 PF),"[1630202, 101150]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,1155.0,2.0,0.0,Williams,101150.0,,,,,,,,,,,,,,,,
422,PT00M05.20S,2021-03-03T02:27:51.2Z,3,REGULAR,substitution,out,[],202689,,,1610612746,88,86,2021-03-03T02:28:00Z,4180000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT00M05.20S,2021-03-03T02:27:51.2Z,3,REGULAR,substitution,in,[],1628369,,,1610612746,88,86,2021-03-03T02:28:00Z,4190000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT00M01.10S,2021-03-03T02:28:14.9Z,3,REGULAR,3pt,Jump Shot,[],101150,78.53153745072274,6.1963848039215685,1610612746,88,89,2021-03-03T02:28:21Z,4200000,-219.0,149.0,1,right,L. Williams 26' 3PT step back (7 PTS),[101150],1610612746.0,LAC,step back,,,Williams,L. Williams,,,,,,,,,,26.5,Made,7.0,,,,,,,,,,,,,
425,PT00M00.00S,2021-03-03T02:28:23.1Z,3,REGULAR,period,end,[],0,,,1610612738,88,89,2021-03-03T02:28:23Z,4210000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT12M00.00S,2021-03-03T02:30:01.1Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,88,89,2021-03-03T02:31:36Z,4220000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT12M00.00S,2021-03-03T02:30:01.1Z,4,REGULAR,substitution,in,['startperiod'],201952,,,1610612738,88,89,2021-03-03T02:31:36Z,4230000,,,0,,SUB in: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT12M00.00S,2021-03-03T02:31:57.7Z,4,REGULAR,period,start,[],0,,,1610612738,88,89,2021-03-03T02:31:57Z,4240000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT11M43.00S,2021-03-03T02:32:14.2Z,4,REGULAR,3pt,Jump Shot,[],1630202,24.78646517739816,82.91207107843137,1610612738,91,89,2021-03-03T02:32:19Z,4250000,-165.0,180.0,1,left,P. Pritchard 24' 3PT  (14 PTS) (J. Tatum 4 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,24.43,Made,14.0,J. Tatum,1628369.0,4.0,,,,,,,,,,
432,PT11M28.00S,2021-03-03T02:32:27.8Z,4,REGULAR,3pt,Jump Shot,[],101150,74.58935611038108,12.323835784313726,1610612746,91,92,2021-03-03T02:32:32Z,4270000,-188.0,186.0,1,right,L. Williams 26' 3PT  (10 PTS) (R. Jackson 5 AST),"[101150, 202704]",1610612746.0,LAC,,,,Williams,L. Williams,,,,,,,,,,26.5,Made,10.0,R. Jackson,202704.0,5.0,,,,,,,,,,
434,PT11M13.00S,2021-03-03T02:32:42.8Z,4,REGULAR,3pt,Jump Shot,[],1628400,6.521024967148489,95.41207107843137,1610612738,94,92,2021-03-03T02:32:47Z,4290000,-227.0,9.0,1,left,S. Ojeleye 3PT  (6 PTS) (J. Tatum 5 AST),"[1628400, 1628369]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,22.73,Made,6.0,J. Tatum,1628369.0,5.0,,,,,,,,,,
436,PT10M57.00S,2021-03-03T02:32:59.1Z,4,REGULAR,2pt,Jump Shot,[],101150,91.40932982917214,15.755208333333334,1610612746,94,92,2021-03-03T02:33:40Z,4310000,-171.0,28.0,1,right,MISS L. Williams 17' fadeaway Shot,[101150],1610612746.0,LAC,fadeaway,,,Williams,L. Williams,,,,,,,,,,17.35,Missed,,,,,,,,,,,,,,
437,PT10M55.00S,2021-03-03T02:33:01.1Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,94,92,2021-03-03T02:33:12Z,4320000,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,436.0,4.0,3.0,1.0,,,
438,PT10M43.00S,2021-03-03T02:33:13.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,17.821944809461236,58.892463235294116,1610612738,94,92,2021-03-03T02:33:18Z,4330000,-44.0,115.0,1,left,MISS J. Tatum 12' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,,,,12.33,Missed,,,,,,,,,,,,,,
439,PT10M40.00S,2021-03-03T02:33:16.3Z,4,REGULAR,rebound,defensive,[],202704,,,1610612746,94,92,2021-03-03T02:33:18Z,4340000,,,0,,R. Jackson REBOUND (Off:0 Def:2),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,438.0,2.0,2.0,0.0,,,
440,PT10M31.00S,2021-03-03T02:33:25.9Z,4,REGULAR,2pt,Jump Shot,[],1628379,87.33574244415243,68.2061887254902,1610612746,94,92,2021-03-03T02:33:31Z,4350000,91.0,67.0,1,right,MISS L. Kennard 11' pullup Shot,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,,,,,,11.27,Missed,,,,,,,,,,,,,,
441,PT10M28.00S,2021-03-03T02:33:28.9Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,94,92,2021-03-03T02:33:31Z,4360000,,,0,,R. Williams III REBOUND (Off:1 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,440.0,5.0,4.0,1.0,,,
442,PT10M14.00S,2021-03-03T02:33:43.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,7.30946123521682,41.00030637254902,1610612738,96,92,2021-03-03T02:33:50Z,4370000,45.0,16.0,1,left,R. Williams III alley-oop Layup (9 PTS) (P. Pritchard 3 AST),"[1629057, 1630202]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,,,,4.78,Made,9.0,P. Pritchard,1630202.0,3.0,,,,,,,,,,
