actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
171,PT08M54.00S,2021-03-03T01:23:44.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.06636005256242,53.01011029411765,1610612738,49,41,2021-03-03T01:23:49Z,1700000,15.0,22.0,1,right,J. Tatum driving finger roll Layup (7 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,,,,,,2.68,Made,7.0,,,,,,,,,,,,,
172,PT08M54.00S,2021-03-03T01:23:50.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,49,41,2021-03-03T01:23:50Z,1710000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT08M54.00S,2021-03-03T01:25:56.7Z,2,REGULAR,substitution,out,[],202704,,,1610612746,49,41,2021-03-03T01:26:49Z,1720000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT08M54.00S,2021-03-03T01:25:56.7Z,2,REGULAR,substitution,out,[],1629611,,,1610612746,49,41,2021-03-03T01:26:49Z,1730000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT08M54.00S,2021-03-03T01:25:56.7Z,2,REGULAR,substitution,out,[],1627826,,,1610612746,49,41,2021-03-03T01:26:49Z,1740000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT08M54.00S,2021-03-03T01:25:56.7Z,2,REGULAR,substitution,in,[],201586,,,1610612746,49,41,2021-03-03T01:26:49Z,1750000,,,0,,SUB in: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT08M54.00S,2021-03-03T01:25:56.7Z,2,REGULAR,substitution,in,[],202331,,,1610612746,49,41,2021-03-03T01:26:49Z,1760000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT08M54.00S,2021-03-03T01:25:56.7Z,2,REGULAR,substitution,in,[],201976,,,1610612746,49,41,2021-03-03T01:26:49Z,1770000,,,0,,SUB in: P. Beverley,[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT08M40.00S,2021-03-03T01:27:28.0Z,2,REGULAR,2pt,Jump Shot,[],202694,10.463206307490145,77.51991421568627,1610612746,49,43,2021-03-03T01:27:39Z,1780000,-138.0,46.0,1,left,M. Morris Sr. 14' turnaround fadeaway Jump Shot (4 PTS) (L. Williams 2 AST),"[202694, 101150]",1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,14.51,Made,4.0,L. Williams,101150.0,2.0,,,,,,,,,,
181,PT08M27.00S,2021-03-03T01:27:40.1Z,2,REGULAR,3pt,Jump Shot,[],1630202,71.69842312746385,12.814031862745098,1610612738,49,43,2021-03-03T01:28:02Z,1800000,-186.0,214.0,1,right,MISS P. Pritchard 28' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,28.31,Missed,,,,,,,,,,,,,,
182,PT08M26.00S,2021-03-03T01:27:55.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,49,43,2021-03-03T01:27:55Z,1810000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,181.0,,,,,,
183,PT08M26.00S,2021-03-03T01:27:57.4Z,2,REGULAR,foul,personal,[],202331,,,1610612738,49,43,2021-03-03T01:28:10Z,1820000,,,0,,P. George loose ball personal FOUL (2 PF),"[202331, 1628369]",1610612746.0,LAC,loose ball,,,George,P. George,,,,,1162.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
185,PT08M15.00S,2021-03-03T01:28:15.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,68.28186596583443,70.65716911764706,1610612738,49,43,2021-03-03T01:28:22Z,1840000,103.0,246.0,1,right,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,26.65,Missed,,,,,,,,,,,,,,
186,PT08M12.00S,2021-03-03T01:28:18.4Z,2,REGULAR,rebound,defensive,[],201976,,,1610612746,49,43,2021-03-03T01:28:22Z,1850000,,,0,,P. Beverley REBOUND (Off:0 Def:2),[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,185.0,2.0,2.0,0.0,,,
187,PT08M01.00S,2021-03-03T01:28:28.9Z,2,REGULAR,2pt,Jump Shot,[],202331,19.92444152431012,29.480698529411764,1610612746,49,43,2021-03-03T01:28:35Z,1860000,103.0,135.0,1,left,MISS P. George 16' Jump Shot,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,16.94,Missed,,,,,,,,,,,,,,
188,PT07M58.00S,2021-03-03T01:28:31.9Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,49,43,2021-03-03T01:28:35Z,1870000,,,0,,S. Ojeleye REBOUND (Off:0 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,187.0,1.0,1.0,0.0,,,
189,PT07M52.00S,2021-03-03T01:28:39.3Z,2,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,49,43,2021-03-03T01:28:46Z,1880000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,202049.0,,,,,,,,,,,1.0,,,,,,,,,
190,PT07M44.00S,2021-03-03T01:28:54.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202331,28.86005256241787,23.108149509803923,1610612746,49,43,2021-03-03T01:29:01Z,1890000,134.0,219.0,1,left,MISS P. George 25' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,,,,,,25.68,Missed,,,,,,,,,,,,,,
191,PT07M39.00S,2021-03-03T01:28:59.1Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,49,43,2021-03-03T01:29:01Z,1900000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,190.0,1.0,1.0,0.0,,,
192,PT07M26.00S,2021-03-03T01:29:11.7Z,2,REGULAR,turnover,bad pass,[],1629057,,,1610612738,49,43,2021-03-03T01:30:00Z,1910000,,,0,,R. Williams III bad pass TURNOVER (1 TO),"[1629057, 202331]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,1.0,George,202331.0,,,,,,,
193,PT07M26.00S,2021-03-03T01:29:11.7Z,2,REGULAR,steal,,[],202331,,,1610612746,49,43,2021-03-03T01:29:14Z,1920000,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT07M20.00S,2021-03-03T01:29:18.9Z,2,REGULAR,foul,personal,[],1630202,,,1610612746,49,43,2021-03-03T01:29:34Z,1930000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 101150]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,202049.0,1.0,0.0,Williams,101150.0,,,,,,,,,,,,,,,,
196,PT07M15.00S,2021-03-03T01:29:41.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202694,25.04927726675427,83.15716911764706,1610612746,49,46,2021-03-03T01:29:46Z,1950000,-166.0,183.0,1,left,M. Morris Sr. 24' 3PT  (7 PTS) (P. George 2 AST),"[202694, 202331]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,24.69,Made,7.0,P. George,202331.0,2.0,,,,,,,,,,
198,PT06M55.00S,2021-03-03T01:30:00.9Z,2,REGULAR,3pt,Jump Shot,[],1630202,65.39093298291722,46.14736519607843,1610612738,52,46,2021-03-03T01:30:07Z,1970000,-19.0,273.0,1,right,P. Pritchard 27' 3PT  (6 PTS) (J. Tatum 1 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,27.35,Made,6.0,J. Tatum,1628369.0,1.0,,,,,,,,,,
200,PT06M33.00S,2021-03-03T01:30:23.5Z,2,REGULAR,3pt,Jump Shot,[],202331,7.046649145860711,3.5003063725490198,1610612746,52,49,2021-03-03T01:30:30Z,1990000,232.0,14.0,1,left,P. George 3PT  (15 PTS) (S. Ibaka 1 AST),"[202331, 201586]",1610612746.0,LAC,,,,George,P. George,,,,,,,,,,23.29,Made,15.0,S. Ibaka,201586.0,1.0,,,,,,,,,,
202,PT06M13.00S,2021-03-03T01:30:43.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,83.78777923784494,3.010110294117647,1610612738,52,49,2021-03-03T01:47:30Z,2010000,-235.0,100.0,1,right,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,25.53,Missed,,,,,,,,,,,,,,
203,PT06M10.00S,2021-03-03T01:30:46.3Z,2,REGULAR,rebound,defensive,[],202694,,,1610612746,52,49,2021-03-03T01:30:50Z,2020000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,202.0,1.0,1.0,0.0,,,
204,PT06M03.00S,2021-03-03T01:30:55.5Z,2,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612746,52,49,2021-03-03T01:31:09Z,2030000,,,0,,R. Williams III shooting personal FOUL (1 PF) (George 2 FT),"[1629057, 202331]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,1155.0,1.0,0.0,George,202331.0,,,,,,,,,,,,,,,,
206,PT06M03.00S,2021-03-03T01:31:20.1Z,2,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,52,50,2021-03-03T01:31:20Z,2050000,,,0,,P. George Free Throw 1 of 2 (16 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,
207,PT06M03.00S,2021-03-03T01:31:20.9Z,2,REGULAR,substitution,out,[],1628400,,,1610612746,52,50,2021-03-03T01:31:34Z,2060000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M03.00S,2021-03-03T01:31:20.9Z,2,REGULAR,substitution,out,[],201952,,,1610612746,52,50,2021-03-03T01:31:34Z,2070000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M03.00S,2021-03-03T01:31:20.9Z,2,REGULAR,substitution,in,[],1628464,,,1610612746,52,50,2021-03-03T01:31:34Z,2080000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M03.00S,2021-03-03T01:31:20.9Z,2,REGULAR,substitution,in,[],202689,,,1610612746,52,50,2021-03-03T01:31:34Z,2090000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M03.00S,2021-03-03T01:31:40.0Z,2,REGULAR,substitution,out,[],101150,,,1610612746,52,50,2021-03-03T01:31:55Z,2100000,,,0,,SUB out: L. Williams,[101150],1610612746.0,LAC,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M03.00S,2021-03-03T01:31:40.0Z,2,REGULAR,substitution,in,[],201587,,,1610612746,52,50,2021-03-03T01:31:55Z,2110000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M03.00S,2021-03-03T01:32:09.8Z,2,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,52,51,2021-03-03T01:32:09Z,2120000,,,0,,P. George Free Throw 2 of 2 (17 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,
214,PT05M54.00S,2021-03-03T01:32:21.2Z,2,REGULAR,2pt,Jump Shot,[],202689,76.95466491458606,64.28462009803921,1610612738,52,51,2021-03-03T01:32:51Z,2130000,71.0,164.0,1,right,MISS K. Walker 17' pullup Shot - blocked,"[202689, 201976]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,17.9,Missed,,,,,,,,,,,,Beverley,201976.0,
215,PT05M54.00S,2021-03-03T01:32:21.2Z,2,REGULAR,block,,[],201976,,,1610612738,52,51,2021-03-03T01:32:23Z,2140000,,,0,,P. Beverley BLOCK (1 BLK),[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT05M50.00S,2021-03-03T01:32:25.2Z,2,REGULAR,rebound,offensive,[],202689,,,1610612738,52,51,2021-03-03T01:32:28Z,2150000,,,0,,K. Walker REBOUND (Off:1 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,214.0,2.0,1.0,1.0,,,
217,PT05M46.00S,2021-03-03T01:32:29.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,71.30420499342969,79.23560049019608,1610612738,52,51,2021-03-03T01:33:12Z,2160000,146.0,217.0,1,right,MISS P. Pritchard 26' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,,,,,,26.18,Missed,,,,,,,,,,,,,,
218,PT05M43.00S,2021-03-03T01:32:32.2Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,52,51,2021-03-03T01:32:37Z,2170000,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,217.0,2.0,2.0,0.0,,,
219,PT05M29.00S,2021-03-03T01:32:45.1Z,2,REGULAR,2pt,Jump Shot,[],202331,12.434296977660972,72.86305147058823,1610612746,52,53,2021-03-03T01:32:51Z,2180000,-114.0,64.0,1,left,P. George 13' turnaround fadeaway Jump Shot (19 PTS),[202331],1610612746.0,LAC,turnaround fadeaway,,,George,P. George,,,,,,,,,,13.12,Made,19.0,,,,,,,,,,,,,
220,PT05M15.00S,2021-03-03T01:32:59.1Z,2,REGULAR,3pt,Jump Shot,[],202689,70.64717477003943,78.99050245098039,1610612738,55,53,2021-03-03T01:33:04Z,2190000,145.0,223.0,1,right,K. Walker 26' 3PT pullup (8 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,26.63,Made,8.0,,,,,,,,,,,,,
221,PT04M56.00S,2021-03-03T01:33:18.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201586,11.383048620236531,40.01991421568628,1610612746,55,55,2021-03-03T01:33:25Z,2200000,50.0,55.0,1,left,S. Ibaka 7' driving Hook (5 PTS),[201586],1610612746.0,LAC,driving,,,Ibaka,S. Ibaka,,,,,,,,,,7.39,Made,5.0,,,,,,,,,,,,,
222,PT04M35.00S,2021-03-03T01:33:38.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,84.1819973718791,37.32383578431372,1610612738,55,55,2021-03-03T01:33:44Z,2210000,-63.0,96.0,1,right,MISS J. Tatum 11' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,,,,,,11.52,Missed,,,,,,,,,,,,,,
223,PT04M34.00S,2021-03-03T01:33:39.9Z,2,REGULAR,rebound,defensive,[],201587,,,1610612746,55,55,2021-03-03T01:33:44Z,2220000,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,222.0,2.0,2.0,0.0,,,
224,PT04M26.00S,2021-03-03T01:33:48.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201586,9.149145860709593,37.56893382352941,1610612746,55,55,2021-03-03T01:33:56Z,2230000,62.0,34.0,1,left,MISS S. Ibaka 7' turnaround Shot,[201586],1610612746.0,LAC,turnaround,,,Ibaka,S. Ibaka,,,,,,,,,,7.06,Missed,,,,,,,,,,,,,,
225,PT04M23.00S,2021-03-03T01:33:51.5Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,55,55,2021-03-03T01:33:56Z,2240000,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,224.0,2.0,2.0,0.0,,,
226,PT04M12.00S,2021-03-03T01:34:02.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,85.89027595269383,43.69638480392157,1610612738,55,55,2021-03-03T01:34:11Z,2250000,-32.0,80.0,1,right,MISS K. Walker 8' driving floating Shot,[202689],1610612738.0,BOS,driving floating,,,Walker,K. Walker,,,,,,,,,,8.61,Missed,,,,,,,,,,,,,,
227,PT04M10.00S,2021-03-03T01:34:04.6Z,2,REGULAR,rebound,defensive,[],201587,,,1610612746,55,55,2021-03-03T01:34:11Z,2260000,,,0,,N. Batum REBOUND (Off:0 Def:3),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,226.0,3.0,3.0,0.0,,,
228,PT03M47.00S,2021-03-03T01:34:27.7Z,2,REGULAR,3pt,Jump Shot,[],202331,24.26084099868594,7.421875,1610612746,55,55,2021-03-03T01:34:35Z,2270000,213.0,176.0,1,left,MISS P. George 27' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,27.6,Missed,,,,,,,,,,,,,,
229,PT03M44.00S,2021-03-03T01:34:30.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,55,55,2021-03-03T01:34:35Z,2280000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,228.0,,,,,,
230,PT03M44.00S,2021-03-03T01:34:35.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,55,55,2021-03-03T01:34:35Z,2290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT03M44.00S,2021-03-03T01:34:36.1Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,55,55,2021-03-03T01:34:50Z,2300000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT03M44.00S,2021-03-03T01:34:36.1Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,55,55,2021-03-03T01:34:50Z,2310000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT03M44.00S,2021-03-03T01:34:36.1Z,2,REGULAR,substitution,in,[],202684,,,1610612738,55,55,2021-03-03T01:34:50Z,2320000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT03M44.00S,2021-03-03T01:34:36.1Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,55,55,2021-03-03T01:34:50Z,2330000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT03M33.00S,2021-03-03T01:35:20.4Z,2,REGULAR,2pt,Jump Shot,[],1628464,77.7431011826544,47.86305147058824,1610612738,55,55,2021-03-03T01:35:41Z,2340000,-11.0,157.0,1,right,MISS D. Theis 15' Jump Shot,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,15.71,Missed,,,,,,,,,,,,,,
236,PT03M26.00S,2021-03-03T01:35:27.4Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,55,55,2021-03-03T01:36:38Z,2350000,,,0,,T. Thompson REBOUND (Off:2 Def:1),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,235.0,3.0,1.0,2.0,,,
237,PT03M26.00S,2021-03-03T01:35:27.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202684,94.40999984741211,50.0,1610612738,55,55,2021-03-03T01:38:14Z,2360000,0.0,0.0,1,right,MISS T. Thompson tip Layup,[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
238,PT03M23.00S,2021-03-03T01:35:30.8Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,55,55,2021-03-03T01:38:46Z,2370000,,,0,,T. Thompson REBOUND (Off:3 Def:1),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,237.0,4.0,1.0,3.0,,,
239,PT03M19.00S,2021-03-03T01:35:34.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,88.51839684625493,46.88265931372549,1610612738,55,55,2021-03-03T01:39:02Z,2380000,-16.0,55.0,1,right,MISS T. Thompson Layup - blocked,"[202684, 202694]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,5.76,Missed,,,,,,,,,,,,Morris Sr.,202694.0,
247,PT03M19.00S,2021-03-03T01:35:34.7Z,2,REGULAR,block,,[],202694,,,1610612738,55,55,2021-03-03T01:39:02Z,2385000,,,0,,M. Morris Sr. BLOCK (1 BLK),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT03M17.00S,2021-03-03T01:35:36.7Z,2,REGULAR,rebound,defensive,[],201586,,,1610612746,55,55,2021-03-03T01:39:02Z,2390000,,,0,,S. Ibaka REBOUND (Off:0 Def:1),[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,239.0,1.0,1.0,0.0,,,
241,PT03M06.00S,2021-03-03T01:35:47.8Z,2,REGULAR,3pt,Jump Shot,[],202694,6.258212877792378,95.16697303921569,1610612746,55,55,2021-03-03T01:36:02Z,2400000,-226.0,6.0,1,left,MISS M. Morris Sr. 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,22.59,Missed,,,,,,,,,,,,,,
242,PT03M03.00S,2021-03-03T01:35:50.8Z,2,REGULAR,rebound,offensive,[],202694,,,1610612746,55,55,2021-03-03T01:36:02Z,2410000,,,0,,M. Morris Sr. REBOUND (Off:1 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,241.0,2.0,1.0,1.0,,,
243,PT02M51.00S,2021-03-03T01:36:02.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202694,25.837713534822605,85.11795343137256,1610612746,55,58,2021-03-03T01:36:09Z,2420000,-176.0,190.0,1,left,M. Morris Sr. 25' 3PT  (10 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,25.9,Made,10.0,,,,,,,,,,,,,
245,PT02M49.00S,2021-03-03T01:36:13.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,55,58,2021-03-03T01:36:13Z,2440000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT02M49.00S,2021-03-03T01:38:50.2Z,2,REGULAR,substitution,out,[],201976,,,1610612738,55,58,2021-03-03T01:39:24Z,2450000,,,0,,SUB out: P. Beverley,[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT02M49.00S,2021-03-03T01:38:50.2Z,2,REGULAR,substitution,in,[],202704,,,1610612738,55,58,2021-03-03T01:39:24Z,2460000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT02M33.00S,2021-03-03T01:39:56.9Z,2,REGULAR,3pt,Jump Shot,[],202689,76.82325886990802,5.46109068627451,1610612738,58,58,2021-03-03T01:40:02Z,2470000,-223.0,165.0,1,right,K. Walker 27' 3PT  (11 PTS) (J. Tatum 2 AST),"[202689, 1628369]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,27.74,Made,11.0,J. Tatum,1628369.0,2.0,,,,,,,,,,
252,PT02M06.00S,2021-03-03T01:40:23.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202704,7.703679369250986,58.15716911764706,1610612746,58,58,2021-03-03T01:40:31Z,2490000,-41.0,20.0,1,left,MISS R. Jackson driving finger roll Layup - blocked,"[202704, 202684]",1610612746.0,LAC,driving finger roll,,,Jackson,R. Jackson,,,,,,,,,,4.54,Missed,,,,,,,,,,,,Thompson,202684.0,
253,PT02M06.00S,2021-03-03T01:40:23.7Z,2,REGULAR,block,,[],202684,,,1610612746,58,58,2021-03-03T01:40:26Z,2500000,,,0,,T. Thompson BLOCK (1 BLK),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT02M03.00S,2021-03-03T01:40:26.7Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,58,58,2021-03-03T01:40:31Z,2510000,,,0,,K. Walker REBOUND (Off:1 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,252.0,3.0,2.0,1.0,,,
255,PT02M00.00S,2021-03-03T01:40:30.3Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],202689,70.25295663600527,63.30422794117647,1610612738,58,58,2021-03-03T01:40:40Z,2520000,67.0,227.0,1,right,MISS K. Walker 23' running pullup Shot,[202689],1610612738.0,BOS,running pullup,,,Walker,K. Walker,,,,,,,,,,23.66,Missed,,,,,,,,,,,,,,
256,PT01M58.00S,2021-03-03T01:40:32.4Z,2,REGULAR,rebound,defensive,[],202694,,,1610612746,58,58,2021-03-03T01:40:32Z,2530000,,,0,,M. Morris Sr. REBOUND (Off:1 Def:2),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,255.0,3.0,2.0,1.0,,,
257,PT01M42.00S,2021-03-03T01:40:48.0Z,2,REGULAR,3pt,Jump Shot,[],202704,4.812746386333772,94.67677696078431,1610612746,58,61,2021-03-03T01:40:54Z,2540000,-223.0,-7.0,1,left,R. Jackson 3PT step back (10 PTS) (S. Ibaka 2 AST),"[202704, 201586]",1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,,,,,,22.35,Made,10.0,S. Ibaka,201586.0,2.0,,,,,,,,,,
