actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
623,PT02M53.00S,2021-03-30T01:51:55.4Z,4,REGULAR,rebound,defensive,[],203500,,,1610612740,98,110,2021-03-30T01:52:01Z,6180000,,,0,,S. Adams REBOUND (Off:1 Def:4),[203500],1610612740.0,NOP,,,,Adams,S. Adams,,,,,,,622.0,,,,,,,,,,5.0,4.0,1.0,,,,,,
624,PT02M45.00S,2021-03-30T01:52:03.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,89.04402102496715,54.970894607843135,1610612740,98,110,2021-03-30T01:52:09Z,6190000,25.0,50.0,1,right,MISS Z. Williamson driving Layup - blocked,"[1629627, 1629057]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,5.63,Missed,,,,,,,,,,,,,,Williams III,1629057.0,,,,
625,PT02M45.00S,2021-03-30T01:52:03.9Z,4,REGULAR,block,,[],1629057,,,1610612740,98,110,2021-03-30T01:52:06Z,6200000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT02M42.00S,2021-03-30T01:52:06.9Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,98,110,2021-03-30T01:52:09Z,6210000,,,0,,J. Tatum REBOUND (Off:3 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,624.0,,,,,,,,,,9.0,6.0,3.0,,,,,,
627,PT02M38.00S,2021-03-30T01:52:10.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628369,6.783837056504599,45.166973039215684,1610612738,100,110,2021-03-30T02:04:00Z,6220000,24.0,11.0,1,left,J. Tatum driving Layup (31 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.67,Made,,31.0,,,,,,,,,,,,,,,,,
628,PT02M08.00S,2021-03-30T01:52:41.8Z,4,REGULAR,2pt,Jump Shot,[],1628404,72.35545335085413,32.176776960784316,1610612740,100,110,2021-03-30T01:53:23Z,6230000,-89.0,207.0,1,right,MISS J. Hart 22' Jump Shot,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,22.57,Missed,,,,,,,,,,,,,,,,,,,
629,PT02M06.00S,2021-03-30T01:52:43.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,100,110,2021-03-30T01:53:23Z,6240000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,628.0,,,,,,,,,,,,,,,,,,
630,PT02M06.00S,2021-03-30T01:52:54.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612740,100,110,2021-03-30T01:53:10Z,6250000,,,0,,R. Williams III loose ball personal FOUL (4 PF) (Adams 2 FT),"[1629057, 203500]",1610612738.0,BOS,loose ball,,,Williams III,R. Williams III,,,,,,,,,,,,202056.0,4.0,0.0,Adams,203500.0,,,,,,,,,
632,PT02M06.00S,2021-03-30T01:53:33.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203500,,,1610612740,100,110,2021-03-30T01:53:33Z,6270000,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],1610612740.0,NOP,,,,Adams,S. Adams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
633,PT02M06.00S,2021-03-30T01:53:33.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,100,110,2021-03-30T01:53:33Z,6280000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,632.0,,,,,,,,,,,,,,,,,,
634,PT02M06.00S,2021-03-30T01:53:33.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203500,,,1610612740,100,110,2021-03-30T01:53:53Z,6290000,,,0,,MISS S. Adams Free Throw 2 of 2,[203500],1610612740.0,NOP,,,,Adams,S. Adams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
635,PT02M06.00S,2021-03-30T01:53:33.9Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,100,110,2021-03-30T01:53:53Z,6300000,,,0,,R. Williams III REBOUND (Off:3 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,634.0,,,,,,,,,,8.0,5.0,3.0,,,,,,
636,PT01M57.00S,2021-03-30T01:54:03.2Z,4,REGULAR,foul,personal,[],1628404,,,1610612738,100,110,2021-03-30T01:54:12Z,6310000,,,0,,J. Hart personal FOUL (5 PF),"[1628404, 203935]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,203591.0,5.0,0.0,Smart,203935.0,,,,,,,,,
638,PT01M51.00S,2021-03-30T01:54:27.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202339,,,1610612738,100,110,2021-03-30T01:54:38Z,6330000,,,0,,E. Bledsoe shooting personal FOUL (4 PF) (Walker 2 FT),"[202339, 202689]",1610612740.0,NOP,shooting,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,201639.0,4.0,0.0,Walker,202689.0,,,,,,,,,
640,PT01M51.00S,2021-03-30T01:54:51.6Z,4,REGULAR,freethrow,1 of 2,[],202689,,,1610612738,101,110,2021-03-30T01:54:51Z,6350000,,,0,,K. Walker Free Throw 1 of 2 (18 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,18.0,,,,,,,,,,,,,,,,,
641,PT01M51.00S,2021-03-30T01:55:10.9Z,4,REGULAR,freethrow,2 of 2,[],202689,,,1610612738,102,110,2021-03-30T01:55:10Z,6360000,,,0,,K. Walker Free Throw 2 of 2 (19 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,19.0,,,,,,,,,,,,,,,,,
642,PT01M35.00S,2021-03-30T01:55:29.2Z,4,REGULAR,3pt,Jump Shot,[],202339,93.24901445466492,3.2552083333333335,1610612740,102,110,2021-03-30T01:55:35Z,6370000,-234.0,11.0,1,right,MISS E. Bledsoe 3PT,[202339],1610612740.0,NOP,,,,Bledsoe,E. Bledsoe,,,,,23.4,Missed,,,,,,,,,,,,,,,,,,,
643,PT01M34.00S,2021-03-30T01:55:30.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,102,110,2021-03-30T01:55:35Z,6380000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,642.0,,,,,,,,,,,,,,,,,,
644,PT01M34.00S,2021-03-30T01:55:35.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,102,110,2021-03-30T01:55:35Z,6390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT01M22.00S,2021-03-30T01:55:58.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,16.770696452036795,63.549325980392155,1610612738,104,110,2021-03-30T02:04:31Z,6400000,-68.0,105.0,1,left,K. Walker 12' fadeaway Jump Shot (21 PTS),[202689],1610612738.0,BOS,fadeaway,,,Walker,K. Walker,,,,,12.5,Made,,21.0,,,,,,,,,,,,,,,,,
646,PT01M06.00S,2021-03-30T01:56:16.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,90.62089356110381,43.69638480392157,1610612740,104,110,2021-03-30T01:56:22Z,6410000,-32.0,36.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,4.76,Missed,,,,,,,,,,,,,,,,,,,
647,PT01M04.00S,2021-03-30T01:56:18.8Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,104,110,2021-03-30T01:56:22Z,6420000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,646.0,,,,,,,,,,3.0,2.0,1.0,,,,,,
648,PT00M50.50S,2021-03-30T01:56:33.2Z,4,REGULAR,3pt,Jump Shot,[],1628369,20.05584756898817,89.28462009803921,1610612738,107,110,2021-03-30T01:56:55Z,6430000,-196.0,136.0,1,left,J. Tatum 3PT step back (34 PTS) (R. Williams III 5 AST),"[1628369, 1629057]",1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,23.89,Made,,34.0,R. Williams III,1629057.0,5.0,,,,,,,,,,,,,,
650,PT00M50.20S,2021-03-30T01:56:40.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612740,107,110,2021-03-30T01:56:40Z,6450000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M50.20S,2021-03-30T01:57:31.7Z,4,REGULAR,substitution,out,[],202339,,,1610612740,107,110,2021-03-30T01:58:02Z,6460000,,,0,,SUB out: E. Bledsoe,[202339],1610612740.0,NOP,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M50.20S,2021-03-30T01:57:31.7Z,4,REGULAR,substitution,in,[],1629638,,,1610612740,107,110,2021-03-30T01:58:02Z,6470000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M33.10S,2021-03-30T01:58:37.1Z,4,REGULAR,2pt,Jump Shot,[],1627742,74.58935611038108,74.33363970588235,1610612740,107,112,2021-03-30T01:58:43Z,6480000,122.0,186.0,1,right,B. Ingram 22' step back Jump Shot (24 PTS) (J. Hart 3 AST),"[1627742, 1628404]",1610612740.0,NOP,step back,,,Ingram,B. Ingram,,,,,22.26,Made,,24.0,J. Hart,1628404.0,3.0,,,,,,,,,,,,,,
655,PT00M33.10S,2021-03-30T01:58:44.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,107,112,2021-03-30T01:58:44Z,6500000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M33.10S,2021-03-30T01:59:27.4Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,107,112,2021-03-30T02:00:01Z,6510000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M33.10S,2021-03-30T01:59:27.4Z,4,REGULAR,substitution,out,[],1629638,,,1610612738,107,112,2021-03-30T02:00:01Z,6520000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M33.10S,2021-03-30T01:59:27.4Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,107,112,2021-03-30T02:00:01Z,6530000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M33.10S,2021-03-30T01:59:27.4Z,4,REGULAR,substitution,in,[],202339,,,1610612738,107,112,2021-03-30T02:00:01Z,6540000,,,0,,SUB in: E. Bledsoe,[202339],1610612740.0,NOP,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M25.00S,2021-03-30T02:00:24.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.492115637319317,52.51991421568627,1610612738,107,112,2021-03-30T02:00:40Z,6550000,-13.0,27.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.01,Missed,,,,,,,,,,,,,,,,,,,
661,PT00M24.70S,2021-03-30T02:00:25.1Z,4,REGULAR,rebound,defensive,[],1629627,,,1610612740,107,112,2021-03-30T02:00:40Z,6560000,,,0,,Z. Williamson REBOUND (Off:4 Def:4),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,660.0,,,,,,,,,,8.0,4.0,4.0,,,,,,
662,PT00M24.70S,2021-03-30T02:00:34.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612740,107,112,2021-03-30T02:00:43Z,6570000,,,0,,G. Williams personal FOUL (5 PF) (Williamson 2 FT),"[1629684, 1629627]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,203591.0,5.0,0.0,Williamson,1629627.0,,,,,,,,,
664,PT00M24.70S,2021-03-30T02:01:20.7Z,4,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203935,,,1610612740,107,112,2021-03-30T02:01:36Z,6590000,,,0,,M. Smart technical FOUL (1 Tech),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,202056.0,5.0,1.0,,,,,,,,,,,
665,PT00M24.70S,2021-03-30T02:01:37.9Z,4,REGULAR,freethrow,1 of 1,[],1627742,,,1610612740,107,113,2021-03-30T02:01:37Z,6600000,,,0,,B. Ingram technical Free Throw 1 of 1 (25 PTS),[1627742],1610612740.0,NOP,technical,,,Ingram,B. Ingram,,,,,,Made,,25.0,,,,,,,,,,,,,,,,,
666,PT00M24.70S,2021-03-30T02:01:40.5Z,4,REGULAR,ejection,other,[],203935,,,1610612740,107,113,2021-03-30T02:01:57Z,6610000,,,0,,Ejection M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,202056.0,,,,,,,,,,,,,
667,PT00M24.70S,2021-03-30T02:01:50.3Z,4,REGULAR,substitution,out,[],203935,,,1610612740,107,113,2021-03-30T02:01:56Z,6620000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M24.70S,2021-03-30T02:01:50.3Z,4,REGULAR,substitution,in,[],1630202,,,1610612740,107,113,2021-03-30T02:01:56Z,6630000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M24.70S,2021-03-30T02:02:12.9Z,4,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,107,114,2021-03-30T02:02:12Z,6640000,,,0,,Z. Williamson Free Throw 1 of 2 (27 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,Made,,27.0,,,,,,,,,,,,,,,,,
670,PT00M24.70S,2021-03-30T02:02:14.2Z,4,REGULAR,substitution,out,[],1629684,,,1610612740,107,114,2021-03-30T02:02:19Z,6650000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M24.70S,2021-03-30T02:02:14.2Z,4,REGULAR,substitution,in,[],1629057,,,1610612740,107,114,2021-03-30T02:02:19Z,6660000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M24.70S,2021-03-30T02:02:12.9Z,4,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,107,114,2021-03-30T02:02:39Z,6670000,,,0,,MISS Z. Williamson Free Throw 2 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
673,PT00M24.30S,2021-03-30T02:02:13.3Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,107,114,2021-03-30T02:02:39Z,6680000,,,0,,R. Williams III REBOUND (Off:3 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,672.0,,,,,,,,,,9.0,6.0,3.0,,,,,,
674,PT00M17.40S,2021-03-30T02:02:41.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202689,4.944152431011826,53.50030637254902,1610612738,109,114,2021-03-30T02:02:46Z,6690000,-18.0,-6.0,1,left,K. Walker running Layup (23 PTS),[202689],1610612738.0,BOS,running,,,Walker,K. Walker,,,,,1.85,Made,,23.0,,,,,,,,,,,,,,,,,
675,PT00M16.40S,2021-03-30T02:03:00.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612740,109,114,2021-03-30T02:03:28Z,6700000,,,0,,J. Tatum take personal FOUL (2 PF) (Williamson 2 FT),"[1628369, 1629627]",1610612738.0,BOS,take,,,Tatum,J. Tatum,,,,,,,,,,,,202056.0,2.0,0.0,Williamson,1629627.0,,,,,,,,,
677,PT00M16.40S,2021-03-30T02:03:29.9Z,4,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,109,115,2021-03-30T02:03:30Z,6720000,,,0,,Z. Williamson Free Throw 1 of 2 (28 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,Made,,28.0,,,,,,,,,,,,,,,,,
678,PT00M16.40S,2021-03-30T02:03:29.9Z,4,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,109,115,2021-03-30T02:03:51Z,6730000,,,0,,MISS Z. Williamson Free Throw 2 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
679,PT00M16.40S,2021-03-30T02:03:29.9Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,109,115,2021-03-30T02:03:51Z,6740000,,,0,,R. Williams III REBOUND (Off:3 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,678.0,,,,,,,,,,10.0,7.0,3.0,,,,,,
680,PT00M05.50S,2021-03-30T02:03:56.3Z,4,REGULAR,3pt,Jump Shot,[],202689,32.013797634691194,55.951286764705884,1610612738,109,115,2021-03-30T02:04:04Z,6750000,-30.0,248.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.02,Missed,,,,,,,,,,,,,,,,,,,
681,PT00M02.60S,2021-03-30T02:03:59.3Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612740,109,115,2021-03-30T02:03:59Z,6760000,,,0,,J. Hart REBOUND (Off:2 Def:13),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,680.0,,,,,,,,,,15.0,13.0,2.0,,,,,,
682,PT00M00.00S,2021-03-30T02:04:04.1Z,4,REGULAR,period,end,[],0,,,1610612740,109,115,2021-03-30T02:04:04Z,6770000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M00.00S,2021-03-30T02:05:22.6Z,4,REGULAR,game,end,[],0,,,0,109,115,2021-03-30T02:05:22Z,6780000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
