actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
280,PT02M33.00S,2021-04-04T23:00:18.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,93.11760840998686,51.53952205882353,1610612738,49,39,2021-04-04T23:00:23Z,2650000,8.0,12.0,1,right,R. Williams III alley-oop DUNK (8 PTS) (M. Smart 1 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,1.44,Made,,,,,,,,,,8.0,M. Smart,203935.0,1.0,,,,,,
282,PT02M17.00S,2021-04-04T23:00:36.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612766,49,39,2021-04-04T23:00:45Z,2670000,,,0,,J. Brown shooting personal FOUL (2 PF) (Biyombo 2 FT),"[1627759, 202687]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,2005.0,2.0,0.0,Biyombo,202687.0,,,,,,,,,,
284,PT02M17.00S,2021-04-04T23:01:05.1Z,2,REGULAR,freethrow,1 of 2,[],202687,,,1610612766,49,39,2021-04-04T23:01:35Z,2690000,,,0,,MISS B. Biyombo Free Throw 1 of 2,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
285,PT02M17.00S,2021-04-04T23:01:05.1Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,49,39,2021-04-04T23:01:35Z,2700000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,284.0,,,,,,,,,,,,,,,,,,
286,PT02M17.00S,2021-04-04T23:01:05.1Z,2,REGULAR,freethrow,2 of 2,[],202687,,,1610612766,49,39,2021-04-04T23:01:35Z,2710000,,,0,,MISS B. Biyombo Free Throw 2 of 2,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
287,PT02M16.00S,2021-04-04T23:01:06.1Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,49,39,2021-04-04T23:01:35Z,2720000,,,0,,J. Brown REBOUND (Off:2 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,286.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
288,PT02M00.00S,2021-04-04T23:01:40.0Z,2,REGULAR,3pt,Jump Shot,[],202689,67.88764783180025,69.43167892156863,1610612738,49,39,2021-04-04T23:01:45Z,2730000,97.0,249.0,1,right,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.77,Missed,,,,,,,,,,,,,,,,,,,
289,PT01M57.00S,2021-04-04T23:01:43.0Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,49,39,2021-04-04T23:01:45Z,2740000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,288.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
290,PT01M52.00S,2021-04-04T23:01:50.8Z,2,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,49,39,2021-04-04T23:02:01Z,2750000,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (2 TO),[1628970],1610612766.0,CHA,bad pass,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,2.0,,,,,
291,PT01M38.00S,2021-04-04T23:02:16.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,66.3107752956636,61.34344362745098,1610612738,49,39,2021-04-04T23:02:27Z,2760000,57.0,264.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.02,Missed,,,,,,,,,,,,,,,,,,,
292,PT01M30.00S,2021-04-04T23:02:24.2Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,49,39,2021-04-04T23:02:27Z,2770000,,,0,,J. Brown REBOUND (Off:3 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,291.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
293,PT01M30.00S,2021-04-04T23:02:24.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627759,94.40999984741211,50.0,1610612738,49,39,2021-04-04T23:02:24Z,2780000,0.0,0.0,1,right,MISS J. Brown tip Layup,[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
294,PT01M27.00S,2021-04-04T23:02:26.7Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,49,39,2021-04-04T23:02:26Z,2790000,,,0,,J. Brown REBOUND (Off:4 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,293.0,6.0,2.0,4.0,,,,,,,,,,,,,,,
295,PT01M27.00S,2021-04-04T23:02:26.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627759,94.40999984741211,50.0,1610612738,49,39,2021-04-04T23:02:31Z,2800000,0.0,0.0,1,right,MISS J. Brown tip Layup,[1627759],1610612738.0,BOS,tip,,,Brown,J. Brown,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
296,PT01M27.00S,2021-04-04T23:02:26.7Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,49,39,2021-04-04T23:02:31Z,2810000,,,0,,T. Rozier REBOUND (Off:1 Def:5),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,295.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
297,PT01M23.00S,2021-04-04T23:02:30.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626179,6.389618922470433,44.18658088235294,1610612766,49,41,2021-04-04T23:05:43Z,2820000,29.0,8.0,1,left,T. Rozier driving finger roll Layup (12 PTS),[1626179],1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,3.01,Made,,,,,,,,,,12.0,,,,,,,,,
298,PT01M13.00S,2021-04-04T23:02:40.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202689,91.40932982917214,50.06893382352941,1610612738,51,41,2021-04-04T23:06:28Z,2830000,0.0,28.0,1,right,K. Walker driving Layup (2 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,2.83,Made,,,,,,,,,,2.0,,,,,,,,,
299,PT00M54.70S,2021-04-04T23:03:00.2Z,2,REGULAR,turnover,lost ball,[],1628984,,,1610612766,51,41,2021-04-04T23:03:14Z,2840000,,,0,,D. Graham lost ball TURNOVER (1 TO),"[1628984, 203935]",1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,1.0,Smart,203935.0,,,
300,PT00M54.70S,2021-04-04T23:03:00.2Z,2,REGULAR,steal,,[],203935,,,1610612738,51,41,2021-04-04T23:03:44Z,2850000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT00M51.40S,2021-04-04T23:03:04.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,92.19776609724047,49.08854166666667,1610612738,53,41,2021-04-04T23:03:25Z,2860000,-5.0,21.0,1,right,J. Tatum running DUNK (7 PTS) (K. Walker 5 AST),"[1628369, 202689]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,2.13,Made,,,,,,,,,,7.0,K. Walker,202689.0,5.0,,,,,,
303,PT00M39.90S,2021-04-04T23:03:20.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612766,53,41,2021-04-04T23:03:30Z,2880000,,,0,,J. Tatum shooting personal FOUL (2 PF) (Biyombo 2 FT),"[1628369, 202687]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,1627524.0,2.0,0.0,Biyombo,202687.0,,,,,,,,,,
305,PT00M39.90S,2021-04-04T23:03:53.0Z,2,REGULAR,freethrow,1 of 2,[],202687,,,1610612766,53,41,2021-04-04T23:03:53Z,2900000,,,0,,MISS B. Biyombo Free Throw 1 of 2,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
306,PT00M39.90S,2021-04-04T23:03:53.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,53,41,2021-04-04T23:03:53Z,2910000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,305.0,,,,,,,,,,,,,,,,,,
307,PT00M39.90S,2021-04-04T23:04:14.5Z,2,REGULAR,freethrow,2 of 2,[],202687,,,1610612766,53,42,2021-04-04T23:04:14Z,2920000,,,0,,B. Biyombo Free Throw 2 of 2 (3 PTS),[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
308,PT00M32.80S,2021-04-04T23:04:24.1Z,2,REGULAR,2pt,Jump Shot,[],202689,89.43823915900131,74.57873774509804,1610612738,55,42,2021-04-04T23:04:31Z,2930000,123.0,47.0,1,right,K. Walker 13' step back Jump Shot (4 PTS),[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,13.15,Made,,,,,,,,,,4.0,,,,,,,,,
309,PT00M15.10S,2021-04-04T23:04:45.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,9.806176084099869,59.872855392156865,1610612766,55,42,2021-04-04T23:05:01Z,2940000,-49.0,40.0,1,left,MISS M. Bridges 6' driving Layup - blocked,"[1628970, 1627759]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,6.34,Missed,,,,,,,,,,,,,,,,,Brown,1627759.0,
310,PT00M15.10S,2021-04-04T23:04:45.7Z,2,REGULAR,block,,[],1627759,,,1610612766,55,42,2021-04-04T23:04:47Z,2950000,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M13.10S,2021-04-04T23:04:47.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,55,42,2021-04-04T23:05:01Z,2960000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,309.0,,,,,,,,,,,,,,,,,,
312,PT00M13.10S,2021-04-04T23:04:53.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,55,42,2021-04-04T23:04:53Z,2970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M10.40S,2021-04-04T23:05:12.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,25.18068331143233,81.68658088235294,1610612766,55,42,2021-04-04T23:09:15Z,2980000,-158.0,184.0,1,left,MISS D. Graham 24' step back 3PT,[1628984],1610612766.0,CHA,step back,,,Graham,D. Graham,,,,,24.29,Missed,,,,,,,,,,,,,,,,,,,
314,PT00M07.00S,2021-04-04T23:05:15.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,55,42,2021-04-04T23:08:52Z,2990000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,313.0,,,,,,,,,,,,,,,,,,
315,PT00M07.00S,2021-04-04T23:05:20.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612766,55,42,2021-04-04T23:10:24Z,3000000,,,0,,R. Williams III loose ball personal FOUL (2 PF) (Biyombo 2 FT),"[1629057, 202687]",1610612738.0,BOS,loose ball,,,Williams III,R. Williams III,,,,,,,,,,,202049.0,2.0,0.0,Biyombo,202687.0,,,,,,,,,,
317,PT00M07.00S,2021-04-04T23:05:48.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202687,,,1610612766,55,42,2021-04-04T23:05:48Z,3020000,,,0,,MISS B. Biyombo Free Throw 1 of 2,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
318,PT00M07.00S,2021-04-04T23:05:48.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,55,42,2021-04-04T23:05:48Z,3030000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,317.0,,,,,,,,,,,,,,,,,,
319,PT00M07.00S,2021-04-04T23:05:48.8Z,2,REGULAR,substitution,out,[],1628984,,,1610612766,55,42,2021-04-04T23:05:52Z,3040000,,,0,,SUB out: D. Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M07.00S,2021-04-04T23:05:48.8Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,55,42,2021-04-04T23:05:52Z,3050000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M07.00S,2021-04-04T23:06:09.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202687,,,1610612766,55,43,2021-04-04T23:06:09Z,3060000,,,0,,B. Biyombo Free Throw 2 of 2 (4 PTS),[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
322,PT00M00.10S,2021-04-04T23:06:25.9Z,2,REGULAR,3pt,Jump Shot,[],203935,87.46714848883047,3.5003063725490198,1610612738,58,43,2021-04-04T23:06:32Z,3070000,-232.0,65.0,1,right,M. Smart 24' 3PT  (6 PTS) (J. Tatum 2 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.15,Made,,,,,,,,,,6.0,J. Tatum,1628369.0,2.0,,,,,,
324,PT00M00.00S,2021-04-04T23:06:30.3Z,2,REGULAR,period,end,[],0,,,1610612766,58,43,2021-04-04T23:06:30Z,3090000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M00.00S,2021-04-04T23:06:58.7Z,2,REGULAR,instantreplay,request,[],0,,,1610612766,58,43,2021-04-04T23:07:35Z,3100000,,,0,,,[],,,support,,,,,,,,,,,,,,,202049.0,,,,,,,,,,,,,,End Period - Good Basket
326,PT12M00.00S,2021-04-04T23:20:53.2Z,3,REGULAR,substitution,out,['startperiod'],1628997,,,1610612766,58,43,2021-04-04T23:21:39Z,3110000,,,0,,SUB out: C. Martin,[1628997],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2021-04-04T23:20:53.2Z,3,REGULAR,substitution,out,['startperiod'],1628998,,,1610612766,58,43,2021-04-04T23:21:39Z,3120000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2021-04-04T23:20:53.2Z,3,REGULAR,substitution,in,['startperiod'],1629023,,,1610612766,58,43,2021-04-04T23:21:39Z,3130000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2021-04-04T23:20:53.2Z,3,REGULAR,substitution,in,['startperiod'],1628984,,,1610612766,58,43,2021-04-04T23:21:39Z,3140000,,,0,,SUB in: D. Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2021-04-04T23:21:52.8Z,3,REGULAR,period,start,[],0,,,1610612766,58,43,2021-04-04T23:21:52Z,3150000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT11M41.00S,2021-04-04T23:22:10.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,91.14651773981603,61.34344362745098,1610612766,58,43,2021-04-04T23:22:16Z,3160000,57.0,31.0,1,right,MISS M. Bridges 6' driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,6.45,Missed,,,,,,,,,,,,,,,,,,,
332,PT11M39.00S,2021-04-04T23:22:12.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,58,43,2021-04-04T23:22:16Z,3170000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,331.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
333,PT11M22.00S,2021-04-04T23:22:29.8Z,3,REGULAR,3pt,Jump Shot,[],203935,26.888961892247043,78.01011029411765,1610612738,58,43,2021-04-04T23:22:39Z,3180000,-140.0,200.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.44,Missed,,,,,,,,,,,,,,,,,,,
334,PT11M16.00S,2021-04-04T23:22:35.8Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,58,43,2021-04-04T23:22:39Z,3190000,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,333.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
335,PT11M16.00S,2021-04-04T23:22:35.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,5.590000152587891,50.0,1610612738,58,43,2021-04-04T23:22:43Z,3200000,0.0,0.0,1,left,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
336,PT11M15.00S,2021-04-04T23:22:36.8Z,3,REGULAR,rebound,defensive,[],1628984,,,1610612766,58,43,2021-04-04T23:23:05Z,3210000,,,0,,D. Graham REBOUND (Off:0 Def:4),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,335.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
337,PT11M01.00S,2021-04-04T23:22:50.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202687,91.93495400788436,45.166973039215684,1610612766,58,45,2021-04-04T23:22:56Z,3220000,-24.0,23.0,1,right,B. Biyombo cutting DUNK (6 PTS) (D. Graham 5 AST),"[202687, 1628984]",1610612766.0,CHA,cutting,,,Biyombo,B. Biyombo,,,,,3.36,Made,,,,,,,,,,6.0,D. Graham,1628984.0,5.0,,,,,,
339,PT10M43.00S,2021-04-04T23:23:10.0Z,3,REGULAR,foul,personal,[],202687,,,1610612738,58,45,2021-04-04T23:23:18Z,3240000,,,0,,B. Biyombo personal FOUL (2 PF),"[202687, 1629057]",1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,2005.0,2.0,0.0,Williams III,1629057.0,,,,,,,,,,
341,PT10M39.00S,2021-04-04T23:23:30.7Z,3,REGULAR,3pt,Jump Shot,[],203935,28.597240473061763,17.715992647058822,1610612738,61,45,2021-04-04T23:25:35Z,3260000,161.0,216.0,1,left,M. Smart 26' 3PT pullup bank (9 PTS),[203935],1610612738.0,BOS,pullup bank,,,Smart,M. Smart,,,,,26.99,Made,,,,,,,,,,9.0,,,,,,,,,
342,PT10M13.00S,2021-04-04T23:23:57.0Z,3,REGULAR,2pt,Jump Shot,[],1628970,74.37582128777925,72.88602941176471,1610612766,61,45,2021-04-04T23:24:13Z,3270000,114.0,188.0,1,right,MISS M. Bridges 22' step back Shot,[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,22.04,Missed,,,,,,,,,,,,,,,,,,,
343,PT10M10.00S,2021-04-04T23:24:00.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,61,45,2021-04-04T23:24:13Z,3280000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,342.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
344,PT10M02.00S,2021-04-04T23:24:08.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202689,32.40801576872536,50.55912990196079,1610612738,64,45,2021-04-04T23:24:18Z,3290000,-3.0,252.0,1,left,K. Walker 25' 3PT  (7 PTS) (M. Smart 2 AST),"[202689, 203935]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.21,Made,,,,,,,,,,7.0,M. Smart,203935.0,2.0,,,,,,
346,PT09M42.00S,2021-04-04T23:24:28.0Z,3,REGULAR,3pt,Jump Shot,[],1628984,70.64717477003943,78.99050245098039,1610612766,64,45,2021-04-04T23:24:33Z,3310000,145.0,223.0,1,right,MISS D. Graham 26' 3PT,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,26.63,Missed,,,,,,,,,,,,,,,,,,,
347,PT09M39.00S,2021-04-04T23:24:31.0Z,3,REGULAR,rebound,offensive,[],1629023,,,1610612766,64,45,2021-04-04T23:24:33Z,3320000,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,346.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
348,PT09M37.00S,2021-04-04T23:24:32.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,67.36202365308804,65.01991421568627,1610612766,64,48,2021-04-04T23:24:39Z,3330000,75.0,254.0,1,right,D. Graham 26' 3PT  (10 PTS) (P. Washington 2 AST),"[1628984, 1629023]",1610612766.0,CHA,,,,Graham,D. Graham,,,,,26.52,Made,,,,,,,,,,10.0,P. Washington,1629023.0,2.0,,,,,,
350,PT09M19.00S,2021-04-04T23:24:50.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,17.95335085413929,50.06893382352941,1610612738,64,48,2021-04-04T23:27:23Z,3350000,0.0,116.0,1,left,MISS M. Smart 11' pullup Shot,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,11.63,Missed,,,,,,,,,,,,,,,,,,,
351,PT09M16.00S,2021-04-04T23:24:53.8Z,3,REGULAR,rebound,defensive,[],202687,,,1610612766,64,48,2021-04-04T23:24:57Z,3360000,,,0,,B. Biyombo REBOUND (Off:1 Def:2),[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,350.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
352,PT09M06.00S,2021-04-04T23:25:04.3Z,3,REGULAR,3pt,Jump Shot,[],1626179,85.23324572930355,2.7650122549019605,1610612766,64,48,2021-04-04T23:25:09Z,3370000,-236.0,86.0,1,right,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.15,Missed,,,,,,,,,,,,,,,,,,,
353,PT09M03.00S,2021-04-04T23:25:07.3Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,64,48,2021-04-04T23:25:09Z,3380000,,,0,,K. Walker REBOUND (Off:1 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,352.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
354,PT08M57.00S,2021-04-04T23:25:13.6Z,3,REGULAR,foul,personal,[],202687,,,1610612738,64,48,2021-04-04T23:25:40Z,3390000,,,0,,B. Biyombo personal FOUL (3 PF),"[202687, 1628369]",1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,202049.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,,
356,PT08M47.00S,2021-04-04T23:25:49.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629057,12.959921156373195,49.57873774509804,1610612738,64,48,2021-04-04T23:26:31Z,3410000,2.0,69.0,1,left,MISS R. Williams III 6' turnaround Hook,[1629057],1610612738.0,BOS,turnaround,,,Williams III,R. Williams III,,,,,6.93,Missed,,,,,,,,,,,,,,,,,,,
357,PT08M44.00S,2021-04-04T23:25:52.2Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,64,48,2021-04-04T23:25:57Z,3420000,,,0,,R. Williams III REBOUND (Off:3 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,356.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
358,PT08M42.00S,2021-04-04T23:25:53.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629057,14.931011826544022,38.30422794117647,1610612738,66,48,2021-04-04T23:26:01Z,3430000,58.0,88.0,1,left,R. Williams III 10' turnaround Hook (10 PTS),[1629057],1610612738.0,BOS,turnaround,,,Williams III,R. Williams III,,,,,10.56,Made,,,,,,,,,,10.0,,,,,,,,,
359,PT08M26.00S,2021-04-04T23:26:10.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,91.93495400788436,45.166973039215684,1610612766,66,50,2021-04-04T23:26:20Z,3440000,-24.0,23.0,1,right,T. Rozier driving finger roll Layup (14 PTS),[1626179],1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,3.36,Made,,,,,,,,,,14.0,,,,,,,,,
360,PT08M17.00S,2021-04-04T23:26:19.0Z,3,REGULAR,3pt,Jump Shot,[],1627759,26.888961892247043,77.0297181372549,1610612738,69,50,2021-04-04T23:26:24Z,3450000,-135.0,200.0,1,left,J. Brown 24' 3PT  (17 PTS) (M. Smart 3 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.16,Made,,,,,,,,,,17.0,M. Smart,203935.0,3.0,,,,,,
362,PT08M00.00S,2021-04-04T23:26:35.5Z,3,REGULAR,3pt,Jump Shot,[],1629023,77.4802890932983,8.402267156862745,1610612766,69,50,2021-04-04T23:26:45Z,3470000,-208.0,159.0,1,right,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,,
363,PT07M57.00S,2021-04-04T23:26:38.5Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,69,50,2021-04-04T23:26:45Z,3480000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,362.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
364,PT07M53.00S,2021-04-04T23:26:43.1Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1627759,20.71287779237845,46.14736519607843,1610612738,69,50,2021-04-04T23:26:55Z,3490000,19.0,142.0,1,left,MISS J. Brown 14' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,14.35,Missed,,,,,,,,,,,,,,,,,,,
365,PT07M50.00S,2021-04-04T23:26:46.1Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,69,50,2021-04-04T23:26:55Z,3500000,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,364.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
