actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
173,PT00M02.00S,2020-12-19T01:35:55.8Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612751,23,35,2020-12-19T01:35:57Z,1720000,,,0,,J. Allen REBOUND (Off:2 Def:0),[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,,,172.0,2.0,0.0,2.0,,,,,,,,,,,,
174,PT00M00.00S,2020-12-19T01:35:58.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627747,11.514454664914586,52.76501225490197,1610612751,23,35,2020-12-19T01:36:06Z,1730000,-14.0,56.0,1,left,MISS C. LeVert Jump Shot,[1627747],1610612751.0,BKN,,,,LeVert,C. LeVert,,,,,,,,5.74,Missed,,,,,,,,,,,,,,,,
175,PT00M00.00S,2020-12-19T01:36:01.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,23,35,2020-12-19T01:36:01Z,1740000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,174.0,,,,,,,,,,,,,,,
176,PT00M00.00S,2020-12-19T01:36:02.8Z,1,REGULAR,period,end,[],0,,,1610612751,23,35,2020-12-19T01:36:02Z,1750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2020-12-19T01:38:38.4Z,2,REGULAR,substitution,out,['startperiod'],1629684,,,1610612751,23,35,2020-12-19T01:38:57Z,1760000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2020-12-19T01:38:38.4Z,2,REGULAR,substitution,out,['startperiod'],201145,,,1610612751,23,35,2020-12-19T01:38:57Z,1770000,,,0,,SUB out: J. Green,[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2020-12-19T01:38:38.4Z,2,REGULAR,substitution,in,['startperiod'],1628400,,,1610612751,23,35,2020-12-19T01:38:57Z,1780000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2020-12-19T01:38:38.4Z,2,REGULAR,substitution,in,['startperiod'],1627789,,,1610612751,23,35,2020-12-19T01:38:57Z,1790000,,,0,,SUB in: T. Luwawu-Cabarrot,[1627789],1610612751.0,BKN,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2020-12-19T01:39:36.9Z,2,REGULAR,period,start,[],0,,,1610612738,23,35,2020-12-19T01:39:36Z,1800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M40.00S,2020-12-19T01:39:58.9Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,23,35,2020-12-19T01:40:13Z,1810000,,,0,,J. Tatum bad pass TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1.0,,,,,,,,,,,,,,,,,,,,
183,PT11M27.00S,2020-12-19T01:40:21.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629013,23.47240473061761,12.323835784313726,1610612751,23,38,2020-12-19T01:40:26Z,1820000,188.0,168.0,1,left,L. Shamet 25' 3PT  (3 PTS) (C. LeVert 1 AST),"[1629013, 1627747]",1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,25.25,Made,,,,,3.0,,,,,,C. LeVert,1627747.0,1.0,,,
185,PT11M04.00S,2020-12-19T01:40:43.5Z,2,REGULAR,2pt,Jump Shot,[],201952,76.95466491458606,49.57873774509804,1610612738,23,38,2020-12-19T01:40:48Z,1840000,-2.0,164.0,1,right,MISS J. Teague 16' Jump Shot,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,16.41,Missed,,,,,,,,,,,,,,,,
186,PT11M03.00S,2020-12-19T01:40:44.5Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612751,23,38,2020-12-19T01:40:48Z,1850000,,,0,,J. Allen REBOUND (Off:2 Def:1),[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,,,185.0,3.0,1.0,2.0,,,,,,,,,,,,
187,PT10M55.00S,2020-12-19T01:40:52.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,9.280551905387648,39.28462009803921,1610612751,23,38,2020-12-19T01:41:01Z,1860000,54.0,35.0,1,left,MISS J. Allen 6' Hook,[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,6.39,Missed,,,,,,,,,,,,,,,,
188,PT10M51.00S,2020-12-19T01:40:56.5Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,23,38,2020-12-19T01:41:01Z,1870000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,187.0,1.0,1.0,0.0,,,,,,,,,,,,
189,PT10M35.00S,2020-12-19T01:41:12.6Z,2,REGULAR,2pt,Jump Shot,[],201952,77.87450722733246,35.11795343137255,1610612738,25,38,2020-12-19T01:41:22Z,1880000,-74.0,155.0,1,right,J. Teague 17' Jump Shot (5 PTS),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,17.24,Made,,,,,5.0,,,,,,,,,,,
190,PT10M27.00S,2020-12-19T01:41:23.5Z,2,REGULAR,turnover,backcourt,[],1627789,,,1610612751,25,38,2020-12-19T01:41:30Z,1890000,,,0,,T. Luwawu-Cabarrot backcourt TURNOVER (1 TO),[1627789],1610612751.0,BKN,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,1.0,,,,,,,,,,1628954.0,,,,,,,,,,
191,PT10M27.00S,2020-12-19T01:41:28.9Z,2,REGULAR,substitution,out,[],1628386,,,1610612738,25,38,2020-12-19T01:41:34Z,1900000,,,0,,SUB out: J. Allen,[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M27.00S,2020-12-19T01:41:28.9Z,2,REGULAR,substitution,in,[],201599,,,1610612738,25,38,2020-12-19T01:41:34Z,1910000,,,0,,SUB in: D. Jordan,[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M14.00S,2020-12-19T01:41:53.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,89.56964520367937,49.57873774509804,1610612738,25,38,2020-12-19T01:42:03Z,1920000,-2.0,46.0,1,right,MISS J. Tatum driving Layup - blocked,"[1628369, 1629013]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,4.55,Missed,,,,,,,,,,,,,,Shamet,1629013.0,
194,PT10M14.00S,2020-12-19T01:41:53.2Z,2,REGULAR,block,,[],1629013,,,1610612738,25,38,2020-12-19T01:41:55Z,1930000,,,0,,L. Shamet BLOCK (1 BLK),[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M14.00S,2020-12-19T01:41:53.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,25,38,2020-12-19T01:42:03Z,1940000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,193.0,,,,,,,,,,,,,,,
196,PT10M14.00S,2020-12-19T01:41:58.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,25,38,2020-12-19T01:42:52Z,1950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT10M09.00S,2020-12-19T01:42:13.8Z,2,REGULAR,foul,personal,['2freethrow'],1627752,,,1610612738,25,38,2020-12-19T01:42:25Z,1960000,,,0,,T. Prince shooting personal FOUL (3 PF) (Tatum 2 FT),"[1627752, 1628369]",1610612751.0,BKN,shooting,,,Prince,T. Prince,,,,,,,,,,,,,,,1628954.0,3.0,0.0,Tatum,1628369.0,,,,,,
199,PT10M09.00S,2020-12-19T01:42:42.2Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628369,,,1610612738,26,38,2020-12-19T01:42:42Z,1980000,,,0,,J. Tatum Free Throw 1 of 2 (5 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,
200,PT10M09.00S,2020-12-19T01:42:57.2Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628369,,,1610612738,27,38,2020-12-19T01:42:57Z,1990000,,,0,,J. Tatum Free Throw 2 of 2 (6 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,
201,PT09M58.00S,2020-12-19T01:43:10.4Z,2,REGULAR,2pt,Jump Shot,[],1627789,7.703679369250986,66.49050245098039,1610612751,27,40,2020-12-19T01:43:18Z,2000000,-82.0,20.0,1,left,T. Luwawu-Cabarrot 8' driving floating Jump Shot (2 PTS) (T. Prince 1 AST),"[1627789, 1627752]",1610612751.0,BKN,driving floating,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,8.49,Made,,,,,2.0,,,,,,T. Prince,1627752.0,1.0,,,
203,PT09M41.00S,2020-12-19T01:43:27.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201952,90.3580814717477,50.06893382352941,1610612738,27,40,2020-12-19T01:43:37Z,2020000,0.0,38.0,1,right,MISS J. Teague driving finger roll Layup,[201952],1610612738.0,BOS,driving finger roll,,,Teague,J. Teague,,,,,,,,3.81,Missed,,,,,,,,,,,,,,,,
204,PT09M38.00S,2020-12-19T01:43:30.2Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612751,27,40,2020-12-19T01:43:37Z,2030000,,,0,,L. Shamet REBOUND (Off:0 Def:2),[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,203.0,2.0,2.0,0.0,,,,,,,,,,,,
205,PT09M25.00S,2020-12-19T01:43:50.6Z,2,REGULAR,foul,personal,[],1630202,,,1610612751,27,40,2020-12-19T03:29:03Z,2040000,,,0,,P. Pritchard personal FOUL (2 PF),"[1630202, 201599]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,202041.0,2.0,0.0,Jordan,201599.0,,,,,,
207,PT09M20.00S,2020-12-19T01:44:06.8Z,2,REGULAR,2pt,Jump Shot,[],1627747,9.149145860709593,21.88265931372549,1610612751,27,40,2020-12-19T01:44:14Z,2060000,141.0,34.0,1,left,MISS C. LeVert 14' turnaround Shot,[1627747],1610612751.0,BKN,turnaround,,,LeVert,C. LeVert,,,,,,,,14.45,Missed,,,,,,,,,,,,,,,,
208,PT09M17.00S,2020-12-19T01:44:09.8Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,27,40,2020-12-19T01:44:14Z,2070000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,207.0,2.0,2.0,0.0,,,,,,,,,,,,
209,PT09M10.00S,2020-12-19T01:44:16.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.80354796320631,51.53952205882353,1610612738,27,40,2020-12-19T01:44:28Z,2080000,8.0,25.0,1,right,MISS J. Tatum driving Layup - blocked,"[1628369, 201599]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,2.57,Missed,,,,,,,,,,,,,,Jordan,201599.0,
210,PT09M10.00S,2020-12-19T01:44:16.5Z,2,REGULAR,block,,[],201599,,,1610612738,27,40,2020-12-19T01:44:19Z,2090000,,,0,,D. Jordan BLOCK (1 BLK),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M07.00S,2020-12-19T01:44:19.5Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,27,40,2020-12-19T01:44:21Z,2100000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,209.0,3.0,2.0,1.0,,,,,,,,,,,,
212,PT09M07.00S,2020-12-19T01:44:20.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628464,90.09526938239159,46.63756127450981,1610612738,27,40,2020-12-19T01:44:25Z,2110000,-17.0,41.0,1,right,MISS D. Theis putback Layup - blocked,"[1628464, 201599]",1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,,,,4.39,Missed,,,,,,,,,,,,,,Jordan,201599.0,
213,PT09M07.00S,2020-12-19T01:44:20.4Z,2,REGULAR,block,,[],201599,,,1610612738,27,40,2020-12-19T01:44:22Z,2120000,,,0,,D. Jordan BLOCK (2 BLK),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M07.00S,2020-12-19T01:44:20.4Z,2,REGULAR,rebound,defensive,[],201599,,,1610612751,27,40,2020-12-19T01:44:25Z,2130000,,,0,,D. Jordan REBOUND (Off:1 Def:1),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,212.0,2.0,1.0,1.0,,,,,,,,,,,,
215,PT08M56.00S,2020-12-19T01:44:31.1Z,2,REGULAR,2pt,Jump Shot,[],1627752,9.280551905387648,26.784620098039213,1610612751,27,40,2020-12-19T01:44:40Z,2140000,116.0,35.0,1,left,MISS T. Prince 12' turnaround fadeaway Shot,[1627752],1610612751.0,BKN,turnaround fadeaway,,,Prince,T. Prince,,,,,,,,12.12,Missed,,,,,,,,,,,,,,,,
216,PT08M53.00S,2020-12-19T01:44:34.1Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,27,40,2020-12-19T01:44:40Z,2150000,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,215.0,4.0,3.0,1.0,,,,,,,,,,,,
217,PT08M47.00S,2020-12-19T01:44:39.1Z,2,REGULAR,3pt,Jump Shot,[],1630202,68.54467805519053,21.39246323529412,1610612738,27,40,2020-12-19T01:44:43Z,2160000,-143.0,243.0,1,right,MISS P. Pritchard 28' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,28.21,Missed,,,,,,,,,,,,,,,,
218,PT08M44.00S,2020-12-19T01:44:42.1Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612751,27,40,2020-12-19T01:44:43Z,2170000,,,0,,T. Prince REBOUND (Off:0 Def:2),[1627752],1610612751.0,BKN,,,,Prince,T. Prince,,,,,,,,,,217.0,2.0,2.0,0.0,,,,,,,,,,,,
219,PT08M38.00S,2020-12-19T01:44:55.4Z,2,REGULAR,foul,personal,[],1628464,,,1610612751,27,40,2020-12-19T01:45:10Z,2180000,,,0,,D. Theis personal FOUL (3 PF),"[1628464, 201599]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,1626301.0,3.0,0.0,Jordan,201599.0,,,,,,
221,PT08M38.00S,2020-12-19T01:45:07.8Z,2,REGULAR,substitution,out,[],1628369,,,1610612751,27,40,2020-12-19T01:45:39Z,2200000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M38.00S,2020-12-19T01:45:07.8Z,2,REGULAR,substitution,out,[],1628464,,,1610612751,27,40,2020-12-19T01:45:39Z,2210000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M38.00S,2020-12-19T01:45:07.8Z,2,REGULAR,substitution,out,[],201952,,,1610612751,27,40,2020-12-19T01:45:39Z,2220000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M38.00S,2020-12-19T01:45:07.8Z,2,REGULAR,substitution,out,[],1627752,,,1610612751,27,40,2020-12-19T01:45:39Z,2230000,,,0,,SUB out: T. Prince,[1627752],1610612751.0,BKN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M38.00S,2020-12-19T01:45:07.8Z,2,REGULAR,substitution,out,[],1627747,,,1610612751,27,40,2020-12-19T01:45:39Z,2240000,,,0,,SUB out: C. LeVert,[1627747],1610612751.0,BKN,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M38.00S,2020-12-19T01:45:07.8Z,2,REGULAR,substitution,in,[],1629057,,,1610612751,27,40,2020-12-19T01:45:39Z,2250000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M38.00S,2020-12-19T01:45:07.8Z,2,REGULAR,substitution,in,[],1627759,,,1610612751,27,40,2020-12-19T01:45:39Z,2260000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M38.00S,2020-12-19T01:45:07.8Z,2,REGULAR,substitution,in,[],203935,,,1610612751,27,40,2020-12-19T01:45:39Z,2270000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M38.00S,2020-12-19T01:45:07.8Z,2,REGULAR,substitution,in,[],201142,,,1610612751,27,40,2020-12-19T01:45:39Z,2280000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M38.00S,2020-12-19T01:45:07.8Z,2,REGULAR,substitution,in,[],202681,,,1610612751,27,40,2020-12-19T01:45:39Z,2290000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M25.00S,2020-12-19T01:45:50.1Z,2,REGULAR,3pt,Jump Shot,[],202681,6.652431011826544,95.90226715686273,1610612751,27,43,2020-12-19T01:45:55Z,2300000,-230.0,10.0,1,left,K. Irving 3PT step back (9 PTS) (T. Luwawu-Cabarrot 1 AST),"[202681, 1627789]",1610612751.0,BKN,step back,,,Irving,K. Irving,,,,,,,,22.97,Made,,,,,9.0,,,,,,T. Luwawu-Cabarrot,1627789.0,1.0,,,
232,PT08M10.00S,2020-12-19T01:46:04.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,89.96386333771353,48.84344362745098,1610612738,27,43,2020-12-19T01:46:18Z,2310000,-6.0,42.0,1,right,MISS J. Brown Layup - blocked,"[1627759, 1627789]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,4.22,Missed,,,,,,,,,,,,,,Luwawu-Cabarrot,1627789.0,
233,PT08M10.00S,2020-12-19T01:46:04.9Z,2,REGULAR,block,,[],1627789,,,1610612738,27,43,2020-12-19T01:46:45Z,2320000,,,0,,T. Luwawu-Cabarrot BLOCK (1 BLK),[1627789],1610612751.0,BKN,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M10.00S,2020-12-19T01:46:04.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,27,43,2020-12-19T01:46:18Z,2330000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,232.0,,,,,,,,,,,,,,,
235,PT08M10.00S,2020-12-19T01:46:16.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,27,43,2020-12-19T01:46:26Z,2340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M05.00S,2020-12-19T01:46:30.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,84.31340341655716,95.65716911764706,1610612738,27,43,2020-12-19T01:46:37Z,2350000,228.0,95.0,1,right,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,24.73,Missed,,,,,,,,,,,,,,,,
237,PT08M02.00S,2020-12-19T01:46:33.8Z,2,REGULAR,rebound,defensive,[],1627789,,,1610612751,27,43,2020-12-19T01:46:37Z,2360000,,,0,,T. Luwawu-Cabarrot REBOUND (Off:0 Def:1),[1627789],1610612751.0,BKN,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,236.0,1.0,1.0,0.0,,,,,,,,,,,,
238,PT07M59.00S,2020-12-19T01:46:36.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201142,6.389618922470433,50.314031862745104,1610612751,27,45,2020-12-19T03:25:24Z,2370000,-2.0,8.0,1,left,K. Durant driving DUNK (7 PTS) (T. Luwawu-Cabarrot 2 AST),"[201142, 1627789]",1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,,,,0.78,Made,,,,,7.0,,,,,,T. Luwawu-Cabarrot,1627789.0,2.0,,,
240,PT07M38.00S,2020-12-19T01:46:59.3Z,2,REGULAR,turnover,traveling,[],1629057,,,1610612738,27,45,2020-12-19T01:47:06Z,2390000,,,0,,R. Williams III traveling TURNOVER (4 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,4.0,,,,,,,,,,1626301.0,,,,,,,,,,
241,PT07M38.00S,2020-12-19T01:47:02.4Z,2,REGULAR,substitution,out,[],1627789,,,1610612751,27,45,2020-12-19T01:47:09Z,2400000,,,0,,SUB out: T. Luwawu-Cabarrot,[1627789],1610612751.0,BKN,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M38.00S,2020-12-19T01:47:02.4Z,2,REGULAR,substitution,in,[],203915,,,1610612751,27,45,2020-12-19T01:47:09Z,2410000,,,0,,SUB in: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M21.00S,2020-12-19T01:47:33.8Z,2,REGULAR,turnover,out-of-bounds,[],203915,,,1610612751,27,45,2020-12-19T01:47:42Z,2420000,,,0,,S. Dinwiddie bad pass out-of-bounds TURNOVER (1 TO),[203915],1610612751.0,BKN,bad pass,,,Dinwiddie,S. Dinwiddie,,,,,1.0,,,,,,,,,,1628954.0,,,,,,,,,,
244,PT07M09.00S,2020-12-19T01:47:51.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203935,89.83245729303549,67.47089460784314,1610612738,29,45,2020-12-19T01:48:02Z,2430000,87.0,43.0,1,right,M. Smart 9' driving floating bank Jump Shot (5 PTS) (J. Brown 2 AST),"[203935, 1627759]",1610612738.0,BOS,driving floating bank,,,Smart,M. Smart,,,,,,,,9.74,Made,,,,,5.0,,,,,,J. Brown,1627759.0,2.0,,,
246,PT07M00.00S,2020-12-19T01:48:00.9Z,2,REGULAR,2pt,Jump Shot,[],1629013,14.454664914586072,72.88602941176471,1610612751,29,45,2020-12-19T01:48:10Z,2450000,-114.0,83.0,1,left,MISS L. Shamet 14' Jump Shot,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,14.16,Missed,,,,,,,,,,,,,,,,
247,PT07M00.00S,2020-12-19T01:48:00.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,29,45,2020-12-19T01:48:10Z,2460000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,246.0,,,,,,,,,,,,,,,
248,PT07M00.00S,2020-12-19T01:48:09.9Z,2,REGULAR,foul,personal,[],1630202,,,1610612751,29,45,2020-12-19T01:48:23Z,2470000,,,0,,P. Pritchard loose ball personal FOUL (3 PF),"[1630202, 201599]",1610612738.0,BOS,loose ball,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,202041.0,3.0,0.0,Jordan,201599.0,,,,,,
250,PT06M57.00S,2020-12-19T01:48:24.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201142,14.14257555847569,27.27481617647059,1610612751,29,47,2020-12-19T01:48:34Z,2490000,114.0,80.0,1,left,K. Durant 13' turnaround Jump Shot (9 PTS) (K. Irving 3 AST),"[201142, 202681]",1610612751.0,BKN,turnaround,,,Durant,K. Durant,,,,,,,,13.92,Made,,,,,9.0,,,,,,K. Irving,202681.0,3.0,,,
252,PT06M40.00S,2020-12-19T01:48:40.9Z,2,REGULAR,3pt,Jump Shot,[],1628400,90.3580814717477,3.010110294117647,1610612738,29,47,2020-12-19T01:48:49Z,2510000,-235.0,38.0,1,right,MISS S. Ojeleye 3PT - blocked,"[1628400, 201142]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,23.8,Missed,,,,,,,,,,,,,,Durant,201142.0,
253,PT06M40.00S,2020-12-19T01:48:40.9Z,2,REGULAR,block,,[],201142,,,1610612738,29,47,2020-12-19T01:48:44Z,2520000,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M36.00S,2020-12-19T01:48:44.9Z,2,REGULAR,rebound,defensive,[],201599,,,1610612751,29,47,2020-12-19T01:48:49Z,2530000,,,0,,D. Jordan REBOUND (Off:1 Def:2),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,252.0,3.0,2.0,1.0,,,,,,,,,,,,
255,PT06M34.00S,2020-12-19T01:48:47.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201142,29.122864651773984,27.519914215686274,1610612751,29,50,2020-12-19T01:48:58Z,2540000,112.0,221.0,1,left,K. Durant 24' 3PT running pullup (12 PTS) (D. Jordan 3 AST),"[201142, 201599]",1610612751.0,BKN,running pullup,,,Durant,K. Durant,,,,,,,,24.82,Made,,,,,12.0,,,,,,D. Jordan,201599.0,3.0,,,
256,PT06M33.00S,2020-12-19T01:48:59.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,29,50,2020-12-19T01:48:59Z,2550000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M33.00S,2020-12-19T01:51:31.3Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,29,50,2020-12-19T01:51:47Z,2560000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M33.00S,2020-12-19T01:51:31.3Z,2,REGULAR,substitution,out,[],1629013,,,1610612738,29,50,2020-12-19T01:51:47Z,2570000,,,0,,SUB out: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
