actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
526,PT00M00.00S,2020-12-19T02:49:06.9Z,3,REGULAR,period,end,[],0,,,1610612751,60,92,2020-12-19T02:49:06Z,5160000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2020-12-19T02:51:57.6Z,4,REGULAR,substitution,out,['startperiod'],1630202,,,1610612751,60,92,2020-12-19T02:52:13Z,5170000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2020-12-19T02:51:57.6Z,4,REGULAR,substitution,out,['startperiod'],201952,,,1610612751,60,92,2020-12-19T02:52:13Z,5180000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2020-12-19T02:51:57.6Z,4,REGULAR,substitution,out,['startperiod'],201142,,,1610612751,60,92,2020-12-19T02:52:13Z,5190000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2020-12-19T02:51:57.6Z,4,REGULAR,substitution,out,['startperiod'],202681,,,1610612751,60,92,2020-12-19T02:52:13Z,5200000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT12M00.00S,2020-12-19T02:51:57.6Z,4,REGULAR,substitution,in,['startperiod'],1629035,,,1610612751,60,92,2020-12-19T02:52:13Z,5210000,,,0,,SUB in: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2020-12-19T02:51:57.6Z,4,REGULAR,substitution,in,['startperiod'],1629682,,,1610612751,60,92,2020-12-19T02:52:13Z,5220000,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2020-12-19T02:51:57.6Z,4,REGULAR,substitution,in,['startperiod'],201145,,,1610612751,60,92,2020-12-19T02:52:13Z,5230000,,,0,,SUB in: J. Green,[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT12M00.00S,2020-12-19T02:51:57.6Z,4,REGULAR,substitution,in,['startperiod'],1627752,,,1610612751,60,92,2020-12-19T02:52:13Z,5240000,,,0,,SUB in: T. Prince,[1627752],1610612751.0,BKN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT12M00.00S,2020-12-19T02:52:39.9Z,4,REGULAR,period,start,[],0,,,1610612751,60,92,2020-12-19T02:52:39Z,5250000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT11M49.00S,2020-12-19T02:52:55.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,60,92,2020-12-19T02:52:55Z,5260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT11M42.00S,2020-12-19T02:53:12.2Z,4,REGULAR,3pt,Jump Shot,[],1629013,68.01905387647832,78.25520833333334,1610612751,60,92,2020-12-19T02:53:18Z,5270000,141.0,248.0,1,right,MISS L. Shamet 28' 3PT,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,28.55,Missed,,,,,,,,,,,,,,,,
538,PT11M40.00S,2020-12-19T02:53:14.2Z,4,REGULAR,rebound,offensive,[],1628386,,,1610612751,60,92,2020-12-19T02:53:18Z,5280000,,,0,,J. Allen REBOUND (Off:4 Def:4),[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,,,537.0,8.0,4.0,4.0,,,,,,,,,,,,
539,PT11M39.00S,2020-12-19T02:53:15.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628386,91.5407358738502,49.82383578431372,1610612751,60,94,2020-12-19T02:53:23Z,5290000,-1.0,27.0,1,right,J. Allen putback DUNK (9 PTS),[1628386],1610612751.0,BKN,putback,,,Allen,J. Allen,,,,,,,,2.7,Made,,,,,9.0,,,,,,,,,,,
540,PT11M19.00S,2020-12-19T02:53:35.3Z,4,REGULAR,3pt,Jump Shot,[],1630174,18.610381077529567,8.64736519607843,1610612738,63,94,2020-12-19T02:53:52Z,5300000,207.0,122.0,1,left,A. Nesmith 24' 3PT  (3 PTS) (D. Theis 2 AST),"[1630174, 1628464]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,24.03,Made,,,,,3.0,,,,,,D. Theis,1628464.0,2.0,,,
542,PT10M54.00S,2020-12-19T02:54:01.2Z,4,REGULAR,3pt,Jump Shot,[],1627752,66.3107752956636,31.93167892156863,1610612751,63,94,2020-12-19T02:54:06Z,5320000,-90.0,264.0,1,right,MISS T. Prince 27' 3PT,[1627752],1610612751.0,BKN,,,,Prince,T. Prince,,,,,,,,27.92,Missed,,,,,,,,,,,,,,,,
543,PT10M51.00S,2020-12-19T02:54:04.2Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,63,94,2020-12-19T02:54:06Z,5330000,,,0,,D. Theis REBOUND (Off:1 Def:6),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,542.0,7.0,6.0,1.0,,,,,,,,,,,,
544,PT10M41.00S,2020-12-19T02:54:13.5Z,4,REGULAR,3pt,Jump Shot,[],1629035,7.703679369250986,96.39246323529412,1610612738,63,94,2020-12-19T02:54:18Z,5340000,-232.0,20.0,1,left,MISS C. Edwards 3PT,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,23.29,Missed,,,,,,,,,,,,,,,,
545,PT10M38.00S,2020-12-19T02:54:16.5Z,4,REGULAR,rebound,defensive,[],1628386,,,1610612751,63,94,2020-12-19T02:54:18Z,5350000,,,0,,J. Allen REBOUND (Off:4 Def:5),[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,,,544.0,9.0,5.0,4.0,,,,,,,,,,,,
546,PT10M27.00S,2020-12-19T02:54:27.2Z,4,REGULAR,2pt,Jump Shot,[],1627747,75.77201051248358,49.57873774509804,1610612751,63,96,2020-12-19T02:54:33Z,5360000,-2.0,175.0,1,right,C. LeVert 17' pullup Jump Shot (16 PTS),[1627747],1610612751.0,BKN,pullup,,,LeVert,C. LeVert,,,,,,,,17.52,Made,,,,,16.0,,,,,,,,,,,
547,PT10M09.00S,2020-12-19T02:54:51.7Z,4,REGULAR,foul,personal,[],1627752,,,1610612738,63,96,2020-12-19T02:55:05Z,5370000,,,0,,T. Prince personal FOUL (4 PF),"[1627752, 1628464]",1610612751.0,BKN,,,,Prince,T. Prince,,,,,,,,,,,,,,,1628954.0,4.0,0.0,Theis,1628464.0,,,,,,
549,PT09M58.00S,2020-12-19T02:55:18.2Z,4,REGULAR,3pt,Jump Shot,[],1630174,11.908672798948752,3.010110294117647,1610612738,63,96,2020-12-19T02:55:24Z,5390000,235.0,59.0,1,left,MISS A. Nesmith 24' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,24.23,Missed,,,,,,,,,,,,,,,,
550,PT09M55.00S,2020-12-19T02:55:21.2Z,4,REGULAR,rebound,defensive,[],1628386,,,1610612751,63,96,2020-12-19T02:55:24Z,5400000,,,0,,J. Allen REBOUND (Off:4 Def:6),[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,,,549.0,10.0,6.0,4.0,,,,,,,,,,,,
551,PT09M40.00S,2020-12-19T02:55:37.3Z,4,REGULAR,turnover,out-of-bounds,[],201145,,,1610612751,63,96,2020-12-19T02:55:45Z,5410000,,,0,,J. Green bad pass out-of-bounds TURNOVER (1 TO),[201145],1610612751.0,BKN,bad pass,,,Green,J. Green,,,,,1.0,,,,,,,,,,1628954.0,,,,,,,,,,
552,PT09M31.00S,2020-12-19T02:55:54.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629682,28.597240473061763,73.59834558823529,1610612738,63,96,2020-12-19T02:56:00Z,5420000,-118.0,216.0,1,left,MISS T. Waters 24' 3PT,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,24.64,Missed,,,,,,,,,,,,,,,,
553,PT09M28.00S,2020-12-19T02:55:56.9Z,4,REGULAR,rebound,offensive,[],1628464,,,1610612738,63,96,2020-12-19T02:55:56Z,5430000,,,0,,D. Theis REBOUND (Off:2 Def:6),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,552.0,8.0,6.0,2.0,,,,,,,,,,,,
554,PT09M21.00S,2020-12-19T02:56:04.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629682,13.091327201051248,57.91207107843137,1610612738,65,96,2020-12-19T02:56:09Z,5440000,-40.0,71.0,1,left,T. Waters 8' driving floating Jump Shot (2 PTS),[1629682],1610612738.0,BOS,driving floating,,,Waters,T. Waters,,,,,,,,8.09,Made,,,,,2.0,,,,,,,,,,,
555,PT09M08.00S,2020-12-19T02:56:16.7Z,4,REGULAR,2pt,Jump Shot,[],1628386,90.3580814717477,68.69638480392157,1610612751,65,96,2020-12-19T02:56:26Z,5450000,93.0,38.0,1,right,MISS J. Allen 10' Jump Shot,[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,10.1,Missed,,,,,,,,,,,,,,,,
556,PT09M06.00S,2020-12-19T02:56:18.7Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,65,96,2020-12-19T02:56:26Z,5460000,,,0,,D. Theis REBOUND (Off:2 Def:7),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,555.0,9.0,7.0,2.0,,,,,,,,,,,,
557,PT08M57.00S,2020-12-19T02:56:29.0Z,4,REGULAR,turnover,lost ball,[],1630174,,,1610612738,65,96,2020-12-19T02:56:35Z,5470000,,,0,,A. Nesmith lost ball TURNOVER (3 TO),"[1630174, 1627747]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,3.0,LeVert,1627747.0,,,,,,,,,,,,,,,,,,
558,PT08M57.00S,2020-12-19T02:56:29.0Z,4,REGULAR,steal,,[],1627747,,,1610612751,65,96,2020-12-19T02:56:31Z,5480000,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612751.0,BKN,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT08M53.00S,2020-12-19T02:56:36.4Z,4,REGULAR,foul,personal,['2freethrow'],1629035,,,1610612751,65,96,2020-12-19T02:56:47Z,5490000,,,0,,C. Edwards shooting personal FOUL (1 PF) (LeVert 2 FT),"[1629035, 1627747]",1610612738.0,BOS,shooting,,,Edwards,C. Edwards,,,,,,,,,,,,,,,1628954.0,1.0,0.0,LeVert,1627747.0,,,,,,
561,PT08M53.00S,2020-12-19T02:57:00.0Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627747,,,1610612751,65,97,2020-12-19T02:57:00Z,5510000,,,0,,C. LeVert Free Throw 1 of 2 (17 PTS),[1627747],1610612751.0,BKN,,,,LeVert,C. LeVert,,,,,,,,,Made,,,,,17.0,,,,,,,,,,,
562,PT08M53.00S,2020-12-19T02:57:01.4Z,4,REGULAR,substitution,out,[],1628464,,,1610612751,65,97,2020-12-19T02:57:04Z,5520000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT08M53.00S,2020-12-19T02:57:01.4Z,4,REGULAR,substitution,in,[],1629057,,,1610612751,65,97,2020-12-19T02:57:04Z,5530000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT08M53.00S,2020-12-19T02:57:20.5Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627747,,,1610612751,65,98,2020-12-19T02:57:20Z,5540000,,,0,,C. LeVert Free Throw 2 of 2 (18 PTS),[1627747],1610612751.0,BKN,,,,LeVert,C. LeVert,,,,,,,,,Made,,,,,18.0,,,,,,,,,,,
565,PT08M38.00S,2020-12-19T02:57:38.7Z,4,REGULAR,2pt,Jump Shot,[],1629682,15.982260183968464,31.196384803921568,1610612738,65,98,2020-12-19T02:57:45Z,5550000,94.0,98.0,1,left,MISS T. Waters 13' Jump Shot,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,13.56,Missed,,,,,,,,,,,,,,,,
566,PT08M32.00S,2020-12-19T02:57:44.7Z,4,REGULAR,rebound,defensive,[],1628386,,,1610612751,65,98,2020-12-19T02:57:45Z,5560000,,,0,,J. Allen REBOUND (Off:4 Def:7),[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,,,565.0,11.0,7.0,4.0,,,,,,,,,,,,
567,PT08M25.00S,2020-12-19T02:57:51.1Z,4,REGULAR,turnover,lost ball,[],1627747,,,1610612751,65,98,2020-12-19T02:57:54Z,5570000,,,0,,C. LeVert lost ball TURNOVER (3 TO),"[1627747, 1629057]",1610612751.0,BKN,,,,LeVert,C. LeVert,,,,,3.0,Williams III,1629057.0,,,,,,,,,,,,,,,,,,
568,PT08M25.00S,2020-12-19T02:57:51.1Z,4,REGULAR,steal,,[],1629057,,,1610612738,65,98,2020-12-19T02:57:52Z,5580000,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT08M20.00S,2020-12-19T02:57:55.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629035,30.962549277266753,28.500306372549016,1610612738,65,98,2020-12-19T02:58:06Z,5590000,107.0,239.0,1,left,MISS C. Edwards 26' running pullup 3PT,[1629035],1610612738.0,BOS,running pullup,,,Edwards,C. Edwards,,,,,,,,26.16,Missed,,,,,,,,,,,,,,,,
570,PT08M18.00S,2020-12-19T02:57:57.9Z,4,REGULAR,rebound,defensive,[],1627752,,,1610612751,65,98,2020-12-19T02:58:13Z,5600000,,,0,,T. Prince REBOUND (Off:0 Def:3),[1627752],1610612751.0,BKN,,,,Prince,T. Prince,,,,,,,,,,569.0,3.0,3.0,0.0,,,,,,,,,,,,
571,PT08M11.00S,2020-12-19T02:58:04.6Z,4,REGULAR,foul,personal,['3freethrow'],1629035,,,1610612751,65,98,2020-12-19T02:58:18Z,5610000,,,0,,C. Edwards shooting personal FOUL (2 PF) (Shamet 3 FT),"[1629035, 1629013]",1610612738.0,BOS,shooting,,,Edwards,C. Edwards,,,,,,,,,,,,,,,1628954.0,2.0,0.0,Shamet,1629013.0,,,,,,
573,PT08M11.00S,2020-12-19T02:58:32.0Z,4,REGULAR,freethrow,1 of 3,[],1629013,,,1610612751,65,99,2020-12-19T02:58:32Z,5630000,,,0,,L. Shamet Free Throw 1 of 3 (4 PTS),[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
574,PT08M11.00S,2020-12-19T02:58:43.0Z,4,REGULAR,freethrow,2 of 3,[],1629013,,,1610612751,65,100,2020-12-19T02:58:43Z,5640000,,,0,,L. Shamet Free Throw 2 of 3 (5 PTS),[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,
575,PT08M11.00S,2020-12-19T02:58:53.7Z,4,REGULAR,freethrow,3 of 3,[],1629013,,,1610612751,65,101,2020-12-19T02:58:53Z,5650000,,,0,,L. Shamet Free Throw 3 of 3 (6 PTS),[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,
576,PT07M55.00S,2020-12-19T02:59:12.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628400,6.521024967148489,49.57873774509804,1610612738,67,101,2020-12-19T02:59:17Z,5660000,2.0,9.0,1,left,S. Ojeleye DUNK (2 PTS) (T. Waters 1 AST),"[1628400, 1629682]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,0.9,Made,,,,,2.0,,,,,,T. Waters,1629682.0,1.0,,,
578,PT07M45.00S,2020-12-19T02:59:22.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,88.91261498028909,58.15716911764706,1610612751,67,101,2020-12-19T03:27:26Z,5680000,41.0,52.0,1,right,MISS J. Allen 6' Layup,[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,6.59,Missed,,,,,,,,,,,,,,,,
579,PT07M42.00S,2020-12-19T02:59:25.6Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,67,101,2020-12-19T02:59:29Z,5690000,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,578.0,2.0,2.0,0.0,,,,,,,,,,,,
580,PT07M40.00S,2020-12-19T02:59:27.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629057,10.068988173455978,42.96109068627451,1610612738,67,101,2020-12-19T03:27:38Z,5700000,35.0,42.0,1,left,MISS R. Williams III alley-oop DUNK,[1629057],1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,,5.49,Missed,,,,,,,,,,,,,,,,
581,PT07M39.00S,2020-12-19T02:59:29.2Z,4,REGULAR,rebound,offensive,[],1628400,,,1610612738,67,101,2020-12-19T02:59:29Z,5710000,,,0,,S. Ojeleye REBOUND (Off:1 Def:0),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,580.0,1.0,0.0,1.0,,,,,,,,,,,,
582,PT07M39.00S,2020-12-19T02:59:31.5Z,4,REGULAR,foul,personal,['2freethrow'],201145,,,1610612738,67,101,2020-12-19T02:59:59Z,5720000,,,0,,J. Green shooting personal FOUL (1 PF) (Ojeleye 2 FT),"[201145, 1628400]",1610612751.0,BKN,shooting,,,Green,J. Green,,,,,,,,,,,,,,,1628954.0,1.0,0.0,Ojeleye,1628400.0,,,,,,
584,PT07M39.00S,2020-12-19T03:00:02.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628400,,,1610612738,68,101,2020-12-19T03:00:02Z,5740000,,,0,,S. Ojeleye Free Throw 1 of 2 (3 PTS),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
585,PT07M39.00S,2020-12-19T03:00:19.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628400,,,1610612738,69,101,2020-12-19T03:00:20Z,5750000,,,0,,S. Ojeleye Free Throw 2 of 2 (4 PTS),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
586,PT07M23.00S,2020-12-19T03:00:37.6Z,4,REGULAR,3pt,Jump Shot,[],1627747,81.02825229960578,5.951286764705882,1610612751,69,101,2020-12-19T03:00:44Z,5760000,-220.0,126.0,1,right,MISS C. LeVert 25' 3PT,[1627747],1610612751.0,BKN,,,,LeVert,C. LeVert,,,,,,,,25.36,Missed,,,,,,,,,,,,,,,,
587,PT07M21.00S,2020-12-19T03:00:39.6Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,69,101,2020-12-19T03:00:49Z,5770000,,,0,,A. Nesmith REBOUND (Off:0 Def:3),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,586.0,3.0,3.0,0.0,,,,,,,,,,,,
588,PT07M14.00S,2020-12-19T03:00:51.3Z,4,REGULAR,turnover,out-of-bounds,[],1630174,,,1610612738,69,101,2020-12-19T03:00:58Z,5780000,,,0,,A. Nesmith step out-of-bounds TURNOVER (4 TO),[1630174],1610612738.0,BOS,step,,,Nesmith,A. Nesmith,,,,,4.0,,,,,,,,,,202041.0,,,,,,,,,,
589,PT06M59.00S,2020-12-19T03:01:25.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,69,101,2020-12-19T03:01:25Z,5790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT06M59.00S,2020-12-19T03:01:33.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,69,101,2020-12-19T03:01:33Z,5800000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M59.00S,2020-12-19T03:04:06.3Z,4,REGULAR,substitution,out,[],1628400,,,1610612751,69,101,2020-12-19T03:04:28Z,5810000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT06M59.00S,2020-12-19T03:04:06.3Z,4,REGULAR,substitution,out,[],1629013,,,1610612751,69,101,2020-12-19T03:04:28Z,5820000,,,0,,SUB out: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT06M59.00S,2020-12-19T03:04:06.3Z,4,REGULAR,substitution,out,[],1628386,,,1610612751,69,101,2020-12-19T03:04:28Z,5830000,,,0,,SUB out: J. Allen,[1628386],1610612751.0,BKN,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT06M59.00S,2020-12-19T03:04:06.3Z,4,REGULAR,substitution,in,[],1630202,,,1610612751,69,101,2020-12-19T03:04:28Z,5840000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT06M59.00S,2020-12-19T03:04:06.3Z,4,REGULAR,substitution,in,[],1627789,,,1610612751,69,101,2020-12-19T03:04:28Z,5850000,,,0,,SUB in: T. Luwawu-Cabarrot,[1627789],1610612751.0,BKN,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT06M59.00S,2020-12-19T03:04:06.3Z,4,REGULAR,substitution,in,[],1629617,,,1610612751,69,101,2020-12-19T03:04:28Z,5860000,,,0,,SUB in: R. Perry,[1629617],1610612751.0,BKN,,,,Perry,R. Perry,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT06M53.00S,2020-12-19T03:04:51.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627747,79.05716162943496,65.01991421568627,1610612751,69,101,2020-12-19T03:04:58Z,5870000,75.0,144.0,1,right,MISS C. LeVert 16' Jump Shot - blocked,"[1627747, 1629057]",1610612751.0,BKN,,,,LeVert,C. LeVert,,,,,,,,16.28,Missed,,,,,,,,,,,,,,Williams III,1629057.0,
598,PT06M53.00S,2020-12-19T03:04:51.6Z,4,REGULAR,block,,[],1629057,,,1610612751,69,101,2020-12-19T03:04:53Z,5880000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT06M53.00S,2020-12-19T03:04:51.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,69,101,2020-12-19T03:04:58Z,5890000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,597.0,,,,,,,,,,,,,,,
600,PT06M53.00S,2020-12-19T03:04:56.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,69,101,2020-12-19T03:06:14Z,5900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT06M50.00S,2020-12-19T03:05:12.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627789,85.10183968462549,95.65716911764706,1610612751,69,101,2020-12-19T03:05:15Z,5910000,228.0,88.0,1,right,MISS T. Luwawu-Cabarrot 24' 3PT,[1627789],1610612751.0,BKN,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,24.45,Missed,,,,,,,,,,,,,,,,
602,PT06M48.00S,2020-12-19T03:05:14.2Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,69,101,2020-12-19T03:05:15Z,5920000,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,601.0,4.0,3.0,1.0,,,,,,,,,,,,
603,PT06M29.00S,2020-12-19T03:05:33.4Z,4,REGULAR,3pt,Jump Shot,[],1630174,30.699737187910642,31.93167892156863,1610612738,69,101,2020-12-19T03:05:38Z,5930000,90.0,236.0,1,left,MISS A. Nesmith 25' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,25.28,Missed,,,,,,,,,,,,,,,,
604,PT06M26.00S,2020-12-19T03:05:36.4Z,4,REGULAR,rebound,defensive,[],201145,,,1610612751,69,101,2020-12-19T03:05:38Z,5940000,,,0,,J. Green REBOUND (Off:0 Def:3),[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,,603.0,3.0,3.0,0.0,,,,,,,,,,,,
605,PT06M19.00S,2020-12-19T03:05:43.0Z,4,REGULAR,turnover,bad pass,[],1627752,,,1610612751,69,101,2020-12-19T03:30:36Z,5950000,,,0,,T. Prince bad pass TURNOVER (1 TO),"[1627752, 1629682]",1610612751.0,BKN,,,,Prince,T. Prince,,,,,1.0,Waters,1629682.0,,,,,,,,,,,,,,,,,,
606,PT06M19.00S,2020-12-19T03:05:43.0Z,4,REGULAR,steal,,[],1629682,,,1610612738,69,101,2020-12-19T03:07:33Z,5960000,,,0,,T. Waters STEAL (1 STL),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT06M11.00S,2020-12-19T03:05:50.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629682,6.783837056504599,48.84344362745098,1610612738,71,101,2020-12-19T03:27:49Z,5970000,6.0,11.0,1,left,T. Waters reverse Layup (4 PTS),[1629682],1610612738.0,BOS,reverse,,,Waters,T. Waters,,,,,,,,1.27,Made,,,,,4.0,,,,,,,,,,,
608,PT06M01.00S,2020-12-19T03:06:00.9Z,4,REGULAR,2pt,Jump Shot,[],1627747,71.30420499342969,59.13756127450981,1610612751,71,101,2020-12-19T03:06:06Z,5980000,46.0,217.0,1,right,MISS C. LeVert 22' pullup Shot,[1627747],1610612751.0,BKN,pullup,,,LeVert,C. LeVert,,,,,,,,22.2,Missed,,,,,,,,,,,,,,,,
609,PT05M59.00S,2020-12-19T03:06:02.9Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,71,101,2020-12-19T03:06:06Z,5990000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,608.0,1.0,1.0,0.0,,,,,,,,,,,,
