actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
163,PT12M00.00S,2021-04-16T02:46:35.9Z,2,REGULAR,period,start,[],0,,,1610612747,23,31,2021-04-16T02:46:35Z,1620000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M42.00S,2021-04-16T02:46:53.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626149,10.988830486202366,50.55912990196079,1610612747,25,31,2021-04-16T02:46:57Z,1630000,-3.0,51.0,1,left,M. Harrell Hook (6 PTS),[1626149],1610612747.0,LAL,,,,Harrell,M. Harrell,,,,,,,,,,5.09,Made,6.0,,,,,,,,,,,,
165,PT11M26.00S,2021-04-16T02:47:09.9Z,2,REGULAR,3pt,Jump Shot,[],1630202,71.30420499342969,18.45128676470588,1610612738,25,34,2021-04-16T02:47:14Z,1640000,-158.0,217.0,1,right,P. Pritchard 26' 3PT  (3 PTS) (J. Tatum 1 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,26.84,Made,3.0,J. Tatum,1628369.0,1.0,,,,,,,,,
167,PT11M10.00S,2021-04-16T02:47:24.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203463,12.828515111695138,58.892463235294116,1610612747,27,34,2021-04-16T02:47:27Z,1660000,-44.0,68.0,1,left,B. McLemore 8' pullup Jump Shot (2 PTS) (D. Schroder 2 AST),"[203463, 203471]",1610612747.0,LAL,pullup,,,McLemore,B. McLemore,,,,,,,,,,8.14,Made,2.0,D. Schroder,203471.0,2.0,,,,,,,,,
169,PT10M52.00S,2021-04-16T02:47:43.3Z,2,REGULAR,2pt,Jump Shot,[],1628369,88.25558475689881,75.3140318627451,1610612738,27,34,2021-04-16T02:47:46Z,1680000,127.0,58.0,1,right,MISS J. Tatum 13' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,13.92,Missed,,,,,,,,,,,,,
170,PT10M50.00S,2021-04-16T02:47:45.3Z,2,REGULAR,rebound,defensive,[],1626149,,,1610612747,27,34,2021-04-16T02:47:46Z,1690000,,,0,,M. Harrell REBOUND (Off:0 Def:3),[1626149],1610612747.0,LAL,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,169.0,3.0,3.0,0.0,,,,,
171,PT10M39.00S,2021-04-16T02:47:56.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,9.017739816031538,50.80422794117647,1610612747,29,34,2021-04-16T02:48:03Z,1700000,-4.0,32.0,1,left,M. Harrell driving Layup (8 PTS),[1626149],1610612747.0,LAL,driving,,,Harrell,M. Harrell,,,,,,,,,,3.25,Made,8.0,,,,,,,,,,,,
172,PT10M18.00S,2021-04-16T02:48:17.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,81.02825229960578,65.01991421568627,1610612738,29,34,2021-04-16T02:49:19Z,1710000,75.0,126.0,1,right,MISS R. Langford 14' pullup Shot,[1629641],1610612738.0,BOS,pullup,,,Langford,R. Langford,,,,,,,,,,14.65,Missed,,,,,,,,,,,,,
173,PT10M16.00S,2021-04-16T02:48:19.2Z,2,REGULAR,rebound,defensive,[],203484,,,1610612747,29,34,2021-04-16T02:48:20Z,1720000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,172.0,1.0,1.0,0.0,,,,,
174,PT10M09.00S,2021-04-16T02:48:25.9Z,2,REGULAR,2pt,Jump Shot,[],203463,24.129434954007884,23.598345588235293,1610612747,29,34,2021-04-16T02:48:29Z,1730000,132.0,174.0,1,left,MISS B. McLemore 21' pullup Shot,[203463],1610612747.0,LAL,pullup,,,McLemore,B. McLemore,,,,,,,,,,21.86,Missed,,,,,,,,,,,,,
175,PT10M07.00S,2021-04-16T02:48:27.9Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,29,34,2021-04-16T02:48:29Z,1740000,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,174.0,2.0,1.0,1.0,,,,,
176,PT10M00.00S,2021-04-16T02:48:35.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,93.51182654402102,45.41207107843137,1610612738,29,36,2021-04-16T02:48:38Z,1750000,-23.0,8.0,1,right,P. Pritchard driving floating bank Jump Shot (5 PTS),[1630202],1610612738.0,BOS,driving floating bank,,,Pritchard,P. Pritchard,,,,,,,,,,2.44,Made,5.0,,,,,,,,,,,,
177,PT09M44.00S,2021-04-16T02:48:50.1Z,2,REGULAR,2pt,Jump Shot,[],203471,4.944152431011826,24.823835784313726,1610612747,31,36,2021-04-16T02:49:07Z,1760000,126.0,-6.0,1,left,D. Schroder 12' pullup Jump Shot (2 PTS) (M. Harrell 2 AST),"[203471, 1626149]",1610612747.0,LAL,pullup,,,Schroder,D. Schroder,,,,,,,,,,12.6,Made,2.0,M. Harrell,1626149.0,2.0,,,,,,,,,
179,PT09M23.00S,2021-04-16T02:49:11.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,92.72339027595268,46.14736519607843,1610612738,31,36,2021-04-16T02:49:17Z,1780000,-19.0,16.0,1,right,MISS P. Pritchard Layup - blocked,"[1630202, 1626149]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,2.5,Missed,,,,,,,,,,,,Harrell,1626149.0
180,PT09M23.00S,2021-04-16T02:49:11.9Z,2,REGULAR,block,,[],1626149,,,1610612738,31,36,2021-04-16T02:49:14Z,1790000,,,0,,M. Harrell BLOCK (1 BLK),[1626149],1610612747.0,LAL,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M20.00S,2021-04-16T02:49:14.9Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,31,36,2021-04-16T02:49:17Z,1800000,,,0,,P. Pritchard REBOUND (Off:2 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,179.0,3.0,1.0,2.0,,,,,
182,PT09M19.00S,2021-04-16T02:49:15.7Z,2,REGULAR,turnover,lost ball,[],1630202,,,1610612738,31,36,2021-04-16T02:49:20Z,1810000,,,0,,P. Pritchard lost ball TURNOVER (1 TO),"[1630202, 1628035]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,1.0,McKinnie,1628035.0,,
183,PT09M19.00S,2021-04-16T02:49:15.7Z,2,REGULAR,steal,,[],1628035,,,1610612747,31,36,2021-04-16T02:52:17Z,1820000,,,0,,A. McKinnie STEAL (1 STL),[1628035],1610612747.0,LAL,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M11.00S,2021-04-16T02:49:23.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203484,30.436925098554536,75.3140318627451,1610612747,31,36,2021-04-16T02:49:26Z,1830000,-127.0,234.0,1,left,MISS K. Caldwell-Pope 26' 3PT,[203484],1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,26.57,Missed,,,,,,,,,,,,,
185,PT09M09.00S,2021-04-16T02:49:25.7Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612738,31,36,2021-04-16T02:49:26Z,1840000,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,184.0,1.0,1.0,0.0,,,,,
186,PT08M57.00S,2021-04-16T02:49:37.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,70.51576872536137,19.186580882352942,1610612738,31,36,2021-04-16T02:49:40Z,1850000,-154.0,225.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,27.25,Missed,,,,,,,,,,,,,
187,PT08M55.00S,2021-04-16T02:49:39.4Z,2,REGULAR,rebound,defensive,[],203484,,,1610612747,31,36,2021-04-16T02:49:40Z,1860000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,186.0,2.0,2.0,0.0,,,,,
188,PT08M49.00S,2021-04-16T02:49:45.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203484,6.783837056504599,52.27481617647059,1610612747,31,36,2021-04-16T02:53:49Z,1870000,-11.0,11.0,1,left,MISS K. Caldwell-Pope running Layup - blocked,"[203484, 1628436]",1610612747.0,LAL,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,1.61,Missed,,,,,,,,,,,,Kornet,1628436.0
189,PT08M49.00S,2021-04-16T02:49:45.6Z,2,REGULAR,block,,[],1628436,,,1610612747,31,36,2021-04-16T02:49:47Z,1880000,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M47.00S,2021-04-16T02:49:47.6Z,2,REGULAR,rebound,defensive,[],1629641,,,1610612738,31,36,2021-04-16T02:49:49Z,1890000,,,0,,R. Langford REBOUND (Off:1 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,188.0,2.0,1.0,1.0,,,,,
191,PT08M39.00S,2021-04-16T02:49:55.3Z,2,REGULAR,2pt,Jump Shot,[],1630202,79.45137976346912,36.833639705882355,1610612738,31,36,2021-04-16T02:49:58Z,1900000,-66.0,141.0,1,right,MISS P. Pritchard 15' pullup Shot,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,,,,,,15.53,Missed,,,,,,,,,,,,,
192,PT08M37.00S,2021-04-16T02:49:57.3Z,2,REGULAR,rebound,defensive,[],1626149,,,1610612747,31,36,2021-04-16T02:49:58Z,1910000,,,0,,M. Harrell REBOUND (Off:0 Def:4),[1626149],1610612747.0,LAL,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,191.0,4.0,4.0,0.0,,,,,
193,PT08M27.00S,2021-04-16T02:50:09.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,6.915243101182654,52.27481617647059,1610612747,31,36,2021-04-16T02:54:34Z,1920000,-11.0,13.0,1,left,MISS D. Schroder driving Layup - blocked,"[203471, 1628436]",1610612747.0,LAL,driving,,,Schroder,D. Schroder,,,,,,,,,,1.69,Missed,,,,,,,,,,,,Kornet,1628436.0
194,PT08M27.00S,2021-04-16T02:50:09.2Z,2,REGULAR,block,,[],1628436,,,1610612747,31,36,2021-04-16T02:50:11Z,1930000,,,0,,L. Kornet BLOCK (2 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M27.00S,2021-04-16T02:50:09.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,31,36,2021-04-16T02:50:13Z,1940000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,193.0,,,,,,,,
196,PT08M27.00S,2021-04-16T02:50:15.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,31,36,2021-04-16T02:50:15Z,1950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M27.00S,2021-04-16T02:50:16.3Z,2,REGULAR,substitution,out,[],1629641,,,1610612747,31,36,2021-04-16T02:50:24Z,1960000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M27.00S,2021-04-16T02:50:16.3Z,2,REGULAR,substitution,in,[],1627759,,,1610612747,31,36,2021-04-16T02:50:24Z,1970000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M27.00S,2021-04-16T02:50:26.9Z,2,REGULAR,substitution,out,[],1626149,,,1610612747,31,36,2021-04-16T02:50:29Z,1980000,,,0,,SUB out: M. Harrell,[1626149],1610612747.0,LAL,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M27.00S,2021-04-16T02:50:26.9Z,2,REGULAR,substitution,in,[],201188,,,1610612747,31,36,2021-04-16T02:50:29Z,1990000,,,0,,SUB in: M. Gasol,[201188],1610612747.0,LAL,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M19.00S,2021-04-16T02:50:40.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203471,19.92444152431012,55.70618872549019,1610612747,31,36,2021-04-16T02:50:44Z,2000000,-29.0,135.0,1,left,MISS D. Schroder 13' pullup Shot,[203471],1610612747.0,LAL,pullup,,,Schroder,D. Schroder,,,,,,,,,,13.78,Missed,,,,,,,,,,,,,
202,PT08M14.00S,2021-04-16T02:50:45.1Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,31,36,2021-04-16T02:50:44Z,2010000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,201.0,1.0,1.0,0.0,,,,,
203,PT08M04.00S,2021-04-16T02:50:54.0Z,2,REGULAR,2pt,Jump Shot,[],1628369,78.26872536136662,61.83363970588235,1610612738,31,36,2021-04-16T02:50:57Z,2020000,59.0,152.0,1,right,MISS J. Tatum 16' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,,,,,,16.29,Missed,,,,,,,,,,,,,
204,PT08M02.00S,2021-04-16T02:50:56.0Z,2,REGULAR,rebound,defensive,[],203463,,,1610612747,31,36,2021-04-16T02:50:57Z,2030000,,,0,,B. McLemore REBOUND (Off:0 Def:1),[203463],1610612747.0,LAL,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,203.0,1.0,1.0,0.0,,,,,
205,PT07M56.00S,2021-04-16T02:51:01.9Z,2,REGULAR,3pt,Jump Shot,[],203463,28.203022339027594,82.421875,1610612747,31,36,2021-04-16T02:51:05Z,2040000,-162.0,213.0,1,left,MISS B. McLemore 26' 3PT,[203463],1610612747.0,LAL,,,,McLemore,B. McLemore,,,,,,,,,,26.73,Missed,,,,,,,,,,,,,
206,PT07M55.00S,2021-04-16T02:51:02.9Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,31,36,2021-04-16T02:51:05Z,2050000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,205.0,2.0,2.0,0.0,,,,,
207,PT07M48.00S,2021-04-16T02:51:10.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,82.7365308804205,38.05912990196079,1610612738,31,38,2021-04-16T02:51:14Z,2060000,-60.0,110.0,1,right,J. Brown 12' floating Jump Shot (12 PTS),[1627759],1610612738.0,BOS,floating,,,Brown,J. Brown,,,,,,,,,,12.5,Made,12.0,,,,,,,,,,,,
208,PT07M48.00S,2021-04-16T02:51:16.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,31,38,2021-04-16T02:51:16Z,2070000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M48.00S,2021-04-16T02:54:43.9Z,2,REGULAR,substitution,out,[],203471,,,1610612747,31,38,2021-04-16T02:54:49Z,2100000,,,0,,SUB out: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M48.00S,2021-04-16T02:54:43.9Z,2,REGULAR,substitution,in,[],1627936,,,1610612747,31,38,2021-04-16T02:54:49Z,2110000,,,0,,SUB in: A. Caruso,[1627936],1610612747.0,LAL,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M35.00S,2021-04-16T02:54:59.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627936,18.478975032851512,58.892463235294116,1610612747,31,38,2021-04-16T02:55:10Z,2120000,-44.0,121.0,1,left,MISS A. Caruso 12' pullup Shot,[1627936],1610612747.0,LAL,pullup,,,Caruso,A. Caruso,,,,,,,,,,12.91,Missed,,,,,,,,,,,,,
214,PT07M32.00S,2021-04-16T02:55:02.2Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,31,38,2021-04-16T02:55:10Z,2130000,,,0,,P. Pritchard REBOUND (Off:2 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,213.0,4.0,2.0,2.0,,,,,
215,PT07M12.00S,2021-04-16T02:55:23.0Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,31,38,2021-04-16T02:55:26Z,2140000,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1627936]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,3.0,Caruso,1627936.0,,
216,PT07M12.00S,2021-04-16T02:55:23.0Z,2,REGULAR,steal,,[],1627936,,,1610612747,31,38,2021-04-16T02:55:25Z,2150000,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612747.0,LAL,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M01.00S,2021-04-16T02:55:33.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628035,26.363337713534822,12.568933823529413,1610612747,34,38,2021-04-16T02:55:39Z,2160000,187.0,195.0,1,left,A. McKinnie 27' 3PT  (3 PTS) (M. Gasol 2 AST),"[1628035, 201188]",1610612747.0,LAL,,,,McKinnie,A. McKinnie,,,,,,,,,,27.05,Made,3.0,M. Gasol,201188.0,2.0,,,,,,,,,
219,PT06M46.00S,2021-04-16T02:55:48.1Z,2,REGULAR,2pt,Jump Shot,[],1627759,77.7431011826544,46.63756127450981,1610612738,34,40,2021-04-16T03:02:24Z,2180000,-17.0,157.0,1,right,J. Brown 15' driving floating Jump Shot (14 PTS) (L. Kornet 1 AST),"[1627759, 1628436]",1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,,,,15.76,Made,14.0,L. Kornet,1628436.0,1.0,,,,,,,,,
221,PT06M28.00S,2021-04-16T02:56:06.3Z,2,REGULAR,2pt,Jump Shot,[],203484,22.552562417871222,31.196384803921568,1610612747,34,40,2021-04-16T02:56:10Z,2200000,94.0,159.0,1,left,MISS K. Caldwell-Pope 18' pullup Shot,[203484],1610612747.0,LAL,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,18.51,Missed,,,,,,,,,,,,,
222,PT06M26.00S,2021-04-16T02:56:08.3Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,34,40,2021-04-16T02:56:10Z,2210000,,,0,,P. Pritchard REBOUND (Off:2 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,221.0,5.0,3.0,2.0,,,,,
223,PT06M20.00S,2021-04-16T02:56:15.3Z,2,REGULAR,3pt,Jump Shot,[],1630202,82.34231274638634,6.441482843137254,1610612738,34,40,2021-04-16T03:03:03Z,2220000,-218.0,113.0,1,right,MISS P. Pritchard 24' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,,,,,,24.56,Missed,,,,,,,,,,,,,
224,PT06M16.00S,2021-04-16T02:56:19.3Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612747,34,40,2021-04-16T02:56:21Z,2230000,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612747.0,LAL,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,223.0,1.0,1.0,0.0,,,,,
225,PT06M05.00S,2021-04-16T02:56:45.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,34,40,2021-04-16T02:56:45Z,2240000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M05.00S,2021-04-16T02:59:36.9Z,2,REGULAR,substitution,out,[],1628035,,,1610612747,34,40,2021-04-16T02:59:46Z,2250000,,,0,,SUB out: A. McKinnie,[1628035],1610612747.0,LAL,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M05.00S,2021-04-16T02:59:36.9Z,2,REGULAR,substitution,out,[],1628369,,,1610612747,34,40,2021-04-16T02:59:46Z,2260000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M05.00S,2021-04-16T02:59:36.9Z,2,REGULAR,substitution,out,[],1630202,,,1610612747,34,40,2021-04-16T02:59:46Z,2270000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M05.00S,2021-04-16T02:59:36.9Z,2,REGULAR,substitution,in,[],1628398,,,1610612747,34,40,2021-04-16T02:59:46Z,2280000,,,0,,SUB in: K. Kuzma,[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M05.00S,2021-04-16T02:59:36.9Z,2,REGULAR,substitution,in,[],203935,,,1610612747,34,40,2021-04-16T02:59:46Z,2290000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M05.00S,2021-04-16T02:59:36.9Z,2,REGULAR,substitution,in,[],202689,,,1610612747,34,40,2021-04-16T02:59:46Z,2300000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M56.00S,2021-04-16T03:00:10.9Z,2,REGULAR,turnover,bad pass,[],203463,,,1610612747,34,40,2021-04-16T03:00:15Z,2310000,,,0,,B. McLemore bad pass TURNOVER (1 TO),"[203463, 1627759]",1610612747.0,LAL,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0,,
233,PT05M56.00S,2021-04-16T03:00:10.9Z,2,REGULAR,steal,,[],1627759,,,1610612738,34,40,2021-04-16T03:00:12Z,2320000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M41.00S,2021-04-16T03:00:25.9Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,34,40,2021-04-16T03:00:30Z,2330000,,,0,,M. Smart bad pass TURNOVER (3 TO),"[203935, 203484]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,3.0,Caldwell-Pope,203484.0,,
235,PT05M41.00S,2021-04-16T03:00:25.9Z,2,REGULAR,steal,,[],203484,,,1610612747,34,40,2021-04-16T03:00:28Z,2340000,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M29.00S,2021-04-16T03:00:37.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627936,6.652431011826544,30.95128676470588,1610612747,36,40,2021-04-16T03:00:42Z,2360000,95.0,10.0,1,left,A. Caruso 9' bank Jump Shot (6 PTS),[1627936],1610612747.0,LAL,bank,,,Caruso,A. Caruso,,,,,,,,,,9.57,Made,6.0,,,,,,,,,,,,
238,PT05M12.00S,2021-04-16T03:00:54.3Z,2,REGULAR,3pt,Jump Shot,[],1628436,92.19776609724047,3.5003063725490198,1610612738,36,40,2021-04-16T03:00:58Z,2370000,-232.0,21.0,1,right,MISS L. Kornet 3PT,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,23.34,Missed,,,,,,,,,,,,,
239,PT05M12.00S,2021-04-16T03:00:57.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,36,40,2021-04-16T03:00:57Z,2380000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,238.0,,,,,,,,
240,PT05M12.00S,2021-04-16T03:01:08.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,36,40,2021-04-16T03:01:08Z,2390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M03.00S,2021-04-16T03:01:23.7Z,2,REGULAR,turnover,bad pass,[],202689,,,1610612738,36,40,2021-04-16T03:01:27Z,2400000,,,0,,K. Walker bad pass TURNOVER (2 TO),"[202689, 1628398]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,2.0,Kuzma,1628398.0,,
242,PT05M03.00S,2021-04-16T03:01:23.7Z,2,REGULAR,steal,,[],1628398,,,1610612747,36,40,2021-04-16T03:01:25Z,2410000,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M57.00S,2021-04-16T03:01:32.0Z,2,REGULAR,foul,personal,[],1628436,,,1610612747,36,40,2021-04-16T03:01:38Z,2420000,,,0,,L. Kornet personal FOUL (1 PF),"[1628436, 201188]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,202026.0,1.0,0.0,Gasol,201188.0,,,,,,,,,,,,,,,
245,PT04M57.00S,2021-04-16T03:01:37.8Z,2,REGULAR,substitution,out,[],203463,,,1610612747,36,40,2021-04-16T03:01:48Z,2440000,,,0,,SUB out: B. McLemore,[203463],1610612747.0,LAL,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M57.00S,2021-04-16T03:01:37.8Z,2,REGULAR,substitution,out,[],1628436,,,1610612747,36,40,2021-04-16T03:01:48Z,2450000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M57.00S,2021-04-16T03:01:37.8Z,2,REGULAR,substitution,in,[],202083,,,1610612747,36,40,2021-04-16T03:01:48Z,2460000,,,0,,SUB in: W. Matthews,[202083],1610612747.0,LAL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M57.00S,2021-04-16T03:01:37.8Z,2,REGULAR,substitution,in,[],202684,,,1610612747,36,40,2021-04-16T03:01:48Z,2470000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
