actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
528,PT07M46.00S,2021-04-16T04:06:38.0Z,4,REGULAR,rebound,defensive,[],203484,,,1610612747,84,111,2021-04-16T04:06:39Z,5240000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:3),[203484],1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,527.0,3.0,3.0,0.0,,,,,
529,PT07M42.00S,2021-04-16T04:06:42.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203463,92.72339027595268,49.333639705882355,1610612747,86,111,2021-04-16T04:06:46Z,5250000,-3.0,16.0,1,right,B. McLemore running Layup (7 PTS) (K. Caldwell-Pope 2 AST),"[203463, 203484]",1610612747.0,LAL,running,,,McLemore,B. McLemore,,,,,,,,,,1.62,Made,7.0,K. Caldwell-Pope,203484.0,2.0,,,,,,,,,
531,PT07M16.00S,2021-04-16T04:07:08.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,6.783837056504599,52.51991421568627,1610612738,86,111,2021-04-16T04:08:53Z,5270000,-13.0,11.0,1,left,MISS G. Williams driving Layup,[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,,,,,,1.69,Missed,,,,,,,,,,,,,
532,PT07M14.00S,2021-04-16T04:07:10.1Z,4,REGULAR,rebound,defensive,[],203463,,,1610612747,86,111,2021-04-16T04:07:11Z,5280000,,,0,,B. McLemore REBOUND (Off:1 Def:2),[203463],1610612747.0,LAL,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,531.0,3.0,2.0,1.0,,,,,
533,PT07M08.00S,2021-04-16T04:07:16.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626149,92.9862023653088,51.53952205882353,1610612747,86,111,2021-04-16T04:07:20Z,5290000,8.0,13.0,1,right,MISS M. Harrell Layup,[1626149],1610612747.0,LAL,,,,Harrell,M. Harrell,,,,,,,,,,1.55,Missed,,,,,,,,,,,,,
535,PT07M05.00S,2021-04-16T04:07:19.3Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,86,111,2021-04-16T04:07:20Z,5310000,,,0,,G. Williams REBOUND (Off:0 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,533.0,4.0,4.0,0.0,,,,,
536,PT07M01.00S,2021-04-16T04:07:23.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630202,5.863994743758213,52.76501225490197,1610612738,86,113,2021-04-16T04:07:29Z,5320000,-14.0,3.0,1,left,P. Pritchard running Layup (15 PTS),[1630202],1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,,,,,,1.4,Made,15.0,,,,,,,,,,,,
537,PT07M01.00S,2021-04-16T04:07:28.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,86,113,2021-04-16T04:07:28Z,5330000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT07M01.00S,2021-04-16T04:10:23.6Z,4,REGULAR,substitution,out,[],1628398,,,1610612747,86,113,2021-04-16T04:11:02Z,5340000,,,0,,SUB out: K. Kuzma,[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,
539,PT07M01.00S,2021-04-16T04:10:23.6Z,4,REGULAR,substitution,out,[],203484,,,1610612747,86,113,2021-04-16T04:11:02Z,5350000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
540,PT07M01.00S,2021-04-16T04:10:23.6Z,4,REGULAR,substitution,out,[],1626149,,,1610612747,86,113,2021-04-16T04:11:02Z,5360000,,,0,,SUB out: M. Harrell,[1626149],1610612747.0,LAL,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,
541,PT07M01.00S,2021-04-16T04:10:23.6Z,4,REGULAR,substitution,out,[],1628436,,,1610612747,86,113,2021-04-16T04:11:02Z,5370000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
542,PT07M01.00S,2021-04-16T04:10:23.6Z,4,REGULAR,substitution,in,[],1629719,,,1610612747,86,113,2021-04-16T04:11:02Z,5380000,,,0,,SUB in: D. Cacok,[1629719],1610612747.0,LAL,,,,Cacok,D. Cacok,,,,,,,,,,,,,,,,,,,,,,,,
543,PT07M01.00S,2021-04-16T04:10:23.6Z,4,REGULAR,substitution,in,[],1628035,,,1610612747,86,113,2021-04-16T04:11:02Z,5390000,,,0,,SUB in: A. McKinnie,[1628035],1610612747.0,LAL,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,,,,,,,,,
544,PT07M01.00S,2021-04-16T04:10:23.6Z,4,REGULAR,substitution,in,[],1628961,,,1610612747,86,113,2021-04-16T04:11:02Z,5400000,,,0,,SUB in: K. Antetokounmpo,[1628961],1610612747.0,LAL,,,,Antetokounmpo,K. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
545,PT07M01.00S,2021-04-16T04:10:23.6Z,4,REGULAR,substitution,in,[],1629021,,,1610612747,86,113,2021-04-16T04:11:02Z,5410000,,,0,,SUB in: M. Wagner,[1629021],1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
546,PT06M46.00S,2021-04-16T04:11:26.5Z,4,REGULAR,3pt,Jump Shot,[],1628035,83.78777923784494,95.41207107843137,1610612747,89,113,2021-04-16T04:11:33Z,5420000,227.0,100.0,1,right,A. McKinnie 24' 3PT  (6 PTS),[1628035],1610612747.0,LAL,,,,McKinnie,A. McKinnie,,,,,,,,,,24.81,Made,6.0,,,,,,,,,,,,
547,PT06M26.00S,2021-04-16T04:11:46.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,6.258212877792378,47.86305147058824,1610612738,89,113,2021-04-16T04:11:50Z,5430000,11.0,6.0,1,left,MISS M. Wagner Layup - blocked,"[1629021, 1628961]",1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,,,,,,1.24,Missed,,,,,,,,,,,,Antetokounmpo,1628961.0
548,PT06M26.00S,2021-04-16T04:11:46.5Z,4,REGULAR,block,,[],1628961,,,1610612738,89,113,2021-04-16T04:11:49Z,5440000,,,0,,K. Antetokounmpo BLOCK (1 BLK),[1628961],1610612747.0,LAL,,,,Antetokounmpo,K. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
549,PT06M22.00S,2021-04-16T04:11:50.5Z,4,REGULAR,rebound,offensive,[],1629035,,,1610612738,89,113,2021-04-16T04:11:50Z,5450000,,,0,,C. Edwards REBOUND (Off:1 Def:0),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,547.0,1.0,0.0,1.0,,,,,
550,PT06M20.00S,2021-04-16T04:11:51.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,25.443495400788436,90.01991421568627,1610612738,89,113,2021-04-16T04:11:56Z,5460000,-200.0,187.0,1,left,MISS P. Pritchard 27' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,27.37,Missed,,,,,,,,,,,,,
551,PT06M18.00S,2021-04-16T04:11:53.9Z,4,REGULAR,rebound,defensive,[],1628961,,,1610612747,89,113,2021-04-16T04:11:56Z,5470000,,,0,,K. Antetokounmpo REBOUND (Off:0 Def:1),[1628961],1610612747.0,LAL,,,,Antetokounmpo,K. Antetokounmpo,,,,,,,,,,,,,,,,550.0,1.0,1.0,0.0,,,,,
552,PT06M16.00S,2021-04-16T04:11:59.0Z,4,REGULAR,foul,personal,[],1629684,,,1610612747,89,113,2021-04-16T04:12:15Z,5480000,,,0,,G. Williams personal FOUL (3 PF),"[1629684, 1629719]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,202026.0,3.0,0.0,Cacok,1629719.0,,,,,,,,,,,,,,,
554,PT06M16.00S,2021-04-16T04:12:22.1Z,4,REGULAR,substitution,out,[],1629684,,,1610612747,89,113,2021-04-16T04:12:28Z,5500000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
555,PT06M16.00S,2021-04-16T04:12:22.1Z,4,REGULAR,substitution,in,[],1630174,,,1610612747,89,113,2021-04-16T04:12:28Z,5510000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
556,PT05M58.00S,2021-04-16T04:12:51.6Z,4,REGULAR,3pt,Jump Shot,[],1628035,68.28186596583443,71.14736519607843,1610612747,89,113,2021-04-16T04:12:55Z,5520000,106.0,246.0,1,right,MISS A. McKinnie 26' 3PT,[1628035],1610612747.0,LAL,,,,McKinnie,A. McKinnie,,,,,,,,,,26.75,Missed,,,,,,,,,,,,,
557,PT05M54.00S,2021-04-16T04:12:55.6Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612738,89,113,2021-04-16T04:12:55Z,5530000,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,556.0,1.0,1.0,0.0,,,,,
558,PT05M41.00S,2021-04-16T04:13:07.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629641,7.835085413929041,50.06893382352941,1610612738,89,113,2021-04-16T04:16:16Z,5540000,0.0,21.0,1,left,MISS R. Langford driving Layup,[1629641],1610612738.0,BOS,driving,,,Langford,R. Langford,,,,,,,,,,2.11,Missed,,,,,,,,,,,,,
559,PT05M39.00S,2021-04-16T04:13:09.2Z,4,REGULAR,rebound,defensive,[],1629659,,,1610612747,89,113,2021-04-16T04:13:11Z,5550000,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:4),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,558.0,5.0,4.0,1.0,,,,,
560,PT05M33.00S,2021-04-16T04:13:16.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,91.40932982917214,47.86305147058824,1610612747,89,113,2021-04-16T04:16:57Z,5560000,-11.0,28.0,1,right,MISS T. Horton-Tucker driving Layup - blocked,"[1629659, 1629021]",1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,3.03,Missed,,,,,,,,,,,,Wagner,1629021.0
561,PT05M33.00S,2021-04-16T04:13:16.6Z,4,REGULAR,block,,[],1629021,,,1610612747,89,113,2021-04-16T04:13:18Z,5570000,,,0,,M. Wagner BLOCK (1 BLK),[1629021],1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
562,PT05M33.00S,2021-04-16T04:13:16.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612747,89,113,2021-04-16T04:13:51Z,5580000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,560.0,,,,,,,,
563,PT05M33.00S,2021-04-16T04:13:21.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,89,113,2021-04-16T04:13:21Z,5590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT05M33.00S,2021-04-16T04:13:22.6Z,4,REGULAR,substitution,out,[],1630202,,,1610612747,89,113,2021-04-16T04:13:36Z,5600000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
565,PT05M33.00S,2021-04-16T04:13:22.6Z,4,REGULAR,substitution,out,[],1629641,,,1610612747,89,113,2021-04-16T04:13:36Z,5610000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
566,PT05M33.00S,2021-04-16T04:13:22.6Z,4,REGULAR,substitution,in,[],1629682,,,1610612747,89,113,2021-04-16T04:13:36Z,5620000,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,
567,PT05M33.00S,2021-04-16T04:13:22.6Z,4,REGULAR,substitution,in,[],1628400,,,1610612747,89,113,2021-04-16T04:13:36Z,5630000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
568,PT05M29.00S,2021-04-16T04:13:50.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],203463,87.20433639947439,15.265012254901961,1610612747,91,113,2021-04-16T04:13:54Z,5640000,-174.0,68.0,1,right,B. McLemore 18' Jump Shot (9 PTS) (T. Horton-Tucker 4 AST),"[203463, 1629659]",1610612747.0,LAL,,,,McLemore,B. McLemore,,,,,,,,,,18.65,Made,9.0,T. Horton-Tucker,1629659.0,4.0,,,,,,,,,
571,PT05M17.00S,2021-04-16T04:14:12.4Z,4,REGULAR,foul,offensive,[],1629021,,,1610612738,91,113,2021-04-16T04:14:26Z,5670000,,,0,,M. Wagner offensive FOUL (1 PF),"[1629021, 1628961]",1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,1162.0,1.0,0.0,Antetokounmpo,1628961.0,,,,,,,,,,,,,,,
573,PT05M17.00S,2021-04-16T04:14:12.4Z,4,REGULAR,turnover,offensive foul,[],1629021,,,1610612738,91,113,2021-04-16T04:14:12Z,5690000,,,0,,M. Wagner offensive foul TURNOVER (1 TO),[1629021],1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,1162.0,,,,,,,,,,,,,,,1.0,,,,
574,PT05M02.00S,2021-04-16T04:14:30.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203463,69.85873850197109,13.794424019607842,1610612747,94,113,2021-04-16T04:17:38Z,5700000,-181.0,231.0,1,right,B. McLemore 29' 3PT pullup (12 PTS),[203463],1610612747.0,LAL,pullup,,,McLemore,B. McLemore,,,,,,,,,,29.33,Made,12.0,,,,,,,,,,,,
575,PT04M54.00S,2021-04-16T04:14:41.6Z,4,REGULAR,turnover,traveling,[],1629021,,,1610612738,94,113,2021-04-16T04:14:49Z,5710000,,,0,,M. Wagner traveling TURNOVER (2 TO),[1629021],1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,1626300.0,,,,,,,,,,,,,,,2.0,,,,
576,PT04M41.00S,2021-04-16T04:15:03.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628035,74.98357424441524,33.892463235294116,1610612747,96,113,2021-04-16T04:17:57Z,5720000,-81.0,183.0,1,right,A. McKinnie 19' pullup Jump Shot (8 PTS) (B. McLemore 1 AST),"[1628035, 203463]",1610612747.0,LAL,pullup,,,McKinnie,A. McKinnie,,,,,,,,,,19.96,Made,8.0,B. McLemore,203463.0,1.0,,,,,,,,,
578,PT04M26.00S,2021-04-16T04:15:19.1Z,4,REGULAR,2pt,Jump Shot,[],1629035,24.392247043363994,52.27481617647059,1610612738,96,115,2021-04-16T04:18:32Z,5740000,-11.0,177.0,1,left,C. Edwards 17' driving floating Jump Shot (2 PTS) (T. Waters 1 AST),"[1629035, 1629682]",1610612738.0,BOS,driving floating,,,Edwards,C. Edwards,,,,,,,,,,17.72,Made,2.0,T. Waters,1629682.0,1.0,,,,,,,,,
579,PT04M14.00S,2021-04-16T04:15:32.1Z,4,REGULAR,foul,offensive,[],1629719,,,1610612747,96,115,2021-04-16T04:15:43Z,5750000,,,0,,D. Cacok charge offensive FOUL (1 PF),"[1629719, 1629021]",1610612747.0,LAL,charge,,,Cacok,D. Cacok,,,,,1162.0,1.0,0.0,Wagner,1629021.0,,,,,,,,,,,,,,,
581,PT04M14.00S,2021-04-16T04:15:32.1Z,4,REGULAR,turnover,offensive foul,[],1629719,,,1610612747,96,115,2021-04-16T04:15:32Z,5770000,,,0,,D. Cacok offensive foul TURNOVER (1 TO),[1629719],1610612747.0,LAL,,,,Cacok,D. Cacok,,,,,1162.0,,,,,,,,,,,,,,,1.0,,,,
582,PT03M54.00S,2021-04-16T04:16:09.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,6.258212877792378,97.12775735294117,1610612738,96,115,2021-04-16T04:16:13Z,5780000,-236.0,6.0,1,left,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,23.57,Missed,,,,,,,,,,,,,
583,PT03M52.00S,2021-04-16T04:16:11.6Z,4,REGULAR,rebound,defensive,[],1628035,,,1610612747,96,115,2021-04-16T04:16:13Z,5790000,,,0,,A. McKinnie REBOUND (Off:0 Def:1),[1628035],1610612747.0,LAL,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,582.0,1.0,1.0,0.0,,,,,
584,PT03M48.00S,2021-04-16T04:16:17.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,92.85479632063075,50.314031862745104,1610612747,98,115,2021-04-16T04:16:43Z,5800000,2.0,15.0,1,right,T. Horton-Tucker running Layup (16 PTS),[1629659],1610612747.0,LAL,running,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,1.48,Made,16.0,,,,,,,,,,,,
585,PT03M48.00S,2021-04-16T04:16:22.0Z,4,REGULAR,foul,personal,['1freethrow'],1629021,,,1610612747,98,115,2021-04-16T04:16:28Z,5810000,,,0,,M. Wagner shooting personal FOUL (2 PF) (Horton-Tucker 1 FT),"[1629021, 1629659]",1610612738.0,BOS,shooting,,,Wagner,M. Wagner,,,,,1162.0,2.0,0.0,Horton-Tucker,1629659.0,,,,,,,,,,,,,,,
587,PT03M48.00S,2021-04-16T04:16:45.8Z,4,REGULAR,freethrow,1 of 1,[],1629659,,,1610612747,99,115,2021-04-16T04:16:45Z,5830000,,,0,,T. Horton-Tucker Free Throw 1 of 1 (17 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,Made,17.0,,,,,,,,,,,,
588,PT03M34.00S,2021-04-16T04:17:08.0Z,4,REGULAR,turnover,bad pass,[],1629021,,,1610612738,99,115,2021-04-16T04:17:11Z,5840000,,,0,,M. Wagner bad pass TURNOVER (3 TO),"[1629021, 1629659]",1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,3.0,Horton-Tucker,1629659.0,,
589,PT03M34.00S,2021-04-16T04:17:08.0Z,4,REGULAR,steal,,[],1629659,,,1610612747,99,115,2021-04-16T04:17:09Z,5850000,,,0,,T. Horton-Tucker STEAL (2 STL),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
590,PT03M29.00S,2021-04-16T04:17:12.6Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203463,76.42904073587385,4.970894607843137,1610612747,102,115,2021-04-16T04:17:18Z,5860000,-225.0,169.0,1,right,B. McLemore 28' 3PT  (15 PTS) (T. Horton-Tucker 5 AST),"[203463, 1629659]",1610612747.0,LAL,,,,McLemore,B. McLemore,,,,,,,,,,28.15,Made,15.0,T. Horton-Tucker,1629659.0,5.0,,,,,,,,,
592,PT03M29.00S,2021-04-16T04:17:20.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,102,115,2021-04-16T04:17:20Z,5880000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT03M19.00S,2021-04-16T04:19:19.5Z,4,REGULAR,3pt,Jump Shot,[],1629035,24.655059132720105,9.38265931372549,1610612738,102,115,2021-04-16T04:19:23Z,5890000,203.0,179.0,1,left,MISS C. Edwards 27' 3PT,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,27.09,Missed,,,,,,,,,,,,,
594,PT03M17.00S,2021-04-16T04:19:21.5Z,4,REGULAR,rebound,defensive,[],1628961,,,1610612747,102,115,2021-04-16T04:19:23Z,5900000,,,0,,K. Antetokounmpo REBOUND (Off:0 Def:2),[1628961],1610612747.0,LAL,,,,Antetokounmpo,K. Antetokounmpo,,,,,,,,,,,,,,,,593.0,2.0,2.0,0.0,,,,,
595,PT03M09.00S,2021-04-16T04:19:32.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629682,,,1610612747,102,115,2021-04-16T04:19:38Z,5910000,,,0,,T. Waters personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1629682, 1628961]",1610612738.0,BOS,,,,Waters,T. Waters,,,,,1626300.0,1.0,0.0,Antetokounmpo,1628961.0,,,,,,,,,,,,,,,
597,PT03M09.00S,2021-04-16T04:19:56.8Z,4,REGULAR,freethrow,1 of 2,[],1628961,,,1610612747,103,115,2021-04-16T04:20:19Z,5930000,,,0,,K. Antetokounmpo Free Throw 1 of 2 (1 PTS),[1628961],1610612747.0,LAL,,,,Antetokounmpo,K. Antetokounmpo,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
598,PT03M09.00S,2021-04-16T04:19:56.8Z,4,REGULAR,freethrow,2 of 2,[],1628961,,,1610612747,103,115,2021-04-16T04:20:19Z,5940000,,,0,,MISS K. Antetokounmpo Free Throw 2 of 2,[1628961],1610612747.0,LAL,,,,Antetokounmpo,K. Antetokounmpo,,,,,,,,,,,Missed,,,,,,,,,,,,,
599,PT03M04.00S,2021-04-16T04:20:01.8Z,4,REGULAR,rebound,offensive,[],1628035,,,1610612747,103,115,2021-04-16T04:20:19Z,5950000,,,0,,A. McKinnie REBOUND (Off:1 Def:1),[1628035],1610612747.0,LAL,,,,McKinnie,A. McKinnie,,,,,,,,,,,,,,,,598.0,2.0,1.0,1.0,,,,,
600,PT03M02.00S,2021-04-16T04:20:18.3Z,4,REGULAR,foul,offensive,[],1628961,,,1610612747,103,115,2021-04-16T04:21:02Z,5960000,,,0,,K. Antetokounmpo offensive FOUL (1 PF),"[1628961, 1628400]",1610612747.0,LAL,,,,Antetokounmpo,K. Antetokounmpo,,,,,1162.0,1.0,0.0,Ojeleye,1628400.0,,,,,,,,,,,,,,,
602,PT03M02.00S,2021-04-16T04:20:18.3Z,4,REGULAR,turnover,offensive foul,[],1628961,,,1610612747,103,115,2021-04-16T04:20:18Z,5980000,,,0,,K. Antetokounmpo offensive foul TURNOVER (1 TO),[1628961],1610612747.0,LAL,,,,Antetokounmpo,K. Antetokounmpo,,,,,1162.0,,,,,,,,,,,,,,,1.0,,,,
603,PT02M46.00S,2021-04-16T04:20:48.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629682,6.258212877792378,50.80422794117647,1610612738,103,115,2021-04-16T04:21:22Z,5990000,-4.0,6.0,1,left,MISS T. Waters driving Layup,[1629682],1610612738.0,BOS,driving,,,Waters,T. Waters,,,,,,,,,,0.75,Missed,,,,,,,,,,,,,
604,PT02M44.00S,2021-04-16T04:20:50.4Z,4,REGULAR,rebound,defensive,[],1628961,,,1610612747,103,115,2021-04-16T04:20:53Z,6000000,,,0,,K. Antetokounmpo REBOUND (Off:0 Def:3),[1628961],1610612747.0,LAL,,,,Antetokounmpo,K. Antetokounmpo,,,,,,,,,,,,,,,,603.0,3.0,3.0,0.0,,,,,
605,PT02M37.00S,2021-04-16T04:20:58.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628035,90.75229960578186,48.10814950980392,1610612747,105,115,2021-04-16T04:21:05Z,6010000,-9.0,34.0,1,right,A. McKinnie reverse Layup (10 PTS) (T. Horton-Tucker 6 AST),"[1628035, 1629659]",1610612747.0,LAL,reverse,,,McKinnie,A. McKinnie,,,,,,,,,,3.57,Made,10.0,T. Horton-Tucker,1629659.0,6.0,,,,,,,,,
607,PT02M27.00S,2021-04-16T04:21:10.8Z,4,REGULAR,turnover,traveling,[],1629035,,,1610612738,105,115,2021-04-16T04:21:31Z,6030000,,,0,,C. Edwards traveling TURNOVER (1 TO),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,202026.0,,,,,,,,,,,,,,,1.0,,,,
608,PT02M15.00S,2021-04-16T04:21:38.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629719,94.30026281208936,49.82383578431372,1610612747,107,115,2021-04-16T04:21:44Z,6040000,-1.0,1.0,1,right,D. Cacok DUNK (2 PTS) (B. McLemore 2 AST),"[1629719, 203463]",1610612747.0,LAL,,,,Cacok,D. Cacok,,,,,,,,,,0.14,Made,2.0,B. McLemore,203463.0,2.0,,,,,,,,,
610,PT02M05.00S,2021-04-16T04:21:52.2Z,4,REGULAR,2pt,Jump Shot,[],1629682,12.302890932982917,68.69638480392157,1610612738,107,115,2021-04-16T04:21:56Z,6060000,-93.0,63.0,1,left,MISS T. Waters 11' turnaround Shot,[1629682],1610612738.0,BOS,turnaround,,,Waters,T. Waters,,,,,,,,,,11.28,Missed,,,,,,,,,,,,,
611,PT02M03.00S,2021-04-16T04:21:54.2Z,4,REGULAR,rebound,defensive,[],1629659,,,1610612747,107,115,2021-04-16T04:21:56Z,6070000,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:5),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,610.0,6.0,5.0,1.0,,,,,
612,PT01M58.00S,2021-04-16T04:21:58.5Z,4,REGULAR,turnover,lost ball,[],1629659,,,1610612747,107,115,2021-04-16T04:22:02Z,6080000,,,0,,T. Horton-Tucker lost ball TURNOVER (2 TO),"[1629659, 1629682]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,2.0,Waters,1629682.0,,
613,PT01M58.00S,2021-04-16T04:21:58.5Z,4,REGULAR,steal,,[],1629682,,,1610612738,107,115,2021-04-16T04:22:00Z,6090000,,,0,,T. Waters STEAL (1 STL),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,
614,PT01M50.00S,2021-04-16T04:22:07.6Z,4,REGULAR,turnover,lost ball,[],1629682,,,1610612738,107,115,2021-04-16T04:22:11Z,6100000,,,0,,T. Waters lost ball TURNOVER (1 TO),"[1629682, 1629659]",1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,1.0,Horton-Tucker,1629659.0,,
615,PT01M50.00S,2021-04-16T04:22:07.6Z,4,REGULAR,steal,,[],1629659,,,1610612747,107,115,2021-04-16T04:22:10Z,6110000,,,0,,T. Horton-Tucker STEAL (3 STL),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
