actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
262,PT04M22.00S,2021-06-02T00:30:20.1Z,2,REGULAR,substitution,out,[],203953,,,1610612738,51,42,2021-06-02T00:33:36Z,2600000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M22.00S,2021-06-02T00:30:20.1Z,2,REGULAR,substitution,in,[],203095,,,1610612738,51,42,2021-06-02T00:33:36Z,2610000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M03.00S,2021-06-02T00:34:07.1Z,2,REGULAR,2pt,Jump Shot,[],203095,93.9060446780552,23.108149509803923,1610612738,51,44,2021-06-02T00:34:11Z,2620000,-134.0,5.0,1,right,E. Fournier 13' fadeaway Jump Shot (7 PTS),[203095],1610612738.0,BOS,fadeaway,,,Fournier,E. Fournier,,,,,13.46,Made,,,,,,,7.0,,,,,,,,,,,,
265,PT03M45.00S,2021-06-02T00:34:29.2Z,2,REGULAR,foul,offensive,[],201935,,,1610612751,51,44,2021-06-02T00:35:07Z,2630000,,,0,,J. Harden offensive FOUL (2 PF),"[201935, 203935]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Smart,203935.0,,,,
267,PT03M45.00S,2021-06-02T00:34:29.2Z,2,REGULAR,turnover,offensive foul,[],201935,,,1610612751,51,44,2021-06-02T00:34:29Z,2650000,,,0,,J. Harden offensive foul TURNOVER (1 TO),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,202049.0,,,,,1.0,,,
268,PT03M45.00S,2021-06-02T00:34:45.1Z,2,REGULAR,substitution,out,[],201933,,,1610612738,51,44,2021-06-02T00:35:08Z,2660000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M45.00S,2021-06-02T00:34:45.1Z,2,REGULAR,substitution,in,[],203925,,,1610612738,51,44,2021-06-02T00:35:08Z,2670000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M32.00S,2021-06-02T00:35:29.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,76.95466491458606,50.55912990196079,1610612738,51,44,2021-06-02T00:35:33Z,2680000,3.0,164.0,1,right,MISS J. Tatum 16' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,16.41,Missed,,,,,,,,,,,,,,,,,,,
271,PT03M28.00S,2021-06-02T00:35:33.4Z,2,REGULAR,rebound,offensive,[],203935,,,1610612738,51,44,2021-06-02T00:35:33Z,2690000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,270.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
272,PT03M18.00S,2021-06-02T00:35:42.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203935,76.03482260183968,12.078737745098039,1610612738,51,47,2021-06-02T00:35:48Z,2700000,-190.0,173.0,1,right,M. Smart 25' 3PT  (5 PTS) (E. Fournier 1 AST),"[203935, 203095]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.65,Made,,,,,,,5.0,E. Fournier,203095.0,1.0,,,,,,,,,
274,PT02M58.00S,2021-06-02T00:36:06.2Z,2,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,51,47,2021-06-02T00:36:15Z,2720000,,,0,,K. Durant bad pass out-of-bounds TURNOVER (1 TO),[201142],1610612751.0,BKN,bad pass,,,Durant,K. Durant,,,,,,,,,,,,,,,,,2534.0,,,,,1.0,,,
275,PT02M47.00S,2021-06-02T00:36:24.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203935,66.70499342969777,42.470894607843135,1610612738,51,47,2021-06-02T00:36:28Z,2730000,-38.0,260.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.32,Missed,,,,,,,,,,,,,,,,,,,
276,PT02M44.00S,2021-06-02T00:36:27.0Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,51,47,2021-06-02T00:36:28Z,2740000,,,0,,J. Harden REBOUND (Off:1 Def:6),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,275.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
277,PT02M37.00S,2021-06-02T00:36:33.8Z,2,REGULAR,3pt,Jump Shot,[],202681,31.61957950065703,63.549325980392155,1610612751,54,47,2021-06-02T00:36:39Z,2750000,-68.0,245.0,1,left,K. Irving 25' 3PT  (12 PTS) (J. Harden 9 AST),"[202681, 201935]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,25.39,Made,,,,,,,12.0,J. Harden,201935.0,9.0,,,,,,,,,
279,PT02M23.00S,2021-06-02T00:36:48.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.9060446780552,45.65716911764706,1610612738,54,49,2021-06-02T00:36:53Z,2770000,-22.0,5.0,1,right,J. Tatum driving finger roll Layup (9 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,2.22,Made,,,,,,,9.0,,,,,,,,,,,,
280,PT02M05.00S,2021-06-02T00:37:05.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,5.469776609724048,51.53952205882353,1610612751,54,49,2021-06-02T00:37:12Z,2780000,-8.0,-1.0,1,left,MISS J. Harden driving Layup - blocked,"[201935, 202684]",1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,0.78,Missed,,,,,Thompson,202684.0,,,,,,,,,,,,,
281,PT02M05.00S,2021-06-02T00:37:05.6Z,2,REGULAR,block,,[],202684,,,1610612751,54,49,2021-06-02T00:37:08Z,2790000,,,0,,T. Thompson BLOCK (2 BLK),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M02.00S,2021-06-02T00:37:08.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,54,49,2021-06-02T00:37:12Z,2800000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,280.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
283,PT02M01.00S,2021-06-02T00:37:13.4Z,2,REGULAR,foul,personal,[],203925,,,1610612738,54,49,2021-06-02T00:37:22Z,2810000,,,0,,J. Harris personal FOUL (1 PF),"[203925, 1628369]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Tatum,1628369.0,,,,
285,PT01M47.00S,2021-06-02T00:37:45.5Z,2,REGULAR,foul,personal,[],203925,,,1610612738,54,49,2021-06-02T00:37:54Z,2830000,,,0,,J. Harris personal FOUL (2 PF),"[203925, 203935]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Smart,203935.0,,,,
287,PT01M38.00S,2021-06-02T00:38:09.8Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,54,49,2021-06-02T00:38:13Z,2850000,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 1628971]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,2.0,Brown,1628971.0,
288,PT01M38.00S,2021-06-02T00:38:09.8Z,2,REGULAR,steal,,[],1628971,,,1610612751,54,49,2021-06-02T00:38:11Z,2860000,,,0,,B. Brown STEAL (1 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT01M33.00S,2021-06-02T00:38:15.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202681,5.995400788436268,46.63756127450981,1610612751,56,49,2021-06-02T00:38:43Z,2870000,17.0,4.0,1,left,K. Irving running pullup Jump Shot (14 PTS),[202681],1610612751.0,BKN,running pullup,,,Irving,K. Irving,,,,,1.72,Made,,,,,,,14.0,,,,,,,,,,,,
290,PT01M16.00S,2021-06-02T00:38:31.6Z,2,REGULAR,3pt,Jump Shot,[],203935,92.19776609724047,97.61795343137256,1610612738,56,49,2021-06-02T00:38:59Z,2880000,238.0,21.0,1,right,MISS M. Smart 3PT - blocked,"[203935, 201142]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.9,Missed,,,,,Durant,201142.0,,,,,,,,,,,,,
291,PT01M16.00S,2021-06-02T00:38:31.6Z,2,REGULAR,block,,[],201142,,,1610612738,56,49,2021-06-02T00:38:35Z,2890000,,,0,,K. Durant BLOCK (2 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT01M16.00S,2021-06-02T00:38:31.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,56,49,2021-06-02T00:38:59Z,2900000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,290.0,,,,,,,,,,,,,,,,,,
294,PT01M16.00S,2021-06-02T00:38:51.7Z,2,REGULAR,foul,personal,[],203935,,,1610612751,56,49,2021-06-02T00:39:03Z,2920000,,,0,,M. Smart loose ball personal FOUL (1 PF),"[203935, 201142]",1610612738.0,BOS,loose ball,,,Smart,M. Smart,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Durant,201142.0,,,,
296,PT01M01.00S,2021-06-02T00:39:18.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629641,,,1610612751,56,49,2021-06-02T00:46:17Z,2932500,,,0,,R. Langford shooting personal FOUL (1 PF) (Irving 2 FT),"[1629641, 202681]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Irving,202681.0,,,,
300,PT01M01.00S,2021-06-02T00:39:56.8Z,2,REGULAR,substitution,out,[],202684,,,1610612751,56,49,2021-06-02T00:40:07Z,2935000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M01.00S,2021-06-02T00:39:56.8Z,2,REGULAR,substitution,out,[],1629641,,,1610612751,56,49,2021-06-02T00:40:07Z,2937500,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT01M01.00S,2021-06-02T00:39:56.8Z,2,REGULAR,substitution,in,[],1630202,,,1610612751,56,49,2021-06-02T00:40:07Z,2938750,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M01.00S,2021-06-02T00:39:56.8Z,2,REGULAR,substitution,in,[],1629684,,,1610612751,56,49,2021-06-02T00:40:07Z,2939375,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT01M01.00S,2021-06-02T00:39:56.9Z,2,REGULAR,freethrow,1 of 2,[],202681,,,1610612751,56,49,2021-06-02T00:46:57Z,2960000,,,0,,MISS K. Irving Free Throw 1 of 2,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Missed,,,,,,,,,,,,,,,,,,,
299,PT01M01.00S,2021-06-02T00:39:56.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,56,49,2021-06-02T00:46:57Z,2970000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,298.0,,,,,,,,,,,,,,,,,,
304,PT01M01.00S,2021-06-02T00:39:56.9Z,2,REGULAR,freethrow,2 of 2,[],202681,,,1610612751,57,49,2021-06-02T00:46:57Z,3020000,,,0,,K. Irving Free Throw 2 of 2 (15 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Made,,,,,,,15.0,,,,,,,,,,,,
305,PT00M53.30S,2021-06-02T00:40:40.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201142,,,1610612738,57,49,2021-06-02T00:41:04Z,3030000,,,0,,K. Durant shooting personal FOUL (1 PF) (Tatum 2 FT),"[201142, 1628369]",1610612751.0,BKN,shooting,,,Durant,K. Durant,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Tatum,1628369.0,,,,
307,PT00M53.30S,2021-06-02T00:41:05.6Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,57,50,2021-06-02T00:41:05Z,3050000,,,0,,J. Tatum Free Throw 1 of 2 (10 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,10.0,,,,,,,,,,,,
308,PT00M53.30S,2021-06-02T00:41:06.2Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,57,50,2021-06-02T00:41:10Z,3060000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M53.30S,2021-06-02T00:41:06.2Z,2,REGULAR,substitution,in,[],1629641,,,1610612738,57,50,2021-06-02T00:41:10Z,3070000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT00M53.30S,2021-06-02T00:41:22.6Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,57,51,2021-06-02T00:41:22Z,3080000,,,0,,J. Tatum Free Throw 2 of 2 (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,11.0,,,,,,,,,,,,
311,PT00M45.20S,2021-06-02T00:41:32.4Z,2,REGULAR,3pt,Jump Shot,[],202681,20.45006570302234,8.15716911764706,1610612751,57,51,2021-06-02T00:41:36Z,3090000,209.0,140.0,1,left,MISS K. Irving 25' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,,
312,PT00M42.50S,2021-06-02T00:41:35.1Z,2,REGULAR,rebound,defensive,[],203095,,,1610612738,57,51,2021-06-02T00:41:36Z,3100000,,,0,,E. Fournier REBOUND (Off:1 Def:3),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,311.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
313,PT00M36.20S,2021-06-02T00:41:41.4Z,2,REGULAR,3pt,Jump Shot,[],1629641,93.64323258869908,3.5003063725490198,1610612738,57,51,2021-06-02T00:41:46Z,3110000,-232.0,7.0,1,right,MISS R. Langford 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,23.26,Missed,,,,,,,,,,,,,,,,,,,
314,PT00M32.00S,2021-06-02T00:41:45.6Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,57,51,2021-06-02T00:41:46Z,3120000,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,313.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
315,PT00M17.90S,2021-06-02T00:42:03.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612751,57,51,2021-06-02T00:42:15Z,3130000,,,0,,G. Williams personal FOUL (3 PF) (Harris 2 FT),"[1629684, 203925]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,1193.0,3.0,0.0,Harris,203925.0,,,,
317,PT00M17.90S,2021-06-02T00:42:32.5Z,2,REGULAR,freethrow,1 of 2,[],203925,,,1610612751,58,51,2021-06-02T00:42:32Z,3150000,,,0,,J. Harris Free Throw 1 of 2 (6 PTS),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
318,PT00M17.90S,2021-06-02T00:42:51.5Z,2,REGULAR,freethrow,2 of 2,[],203925,,,1610612751,59,51,2021-06-02T00:42:51Z,3160000,,,0,,J. Harris Free Throw 2 of 2 (7 PTS),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
319,PT00M00.00S,2021-06-02T00:43:12.2Z,2,REGULAR,2pt,Jump Shot,[],1628369,76.03482260183968,62.32383578431373,1610612738,59,51,2021-06-02T00:43:17Z,3170000,62.0,173.0,1,right,MISS J. Tatum 18' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,18.35,Missed,,,,,,,,,,,,,,,,,,,
320,PT00M00.00S,2021-06-02T00:43:14.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,59,51,2021-06-02T00:43:14Z,3180000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,319.0,,,,,,,,,,,,,,,,,,
321,PT00M00.00S,2021-06-02T00:43:15.9Z,2,REGULAR,period,end,[],0,,,1610612738,59,51,2021-06-02T00:43:15Z,3190000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2021-06-02T00:57:25.8Z,3,REGULAR,substitution,out,['startperiod'],1628971,,,1610612738,59,51,2021-06-02T00:59:23Z,3200000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2021-06-02T00:57:25.8Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,59,51,2021-06-02T00:59:23Z,3210000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2021-06-02T00:57:25.8Z,3,REGULAR,substitution,in,['startperiod'],201933,,,1610612738,59,51,2021-06-02T00:59:23Z,3220000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2021-06-02T00:57:25.8Z,3,REGULAR,substitution,in,['startperiod'],202684,,,1610612738,59,51,2021-06-02T00:59:23Z,3230000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2021-06-02T00:59:57.1Z,3,REGULAR,period,start,[],0,,,1610612751,59,51,2021-06-02T00:59:57Z,3240000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT11M46.00S,2021-06-02T01:00:10.6Z,3,REGULAR,3pt,Jump Shot,[],201142,66.96780551905388,36.833639705882355,1610612751,59,51,2021-06-02T01:00:15Z,3250000,-66.0,258.0,1,right,MISS K. Durant 26' 3PT - blocked,"[201142, 1628369]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,26.63,Missed,,,,,Tatum,1628369.0,,,,,,,,,,,,,
328,PT11M46.00S,2021-06-02T01:00:10.6Z,3,REGULAR,block,,[],1628369,,,1610612751,59,51,2021-06-02T01:00:14Z,3260000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT11M41.00S,2021-06-02T01:00:15.6Z,3,REGULAR,rebound,defensive,[],203095,,,1610612738,59,51,2021-06-02T01:00:15Z,3270000,,,0,,E. Fournier REBOUND (Off:1 Def:4),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,327.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
330,PT11M39.00S,2021-06-02T01:00:16.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,5.075558475689881,97.12775735294117,1610612738,59,51,2021-06-02T01:00:26Z,3280000,-236.0,-5.0,1,left,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.56,Missed,,,,,,,,,,,,,,,,,,,
331,PT11M39.00S,2021-06-02T01:00:20.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,59,51,2021-06-02T01:00:20Z,3290000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,330.0,,,,,,,,,,,,,,,,,,
332,PT11M39.00S,2021-06-02T01:00:21.1Z,3,REGULAR,foul,personal,[],201933,,,1610612738,59,51,2021-06-02T01:00:28Z,3300000,,,0,,B. Griffin loose ball personal FOUL (3 PF),"[201933, 202684]",1610612751.0,BKN,loose ball,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,202049.0,3.0,0.0,Thompson,202684.0,,,,
334,PT11M24.00S,2021-06-02T01:00:50.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629641,8.492115637319317,3.5003063725490198,1610612738,59,54,2021-06-02T01:00:56Z,3320000,232.0,27.0,1,left,R. Langford 3PT  (10 PTS) (J. Tatum 2 AST),"[1629641, 1628369]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,23.41,Made,,,,,,,10.0,J. Tatum,1628369.0,2.0,,,,,,,,,
336,PT10M55.00S,2021-06-02T01:01:19.3Z,3,REGULAR,2pt,Jump Shot,[],201142,93.38042049934296,31.196384803921568,1610612751,59,54,2021-06-02T01:01:24Z,3340000,-94.0,10.0,1,right,MISS K. Durant 9' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,9.45,Missed,,,,,,,,,,,,,,,,,,,
337,PT10M52.00S,2021-06-02T01:01:22.3Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,59,54,2021-06-02T01:01:24Z,3350000,,,0,,T. Thompson REBOUND (Off:2 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,336.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
338,PT10M41.00S,2021-06-02T01:01:33.6Z,3,REGULAR,3pt,Jump Shot,[],1629641,20.844283837056505,11.34344362745098,1610612738,59,54,2021-06-02T01:01:40Z,3360000,193.0,143.0,1,left,MISS R. Langford 24' 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,24.07,Missed,,,,,,,,,,,,,,,,,,,
339,PT10M35.00S,2021-06-02T01:01:39.6Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,59,54,2021-06-02T01:01:40Z,3370000,,,0,,T. Thompson REBOUND (Off:3 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,338.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
340,PT10M35.00S,2021-06-02T01:01:39.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,5.590000152587891,50.0,1610612738,59,54,2021-06-02T01:01:39Z,3380000,0.0,0.0,1,left,MISS T. Thompson tip Layup,[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
341,PT10M34.00S,2021-06-02T01:01:40.1Z,3,REGULAR,rebound,defensive,[],203925,,,1610612751,59,54,2021-06-02T01:01:40Z,3390000,,,0,,J. Harris REBOUND (Off:0 Def:1),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,340.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
342,PT10M29.00S,2021-06-02T01:01:46.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201935,93.11760840998686,46.88265931372549,1610612751,59,54,2021-06-02T01:01:52Z,3400000,-16.0,12.0,1,right,MISS J. Harden driving Layup - blocked,"[201935, 1629641]",1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,1.98,Missed,,,,,Langford,1629641.0,,,,,,,,,,,,,
343,PT10M29.00S,2021-06-02T01:01:46.2Z,3,REGULAR,block,,[],1629641,,,1610612751,59,54,2021-06-02T01:01:49Z,3410000,,,0,,R. Langford BLOCK (2 BLK),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT10M29.00S,2021-06-02T01:01:46.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,59,54,2021-06-02T01:01:52Z,3420000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,342.0,,,,,,,,,,,,,,,,,,
345,PT10M29.00S,2021-06-02T01:01:52.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,59,54,2021-06-02T01:01:52Z,3430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT10M27.00S,2021-06-02T01:02:01.8Z,3,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612751,59,54,2021-06-02T01:02:16Z,3440000,,,0,,J. Tatum shooting personal FOUL (1 PF) (Durant 2 FT),"[1628369, 201142]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Durant,201142.0,,,,
348,PT10M27.00S,2021-06-02T01:02:27.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],201142,,,1610612751,60,54,2021-06-02T01:02:27Z,3460000,,,0,,K. Durant Free Throw 1 of 2 (8 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,8.0,,,,,,,,,,,,
349,PT10M27.00S,2021-06-02T01:02:42.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],201142,,,1610612751,61,54,2021-06-02T01:02:42Z,3470000,,,0,,K. Durant Free Throw 2 of 2 (9 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,9.0,,,,,,,,,,,,
350,PT10M13.00S,2021-06-02T01:03:00.2Z,3,REGULAR,3pt,Jump Shot,[],1628369,30.56833114323259,32.421875,1610612738,61,54,2021-06-02T01:03:05Z,3480000,88.0,235.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.07,Missed,,,,,,,,,,,,,,,,,,,
351,PT10M09.00S,2021-06-02T01:03:04.2Z,3,REGULAR,rebound,defensive,[],201935,,,1610612751,61,54,2021-06-02T01:03:05Z,3490000,,,0,,J. Harden REBOUND (Off:1 Def:7),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,350.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
352,PT09M53.00S,2021-06-02T01:03:22.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,91.01511169513797,59.62775735294118,1610612751,63,54,2021-06-02T01:03:28Z,3500000,48.0,32.0,1,right,J. Harden driving floating Jump Shot (20 PTS),[201935],1610612751.0,BKN,driving floating,,,Harden,J. Harden,,,,,5.78,Made,,,,,,,20.0,,,,,,,,,,,,
