actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
454,PT12M00.00S,2021-02-17T01:45:12.5Z,4,REGULAR,substitution,in,['startperiod'],1630267,,,1610612738,86,75,2021-02-17T01:46:49Z,4490000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2021-02-17T01:46:45.4Z,4,REGULAR,period,start,[],0,,,1610612743,86,75,2021-02-17T01:46:50Z,4500000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT11M51.00S,2021-02-17T01:46:53.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,91.40932982917214,44.921875,1610612743,86,77,2021-02-17T01:46:58Z,4510000,-25.0,28.0,1,right,I. Hartenstein cutting Layup (4 PTS) (F. Campazzo 5 AST),"[1628392, 1630267]",1610612743.0,DEN,cutting,,,Hartenstein,I. Hartenstein,,,,,3.8,Made,,,,,,,,,,4.0,F. Campazzo,1630267.0,5.0,,,,,
458,PT11M33.00S,2021-02-17T01:47:11.8Z,4,REGULAR,3pt,Jump Shot,[],1628369,30.436925098554536,65.75520833333334,1610612738,86,77,2021-02-17T01:47:15Z,4530000,-79.0,234.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,
459,PT11M31.00S,2021-02-17T01:47:13.8Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,86,77,2021-02-17T01:47:13Z,4540000,,,0,,R. Williams III REBOUND (Off:3 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,458.0,6.0,3.0,3.0,,,,,,,,,,,,,,
460,PT11M21.00S,2021-02-17T01:47:23.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,29.517082785808146,24.088541666666664,1610612738,86,77,2021-02-17T01:47:28Z,4550000,130.0,225.0,1,left,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,
461,PT11M17.00S,2021-02-17T01:47:27.5Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612743,86,77,2021-02-17T01:47:28Z,4560000,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612743.0,DEN,,,,Hartenstein,I. Hartenstein,,,,,,,460.0,1.0,1.0,0.0,,,,,,,,,,,,,,
462,PT11M05.00S,2021-02-17T01:47:40.9Z,4,REGULAR,foul,personal,[],1630174,,,1610612743,86,77,2021-02-17T01:47:50Z,4570000,,,0,,A. Nesmith personal FOUL (1 PF),"[1630174, 1630267]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,1204.0,1.0,0.0,Campazzo,1630267.0,,,,,,,,,
464,PT10M54.00S,2021-02-17T01:48:07.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,90.88370565045992,45.65716911764706,1610612743,86,79,2021-02-17T01:48:12Z,4590000,-22.0,33.0,1,right,I. Hartenstein Layup (6 PTS),[1628392],1610612743.0,DEN,,,,Hartenstein,I. Hartenstein,,,,,3.97,Made,,,,,,,,,,6.0,,,,,,,,
465,PT10M34.00S,2021-02-17T01:48:26.7Z,4,REGULAR,3pt,Jump Shot,[],1628369,28.991458607095925,71.14736519607843,1610612738,86,79,2021-02-17T01:48:32Z,4600000,-106.0,220.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.41,Missed,,,,,,,,,,,,,,,,,,
466,PT10M31.00S,2021-02-17T01:48:29.7Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,86,79,2021-02-17T01:48:32Z,4610000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,465.0,6.0,5.0,1.0,,,,,,,,,,,,,,
467,PT10M30.00S,2021-02-17T01:48:31.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,4.812746386333772,54.23560049019608,1610612738,88,79,2021-02-17T01:48:35Z,4620000,-21.0,-7.0,1,left,J. Tatum driving finger roll Layup (17 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,2.24,Made,,,,,,,,,,17.0,,,,,,,,
468,PT10M10.00S,2021-02-17T01:48:51.2Z,4,REGULAR,turnover,out-of-bounds,[],1627750,,,1610612743,88,79,2021-02-17T01:49:05Z,4630000,,,0,,J. Murray bad pass out-of-bounds TURNOVER (7 TO),[1627750],1610612743.0,DEN,bad pass,,,Murray,J. Murray,,,,,,,,,,,2530.0,,,,,,,,,7.0,,,,
469,PT09M53.00S,2021-02-17T01:49:30.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630202,6.652431011826544,39.28462009803921,1610612738,90,79,2021-02-17T01:49:36Z,4640000,54.0,10.0,1,left,P. Pritchard driving Layup (7 PTS) (J. Tatum 6 AST),"[1630202, 1628369]",1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,5.45,Made,,,,,,,,,,7.0,J. Tatum,1628369.0,6.0,,,,,
471,PT09M53.00S,2021-02-17T01:49:34.8Z,4,REGULAR,foul,personal,['1freethrow'],1630181,,,1610612738,90,79,2021-02-17T01:49:43Z,4660000,,,0,,R. Hampton shooting personal FOUL (3 PF) (Pritchard 1 FT),"[1630181, 1630202]",1610612743.0,DEN,shooting,,,Hampton,R. Hampton,,,,,,,,,,,1204.0,3.0,0.0,Pritchard,1630202.0,,,,,,,,,
473,PT09M53.00S,2021-02-17T01:50:01.0Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1630202,,,1610612738,91,79,2021-02-17T01:50:01Z,4680000,,,0,,P. Pritchard Free Throw 1 of 1 (8 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,Made,,,,,,,,,,8.0,,,,,,,,
474,PT09M42.00S,2021-02-17T01:50:20.7Z,4,REGULAR,3pt,Jump Shot,[],1630192,87.07293035479631,95.41207107843137,1610612743,91,79,2021-02-17T01:50:36Z,4690000,227.0,69.0,1,right,MISS Z. Nnaji 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,23.74,Missed,,,,,,,,,,,,,,,,,,
475,PT09M39.00S,2021-02-17T01:50:25.8Z,4,REGULAR,rebound,offensive,[],1630267,,,1610612743,91,79,2021-02-17T01:50:25Z,4700000,,,0,,F. Campazzo REBOUND (Off:1 Def:1),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,474.0,2.0,1.0,1.0,,,,,,,,,,,,,,
476,PT09M39.00S,2021-02-17T01:50:26.9Z,4,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612743,91,79,2021-02-17T01:50:35Z,4710000,,,0,,J. Green shooting personal FOUL (3 PF) (Campazzo 2 FT),"[1629750, 1630267]",1610612738.0,BOS,shooting,,,Green,J. Green,,,,,,,,,,,204058.0,3.0,0.0,Campazzo,1630267.0,,,,,,,,,
478,PT09M39.00S,2021-02-17T01:50:54.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630267,,,1610612743,91,80,2021-02-17T01:50:54Z,4730000,,,0,,F. Campazzo Free Throw 1 of 2 (8 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,Made,,,,,,,,,,8.0,,,,,,,,
479,PT09M39.00S,2021-02-17T01:51:08.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630267,,,1610612743,91,81,2021-02-17T01:51:08Z,4740000,,,0,,F. Campazzo Free Throw 2 of 2 (9 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
480,PT09M21.00S,2021-02-17T01:51:35.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,91,81,2021-02-17T01:51:35Z,4750000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT09M14.00S,2021-02-17T01:51:56.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629057,6.783837056504599,35.853247549019606,1610612738,93,81,2021-02-17T01:52:03Z,4760000,71.0,11.0,1,left,R. Williams III 7' turnaround bank Jump Shot (8 PTS) (J. Tatum 7 AST),"[1629057, 1628369]",1610612738.0,BOS,turnaround bank,,,Williams III,R. Williams III,,,,,7.16,Made,,,,,,,,,,8.0,J. Tatum,1628369.0,7.0,,,,,
483,PT08M58.00S,2021-02-17T01:52:11.8Z,4,REGULAR,turnover,bad pass,[],1627750,,,1610612743,93,81,2021-02-17T01:52:15Z,4780000,,,0,,J. Murray bad pass TURNOVER (8 TO),"[1627750, 1629057]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,8.0,Williams III,1629057.0,,
484,PT08M58.00S,2021-02-17T01:52:11.8Z,4,REGULAR,steal,,[],1629057,,,1610612738,93,81,2021-02-17T01:52:13Z,4790000,,,0,,R. Williams III STEAL (5 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
485,PT08M50.00S,2021-02-17T01:52:20.5Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,8.754927726675426,15.265012254901961,1610612738,93,81,2021-02-17T01:52:26Z,4800000,174.0,30.0,1,left,MISS J. Tatum 17' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,17.62,Missed,,,,,,,,,,,,,,,,,,
486,PT08M47.00S,2021-02-17T01:52:23.5Z,4,REGULAR,rebound,defensive,[],1630192,,,1610612743,93,81,2021-02-17T01:52:26Z,4810000,,,0,,Z. Nnaji REBOUND (Off:0 Def:2),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,485.0,2.0,2.0,0.0,,,,,,,,,,,,,,
487,PT08M47.00S,2021-02-17T01:52:26.2Z,4,REGULAR,foul,personal,[],1629750,,,1610612743,93,81,2021-02-17T01:52:37Z,4820000,,,0,,J. Green personal FOUL (4 PF),"[1629750, 1630267]",1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,204058.0,4.0,0.0,Campazzo,1630267.0,,,,,,,,,
489,PT08M47.00S,2021-02-17T01:52:35.5Z,4,REGULAR,substitution,out,[],1630202,,,1610612743,93,81,2021-02-17T01:52:47Z,4840000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
490,PT08M47.00S,2021-02-17T01:52:35.5Z,4,REGULAR,substitution,out,[],1628392,,,1610612743,93,81,2021-02-17T01:52:47Z,4850000,,,0,,SUB out: I. Hartenstein,[1628392],1610612743.0,DEN,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
491,PT08M47.00S,2021-02-17T01:52:35.5Z,4,REGULAR,substitution,out,[],1627750,,,1610612743,93,81,2021-02-17T01:52:47Z,4860000,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,
492,PT08M47.00S,2021-02-17T01:52:35.5Z,4,REGULAR,substitution,in,[],202689,,,1610612743,93,81,2021-02-17T01:52:47Z,4870000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
493,PT08M47.00S,2021-02-17T01:52:35.5Z,4,REGULAR,substitution,in,[],203999,,,1610612743,93,81,2021-02-17T01:52:47Z,4880000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
494,PT08M47.00S,2021-02-17T01:52:35.5Z,4,REGULAR,substitution,in,[],203210,,,1610612743,93,81,2021-02-17T01:52:47Z,4890000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
495,PT08M32.00S,2021-02-17T01:53:12.2Z,4,REGULAR,3pt,Jump Shot,[],1630267,67.7562417871222,70.41207107843137,1610612743,93,84,2021-02-17T01:53:18Z,4900000,102.0,251.0,1,right,F. Campazzo 27' 3PT  (12 PTS) (N. Jokic 5 AST),"[1630267, 203999]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,27.06,Made,,,,,,,,,,12.0,N. Jokic,203999.0,5.0,,,,,
497,PT08M05.00S,2021-02-17T01:53:38.8Z,4,REGULAR,3pt,Jump Shot,[],1630174,20.18725361366623,89.77481617647058,1610612738,93,84,2021-02-17T01:53:44Z,4920000,-199.0,137.0,1,left,MISS A. Nesmith 24' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,24.17,Missed,,,,,,,,,,,,,,,,,,
498,PT08M02.00S,2021-02-17T01:53:41.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,93,84,2021-02-17T01:53:44Z,4930000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,497.0,,,,,,,,,,,,,,,,,
499,PT08M02.00S,2021-02-17T01:53:45.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,93,84,2021-02-17T01:53:45Z,4940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT08M02.00S,2021-02-17T01:53:46.6Z,4,REGULAR,substitution,out,[],1630174,,,1610612738,93,84,2021-02-17T01:53:51Z,4950000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
501,PT08M02.00S,2021-02-17T01:53:46.6Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,93,84,2021-02-17T01:53:51Z,4960000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
502,PT07M55.00S,2021-02-17T01:54:09.1Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,13.61695137976347,79.23560049019608,1610612738,93,84,2021-02-17T01:54:15Z,4970000,-146.0,75.0,1,left,MISS J. Tatum 16' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,16.45,Missed,,,,,,,,,,,,,,,,,,
503,PT07M51.00S,2021-02-17T01:54:13.1Z,4,REGULAR,rebound,defensive,[],1630267,,,1610612743,93,84,2021-02-17T01:54:15Z,4980000,,,0,,F. Campazzo REBOUND (Off:1 Def:2),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,502.0,3.0,2.0,1.0,,,,,,,,,,,,,,
504,PT07M42.00S,2021-02-17T01:54:21.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203210,88.38699080157687,45.90226715686275,1610612743,93,84,2021-02-17T01:58:36Z,4990000,-20.0,57.0,1,right,MISS J. Green 6' cutting Layup,[203210],1610612743.0,DEN,cutting,,,Green,J. Green,,,,,6.03,Missed,,,,,,,,,,,,,,,,,,
505,PT07M39.00S,2021-02-17T01:54:24.9Z,4,REGULAR,rebound,offensive,[],203210,,,1610612743,93,84,2021-02-17T01:56:37Z,5000000,,,0,,J. Green REBOUND (Off:1 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,504.0,2.0,1.0,1.0,,,,,,,,,,,,,,
506,PT07M38.00S,2021-02-17T01:54:27.1Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203210,94.40999984741211,50.0,1610612743,93,84,2021-02-17T01:56:43Z,5010000,0.0,0.0,1,right,MISS J. Green tip Layup,[203210],1610612743.0,DEN,tip,,,Green,J. Green,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
507,PT07M37.00S,2021-02-17T01:54:28.1Z,4,REGULAR,rebound,offensive,[],203210,,,1610612743,93,84,2021-02-17T01:56:43Z,5020000,,,0,,J. Green REBOUND (Off:2 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,506.0,3.0,1.0,2.0,,,,,,,,,,,,,,
508,PT07M36.00S,2021-02-17T01:54:28.5Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203210,94.40999984741211,50.0,1610612743,93,84,2021-02-17T01:56:47Z,5030000,0.0,0.0,1,right,MISS J. Green tip Layup,[203210],1610612743.0,DEN,tip,,,Green,J. Green,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
509,PT07M35.00S,2021-02-17T01:54:29.5Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,93,84,2021-02-17T01:56:47Z,5040000,,,0,,R. Williams III REBOUND (Off:3 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,508.0,7.0,4.0,3.0,,,,,,,,,,,,,,
510,PT07M30.00S,2021-02-17T01:54:39.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,93,84,2021-02-17T01:54:39Z,5050000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT07M30.00S,2021-02-17T01:56:54.0Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,93,84,2021-02-17T01:57:18Z,5060000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
512,PT07M30.00S,2021-02-17T01:56:54.0Z,4,REGULAR,substitution,out,[],1629750,,,1610612738,93,84,2021-02-17T01:57:18Z,5070000,,,0,,SUB out: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
513,PT07M30.00S,2021-02-17T01:56:54.0Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,93,84,2021-02-17T01:57:18Z,5080000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
514,PT07M30.00S,2021-02-17T01:56:54.0Z,4,REGULAR,substitution,in,[],1628400,,,1610612738,93,84,2021-02-17T01:57:18Z,5090000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
515,PT07M18.00S,2021-02-17T01:57:43.1Z,4,REGULAR,3pt,Jump Shot,[],1627759,24.26084099868594,12.323835784313726,1610612738,96,84,2021-02-17T01:57:47Z,5100000,188.0,176.0,1,left,J. Brown 25' 3PT  (24 PTS) (P. Pritchard 7 AST),"[1627759, 1630202]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.75,Made,,,,,,,,,,24.0,P. Pritchard,1630202.0,7.0,,,,,
517,PT06M49.00S,2021-02-17T01:58:11.8Z,4,REGULAR,3pt,Jump Shot,[],1630267,74.32654402102497,88.05912990196079,1610612743,96,84,2021-02-17T02:00:38Z,5120000,190.0,189.0,1,right,MISS F. Campazzo 26' step back 3PT,[1630267],1610612743.0,DEN,step back,,,Campazzo,F. Campazzo,,,,,26.81,Missed,,,,,,,,,,,,,,,,,,
518,PT06M46.00S,2021-02-17T01:58:15.4Z,4,REGULAR,rebound,offensive,[],203210,,,1610612743,96,84,2021-02-17T01:58:15Z,5130000,,,0,,J. Green REBOUND (Off:3 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,517.0,4.0,1.0,3.0,,,,,,,,,,,,,,
519,PT06M44.00S,2021-02-17T01:58:17.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203999,66.04796320630749,52.51991421568627,1610612743,96,84,2021-02-17T01:58:22Z,5140000,13.0,267.0,1,right,MISS N. Jokic 26' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,26.69,Missed,,,,,,,,,,,,,,,,,,
520,PT06M39.00S,2021-02-17T01:58:22.1Z,4,REGULAR,rebound,defensive,[],1628400,,,1610612738,96,84,2021-02-17T01:58:22Z,5150000,,,0,,S. Ojeleye REBOUND (Off:1 Def:4),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,519.0,5.0,4.0,1.0,,,,,,,,,,,,,,
521,PT06M25.00S,2021-02-17T01:58:35.5Z,4,REGULAR,2pt,Jump Shot,[],202689,24.78646517739816,45.41207107843137,1610612738,96,84,2021-02-17T01:58:56Z,5160000,23.0,180.0,1,left,MISS K. Walker 18' Jump Shot,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,18.19,Missed,,,,,,,,,,,,,,,,,,
522,PT06M23.00S,2021-02-17T01:58:37.5Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,96,84,2021-02-17T01:58:56Z,5170000,,,0,,N. Jokic REBOUND (Off:3 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,521.0,6.0,3.0,3.0,,,,,,,,,,,,,,
523,PT06M12.00S,2021-02-17T01:58:49.4Z,4,REGULAR,2pt,Jump Shot,[],203999,72.7147667542707,63.57230392156863,1610612743,96,86,2021-02-17T01:59:11Z,5180000,68.0,204.0,1,right,N. Jokic 21' Jump Shot (41 PTS) (F. Campazzo 6 AST),"[203999, 1630267]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,21.5,Made,,,,,,,,,,41.0,F. Campazzo,1630267.0,6.0,,,,,
525,PT05M51.00S,2021-02-17T01:59:12.4Z,4,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,96,86,2021-02-17T02:02:43Z,5200000,,,0,,J. Brown lost ball out-of-bounds TURNOVER (6 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,,,,,,,2530.0,,,,,,,,,6.0,,,,
526,PT05M51.00S,2021-02-17T01:59:16.0Z,4,REGULAR,substitution,out,[],1630181,,,1610612743,96,86,2021-02-17T01:59:38Z,5210000,,,0,,SUB out: R. Hampton,[1630181],1610612743.0,DEN,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
527,PT05M51.00S,2021-02-17T01:59:16.0Z,4,REGULAR,substitution,in,[],1627750,,,1610612743,96,86,2021-02-17T01:59:38Z,5220000,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,
528,PT05M43.00S,2021-02-17T01:59:44.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203999,72.48685939553219,82.66697303921569,1610612743,96,86,2021-02-17T01:59:49Z,5230000,163.0,206.0,1,right,MISS N. Jokic 26' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,
529,PT05M40.00S,2021-02-17T01:59:47.0Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,96,86,2021-02-17T01:59:49Z,5240000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,528.0,4.0,4.0,0.0,,,,,,,,,,,,,,
530,PT05M36.00S,2021-02-17T01:59:50.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202689,25.443495400788436,81.93167892156863,1610612738,96,86,2021-02-17T01:59:59Z,5250000,-160.0,187.0,1,left,MISS K. Walker 24' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,24.57,Missed,,,,,,,,,,,,,,,,,,
531,PT05M32.00S,2021-02-17T01:59:54.4Z,4,REGULAR,rebound,defensive,[],203210,,,1610612743,96,86,2021-02-17T01:59:59Z,5260000,,,0,,J. Green REBOUND (Off:3 Def:2),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,530.0,5.0,2.0,3.0,,,,,,,,,,,,,,
532,PT05M29.00S,2021-02-17T01:59:58.9Z,4,REGULAR,turnover,traveling,[],1630267,,,1610612743,96,86,2021-02-17T02:00:05Z,5270000,,,0,,F. Campazzo traveling TURNOVER (1 TO),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,1204.0,,,,,,,,,1.0,,,,
533,PT05M29.00S,2021-02-17T02:00:03.0Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,96,86,2021-02-17T02:00:09Z,5280000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
534,PT05M29.00S,2021-02-17T02:00:03.0Z,4,REGULAR,substitution,in,[],202684,,,1610612738,96,86,2021-02-17T02:00:09Z,5290000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
535,PT05M13.00S,2021-02-17T02:00:32.6Z,4,REGULAR,foul,personal,['2freethrow'],203999,,,1610612738,96,86,2021-02-17T02:00:41Z,5300000,,,0,,N. Jokic shooting personal FOUL (3 PF) (Walker 2 FT),"[203999, 202689]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,,,,,,,1204.0,3.0,0.0,Walker,202689.0,,,,,,,,,
537,PT05M13.00S,2021-02-17T02:01:01.1Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],202689,,,1610612738,97,86,2021-02-17T02:01:01Z,5320000,,,0,,K. Walker Free Throw 1 of 2 (16 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,16.0,,,,,,,,
538,PT05M13.00S,2021-02-17T02:01:02.3Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,97,86,2021-02-17T02:01:05Z,5330000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
539,PT05M13.00S,2021-02-17T02:01:02.3Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,97,86,2021-02-17T02:01:05Z,5340000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
540,PT05M13.00S,2021-02-17T02:01:25.2Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],202689,,,1610612738,98,86,2021-02-17T02:01:25Z,5350000,,,0,,K. Walker Free Throw 2 of 2 (17 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,17.0,,,,,,,,
541,PT05M08.00S,2021-02-17T02:01:35.4Z,4,REGULAR,foul,personal,[],202684,,,1610612743,98,86,2021-02-17T02:01:42Z,5360000,,,0,,T. Thompson personal FOUL (4 PF),"[202684, 203999]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,204058.0,4.0,0.0,Jokic,203999.0,,,,,,,,,
