actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
170,PT10M46.00S,2021-03-18T00:39:29.7Z,2,REGULAR,block,,[],201952,,,1610612739,29,22,2021-03-18T00:39:32Z,1700000,,,0,,J. Teague BLOCK (1 BLK),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M42.00S,2021-03-18T00:39:33.7Z,2,REGULAR,rebound,offensive,[],1629012,,,1610612739,29,22,2021-03-18T00:39:34Z,1710000,,,0,,C. Sexton REBOUND (Off:1 Def:1),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,169.0,2.0,1.0,1.0,,,,,,,,,,
172,PT10M41.00S,2021-03-18T00:39:34.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629012,7.30946123521682,52.029718137254896,1610612739,31,22,2021-03-18T00:39:38Z,1720000,-10.0,16.0,1,left,C. Sexton driving Layup (10 PTS),[1629012],1610612739.0,CLE,driving,,,Sexton,C. Sexton,,,,,,,,,,1.91,Made,,,,,10.0,,,,,,,,,
173,PT10M30.00S,2021-03-18T00:39:45.8Z,2,REGULAR,turnover,lost ball,[],201952,,,1610612738,31,22,2021-03-18T00:39:50Z,1730000,,,0,,J. Teague lost ball TURNOVER (2 TO),"[201952, 1626224]",1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,2.0,,,,,,Osman,1626224.0,
174,PT10M30.00S,2021-03-18T00:39:45.8Z,2,REGULAR,steal,,[],1626224,,,1610612739,31,22,2021-03-18T00:39:48Z,1740000,,,0,,C. Osman STEAL (2 STL),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M30.00S,2021-03-18T00:39:51.6Z,2,REGULAR,turnover,out-of-bounds,[],1626224,,,1610612739,31,22,2021-03-18T00:39:57Z,1750000,,,0,,C. Osman lost ball out-of-bounds TURNOVER (1 TO),[1626224],1610612739.0,CLE,lost ball,,,Osman,C. Osman,,,,,1627529.0,,,,,,,,,,,,1.0,,,,,,,,
176,PT10M08.00S,2021-03-18T00:40:24.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629684,94.56307490144546,51.53952205882353,1610612738,31,22,2021-03-18T00:40:28Z,1760000,8.0,-1.0,1,right,MISS G. Williams driving Layup,[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,,,,,,0.78,Missed,,,,,,,,,,,,,,
177,PT10M05.00S,2021-03-18T00:40:26.5Z,2,REGULAR,rebound,defensive,[],1629012,,,1610612739,31,22,2021-03-18T00:40:26Z,1770000,,,0,,C. Sexton REBOUND (Off:1 Def:2),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,176.0,3.0,2.0,1.0,,,,,,,,,,
178,PT09M51.00S,2021-03-18T00:40:40.7Z,2,REGULAR,3pt,Jump Shot,[],1629731,24.26084099868594,13.549325980392158,1610612739,31,22,2021-03-18T00:40:44Z,1780000,182.0,176.0,1,left,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,25.31,Missed,,,,,,,,,,,,,,
179,PT09M48.00S,2021-03-18T00:40:43.7Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,31,22,2021-03-18T00:40:44Z,1790000,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,178.0,5.0,3.0,2.0,,,,,,,,,,
180,PT09M43.00S,2021-03-18T00:40:48.1Z,2,REGULAR,3pt,Jump Shot,[],1628369,69.59592641261499,17.22579656862745,1610612738,31,22,2021-03-18T00:40:54Z,1800000,-164.0,233.0,1,right,MISS J. Tatum 28' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,28.51,Missed,,,,,,,,,,,,,,
181,PT09M40.00S,2021-03-18T00:40:51.1Z,2,REGULAR,rebound,defensive,[],201580,,,1610612739,31,22,2021-03-18T00:40:54Z,1810000,,,0,,J. McGee REBOUND (Off:1 Def:1),[201580],1610612739.0,CLE,,,,McGee,J. McGee,,,,,,,,,,,,180.0,2.0,1.0,1.0,,,,,,,,,,
182,PT09M22.00S,2021-03-18T00:41:08.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201580,10.726018396846255,41.98069852941176,1610612739,33,22,2021-03-18T00:41:15Z,1820000,40.0,48.0,1,left,J. McGee 6' turnaround Hook (4 PTS),[201580],1610612739.0,CLE,turnaround,,,McGee,J. McGee,,,,,,,,,,6.28,Made,,,,,4.0,,,,,,,,,
183,PT09M04.00S,2021-03-18T00:41:27.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,87.46714848883047,97.37285539215686,1610612738,33,22,2021-03-18T00:41:31Z,1830000,237.0,65.0,1,right,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,24.57,Missed,,,,,,,,,,,,,,
184,PT09M02.00S,2021-03-18T00:41:29.0Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,33,22,2021-03-18T00:41:31Z,1840000,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,183.0,1.0,1.0,0.0,,,,,,,,,,
185,PT08M39.00S,2021-03-18T00:41:53.5Z,2,REGULAR,2pt,Jump Shot,[],1629012,8.09789750328515,27.76501225490196,1610612739,35,22,2021-03-18T00:41:57Z,1850000,111.0,24.0,1,left,C. Sexton 11' fadeaway Jump Shot (12 PTS),[1629012],1610612739.0,CLE,fadeaway,,,Sexton,C. Sexton,,,,,,,,,,11.37,Made,,,,,12.0,,,,,,,,,
186,PT08M39.00S,2021-03-18T00:41:58.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,35,22,2021-03-18T00:41:58Z,1860000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M39.00S,2021-03-18T00:44:00.6Z,2,REGULAR,substitution,out,[],1629012,,,1610612738,35,22,2021-03-18T00:44:31Z,1870000,,,0,,SUB out: C. Sexton,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M39.00S,2021-03-18T00:44:00.6Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,35,22,2021-03-18T00:44:31Z,1880000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M39.00S,2021-03-18T00:44:00.6Z,2,REGULAR,substitution,out,[],201952,,,1610612738,35,22,2021-03-18T00:44:31Z,1890000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M39.00S,2021-03-18T00:44:00.6Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,35,22,2021-03-18T00:44:31Z,1900000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M39.00S,2021-03-18T00:44:00.6Z,2,REGULAR,substitution,in,[],1626188,,,1610612738,35,22,2021-03-18T00:44:31Z,1910000,,,0,,SUB in: Q. Cook,[1626188],1610612739.0,CLE,,,,Cook,Q. Cook,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M39.00S,2021-03-18T00:44:00.6Z,2,REGULAR,substitution,in,[],1628464,,,1610612738,35,22,2021-03-18T00:44:31Z,1920000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M39.00S,2021-03-18T00:44:00.6Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,35,22,2021-03-18T00:44:31Z,1930000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M39.00S,2021-03-18T00:44:00.6Z,2,REGULAR,substitution,in,[],1628400,,,1610612738,35,22,2021-03-18T00:44:31Z,1940000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M26.00S,2021-03-18T00:44:59.5Z,2,REGULAR,3pt,Jump Shot,[],1627759,84.05059132720105,5.215992647058823,1610612738,35,25,2021-03-18T00:45:03Z,1950000,-224.0,97.0,1,right,J. Brown 24' 3PT  (3 PTS) (D. Theis 3 AST),"[1627759, 1628464]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,24.42,Made,,,,,3.0,,D. Theis,1628464.0,3.0,,,,,
197,PT08M09.00S,2021-03-18T00:45:15.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201580,6.521024967148489,54.970894607843135,1610612739,35,25,2021-03-18T00:45:20Z,1970000,-25.0,9.0,1,left,MISS J. McGee alley-oop Layup,[201580],1610612739.0,CLE,alley-oop,,,McGee,J. McGee,,,,,,,,,,2.64,Missed,,,,,,,,,,,,,,
198,PT08M07.00S,2021-03-18T00:45:17.8Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,35,25,2021-03-18T00:45:20Z,1980000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,197.0,3.0,2.0,1.0,,,,,,,,,,
268,PT08M00.00S,2021-03-18T00:45:32.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,89.01116951379764,38.65655637254902,1610612738,35,25,2021-03-18T00:55:03Z,1985000,-57.0,51.0,1,right,MISS J. Brown 7' driving Layup - blocked,"[1627759, 1629685]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,7.61,Missed,,,,,,,,,,Windler,1629685.0,,,
269,PT08M00.00S,2021-03-18T00:45:32.9Z,2,REGULAR,block,,[],1629685,,,1610612738,35,25,2021-03-18T00:55:03Z,1987500,,,0,,D. Windler BLOCK (1 BLK),[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT08M00.00S,2021-03-18T00:45:32.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,35,25,2021-03-18T00:55:03Z,1988750,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,268.0,,,,,,,,,,,,,
199,PT08M00.00S,2021-03-18T00:45:50.1Z,2,REGULAR,jumpball,recovered,[],1628369,,,1610612738,35,25,2021-03-18T00:45:50Z,1990000,,,0,,Jump Ball J. Brown vs. D. Windler: Tip to J. Tatum,"[1628369, 1627759, 1629685]",1610612738.0,BOS,heldball,J. Tatum,1628369.0,Tatum,J. Tatum,Brown,1627759.0,Windler,1629685.0,,,,,,,,,,,,,,,,,,,,,
202,PT07M52.00S,2021-03-18T00:45:58.0Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,35,25,2021-03-18T00:46:01Z,2020000,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 201580]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,1.0,,,,,,McGee,201580.0,
203,PT07M52.00S,2021-03-18T00:45:58.0Z,2,REGULAR,steal,,[],201580,,,1610612739,35,25,2021-03-18T00:46:00Z,2030000,,,0,,J. McGee STEAL (1 STL),[201580],1610612739.0,CLE,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M46.00S,2021-03-18T00:46:03.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629731,6.521024967148489,50.06893382352941,1610612739,37,25,2021-03-18T00:46:33Z,2040000,0.0,9.0,1,left,D. Wade running DUNK (2 PTS) (C. Osman 2 AST),"[1629731, 1626224]",1610612739.0,CLE,running,,,Wade,D. Wade,,,,,,,,,,0.88,Made,,,,,2.0,,C. Osman,1626224.0,2.0,,,,,
206,PT07M30.00S,2021-03-18T00:46:23.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,37,25,2021-03-18T00:46:23Z,2060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M25.00S,2021-03-18T00:46:46.0Z,2,REGULAR,foul,offensive,[],1628464,,,1610612738,37,25,2021-03-18T00:46:54Z,2070000,,,0,,D. Theis offensive FOUL (2 PF),"[1628464, 1629731]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,1627541.0,2.0,0.0,Wade,1629731.0,,,,,,,,,,,,,,,,
209,PT07M25.00S,2021-03-18T00:46:46.0Z,2,REGULAR,turnover,offensive foul,[],1628464,,,1610612738,37,25,2021-03-18T00:46:46Z,2090000,,,0,,D. Theis offensive foul TURNOVER (2 TO),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,1627541.0,,,,,,,,,,,,2.0,,,,,,,,
210,PT07M25.00S,2021-03-18T00:46:55.1Z,2,REGULAR,substitution,out,[],1629685,,,1610612739,37,25,2021-03-18T00:47:07Z,2100000,,,0,,SUB out: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M25.00S,2021-03-18T00:46:55.1Z,2,REGULAR,substitution,out,[],1630202,,,1610612739,37,25,2021-03-18T00:47:07Z,2110000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M25.00S,2021-03-18T00:46:55.1Z,2,REGULAR,substitution,in,[],1630171,,,1610612739,37,25,2021-03-18T00:47:07Z,2120000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M25.00S,2021-03-18T00:46:55.1Z,2,REGULAR,substitution,in,[],203935,,,1610612739,37,25,2021-03-18T00:47:07Z,2130000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M14.00S,2021-03-18T00:47:14.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626224,28.86005256241787,77.0297181372549,1610612739,40,25,2021-03-18T00:47:18Z,2140000,-135.0,219.0,1,left,C. Osman 25' 3PT  (5 PTS) (I. Okoro 2 AST),"[1626224, 1630171]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,25.71,Made,,,,,5.0,,I. Okoro,1630171.0,2.0,,,,,
216,PT06M59.00S,2021-03-18T00:47:36.1Z,2,REGULAR,foul,technical,['1freethrow'],1626224,,,1610612738,40,25,2021-03-18T00:47:45Z,2160000,,,0,,C. Osman defensive-3-second technical FOUL (1 Tech),[1626224],1610612739.0,CLE,defensive-3-second,,,Osman,C. Osman,,,,,1151.0,0.0,1.0,,,,,,,,,,,,,,,,,,
217,PT06M59.00S,2021-03-18T00:47:48.8Z,2,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,40,26,2021-03-18T00:47:48Z,2170000,,,0,,J. Tatum technical Free Throw 1 of 1 (5 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,
218,PT06M59.00S,2021-03-18T00:47:55.5Z,2,REGULAR,substitution,out,[],1626224,,,1610612738,40,26,2021-03-18T00:48:23Z,2180000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M59.00S,2021-03-18T00:47:55.5Z,2,REGULAR,substitution,out,[],1629731,,,1610612738,40,26,2021-03-18T00:48:23Z,2190000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M59.00S,2021-03-18T00:47:55.5Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,40,26,2021-03-18T00:48:23Z,2200000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M59.00S,2021-03-18T00:47:55.5Z,2,REGULAR,substitution,in,[],1626204,,,1610612738,40,26,2021-03-18T00:48:23Z,2210000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M59.00S,2021-03-18T00:47:55.5Z,2,REGULAR,substitution,in,[],1629636,,,1610612738,40,26,2021-03-18T00:48:23Z,2220000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M59.00S,2021-03-18T00:47:55.5Z,2,REGULAR,substitution,in,[],1629035,,,1610612738,40,26,2021-03-18T00:48:23Z,2230000,,,0,,SUB in: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M48.00S,2021-03-18T00:48:32.7Z,2,REGULAR,3pt,Jump Shot,[],203935,64.86530880420499,34.872855392156865,1610612738,40,26,2021-03-18T00:48:37Z,2240000,-76.0,278.0,1,right,MISS M. Smart 28' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,28.79,Missed,,,,,,,,,,,,,,
225,PT06M45.00S,2021-03-18T00:48:35.7Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612739,40,26,2021-03-18T00:48:37Z,2250000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:5),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,224.0,5.0,5.0,0.0,,,,,,,,,,
226,PT06M35.00S,2021-03-18T00:48:46.7Z,2,REGULAR,turnover,lost ball,[],201580,,,1610612739,40,26,2021-03-18T00:48:51Z,2260000,,,0,,J. McGee lost ball TURNOVER (1 TO),"[201580, 203935]",1610612739.0,CLE,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,1.0,,,,,,Smart,203935.0,
227,PT06M35.00S,2021-03-18T00:48:46.7Z,2,REGULAR,steal,,[],203935,,,1610612738,40,26,2021-03-18T00:57:43Z,2270000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M30.00S,2021-03-18T00:48:51.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,93.51182654402102,51.78462009803921,1610612738,40,26,2021-03-18T00:49:03Z,2280000,9.0,8.0,1,right,MISS J. Brown cutting Layup - blocked,"[1627759, 1626204]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,,,,,,1.23,Missed,,,,,,,,,,Nance Jr.,1626204.0,,,
229,PT06M30.00S,2021-03-18T00:48:51.6Z,2,REGULAR,block,,[],1626204,,,1610612738,40,26,2021-03-18T00:49:00Z,2290000,,,0,,L. Nance Jr. BLOCK (1 BLK),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M29.00S,2021-03-18T00:48:52.6Z,2,REGULAR,rebound,offensive,[],1628400,,,1610612738,40,26,2021-03-18T00:49:03Z,2300000,,,0,,S. Ojeleye REBOUND (Off:1 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,228.0,2.0,1.0,1.0,,,,,,,,,,
231,PT06M29.00S,2021-03-18T00:49:03.9Z,2,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612738,40,26,2021-03-18T00:49:17Z,2310000,,,0,,I. Okoro shooting personal FOUL (2 PF) (Ojeleye 2 FT),"[1630171, 1628400]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,1627529.0,2.0,0.0,Ojeleye,1628400.0,,,,,,,,,,,,,,,,
233,PT06M29.00S,2021-03-18T00:49:25.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628400,,,1610612738,40,27,2021-03-18T00:49:25Z,2330000,,,0,,S. Ojeleye Free Throw 1 of 2 (1 PTS),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,Made,,,,,1.0,,,,,,,,,
234,PT06M29.00S,2021-03-18T00:49:28.8Z,2,REGULAR,substitution,out,[],201580,,,1610612738,40,27,2021-03-18T00:49:42Z,2340000,,,0,,SUB out: J. McGee,[201580],1610612739.0,CLE,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M29.00S,2021-03-18T00:49:28.8Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,40,27,2021-03-18T00:49:42Z,2350000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M29.00S,2021-03-18T00:49:28.8Z,2,REGULAR,substitution,in,[],1628386,,,1610612738,40,27,2021-03-18T00:49:42Z,2360000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M29.00S,2021-03-18T00:49:28.8Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,40,27,2021-03-18T00:49:42Z,2370000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M29.00S,2021-03-18T00:49:49.3Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628400,,,1610612738,40,28,2021-03-18T00:49:49Z,2380000,,,0,,S. Ojeleye Free Throw 2 of 2 (2 PTS),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,Made,,,,,2.0,,,,,,,,,
239,PT06M08.00S,2021-03-18T00:50:13.1Z,2,REGULAR,3pt,Jump Shot,[],1629636,36.74441524310118,29.970894607843135,1610612739,40,28,2021-03-18T00:50:17Z,2390000,100.0,293.0,1,left,MISS D. Garland 30' step back 3PT,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,,,,,,30.95,Missed,,,,,,,,,,,,,,
240,PT06M06.00S,2021-03-18T00:50:15.1Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,40,28,2021-03-18T00:50:17Z,2400000,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,239.0,6.0,4.0,2.0,,,,,,,,,,
241,PT05M56.00S,2021-03-18T00:50:24.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629057,88.38699080157687,53.01011029411765,1610612738,40,30,2021-03-18T00:50:28Z,2410000,15.0,57.0,1,right,R. Williams III Jump Shot (4 PTS) (J. Brown 2 AST),"[1629057, 1627759]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,5.87,Made,,,,,4.0,,J. Brown,1627759.0,2.0,,,,,
243,PT05M31.00S,2021-03-18T00:50:53.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612739,40,30,2021-03-18T00:50:58Z,2430000,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,1151.0,,,,,,,,,,,,,,,,,,,,
244,PT05M19.00S,2021-03-18T00:51:18.2Z,2,REGULAR,foul,personal,['3freethrow'],1626188,,,1610612738,40,30,2021-03-18T00:51:30Z,2440000,,,0,,Q. Cook shooting personal FOUL (1 PF) (Smart 3 FT),"[1626188, 203935]",1610612739.0,CLE,shooting,,,Cook,Q. Cook,,,,,1627541.0,1.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
246,PT05M19.00S,2021-03-18T00:51:44.6Z,2,REGULAR,freethrow,1 of 3,['fromturnover'],203935,,,1610612738,40,31,2021-03-18T00:51:44Z,2460000,,,0,,M. Smart Free Throw 1 of 3 (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,Made,,,,,7.0,,,,,,,,,
247,PT05M19.00S,2021-03-18T00:51:58.0Z,2,REGULAR,freethrow,2 of 3,['fromturnover'],203935,,,1610612738,40,31,2021-03-18T00:51:58Z,2470000,,,0,,MISS M. Smart Free Throw 2 of 3,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,Missed,,,,,,,,,,,,,,
248,PT05M19.00S,2021-03-18T00:51:58.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,40,31,2021-03-18T00:51:58Z,2480000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,247.0,,,,,,,,,,,,,
249,PT05M19.00S,2021-03-18T00:52:02.6Z,2,REGULAR,substitution,out,[],1626188,,,1610612738,40,31,2021-03-18T00:52:05Z,2490000,,,0,,SUB out: Q. Cook,[1626188],1610612739.0,CLE,,,,Cook,Q. Cook,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M19.00S,2021-03-18T00:52:02.6Z,2,REGULAR,substitution,in,[],1629012,,,1610612738,40,31,2021-03-18T00:52:05Z,2500000,,,0,,SUB in: C. Sexton,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M19.00S,2021-03-18T00:52:11.9Z,2,REGULAR,freethrow,3 of 3,['fromturnover'],203935,,,1610612738,40,32,2021-03-18T00:52:11Z,2510000,,,0,,M. Smart Free Throw 3 of 3 (8 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,Made,,,,,8.0,,,,,,,,,
252,PT05M07.00S,2021-03-18T00:52:31.9Z,2,REGULAR,foul,personal,[],203935,,,1610612739,40,32,2021-03-18T00:55:44Z,2520000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 1628386]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,1627529.0,1.0,0.0,Allen,1628386.0,,,,,,,,,,,,,,,,
254,PT04M58.00S,2021-03-18T00:53:02.2Z,2,REGULAR,3pt,Jump Shot,[],1629636,27.414586070959263,17.47089460784314,1610612739,43,32,2021-03-18T00:53:05Z,2540000,163.0,205.0,1,left,D. Garland 26' 3PT  (11 PTS) (C. Sexton 2 AST),"[1629636, 1629012]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,26.18,Made,,,,,11.0,,C. Sexton,1629012.0,2.0,,,,,
