actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
435,PT01M41.00S,2021-03-18T01:42:36.1Z,3,REGULAR,rebound,defensive,[],201580,,,1610612739,78,67,2021-03-18T01:42:37Z,4310000,,,0,,J. McGee REBOUND (Off:1 Def:2),[201580],1610612739.0,CLE,,,,McGee,J. McGee,,,,,,,,,,,,434.0,3.0,2.0,1.0,,,,,,,,,,
436,PT01M27.00S,2021-03-18T01:42:50.6Z,3,REGULAR,turnover,bad pass,[],1626204,,,1610612739,78,67,2021-03-18T01:42:54Z,4320000,,,0,,L. Nance Jr. bad pass TURNOVER (2 TO),"[1626204, 1629057]",1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,2.0,,,,,,Williams III,1629057.0,
437,PT01M27.00S,2021-03-18T01:42:50.6Z,3,REGULAR,steal,,[],1629057,,,1610612738,78,67,2021-03-18T01:42:52Z,4330000,,,0,,R. Williams III STEAL (2 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT01M23.00S,2021-03-18T01:42:54.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,6.783837056504599,50.314031862745104,1610612738,78,69,2021-03-18T01:43:08Z,4340000,-2.0,11.0,1,left,J. Brown running finger roll Layup (18 PTS) (P. Pritchard 1 AST),"[1627759, 1630202]",1610612738.0,BOS,running finger roll,,,Brown,J. Brown,,,,,,,,,,1.14,Made,,,,,18.0,,P. Pritchard,1630202.0,1.0,,,,,
440,PT01M07.00S,2021-03-18T01:43:18.1Z,3,REGULAR,turnover,out-of-bounds,[],1629636,,,1610612739,78,69,2021-03-18T01:43:25Z,4360000,,,0,,D. Garland step out-of-bounds TURNOVER (1 TO),[1629636],1610612739.0,CLE,step,,,Garland,D. Garland,,,,,1151.0,,,,,,,,,,,,1.0,,,,,,,,
441,PT00M48.80S,2021-03-18T01:43:47.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,10.463206307490145,35.60814950980392,1610612738,78,71,2021-03-18T01:43:52Z,4370000,72.0,46.0,1,left,J. Brown 8' driving floating Jump Shot (20 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,,,,8.54,Made,,,,,20.0,,,,,,,,,
442,PT00M34.60S,2021-03-18T01:44:06.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612739,78,71,2021-03-18T01:44:13Z,4380000,,,0,,G. Williams personal FOUL (2 PF) (McGee 2 FT),"[1629684, 201580]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,1151.0,2.0,0.0,McGee,201580.0,,,,,,,,,,,,,,,,
444,PT00M34.60S,2021-03-18T01:44:32.2Z,3,REGULAR,freethrow,1 of 2,[],201580,,,1610612739,79,71,2021-03-18T01:44:49Z,4400000,,,0,,J. McGee Free Throw 1 of 2 (5 PTS),[201580],1610612739.0,CLE,,,,McGee,J. McGee,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,
445,PT00M34.60S,2021-03-18T01:44:32.2Z,3,REGULAR,freethrow,2 of 2,[],201580,,,1610612739,79,71,2021-03-18T01:44:49Z,4410000,,,0,,MISS J. McGee Free Throw 2 of 2,[201580],1610612739.0,CLE,,,,McGee,J. McGee,,,,,,,,,,,Missed,,,,,,,,,,,,,,
446,PT00M32.70S,2021-03-18T01:44:34.1Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,79,71,2021-03-18T01:44:49Z,4420000,,,0,,R. Williams III REBOUND (Off:3 Def:9),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,445.0,12.0,9.0,3.0,,,,,,,,,,
447,PT00M24.80S,2021-03-18T01:45:00.1Z,3,REGULAR,foul,personal,['2freethrow'],1626224,,,1610612738,79,71,2021-03-18T01:45:12Z,4430000,,,0,,C. Osman shooting personal FOUL (1 PF) (Pritchard 2 FT),"[1626224, 1630202]",1610612739.0,CLE,shooting,,,Osman,C. Osman,,,,,1627529.0,1.0,1.0,Pritchard,1630202.0,,,,,,,,,,,,,,,,
449,PT00M24.80S,2021-03-18T01:45:23.4Z,3,REGULAR,freethrow,1 of 2,[],1630202,,,1610612738,79,71,2021-03-18T01:45:23Z,4450000,,,0,,MISS P. Pritchard Free Throw 1 of 2,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,Missed,,,,,,,,,,,,,,
450,PT00M24.80S,2021-03-18T01:45:23.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,79,71,2021-03-18T01:45:23Z,4460000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,449.0,,,,,,,,,,,,,
451,PT00M24.80S,2021-03-18T01:45:29.3Z,3,REGULAR,substitution,out,[],201580,,,1610612738,79,71,2021-03-18T01:45:37Z,4470000,,,0,,SUB out: J. McGee,[201580],1610612739.0,CLE,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT00M24.80S,2021-03-18T01:45:29.3Z,3,REGULAR,substitution,in,[],1629012,,,1610612738,79,71,2021-03-18T01:45:37Z,4480000,,,0,,SUB in: C. Sexton,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT00M24.80S,2021-03-18T01:45:49.2Z,3,REGULAR,freethrow,2 of 2,[],1630202,,,1610612738,79,72,2021-03-18T01:45:49Z,4490000,,,0,,P. Pritchard Free Throw 2 of 2 (7 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,Made,,,,,7.0,,,,,,,,,
454,PT00M03.90S,2021-03-18T01:46:14.5Z,3,REGULAR,3pt,Jump Shot,[],1629731,93.82391590013141,97.88602941176471,1610612739,82,72,2021-03-18T01:49:11Z,4500000,239.0,6.0,1,right,D. Wade 3PT  (5 PTS) (C. Osman 3 AST),"[1629731, 1626224]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,23.95,Made,,,,,5.0,,C. Osman,1626224.0,3.0,,,,,
456,PT00M02.00S,2021-03-18T01:46:25.4Z,3,REGULAR,2pt,Jump Shot,[],1627759,18.610381077529567,12.568933823529413,1610612738,82,72,2021-03-18T01:47:58Z,4520000,187.0,122.0,1,left,MISS J. Brown 22' running Shot,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,,,,,,22.37,Missed,,,,,,,,,,,,,,
457,PT00M01.00S,2021-03-18T01:46:26.4Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,82,72,2021-03-18T01:47:58Z,4530000,,,0,,R. Williams III REBOUND (Off:4 Def:9),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,456.0,13.0,9.0,4.0,,,,,,,,,,
460,PT00M01.00S,2021-03-18T01:46:38.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,7.35873850197109,42.493872549019606,1610612738,82,74,2021-03-18T01:48:30Z,4540000,38.0,17.0,1,left,R. Williams III tip Layup (10 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,,,,,,4.11,Made,,,,,10.0,,,,,,,,,
459,PT00M00.00S,2021-03-18T01:46:51.3Z,3,REGULAR,period,end,[],0,,,1610612739,82,74,2021-03-18T01:48:30Z,4550000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT12M00.00S,2021-03-18T01:48:47.7Z,4,REGULAR,substitution,out,['startperiod'],1629636,,,1610612739,82,74,2021-03-18T01:49:18Z,4560000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT12M00.00S,2021-03-18T01:48:47.7Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612739,82,74,2021-03-18T01:49:18Z,4570000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2021-03-18T01:48:47.7Z,4,REGULAR,substitution,in,['startperiod'],1629685,,,1610612739,82,74,2021-03-18T01:49:18Z,4580000,,,0,,SUB in: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT12M00.00S,2021-03-18T01:48:47.7Z,4,REGULAR,substitution,in,['startperiod'],1628369,,,1610612739,82,74,2021-03-18T01:49:18Z,4590000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2021-03-18T01:49:04.8Z,4,REGULAR,period,start,[],0,,,1610612739,82,74,2021-03-18T01:49:18Z,4600000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT11M43.00S,2021-03-18T01:49:24.5Z,4,REGULAR,foul,personal,[],1629684,,,1610612739,82,74,2021-03-18T01:49:34Z,4610000,,,0,,G. Williams personal FOUL (3 PF),"[1629684, 1629012]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,1627541.0,3.0,0.0,Sexton,1629012.0,,,,,,,,,,,,,,,,
468,PT11M32.00S,2021-03-18T01:49:52.0Z,4,REGULAR,turnover,bad pass,[],1629685,,,1610612739,82,74,2021-03-18T01:49:55Z,4630000,,,0,,D. Windler bad pass TURNOVER (1 TO),"[1629685, 1628369]",1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,1.0,,,,,,Tatum,1628369.0,
469,PT11M32.00S,2021-03-18T01:49:52.0Z,4,REGULAR,steal,,[],1628369,,,1610612738,82,74,2021-03-18T01:49:53Z,4640000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT11M29.00S,2021-03-18T01:49:58.7Z,4,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612738,82,74,2021-03-18T01:50:24Z,4650000,,,0,,L. Nance Jr. shooting personal FOUL (2 PF) (Williams III 2 FT),"[1626204, 1629057]",1610612739.0,CLE,shooting,,,Nance Jr.,L. Nance Jr.,,,,,1627529.0,2.0,0.0,Williams III,1629057.0,,,,,,,,,,,,,,,,
472,PT11M29.00S,2021-03-18T01:50:56.2Z,4,REGULAR,instantreplay,request,[],0,,,1610612738,82,74,2021-03-18T01:52:04Z,4670000,,,0,,,[],,,stands,,,,,,,,,1151.0,,,,,,,,,,,,,,,,,,,,Common Foul Upheld
473,PT11M29.00S,2021-03-18T01:52:35.9Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629057,,,1610612738,82,75,2021-03-18T01:52:35Z,4680000,,,0,,R. Williams III Free Throw 1 of 2 (11 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,Made,,,,,11.0,,,,,,,,,
474,PT11M29.00S,2021-03-18T01:52:35.9Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629057,,,1610612738,82,75,2021-03-18T01:52:52Z,4690000,,,0,,MISS R. Williams III Free Throw 2 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,Missed,,,,,,,,,,,,,,
475,PT11M26.00S,2021-03-18T01:52:38.9Z,4,REGULAR,rebound,defensive,[],1629685,,,1610612739,82,75,2021-03-18T01:52:52Z,4700000,,,0,,D. Windler REBOUND (Off:0 Def:2),[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,474.0,2.0,2.0,0.0,,,,,,,,,,
476,PT11M13.00S,2021-03-18T01:53:04.8Z,4,REGULAR,3pt,Jump Shot,[],1629731,69.33311432325887,70.16697303921569,1610612739,85,75,2021-03-18T01:53:08Z,4710000,101.0,236.0,1,right,D. Wade 25' 3PT  (8 PTS) (C. Sexton 4 AST),"[1629731, 1629012]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,25.64,Made,,,,,8.0,,C. Sexton,1629012.0,4.0,,,,,
478,PT10M59.00S,2021-03-18T01:53:18.7Z,4,REGULAR,3pt,Jump Shot,[],1628369,32.53942181340342,58.647365196078425,1610612738,85,78,2021-03-18T01:53:23Z,4730000,-43.0,253.0,1,left,J. Tatum 25' 3PT pullup (17 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,25.71,Made,,,,,17.0,,,,,,,,,
479,PT10M37.00S,2021-03-18T01:53:41.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,84.70762155059133,42.470894607843135,1610612739,87,78,2021-03-18T01:53:45Z,4740000,-38.0,91.0,1,right,C. Sexton 9' pullup Jump Shot (20 PTS) (L. Nance Jr. 3 AST),"[1629012, 1626204]",1610612739.0,CLE,pullup,,,Sexton,C. Sexton,,,,,,,,,,9.86,Made,,,,,20.0,,L. Nance Jr.,1626204.0,3.0,,,,,
481,PT10M24.00S,2021-03-18T01:53:52.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.440867279894875,49.82383578431372,1610612738,87,80,2021-03-18T01:53:59Z,4760000,1.0,17.0,1,left,J. Tatum driving Layup (19 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,1.74,Made,,,,,19.0,,,,,,,,,
482,PT10M12.00S,2021-03-18T01:54:07.5Z,4,REGULAR,foul,personal,['3freethrow'],201952,,,1610612739,87,80,2021-03-18T01:54:19Z,4770000,,,0,,J. Teague shooting personal FOUL (2 PF) (Osman 3 FT),"[201952, 1626224]",1610612738.0,BOS,shooting,,,Teague,J. Teague,,,,,1151.0,2.0,0.0,Osman,1626224.0,,,,,,,,,,,,,,,,
484,PT10M12.00S,2021-03-18T01:54:46.4Z,4,REGULAR,freethrow,1 of 3,[],1626224,,,1610612739,87,80,2021-03-18T01:54:46Z,4790000,,,0,,MISS C. Osman Free Throw 1 of 3,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,Missed,,,,,,,,,,,,,,
485,PT10M12.00S,2021-03-18T01:54:46.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,87,80,2021-03-18T01:54:46Z,4800000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,484.0,,,,,,,,,,,,,
486,PT10M12.00S,2021-03-18T01:55:06.7Z,4,REGULAR,freethrow,2 of 3,[],1626224,,,1610612739,88,80,2021-03-18T01:55:06Z,4810000,,,0,,C. Osman Free Throw 2 of 3 (9 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,Made,,,,,9.0,,,,,,,,,
487,PT10M12.00S,2021-03-18T01:55:08.0Z,4,REGULAR,substitution,out,[],1629057,,,1610612739,88,80,2021-03-18T01:55:19Z,4820000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT10M12.00S,2021-03-18T01:55:08.0Z,4,REGULAR,substitution,out,[],201952,,,1610612739,88,80,2021-03-18T01:55:19Z,4830000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT10M12.00S,2021-03-18T01:55:08.0Z,4,REGULAR,substitution,in,[],1627759,,,1610612739,88,80,2021-03-18T01:55:19Z,4840000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT10M12.00S,2021-03-18T01:55:08.0Z,4,REGULAR,substitution,in,[],1628464,,,1610612739,88,80,2021-03-18T01:55:19Z,4850000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT10M12.00S,2021-03-18T01:55:32.6Z,4,REGULAR,freethrow,3 of 3,[],1626224,,,1610612739,89,80,2021-03-18T01:55:32Z,4860000,,,0,,C. Osman Free Throw 3 of 3 (10 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,Made,,,,,10.0,,,,,,,,,
492,PT09M59.00S,2021-03-18T01:55:47.3Z,4,REGULAR,3pt,Jump Shot,[],1628369,28.465834428383708,78.01011029411765,1610612738,89,83,2021-03-18T01:55:52Z,4870000,-140.0,215.0,1,left,J. Tatum 25' 3PT step back (22 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,25.67,Made,,,,,22.0,,,,,,,,,
493,PT09M42.00S,2021-03-18T01:56:06.8Z,4,REGULAR,turnover,bad pass,[],1626224,,,1610612739,89,83,2021-03-18T01:56:10Z,4880000,,,0,,C. Osman bad pass TURNOVER (3 TO),"[1626224, 1627759]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,3.0,,,,,,Brown,1627759.0,
494,PT09M42.00S,2021-03-18T01:56:06.8Z,4,REGULAR,steal,,[],1627759,,,1610612738,89,83,2021-03-18T01:56:08Z,4890000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT09M42.00S,2021-03-18T01:56:09.7Z,4,REGULAR,foul,personal,[],1626204,,,1610612738,89,83,2021-03-18T01:56:16Z,4900000,,,0,,L. Nance Jr. personal FOUL (3 PF),"[1626204, 1627759]",1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,1627529.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
497,PT09M42.00S,2021-03-18T01:56:16.8Z,4,REGULAR,substitution,out,[],1629685,,,1610612738,89,83,2021-03-18T01:56:21Z,4920000,,,0,,SUB out: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT09M42.00S,2021-03-18T01:56:16.8Z,4,REGULAR,substitution,in,[],1630171,,,1610612738,89,83,2021-03-18T01:56:21Z,4930000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT09M30.00S,2021-03-18T01:56:36.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,6.652431011826544,50.314031862745104,1610612738,89,85,2021-03-18T01:56:41Z,4940000,-2.0,10.0,1,left,J. Tatum driving reverse Layup (24 PTS),[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,,,,,,1.01,Made,,,,,24.0,,,,,,,,,
500,PT09M18.00S,2021-03-18T01:56:53.4Z,4,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612739,89,85,2021-03-18T01:56:59Z,4950000,,,0,,D. Theis shooting personal FOUL (3 PF) (Sexton 2 FT),"[1628464, 1629012]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,1627529.0,3.0,0.0,Sexton,1629012.0,,,,,,,,,,,,,,,,
502,PT09M18.00S,2021-03-18T01:57:27.0Z,4,REGULAR,freethrow,1 of 2,[],1629012,,,1610612739,90,85,2021-03-18T01:57:27Z,4970000,,,0,,C. Sexton Free Throw 1 of 2 (21 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,Made,,,,,21.0,,,,,,,,,
503,PT09M18.00S,2021-03-18T01:57:29.6Z,4,REGULAR,substitution,out,[],1626224,,,1610612739,90,85,2021-03-18T01:57:36Z,4980000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT09M18.00S,2021-03-18T01:57:29.6Z,4,REGULAR,substitution,in,[],1629636,,,1610612739,90,85,2021-03-18T01:57:36Z,4990000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT09M18.00S,2021-03-18T01:57:43.4Z,4,REGULAR,freethrow,2 of 2,[],1629012,,,1610612739,91,85,2021-03-18T01:57:43Z,5000000,,,0,,C. Sexton Free Throw 2 of 2 (22 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,Made,,,,,22.0,,,,,,,,,
506,PT09M04.00S,2021-03-18T01:57:58.8Z,4,REGULAR,3pt,Jump Shot,[],1628464,32.802233902759525,60.60814950980392,1610612738,91,85,2021-03-18T01:58:04Z,5010000,-53.0,256.0,1,left,MISS D. Theis 26' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,26.12,Missed,,,,,,,,,,,,,,
507,PT09M01.00S,2021-03-18T01:58:01.8Z,4,REGULAR,rebound,offensive,[],1629684,,,1610612738,91,85,2021-03-18T01:58:04Z,5020000,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,506.0,3.0,2.0,1.0,,,,,,,,,,
508,PT09M01.00S,2021-03-18T01:58:06.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,91,85,2021-03-18T01:58:06Z,5030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT08M55.00S,2021-03-18T01:58:19.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,30.305519053876477,73.84344362745098,1610612738,91,85,2021-03-18T01:58:24Z,5040000,-119.0,232.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,26.12,Missed,,,,,,,,,,,,,,
510,PT08M52.00S,2021-03-18T01:58:22.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,91,85,2021-03-18T01:58:24Z,5050000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,509.0,,,,,,,,,,,,,
511,PT08M52.00S,2021-03-18T01:58:26.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,91,85,2021-03-18T01:58:26Z,5060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT08M52.00S,2021-03-18T01:58:34.5Z,4,REGULAR,substitution,out,[],1629731,,,1610612738,91,85,2021-03-18T01:58:40Z,5070000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT08M52.00S,2021-03-18T01:58:34.5Z,4,REGULAR,substitution,in,[],1628386,,,1610612738,91,85,2021-03-18T01:58:40Z,5080000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT08M39.00S,2021-03-18T01:58:58.4Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,15.588042049934298,30.46109068627451,1610612738,91,87,2021-03-18T01:59:09Z,5090000,98.0,94.0,1,left,J. Tatum 13' fadeaway Jump Shot (26 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,,,,13.56,Made,,,,,26.0,,,,,,,,,
515,PT08M13.00S,2021-03-18T01:59:24.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,88.12417871222075,64.03952205882352,1610612739,91,87,2021-03-18T01:59:27Z,5100000,70.0,59.0,1,right,MISS C. Sexton 9' pullup Shot,[1629012],1610612739.0,CLE,pullup,,,Sexton,C. Sexton,,,,,,,,,,9.18,Missed,,,,,,,,,,,,,,
516,PT08M13.00S,2021-03-18T01:59:26.5Z,4,REGULAR,rebound,offensive,[],1628386,,,1610612739,91,87,2021-03-18T01:59:26Z,5110000,,,0,,J. Allen REBOUND (Off:2 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,515.0,6.0,4.0,2.0,,,,,,,,,,
517,PT08M13.00S,2021-03-18T01:59:28.2Z,4,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612739,91,87,2021-03-18T01:59:38Z,5120000,,,0,,P. Pritchard shooting personal FOUL (1 PF) (Allen 2 FT),"[1630202, 1628386]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,1151.0,1.0,0.0,Allen,1628386.0,,,,,,,,,,,,,,,,
519,PT08M13.00S,2021-03-18T01:59:50.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628386,,,1610612739,91,87,2021-03-18T01:59:50Z,5140000,,,0,,MISS J. Allen Free Throw 1 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Missed,,,,,,,,,,,,,,
520,PT08M13.00S,2021-03-18T01:59:50.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,91,87,2021-03-18T01:59:50Z,5150000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,519.0,,,,,,,,,,,,,
521,PT08M13.00S,2021-03-18T02:00:03.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628386,,,1610612739,92,87,2021-03-18T02:00:03Z,5160000,,,0,,J. Allen Free Throw 2 of 2 (5 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,
522,PT08M00.00S,2021-03-18T02:00:19.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,4.944152431011826,51.53952205882353,1610612738,92,87,2021-03-18T02:00:23Z,5170000,-8.0,-6.0,1,left,MISS G. Williams Layup,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,0.98,Missed,,,,,,,,,,,,,,
523,PT08M00.00S,2021-03-18T02:00:22.1Z,4,REGULAR,rebound,offensive,[],1629684,,,1610612738,92,87,2021-03-18T02:00:22Z,5180000,,,0,,G. Williams REBOUND (Off:2 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,522.0,4.0,2.0,2.0,,,,,,,,,,
524,PT08M00.00S,2021-03-18T02:00:24.2Z,4,REGULAR,foul,personal,['2freethrow'],1629012,,,1610612738,92,87,2021-03-18T02:00:31Z,5190000,,,0,,C. Sexton shooting personal FOUL (2 PF) (Williams 2 FT),"[1629012, 1629684]",1610612739.0,CLE,shooting,,,Sexton,C. Sexton,,,,,1151.0,2.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,,
526,PT08M00.00S,2021-03-18T02:00:45.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629684,,,1610612738,92,87,2021-03-18T02:00:45Z,5210000,,,0,,MISS G. Williams Free Throw 1 of 2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,Missed,,,,,,,,,,,,,,
