actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
460,PT03M03.00S,2023-04-15T21:15:27.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.966491458607096,42.64705882352941,1610612738,93,67,2023-04-15T21:19:19Z,4580000,False,37.0,22.0,1,left,J. Brown driving Layup (22 PTS) (D. White 7 AST),"[1627759, 1628401]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,4.31,Made,22.0,,,,,,,D. White,1628401.0,7.0,,,,,
462,PT03M03.00S,2023-04-15T21:15:38.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,93,67,2023-04-15T21:15:38Z,4600000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M03.00S,2023-04-15T21:18:45.5Z,3,REGULAR,substitution,out,[],201143,,,1610612737,93,67,2023-04-15T21:19:05Z,4610000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT03M03.00S,2023-04-15T21:18:45.5Z,3,REGULAR,substitution,out,[],1627749,,,1610612737,93,67,2023-04-15T21:19:05Z,4620000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT03M03.00S,2023-04-15T21:18:45.5Z,3,REGULAR,substitution,out,[],1629631,,,1610612737,93,67,2023-04-15T21:19:05Z,4630000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M03.00S,2023-04-15T21:18:45.5Z,3,REGULAR,substitution,in,[],1630573,,,1610612737,93,67,2023-04-15T21:19:05Z,4640000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT03M03.00S,2023-04-15T21:18:45.5Z,3,REGULAR,substitution,in,[],1630552,,,1610612737,93,67,2023-04-15T21:19:05Z,4650000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M03.00S,2023-04-15T21:18:45.5Z,3,REGULAR,substitution,in,[],1629027,,,1610612737,93,67,2023-04-15T21:19:05Z,4660000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M51.00S,2023-04-15T21:19:21.2Z,3,REGULAR,3pt,Jump Shot,[],203992,68.41327201051249,29.901960784313726,1610612737,93,67,2023-04-15T21:19:28Z,4670000,False,-100.0,244.0,1,right,MISS B. Bogdanovic 26' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,,26.43,Missed,,,,,,,,,,,,,,,
470,PT02M49.00S,2023-04-15T21:19:23.2Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,93,67,2023-04-15T21:19:28Z,4680000,False,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,469.0,6.0,4.0,2.0,,,,,,,,,,
471,PT02M36.00S,2023-04-15T21:19:36.2Z,3,REGULAR,3pt,Jump Shot,[],1627763,32.40801576872536,25.98039215686275,1610612738,93,67,2023-04-15T21:22:13Z,4690000,False,120.0,252.0,1,left,MISS M. Brogdon 27' pullup 3PT,[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,,27.92,Missed,,,,,,,,,,,,,,,
472,PT02M35.00S,2023-04-15T21:19:37.2Z,3,REGULAR,rebound,defensive,[],203992,,,1610612737,93,67,2023-04-15T21:19:42Z,4700000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,,,,471.0,1.0,1.0,0.0,,,,,,,,,,
473,PT02M27.00S,2023-04-15T21:19:45.3Z,3,REGULAR,2pt,Jump Shot,[],1630552,95.53219448094612,10.56219362745098,1610612737,93,69,2023-04-15T21:19:52Z,4710000,False,-197.0,-11.0,1,right,J. Johnson 19' Jump Shot (4 PTS) (S. Bey 2 AST),"[1630552, 1630180]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Left,,,,19.75,Made,4.0,,,,,,,S. Bey,1630180.0,2.0,,,,,
475,PT02M07.00S,2023-04-15T21:20:04.9Z,3,REGULAR,3pt,Jump Shot,[],1630573,29.911300919842315,25.245098039215684,1610612738,93,69,2023-04-15T21:20:13Z,4730000,False,124.0,229.0,1,left,MISS S. Hauser 26' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,26.01,Missed,,,,,,,,,,,,,,,
476,PT02M04.00S,2023-04-15T21:20:07.9Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,93,69,2023-04-15T21:20:13Z,4740000,False,,,0,,J. Brown REBOUND (Off:3 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,475.0,8.0,5.0,3.0,,,,,,,,,,
477,PT02M01.00S,2023-04-15T21:20:14.6Z,3,REGULAR,turnover,out-of-bounds,[],1629057,,,1610612738,93,69,2023-04-15T21:20:20Z,4750000,False,,,0,,R. Williams III bad pass out-of-bounds TURNOVER (2 TO),[1629057],1610612738.0,BOS,bad pass,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,2.0,,,,,,,,,,,,,,,202049.0,,,,
478,PT02M01.00S,2023-04-15T21:20:20.5Z,3,REGULAR,substitution,out,[],1628401,,,1610612737,93,69,2023-04-15T21:20:26Z,4760000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT02M01.00S,2023-04-15T21:20:20.5Z,3,REGULAR,substitution,in,[],203935,,,1610612737,93,69,2023-04-15T21:20:26Z,4770000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT01M52.00S,2023-04-15T21:20:36.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629027,75.64060446780552,45.83333333333333,1610612737,93,69,2023-04-15T21:20:41Z,4780000,False,-21.0,176.0,1,right,MISS T. Young 17' pullup Shot,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,,17.77,Missed,,,,,,,,,,,,,,,
481,PT01M51.00S,2023-04-15T21:20:37.9Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,93,69,2023-04-15T21:20:45Z,4790000,False,,,0,,R. Williams III REBOUND (Off:2 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,16-24 Center,,,,,,,480.0,7.0,5.0,2.0,,,,,,,,,,
482,PT01M32.00S,2023-04-15T21:20:57.2Z,3,REGULAR,2pt,Jump Shot,[],1627759,24.78646517739816,59.80392156862745,1610612738,93,69,2023-04-15T21:21:00Z,4800000,False,-49.0,180.0,1,left,MISS J. Brown 18' Jump Shot,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,18.7,Missed,,,,,,,,,,,,,,,
483,PT01M30.00S,2023-04-15T21:20:59.2Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612737,93,69,2023-04-15T21:21:00Z,4810000,False,,,0,,S. Bey REBOUND (Off:1 Def:2),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Mid-Range,16-24 Center,,,,,,,482.0,3.0,2.0,1.0,,,,,,,,,,
484,PT01M23.00S,2023-04-15T21:21:11.7Z,3,REGULAR,foul,personal,[],1630573,,,1610612737,93,69,2023-04-15T21:21:30Z,4820000,False,,,0,,S. Hauser personal FOUL (2 PF),"[1630573, 1629027]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1662.0,2.0,0.0,Young,1629027.0
486,PT01M16.00S,2023-04-15T21:21:30.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,87.99277266754271,49.50980392156863,1610612737,93,71,2023-04-15T21:21:35Z,4840000,False,-2.0,60.0,1,right,T. Young 6' driving Layup (16 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,6.05,Made,16.0,,,,,,,,,,,,,,
487,PT00M56.40S,2023-04-15T21:21:50.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,8.492115637319317,44.85294117647059,1610612738,93,71,2023-04-15T21:21:57Z,4850000,False,26.0,27.0,1,left,MISS M. Brogdon driving Layup,[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,3.75,Missed,,,,,,,,,,,,,,,
489,PT00M55.90S,2023-04-15T21:21:50.8Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,93,71,2023-04-15T21:21:57Z,4870000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,487.0,2.0,2.0,0.0,,,,,,,,,,
490,PT00M43.90S,2023-04-15T21:22:03.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630552,92.9862023653088,53.431372549019606,1610612737,93,73,2023-04-15T21:22:07Z,4880000,False,17.0,13.0,1,right,J. Johnson driving DUNK (6 PTS) (B. Bogdanovic 3 AST),"[1630552, 203992]",1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,2.18,Made,6.0,,,,,,,B. Bogdanovic,203992.0,3.0,,,,,
492,PT00M34.90S,2023-04-15T21:22:29.2Z,3,REGULAR,foul,personal,['2freethrow'],1630552,,,1610612738,93,73,2023-04-15T21:22:42Z,4900000,False,,,0,,J. Johnson shooting personal FOUL (3 PF) (Smart 2 FT),"[1630552, 203935]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202049.0,3.0,0.0,Smart,203935.0
494,PT00M34.90S,2023-04-15T21:22:52.9Z,3,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,94,73,2023-04-15T21:23:12Z,4920000,False,,,0,,M. Smart Free Throw 1 of 2 (11 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
495,PT00M34.90S,2023-04-15T21:22:52.9Z,3,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,94,73,2023-04-15T21:23:12Z,4930000,False,,,0,,MISS M. Smart Free Throw 2 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
496,PT00M34.90S,2023-04-15T21:22:52.9Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,94,73,2023-04-15T21:23:12Z,4940000,False,,,0,,J. Johnson REBOUND (Off:0 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,495.0,3.0,3.0,0.0,,,,,,,,,,
497,PT00M12.60S,2023-04-15T21:23:30.3Z,3,REGULAR,violation,kicked ball,[],203935,,,1610612737,94,73,2023-04-15T21:23:57Z,4950000,False,,,0,,M. Smart kicked ball VIOLATION,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,1662.0,,,,
498,PT00M12.60S,2023-04-15T21:23:42.5Z,3,REGULAR,substitution,out,[],1630573,,,1610612737,94,73,2023-04-15T21:23:56Z,4960000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT00M12.60S,2023-04-15T21:23:42.5Z,3,REGULAR,substitution,in,[],1628401,,,1610612737,94,73,2023-04-15T21:23:56Z,4970000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT00M02.00S,2023-04-15T21:24:09.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,92.85479632063075,52.94117647058824,1610612737,94,73,2023-04-15T21:25:34Z,4980000,False,15.0,15.0,1,right,MISS T. Young driving floating bank Shot,[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,2.08,Missed,,,,,,,,,,,,,,,
501,PT00M00.70S,2023-04-15T21:24:11.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,94,73,2023-04-15T21:25:11Z,4990000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,500.0,,,,,,,,,,,,,
502,PT00M00.70S,2023-04-15T21:24:16.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612737,94,73,2023-04-15T21:25:14Z,5000000,False,,,0,,R. Williams III loose ball personal FOUL (2 PF) (Okongwu 2 FT),"[1629057, 1630168]",1610612738.0,BOS,loose ball,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Okongwu,1630168.0
504,PT00M00.70S,2023-04-15T21:25:42.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630168,,,1610612737,94,74,2023-04-15T21:25:42Z,5020000,False,,,0,,O. Okongwu Free Throw 1 of 2 (2 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
505,PT00M00.70S,2023-04-15T21:25:45.1Z,3,REGULAR,substitution,out,[],1627763,,,1610612737,94,74,2023-04-15T21:25:53Z,5030000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT00M00.70S,2023-04-15T21:25:45.1Z,3,REGULAR,substitution,in,[],201143,,,1610612737,94,74,2023-04-15T21:25:53Z,5040000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT00M00.70S,2023-04-15T21:25:42.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630168,,,1610612737,94,75,2023-04-15T21:26:21Z,5050000,False,,,0,,O. Okongwu Free Throw 2 of 2 (3 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
508,PT00M00.00S,2023-04-15T21:26:11.9Z,3,REGULAR,period,end,[],0,,,1610612738,94,75,2023-04-15T21:26:11Z,5060000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2023-04-15T21:28:40.6Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,94,75,2023-04-15T21:29:20Z,5070000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2023-04-15T21:28:40.6Z,4,REGULAR,substitution,in,['startperiod'],1628369,,,1610612738,94,75,2023-04-15T21:29:20Z,5080000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2023-04-15T21:29:49.2Z,4,REGULAR,period,start,[],0,,,1610612737,94,75,2023-04-15T21:29:49Z,5090000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT11M47.00S,2023-04-15T21:30:01.9Z,4,REGULAR,3pt,Jump Shot,[],203992,86.67871222076215,3.9215686274509802,1610612737,94,75,2023-04-15T21:30:20Z,5100000,False,-230.0,73.0,1,right,MISS B. Bogdanovic 24' pullup 3PT,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Left Corner 3,24+ Left,,,,24.16,Missed,,,,,,,,,,,,,,,
513,PT11M45.00S,2023-04-15T21:30:03.9Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,94,75,2023-04-15T21:30:10Z,5110000,False,,,0,,D. White REBOUND (Off:1 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,,,,,,,512.0,5.0,4.0,1.0,,,,,,,,,,
514,PT11M20.00S,2023-04-15T21:30:28.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,15.982260183968464,48.03921568627451,1610612738,94,75,2023-04-15T21:30:53Z,5120000,False,10.0,98.0,1,left,MISS M. Smart 9' driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,,9.82,Missed,,,,,,,,,,,,,,,
515,PT11M20.00S,2023-04-15T21:30:28.3Z,4,REGULAR,rebound,offensive,[],203935,,,1610612738,94,75,2023-04-15T21:32:05Z,5130000,False,,,0,,M. Smart REBOUND (Off:2 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,514.0,7.0,5.0,2.0,,,,,,,,,,
516,PT11M18.00S,2023-04-15T21:30:34.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629057,9.280551905387648,45.09803921568628,1610612738,96,75,2023-04-15T21:30:43Z,5140000,False,25.0,35.0,1,left,R. Williams III alley-oop DUNK (12 PTS) (M. Smart 6 AST),"[1629057, 203935]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,4.25,Made,12.0,,,,,,,M. Smart,203935.0,6.0,,,,,
518,PT11M09.00S,2023-04-15T21:30:39.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,88.51839684625493,49.01960784313725,1610612737,96,75,2023-04-15T21:30:52Z,5160000,False,-5.0,55.0,1,right,MISS T. Young driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,5.56,Missed,,,,,,,,,,,,,,,
519,PT11M09.00S,2023-04-15T21:30:39.4Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,96,75,2023-04-15T21:30:49Z,5170000,False,,,0,,R. Williams III REBOUND (Off:2 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,518.0,8.0,6.0,2.0,,,,,,,,,,
520,PT10M56.00S,2023-04-15T21:30:51.3Z,4,REGULAR,3pt,Jump Shot,[],1628369,33.327858081471746,57.35294117647059,1610612738,96,75,2023-04-15T21:32:35Z,5180000,False,-37.0,261.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,26.34,Missed,,,,,,,,,,,,,,,
521,PT10M55.00S,2023-04-15T21:30:52.3Z,4,REGULAR,rebound,offensive,[],201143,,,1610612738,96,75,2023-04-15T21:30:57Z,5190000,False,,,0,,A. Horford REBOUND (Off:2 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,,,,520.0,8.0,6.0,2.0,,,,,,,,,,
522,PT10M45.00S,2023-04-15T21:31:03.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203935,25.57490144546649,10.784313725490197,1610612738,96,75,2023-04-15T21:31:08Z,5200000,False,196.0,188.0,1,left,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,27.16,Missed,,,,,,,,,,,,,,,
523,PT10M44.00S,2023-04-15T21:31:04.7Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,96,75,2023-04-15T21:31:08Z,5210000,False,,,0,,J. Johnson REBOUND (Off:0 Def:4),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,522.0,4.0,4.0,0.0,,,,,,,,,,
524,PT10M31.00S,2023-04-15T21:31:17.7Z,4,REGULAR,3pt,Jump Shot,[],1630180,76.2976346911958,8.57843137254902,1610612737,96,78,2023-04-15T21:31:23Z,5220000,False,-207.0,170.0,1,right,S. Bey 26' 3PT  (6 PTS) (T. Young 8 AST),"[1630180, 1629027]",1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,26.81,Made,6.0,,,,,,,T. Young,1629027.0,8.0,,,,,
526,PT10M04.00S,2023-04-15T21:31:43.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,13.748357424441524,46.568627450980394,1610612738,96,78,2023-04-15T21:31:47Z,5240000,False,17.0,77.0,1,left,MISS M. Smart 7' turnaround Shot,[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,7.86,Missed,,,,,,,,,,,,,,,
527,PT10M02.00S,2023-04-15T21:31:45.8Z,4,REGULAR,rebound,defensive,[],1630180,,,1610612737,96,78,2023-04-15T21:31:47Z,5250000,False,,,0,,S. Bey REBOUND (Off:1 Def:3),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,526.0,4.0,3.0,1.0,,,,,,,,,,
528,PT09M51.00S,2023-04-15T21:31:57.1Z,4,REGULAR,3pt,Jump Shot,[],203992,68.28186596583443,28.676470588235293,1610612737,96,81,2023-04-15T21:32:08Z,5260000,False,-107.0,246.0,1,right,B. Bogdanovic 26' 3PT  (3 PTS) (S. Bey 3 AST),"[203992, 1630180]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,,26.78,Made,3.0,,,,,,,S. Bey,1630180.0,3.0,,,,,
530,PT09M34.00S,2023-04-15T21:32:13.7Z,4,REGULAR,turnover,lost ball,[],201143,,,1610612738,96,81,2023-04-15T21:33:46Z,5280000,False,,,0,,A. Horford lost ball TURNOVER (2 TO),"[201143, 203992]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,2.0,Bogdanovic,203992.0,,,,,,,,,,,,,,,,,
531,PT09M34.00S,2023-04-15T21:32:13.7Z,4,REGULAR,steal,,[],203992,,,1610612737,96,81,2023-04-15T21:32:15Z,5290000,False,,,0,,B. Bogdanovic STEAL (2 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
532,PT09M33.00S,2023-04-15T21:32:17.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203992,92.19776609724047,52.94117647058824,1610612737,96,83,2023-04-15T21:32:29Z,5300000,False,15.0,21.0,1,right,B. Bogdanovic running reverse Layup (5 PTS),[203992],1610612737.0,ATL,running reverse,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,2.55,Made,5.0,,,,,,,,,,,,,,
533,PT09M33.00S,2023-04-15T21:32:23.1Z,4,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612737,96,83,2023-04-15T21:35:48Z,5310000,False,,,0,,J. Tatum shooting personal FOUL (2 PF) (Bogdanovic 1 FT),"[1628369, 203992]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1662.0,2.0,0.0,Bogdanovic,203992.0
535,PT09M33.00S,2023-04-15T21:32:49.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,96,83,2023-04-15T21:33:07Z,5330000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT09M33.00S,2023-04-15T21:34:55.3Z,4,REGULAR,substitution,out,[],203935,,,1610612737,96,83,2023-04-15T21:35:36Z,5340000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT09M33.00S,2023-04-15T21:34:55.3Z,4,REGULAR,substitution,out,[],1629057,,,1610612737,96,83,2023-04-15T21:35:36Z,5350000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT09M33.00S,2023-04-15T21:34:55.3Z,4,REGULAR,substitution,in,[],1627763,,,1610612737,96,83,2023-04-15T21:35:36Z,5360000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT09M33.00S,2023-04-15T21:34:55.3Z,4,REGULAR,substitution,in,[],1627759,,,1610612737,96,83,2023-04-15T21:35:36Z,5370000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT09M33.00S,2023-04-15T21:36:11.6Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",203992,,,1610612737,96,84,2023-04-15T21:36:11Z,5380000,False,,,0,,B. Bogdanovic Free Throw 1 of 1 (6 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
541,PT09M14.00S,2023-04-15T21:36:34.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.835085413929041,46.32352941176471,1610612738,98,84,2023-04-15T21:36:39Z,5390000,False,18.0,21.0,1,left,J. Brown driving Layup (24 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,2.8,Made,24.0,,,,,,,,,,,,,,
542,PT09M01.00S,2023-04-15T21:36:48.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,92.85479632063075,43.13725490196079,1610612737,98,84,2023-04-15T21:40:06Z,5400000,False,-34.0,15.0,1,right,MISS O. Okongwu cutting Layup,[1630168],1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,3.73,Missed,,,,,,,,,,,,,,,
