actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-04-15T19:44:03.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-15T19:44:03Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-04-15T19:44:05.4Z,1,REGULAR,jumpball,recovered,[],1628381,,,1610612737,0,0,2023-04-15T19:44:05Z,40000,False,,,0,,Jump Ball C. Capela vs. A. Horford: Tip to J. Collins,"[1628381, 203991, 201143]",1610612737.0,ATL,startperiod,J. Collins,1628381.0,Collins,J. Collins,Capela,203991.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M49.00S,2023-04-15T19:44:14.1Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,0,0,2023-04-15T19:44:18Z,70000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1627759]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,1.0,Brown,1627759.0,,,,,,,,,,,,,,,,,
8,PT11M49.00S,2023-04-15T19:44:14.1Z,1,REGULAR,steal,,[],1627759,,,1610612738,0,0,2023-04-15T19:44:16Z,80000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
9,PT11M40.00S,2023-04-15T19:44:21.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,90.3580814717477,51.9607843137255,1610612738,2,0,2023-04-15T19:44:25Z,90000,False,10.0,38.0,1,right,J. Brown driving Layup (2 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,3.93,Made,2.0,,,,,,,,,,,,,,
10,PT11M31.00S,2023-04-15T19:44:30.9Z,1,REGULAR,2pt,Jump Shot,[],1627749,27.283180026281208,55.88235294117647,1610612737,2,2,2023-04-15T19:44:35Z,100000,False,-29.0,204.0,1,left,D. Murray 20' pullup Jump Shot (2 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,,,,20.61,Made,2.0,,,,,,,,,,,,,,
11,PT11M15.00S,2023-04-15T19:44:49.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,91.14651773981603,57.59803921568627,1610612738,2,2,2023-04-15T19:45:05Z,110000,False,38.0,31.0,1,right,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,4.89,Missed,,,,,,,,,,,,,,,
12,PT11M14.00S,2023-04-15T19:44:50.1Z,1,REGULAR,rebound,offensive,[],203935,,,1610612738,2,2,2023-04-15T19:45:05Z,120000,False,,,0,,M. Smart REBOUND (Off:1 Def:0),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,,,
13,PT11M14.00S,2023-04-15T19:44:54.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203935,94.40999984741211,50.0,1610612738,2,2,2023-04-15T19:45:23Z,130000,False,0.0,0.0,1,right,MISS M. Smart tip Layup,[203935],1610612738.0,BOS,tip,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
14,PT11M13.00S,2023-04-15T19:44:55.5Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,2,2,2023-04-15T19:45:23Z,140000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT11M00.00S,2023-04-15T19:45:01.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,9.674770039421814,58.57843137254902,1610612737,2,2,2023-04-15T19:45:10Z,150000,False,-43.0,38.0,1,left,MISS T. Young driving Layup - blocked,"[1629027, 1628401]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,5.76,Missed,,,,,,White,1628401.0,,,,,,,,
16,PT11M00.00S,2023-04-15T19:45:01.2Z,1,REGULAR,block,,[],1628401,,,1610612737,2,2,2023-04-15T19:45:03Z,160000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M58.00S,2023-04-15T19:45:03.2Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,2,2,2023-04-15T19:45:10Z,170000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M46.00S,2023-04-15T19:45:16.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,93.38042049934296,2.696078431372549,1610612738,2,2,2023-04-15T19:45:28Z,180000,False,-237.0,10.0,1,right,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,,,,23.67,Missed,,,,,,,,,,,,,,,
19,PT10M45.00S,2023-04-15T19:45:17.0Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,2,2,2023-04-15T19:45:28Z,190000,False,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Left Corner 3,24+ Left,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,,,
20,PT10M34.00S,2023-04-15T19:45:28.0Z,1,REGULAR,2pt,Jump Shot,[],1628381,8.229303547963205,8.823529411764707,1610612737,2,4,2023-04-15T19:45:36Z,200000,False,206.0,25.0,1,left,J. Collins 20' Jump Shot (2 PTS) (D. Murray 1 AST),"[1628381, 1627749]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Right,,,,20.74,Made,2.0,,,,,,,D. Murray,1627749.0,1.0,,,,,
22,PT10M14.00S,2023-04-15T19:45:47.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.19776609724047,56.61764705882353,1610612738,4,4,2023-04-15T19:45:51Z,220000,False,33.0,21.0,1,right,J. Tatum driving Layup (2 PTS) (M. Smart 1 AST),"[1628369, 203935]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,3.91,Made,2.0,,,,,,,M. Smart,203935.0,1.0,,,,,
24,PT09M58.00S,2023-04-15T19:46:03.5Z,1,REGULAR,2pt,Jump Shot,[],1627749,7.046649145860711,82.35294117647058,1610612737,4,6,2023-04-15T19:46:07Z,240000,False,-162.0,14.0,1,left,D. Murray 16' pullup Jump Shot (4 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left,,,,16.24,Made,4.0,,,,,,,,,,,,,,
25,PT09M50.00S,2023-04-15T19:46:12.1Z,1,REGULAR,turnover,bad pass,[],1627759,,,1610612738,4,6,2023-04-15T19:46:15Z,250000,False,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 1629027]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,1.0,Young,1629027.0,,,,,,,,,,,,,,,,,
26,PT09M50.00S,2023-04-15T19:46:12.1Z,1,REGULAR,steal,,[],1629027,,,1610612737,4,6,2023-04-15T19:46:17Z,260000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
27,PT09M45.00S,2023-04-15T19:46:17.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627749,29.38567674113009,77.45098039215686,1610612737,4,6,2023-04-15T19:47:50Z,270000,False,-137.0,224.0,1,left,MISS D. Murray 26' running pullup 3PT,[1627749],1610612737.0,ATL,running pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,26.25,Missed,,,,,,,,,,,,,,,
28,PT09M43.00S,2023-04-15T19:46:19.0Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,4,6,2023-04-15T19:46:24Z,280000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,
29,PT09M39.00S,2023-04-15T19:46:24.7Z,1,REGULAR,foul,personal,['2freethrow'],1627749,,,1610612738,4,6,2023-04-15T19:46:39Z,290000,False,,,0,,D. Murray shooting personal FOUL (1 PF) (Brown 2 FT),"[1627749, 1627759]",1610612737.0,ATL,shooting,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Brown,1627759.0
31,PT09M39.00S,2023-04-15T19:46:53.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627759,,,1610612738,5,6,2023-04-15T19:46:54Z,310000,False,,,0,,J. Brown Free Throw 1 of 2 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
32,PT09M39.00S,2023-04-15T19:47:08.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627759,,,1610612738,6,6,2023-04-15T19:47:08Z,320000,False,,,0,,J. Brown Free Throw 2 of 2 (4 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
33,PT09M28.00S,2023-04-15T19:47:21.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,9.280551905387648,44.36274509803921,1610612737,6,6,2023-04-15T19:48:36Z,330000,False,28.0,35.0,1,left,MISS T. Young driving finger roll Layup,[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,4.47,Missed,,,,,,,,,,,,,,,
34,PT09M26.00S,2023-04-15T19:47:23.1Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,6,6,2023-04-15T19:47:25Z,340000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,,,
35,PT09M13.00S,2023-04-15T19:47:35.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.85479632063075,54.166666666666664,1610612738,8,6,2023-04-15T19:47:38Z,350000,False,21.0,15.0,1,right,J. Tatum driving Layup (4 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,2.55,Made,4.0,,,,,,,,,,,,,,
36,PT08M57.00S,2023-04-15T19:47:51.6Z,1,REGULAR,2pt,Jump Shot,[],1627749,23.47240473061761,45.34313725490196,1610612737,8,6,2023-04-15T19:48:06Z,360000,False,23.0,168.0,1,left,MISS D. Murray 16' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,,,,16.97,Missed,,,,,,,,,,,,,,,
37,PT08M56.00S,2023-04-15T19:47:52.6Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,8,6,2023-04-15T19:48:06Z,370000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,
38,PT08M52.00S,2023-04-15T19:47:59.2Z,1,REGULAR,foul,personal,[],1629631,,,1610612738,8,6,2023-04-15T19:48:11Z,380000,False,,,0,,D. Hunter personal FOUL (1 PF),"[1629631, 203935]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Smart,203935.0
40,PT08M41.00S,2023-04-15T19:48:29.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.19776609724047,45.34313725490196,1610612738,10,6,2023-04-15T19:48:32Z,400000,False,-23.0,21.0,1,right,J. Brown driving Layup (6 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,3.12,Made,6.0,,,,,,,,,,,,,,
41,PT08M31.00S,2023-04-15T19:48:39.4Z,1,REGULAR,3pt,Jump Shot,[],1629027,31.09395532194481,69.36274509803921,1610612737,10,6,2023-04-15T19:48:45Z,410000,False,-97.0,240.0,1,left,MISS T. Young 25' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,25.86,Missed,,,,,,,,,,,,,,,
42,PT08M30.00S,2023-04-15T19:48:40.4Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,10,6,2023-04-15T19:48:45Z,420000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,
43,PT08M23.00S,2023-04-15T19:48:47.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,70.77858081471747,76.47058823529412,1610612738,10,6,2023-04-15T19:48:58Z,430000,False,132.0,222.0,1,right,MISS J. Brown 25' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,25.87,Missed,,,,,,,,,,,,,,,
44,PT08M21.00S,2023-04-15T19:48:49.8Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,10,6,2023-04-15T19:48:58Z,440000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,
45,PT08M16.00S,2023-04-15T19:48:55.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629027,9.543363994743759,41.17647058823529,1610612737,10,6,2023-04-15T19:49:11Z,450000,False,44.0,37.0,1,left,MISS T. Young running Layup,[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,5.77,Missed,,,,,,,,,,,,,,,
46,PT08M15.00S,2023-04-15T19:48:56.4Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612737,10,6,2023-04-15T19:49:11Z,460000,False,,,0,,J. Collins REBOUND (Off:1 Def:0),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,45.0,1.0,0.0,1.0,,,,,,,,,,
47,PT08M15.00S,2023-04-15T19:49:00.4Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628381,5.590000152587891,50.0,1610612737,10,8,2023-04-15T19:49:17Z,470000,False,0.0,0.0,1,left,J. Collins tip DUNK (4 PTS),[1628381],1610612737.0,ATL,tip,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,0.0,Made,4.0,,,,,,,,,,,,,,
48,PT07M54.00S,2023-04-15T19:49:17.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,89.30683311432325,62.5,1610612738,12,8,2023-04-15T19:49:21Z,480000,False,62.0,48.0,1,right,M. Smart 7' fadeaway bank Jump Shot (2 PTS),[203935],1610612738.0,BOS,fadeaway bank,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,7.88,Made,2.0,,,,,,,,,,,,,,
49,PT07M36.00S,2023-04-15T19:49:35.0Z,1,REGULAR,2pt,Jump Shot,[],1629631,12.434296977660972,32.84313725490196,1610612737,12,8,2023-04-15T19:50:38Z,490000,False,86.0,64.0,1,left,MISS D. Hunter 10' driving floating Shot,[1629631],1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,,,,10.73,Missed,,,,,,,,,,,,,,,
50,PT07M35.00S,2023-04-15T19:49:36.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,12,8,2023-04-15T19:49:43Z,500000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,,,,,49.0,2.0,2.0,0.0,,,,,,,,,,
51,PT07M29.00S,2023-04-15T19:49:41.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,79.188567674113,7.352941176470589,1610612738,12,8,2023-04-15T19:50:54Z,510000,False,-213.0,143.0,1,right,MISS D. White 25' running 3PT,[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,25.68,Missed,,,,,,,,,,,,,,,
52,PT07M29.00S,2023-04-15T19:49:41.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,12,8,2023-04-15T19:49:47Z,520000,False,,,0,,C. Capela REBOUND (Off:0 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,51.0,3.0,3.0,0.0,,,,,,,,,,
53,PT07M21.00S,2023-04-15T19:49:50.0Z,1,REGULAR,3pt,Jump Shot,[],1629027,32.276609724047304,65.44117647058823,1610612737,12,8,2023-04-15T19:51:38Z,530000,False,-77.0,251.0,1,left,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,26.25,Missed,,,,,,,,,,,,,,,
54,PT07M19.00S,2023-04-15T19:49:52.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,12,8,2023-04-15T19:49:56Z,540000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,53.0,3.0,3.0,0.0,,,,,,,,,,
55,PT07M14.00S,2023-04-15T19:49:56.6Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,12,8,2023-04-15T19:50:00Z,550000,False,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1627749]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,1.0,Murray,1627749.0,,,,,,,,,,,,,,,,,
56,PT07M14.00S,2023-04-15T19:49:56.6Z,1,REGULAR,steal,,[],1627749,,,1610612737,12,8,2023-04-15T19:49:59Z,560000,False,,,0,,D. Murray STEAL (1 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
57,PT07M09.00S,2023-04-15T19:50:02.5Z,1,REGULAR,turnover,out-of-bounds,[],1627749,,,1610612737,12,8,2023-04-15T19:51:02Z,562500,False,,,0,,D. Murray bad pass out-of-bounds TURNOVER (1 TO),[1627749],1610612737.0,ATL,bad pass,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,,202049.0,,,,
58,PT07M09.00S,2023-04-15T19:50:07.4Z,1,REGULAR,substitution,out,[],203935,,,1610612738,12,8,2023-04-15T19:51:02Z,565000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M09.00S,2023-04-15T19:50:07.4Z,1,REGULAR,substitution,in,[],1629057,,,1610612738,12,8,2023-04-15T19:51:02Z,567500,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M05.00S,2023-04-15T19:50:32.0Z,1,REGULAR,turnover,backcourt,[],1627759,,,1610612738,12,8,2023-04-15T19:50:41Z,600000,False,,,0,,J. Brown backcourt TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,2.0,,,,,,,,,,,,,,,202049.0,,,,
61,PT07M05.00S,2023-04-15T19:50:43.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,12,8,2023-04-15T19:50:43Z,610000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M52.00S,2023-04-15T19:54:36.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,32.802233902759525,41.911764705882355,1610612737,12,8,2023-04-15T19:54:56Z,620000,False,40.0,256.0,1,left,MISS T. Young 25' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,25.9,Missed,,,,,,,,,,,,,,,
63,PT06M48.00S,2023-04-15T19:54:40.0Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,12,8,2023-04-15T19:54:43Z,630000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,62.0,2.0,2.0,0.0,,,,,,,,,,
64,PT06M40.00S,2023-04-15T19:54:47.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.59198423127464,45.34313725490196,1610612738,14,8,2023-04-15T19:54:52Z,640000,False,-23.0,17.0,1,right,J. Tatum driving Layup (6 PTS) (J. Brown 1 AST),"[1628369, 1627759]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,2.89,Made,6.0,,,,,,,J. Brown,1627759.0,1.0,,,,,
66,PT06M26.00S,2023-04-15T19:55:01.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,11.645860709592641,36.029411764705884,1610612737,14,10,2023-04-15T19:55:07Z,660000,False,70.0,57.0,1,left,C. Capela 9' turnaround bank Hook (2 PTS) (D. Murray 2 AST),"[203991, 1627749]",1610612737.0,ATL,turnaround bank,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Right,,,,9.02,Made,2.0,,,,,,,D. Murray,1627749.0,2.0,,,,,
68,PT06M10.00S,2023-04-15T19:55:17.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.19776609724047,43.13725490196079,1610612738,16,10,2023-04-15T19:55:23Z,680000,False,-34.0,21.0,1,right,J. Tatum cutting Layup (8 PTS) (R. Williams III 1 AST),"[1628369, 1629057]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,4.01,Made,8.0,,,,,,,R. Williams III,1629057.0,1.0,,,,,
70,PT06M00.00S,2023-04-15T19:55:27.6Z,1,REGULAR,3pt,Jump Shot,[],1628381,31.09395532194481,75.73529411764706,1610612737,16,10,2023-04-15T19:55:34Z,700000,False,-129.0,240.0,1,left,MISS J. Collins 27' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,27.22,Missed,,,,,,,,,,,,,,,
71,PT05M59.00S,2023-04-15T19:55:28.6Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,16,10,2023-04-15T19:55:34Z,710000,False,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,70.0,3.0,3.0,0.0,,,,,,,,,,
72,PT05M47.00S,2023-04-15T19:55:39.9Z,1,REGULAR,2pt,Jump Shot,[],1627759,75.64060446780552,49.01960784313725,1610612738,16,10,2023-04-15T19:55:47Z,720000,False,-5.0,176.0,1,right,MISS J. Brown 17' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,17.66,Missed,,,,,,,,,,,,,,,
73,PT05M46.00S,2023-04-15T19:55:40.9Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,16,10,2023-04-15T19:55:47Z,730000,False,,,0,,C. Capela REBOUND (Off:0 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,16-24 Center,,,,,,,72.0,4.0,4.0,0.0,,,,,,,,,,
74,PT05M32.00S,2023-04-15T19:55:55.3Z,1,REGULAR,2pt,Jump Shot,[],1627749,20.71287779237845,65.19607843137256,1610612737,16,10,2023-04-15T19:56:02Z,740000,False,-76.0,142.0,1,left,MISS D. Murray 16' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left Center,,,,16.12,Missed,,,,,,,,,,,,,,,
75,PT05M30.00S,2023-04-15T19:55:57.3Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,16,10,2023-04-15T19:56:02Z,750000,False,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,16-24 Left Center,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,,
76,PT05M18.00S,2023-04-15T19:56:08.9Z,1,REGULAR,3pt,Jump Shot,[],1628369,71.96123521681997,16.42156862745098,1610612738,16,10,2023-04-15T19:56:17Z,760000,False,-168.0,211.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,26.97,Missed,,,,,,,,,,,,,,,
77,PT05M17.00S,2023-04-15T19:56:09.9Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,16,10,2023-04-15T19:56:17Z,770000,False,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,76.0,2.0,1.0,1.0,,,,,,,,,,
78,PT05M14.00S,2023-04-15T19:56:13.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,91.93495400788436,45.588235294117645,1610612738,16,10,2023-04-15T19:56:20Z,780000,False,-22.0,23.0,1,right,MISS J. Tatum alley-oop Layup,[1628369],1610612738.0,BOS,alley-oop,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,3.21,Missed,,,,,,,,,,,,,,,
79,PT05M12.00S,2023-04-15T19:56:15.3Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,16,10,2023-04-15T19:56:20Z,790000,False,,,0,,C. Capela REBOUND (Off:0 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,78.0,5.0,5.0,0.0,,,,,,,,,,
