actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
342,PT09M48.00S,2023-04-22T00:31:12.1Z,3,REGULAR,steal,,[],203935,,,1610612738,79,72,2023-04-22T00:31:14Z,3350000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
343,PT09M44.00S,2023-04-22T00:31:15.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,94.82588699080158,50.245098039215684,1610612738,79,74,2023-04-22T00:31:22Z,3360000,False,1.0,-4.0,1,right,M. Smart running Layup (15 PTS),[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,0.41,Made,,15.0,,,,,,,,,,,,,,,,
344,PT09M23.00S,2023-04-22T00:31:36.0Z,3,REGULAR,3pt,Jump Shot,[],1628381,10.200394218134035,3.6764705882352944,1610612737,79,74,2023-04-22T00:31:42Z,3370000,False,232.0,43.0,1,left,MISS J. Collins 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,,,
345,PT09M21.00S,2023-04-22T00:31:38.0Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,79,74,2023-04-22T00:31:42Z,3380000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,344.0,,,,,1.0,1.0,0.0,,,,,,,,,,
346,PT09M13.00S,2023-04-22T00:31:46.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,94.03745072273325,49.754901960784316,1610612738,79,74,2023-04-22T00:31:52Z,3390000,False,-1.0,4.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.37,Missed,,,,,,,,,,,,,,,,,,
347,PT09M11.00S,2023-04-22T00:31:48.4Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,79,74,2023-04-22T00:31:52Z,3400000,False,,,0,,C. Capela REBOUND (Off:3 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,346.0,,,,,8.0,5.0,3.0,,,,,,,,,,
348,PT09M07.00S,2023-04-22T00:31:53.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629631,8.360709592641262,95.58823529411765,1610612737,79,74,2023-04-22T00:33:10Z,3410000,False,-228.0,26.0,1,left,MISS D. Hunter running 3PT,[1629631],1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,22.94,Missed,,,,,,,,,,,,,,,,,,
349,PT09M03.00S,2023-04-22T00:31:57.2Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,79,74,2023-04-22T00:31:58Z,3420000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,,,348.0,,,,,2.0,2.0,0.0,,,,,,,,,,
350,PT08M55.00S,2023-04-22T00:32:04.5Z,3,REGULAR,3pt,Jump Shot,[],1628401,74.58935611038108,81.37254901960785,1610612738,79,77,2023-04-22T00:32:09Z,3430000,False,157.0,186.0,1,right,D. White 24' 3PT  (8 PTS) (M. Smart 5 AST),"[1628401, 203935]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,24.36,Made,,8.0,M. Smart,203935.0,5.0,,,,,,,,,,,,,
352,PT08M43.00S,2023-04-22T00:32:17.1Z,3,REGULAR,3pt,Jump Shot,[],1629027,28.86005256241787,77.94117647058823,1610612737,79,77,2023-04-22T00:32:28Z,3450000,False,-140.0,219.0,1,left,MISS T. Young 25' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,25.96,Missed,,,,,,,,,,,,,,,,,,
353,PT08M42.00S,2023-04-22T00:32:18.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,79,77,2023-04-22T00:32:28Z,3460000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,352.0,,,,,,,,,,,,,,,,,
355,PT08M31.00S,2023-04-22T00:32:40.1Z,3,REGULAR,2pt,Jump Shot,[],1627759,77.21747700394218,31.127450980392158,1610612738,79,77,2023-04-22T00:32:45Z,3480000,False,-94.0,162.0,1,right,MISS J. Brown 18' turnaround Shot,[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,18.72,Missed,,,,,,,,,,,,,,,,,,
356,PT08M28.00S,2023-04-22T00:32:43.1Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612737,79,77,2023-04-22T00:32:45Z,3490000,False,,,0,,D. Murray REBOUND (Off:2 Def:3),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left Center,,,355.0,,,,,5.0,3.0,2.0,,,,,,,,,,
357,PT08M21.00S,2023-04-22T00:32:50.3Z,3,REGULAR,3pt,Jump Shot,[],1627749,28.33442838370565,78.92156862745098,1610612737,79,77,2023-04-22T00:32:54Z,3500000,False,-145.0,214.0,1,left,MISS D. Murray 25' pullup 3PT,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,25.81,Missed,,,,,,,,,,,,,,,,,,
358,PT08M18.00S,2023-04-22T00:32:53.3Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,79,77,2023-04-22T00:32:54Z,3510000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,357.0,,,,,1.0,1.0,0.0,,,,,,,,,,
359,PT08M13.00S,2023-04-22T00:32:58.5Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1627759,95.22010512483574,50.49019607843137,1610612738,79,79,2023-04-22T00:35:31Z,3520000,False,2.0,-8.0,1,right,J. Brown running DUNK (13 PTS) (M. Smart 6 AST),"[1627759, 203935]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.8,Made,,13.0,M. Smart,203935.0,6.0,,,,,,,,,,,,,
361,PT08M13.00S,2023-04-22T00:33:02.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,79,79,2023-04-22T00:33:02Z,3540000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT07M55.00S,2023-04-22T00:36:59.9Z,3,REGULAR,3pt,Jump Shot,[],1627749,24.26084099868594,85.29411764705883,1610612737,79,79,2023-04-22T00:37:09Z,3550000,False,-176.0,176.0,1,left,MISS D. Murray 24' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,24.9,Missed,,,,,,,,,,,,,,,,,,
364,PT07M53.00S,2023-04-22T00:37:01.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,79,79,2023-04-22T00:37:09Z,3560000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,363.0,,,,,,,,,,,,,,,,,
365,PT07M53.00S,2023-04-22T00:37:09.7Z,3,REGULAR,foul,personal,[],201143,,,1610612737,79,79,2023-04-22T00:37:16Z,3570000,False,,,0,,A. Horford loose ball personal FOUL (1 PF),"[201143, 203991]",1610612738.0,BOS,loose ball,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,1.0,0.0,Capela,203991.0,,,,,
367,PT07M45.00S,2023-04-22T00:37:34.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628381,7.30946123521682,95.58823529411765,1610612737,82,79,2023-04-22T00:37:39Z,3590000,False,-228.0,16.0,1,left,J. Collins 3PT  (8 PTS) (D. Murray 5 AST),"[1628381, 1627749]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,22.85,Made,,8.0,D. Murray,1627749.0,5.0,,,,,,,,,,,,,
369,PT07M31.00S,2023-04-22T00:37:49.4Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,82,79,2023-04-22T00:37:53Z,3610000,False,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 203991]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Capela,203991.0,,
370,PT07M31.00S,2023-04-22T00:37:49.4Z,3,REGULAR,steal,,[],203991,,,1610612737,82,79,2023-04-22T00:37:51Z,3620000,False,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
371,PT07M25.00S,2023-04-22T00:37:55.5Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1629027,24.26084099868594,75.49019607843137,1610612737,84,79,2023-04-22T00:38:39Z,3630000,False,-127.0,176.0,1,left,T. Young 21' running pullup Jump Shot (12 PTS),[1629027],1610612737.0,ATL,running pullup,,,Young,T. Young,,,,,Mid-Range,16-24 Left Center,21.7,Made,,12.0,,,,,,,,,,,,,,,,
372,PT07M09.00S,2023-04-22T00:38:10.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,89.43823915900131,52.69607843137255,1610612738,84,79,2023-04-22T00:38:15Z,3640000,False,13.0,47.0,1,right,MISS D. White driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,4.87,Missed,,,,,,,,,,,,,,,,,,
373,PT07M06.00S,2023-04-22T00:38:13.5Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612737,84,79,2023-04-22T00:38:15Z,3650000,False,,,0,,D. Murray REBOUND (Off:2 Def:4),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,372.0,,,,,6.0,4.0,2.0,,,,,,,,,,
375,PT06M59.00S,2023-04-22T00:38:51.1Z,3,REGULAR,foul,personal,[],1627759,,,1610612737,84,79,2023-04-22T00:38:57Z,3670000,False,,,0,,J. Brown personal FOUL (4 PF),"[1627759, 1629027]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,2003.0,4.0,0.0,Young,1629027.0,,,,,
377,PT06M59.00S,2023-04-22T00:39:00.6Z,3,REGULAR,substitution,out,[],1627759,,,1610612737,84,79,2023-04-22T00:39:03Z,3690000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT06M59.00S,2023-04-22T00:39:00.6Z,3,REGULAR,substitution,in,[],1627763,,,1610612737,84,79,2023-04-22T00:39:03Z,3700000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT06M54.00S,2023-04-22T00:39:18.2Z,3,REGULAR,3pt,Jump Shot,[],1629027,32.802233902759525,73.77450980392157,1610612737,87,79,2023-04-22T00:39:22Z,3710000,False,-119.0,256.0,1,left,T. Young 28' 3PT pullup (15 PTS) (D. Hunter 1 AST),"[1629027, 1629631]",1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,28.21,Made,,15.0,D. Hunter,1629631.0,1.0,,,,,,,,,,,,,
381,PT06M33.00S,2023-04-22T00:39:39.1Z,3,REGULAR,3pt,Jump Shot,[],203935,89.96386333771353,4.166666666666666,1610612738,87,79,2023-04-22T00:39:44Z,3730000,False,-229.0,42.0,1,right,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,23.3,Missed,,,,,,,,,,,,,,,,,,
382,PT06M31.00S,2023-04-22T00:39:41.1Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,87,79,2023-04-22T00:39:44Z,3740000,False,,,0,,J. Collins REBOUND (Off:0 Def:4),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,,,381.0,,,,,4.0,4.0,0.0,,,,,,,,,,
383,PT06M21.00S,2023-04-22T00:39:51.2Z,3,REGULAR,turnover,lost ball,[],1628381,,,1610612737,87,79,2023-04-22T00:39:57Z,3750000,False,,,0,,J. Collins lost ball TURNOVER (2 TO),"[1628381, 203935]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2.0,Smart,203935.0,,
384,PT06M21.00S,2023-04-22T00:39:51.2Z,3,REGULAR,steal,,[],203935,,,1610612738,87,79,2023-04-22T00:39:53Z,3760000,False,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
385,PT06M16.00S,2023-04-22T00:39:55.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,92.06636005256242,50.98039215686274,1610612738,87,81,2023-04-22T00:40:07Z,3770000,False,5.0,22.0,1,right,J. Tatum running finger roll Layup (21 PTS),[1628369],1610612738.0,BOS,running finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.26,Made,,21.0,,,,,,,,,,,,,,,,
386,PT06M05.00S,2023-04-22T00:40:10.1Z,3,REGULAR,foul,personal,[],1627763,,,1610612737,87,81,2023-04-22T00:40:18Z,3780000,False,,,0,,M. Brogdon personal FOUL (1 PF),"[1627763, 1627749]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Center,,,,,,,,,,,203591.0,1.0,0.0,Murray,1627749.0,,,,,
388,PT05M47.00S,2023-04-22T00:40:42.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,14.4053876478318,44.6078431372549,1610612737,89,81,2023-04-22T00:40:46Z,3800000,False,27.0,83.0,1,left,D. Murray 8' driving floating Jump Shot (16 PTS) (T. Young 8 AST),"[1627749, 1629027]",1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,8.72,Made,,16.0,T. Young,1629027.0,8.0,,,,,,,,,,,,,
390,PT05M40.00S,2023-04-22T00:40:49.1Z,3,REGULAR,3pt,Jump Shot,[],201143,77.21747700394218,87.00980392156863,1610612738,89,81,2023-04-22T00:40:53Z,3820000,False,185.0,162.0,1,right,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,24.57,Missed,,,,,,,,,,,,,,,,,,
391,PT05M38.00S,2023-04-22T00:40:51.1Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,89,81,2023-04-22T00:40:53Z,3830000,False,,,0,,J. Collins REBOUND (Off:0 Def:5),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,390.0,,,,,5.0,5.0,0.0,,,,,,,,,,
392,PT05M31.00S,2023-04-22T00:40:59.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203991,8.360709592641262,50.0,1610612737,89,81,2023-04-22T00:41:04Z,3840000,False,0.0,26.0,1,left,MISS C. Capela alley-oop Layup,[203991],1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,2.61,Missed,,,,,,,,,,,,,,,,,,
393,PT05M28.00S,2023-04-22T00:41:02.5Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,89,81,2023-04-22T00:41:04Z,3850000,False,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,392.0,,,,,2.0,2.0,0.0,,,,,,,,,,
394,PT05M23.00S,2023-04-22T00:41:06.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627763,93.77463863337714,50.98039215686274,1610612738,89,81,2023-04-22T00:41:11Z,3860000,False,5.0,6.0,1,right,MISS M. Brogdon running Layup,[1627763],1610612738.0,BOS,running,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,,,,,,,,
395,PT05M21.00S,2023-04-22T00:41:08.4Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,89,81,2023-04-22T00:41:11Z,3870000,False,,,0,,C. Capela REBOUND (Off:3 Def:6),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,394.0,,,,,9.0,6.0,3.0,,,,,,,,,,
396,PT05M20.00S,2023-04-22T00:41:10.0Z,3,REGULAR,turnover,bad pass,[],203991,,,1610612737,89,81,2023-04-22T00:41:15Z,3880000,False,,,0,,C. Capela bad pass TURNOVER (1 TO),"[203991, 1628369]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,,
397,PT05M20.00S,2023-04-22T00:41:10.0Z,3,REGULAR,steal,,[],1628369,,,1610612738,89,81,2023-04-22T00:41:12Z,3890000,False,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
398,PT05M17.00S,2023-04-22T00:41:13.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201143,72.48685939553219,79.41176470588235,1610612738,89,81,2023-04-22T00:41:20Z,3900000,False,147.0,206.0,1,right,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
399,PT05M15.00S,2023-04-22T00:41:15.4Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,89,81,2023-04-22T00:41:20Z,3910000,False,,,0,,C. Capela REBOUND (Off:3 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,398.0,,,,,10.0,7.0,3.0,,,,,,,,,,
400,PT05M08.00S,2023-04-22T00:41:22.7Z,3,REGULAR,3pt,Jump Shot,[],1629027,34.510512483574246,33.57843137254902,1610612737,89,81,2023-04-22T00:41:27Z,3920000,False,82.0,272.0,1,left,MISS T. Young 28' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,28.4,Missed,,,,,,,,,,,,,,,,,,
401,PT05M04.00S,2023-04-22T00:41:26.7Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,89,81,2023-04-22T00:41:27Z,3930000,False,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,400.0,,,,,4.0,4.0,0.0,,,,,,,,,,
402,PT05M01.00S,2023-04-22T00:41:32.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203935,92.19776609724047,47.794117647058826,1610612738,89,81,2023-04-22T00:44:29Z,3940000,False,-11.0,21.0,1,right,MISS M. Smart running Layup - blocked,"[203935, 1629027]",1610612738.0,BOS,running,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,2.35,Missed,,,,,,,,,,,,,,,,,Young,1629027.0
403,PT05M01.00S,2023-04-22T00:41:32.6Z,3,REGULAR,block,,[],1629027,,,1610612738,89,81,2023-04-22T00:41:35Z,3950000,False,,,0,,T. Young BLOCK (2 BLK),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
404,PT05M00.00S,2023-04-22T00:41:33.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,89,81,2023-04-22T00:42:05Z,3960000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,402.0,,,,,,,,,,,,,,,,,
406,PT05M00.00S,2023-04-22T00:41:43.3Z,3,REGULAR,substitution,out,[],1629027,,,1610612737,89,81,2023-04-22T00:41:58Z,3980000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M00.00S,2023-04-22T00:41:43.3Z,3,REGULAR,substitution,out,[],203991,,,1610612737,89,81,2023-04-22T00:41:58Z,3990000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M00.00S,2023-04-22T00:41:43.3Z,3,REGULAR,substitution,out,[],1628381,,,1610612737,89,81,2023-04-22T00:41:58Z,4000000,False,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M00.00S,2023-04-22T00:41:43.3Z,3,REGULAR,substitution,out,[],201143,,,1610612737,89,81,2023-04-22T00:41:58Z,4010000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M00.00S,2023-04-22T00:41:43.3Z,3,REGULAR,substitution,in,[],1630180,,,1610612737,89,81,2023-04-22T00:41:58Z,4020000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M00.00S,2023-04-22T00:41:43.3Z,3,REGULAR,substitution,in,[],1630168,,,1610612737,89,81,2023-04-22T00:41:58Z,4030000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M00.00S,2023-04-22T00:41:43.3Z,3,REGULAR,substitution,in,[],203992,,,1610612737,89,81,2023-04-22T00:41:58Z,4040000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M00.00S,2023-04-22T00:41:43.3Z,3,REGULAR,substitution,in,[],1629057,,,1610612737,89,81,2023-04-22T00:41:58Z,4050000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT04M44.00S,2023-04-22T00:42:20.8Z,3,REGULAR,2pt,Jump Shot,[],203992,22.026938239159,30.637254901960787,1610612737,89,81,2023-04-22T00:42:25Z,4060000,False,97.0,155.0,1,left,MISS B. Bogdanovic 18' step back Shot,[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Right Center,18.24,Missed,,,,,,,,,,,,,,,,,,
415,PT04M41.00S,2023-04-22T00:42:23.8Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,89,81,2023-04-22T00:42:25Z,4070000,False,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,16-24 Right Center,,,414.0,,,,,4.0,3.0,1.0,,,,,,,,,,
416,PT04M33.00S,2023-04-22T00:42:33.3Z,3,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,89,81,2023-04-22T00:42:47Z,4080000,False,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (2 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,203591.0,,,,,2.0,,,,
417,PT04M33.00S,2023-04-22T00:42:39.1Z,3,REGULAR,substitution,out,[],203935,,,1610612737,89,81,2023-04-22T00:42:43Z,4090000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M33.00S,2023-04-22T00:42:39.1Z,3,REGULAR,substitution,in,[],1630573,,,1610612737,89,81,2023-04-22T00:42:43Z,4100000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M19.00S,2023-04-22T00:43:00.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627749,23.73521681997372,69.85294117647058,1610612737,89,81,2023-04-22T00:43:04Z,4110000,False,-99.0,171.0,1,left,MISS D. Murray 19' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left Center,19.74,Missed,,,,,,,,,,,,,,,,,,
420,PT04M16.00S,2023-04-22T00:43:03.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,89,81,2023-04-22T00:43:04Z,4120000,False,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,419.0,,,,,5.0,4.0,1.0,,,,,,,,,,
421,PT04M08.00S,2023-04-22T00:43:11.2Z,3,REGULAR,3pt,Jump Shot,[],1628401,76.2976346911958,85.7843137254902,1610612738,89,84,2023-04-22T00:43:15Z,4130000,False,179.0,170.0,1,right,D. White 24' 3PT  (11 PTS) (J. Tatum 2 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,24.7,Made,,11.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,
423,PT03M49.00S,2023-04-22T00:43:30.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,16.113666228646515,49.50980392156863,1610612737,89,84,2023-04-22T00:43:34Z,4150000,False,2.0,99.0,1,left,MISS D. Hunter 9' driving floating Shot,[1629631],1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,9.9,Missed,,,,,,,,,,,,,,,,,,
424,PT03M46.00S,2023-04-22T00:43:33.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,89,84,2023-04-22T00:43:34Z,4160000,False,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,423.0,,,,,6.0,5.0,1.0,,,,,,,,,,
