actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
383,PT06M14.00S,2023-05-28T02:11:07.0Z,3,REGULAR,3pt,Jump Shot,[],203935,77.34888304862024,10.53921568627451,1610612738,63,69,2023-05-28T02:14:55Z,3720000,False,-197.0,160.0,1,right,M. Smart 25' 3PT pullup (17 PTS) (G. Williams 1 AST),"[203935, 1629684]",1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,25.43,Made,,,,,,,17.0,G. Williams,1629684.0,1.0,,,,,,,,
385,PT05M58.00S,2023-05-28T02:11:28.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612748,63,69,2023-05-28T02:11:34Z,3740000,False,,,0,,A. Horford shooting personal FOUL (2 PF) (Adebayo 2 FT),"[201143, 1628389]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2534.0,2.0,0.0,Adebayo,1628389.0,,,
387,PT05M58.00S,2023-05-28T02:11:59.4Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,64,69,2023-05-28T02:11:59Z,3760000,False,,,0,,B. Adebayo Free Throw 1 of 2 (8 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
388,PT05M58.00S,2023-05-28T02:12:44.1Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,65,69,2023-05-28T02:12:44Z,3770000,False,,,0,,B. Adebayo Free Throw 2 of 2 (9 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
389,PT05M47.00S,2023-05-28T02:12:59.0Z,3,REGULAR,3pt,Jump Shot,[],203935,91.93495400788436,3.431372549019608,1610612738,65,69,2023-05-28T02:13:03Z,3780000,False,-233.0,23.0,1,right,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,23.4,Missed,,,,,,,,,,,,,,,,,,
390,PT05M42.00S,2023-05-28T02:13:04.0Z,3,REGULAR,rebound,defensive,[],1629216,,,1610612748,65,69,2023-05-28T02:13:03Z,3790000,False,,,0,,G. Vincent REBOUND (Off:1 Def:2),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Left Corner 3,24+ Left,,,389.0,3.0,2.0,1.0,,,,,,,,,,,,,,
391,PT05M36.00S,2023-05-28T02:13:09.6Z,3,REGULAR,3pt,Jump Shot,[],1629216,27.677398160315374,80.14705882352942,1610612748,65,69,2023-05-28T02:16:14Z,3800000,False,-151.0,208.0,1,left,MISS G. Vincent 25' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,25.66,Missed,,,,,,,,,,,,,,,,,,
392,PT05M34.00S,2023-05-28T02:13:11.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,65,69,2023-05-28T02:13:11Z,3810000,False,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,391.0,7.0,6.0,1.0,,,,,,,,,,,,,,
394,PT05M30.00S,2023-05-28T02:13:21.6Z,3,REGULAR,substitution,out,[],203935,,,1610612738,65,69,2023-05-28T02:13:38Z,3830000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT05M30.00S,2023-05-28T02:13:21.6Z,3,REGULAR,substitution,out,[],201143,,,1610612738,65,69,2023-05-28T02:13:38Z,3840000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT05M30.00S,2023-05-28T02:13:21.6Z,3,REGULAR,substitution,in,[],1629057,,,1610612738,65,69,2023-05-28T02:13:38Z,3850000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT05M30.00S,2023-05-28T02:13:21.6Z,3,REGULAR,substitution,in,[],1627759,,,1610612738,65,69,2023-05-28T02:13:38Z,3860000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT05M20.00S,2023-05-28T02:13:53.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627759,89.56964520367937,55.392156862745104,1610612738,65,71,2023-05-28T02:13:59Z,3870000,False,27.0,46.0,1,right,J. Brown driving Hook (15 PTS) (D. White 5 AST),"[1627759, 1628401]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.29,Made,,,,,,,15.0,D. White,1628401.0,5.0,,,,,,,,
400,PT04M59.00S,2023-05-28T02:14:15.7Z,3,REGULAR,3pt,Jump Shot,[],1628997,8.360709592641262,4.901960784313726,1610612748,65,71,2023-05-28T02:14:22Z,3890000,False,225.0,26.0,1,left,MISS C. Martin 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,22.7,Missed,,,,,,,,,,,,,,,,,,
401,PT04M57.00S,2023-05-28T02:14:17.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,65,71,2023-05-28T02:14:22Z,3900000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Right Corner 3,24+ Right,,,400.0,,,,,,,,,,,,,,,,,
403,PT04M57.00S,2023-05-28T02:14:49.6Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629684,,,1610612748,65,71,2023-05-28T02:17:55Z,3920000,False,,,0,,G. Williams away-from-play personal FOUL (3 PF) (Adebayo 1 FT),"[1629684, 1628389]",1610612738.0,BOS,away-from-play,,,Williams,G. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,2534.0,3.0,0.0,Adebayo,1628389.0,,,
407,PT04M57.00S,2023-05-28T02:17:58.2Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1629622,,,1610612748,65,71,2023-05-28T02:18:07Z,3950000,False,,,0,,MISS M. Strus away-from-play Free Throw 1 of 1,[1629622],1610612748.0,MIA,away-from-play,,,Strus,M. Strus,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
408,PT04M57.00S,2023-05-28T02:17:58.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,65,71,2023-05-28T02:18:07Z,3960000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,407.0,,,,,,,,,,,,,,,,,
409,PT04M51.00S,2023-05-28T02:18:23.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629622,20.97568988173456,30.14705882352941,1610612748,65,71,2023-05-28T02:20:00Z,3970000,False,99.0,145.0,1,left,MISS M. Strus 17' step back Shot,[1629622],1610612748.0,MIA,step back,,,Strus,M. Strus,,,,,Mid-Range,16-24 Right Center,17.55,Missed,,,,,,,,,,,,,,,,,,
410,PT04M50.00S,2023-05-28T02:18:24.0Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,65,71,2023-05-28T02:29:28Z,3980000,False,,,0,,B. Adebayo REBOUND (Off:5 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,,,409.0,7.0,2.0,5.0,,,,,,,,,,,,,,
486,PT04M49.00S,2023-05-28T02:18:26.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,9.543363994743759,52.69607843137255,1610612748,65,71,2023-05-28T02:30:10Z,3985000,False,-13.0,37.0,1,left,MISS B. Adebayo tip Layup,[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.96,Missed,,,,,,,,,,,,,,,,,,
487,PT04M48.00S,2023-05-28T02:18:27.2Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,65,71,2023-05-28T02:30:10Z,3987500,False,,,0,,B. Adebayo REBOUND (Off:6 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,486.0,8.0,2.0,6.0,,,,,,,,,,,,,,
411,PT04M46.00S,2023-05-28T02:18:29.4Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628389,11.251642575558476,51.470588235294116,1610612748,65,71,2023-05-28T02:31:46Z,3990000,False,-7.0,53.0,1,left,MISS B. Adebayo Hook,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,5.38,Missed,,,,,,,,,,,,,,,,,,
412,PT04M44.00S,2023-05-28T02:18:31.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,65,71,2023-05-28T02:31:46Z,4000000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,411.0,,,,,,,,,,,,,,,,,
413,PT04M39.00S,2023-05-28T02:19:07.2Z,3,REGULAR,jumpball,recovered,[],1629057,,,1610612738,65,71,2023-05-28T02:30:46Z,4010000,False,,,0,,Jump Ball D. White vs. J. Butler: Tip to R. Williams III,"[1629057, 1628401, 202710]",1610612738.0,BOS,heldball,R. Williams III,1629057.0,Williams III,R. Williams III,White,1628401.0,Butler,202710.0,,,,,,,,,,,,,,,,,,,,,,
418,PT04M27.00S,2023-05-28T02:19:18.9Z,3,REGULAR,2pt,Jump Shot,[],1627759,71.96123521681997,46.568627450980394,1610612738,65,73,2023-05-28T02:30:36Z,4060000,False,-17.0,211.0,1,right,J. Brown 21' pullup Jump Shot (17 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,21.18,Made,,,,,,,17.0,,,,,,,,,,,
419,PT04M06.00S,2023-05-28T02:19:41.1Z,3,REGULAR,3pt,Jump Shot,[],1628997,29.6484888304862,22.794117647058822,1610612748,65,73,2023-05-28T02:19:47Z,4070000,False,136.0,226.0,1,left,MISS C. Martin 26' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,26.39,Missed,,,,,,,,,,,,,,,,,,
420,PT04M03.00S,2023-05-28T02:19:44.1Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,65,73,2023-05-28T02:19:47Z,4080000,False,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Right Center,,,419.0,3.0,2.0,1.0,,,,,,,,,,,,,,
421,PT03M58.00S,2023-05-28T02:19:52.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629057,93.24901445466492,56.86274509803921,1610612738,65,75,2023-05-28T02:19:56Z,4090000,False,34.0,11.0,1,right,R. Williams III bank Jump Shot (9 PTS) (D. White 6 AST),"[1629057, 1628401]",1610612738.0,BOS,bank,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,3.6,Made,,,,,,,9.0,D. White,1628401.0,6.0,,,,,,,,
423,PT03M58.00S,2023-05-28T02:19:56.6Z,3,REGULAR,foul,personal,['1freethrow'],1628997,,,1610612738,65,75,2023-05-28T02:20:23Z,4110000,False,,,0,,C. Martin shooting personal FOUL (3 PF) (Williams III 1 FT),"[1628997, 1629057]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202058.0,3.0,0.0,Williams III,1629057.0,,,
425,PT03M58.00S,2023-05-28T02:20:23.9Z,3,REGULAR,freethrow,1 of 1,[],1629057,,,1610612738,65,76,2023-05-28T02:20:23Z,4130000,False,,,0,,R. Williams III Free Throw 1 of 1 (10 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
426,PT03M40.00S,2023-05-28T02:20:41.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,13.485545335085414,40.931372549019606,1610612748,65,76,2023-05-28T02:28:31Z,4140000,False,45.0,74.0,1,left,MISS J. Butler 8' turnaround Shot,[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,8.7,Missed,,,,,,,,,,,,,,,,,,
427,PT03M37.00S,2023-05-28T02:20:44.7Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,65,76,2023-05-28T02:20:45Z,4150000,False,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,426.0,4.0,3.0,1.0,,,,,,,,,,,,,,
428,PT03M27.00S,2023-05-28T02:21:01.4Z,3,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612738,65,76,2023-05-28T02:21:09Z,4160000,False,,,0,,M. Strus shooting personal FOUL (2 PF) (Brown 2 FT),"[1629622, 1627759]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,201639.0,2.0,0.0,Brown,1627759.0,,,
430,PT03M27.00S,2023-05-28T02:21:33.6Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,65,77,2023-05-28T02:21:33Z,4180000,False,,,0,,J. Brown Free Throw 1 of 2 (18 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,,
431,PT03M27.00S,2023-05-28T02:21:35.1Z,3,REGULAR,substitution,out,[],1629216,,,1610612738,65,77,2023-05-28T02:21:40Z,4190000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M27.00S,2023-05-28T02:21:35.1Z,3,REGULAR,substitution,out,[],1629684,,,1610612738,65,77,2023-05-28T02:21:40Z,4200000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M27.00S,2023-05-28T02:21:35.1Z,3,REGULAR,substitution,in,[],200768,,,1610612738,65,77,2023-05-28T02:21:40Z,4210000,False,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M27.00S,2023-05-28T02:21:35.1Z,3,REGULAR,substitution,in,[],203935,,,1610612738,65,77,2023-05-28T02:21:40Z,4220000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M27.00S,2023-05-28T02:21:57.2Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,65,78,2023-05-28T02:21:57Z,4230000,False,,,0,,J. Brown Free Throw 2 of 2 (19 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,19.0,,,,,,,,,,,
436,PT03M08.00S,2023-05-28T02:22:18.3Z,3,REGULAR,3pt,Jump Shot,[],1628997,8.492115637319317,98.2843137254902,1610612748,68,78,2023-05-28T02:22:22Z,4240000,False,-241.0,27.0,1,left,C. Martin 24' 3PT  (21 PTS) (J. Butler 7 AST),"[1628997, 202710]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,24.29,Made,,,,,,,21.0,J. Butler,202710.0,7.0,,,,,,,,
438,PT02M53.00S,2023-05-28T02:22:32.4Z,3,REGULAR,3pt,Jump Shot,[],1627759,71.17279894875165,77.45098039215686,1610612738,68,78,2023-05-28T02:32:17Z,4260000,False,137.0,218.0,1,right,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.81,Missed,,,,,,,,,,,,,,,,,,
439,PT02M48.00S,2023-05-28T02:22:37.4Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,68,78,2023-05-28T02:22:38Z,4270000,False,,,0,,J. Butler REBOUND (Off:4 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,438.0,7.0,3.0,4.0,,,,,,,,,,,,,,
440,PT02M40.00S,2023-05-28T02:22:46.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,19.004599211563733,50.73529411764706,1610612748,68,78,2023-05-28T02:22:50Z,4280000,False,-4.0,126.0,1,left,MISS B. Adebayo 12' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,12.62,Missed,,,,,,,,,,,,,,,,,,
441,PT02M39.00S,2023-05-28T02:22:47.1Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,68,78,2023-05-28T02:37:57Z,4290000,False,,,0,,J. Butler REBOUND (Off:5 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,440.0,8.0,3.0,5.0,,,,,,,,,,,,,,
442,PT02M38.00S,2023-05-28T02:22:52.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,6.652431011826544,54.90196078431373,1610612748,68,78,2023-05-28T02:38:12Z,4300000,False,-25.0,10.0,1,left,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,2.65,Missed,,,,,,,,,,,,,,,,,,
443,PT02M37.00S,2023-05-28T02:22:53.3Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,68,78,2023-05-28T02:38:18Z,4310000,False,,,0,,J. Butler REBOUND (Off:6 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,442.0,9.0,3.0,6.0,,,,,,,,,,,,,,
526,PT02M37.00S,2023-05-28T02:22:57.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,8.754927726675426,48.03921568627451,1610612748,68,78,2023-05-28T02:38:50Z,4311250,False,10.0,30.0,1,left,MISS J. Butler tip Layup,[202710],1610612748.0,MIA,tip,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,,,,,,,,
527,PT02M35.00S,2023-05-28T02:22:59.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,68,78,2023-05-28T02:38:50Z,4311875,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,526.0,,,,,,,,,,,,,,,,,
488,PT02M35.00S,2023-05-28T02:23:12.9Z,3,REGULAR,substitution,out,[],1629622,,,1610612748,68,78,2023-05-28T02:30:24Z,4315000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT02M35.00S,2023-05-28T02:23:12.9Z,3,REGULAR,substitution,in,[],1629216,,,1610612748,68,78,2023-05-28T02:30:24Z,4317500,False,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT02M29.00S,2023-05-28T02:23:33.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629216,8.09789750328515,48.77450980392157,1610612748,68,78,2023-05-28T02:38:50Z,4320000,False,6.0,24.0,1,left,MISS G. Vincent driving finger roll Layup,[1629216],1610612748.0,MIA,driving finger roll,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,2.44,Missed,,,,,,,,,,,,,,,,,,
445,PT02M22.00S,2023-05-28T02:23:40.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,68,78,2023-05-28T02:37:38Z,4330000,False,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,444.0,8.0,7.0,1.0,,,,,,,,,,,,,,
446,PT02M21.00S,2023-05-28T02:23:38.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,75.55847568988173,88.25827205882352,1610612738,68,78,2023-05-28T02:36:39Z,4340000,False,191.0,177.0,1,right,MISS D. White 26' running 3PT,[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.08,Missed,,,,,,,,,,,,,,,,,,
447,PT02M21.00S,2023-05-28T02:23:38.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,68,78,2023-05-28T02:24:11Z,4350000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,446.0,,,,,,,,,,,,,,,,,
451,PT02M20.00S,2023-05-28T02:23:58.1Z,3,REGULAR,substitution,out,[],1628401,,,1610612738,68,78,2023-05-28T02:24:06Z,4390000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M20.00S,2023-05-28T02:23:58.1Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,68,78,2023-05-28T02:24:06Z,4400000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT02M07.00S,2023-05-28T02:24:31.2Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,68,78,2023-05-28T02:41:58Z,4420000,False,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 202710]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,2.0,Butler,202710.0
455,PT02M07.00S,2023-05-28T02:24:31.2Z,3,REGULAR,steal,,[],202710,,,1610612748,68,78,2023-05-28T02:24:40Z,4430000,False,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
456,PT01M48.00S,2023-05-28T02:24:50.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629216,7.5722733245729295,55.88235294117647,1610612748,68,78,2023-05-28T02:41:37Z,4440000,False,-29.0,19.0,1,left,MISS G. Vincent finger roll Layup,[1629216],1610612748.0,MIA,finger roll,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,3.48,Missed,,,,,,,,,,,,,,,,,,
457,PT01M45.00S,2023-05-28T02:24:53.3Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,68,78,2023-05-28T02:24:54Z,4450000,False,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,456.0,3.0,3.0,0.0,,,,,,,,,,,,,,
458,PT01M45.00S,2023-05-28T02:24:57.4Z,3,REGULAR,turnover,traveling,[],203935,,,1610612738,68,78,2023-05-28T02:25:02Z,4460000,False,,,0,,M. Smart traveling TURNOVER (4 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,201639.0,,,,,4.0,,
459,PT01M30.00S,2023-05-28T02:25:26.0Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628389,16.63929040735874,51.470588235294116,1610612748,68,78,2023-05-28T02:25:30Z,4470000,False,-7.0,104.0,1,left,MISS B. Adebayo 10' turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,10.42,Missed,,,,,,,,,,,,,,,,,,
460,PT01M28.00S,2023-05-28T02:25:28.0Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,68,78,2023-05-28T02:25:30Z,4480000,False,,,0,,R. Williams III REBOUND (Off:1 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),8-16 Center,,,459.0,5.0,4.0,1.0,,,,,,,,,,,,,,
461,PT01M09.00S,2023-05-28T02:25:51.5Z,3,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612738,68,78,2023-05-28T02:26:29Z,4490000,False,,,0,,G. Vincent shooting personal FOUL (3 PF) (Williams 2 FT),"[1629216, 1629684]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2534.0,3.0,0.0,Williams,1629684.0,,,
463,PT01M09.00S,2023-05-28T02:26:15.7Z,3,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,68,78,2023-05-28T02:27:20Z,4510000,False,,,0,,MISS G. Williams Free Throw 1 of 2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
464,PT01M09.00S,2023-05-28T02:26:15.7Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,68,78,2023-05-28T02:27:20Z,4520000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,463.0,,,,,,,,,,,,,,,,,
465,PT01M09.00S,2023-05-28T02:26:16.7Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,68,78,2023-05-28T02:26:24Z,4530000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT01M09.00S,2023-05-28T02:26:16.7Z,3,REGULAR,substitution,in,[],1628401,,,1610612738,68,78,2023-05-28T02:26:24Z,4540000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT01M09.00S,2023-05-28T02:26:15.7Z,3,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,68,79,2023-05-28T02:27:20Z,4550000,False,,,0,,G. Williams Free Throw 2 of 2 (1 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
468,PT00M59.40S,2023-05-28T02:26:50.8Z,3,REGULAR,2pt,Jump Shot,[],200768,23.340998685939553,75.49019607843137,1610612748,70,79,2023-05-28T02:27:07Z,4560000,False,-127.0,167.0,1,left,K. Lowry 21' pullup Jump Shot (4 PTS) (B. Adebayo 4 AST),"[200768, 1628389]",1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Left Center,21.0,Made,,,,,,,4.0,B. Adebayo,1628389.0,4.0,,,,,,,,
