actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
118,PT01M16.00S,2023-05-28T00:55:24.8Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,24,31,2023-05-28T00:55:24Z,1180000,False,,,0,,J. Tatum Free Throw 2 of 2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
119,PT00M57.60S,2023-05-28T00:55:49.2Z,1,REGULAR,3pt,Jump Shot,[],1628997,92.32917214191852,96.81372549019608,1610612748,27,31,2023-05-28T00:55:52Z,1190000,False,234.0,20.0,1,right,C. Martin 3PT  (12 PTS) (J. Butler 4 AST),"[1628997, 202710]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,23.49,Made,,,,,,,12.0,J. Butler,202710.0,4.0,,,,,,,,
121,PT00M43.20S,2023-05-28T00:56:04.3Z,1,REGULAR,3pt,Jump Shot,[],203935,32.802233902759525,30.88235294117647,1610612738,27,31,2023-05-28T01:01:51Z,1210000,False,96.0,256.0,1,left,MISS M. Smart 27' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,27.31,Missed,,,,,,,,,,,,,,,,,,
122,PT00M39.50S,2023-05-28T00:56:08.0Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,27,31,2023-05-28T00:56:13Z,1220000,False,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,121.0,3.0,2.0,1.0,,,,,,,,,,,,,,
123,PT00M38.50S,2023-05-28T00:56:10.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,27.808804204993432,84.31372549019608,1610612738,27,34,2023-05-28T00:56:15Z,1230000,False,-172.0,209.0,1,left,D. White 27' 3PT  (3 PTS) (J. Tatum 2 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,27.03,Made,,,,,,,3.0,J. Tatum,1628369.0,2.0,,,,,,,,
125,PT00M30.70S,2023-05-28T00:56:20.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,92.9862023653088,52.69607843137255,1610612748,27,34,2023-05-28T01:02:46Z,1250000,False,13.0,13.0,1,right,MISS B. Adebayo cutting finger roll Layup,[1628389],1610612748.0,MIA,cutting finger roll,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.9,Missed,,,,,,,,,,,,,,,,,,
126,PT00M28.30S,2023-05-28T00:56:22.4Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,27,34,2023-05-28T01:02:46Z,1260000,False,,,0,,J. Butler REBOUND (Off:2 Def:0),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,125.0,2.0,0.0,2.0,,,,,,,,,,,,,,
127,PT00M24.60S,2023-05-28T00:56:26.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,93.77463863337714,54.65686274509803,1610612748,27,34,2023-05-28T01:03:18Z,1270000,False,23.0,6.0,1,right,MISS J. Butler Layup,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,2.41,Missed,,,,,,,,,,,,,,,,,,
130,PT00M23.10S,2023-05-28T00:56:27.6Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,27,34,2023-05-28T01:03:18Z,1280000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,127.0,2.0,1.0,1.0,,,,,,,,,,,,,,
131,PT00M23.10S,2023-05-28T00:56:30.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,94.40999984741211,50.0,1610612748,27,34,2023-05-28T00:56:30Z,1290000,False,0.0,0.0,1,right,MISS B. Adebayo tip Layup,[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
132,PT00M22.50S,2023-05-28T00:56:31.1Z,1,REGULAR,rebound,offensive,[],200768,,,1610612748,27,34,2023-05-28T00:56:31Z,1300000,False,,,0,,K. Lowry REBOUND (Off:1 Def:0),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Left,,,131.0,1.0,0.0,1.0,,,,,,,,,,,,,,
133,PT00M20.20S,2023-05-28T00:56:33.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200768,94.43166885676742,52.94117647058824,1610612748,29,34,2023-05-28T01:03:55Z,1310000,False,15.0,0.0,1,right,K. Lowry tip Layup (2 PTS),[200768],1610612748.0,MIA,tip,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,2.0,,,,,,,,,,,
134,PT00M02.10S,2023-05-28T00:56:51.5Z,1,REGULAR,3pt,Jump Shot,[],1628369,32.276609724047304,36.029411764705884,1610612738,29,34,2023-05-28T01:04:13Z,1320000,False,70.0,251.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.05,Missed,,,,,,,,,,,,,,,,,,
135,PT00M00.40S,2023-05-28T00:56:53.2Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,29,34,2023-05-28T00:58:02Z,1330000,False,,,0,,C. Martin REBOUND (Off:0 Def:5),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,134.0,5.0,5.0,0.0,,,,,,,,,,,,,,
136,PT00M00.00S,2023-05-28T00:57:02.1Z,1,REGULAR,period,end,[],0,,,1610612748,29,34,2023-05-28T00:57:02Z,1340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2023-05-28T00:57:13.9Z,2,REGULAR,substitution,out,['startperiod'],202710,,,1610612748,29,34,2023-05-28T01:00:17Z,1350000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2023-05-28T00:57:13.9Z,2,REGULAR,substitution,out,['startperiod'],1628369,,,1610612748,29,34,2023-05-28T01:00:17Z,1360000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2023-05-28T00:57:13.9Z,2,REGULAR,substitution,out,['startperiod'],1628401,,,1610612748,29,34,2023-05-28T01:00:17Z,1370000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2023-05-28T00:57:13.9Z,2,REGULAR,substitution,out,['startperiod'],1629057,,,1610612748,29,34,2023-05-28T01:00:17Z,1380000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2023-05-28T00:57:13.9Z,2,REGULAR,substitution,in,['startperiod'],1629216,,,1610612748,29,34,2023-05-28T01:00:17Z,1390000,False,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2023-05-28T00:57:13.9Z,2,REGULAR,substitution,in,['startperiod'],201143,,,1610612748,29,34,2023-05-28T01:00:17Z,1400000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2023-05-28T00:57:13.9Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612748,29,34,2023-05-28T01:00:17Z,1410000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2023-05-28T00:57:13.9Z,2,REGULAR,substitution,in,['startperiod'],1630573,,,1610612748,29,34,2023-05-28T01:00:17Z,1420000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2023-05-28T01:00:35.3Z,2,REGULAR,period,start,[],0,,,1610612738,29,34,2023-05-28T01:00:35Z,1430000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT11M40.00S,2023-05-28T01:00:54.9Z,2,REGULAR,3pt,Jump Shot,[],1629684,22.28975032851511,89.70588235294117,1610612738,29,34,2023-05-28T01:01:03Z,1440000,False,-199.0,157.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,,
148,PT11M36.00S,2023-05-28T01:00:58.9Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,29,34,2023-05-28T01:01:03Z,1450000,False,,,0,,J. Brown REBOUND (Off:2 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,147.0,6.0,4.0,2.0,,,,,,,,,,,,,,
149,PT11M36.00S,2023-05-28T01:01:03.2Z,2,REGULAR,foul,personal,['2freethrow'],200768,,,1610612738,29,34,2023-05-28T01:01:14Z,1460000,False,,,0,,K. Lowry shooting personal FOUL (1 PF) (Brown 2 FT),"[200768, 1627759]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2534.0,1.0,0.0,Brown,1627759.0,,,
151,PT11M36.00S,2023-05-28T01:02:06.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627759,,,1610612738,29,34,2023-05-28T01:02:06Z,1480000,False,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
152,PT11M36.00S,2023-05-28T01:02:06.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,29,34,2023-05-28T01:02:06Z,1490000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,151.0,,,,,,,,,,,,,,,,,
153,PT11M36.00S,2023-05-28T01:02:27.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627759,,,1610612738,29,35,2023-05-28T01:02:27Z,1500000,False,,,0,,J. Brown Free Throw 2 of 2 (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
154,PT11M18.00S,2023-05-28T01:02:48.4Z,2,REGULAR,3pt,Jump Shot,[],200768,66.83639947437582,50.98039215686274,1610612748,29,35,2023-05-28T01:02:51Z,1510000,False,5.0,259.0,1,right,MISS K. Lowry 25' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,25.92,Missed,,,,,,,,,,,,,,,,,,
155,PT11M16.00S,2023-05-28T01:02:50.4Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,29,35,2023-05-28T01:02:51Z,1520000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,154.0,1.0,1.0,0.0,,,,,,,,,,,,,,
156,PT11M10.00S,2023-05-28T01:02:56.1Z,2,REGULAR,3pt,Jump Shot,[],1629684,32.013797634691194,30.88235294117647,1610612738,29,35,2023-05-28T01:03:02Z,1530000,False,96.0,248.0,1,left,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,26.62,Missed,,,,,,,,,,,,,,,,,,
157,PT11M04.00S,2023-05-28T01:03:02.1Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,29,35,2023-05-28T01:03:02Z,1540000,False,,,0,,C. Martin REBOUND (Off:0 Def:6),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,156.0,6.0,6.0,0.0,,,,,,,,,,,,,,
158,PT10M51.00S,2023-05-28T01:03:14.3Z,2,REGULAR,turnover,bad pass,[],1629216,,,1610612748,29,35,2023-05-28T01:03:17Z,1550000,False,,,0,,G. Vincent bad pass TURNOVER (1 TO),"[1629216, 1627759]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0
159,PT10M51.00S,2023-05-28T01:03:14.3Z,2,REGULAR,steal,,[],1627759,,,1610612738,29,35,2023-05-28T01:03:16Z,1560000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
160,PT10M40.00S,2023-05-28T01:03:30.5Z,2,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,29,35,2023-05-28T01:03:36Z,1570000,False,,,0,,J. Brown lost ball out-of-bounds TURNOVER (1 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202058.0,,,,,1.0,,
161,PT10M40.00S,2023-05-28T01:03:38.5Z,2,REGULAR,substitution,out,[],1628997,,,1610612748,29,35,2023-05-28T01:03:41Z,1580000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT10M40.00S,2023-05-28T01:03:38.5Z,2,REGULAR,substitution,in,[],202710,,,1610612748,29,35,2023-05-28T01:03:41Z,1590000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT10M26.00S,2023-05-28T01:04:02.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,66.3107752956636,47.794117647058826,1610612748,32,35,2023-05-28T01:04:07Z,1600000,False,-11.0,264.0,1,right,D. Robinson 26' 3PT  (3 PTS) (B. Adebayo 1 AST),"[1629130, 1628389]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,26.44,Made,,,,,,,3.0,B. Adebayo,1628389.0,1.0,,,,,,,,
165,PT10M10.00S,2023-05-28T01:04:21.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,13.87976346911958,49.50980392156863,1610612738,32,37,2023-05-28T01:04:35Z,1620000,False,2.0,78.0,1,left,M. Smart 7' pullup Jump Shot (8 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,7.8,Made,,,,,,,8.0,,,,,,,,,,,
166,PT10M10.00S,2023-05-28T01:04:27.0Z,2,REGULAR,foul,personal,['1freethrow'],1629216,,,1610612738,32,37,2023-05-28T01:04:40Z,1630000,False,,,0,,G. Vincent shooting personal FOUL (1 PF) (Smart 1 FT),"[1629216, 203935]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201639.0,1.0,0.0,Smart,203935.0,,,
168,PT10M10.00S,2023-05-28T01:04:34.6Z,2,REGULAR,substitution,out,[],1630573,,,1610612738,32,37,2023-05-28T01:05:33Z,1650000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M10.00S,2023-05-28T01:04:34.6Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,32,37,2023-05-28T01:05:33Z,1660000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT10M10.00S,2023-05-28T01:04:54.2Z,2,REGULAR,freethrow,1 of 1,[],203935,,,1610612738,32,38,2023-05-28T01:04:54Z,1670000,False,,,0,,M. Smart Free Throw 1 of 1 (9 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
171,PT10M02.00S,2023-05-28T01:05:06.5Z,2,REGULAR,3pt,Jump Shot,[],1629216,71.96123521681997,19.852941176470587,1610612748,35,38,2023-05-28T01:08:53Z,1680000,False,-151.0,211.0,1,right,G. Vincent 25' 3PT pullup (3 PTS),[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,25.94,Made,,,,,,,3.0,,,,,,,,,,,
172,PT09M37.00S,2023-05-28T01:05:31.0Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,35,38,2023-05-28T01:05:37Z,1690000,False,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 200768]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Lowry,200768.0
173,PT09M37.00S,2023-05-28T01:05:31.0Z,2,REGULAR,steal,,[],200768,,,1610612748,35,38,2023-05-28T01:05:33Z,1700000,False,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
174,PT09M21.00S,2023-05-28T01:05:47.6Z,2,REGULAR,turnover,lost ball,[],200768,,,1610612748,35,38,2023-05-28T01:05:59Z,1710000,False,,,0,,K. Lowry lost ball TURNOVER (1 TO),"[200768, 1627759]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0
175,PT09M21.00S,2023-05-28T01:05:47.6Z,2,REGULAR,steal,,[],1627759,,,1610612738,35,38,2023-05-28T01:05:49Z,1720000,False,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
176,PT09M18.00S,2023-05-28T01:05:55.0Z,2,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612738,35,38,2023-05-28T01:06:07Z,1730000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629130, 1628369]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2534.0,1.0,0.0,Tatum,1628369.0,,,
178,PT09M18.00S,2023-05-28T01:06:19.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628369,,,1610612738,35,39,2023-05-28T01:06:19Z,1750000,False,,,0,,J. Tatum Free Throw 1 of 2 (10 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
179,PT09M18.00S,2023-05-28T01:06:36.2Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628369,,,1610612738,35,40,2023-05-28T01:06:36Z,1760000,False,,,0,,J. Tatum Free Throw 2 of 2 (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
180,PT09M05.00S,2023-05-28T01:06:52.0Z,2,REGULAR,3pt,Jump Shot,[],1629216,65.52233902759527,50.245098039215684,1610612748,38,40,2023-05-28T01:06:56Z,1770000,False,1.0,272.0,1,right,G. Vincent 27' 3PT  (6 PTS) (B. Adebayo 2 AST),"[1629216, 1628389]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,27.16,Made,,,,,,,6.0,B. Adebayo,1628389.0,2.0,,,,,,,,
182,PT09M04.00S,2023-05-28T01:07:01.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,38,40,2023-05-28T01:07:01Z,1790000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT08M50.00S,2023-05-28T01:10:50.8Z,2,REGULAR,foul,personal,['2freethrow'],202710,,,1610612738,38,40,2023-05-28T01:10:59Z,1800000,False,,,0,,J. Butler shooting personal FOUL (2 PF) (Tatum 2 FT),"[202710, 1628369]",1610612748.0,MIA,shooting,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,201639.0,2.0,0.0,Tatum,1628369.0,,,
185,PT08M50.00S,2023-05-28T01:11:17.1Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,38,41,2023-05-28T01:11:17Z,1820000,False,,,0,,J. Tatum Free Throw 1 of 2 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
186,PT08M50.00S,2023-05-28T01:11:34.9Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,38,42,2023-05-28T01:11:34Z,1830000,False,,,0,,J. Tatum Free Throw 2 of 2 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
187,PT08M37.00S,2023-05-28T01:11:49.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,93.24901445466492,54.90196078431373,1610612748,38,42,2023-05-28T01:11:53Z,1840000,False,25.0,11.0,1,right,MISS G. Vincent driving Layup,[1629216],1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,,,,,,,,,,,,,,
188,PT08M35.00S,2023-05-28T01:11:51.6Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,38,42,2023-05-28T01:11:53Z,1850000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,187.0,2.0,2.0,0.0,,,,,,,,,,,,,,
189,PT08M27.00S,2023-05-28T01:11:59.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,7.046649145860711,46.32352941176471,1610612738,38,42,2023-05-28T01:12:03Z,1860000,False,18.0,14.0,1,left,MISS G. Williams Layup,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,2.29,Missed,,,,,,,,,,,,,,,,,,
190,PT08M25.00S,2023-05-28T01:12:01.8Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,38,42,2023-05-28T01:12:01Z,1870000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,189.0,1.0,1.0,0.0,,,,,,,,,,,,,,
191,PT08M12.00S,2023-05-28T01:12:14.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,84.97043363994744,61.76470588235294,1610612748,38,42,2023-05-28T01:13:43Z,1880000,False,59.0,89.0,1,right,MISS K. Lowry 10' step back Shot,[200768],1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Right,10.65,Missed,,,,,,,,,,,,,,,,,,
192,PT08M10.00S,2023-05-28T01:12:16.8Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,38,42,2023-05-28T01:12:18Z,1890000,False,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Right,,,191.0,3.0,3.0,0.0,,,,,,,,,,,,,,
193,PT08M08.00S,2023-05-28T01:12:23.1Z,2,REGULAR,turnover,traveling,[],203935,,,1610612738,38,42,2023-05-28T01:12:29Z,1900000,False,,,0,,M. Smart traveling TURNOVER (3 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,202058.0,,,,,3.0,,
194,PT08M08.00S,2023-05-28T01:12:28.0Z,2,REGULAR,substitution,out,[],1629684,,,1610612748,38,42,2023-05-28T01:12:34Z,1910000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M08.00S,2023-05-28T01:12:28.0Z,2,REGULAR,substitution,in,[],1628401,,,1610612748,38,42,2023-05-28T01:12:34Z,1920000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M44.00S,2023-05-28T01:13:09.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,67.49342969776609,46.568627450980394,1610612748,38,42,2023-05-28T01:13:33Z,1930000,False,-17.0,253.0,1,right,MISS D. Robinson 25' turnaround 3PT,[1629130],1610612748.0,MIA,turnaround,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,25.37,Missed,,,,,,,,,,,,,,,,,,
197,PT07M43.00S,2023-05-28T01:13:10.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,38,42,2023-05-28T01:13:33Z,1940000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,196.0,,,,,,,,,,,,,,,,,
199,PT07M42.00S,2023-05-28T01:13:27.3Z,2,REGULAR,substitution,out,[],200768,,,1610612748,38,42,2023-05-28T01:13:31Z,1960000,False,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M42.00S,2023-05-28T01:13:27.3Z,2,REGULAR,substitution,in,[],1628997,,,1610612748,38,42,2023-05-28T01:13:31Z,1970000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M32.00S,2023-05-28T01:13:50.7Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",202710,74.98357424441524,64.70588235294117,1610612748,38,42,2023-05-28T01:13:57Z,1980000,False,74.0,183.0,1,right,MISS J. Butler 19' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right Center,19.69,Missed,,,,,,,,,,,,,,,,,,
202,PT07M30.00S,2023-05-28T01:13:52.7Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,38,42,2023-05-28T01:14:03Z,1990000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,,,201.0,3.0,1.0,2.0,,,,,,,,,,,,,,
