actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
344,PT11M28.00S,2023-04-24T00:24:40.7Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203991,,,1610612737,54,65,2023-04-24T00:24:40Z,3440000,False,,,0,,C. Capela Free Throw 1 of 2 (3 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
345,PT11M28.00S,2023-04-24T00:24:53.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203991,,,1610612737,55,65,2023-04-24T00:24:53Z,3450000,False,,,0,,C. Capela Free Throw 2 of 2 (4 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
346,PT11M15.00S,2023-04-24T00:25:07.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,89.43823915900131,51.470588235294116,1610612738,55,65,2023-04-24T00:25:11Z,3460000,False,7.0,47.0,1,right,MISS D. White driving Layup,[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,4.74,Missed,,,,,,,,,,,,,,,,,,
348,PT11M12.00S,2023-04-24T00:25:10.1Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,55,65,2023-04-24T00:25:11Z,3480000,False,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,346.0,3.0,3.0,0.0,,,,,,,,
349,PT11M08.00S,2023-04-24T00:25:15.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,6.783837056504599,49.754901960784316,1610612737,57,65,2023-04-24T00:25:25Z,3490000,False,1.0,11.0,1,left,C. Capela alley-oop DUNK (6 PTS) (T. Young 10 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.14,Made,6.0,T. Young,1629027.0,10.0,,,,,,,,,,,,,,
351,PT10M38.00S,2023-04-24T00:25:44.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,83.26215505913272,53.67647058823529,1610612738,57,67,2023-04-24T00:25:50Z,3510000,False,18.0,105.0,1,right,M. Smart 10' pullup Jump Shot (10 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,10.64,Made,10.0,,,,,,,,,,,,,,,,,
352,PT10M27.00S,2023-04-24T00:25:55.7Z,3,REGULAR,2pt,Jump Shot,[],1629631,7.178055190538765,88.72549019607843,1610612737,59,67,2023-04-24T00:26:33Z,3520000,False,-194.0,15.0,1,left,D. Hunter 19' step back Jump Shot (19 PTS) (D. Murray 2 AST),"[1629631, 1627749]",1610612737.0,ATL,step back,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left,19.42,Made,19.0,D. Murray,1627749.0,2.0,,,,,,,,,,,,,,
354,PT10M11.00S,2023-04-24T00:26:11.5Z,3,REGULAR,3pt,Jump Shot,[],203935,67.7562417871222,58.333333333333336,1610612738,59,67,2023-04-24T00:26:16Z,3540000,False,42.0,251.0,1,right,MISS M. Smart 25' turnaround fadeaway 3PT,[203935],1610612738.0,BOS,turnaround fadeaway,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,25.4,Missed,,,,,,,,,,,,,,,,,,
355,PT10M08.00S,2023-04-24T00:26:14.5Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612737,59,67,2023-04-24T00:26:16Z,3550000,False,,,0,,D. Murray REBOUND (Off:1 Def:4),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,,354.0,5.0,4.0,1.0,,,,,,,,
356,PT09M59.00S,2023-04-24T00:26:23.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,6.521024967148489,51.225490196078425,1610612737,61,67,2023-04-24T00:26:27Z,3560000,False,-6.0,9.0,1,left,C. Capela DUNK (8 PTS) (D. Murray 3 AST),"[203991, 1627749]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.07,Made,8.0,D. Murray,1627749.0,3.0,,,,,,,,,,,,,,
358,PT09M35.00S,2023-04-24T00:26:47.5Z,3,REGULAR,3pt,Jump Shot,[],203935,94.95729303547962,4.6568627450980395,1610612738,61,70,2023-04-24T00:26:52Z,3580000,False,-227.0,-5.0,1,right,M. Smart 3PT  (13 PTS) (D. White 1 AST),"[203935, 1628401]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,22.68,Made,13.0,D. White,1628401.0,1.0,,,,,,,,,,,,,,
360,PT09M23.00S,2023-04-24T00:27:03.4Z,3,REGULAR,foul,offensive,[],203991,,,1610612737,61,70,2023-04-24T00:27:09Z,3600000,False,,,0,,C. Capela off-the-ball offensive FOUL (1 PF),"[203991, 203935]",1610612737.0,ATL,off-the-ball,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,204059.0,1.0,0.0,Smart,203935.0,,,
362,PT09M23.00S,2023-04-24T00:27:03.4Z,3,REGULAR,turnover,offensive foul,[],203991,,,1610612737,61,70,2023-04-24T00:27:03Z,3620000,False,,,0,,C. Capela offensive foul TURNOVER (1 TO),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,204059.0,,,,,1.0,,
363,PT09M10.00S,2023-04-24T00:27:26.4Z,3,REGULAR,foul,offensive,[],201143,,,1610612738,61,70,2023-04-24T00:27:33Z,3630000,False,,,0,,A. Horford off-the-ball offensive FOUL (3 PF),"[201143, 1629027]",1610612738.0,BOS,off-the-ball,,,Horford,A. Horford,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,2534.0,3.0,0.0,Young,1629027.0,,,
365,PT09M10.00S,2023-04-24T00:27:26.4Z,3,REGULAR,turnover,offensive foul,[],201143,,,1610612738,61,70,2023-04-24T00:27:26Z,3650000,False,,,0,,A. Horford offensive foul TURNOVER (2 TO),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,2534.0,,,,,2.0,,
366,PT08M59.00S,2023-04-24T00:27:47.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627749,8.360709592641262,45.83333333333333,1610612737,61,70,2023-04-24T00:27:53Z,3660000,False,21.0,26.0,1,left,MISS D. Murray driving Layup - blocked,"[1627749, 1628369]",1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,Tatum,1628369.0,,,,,,,,,,,,
367,PT08M59.00S,2023-04-24T00:27:47.7Z,3,REGULAR,block,,[],1628369,,,1610612737,61,70,2023-04-24T00:27:50Z,3670000,False,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
368,PT08M58.00S,2023-04-24T00:27:48.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,61,70,2023-04-24T00:27:53Z,3680000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,366.0,,,,,,,,,,,
370,PT08M51.00S,2023-04-24T00:28:12.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",203991,6.521024967148489,49.50980392156863,1610612737,63,70,2023-04-24T00:28:17Z,3700000,False,2.0,9.0,1,left,C. Capela alley-oop DUNK (10 PTS) (T. Young 11 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.91,Made,10.0,T. Young,1629027.0,11.0,,,,,,,,,,,,,,
372,PT08M38.00S,2023-04-24T00:28:24.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.72339027595268,50.73529411764706,1610612738,63,72,2023-04-24T00:28:29Z,3720000,False,4.0,16.0,1,right,J. Brown driving Layup (11 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.63,Made,11.0,,,,,,,,,,,,,,,,,
373,PT08M28.00S,2023-04-24T00:28:35.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,9.280551905387648,50.245098039215684,1610612737,65,72,2023-04-24T00:28:40Z,3730000,False,-1.0,35.0,1,left,T. Young driving floating Jump Shot (12 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Restricted Area,0-8 Center,3.47,Made,12.0,,,,,,,,,,,,,,,,,
374,PT08M09.00S,2023-04-24T00:28:54.0Z,3,REGULAR,turnover,lost ball,[],1628401,,,1610612738,65,72,2023-04-24T00:29:00Z,3740000,False,,,0,,D. White lost ball TURNOVER (2 TO),"[1628401, 1629027]",1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,2.0,Young,1629027.0
375,PT08M09.00S,2023-04-24T00:28:54.0Z,3,REGULAR,steal,,[],1629027,,,1610612737,65,72,2023-04-24T00:28:57Z,3750000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
376,PT08M07.00S,2023-04-24T00:28:58.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak', 'defensivegoaltending']",1629027,5.995400788436268,48.77450980392157,1610612737,67,72,2023-04-24T00:29:12Z,3760000,False,6.0,4.0,1,left,T. Young running Layup (14 PTS) (D. Hunter 1 AST),"[1629027, 1629631]",1610612737.0,ATL,running,,,Young,T. Young,,,,,Restricted Area,0-8 Center,0.72,Made,14.0,D. Hunter,1629631.0,1.0,,,,,,,,,,,,,,
378,PT08M07.00S,2023-04-24T00:29:02.9Z,3,REGULAR,violation,defensive goaltending,[],1627759,,,1610612737,67,72,2023-04-24T00:29:12Z,3780000,False,,,0,,J. Brown defensive goaltending VIOLATION,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,2534.0,,,,,,,
379,PT08M01.00S,2023-04-24T00:29:17.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,91.80354796320631,50.49019607843137,1610612738,67,72,2023-04-24T00:29:22Z,3790000,False,2.0,25.0,1,right,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,2.46,Missed,,,,,,,,,,,,,,,,,,
380,PT07M58.00S,2023-04-24T00:29:19.7Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,67,72,2023-04-24T00:29:19Z,3800000,False,,,0,,A. Horford REBOUND (Off:2 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,379.0,7.0,5.0,2.0,,,,,,,,
381,PT07M47.00S,2023-04-24T00:29:30.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203935,93.9060446780552,47.30392156862745,1610612738,67,74,2023-04-24T00:29:35Z,3810000,False,-13.0,5.0,1,right,M. Smart driving Layup (15 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,1.43,Made,15.0,,,,,,,,,,,,,,,,,
382,PT07M33.00S,2023-04-24T00:29:44.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,7.440867279894875,47.05882352941176,1610612737,67,74,2023-04-24T00:29:49Z,3820000,False,15.0,17.0,1,left,MISS D. Hunter driving Layup,[1629631],1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,,
383,PT07M31.00S,2023-04-24T00:29:46.3Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,67,74,2023-04-24T00:29:49Z,3830000,False,,,0,,A. Horford REBOUND (Off:2 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,382.0,8.0,6.0,2.0,,,,,,,,
384,PT07M28.00S,2023-04-24T00:29:52.5Z,3,REGULAR,foul,personal,['2freethrow'],1629027,,,1610612738,67,74,2023-04-24T00:32:50Z,3840000,False,,,0,,T. Young flagrant-type-1 personal FOUL (2 PF) (Tatum 2 FT),"[1629027, 1628369]",1610612737.0,ATL,flagrant-type-1,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2534.0,2.0,0.0,Tatum,1628369.0,,,
387,PT07M28.00S,2023-04-24T00:32:56.3Z,3,REGULAR,substitution,out,[],203935,,,1610612738,67,74,2023-04-24T00:33:01Z,3870000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT07M28.00S,2023-04-24T00:32:56.3Z,3,REGULAR,substitution,in,[],1629057,,,1610612738,67,74,2023-04-24T00:33:01Z,3880000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M28.00S,2023-04-24T00:33:03.4Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,67,75,2023-04-24T00:33:19Z,3890000,False,,,0,,J. Tatum flagrant Free Throw 1 of 2 (14 PTS),[1628369],1610612738.0,BOS,flagrant,,,Tatum,J. Tatum,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
390,PT07M28.00S,2023-04-24T00:33:03.4Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,67,76,2023-04-24T00:33:19Z,3900000,False,,,0,,J. Tatum flagrant Free Throw 2 of 2 (15 PTS),[1628369],1610612738.0,BOS,flagrant,,,Tatum,J. Tatum,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
391,PT07M26.00S,2023-04-24T00:33:34.8Z,3,REGULAR,foul,offensive,[],1629057,,,1610612737,67,76,2023-04-24T00:33:42Z,3910000,False,,,0,,R. Williams III off-the-ball offensive FOUL (3 PF),"[1629057, 1629631]",1610612738.0,BOS,off-the-ball,,,Williams III,R. Williams III,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,204058.0,3.0,0.0,Hunter,1629631.0,,,
393,PT07M26.00S,2023-04-24T00:33:34.8Z,3,REGULAR,turnover,offensive foul,[],1629057,,,1610612738,67,76,2023-04-24T00:33:34Z,3930000,False,,,0,,R. Williams III offensive foul TURNOVER (1 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,204058.0,,,,,1.0,,
394,PT07M15.00S,2023-04-24T00:33:52.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629027,9.411957950065702,40.19607843137255,1610612737,67,76,2023-04-24T00:34:00Z,3940000,False,49.0,36.0,1,left,MISS T. Young 6' driving floating bank Shot,[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,6.08,Missed,,,,,,,,,,,,,,,,,,
395,PT07M11.00S,2023-04-24T00:33:56.2Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,67,76,2023-04-24T00:33:56Z,3950000,False,,,0,,R. Williams III REBOUND (Off:2 Def:11),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,394.0,13.0,11.0,2.0,,,,,,,,
396,PT07M07.00S,2023-04-24T00:34:00.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,94.56307490144546,48.77450980392157,1610612738,67,78,2023-04-24T00:34:10Z,3960000,False,-6.0,-1.0,1,right,J. Brown running reverse Layup (13 PTS),[1627759],1610612738.0,BOS,running reverse,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.63,Made,13.0,,,,,,,,,,,,,,,,,
397,PT06M49.00S,2023-04-24T00:34:18.7Z,3,REGULAR,2pt,Jump Shot,[],1627749,17.559132720105126,26.96078431372549,1610612737,69,78,2023-04-24T00:34:23Z,3970000,False,115.0,113.0,1,left,D. Murray 16' pullup Jump Shot (13 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right Center,16.11,Made,13.0,,,,,,,,,,,,,,,,,
398,PT06M26.00S,2023-04-24T00:34:41.2Z,3,REGULAR,3pt,Jump Shot,[],1628369,73.53810775295663,15.931372549019606,1610612738,69,78,2023-04-24T00:34:46Z,3980000,False,-170.0,196.0,1,right,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
399,PT06M24.00S,2023-04-24T00:34:43.2Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612737,69,78,2023-04-24T00:34:46Z,3990000,False,,,0,,D. Murray REBOUND (Off:1 Def:5),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,398.0,6.0,5.0,1.0,,,,,,,,
400,PT06M10.00S,2023-04-24T00:34:57.6Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,69,78,2023-04-24T00:35:02Z,4000000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1629057]",1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Williams III,1629057.0
401,PT06M10.00S,2023-04-24T00:34:57.6Z,3,REGULAR,steal,,[],1629057,,,1610612738,69,78,2023-04-24T00:34:59Z,4010000,False,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
402,PT06M06.00S,2023-04-24T00:35:03.2Z,3,REGULAR,foul,personal,['2freethrow'],1627749,,,1610612738,69,78,2023-04-24T00:38:54Z,4020000,False,,,0,,D. Murray shooting personal FOUL (1 PF) (Brown 2 FT),"[1627749, 1627759]",1610612737.0,ATL,shooting,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,1.0,0.0,Brown,1627759.0,,,
404,PT06M06.00S,2023-04-24T00:35:14.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,69,78,2023-04-24T00:35:14Z,4040000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M06.00S,2023-04-24T00:38:04.7Z,3,REGULAR,substitution,out,[],1629027,,,1610612738,69,78,2023-04-24T00:38:30Z,4050000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M06.00S,2023-04-24T00:38:04.7Z,3,REGULAR,substitution,in,[],203992,,,1610612738,69,78,2023-04-24T00:38:30Z,4060000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M06.00S,2023-04-24T00:38:59.1Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627759,,,1610612738,69,79,2023-04-24T00:39:18Z,4070000,False,,,0,,J. Brown Free Throw 1 of 2 (14 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
408,PT06M06.00S,2023-04-24T00:38:59.1Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627759,,,1610612738,69,79,2023-04-24T00:39:18Z,4080000,False,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
409,PT06M04.00S,2023-04-24T00:39:01.1Z,3,REGULAR,rebound,defensive,[],203992,,,1610612737,69,79,2023-04-24T00:39:18Z,4090000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,408.0,2.0,2.0,0.0,,,,,,,,
410,PT05M40.00S,2023-04-24T00:39:41.3Z,3,REGULAR,3pt,Jump Shot,[],1628381,16.245072273324574,4.6568627450980395,1610612737,69,79,2023-04-24T00:39:49Z,4100000,False,227.0,100.0,1,left,MISS J. Collins 24' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,24.79,Missed,,,,,,,,,,,,,,,,,,
411,PT05M33.00S,2023-04-24T00:39:48.1Z,3,REGULAR,rebound,offensive,[],1629631,,,1610612737,69,79,2023-04-24T00:39:48Z,4110000,False,,,0,,D. Hunter REBOUND (Off:2 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,410.0,3.0,1.0,2.0,,,,,,,,
412,PT05M33.00S,2023-04-24T00:39:48.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629631,5.590000152587891,50.0,1610612737,71,79,2023-04-24T00:39:48Z,4120000,False,0.0,0.0,1,left,D. Hunter putback DUNK (21 PTS),[1629631],1610612737.0,ATL,putback,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,0.0,Made,21.0,,,,,,,,,,,,,,,,,
413,PT05M22.00S,2023-04-24T00:40:03.3Z,3,REGULAR,foul,personal,[],203992,,,1610612738,71,79,2023-04-24T00:40:08Z,4130000,False,,,0,,B. Bogdanovic personal FOUL (2 PF),"[203992, 1627759]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,2534.0,2.0,0.0,Brown,1627759.0,,,
415,PT05M14.00S,2023-04-24T00:40:27.3Z,3,REGULAR,foul,personal,[],203992,,,1610612738,71,79,2023-04-24T00:40:35Z,4150000,False,,,0,,B. Bogdanovic personal FOUL (3 PF),"[203992, 1628369]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,204058.0,3.0,0.0,Tatum,1628369.0,,,
417,PT05M02.00S,2023-04-24T00:41:10.0Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,71,79,2023-04-24T00:41:14Z,4170000,False,,,0,,J. Tatum lost ball TURNOVER (3 TO),"[1628369, 1629631]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,3.0,Hunter,1629631.0
418,PT05M02.00S,2023-04-24T00:41:10.0Z,3,REGULAR,steal,,[],1629631,,,1610612737,71,79,2023-04-24T00:41:20Z,4180000,False,,,0,,D. Hunter STEAL (1 STL),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
419,PT04M49.00S,2023-04-24T00:41:23.0Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203991,11.251642575558476,50.49019607843137,1610612737,71,79,2023-04-24T00:41:32Z,4190000,False,-2.0,53.0,1,left,MISS C. Capela Hook - blocked,"[203991, 1629057]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,Williams III,1629057.0,,,,,,,,,,,,
420,PT04M49.00S,2023-04-24T00:41:23.0Z,3,REGULAR,block,,[],1629057,,,1610612737,71,79,2023-04-24T00:41:25Z,4200000,False,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
421,PT04M46.00S,2023-04-24T00:41:26.0Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,71,79,2023-04-24T00:41:32Z,4210000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,419.0,1.0,1.0,0.0,,,,,,,,
422,PT04M42.00S,2023-04-24T00:41:29.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,68.80749014454665,58.08823529411765,1610612738,71,82,2023-04-24T00:41:37Z,4220000,False,40.0,241.0,1,right,D. White 24' 3PT running pullup (18 PTS),[1628401],1610612738.0,BOS,running pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,24.41,Made,18.0,,,,,,,,,,,,,,,,,
423,PT04M17.00S,2023-04-24T00:41:54.6Z,3,REGULAR,3pt,Jump Shot,[],1627749,28.991458607095925,77.94117647058823,1610612737,74,82,2023-04-24T00:41:59Z,4230000,False,-140.0,220.0,1,left,D. Murray 26' 3PT pullup (16 PTS) (J. Collins 1 AST),"[1627749, 1628381]",1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,26.06,Made,16.0,J. Collins,1628381.0,1.0,,,,,,,,,,,,,,
425,PT04M00.00S,2023-04-24T00:42:11.3Z,3,REGULAR,3pt,Jump Shot,[],1628401,68.28186596583443,37.00980392156863,1610612738,74,82,2023-04-24T00:42:16Z,4250000,False,-65.0,246.0,1,right,MISS D. White 25' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,25.42,Missed,,,,,,,,,,,,,,,,,,
426,PT03M58.00S,2023-04-24T00:42:13.3Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612737,74,82,2023-04-24T00:42:16Z,4260000,False,,,0,,D. Hunter REBOUND (Off:2 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,,,,,,,425.0,4.0,2.0,2.0,,,,,,,,
427,PT03M52.00S,2023-04-24T00:42:20.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,8.09789750328515,42.8921568627451,1610612737,74,82,2023-04-24T00:42:28Z,4270000,False,36.0,24.0,1,left,MISS D. Murray driving Layup,[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,4.26,Missed,,,,,,,,,,,,,,,,,,
428,PT03M47.00S,2023-04-24T00:42:24.8Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,74,82,2023-04-24T00:42:24Z,4280000,False,,,0,,C. Capela REBOUND (Off:3 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,427.0,7.0,4.0,3.0,,,,,,,,
