actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
607,PT03M51.00S,2023-05-06T02:02:38.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203954,94.40999984741211,50.0,1610612755,96,100,2023-05-06T02:02:38Z,6000000,False,0.0,0.0,1,right,J. Embiid tip Layup (28 PTS),[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,0.0,Made,28.0,,,,,,,,,,,,,,,,,
608,PT03M32.00S,2023-05-06T02:02:57.1Z,4,REGULAR,3pt,Jump Shot,[],1629684,13.715505913272011,96.56862745098039,1610612738,96,100,2023-05-06T02:03:02Z,6010000,False,-233.0,76.0,1,left,MISS G. Williams 24' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,24.5,Missed,,,,,,,,,,,,,,,,,,
609,PT03M28.00S,2023-05-06T02:03:01.1Z,4,REGULAR,rebound,offensive,[],1627763,,,1610612738,96,100,2023-05-06T02:03:02Z,6020000,False,,,0,,M. Brogdon REBOUND (Off:1 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,,,,,,,608.0,3.0,2.0,1.0,,,,,,,,,,
610,PT03M25.00S,2023-05-06T02:03:04.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201143,34.60906701708278,53.92156862745098,1610612738,96,103,2023-05-06T02:03:10Z,6030000,False,-20.0,273.0,1,left,A. Horford 27' 3PT  (17 PTS) (M. Brogdon 6 AST),"[201143, 1627763]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,27.35,Made,17.0,M. Brogdon,1627763.0,6.0,,,,,,,,,,,,,,
612,PT03M22.00S,2023-05-06T02:03:17.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,96,103,2023-05-06T02:03:17Z,6050000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT03M22.00S,2023-05-06T02:06:18.5Z,4,REGULAR,substitution,out,[],200782,,,1610612755,96,103,2023-05-06T02:06:27Z,6060000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT03M22.00S,2023-05-06T02:06:18.5Z,4,REGULAR,substitution,in,[],202699,,,1610612755,96,103,2023-05-06T02:06:27Z,6070000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT03M01.00S,2023-05-06T02:07:10.9Z,4,REGULAR,2pt,Jump Shot,[],203954,80.33837056504599,27.450980392156865,1610612755,96,103,2023-05-06T02:16:44Z,6080000,False,-113.0,132.0,1,right,MISS J. Embiid 17' step back Shot,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,17.38,Missed,,,,,,,,,,,,,,,,,,
616,PT02M57.00S,2023-05-06T02:07:14.9Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,96,103,2023-05-06T02:07:16Z,6090000,False,,,0,,G. Williams REBOUND (Off:0 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,615.0,4.0,4.0,0.0,,,,,,,,,,
617,PT02M40.00S,2023-05-06T02:07:31.0Z,4,REGULAR,2pt,Jump Shot,[],1628369,13.452693823915894,77.45098039215686,1610612738,96,105,2023-05-06T02:07:36Z,6100000,False,-137.0,74.0,1,left,J. Tatum 15' turnaround Jump Shot (22 PTS),[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,15.6,Made,22.0,,,,,,,,,,,,,,,,,
618,PT02M20.00S,2023-05-06T02:07:51.7Z,4,REGULAR,turnover,lost ball,[],1629001,,,1610612755,96,105,2023-05-06T02:07:55Z,6110000,False,,,0,,D. Melton lost ball TURNOVER (1 TO),"[1629001, 203935]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,,,Smart,203935.0
619,PT02M20.00S,2023-05-06T02:07:51.7Z,4,REGULAR,steal,,[],203935,,,1610612738,96,105,2023-05-06T02:07:53Z,6120000,False,,,0,,M. Smart STEAL (3 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
620,PT02M17.00S,2023-05-06T02:07:55.5Z,4,REGULAR,turnover,bad pass,[],203935,,,1610612738,96,105,2023-05-06T02:07:59Z,6130000,False,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 201935]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2.0,,,Harden,201935.0
621,PT02M17.00S,2023-05-06T02:07:55.5Z,4,REGULAR,steal,,[],201935,,,1610612755,96,105,2023-05-06T02:07:57Z,6140000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
622,PT02M05.00S,2023-05-06T02:08:07.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201935,67.06636005256242,54.90196078431372,1610612755,99,105,2023-05-06T02:08:12Z,6150000,False,25.0,257.0,1,right,J. Harden 25' 3PT  (15 PTS) (J. Embiid 3 AST),"[201935, 203954]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,25.83,Made,15.0,J. Embiid,203954.0,3.0,,,,,,,,,,,,,,
624,PT01M42.00S,2023-05-06T02:08:33.0Z,4,REGULAR,3pt,Jump Shot,[],1628369,28.43298291721419,86.02941176470588,1610612738,99,108,2023-05-06T02:08:40Z,6170000,False,-180.0,215.0,1,left,J. Tatum 28' 3PT step back (25 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,28.03,Made,25.0,,,,,,,,,,,,,,,,,
625,PT01M32.00S,2023-05-06T02:08:50.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612755,99,108,2023-05-06T02:08:55Z,6180000,False,,,0,,G. Williams shooting personal FOUL (3 PF) (Harden 2 FT),"[1629684, 201935]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,3.0,0.0,Harden,201935.0,,,,,
627,PT01M32.00S,2023-05-06T02:09:19.6Z,4,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,100,108,2023-05-06T02:09:19Z,6200000,False,,,0,,J. Harden Free Throw 1 of 2 (16 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
628,PT01M32.00S,2023-05-06T02:09:22.5Z,4,REGULAR,substitution,out,[],1630178,,,1610612755,100,108,2023-05-06T02:09:30Z,6210000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT01M32.00S,2023-05-06T02:09:22.5Z,4,REGULAR,substitution,out,[],1629684,,,1610612755,100,108,2023-05-06T02:09:30Z,6220000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT01M32.00S,2023-05-06T02:09:22.5Z,4,REGULAR,substitution,in,[],200782,,,1610612755,100,108,2023-05-06T02:09:30Z,6230000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT01M32.00S,2023-05-06T02:09:22.5Z,4,REGULAR,substitution,in,[],1627759,,,1610612755,100,108,2023-05-06T02:09:30Z,6240000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT01M32.00S,2023-05-06T02:09:19.6Z,4,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,100,108,2023-05-06T02:09:49Z,6250000,False,,,0,,MISS J. Harden Free Throw 2 of 2,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
633,PT01M30.00S,2023-05-06T02:09:21.6Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,100,108,2023-05-06T02:09:49Z,6260000,False,,,0,,A. Horford REBOUND (Off:0 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,632.0,7.0,7.0,0.0,,,,,,,,,,
634,PT01M18.00S,2023-05-06T02:10:02.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202699,,,1610612738,100,108,2023-05-06T02:10:08Z,6270000,False,,,0,,T. Harris personal FOUL (5 PF) (Tatum 2 FT),"[202699, 1628369]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,202049.0,5.0,0.0,Tatum,1628369.0,,,,,
636,PT01M18.00S,2023-05-06T02:10:27.8Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,100,109,2023-05-06T02:10:27Z,6290000,False,,,0,,J. Tatum Free Throw 1 of 2 (26 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
637,PT01M18.00S,2023-05-06T02:10:49.1Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,100,110,2023-05-06T02:10:49Z,6300000,False,,,0,,J. Tatum Free Throw 2 of 2 (27 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
638,PT01M18.00S,2023-05-06T02:10:52.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,100,110,2023-05-06T02:10:52Z,6310000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT01M18.00S,2023-05-06T02:12:10.1Z,4,REGULAR,substitution,out,[],1629001,,,1610612755,100,110,2023-05-06T02:12:12Z,6320000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT01M18.00S,2023-05-06T02:12:10.1Z,4,REGULAR,substitution,in,[],1630178,,,1610612755,100,110,2023-05-06T02:12:12Z,6330000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT01M18.00S,2023-05-06T02:12:32.5Z,4,REGULAR,turnover,5-second-violation,['team'],0,,,1610612755,100,110,2023-05-06T02:12:42Z,6340000,False,,,0,,PHI 5-second-violation Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1162.0,,,,,,,,,
642,PT00M58.90S,2023-05-06T02:12:59.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,32.90078843626807,75.49019607843138,1610612738,100,110,2023-05-06T02:13:05Z,6350000,False,-127.0,257.0,1,left,MISS J. Brown 28' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,28.67,Missed,,,,,,,,,,,,,,,,,,
643,PT00M56.20S,2023-05-06T02:13:02.3Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,100,110,2023-05-06T02:13:05Z,6360000,False,,,0,,J. Embiid REBOUND (Off:5 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,,642.0,13.0,8.0,5.0,,,,,,,,,,
644,PT00M46.50S,2023-05-06T02:13:12.1Z,4,REGULAR,3pt,Jump Shot,[],1630178,68.11760840998686,65.19607843137254,1610612755,100,110,2023-05-06T02:13:18Z,6370000,False,76.0,247.0,1,right,MISS T. Maxey 25' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,25.86,Missed,,,,,,,,,,,,,,,,,,
645,PT00M44.90S,2023-05-06T02:13:13.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,100,110,2023-05-06T02:13:18Z,6380000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,644.0,,,,,,,,,,,,,
647,PT00M39.20S,2023-05-06T02:13:29.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200782,,,1610612738,100,110,2023-05-06T02:13:43Z,6400000,False,,,0,,P. Tucker personal FOUL (2 PF) (Brown 2 FT),"[200782, 1627759]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,2.0,0.0,Brown,1627759.0,,,,,
649,PT00M39.20S,2023-05-06T02:14:04.3Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,100,111,2023-05-06T02:14:04Z,6420000,False,,,0,,J. Brown Free Throw 1 of 2 (22 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
650,PT00M39.20S,2023-05-06T02:14:05.6Z,4,REGULAR,substitution,out,[],201143,,,1610612738,100,111,2023-05-06T02:14:08Z,6430000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M39.20S,2023-05-06T02:14:05.6Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,100,111,2023-05-06T02:14:08Z,6440000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M39.20S,2023-05-06T02:14:25.9Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,100,112,2023-05-06T02:14:25Z,6450000,False,,,0,,J. Brown Free Throw 2 of 2 (23 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
653,PT00M32.00S,2023-05-06T02:14:35.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203954,94.53022339027595,50.0,1610612755,102,112,2023-05-06T02:14:41Z,6460000,False,0.0,-1.0,1,right,J. Embiid driving Layup (30 PTS) (J. Harden 11 AST),"[203954, 201935]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.11,Made,30.0,J. Harden,201935.0,11.0,,,,,,,,,,,,,,
655,PT00M19.50S,2023-05-06T02:14:50.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630178,,,1610612738,102,112,2023-05-06T02:14:59Z,6480000,False,,,0,,T. Maxey take personal FOUL (2 PF) (Brogdon 2 FT),"[1630178, 1627763]",1610612755.0,PHI,take,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202049.0,2.0,0.0,Brogdon,1627763.0,,,,,
657,PT00M19.50S,2023-05-06T02:15:10.4Z,4,REGULAR,freethrow,1 of 2,[],1627763,,,1610612738,102,113,2023-05-06T02:15:10Z,6500000,False,,,0,,M. Brogdon Free Throw 1 of 2 (14 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
658,PT00M19.50S,2023-05-06T02:15:23.1Z,4,REGULAR,freethrow,2 of 2,[],1627763,,,1610612738,102,114,2023-05-06T02:15:23Z,6510000,False,,,0,,M. Brogdon Free Throw 2 of 2 (15 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
659,PT00M12.10S,2023-05-06T02:15:33.6Z,4,REGULAR,3pt,Jump Shot,[],201935,68.51182654402103,77.45098039215686,1610612755,102,114,2023-05-06T02:15:40Z,6520000,False,137.0,243.0,1,right,MISS J. Harden 27' 3PT,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,27.95,Missed,,,,,,,,,,,,,,,,,,
660,PT00M09.10S,2023-05-06T02:15:36.6Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,102,114,2023-05-06T02:15:36Z,6530000,False,,,0,,J. Tatum REBOUND (Off:2 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,659.0,10.0,8.0,2.0,,,,,,,,,,
661,PT00M00.00S,2023-05-06T02:15:46.6Z,4,REGULAR,period,end,[],0,,,1610612738,102,114,2023-05-06T02:15:46Z,6540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M00.00S,2023-05-06T02:15:48.6Z,4,REGULAR,game,end,[],0,,,0,102,114,2023-05-06T02:15:48Z,6550000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
