actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
512,PT07M15.00S,2023-05-07T21:42:31.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,96,88,2023-05-07T21:42:31Z,5050000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT06M57.00S,2023-05-07T21:46:26.7Z,4,REGULAR,3pt,Jump Shot,[],203935,11.613009198423129,95.58823529411765,1610612738,96,91,2023-05-07T21:46:32Z,5060000,False,-228.0,57.0,1,left,M. Smart 3PT  (13 PTS) (J. Brown 4 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,23.48,Made,13.0,J. Brown,1627759.0,4.0,,,,,,,,,,,,,,
515,PT06M28.00S,2023-05-07T21:47:01.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612755,96,91,2023-05-07T21:47:06Z,5080000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202058.0,,,,,,
516,PT06M13.00S,2023-05-07T21:47:26.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,27.11892247043363,87.00980392156862,1610612738,96,94,2023-05-07T21:47:31Z,5090000,False,-185.0,202.0,1,left,J. Brown 27' 3PT  (23 PTS) (J. Tatum 6 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,27.42,Made,23.0,J. Tatum,1628369.0,6.0,,,,,,,,,,,,,,
518,PT05M43.00S,2023-05-07T21:47:56.1Z,4,REGULAR,2pt,Jump Shot,[],1630178,88.74835742444152,22.549019607843135,1610612755,96,94,2023-05-07T21:48:01Z,5110000,False,-137.0,53.0,1,right,MISS T. Maxey 14' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,14.73,Missed,,,,,,,,,,,,,,,,,,
519,PT05M41.00S,2023-05-07T21:47:58.9Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,96,94,2023-05-07T21:47:58Z,5120000,False,,,0,,J. Tatum REBOUND (Off:3 Def:13),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,,,,518.0,16.0,13.0,3.0,,,,,,,,,,
520,PT05M39.00S,2023-05-07T21:48:01.4Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,96,94,2023-05-07T21:48:06Z,5130000,False,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 201935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2.0,Harden,201935.0,,,,,,,
521,PT05M39.00S,2023-05-07T21:48:01.4Z,4,REGULAR,steal,,[],201935,,,1610612755,96,94,2023-05-07T21:48:03Z,5140000,False,,,0,,J. Harden STEAL (3 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
522,PT05M33.00S,2023-05-07T21:48:06.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,86.51445466491458,96.81372549019608,1610612755,96,94,2023-05-07T21:48:12Z,5150000,False,234.0,74.0,1,right,MISS G. Niang 24' 3PT - blocked,"[1627777, 1628369]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Right Corner 3,24+ Right,24.56,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0
523,PT05M33.00S,2023-05-07T21:48:06.8Z,4,REGULAR,block,,[],1628369,,,1610612755,96,94,2023-05-07T21:48:10Z,5160000,False,,,0,,J. Tatum BLOCK (3 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
524,PT05M28.00S,2023-05-07T21:48:11.8Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,96,94,2023-05-07T21:48:12Z,5170000,False,,,0,,A. Horford REBOUND (Off:2 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,,,,,522.0,5.0,3.0,2.0,,,,,,,,,,
525,PT05M25.00S,2023-05-07T21:48:15.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,7.408015768725363,49.50980392156863,1610612738,96,96,2023-05-07T21:48:22Z,5180000,False,2.0,17.0,1,left,J. Tatum running reverse Layup (18 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,running reverse,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.73,Made,18.0,M. Smart,203935.0,5.0,,,,,,,,,,,,,,
527,PT05M25.00S,2023-05-07T21:48:21.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,96,96,2023-05-07T21:48:21Z,5200000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT05M25.00S,2023-05-07T21:49:34.1Z,4,REGULAR,substitution,out,[],1627777,,,1610612755,96,96,2023-05-07T21:49:41Z,5210000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT05M25.00S,2023-05-07T21:49:34.1Z,4,REGULAR,substitution,in,[],202699,,,1610612755,96,96,2023-05-07T21:49:41Z,5220000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT05M04.00S,2023-05-07T21:50:13.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203954,94.53022339027595,53.92156862745098,1610612755,96,96,2023-05-07T21:50:22Z,5230000,False,20.0,-1.0,1,right,MISS J. Embiid driving Layup - blocked,"[203954, 201143]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,Horford,201143.0
532,PT05M04.00S,2023-05-07T21:50:13.4Z,4,REGULAR,block,,[],201143,,,1610612755,96,96,2023-05-07T21:50:28Z,5235000,False,,,0,,A. Horford BLOCK (3 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
531,PT05M02.00S,2023-05-07T21:50:15.4Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,96,96,2023-05-07T21:50:22Z,5240000,False,,,0,,A. Horford REBOUND (Off:2 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,530.0,6.0,4.0,2.0,,,,,,,,,,
533,PT04M49.00S,2023-05-07T21:50:28.3Z,4,REGULAR,3pt,Jump Shot,[],1627759,35.39750328515112,59.55882352941176,1610612738,96,96,2023-05-07T21:50:36Z,5250000,False,-48.0,280.0,1,left,MISS J. Brown 28' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,28.42,Missed,,,,,,,,,,,,,,,,,,
534,PT04M44.00S,2023-05-07T21:50:33.3Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,96,96,2023-05-07T21:50:36Z,5260000,False,,,0,,J. Harden REBOUND (Off:0 Def:7),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,533.0,7.0,7.0,0.0,,,,,,,,,,
535,PT04M29.00S,2023-05-07T21:50:50.7Z,4,REGULAR,foul,personal,[],1627763,,,1610612755,96,96,2023-05-07T21:50:56Z,5270000,False,,,0,,M. Brogdon personal FOUL (2 PF),"[1627763, 201935]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,101284.0,2.0,0.0,Harden,201935.0,,
537,PT04M16.00S,2023-05-07T21:51:18.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,92.69053876478318,50.245098039215684,1610612755,96,96,2023-05-07T21:51:26Z,5290000,False,1.0,16.0,1,right,MISS T. Maxey driving reverse Layup - blocked,"[1630178, 1628369]",1610612755.0,PHI,driving reverse,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.62,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0
538,PT04M16.00S,2023-05-07T21:51:18.9Z,4,REGULAR,block,,[],1628369,,,1610612755,96,96,2023-05-07T21:51:20Z,5300000,False,,,0,,J. Tatum BLOCK (4 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
539,PT04M13.00S,2023-05-07T21:51:21.9Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,96,96,2023-05-07T21:51:26Z,5310000,False,,,0,,J. Tatum REBOUND (Off:3 Def:14),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,537.0,17.0,14.0,3.0,,,,,,,,,,
540,PT03M59.00S,2023-05-07T21:51:35.4Z,4,REGULAR,2pt,Jump Shot,[],1627763,24.490801576872528,54.411764705882355,1610612738,96,96,2023-05-07T21:51:40Z,5320000,False,-22.0,178.0,1,left,MISS M. Brogdon 17' driving floating Shot,[1627763],1610612738.0,BOS,driving floating,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Center,17.91,Missed,,,,,,,,,,,,,,,,,,
541,PT03M57.00S,2023-05-07T21:51:37.4Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,96,96,2023-05-07T21:51:40Z,5330000,False,,,0,,J. Tatum REBOUND (Off:4 Def:14),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,,,,540.0,18.0,14.0,4.0,,,,,,,,,,
542,PT03M51.00S,2023-05-07T21:51:43.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201143,7.145203679369246,50.0,1610612738,96,98,2023-05-07T21:52:40Z,5340000,False,0.0,15.0,1,left,A. Horford driving DUNK (10 PTS) (M. Smart 6 AST),"[201143, 203935]",1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,1.47,Made,10.0,M. Smart,203935.0,6.0,,,,,,,,,,,,,,
544,PT03M38.00S,2023-05-07T21:51:59.1Z,4,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612755,96,98,2023-05-07T21:52:12Z,5360000,False,,,0,,J. Brown shooting personal FOUL (3 PF) (Harden 2 FT),"[1627759, 201935]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,204058.0,3.0,0.0,Harden,201935.0,,
546,PT03M38.00S,2023-05-07T21:52:33.0Z,4,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,97,98,2023-05-07T21:52:33Z,5380000,False,,,0,,J. Harden Free Throw 1 of 2 (32 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,32.0,,,,,,,,,,,,,,,,,
547,PT03M38.00S,2023-05-07T21:52:35.2Z,4,REGULAR,substitution,out,[],1629001,,,1610612755,97,98,2023-05-07T21:52:37Z,5390000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT03M38.00S,2023-05-07T21:52:35.2Z,4,REGULAR,substitution,in,[],200782,,,1610612755,97,98,2023-05-07T21:52:37Z,5400000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT03M38.00S,2023-05-07T21:52:55.0Z,4,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,98,98,2023-05-07T21:52:55Z,5410000,False,,,0,,J. Harden Free Throw 2 of 2 (33 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,33.0,,,,,,,,,,,,,,,,,
550,PT03M21.00S,2023-05-07T21:53:16.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203954,,,1610612738,98,98,2023-05-07T21:53:22Z,5420000,False,,,0,,J. Embiid shooting personal FOUL (2 PF) (Tatum 2 FT),"[203954, 1628369]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,204058.0,2.0,0.0,Tatum,1628369.0,,
552,PT03M21.00S,2023-05-07T21:53:47.8Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,98,98,2023-05-07T21:53:47Z,5440000,False,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
553,PT03M21.00S,2023-05-07T21:53:47.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,98,98,2023-05-07T21:53:47Z,5450000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,552.0,,,,,,,,,,,,,
554,PT03M21.00S,2023-05-07T21:54:05.4Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,98,99,2023-05-07T21:54:05Z,5460000,False,,,0,,J. Tatum Free Throw 2 of 2 (19 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
555,PT02M59.00S,2023-05-07T21:54:32.1Z,4,REGULAR,2pt,Jump Shot,[],203954,79.41852825229961,60.049019607843135,1610612755,98,99,2023-05-07T21:54:39Z,5470000,False,50.0,141.0,1,right,MISS J. Embiid 14' fadeaway Shot - blocked,"[203954, 201143]",1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,14.97,Missed,,,,,,,,,,,,,,,,,Horford,201143.0
556,PT02M59.00S,2023-05-07T21:54:32.1Z,4,REGULAR,block,,[],201143,,,1610612755,98,99,2023-05-07T21:54:34Z,5480000,False,,,0,,A. Horford BLOCK (4 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
557,PT02M56.00S,2023-05-07T21:54:35.1Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,98,99,2023-05-07T21:54:39Z,5490000,False,,,0,,A. Horford REBOUND (Off:2 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Center,,,,,,,555.0,7.0,5.0,2.0,,,,,,,,,,
558,PT02M52.00S,2023-05-07T21:54:39.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203935,25.410643889618925,87.74509803921569,1610612738,98,102,2023-05-07T21:54:46Z,5500000,False,-189.0,186.0,1,left,M. Smart 26' 3PT running (16 PTS) (J. Brown 5 AST),"[203935, 1627759]",1610612738.0,BOS,running,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,26.52,Made,16.0,J. Brown,1627759.0,5.0,,,,,,,,,,,,,,
560,PT02M26.00S,2023-05-07T21:55:05.3Z,4,REGULAR,2pt,Jump Shot,[],201935,75.08212877792378,63.72549019607843,1610612755,100,102,2023-05-07T21:55:10Z,5520000,False,69.0,182.0,1,right,J. Harden 19' pullup Jump Shot (35 PTS),[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,19.42,Made,35.0,,,,,,,,,,,,,,,,,
561,PT02M04.00S,2023-05-07T21:55:26.6Z,4,REGULAR,3pt,Jump Shot,[],1627763,28.038764783180028,79.65686274509804,1610612738,100,105,2023-05-07T21:55:33Z,5530000,False,-148.0,211.0,1,left,M. Brogdon 25' 3PT  (19 PTS) (M. Smart 7 AST),"[1627763, 203935]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,25.8,Made,19.0,M. Smart,203935.0,7.0,,,,,,,,,,,,,,
563,PT02M03.00S,2023-05-07T21:55:33.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,100,105,2023-05-07T21:55:33Z,5550000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT01M50.00S,2023-05-07T21:57:28.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201935,93.74178712220763,49.754901960784316,1610612755,102,105,2023-05-07T21:57:33Z,5560000,False,-1.0,6.0,1,right,J. Harden driving finger roll Layup (37 PTS),[201935],1610612755.0,PHI,driving finger roll,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,0.64,Made,37.0,,,,,,,,,,,,,,,,,
565,PT01M28.00S,2023-05-07T21:57:58.8Z,4,REGULAR,3pt,Jump Shot,[],203935,27.11892247043363,87.99019607843137,1610612738,102,105,2023-05-07T21:58:04Z,5570000,False,-190.0,202.0,1,left,MISS M. Smart 27' step back 3PT,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,27.76,Missed,,,,,,,,,,,,,,,,,,
566,PT01M25.00S,2023-05-07T21:58:01.8Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,102,105,2023-05-07T21:58:04Z,5580000,False,,,0,,J. Embiid REBOUND (Off:3 Def:10),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,,,565.0,13.0,10.0,3.0,,,,,,,,,,
567,PT01M07.00S,2023-05-07T21:58:20.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,84.28055190538765,37.5,1610612755,102,105,2023-05-07T21:58:27Z,5590000,False,-62.0,95.0,1,right,MISS T. Harris 11' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Left,11.4,Missed,,,,,,,,,,,,,,,,,,
568,PT01M06.00S,2023-05-07T21:58:21.3Z,4,REGULAR,rebound,offensive,[],200782,,,1610612755,102,105,2023-05-07T21:58:27Z,5600000,False,,,0,,P. Tucker REBOUND (Off:2 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,567.0,3.0,1.0,2.0,,,,,,,,,,
569,PT01M06.00S,2023-05-07T21:58:26.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200782,94.40999984741211,50.0,1610612755,104,105,2023-05-07T21:58:26Z,5610000,False,0.0,0.0,1,right,P. Tucker putback Layup (5 PTS),[200782],1610612755.0,PHI,putback,,,Tucker,P. Tucker,,,,,Mid-Range,8-16 Left,0.0,Made,5.0,,,,,,,,,,,,,,,,,
570,PT01M06.00S,2023-05-07T21:58:26.8Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627763,,,1610612755,104,105,2023-05-07T21:58:40Z,5620000,False,,,0,,M. Brogdon shooting personal FOUL (3 PF) (Tucker 1 FT),"[1627763, 200782]",1610612738.0,BOS,shooting,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,101284.0,3.0,0.0,Tucker,200782.0,,
572,PT01M06.00S,2023-05-07T21:59:02.4Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],200782,,,1610612755,105,105,2023-05-07T21:59:02Z,5640000,False,,,0,,P. Tucker Free Throw 1 of 1 (6 PTS),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
573,PT00M51.30S,2023-05-07T21:59:26.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200782,,,1610612738,105,105,2023-05-07T21:59:31Z,5650000,False,,,0,,P. Tucker personal FOUL (3 PF) (Smart 2 FT),"[200782, 203935]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,204058.0,3.0,0.0,Smart,203935.0,,
575,PT00M51.30S,2023-05-07T21:59:52.2Z,4,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,105,106,2023-05-07T21:59:52Z,5670000,False,,,0,,M. Smart Free Throw 1 of 2 (17 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
576,PT00M51.30S,2023-05-07T22:00:09.1Z,4,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,105,107,2023-05-07T22:00:09Z,5680000,False,,,0,,M. Smart Free Throw 2 of 2 (18 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
577,PT00M31.20S,2023-05-07T22:00:32.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203954,92.55913272010513,47.05882352941176,1610612755,105,107,2023-05-07T22:00:37Z,5690000,False,-15.0,17.0,1,right,MISS J. Embiid driving Layup - blocked,"[203954, 201143]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,Horford,201143.0
578,PT00M31.20S,2023-05-07T22:00:32.8Z,4,REGULAR,block,,[],201143,,,1610612755,105,107,2023-05-07T22:00:34Z,5700000,False,,,0,,A. Horford BLOCK (5 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
579,PT00M28.30S,2023-05-07T22:00:35.7Z,4,REGULAR,rebound,offensive,[],1630178,,,1610612755,105,107,2023-05-07T22:00:37Z,5710000,False,,,0,,T. Maxey REBOUND (Off:5 Def:3),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,577.0,8.0,3.0,5.0,,,,,,,,,,
582,PT00M16.40S,2023-05-07T22:02:28.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201935,81.7838370565046,47.549019607843135,1610612755,107,107,2023-05-07T22:02:36Z,5740000,False,-12.0,119.0,1,right,J. Harden 11' driving floating Jump Shot (39 PTS),[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,11.93,Made,39.0,,,,,,,,,,,,,,,,,
583,PT00M00.30S,2023-05-07T22:02:59.9Z,4,REGULAR,3pt,Jump Shot,[],203935,31.32391590013141,76.47058823529412,1610612738,107,107,2023-05-07T22:03:06Z,5750000,False,-132.0,242.0,1,left,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,27.58,Missed,,,,,,,,,,,,,,,,,,
584,PT00M00.30S,2023-05-07T22:02:59.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,107,107,2023-05-07T22:03:06Z,5760000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,583.0,,,,,,,,,,,,,
585,PT00M00.00S,2023-05-07T22:03:06.4Z,4,REGULAR,period,end,[],0,,,1610612738,107,107,2023-05-07T22:03:06Z,5770000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT05M00.00S,2023-05-07T22:06:14.8Z,5,OVERTIME,period,start,[],0,,,0,107,107,2023-05-07T22:06:14Z,5780000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT04M58.00S,2023-05-07T22:06:16.7Z,5,OVERTIME,jumpball,recovered,[],201935,,,1610612755,107,107,2023-05-07T22:06:16Z,5800000,False,,,0,,Jump Ball J. Embiid vs. A. Horford: Tip to J. Harden,"[201935, 203954, 201143]",1610612755.0,PHI,startperiod,J. Harden,201935.0,Harden,J. Harden,Embiid,203954.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
591,PT04M47.00S,2023-05-07T22:06:26.6Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1630178,93.34756898817345,50.73529411764706,1610612755,109,107,2023-05-07T22:06:31Z,5830000,False,4.0,10.0,1,right,T. Maxey driving finger roll Layup (14 PTS) (J. Harden 9 AST),"[1630178, 201935]",1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.07,Made,14.0,J. Harden,201935.0,9.0,,,,,,,,,,,,,,
593,PT04M27.00S,2023-05-07T22:06:46.0Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1628369,17.920499342969777,51.22549019607843,1610612738,109,109,2023-05-07T22:06:51Z,5850000,False,-6.0,116.0,1,left,J. Tatum 11' driving floating Jump Shot (21 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,11.62,Made,21.0,,,,,,,,,,,,,,,,,
594,PT04M09.00S,2023-05-07T22:07:06.9Z,5,OVERTIME,foul,personal,[],1627763,,,1610612755,109,109,2023-05-07T22:07:13Z,5860000,False,,,0,,M. Brogdon personal FOUL (4 PF),"[1627763, 203954]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,101284.0,4.0,0.0,Embiid,203954.0,,
596,PT03M57.00S,2023-05-07T22:07:34.2Z,5,OVERTIME,foul,personal,[],1627763,,,1610612755,109,109,2023-05-07T22:07:41Z,5880000,False,,,0,,M. Brogdon personal FOUL (5 PF),"[1627763, 201935]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,101284.0,5.0,0.0,Harden,201935.0,,
598,PT03M57.00S,2023-05-07T22:07:46.9Z,5,OVERTIME,substitution,out,[],1627763,,,1610612755,109,109,2023-05-07T22:07:49Z,5900000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT03M57.00S,2023-05-07T22:07:46.9Z,5,OVERTIME,substitution,in,[],1628401,,,1610612755,109,109,2023-05-07T22:07:49Z,5910000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT03M50.00S,2023-05-07T22:08:12.1Z,5,OVERTIME,turnover,lost ball,[],201935,,,1610612755,109,109,2023-05-07T22:12:59Z,5945000,False,,,0,,J. Harden lost ball TURNOVER (1 TO),"[201935, 201143]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Horford,201143.0,,,,,,,
