actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
335,PT05M52.00S,2023-05-30T01:54:09.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,53,63,2023-05-30T01:54:28Z,3270000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,334.0,,,,,,,,,,,,
337,PT05M49.00S,2023-05-30T01:54:36.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,73.53810775295663,15.686274509803921,1610612748,53,66,2023-05-30T01:54:42Z,3290000,False,-172.0,196.0,1,right,M. Strus 26' 3PT  (8 PTS) (B. Adebayo 4 AST),"[1629622, 1628389]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,,,Made,8.0,,,,,26.07,,B. Adebayo,1628389.0,4.0,,,,
339,PT05M21.00S,2023-05-30T01:55:03.2Z,3,REGULAR,2pt,Jump Shot,[],1627759,22.815374507227332,51.9607843137255,1610612738,53,66,2023-05-30T01:55:08Z,3310000,False,-10.0,162.0,1,left,MISS J. Brown 16' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,,,,16.23,,,,,,,,
340,PT05M20.00S,2023-05-30T01:55:04.2Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,53,66,2023-05-30T01:55:08Z,3320000,False,,,0,,R. Williams III REBOUND (Off:3 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,16-24 Center,,,,,,,,339.0,6.0,3.0,3.0,,,,,,,,,
341,PT05M18.00S,2023-05-30T01:55:07.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,28.991458607095925,80.14705882352942,1610612738,56,66,2023-05-30T01:55:11Z,3330000,False,-151.0,220.0,1,left,J. Tatum 26' 3PT  (10 PTS) (R. Williams III 1 AST),"[1628369, 1629057]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,Made,10.0,,,,,26.67,,R. Williams III,1629057.0,1.0,,,,
343,PT05M03.00S,2023-05-30T01:55:21.5Z,3,REGULAR,3pt,Jump Shot,[],1629216,70.90998685939553,79.65686274509804,1610612748,56,66,2023-05-30T01:57:53Z,3350000,False,148.0,221.0,1,right,MISS G. Vincent 26' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,26.61,,,,,,,,
344,PT05M02.00S,2023-05-30T01:55:22.5Z,3,REGULAR,rebound,offensive,[],1629216,,,1610612748,56,66,2023-05-30T01:55:28Z,3360000,False,,,0,,G. Vincent REBOUND (Off:1 Def:0),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,,,,,,,,343.0,1.0,0.0,1.0,,,,,,,,,
345,PT04M57.00S,2023-05-30T01:55:27.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628389,91.80354796320631,45.09803921568628,1610612748,56,66,2023-05-30T01:55:37Z,3370000,False,-25.0,25.0,1,right,MISS B. Adebayo turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.46,,,,,,,,
346,PT04M56.00S,2023-05-30T01:55:28.9Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,56,66,2023-05-30T01:55:37Z,3380000,False,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,345.0,5.0,5.0,0.0,,,,,,,,,
347,PT04M49.00S,2023-05-30T01:55:36.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,13.485545335085414,55.63725490196079,1610612738,58,66,2023-05-30T01:55:40Z,3390000,False,-28.0,74.0,1,left,D. White 7' driving floating Jump Shot (15 PTS) (J. Brown 3 AST),"[1628401, 1627759]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,15.0,,,,,7.95,,J. Brown,1627759.0,3.0,,,,
349,PT04M49.00S,2023-05-30T01:55:40.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,58,66,2023-05-30T01:55:40Z,3410000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT04M49.00S,2023-05-30T01:58:28.2Z,3,REGULAR,substitution,out,[],1629057,,,1610612748,58,66,2023-05-30T01:59:01Z,3420000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT04M49.00S,2023-05-30T01:58:28.2Z,3,REGULAR,substitution,in,[],201143,,,1610612748,58,66,2023-05-30T01:59:01Z,3430000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT04M27.00S,2023-05-30T01:59:39.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,82.86793692509855,48.529411764705884,1610612748,58,66,2023-05-30T01:59:47Z,3440000,False,-7.0,109.0,1,right,MISS J. Butler 10' turnaround fadeaway Shot,[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,10.88,,,,,,,,
353,PT04M26.00S,2023-05-30T01:59:40.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,58,66,2023-05-30T01:59:47Z,3450000,False,,,0,,J. Tatum REBOUND (Off:2 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,352.0,10.0,8.0,2.0,,,,,,,,,
355,PT04M15.00S,2023-05-30T02:00:03.8Z,3,REGULAR,turnover,traveling,[],1628401,,,1610612738,58,66,2023-05-30T02:00:10Z,3470000,False,,,0,,D. White traveling TURNOVER (2 TO),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,101284.0,,,,,,,,,,,,2.0,,,,,,,
356,PT03M51.00S,2023-05-30T02:00:35.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612748,58,66,2023-05-30T02:00:50Z,3480000,False,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,8-16 Left,101284.0,,,,,,,,,,,,,,,,,,,
357,PT03M33.00S,2023-05-30T02:01:07.7Z,3,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612738,58,66,2023-05-30T02:01:14Z,3490000,False,,,0,,G. Vincent shooting personal FOUL (3 PF) (White 2 FT),"[1629216, 1628401]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Center,101284.0,3.0,0.0,White,1628401.0,,,,,,,,,,,,,,,
359,PT03M33.00S,2023-05-30T02:01:37.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628401,,,1610612738,58,66,2023-05-30T02:01:37Z,3510000,False,,,0,,MISS D. White Free Throw 1 of 2,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
360,PT03M33.00S,2023-05-30T02:01:37.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,58,66,2023-05-30T02:01:37Z,3520000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,
361,PT03M33.00S,2023-05-30T02:01:37.9Z,3,REGULAR,substitution,out,[],203935,,,1610612738,58,66,2023-05-30T02:01:41Z,3530000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT03M33.00S,2023-05-30T02:01:37.9Z,3,REGULAR,substitution,out,[],1629216,,,1610612738,58,66,2023-05-30T02:01:41Z,3540000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT03M33.00S,2023-05-30T02:01:37.9Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,58,66,2023-05-30T02:01:41Z,3550000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT03M33.00S,2023-05-30T02:01:37.9Z,3,REGULAR,substitution,in,[],200768,,,1610612738,58,66,2023-05-30T02:01:41Z,3560000,False,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT03M33.00S,2023-05-30T02:02:02.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628401,,,1610612738,59,66,2023-05-30T02:02:02Z,3570000,False,,,0,,D. White Free Throw 2 of 2 (16 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,
366,PT03M19.00S,2023-05-30T02:02:20.2Z,3,REGULAR,3pt,Jump Shot,[],1629622,73.66951379763469,14.460784313725492,1610612748,59,66,2023-05-30T02:03:12Z,3580000,False,-178.0,195.0,1,right,MISS M. Strus 26' pullup 3PT,[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,26.38,,,,,,,,
367,PT03M18.00S,2023-05-30T02:02:21.2Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,59,66,2023-05-30T02:02:31Z,3590000,False,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,366.0,6.0,6.0,0.0,,,,,,,,,
368,PT03M17.00S,2023-05-30T02:02:26.0Z,3,REGULAR,foul,personal,[],200768,,,1610612738,59,66,2023-05-30T02:02:36Z,3600000,False,,,0,,K. Lowry personal FOUL (2 PF),"[200768, 1627759]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,101284.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
370,PT03M02.00S,2023-05-30T02:02:53.8Z,3,REGULAR,3pt,Jump Shot,[],1628401,33.459264126149804,49.26470588235294,1610612738,59,66,2023-05-30T02:04:00Z,3620000,False,4.0,262.0,1,left,MISS D. White 26' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,26.2,,,,,,,,
371,PT03M00.00S,2023-05-30T02:02:55.8Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,59,66,2023-05-30T02:03:01Z,3630000,False,,,0,,K. Lowry REBOUND (Off:0 Def:3),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,,,,,,,,370.0,3.0,3.0,0.0,,,,,,,,,
372,PT02M35.00S,2023-05-30T02:03:20.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,83.26215505913272,37.254901960784316,1610612748,59,66,2023-05-30T02:03:25Z,3640000,False,-64.0,105.0,1,right,MISS B. Adebayo 12' fadeaway Shot,[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,,,,,12.26,,,,,,,,
373,PT02M34.00S,2023-05-30T02:03:21.4Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,59,66,2023-05-30T02:03:42Z,3650000,False,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,372.0,2.0,1.0,1.0,,,,,,,,,
374,PT02M24.00S,2023-05-30T02:03:31.8Z,3,REGULAR,2pt,Jump Shot,[],1627759,20.97568988173456,55.88235294117647,1610612738,59,66,2023-05-30T02:03:39Z,3660000,False,-29.0,145.0,1,left,MISS J. Brown 14' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,,,,,,Missed,,,,,,14.77,,,,,,,,
375,PT02M23.00S,2023-05-30T02:03:32.8Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,59,66,2023-05-30T02:03:39Z,3670000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Center,,,,,,,,374.0,6.0,6.0,0.0,,,,,,,,,
376,PT02M10.00S,2023-05-30T02:03:46.8Z,3,REGULAR,2pt,Jump Shot,[],200768,88.69908015768725,66.44454656862744,1610612748,59,66,2023-05-30T02:04:08Z,3680000,False,82.0,54.0,1,right,MISS K. Lowry 9' driving floating Shot,[200768],1610612748.0,MIA,driving floating,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,,,9.82,,,,,,,,
377,PT02M09.00S,2023-05-30T02:03:47.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,59,66,2023-05-30T02:04:08Z,3690000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,376.0,,,,,,,,,,,,
378,PT02M09.00S,2023-05-30T02:03:53.5Z,3,REGULAR,foul,personal,[],201143,,,1610612748,59,66,2023-05-30T02:03:58Z,3700000,False,,,0,,A. Horford loose ball personal FOUL (2 PF),"[201143, 1628389]",1610612738.0,BOS,loose ball,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,101284.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
380,PT02M00.00S,2023-05-30T02:04:16.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202710,72.22404730617609,17.647058823529413,1610612748,59,69,2023-05-30T02:04:20Z,3720000,False,-162.0,209.0,1,right,J. Butler 26' 3PT step back (19 PTS),[202710],1610612748.0,MIA,step back,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,,,,Made,19.0,,,,,26.4,,,,,,,,
381,PT01M50.00S,2023-05-30T02:04:27.3Z,3,REGULAR,3pt,Jump Shot,[],1629684,7.835085413929041,95.34313725490196,1610612738,62,69,2023-05-30T02:04:32Z,3730000,False,-227.0,21.0,1,left,G. Williams 3PT  (3 PTS) (J. Brown 4 AST),"[1629684, 1627759]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,,,,,22.77,,J. Brown,1627759.0,4.0,,,,
383,PT01M25.00S,2023-05-30T02:04:52.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,91.93495400788436,43.13725490196079,1610612748,62,71,2023-05-30T02:04:58Z,3750000,False,-34.0,23.0,1,right,B. Adebayo driving Layup (6 PTS) (J. Butler 4 AST),"[1628389, 202710]",1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,,4.15,,J. Butler,202710.0,4.0,,,,
385,PT01M18.00S,2023-05-30T02:05:01.3Z,3,REGULAR,foul,offensive,[],1627759,,,1610612738,62,71,2023-05-30T02:05:11Z,3770000,False,,,0,,J. Brown offensive FOUL (3 PF),"[1627759, 1629622]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,101284.0,3.0,0.0,Strus,1629622.0,,,,,,,,,,,,,,,
387,PT01M18.00S,2023-05-30T02:05:01.3Z,3,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,62,71,2023-05-30T02:05:01Z,3790000,False,,,0,,J. Brown offensive foul TURNOVER (5 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,101284.0,,,,,,,,,,,,5.0,,,,,,,
388,PT01M18.00S,2023-05-30T02:05:10.6Z,3,REGULAR,substitution,out,[],201143,,,1610612748,62,71,2023-05-30T02:05:20Z,3800000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT01M18.00S,2023-05-30T02:05:10.6Z,3,REGULAR,substitution,out,[],1628389,,,1610612748,62,71,2023-05-30T02:05:20Z,3810000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT01M18.00S,2023-05-30T02:05:10.6Z,3,REGULAR,substitution,in,[],203935,,,1610612748,62,71,2023-05-30T02:05:20Z,3820000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT01M18.00S,2023-05-30T02:05:10.6Z,3,REGULAR,substitution,in,[],1629312,,,1610612748,62,71,2023-05-30T02:05:20Z,3830000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT00M55.70S,2023-05-30T02:05:47.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202710,87.72996057818659,3.6764705882352944,1610612748,62,71,2023-05-30T02:06:11Z,3840000,False,-232.0,63.0,1,right,MISS J. Butler 24' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,24.0,,,,,,,,
393,PT00M54.90S,2023-05-30T02:05:48.7Z,3,REGULAR,rebound,offensive,[],1629622,,,1610612748,62,71,2023-05-30T02:06:11Z,3850000,False,,,0,,M. Strus REBOUND (Off:1 Def:4),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,,,,,,,,392.0,5.0,4.0,1.0,,,,,,,,,
394,PT00M53.20S,2023-05-30T02:05:52.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629622,92.59198423127464,53.18627450980392,1610612748,62,71,2023-05-30T02:06:21Z,3860000,False,16.0,17.0,1,right,MISS M. Strus putback Layup,[1629622],1610612748.0,MIA,putback,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.33,,,,,,,,
395,PT00M52.10S,2023-05-30T02:05:53.2Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,62,71,2023-05-30T02:06:21Z,3870000,False,,,0,,J. Tatum REBOUND (Off:2 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,394.0,11.0,9.0,2.0,,,,,,,,,
396,PT00M52.10S,2023-05-30T02:05:59.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629622,,,1610612738,62,71,2023-05-30T02:06:11Z,3880000,False,,,0,,M. Strus personal FOUL (3 PF) (Tatum 2 FT),"[1629622, 1628369]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,101284.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
398,PT00M52.10S,2023-05-30T02:06:24.8Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,63,71,2023-05-30T02:06:24Z,3900000,False,,,0,,J. Tatum Free Throw 1 of 2 (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
399,PT00M52.10S,2023-05-30T02:06:39.0Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,64,71,2023-05-30T02:06:39Z,3910000,False,,,0,,J. Tatum Free Throw 2 of 2 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
400,PT00M30.60S,2023-05-30T02:07:09.9Z,3,REGULAR,3pt,Jump Shot,[],1628997,79.45137976346912,6.127450980392156,1610612748,64,74,2023-05-30T02:07:16Z,3920000,False,-219.0,141.0,1,right,C. Martin 26' 3PT step back (21 PTS) (J. Butler 5 AST),"[1628997, 202710]",1610612748.0,MIA,step back,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,Made,21.0,,,,,26.06,,J. Butler,202710.0,5.0,,,,
402,PT00M09.10S,2023-05-30T02:07:38.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629312,,,1610612738,64,74,2023-05-30T02:07:51Z,3940000,False,,,0,,H. Highsmith shooting personal FOUL (1 PF) (White 2 FT),"[1629312, 1628401]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),8-16 Center,1146.0,1.0,0.0,White,1628401.0,,,,,,,,,,,,,,,
404,PT00M09.10S,2023-05-30T02:08:04.6Z,3,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,65,74,2023-05-30T02:08:04Z,3960000,False,,,0,,D. White Free Throw 1 of 2 (17 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,
405,PT00M09.10S,2023-05-30T02:08:05.5Z,3,REGULAR,substitution,out,[],1629312,,,1610612738,65,74,2023-05-30T02:08:09Z,3970000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT00M09.10S,2023-05-30T02:08:05.5Z,3,REGULAR,substitution,in,[],1629130,,,1610612738,65,74,2023-05-30T02:08:09Z,3980000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT00M09.10S,2023-05-30T02:08:33.5Z,3,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,66,74,2023-05-30T02:08:33Z,3990000,False,,,0,,D. White Free Throw 2 of 2 (18 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,Made,18.0,,,,,,,,,,,,,
408,PT00M01.50S,2023-05-30T02:08:45.1Z,3,REGULAR,2pt,Jump Shot,[],1628997,93.11760840998686,74.26470588235294,1610612748,66,76,2023-05-30T02:08:55Z,4000000,False,121.0,12.0,1,right,C. Martin 12' fadeaway Jump Shot (23 PTS),[1628997],1610612748.0,MIA,fadeaway,,,Martin,C. Martin,,,,,Mid-Range,8-16 Right,,,,,,Made,23.0,,,,,12.19,,,,,,,,
409,PT00M00.00S,2023-05-30T02:08:52.0Z,3,REGULAR,3pt,Jump Shot,[],203935,79.97700394218134,72.54901960784314,1610612738,66,76,2023-05-30T02:09:10Z,4010000,False,-113.0,699.0,1,left,MISS M. Smart 70' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,,,,,70.83,,,,,,,,
410,PT00M00.00S,2023-05-30T02:08:52.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,66,76,2023-05-30T02:09:10Z,4020000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,409.0,,,,,,,,,,,,
411,PT00M00.00S,2023-05-30T02:08:55.8Z,3,REGULAR,period,end,[],0,,,1610612738,66,76,2023-05-30T02:08:55Z,4030000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT12M00.00S,2023-05-30T02:11:37.4Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,66,76,2023-05-30T02:12:13Z,4040000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT12M00.00S,2023-05-30T02:11:37.4Z,4,REGULAR,substitution,out,['startperiod'],1629622,,,1610612738,66,76,2023-05-30T02:12:13Z,4050000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT12M00.00S,2023-05-30T02:11:37.4Z,4,REGULAR,substitution,in,['startperiod'],1629057,,,1610612738,66,76,2023-05-30T02:12:13Z,4060000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT12M00.00S,2023-05-30T02:11:37.4Z,4,REGULAR,substitution,in,['startperiod'],1628389,,,1610612738,66,76,2023-05-30T02:12:13Z,4070000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT12M00.00S,2023-05-30T02:12:29.9Z,4,REGULAR,period,start,[],0,,,1610612738,66,76,2023-05-30T02:12:29Z,4080000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT11M42.00S,2023-05-30T02:12:46.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.017739816031538,46.568627450980394,1610612738,66,76,2023-05-30T02:12:51Z,4090000,False,17.0,32.0,1,left,MISS J. Tatum cutting Layup,[1628369],1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.66,,,,,,,,
418,PT11M41.00S,2023-05-30T02:12:47.5Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,66,76,2023-05-30T02:13:13Z,4100000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,417.0,7.0,7.0,0.0,,,,,,,,,
419,PT11M35.00S,2023-05-30T02:12:53.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628997,67.62483574244416,57.59803921568627,1610612748,66,79,2023-05-30T02:14:23Z,4110000,False,38.0,252.0,1,right,C. Martin 25' 3PT step back (26 PTS) (J. Butler 6 AST),"[1628997, 202710]",1610612748.0,MIA,step back,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,,,,Made,26.0,,,,,25.47,,J. Butler,202710.0,6.0,,,,
420,PT11M18.00S,2023-05-30T02:13:12.6Z,4,REGULAR,foul,offensive,[],1627759,,,1610612738,66,79,2023-05-30T02:13:28Z,4120000,False,,,0,,J. Brown offensive FOUL (4 PF),"[1627759, 1628389]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,1146.0,4.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
