actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
88,PT03M51.00S,2023-05-09T23:46:48.9Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,17,22,2023-05-09T23:46:52Z,880000,False,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,87.0,2.0,1.0,1.0,,,,,,,,,,,,,,
89,PT03M45.00S,2023-05-09T23:46:57.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627759,93.38042049934296,51.9607843137255,1610612738,19,22,2023-05-09T23:47:43Z,890000,False,10.0,10.0,1,right,J. Brown running Layup (6 PTS) (A. Horford 4 AST),"[1627759, 201143]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.38,Made,,,,,6.0,,,,,,A. Horford,201143.0,4.0,,,,,
91,PT03M38.00S,2023-05-09T23:47:06.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,19,22,2023-05-09T23:47:06Z,910000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M38.00S,2023-05-09T23:50:10.3Z,1,REGULAR,substitution,out,[],201935,,,1610612755,19,22,2023-05-09T23:50:44Z,920000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M38.00S,2023-05-09T23:50:10.3Z,1,REGULAR,substitution,in,[],1629001,,,1610612755,19,22,2023-05-09T23:50:44Z,930000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M26.00S,2023-05-09T23:51:06.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.732588699080158,54.90196078431373,1610612755,19,24,2023-05-09T23:51:51Z,940000,False,-25.0,1.0,1,left,T. Maxey driving finger roll Layup (5 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,5.0,,,,,,,,,,,,,
95,PT03M00.00S,2023-05-09T23:51:30.8Z,1,REGULAR,3pt,Jump Shot,[],201143,89.30683311432325,95.09803921568627,1610612738,19,24,2023-05-09T23:51:35Z,950000,False,225.0,48.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,23.06,Missed,,,,,,,,,,,,,,,,,,
96,PT02M58.00S,2023-05-09T23:51:32.8Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,19,24,2023-05-09T23:51:35Z,960000,False,,,0,,T. Harris REBOUND (Off:1 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,,,95.0,4.0,3.0,1.0,,,,,,,,,,,,,,
97,PT02M38.00S,2023-05-09T23:51:52.9Z,1,REGULAR,2pt,Jump Shot,[],203954,7.5722733245729295,79.16666666666666,1610612755,19,24,2023-05-09T23:51:57Z,970000,False,-146.0,19.0,1,left,MISS J. Embiid 14' step back Shot,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,14.7,Missed,,,,,,,,,,,,,,,,,,
98,PT02M36.00S,2023-05-09T23:51:54.9Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,19,24,2023-05-09T23:51:57Z,980000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,97.0,2.0,2.0,0.0,,,,,,,,,,,,,,
99,PT02M30.00S,2023-05-09T23:52:02.6Z,1,REGULAR,foul,personal,['2freethrow'],203954,,,1610612738,19,24,2023-05-09T23:52:14Z,990000,False,,,0,,J. Embiid shooting personal FOUL (1 PF) (Tatum 2 FT),"[203954, 1628369]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,1.0,0.0,Tatum,1628369.0,,,,,,,,
101,PT02M30.00S,2023-05-09T23:52:38.2Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,20,24,2023-05-09T23:52:38Z,1010000,False,,,0,,J. Tatum Free Throw 1 of 2 (1 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
102,PT02M30.00S,2023-05-09T23:52:43.3Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,20,24,2023-05-09T23:52:50Z,1020000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M30.00S,2023-05-09T23:52:43.3Z,1,REGULAR,substitution,out,[],201143,,,1610612738,20,24,2023-05-09T23:52:50Z,1030000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M30.00S,2023-05-09T23:52:43.3Z,1,REGULAR,substitution,out,[],200782,,,1610612738,20,24,2023-05-09T23:52:50Z,1040000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M30.00S,2023-05-09T23:52:43.3Z,1,REGULAR,substitution,in,[],203935,,,1610612738,20,24,2023-05-09T23:52:50Z,1050000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M30.00S,2023-05-09T23:52:43.3Z,1,REGULAR,substitution,in,[],1629057,,,1610612738,20,24,2023-05-09T23:52:50Z,1060000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M30.00S,2023-05-09T23:52:43.3Z,1,REGULAR,substitution,in,[],1627777,,,1610612738,20,24,2023-05-09T23:52:50Z,1070000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M30.00S,2023-05-09T23:53:01.5Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,21,24,2023-05-09T23:53:01Z,1080000,False,,,0,,J. Tatum Free Throw 2 of 2 (2 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
109,PT02M16.00S,2023-05-09T23:53:17.2Z,1,REGULAR,3pt,Jump Shot,[],1630178,32.14520367936925,47.05882352941176,1610612755,21,27,2023-05-09T23:53:38Z,1090000,False,15.0,250.0,1,left,T. Maxey 25' 3PT pullup (8 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,25.01,Made,,,,,8.0,,,,,,,,,,,,,
110,PT01M59.00S,2023-05-09T23:53:33.9Z,1,REGULAR,3pt,Jump Shot,[],203935,70.51576872536137,19.362745098039216,1610612738,21,27,2023-05-09T23:53:39Z,1100000,False,-153.0,225.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,27.2,Missed,,,,,,,,,,,,,,,,,,
111,PT01M55.00S,2023-05-09T23:53:37.9Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,21,27,2023-05-09T23:58:10Z,1110000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,
112,PT01M45.00S,2023-05-09T23:53:48.0Z,1,REGULAR,3pt,Jump Shot,[],1629001,10.200394218134035,96.07843137254902,1610612755,21,27,2023-05-09T23:53:52Z,1120000,False,-230.0,43.0,1,left,MISS D. Melton 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Left Corner 3,24+ Left,23.45,Missed,,,,,,,,,,,,,,,,,,
113,PT01M43.00S,2023-05-09T23:53:50.0Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,21,27,2023-05-09T23:53:52Z,1130000,False,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,,,112.0,3.0,3.0,0.0,,,,,,,,,,,,,,
114,PT01M33.00S,2023-05-09T23:54:00.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,93.38042049934296,58.82352941176471,1610612738,23,27,2023-05-09T23:54:07Z,1140000,False,44.0,10.0,1,right,R. Williams III Layup (2 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,4.52,Made,,,,,2.0,,,,,,,,,,,,,
116,PT01M12.00S,2023-05-09T23:54:20.3Z,1,REGULAR,3pt,Jump Shot,[],203954,30.436925098554536,63.48039215686274,1610612755,23,30,2023-05-09T23:54:25Z,1160000,False,-67.0,234.0,1,left,J. Embiid 24' 3PT  (11 PTS) (T. Maxey 1 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,24.31,Made,,,,,11.0,,,,,,T. Maxey,1630178.0,1.0,,,,,
118,PT00M55.90S,2023-05-09T23:54:37.2Z,1,REGULAR,3pt,Jump Shot,[],1627759,68.15045992115637,25.245098039215684,1610612738,26,30,2023-05-09T23:54:42Z,1180000,False,-124.0,247.0,1,right,J. Brown 27' 3PT  (9 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,27.62,Made,,,,,9.0,,,,,,J. Tatum,1628369.0,3.0,,,,,
120,PT00M38.60S,2023-05-09T23:54:59.1Z,1,REGULAR,3pt,Jump Shot,[],1630178,31.225361366622867,66.42156862745098,1610612755,26,33,2023-05-09T23:56:08Z,1200000,False,-82.0,241.0,1,left,T. Maxey 25' 3PT pullup (11 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,25.46,Made,,,,,11.0,,,,,,,,,,,,,
121,PT00M33.40S,2023-05-09T23:55:11.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,70.77858081471747,80.88235294117648,1610612738,26,33,2023-05-09T23:56:14Z,1210000,False,154.0,222.0,1,right,MISS J. Tatum 27' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,27.06,Missed,,,,,,,,,,,,,,,,,,
122,PT00M30.50S,2023-05-09T23:55:13.9Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,26,33,2023-05-09T23:55:17Z,1220000,False,,,0,,T. Maxey REBOUND (Off:0 Def:3),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,121.0,3.0,3.0,0.0,,,,,,,,,,,,,,
123,PT00M11.90S,2023-05-09T23:55:32.6Z,1,REGULAR,3pt,Jump Shot,[],1630178,23.73521681997372,84.55882352941177,1610612755,26,33,2023-05-09T23:56:35Z,1230000,False,-173.0,171.0,1,left,MISS T. Maxey 24' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,24.28,Missed,,,,,,,,,,,,,,,,,,
124,PT00M08.80S,2023-05-09T23:55:35.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,26,33,2023-05-09T23:55:37Z,1240000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,123.0,2.0,2.0,0.0,,,,,,,,,,,,,,
125,PT00M04.40S,2023-05-09T23:55:41.6Z,1,REGULAR,foul,personal,[],202699,,,1610612738,26,33,2023-05-09T23:55:58Z,1250000,False,,,0,,T. Harris personal FOUL (1 PF),"[202699, 1627763]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Left Center,,,,,,,,1830.0,1.0,0.0,Brogdon,1627763.0,,,,,,,,
127,PT00M04.40S,2023-05-09T23:55:53.8Z,1,REGULAR,substitution,out,[],1629057,,,1610612738,26,33,2023-05-09T23:56:18Z,1270000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT00M04.40S,2023-05-09T23:55:53.8Z,1,REGULAR,substitution,out,[],1630178,,,1610612738,26,33,2023-05-09T23:56:18Z,1280000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT00M04.40S,2023-05-09T23:55:53.8Z,1,REGULAR,substitution,out,[],203954,,,1610612738,26,33,2023-05-09T23:56:18Z,1290000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT00M04.40S,2023-05-09T23:55:53.8Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,26,33,2023-05-09T23:56:18Z,1300000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT00M04.40S,2023-05-09T23:55:53.8Z,1,REGULAR,substitution,in,[],1630194,,,1610612738,26,33,2023-05-09T23:56:18Z,1310000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M04.40S,2023-05-09T23:55:53.8Z,1,REGULAR,substitution,in,[],1627863,,,1610612738,26,33,2023-05-09T23:56:18Z,1320000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M00.30S,2023-05-09T23:56:23.9Z,1,REGULAR,2pt,Jump Shot,[],1627759,71.82982917214193,36.27450980392157,1610612738,26,33,2023-05-09T23:56:42Z,1330000,False,-69.0,212.0,1,right,MISS J. Brown 22' Jump Shot,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,22.31,Missed,,,,,,,,,,,,,,,,,,
134,PT00M00.10S,2023-05-09T23:56:24.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,26,33,2023-05-09T23:56:42Z,1340000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,16-24 Left Center,,,133.0,,,,,,,,,,,,,,,,,
135,PT00M00.00S,2023-05-09T23:56:28.3Z,1,REGULAR,period,end,[],0,,,1610612738,26,33,2023-05-09T23:56:28Z,1350000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2023-05-09T23:59:10.7Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,26,33,2023-05-09T23:59:41Z,1360000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2023-05-09T23:59:10.7Z,2,REGULAR,substitution,out,['startperiod'],202699,,,1610612738,26,33,2023-05-09T23:59:41Z,1370000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2023-05-09T23:59:10.7Z,2,REGULAR,substitution,in,['startperiod'],1629057,,,1610612738,26,33,2023-05-09T23:59:41Z,1380000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2023-05-09T23:59:10.7Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612738,26,33,2023-05-09T23:59:41Z,1390000,False,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2023-05-10T00:00:01.8Z,2,REGULAR,period,start,[],0,,,1610612755,26,33,2023-05-10T00:00:01Z,1400000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT11M37.00S,2023-05-10T00:00:55.1Z,2,REGULAR,jumpball,recovered,[],201935,,,1610612755,26,33,2023-05-10T00:00:55Z,1410000,False,,,0,,Jump Ball P. Reed vs. M. Smart: Tip to J. Harden,"[201935, 1630194, 203935]",1610612755.0,PHI,heldball,J. Harden,201935.0,Harden,J. Harden,Reed,1630194.0,Smart,203935.0,,,,,,,,,,,,,,,,,,,,,,
144,PT11M32.00S,2023-05-10T00:01:00.8Z,2,REGULAR,3pt,Jump Shot,[],201935,34.90473061760841,35.78431372549019,1610612755,26,36,2023-05-10T00:01:04Z,1440000,False,71.0,276.0,1,left,J. Harden 28' 3PT  (8 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,28.46,Made,,,,,8.0,,,,,,,,,,,,,
145,PT11M04.00S,2023-05-10T00:01:27.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,88.38699080157687,58.57843137254902,1610612738,26,36,2023-05-10T00:01:56Z,1450000,False,43.0,57.0,1,right,MISS M. Smart 7' driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,7.11,Missed,,,,,,,,,,,,,,,,,,
146,PT11M01.00S,2023-05-10T00:01:30.9Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,26,36,2023-05-10T00:01:33Z,1460000,False,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,145.0,3.0,3.0,0.0,,,,,,,,,,,,,,
148,PT10M58.00S,2023-05-10T00:01:47.1Z,2,REGULAR,violation,kicked ball,[],1629057,,,1610612755,26,36,2023-05-10T00:01:56Z,1480000,False,,,0,,R. Williams III kicked ball VIOLATION,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,204059.0,,,,,,,,,,,,
149,PT10M49.00S,2023-05-10T00:01:59.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,18.873193166885677,40.44117647058824,1610612755,26,38,2023-05-10T00:02:06Z,1490000,False,48.0,125.0,1,left,J. Harden 13' step back Jump Shot (10 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,13.37,Made,,,,,10.0,,,,,,,,,,,,,
150,PT10M32.00S,2023-05-10T00:02:15.5Z,2,REGULAR,2pt,Layup,[],1628369,85.89027595269383,67.8921568627451,1610612738,26,38,2023-05-10T00:02:23Z,1500000,False,89.0,80.0,1,right,MISS J. Tatum 12' driving Layup - blocked,"[1628369, 1629001]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,12.01,Missed,,,,,,,,,,,,,,Melton,1629001.0,,,
151,PT10M32.00S,2023-05-10T00:02:15.5Z,2,REGULAR,block,,[],1629001,,,1610612738,26,38,2023-05-10T00:02:17Z,1510000,False,,,0,,D. Melton BLOCK (1 BLK),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
152,PT10M30.00S,2023-05-10T00:02:17.5Z,2,REGULAR,rebound,defensive,[],1627863,,,1610612755,26,38,2023-05-10T00:02:42Z,1520000,False,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Mid-Range,8-16 Right,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,,
153,PT10M29.00S,2023-05-10T00:02:20.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627863,4.418528252299605,60.29411764705882,1610612755,26,40,2023-05-10T00:02:52Z,1530000,False,-51.0,-11.0,1,left,D. House Jr. running Layup (2 PTS),[1627863],1610612755.0,PHI,running,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.27,Made,,,,,2.0,,,,,,,,,,,,,
