actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-04-18T23:06:00.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-18T23:06:00Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-04-18T23:06:03.4Z,1,REGULAR,jumpball,recovered,[],1629027,,,1610612737,0,0,2023-04-18T23:06:03Z,40000,False,,,0,,Jump Ball C. Capela vs. A. Horford: Tip to T. Young,"[1629027, 203991, 201143]",1610612737.0,ATL,startperiod,T. Young,1629027.0,Young,T. Young,Capela,203991.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-04-18T23:06:17.2Z,1,REGULAR,2pt,Jump Shot,[],1629631,16.507884362680684,82.1078431372549,1610612737,0,2,2023-04-18T23:06:23Z,70000,False,-161.0,103.0,1,left,D. Hunter 19' pullup Jump Shot (2 PTS) (J. Collins 1 AST),"[1629631, 1628381]",1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left,19.05,Made,2.0,J. Collins,1628381.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2023-04-18T23:06:38.3Z,1,REGULAR,3pt,Jump Shot,[],1627759,87.20433639947439,3.9215686274509802,1610612738,3,2,2023-04-18T23:06:43Z,90000,False,-230.0,68.0,1,right,J. Brown 24' 3PT  (3 PTS) (A. Horford 1 AST),"[1627759, 201143]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,24.02,Made,3.0,A. Horford,201143.0,1.0,,,,,,,,,,,,,,
11,PT11M02.00S,2023-04-18T23:06:58.0Z,1,REGULAR,3pt,Jump Shot,[],1629631,21.28777923784494,92.1798406862745,1610612737,3,5,2023-04-18T23:07:02Z,110000,False,-211.0,148.0,1,left,D. Hunter 25' 3PT  (5 PTS) (T. Young 1 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,25.74,Made,5.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
13,PT10M46.00S,2023-04-18T23:07:13.1Z,1,REGULAR,3pt,Jump Shot,[],203935,65.78515111695138,57.84313725490197,1610612738,3,5,2023-04-18T23:07:28Z,130000,False,39.0,269.0,1,right,MISS M. Smart 27' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,27.19,Missed,,,,,,,,,,,,,,,,,,
14,PT10M45.00S,2023-04-18T23:07:14.1Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,3,5,2023-04-18T23:07:18Z,140000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M31.00S,2023-04-18T23:07:28.3Z,1,REGULAR,3pt,Jump Shot,[],1628381,9.411957950065702,96.56862745098039,1610612737,3,8,2023-04-18T23:07:34Z,150000,False,-233.0,36.0,1,left,J. Collins 3PT  (3 PTS) (D. Murray 1 AST),"[1628381, 1627749]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,23.56,Made,3.0,D. Murray,1627749.0,1.0,,,,,,,,,,,,,,
17,PT10M11.00S,2023-04-18T23:07:49.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.32917214191852,56.61764705882353,1610612738,5,8,2023-04-18T23:07:53Z,170000,False,33.0,20.0,1,right,J. Tatum driving finger roll Layup (2 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.85,Made,2.0,,,,,,,,,,,,,,,,,
18,PT10M00.00S,2023-04-18T23:07:59.8Z,1,REGULAR,3pt,Jump Shot,[],1627749,7.440867279894875,96.56862745098039,1610612737,5,8,2023-04-18T23:08:09Z,180000,False,-233.0,17.0,1,left,MISS D. Murray 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,23.34,Missed,,,,,,,,,,,,,,,,,,
19,PT09M55.00S,2023-04-18T23:08:04.8Z,1,REGULAR,rebound,offensive,[],1629631,,,1610612737,5,8,2023-04-18T23:08:09Z,190000,False,,,0,,D. Hunter REBOUND (Off:1 Def:0),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,,,,,,,18.0,1.0,0.0,1.0,,,,,,,,,,
20,PT09M51.00S,2023-04-18T23:08:09.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628381,9.198423127463863,37.27022058823529,1610612737,5,8,2023-04-18T23:08:48Z,200000,False,64.0,34.0,1,left,MISS J. Collins 7' driving Hook - blocked,"[1628381, 201143]",1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,7.21,Missed,,,,,,,,,Horford,201143.0,,,,,,,,
21,PT09M51.00S,2023-04-18T23:08:09.4Z,1,REGULAR,block,,[],201143,,,1610612737,5,8,2023-04-18T23:08:11Z,210000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT09M50.00S,2023-04-18T23:08:10.4Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,5,8,2023-04-18T23:08:25Z,220000,False,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Right,,,,,,,20.0,1.0,0.0,1.0,,,,,,,,,,
23,PT09M48.00S,2023-04-18T23:08:26.0Z,1,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612737,5,8,2023-04-18T23:08:36Z,230000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Capela 2 FT),"[1628369, 203991]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,202058.0,1.0,0.0,Capela,203991.0,,,
25,PT09M48.00S,2023-04-18T23:08:38.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203991,,,1610612737,5,8,2023-04-18T23:08:38Z,250000,False,,,0,,MISS C. Capela Free Throw 1 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
26,PT09M48.00S,2023-04-18T23:08:38.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,5,8,2023-04-18T23:08:38Z,260000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,
27,PT09M48.00S,2023-04-18T23:08:38.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203991,,,1610612737,5,8,2023-04-18T23:08:57Z,270000,False,,,0,,MISS C. Capela Free Throw 2 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
28,PT09M48.00S,2023-04-18T23:08:38.0Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,5,8,2023-04-18T23:08:57Z,280000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,
29,PT09M38.00S,2023-04-18T23:09:02.4Z,1,REGULAR,turnover,bad pass,[],1627759,,,1610612738,5,8,2023-04-18T23:09:08Z,290000,False,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 203991]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,1.0,Capela,203991.0
30,PT09M38.00S,2023-04-18T23:09:02.4Z,1,REGULAR,steal,,[],203991,,,1610612737,5,8,2023-04-18T23:09:05Z,300000,False,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
31,PT09M33.00S,2023-04-18T23:09:07.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629027,32.40801576872536,42.40196078431372,1610612737,5,11,2023-04-18T23:09:14Z,310000,False,38.0,252.0,1,left,T. Young 25' 3PT running pullup (3 PTS) (D. Hunter 1 AST),"[1629027, 1629631]",1610612737.0,ATL,running pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,25.49,Made,3.0,D. Hunter,1629631.0,1.0,,,,,,,,,,,,,,
33,PT09M14.00S,2023-04-18T23:09:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,89.70105124835742,55.63725490196079,1610612738,5,11,2023-04-18T23:09:33Z,330000,False,28.0,44.0,1,right,MISS J. Brown driving Layup - blocked,"[1627759, 203991]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.25,Missed,,,,,,,,,Capela,203991.0,,,,,,,,
34,PT09M14.00S,2023-04-18T23:09:26.0Z,1,REGULAR,block,,[],203991,,,1610612738,5,11,2023-04-18T23:09:28Z,340000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT09M13.00S,2023-04-18T23:09:27.0Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,5,11,2023-04-18T23:09:33Z,350000,False,,,0,,D. Hunter REBOUND (Off:1 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,33.0,2.0,1.0,1.0,,,,,,,,,,
37,PT09M00.00S,2023-04-18T23:09:57.7Z,1,REGULAR,2pt,Jump Shot,[],1627749,10.726018396846255,77.45098039215686,1610612737,5,11,2023-04-18T23:10:06Z,370000,False,-137.0,48.0,1,left,MISS D. Murray 14' fadeaway Shot,[1627749],1610612737.0,ATL,fadeaway,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,14.55,Missed,,,,,,,,,,,,,,,,,,
38,PT08M59.00S,2023-04-18T23:09:58.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,5,11,2023-04-18T23:10:06Z,380000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,,,
39,PT08M54.00S,2023-04-18T23:10:07.9Z,1,REGULAR,turnover,double dribble,[],1627759,,,1610612738,5,11,2023-04-18T23:10:15Z,390000,False,,,0,,J. Brown double dribble TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,202058.0,,,,,2.0,,
40,PT08M43.00S,2023-04-18T23:10:30.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629027,37.253613666228645,65.46415441176471,1610612737,5,11,2023-04-18T23:10:35Z,400000,False,-77.0,298.0,1,left,MISS T. Young 30' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,30.76,Missed,,,,,,,,,,,,,,,,,,
41,PT08M41.00S,2023-04-18T23:10:32.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,5,11,2023-04-18T23:10:35Z,410000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,40.0,3.0,3.0,0.0,,,,,,,,,,
42,PT08M36.00S,2023-04-18T23:10:36.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203935,70.64717477003943,21.568627450980394,1610612738,5,11,2023-04-18T23:10:45Z,420000,False,-142.0,223.0,1,right,MISS M. Smart 26' running pullup 3PT,[203935],1610612738.0,BOS,running pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,26.48,Missed,,,,,,,,,,,,,,,,,,
43,PT08M34.00S,2023-04-18T23:10:38.7Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,5,11,2023-04-18T23:10:45Z,430000,False,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,,,
44,PT08M26.00S,2023-04-18T23:10:46.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,7.046649145860711,44.85294117647059,1610612737,5,13,2023-04-18T23:10:56Z,440000,False,26.0,14.0,1,left,T. Young driving Layup (5 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.91,Made,5.0,,,,,,,,,,,,,,,,,
45,PT08M10.00S,2023-04-18T23:11:05.4Z,1,REGULAR,foul,personal,[],1629631,,,1610612738,5,13,2023-04-18T23:11:33Z,450000,False,,,0,,D. Hunter personal FOUL (1 PF),"[1629631, 1628369]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,202058.0,1.0,0.0,Tatum,1628369.0,,,
47,PT08M02.00S,2023-04-18T23:11:32.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.80354796320631,48.28431372549019,1610612738,7,13,2023-04-18T23:11:36Z,470000,False,-9.0,25.0,1,right,J. Tatum driving Layup (4 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.6,Made,4.0,,,,,,,,,,,,,,,,,
48,PT07M47.00S,2023-04-18T23:11:48.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,7.440867279894875,45.09803921568628,1610612737,7,15,2023-04-18T23:11:52Z,480000,False,25.0,17.0,1,left,C. Capela alley-oop DUNK (2 PTS) (T. Young 2 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,3.01,Made,2.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,
50,PT07M30.00S,2023-04-18T23:12:04.8Z,1,REGULAR,3pt,Jump Shot,[],201143,72.88107752956637,87.5,1610612738,7,15,2023-04-18T23:12:09Z,500000,False,188.0,202.0,1,right,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,27.59,Missed,,,,,,,,,,,,,,,,,,
51,PT07M29.00S,2023-04-18T23:12:05.8Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,7,15,2023-04-18T23:12:09Z,510000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,
52,PT07M18.00S,2023-04-18T23:12:16.5Z,1,REGULAR,3pt,Jump Shot,[],1629027,26.757555847568987,86.02941176470588,1610612737,7,15,2023-04-18T23:12:21Z,520000,False,-180.0,199.0,1,left,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,26.84,Missed,,,,,,,,,,,,,,,,,,
53,PT07M17.00S,2023-04-18T23:12:17.5Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,7,15,2023-04-18T23:12:21Z,530000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,,,
54,PT07M13.00S,2023-04-18T23:12:21.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628401,91.14651773981603,48.77450980392157,1610612738,9,15,2023-04-18T23:12:27Z,540000,False,-6.0,31.0,1,right,D. White running Layup (2 PTS) (J. Brown 1 AST),"[1628401, 1627759]",1610612738.0,BOS,running,,,White,D. White,,,,,Restricted Area,0-8 Center,3.13,Made,2.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
56,PT06M54.00S,2023-04-18T23:12:40.2Z,1,REGULAR,2pt,Jump Shot,[],1627749,9.937582128777924,22.54901960784314,1610612737,9,15,2023-04-18T23:12:49Z,560000,False,137.0,41.0,1,left,MISS D. Murray 14' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Right,14.33,Missed,,,,,,,,,,,,,,,,,,
57,PT06M52.00S,2023-04-18T23:12:42.2Z,1,REGULAR,rebound,offensive,[],1629631,,,1610612737,9,15,2023-04-18T23:13:01Z,570000,False,,,0,,D. Hunter REBOUND (Off:2 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,,,,,,,56.0,3.0,1.0,2.0,,,,,,,,,,
58,PT06M49.00S,2023-04-18T23:12:45.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629631,9.724047306176084,51.94929534313726,1610612737,9,17,2023-04-18T23:13:29Z,580000,False,-10.0,39.0,1,left,D. Hunter floating Jump Shot (7 PTS),[1629631],1610612737.0,ATL,floating,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,4.01,Made,7.0,,,,,,,,,,,,,,,,,
60,PT06M45.00S,2023-04-18T23:12:57.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,9,17,2023-04-18T23:12:57Z,600000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M45.00S,2023-04-18T23:15:35.3Z,1,REGULAR,substitution,out,[],203935,,,1610612738,9,17,2023-04-18T23:16:00Z,610000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M45.00S,2023-04-18T23:15:35.3Z,1,REGULAR,substitution,out,[],1629027,,,1610612738,9,17,2023-04-18T23:16:00Z,620000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M45.00S,2023-04-18T23:15:35.3Z,1,REGULAR,substitution,in,[],1629057,,,1610612738,9,17,2023-04-18T23:16:00Z,630000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M45.00S,2023-04-18T23:15:35.3Z,1,REGULAR,substitution,in,[],203992,,,1610612738,9,17,2023-04-18T23:16:00Z,640000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M41.00S,2023-04-18T23:16:35.7Z,1,REGULAR,2pt,Jump Shot,[],1627759,76.42904073587385,35.53921568627451,1610612738,9,17,2023-04-18T23:16:44Z,650000,False,-72.0,169.0,1,right,MISS J. Brown 18' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,18.39,Missed,,,,,,,,,,,,,,,,,,
66,PT06M39.00S,2023-04-18T23:16:37.7Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,9,17,2023-04-18T23:16:44Z,660000,False,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left Center,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,
67,PT06M26.00S,2023-04-18T23:16:50.2Z,1,REGULAR,2pt,Jump Shot,[],1627749,22.552562417871222,64.4607843137255,1610612737,9,19,2023-04-18T23:16:58Z,670000,False,-72.0,159.0,1,left,D. Murray 17' pullup Jump Shot (2 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left Center,17.51,Made,2.0,,,,,,,,,,,,,,,,,
68,PT06M14.00S,2023-04-18T23:17:01.9Z,1,REGULAR,2pt,Jump Shot,[],201143,90.67017082785807,8.356311274509803,1610612738,9,19,2023-04-18T23:19:23Z,680000,False,-208.0,35.0,1,right,MISS A. Horford 21' Jump Shot,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Left,21.12,Missed,,,,,,,,,,,,,,,,,,
69,PT06M13.00S,2023-04-18T23:17:02.9Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,9,19,2023-04-18T23:17:07Z,690000,False,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Left Corner 3,24+ Left,,,,,,,68.0,2.0,1.0,1.0,,,,,,,,,,
70,PT06M06.00S,2023-04-18T23:17:10.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,17.95335085413929,55.63725490196079,1610612737,9,19,2023-04-18T23:17:16Z,700000,False,-28.0,116.0,1,left,MISS D. Murray 11' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,11.97,Missed,,,,,,,,,,,,,,,,,,
71,PT06M05.00S,2023-04-18T23:17:11.3Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,9,19,2023-04-18T23:17:16Z,710000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,70.0,4.0,4.0,0.0,,,,,,,,,,
72,PT05M57.00S,2023-04-18T23:17:19.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,86.28449408672799,52.20588235294118,1610612738,11,19,2023-04-18T23:18:50Z,720000,False,11.0,76.0,1,right,D. White 7' driving floating Jump Shot (4 PTS),[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,7.72,Made,4.0,,,,,,,,,,,,,,,,,
73,PT05M42.00S,2023-04-18T23:17:34.0Z,1,REGULAR,3pt,Jump Shot,[],1629631,29.122864651773984,18.872549019607842,1610612737,11,22,2023-04-18T23:17:38Z,730000,False,156.0,221.0,1,left,D. Hunter 27' 3PT  (10 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,27.05,Made,10.0,,,,,,,,,,,,,,,,,
74,PT05M26.00S,2023-04-18T23:17:50.2Z,1,REGULAR,3pt,Jump Shot,[],201143,71.96123521681997,13.725490196078432,1610612738,11,22,2023-04-18T23:17:56Z,740000,False,-181.0,211.0,1,right,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,27.83,Missed,,,,,,,,,,,,,,,,,,
75,PT05M24.00S,2023-04-18T23:17:52.2Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,11,22,2023-04-18T23:17:56Z,750000,False,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,74.0,3.0,3.0,0.0,,,,,,,,,,
76,PT05M14.00S,2023-04-18T23:18:01.4Z,1,REGULAR,3pt,Jump Shot,[],1628381,30.831143232588698,75.24509803921569,1610612737,11,22,2023-04-18T23:18:08Z,760000,False,-126.0,237.0,1,left,MISS J. Collins 26' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,26.88,Missed,,,,,,,,,,,,,,,,,,
77,PT05M12.00S,2023-04-18T23:18:03.4Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,11,22,2023-04-18T23:18:24Z,770000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,
78,PT05M04.00S,2023-04-18T23:18:11.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,91.14651773981603,46.568627450980394,1610612738,13,22,2023-04-18T23:18:15Z,780000,False,-17.0,31.0,1,right,R. Williams III cutting Layup (2 PTS) (J. Brown 2 AST),"[1629057, 1627759]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,3.52,Made,2.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,
80,PT04M51.00S,2023-04-18T23:18:24.1Z,1,REGULAR,3pt,Jump Shot,[],1628381,9.149145860709593,2.450980392156863,1610612737,13,22,2023-04-18T23:18:31Z,800000,False,238.0,34.0,1,left,MISS J. Collins 24' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,24.0,Missed,,,,,,,,,,,,,,,,,,
81,PT04M49.00S,2023-04-18T23:18:26.1Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,13,22,2023-04-18T23:18:31Z,810000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,
82,PT04M38.00S,2023-04-18T23:18:38.2Z,1,REGULAR,3pt,Jump Shot,[],1628369,70.25295663600527,19.607843137254903,1610612738,13,22,2023-04-18T23:20:52Z,820000,False,-152.0,227.0,1,right,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.33,Missed,,,,,,,,,,,,,,,,,,
83,PT04M37.00S,2023-04-18T23:18:39.2Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,13,22,2023-04-18T23:18:50Z,830000,False,,,0,,D. Hunter REBOUND (Off:2 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,,,,82.0,4.0,2.0,2.0,,,,,,,,,,
84,PT04M34.00S,2023-04-18T23:18:47.8Z,1,REGULAR,turnover,traveling,[],1628381,,,1610612737,13,22,2023-04-18T23:18:54Z,840000,False,,,0,,J. Collins traveling TURNOVER (1 TO),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202026.0,,,,,1.0,,
85,PT04M34.00S,2023-04-18T23:18:54.3Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,13,22,2023-04-18T23:19:15Z,850000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
